source_type,source_id,payload_name,cover_prompt_name,prompt_family,prompt_length_characters,prompt_length_tokens,alphabet_size,baseline_mode,character_count,token_count,line_count,whitespace_fraction,punctuation_fraction,digit_fraction,alphabetic_fraction,unique_token_fraction,repeated_token_fraction,mean_token_log_probability,median_token_log_probability,mean_generated_rank,p95_generated_rank,fraction_rank_le_16,fraction_rank_le_64
rankcloak,rankcloak_12,random_128_bit_hex,recipe_blog,recipe,136,24,8.0,,349,86,1,0.17191977077363896,0.045845272206303724,0.0,0.7822349570200573,0.8255813953488372,0.17441860465116277,-3.841198518831575,-3.2796791169561192,4.1976744186046515,7.0,1.0,1.0
rankcloak,rankcloak_13,random_128_bit_hex,recipe_long_specific,recipe,836,160,8.0,,422,86,2,0.17061611374407584,0.030805687203791468,0.0,0.7985781990521327,0.8023255813953488,0.19767441860465118,-3.280615427197945,-3.2545962173198255,4.1976744186046515,7.0,1.0,1.0
rankcloak,rankcloak_14,random_128_bit_hex,recipe_dialogue_specific,recipe_dialogue,617,124,8.0,,284,86,9,0.176056338028169,0.11619718309859155,0.0,0.7077464788732394,0.7093023255813954,0.2906976744186046,-3.337335183213277,-3.3245131762172733,4.1976744186046515,7.0,1.0,1.0
rankcloak,rankcloak_15,random_128_bit_hex,recipe_forum_exchange_specific,recipe_forum_exchange,538,98,8.0,,342,86,6,0.19298245614035087,0.05555555555555555,0.0,0.7485380116959064,0.8604651162790697,0.13953488372093026,-3.5218394113406646,-3.473476427142943,4.1976744186046515,7.0,1.0,1.0
rankcloak,rankcloak_16,random_128_bit_hex,car_buying_dialogue_specific,car_buying_dialogue,468,88,8.0,,355,86,4,0.17464788732394365,0.0647887323943662,0.014084507042253521,0.7464788732394366,0.813953488372093,0.18604651162790697,-3.4874163541418812,-3.2137449792153046,4.1976744186046515,7.0,1.0,1.0
rankcloak,rankcloak_17,random_128_bit_hex,biology_tutor_dialogue_specific,biology_dialogue,457,83,8.0,,350,86,3,0.15428571428571428,0.1,0.005714285714285714,0.7342857142857143,0.9186046511627907,0.08139534883720934,-3.9551843229389245,-3.7034572058549866,4.1976744186046515,7.0,1.0,1.0
rankcloak,rankcloak_18,random_128_bit_hex,recipe_blog,recipe,136,24,16.0,,274,64,2,0.18248175182481752,0.025547445255474453,0.010948905109489052,0.781021897810219,0.859375,0.140625,-4.021715539322706,-3.4047429808967458,4.6875,7.0,1.0,1.0
rankcloak,rankcloak_19,random_128_bit_hex,recipe_long_specific,recipe,836,160,16.0,,265,64,3,0.2037735849056604,0.03018867924528302,0.007547169811320755,0.7509433962264151,0.859375,0.140625,-3.831174171985217,-3.5415541613940222,4.6875,7.0,1.0,1.0
rankcloak,rankcloak_20,random_128_bit_hex,recipe_dialogue_specific,recipe_dialogue,617,124,16.0,,280,64,7,0.18214285714285713,0.03214285714285714,0.0,0.7821428571428571,0.78125,0.21875,-3.727832823973211,-3.3245578080699154,4.6875,7.0,1.0,1.0
rankcloak,rankcloak_21,random_128_bit_hex,recipe_forum_exchange_specific,recipe_forum_exchange,538,98,16.0,,254,64,3,0.16535433070866143,0.03937007874015748,0.0,0.7795275590551181,0.90625,0.09375,-4.058190548280352,-3.4463954616241015,4.6875,7.0,1.0,1.0
rankcloak,rankcloak_22,random_128_bit_hex,car_buying_dialogue_specific,car_buying_dialogue,468,88,16.0,,286,64,8,0.1853146853146853,0.006993006993006993,0.0,0.7972027972027972,0.828125,0.171875,-3.7372157633773626,-3.324111332459526,4.6875,7.0,1.0,1.0
rankcloak,rankcloak_23,random_128_bit_hex,biology_tutor_dialogue_specific,biology_dialogue,457,83,16.0,,273,64,3,0.16483516483516483,0.08058608058608059,0.0,0.7545787545787546,0.875,0.125,-4.268353161881608,-3.6679576868953507,4.6875,7.0,1.0,1.0
baseline,baseline_0,,recipe_blog,recipe,136,24,,greedy,406,96,1,0.17733990147783252,0.027093596059113302,0.0,0.7955665024630542,0.75,0.25,-0.3273549499904856,-0.11894625250612911,1.0,1.0,1.0,1.0
baseline,baseline_1,,recipe_long_specific,recipe,836,160,,greedy,431,96,1,0.18329466357308585,0.027842227378190254,0.0,0.7888631090487239,0.6979166666666666,0.30208333333333337,-0.5133115831536582,-0.33831028653088246,1.0,1.0,1.0,1.0
baseline,baseline_2,,recipe_dialogue_specific,recipe_dialogue,617,124,,greedy,351,96,5,0.19373219373219372,0.06837606837606838,0.0,0.7378917378917379,0.5520833333333334,0.44791666666666663,-0.3977597329916687,-0.33836581946089517,1.0,1.0,1.0,1.0
baseline,baseline_3,,recipe_forum_exchange_specific,recipe_forum_exchange,538,98,,greedy,397,96,2,0.17632241813602015,0.05289672544080604,0.0,0.7707808564231738,0.6458333333333334,0.35416666666666663,-0.4123150056283147,-0.32468246395546707,1.0,1.0,1.0,1.0
baseline,baseline_4,,car_buying_dialogue_specific,car_buying_dialogue,468,88,,greedy,340,96,4,0.2,0.06764705882352941,0.011764705882352941,0.7205882352941176,0.53125,0.46875,-0.33241568337860866,-0.14304287195070486,1.0,1.0,1.0,1.0
baseline,baseline_5,,biology_tutor_dialogue_specific,biology_dialogue,457,83,,greedy,413,96,5,0.22033898305084745,0.05569007263922518,0.0,0.7239709443099274,0.59375,0.40625,-0.37116602758090905,-0.14330481761007263,1.0,1.0,1.0,1.0
