payload_name,payload_kind,payload_byte_length,payload_slice_description,encoding_name,alphabet_size,cover_prompt_name,rank_count,generated_token_count,generated_character_count,exact_recovery,generation_seconds,recovery_seconds,mean_generated_rank,median_generated_rank,p95_generated_rank,max_generated_rank,fraction_generated_rank_le_16,fraction_generated_rank_le_64,model_repo_id,model_filename,model_path_relative,notes,prompt_family,prompt_length_characters,prompt_length_tokens
sha256_public_test_string,sha256_hex,64,full payload,fixed_radix_bits,16,car_buying_dialogue_specific,128,128,552,True,56.19714869098971,45.4799891730072,4.96875,4.0,8.0,10,1.0,1.0,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,exact-copy bounded-rank recovery,car_buying_dialogue,468,88
sha256_public_test_string,sha256_hex,64,full payload,fixed_radix_bits,16,biology_tutor_dialogue_specific,128,128,497,True,32.11537514301017,30.911411945009604,4.96875,4.0,8.0,10,1.0,1.0,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,exact-copy bounded-rank recovery,biology_dialogue,457,83
random_128_bit_hex,random_hex,32,full payload,fixed_radix_bits,8,recipe_blog,86,86,349,True,20.116238827002235,18.994055447983555,4.1976744186046515,4.0,7.0,7,1.0,1.0,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,exact-copy bounded-rank recovery,recipe,136,24
random_128_bit_hex,random_hex,32,full payload,fixed_radix_bits,8,recipe_long_specific,86,86,422,True,25.48157329999958,24.890273194992915,4.1976744186046515,4.0,7.0,7,1.0,1.0,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,exact-copy bounded-rank recovery,recipe,836,160
random_128_bit_hex,random_hex,32,full payload,fixed_radix_bits,8,recipe_dialogue_specific,86,86,284,True,24.149407788994722,23.400732253998285,4.1976744186046515,4.0,7.0,7,1.0,1.0,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,exact-copy bounded-rank recovery,recipe_dialogue,617,124
random_128_bit_hex,random_hex,32,full payload,fixed_radix_bits,8,recipe_forum_exchange_specific,86,86,342,True,23.006539319991134,22.889543647994287,4.1976744186046515,4.0,7.0,7,1.0,1.0,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,exact-copy bounded-rank recovery,recipe_forum_exchange,538,98
random_128_bit_hex,random_hex,32,full payload,fixed_radix_bits,8,car_buying_dialogue_specific,86,86,355,True,23.12623578700004,22.16540495699155,4.1976744186046515,4.0,7.0,7,1.0,1.0,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,exact-copy bounded-rank recovery,car_buying_dialogue,468,88
random_128_bit_hex,random_hex,32,full payload,fixed_radix_bits,8,biology_tutor_dialogue_specific,86,86,350,True,23.402009881014237,21.315720503014745,4.1976744186046515,4.0,7.0,7,1.0,1.0,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,exact-copy bounded-rank recovery,biology_dialogue,457,83
random_128_bit_hex,random_hex,32,full payload,fixed_radix_bits,16,recipe_blog,64,64,274,True,15.057289341988508,15.519814866012894,4.6875,4.0,7.0,10,1.0,1.0,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,exact-copy bounded-rank recovery,recipe,136,24
random_128_bit_hex,random_hex,32,full payload,fixed_radix_bits,16,recipe_long_specific,64,64,265,True,20.88852641597623,21.846265164989745,4.6875,4.0,7.0,10,1.0,1.0,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,exact-copy bounded-rank recovery,recipe,836,160
random_128_bit_hex,random_hex,32,full payload,fixed_radix_bits,16,recipe_dialogue_specific,64,64,280,True,19.867485460010357,18.819862831995124,4.6875,4.0,7.0,10,1.0,1.0,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,exact-copy bounded-rank recovery,recipe_dialogue,617,124
random_128_bit_hex,random_hex,32,full payload,fixed_radix_bits,16,recipe_forum_exchange_specific,64,64,254,True,19.111879080999643,17.710495418985374,4.6875,4.0,7.0,10,1.0,1.0,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,exact-copy bounded-rank recovery,recipe_forum_exchange,538,98
random_128_bit_hex,random_hex,32,full payload,fixed_radix_bits,16,car_buying_dialogue_specific,64,64,286,True,17.54006902000401,17.198987185023725,4.6875,4.0,7.0,10,1.0,1.0,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,exact-copy bounded-rank recovery,car_buying_dialogue,468,88
random_128_bit_hex,random_hex,32,full payload,fixed_radix_bits,16,biology_tutor_dialogue_specific,64,64,273,True,17.56100985399098,17.04193538398249,4.6875,4.0,7.0,10,1.0,1.0,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,exact-copy bounded-rank recovery,biology_dialogue,457,83
