factor,level,canonical_value,outcome,shared_models,shared_model_count,paired_payload_groups,canonical_mean,level_mean,level_minus_canonical,ci_low,ci_high,hedges_g_level_minus_canonical,p_value_raw,p_value_holm,p_value_bh,test,inferential_p_value_supported,bootstrap_unit,bootstrap_resamples,confidence_level,primary_inference,evidence_status
token_filter,none,canonical,effective_artifact_bits_per_full_token,llama3_8b_instruct_q4_k_m;mistral_7b_instruct_v0_3_q4_k_m;qwen2_5_7b_instruct_q4_k_m,3,48,0.8284485738833443,0.7654795780699936,-0.06296899581335069,-0.13426507937322746,0.007651006620745419,-0.24807977712158932,0.08720980487279059,0.34883921949116237,0.11991348170008706,paired_t,True,payload_name,2000,0.95,False,exploratory_post_outcome_evidence_extraction
token_filter,roundtrip_stable_filter_v1,canonical,effective_artifact_bits_per_full_token,llama3_8b_instruct_q4_k_m;qwen2_5_7b_instruct_q4_k_m,2,48,0.8669255492570942,0.8669255492570942,-0.0,-0.0,-0.0,,,,,unsupported_paired_t_numerical_degeneracy,False,payload_name,2000,0.95,False,exploratory_post_outcome_evidence_extraction
leadin_tokens,16,canonical,forced_token_count,llama3_8b_instruct_q4_k_m;mistral_7b_instruct_v0_3_q4_k_m;qwen2_5_7b_instruct_q4_k_m,3,48,46.0,46.0,-0.0,-0.0,-0.0,,,,,unsupported_paired_t_numerical_degeneracy,False,payload_name,2000,0.95,False,exploratory_post_outcome_evidence_extraction
leadin_tokens,2,canonical,forced_token_count,llama3_8b_instruct_q4_k_m;mistral_7b_instruct_v0_3_q4_k_m;qwen2_5_7b_instruct_q4_k_m,3,48,46.0,46.0,-0.0,-0.0,-0.0,,,,,unsupported_paired_t_numerical_degeneracy,False,payload_name,2000,0.95,False,exploratory_post_outcome_evidence_extraction
leadin_tokens,32,canonical,forced_token_count,llama3_8b_instruct_q4_k_m;mistral_7b_instruct_v0_3_q4_k_m;qwen2_5_7b_instruct_q4_k_m,3,48,46.0,46.0,-0.0,-0.0,-0.0,,,,,unsupported_paired_t_numerical_degeneracy,False,payload_name,2000,0.95,False,exploratory_post_outcome_evidence_extraction
leadin_tokens,4,canonical,forced_token_count,llama3_8b_instruct_q4_k_m;mistral_7b_instruct_v0_3_q4_k_m;qwen2_5_7b_instruct_q4_k_m,3,48,46.0,46.0,-0.0,-0.0,-0.0,,,,,unsupported_paired_t_numerical_degeneracy,False,payload_name,2000,0.95,False,exploratory_post_outcome_evidence_extraction
leadin_tokens,8,canonical,forced_token_count,llama3_8b_instruct_q4_k_m;mistral_7b_instruct_v0_3_q4_k_m;qwen2_5_7b_instruct_q4_k_m,3,48,46.0,46.0,-0.0,-0.0,-0.0,,,,,unsupported_paired_t_numerical_degeneracy,False,payload_name,2000,0.95,False,exploratory_post_outcome_evidence_extraction
segment_size_ranks,16,canonical,forced_token_count,llama3_8b_instruct_q4_k_m;mistral_7b_instruct_v0_3_q4_k_m;qwen2_5_7b_instruct_q4_k_m,3,48,46.0,46.0,-0.0,-0.0,-0.0,,,,,unsupported_paired_t_numerical_degeneracy,False,payload_name,2000,0.95,False,exploratory_post_outcome_evidence_extraction
segment_size_ranks,32,canonical,forced_token_count,llama3_8b_instruct_q4_k_m;mistral_7b_instruct_v0_3_q4_k_m;qwen2_5_7b_instruct_q4_k_m,3,48,46.0,46.0,-0.0,-0.0,-0.0,,,,,unsupported_paired_t_numerical_degeneracy,False,payload_name,2000,0.95,False,exploratory_post_outcome_evidence_extraction
segment_size_ranks,4,canonical,forced_token_count,llama3_8b_instruct_q4_k_m;mistral_7b_instruct_v0_3_q4_k_m;qwen2_5_7b_instruct_q4_k_m,3,48,46.0,46.0,-0.0,-0.0,-0.0,,,,,unsupported_paired_t_numerical_degeneracy,False,payload_name,2000,0.95,False,exploratory_post_outcome_evidence_extraction
tail_policy,none,canonical,forced_token_count,llama3_8b_instruct_q4_k_m;mistral_7b_instruct_v0_3_q4_k_m;qwen2_5_7b_instruct_q4_k_m,3,48,46.0,46.0,-0.0,-0.0,-0.0,,,,,unsupported_paired_t_numerical_degeneracy,False,payload_name,2000,0.95,False,exploratory_post_outcome_evidence_extraction
tail_policy,sentence_tail_min20_max60,canonical,forced_token_count,llama3_8b_instruct_q4_k_m;mistral_7b_instruct_v0_3_q4_k_m;qwen2_5_7b_instruct_q4_k_m,3,48,46.0,46.0,-0.0,-0.0,-0.0,,,,,unsupported_paired_t_numerical_degeneracy,False,payload_name,2000,0.95,False,exploratory_post_outcome_evidence_extraction
token_filter,none,canonical,forced_token_count,llama3_8b_instruct_q4_k_m;mistral_7b_instruct_v0_3_q4_k_m;qwen2_5_7b_instruct_q4_k_m,3,48,46.0,46.0,-0.0,-0.0,-0.0,,,,,unsupported_paired_t_numerical_degeneracy,False,payload_name,2000,0.95,False,exploratory_post_outcome_evidence_extraction
token_filter,roundtrip_stable_filter_v1,canonical,forced_token_count,llama3_8b_instruct_q4_k_m;qwen2_5_7b_instruct_q4_k_m,2,48,46.0,46.0,-0.0,-0.0,-0.0,,,,,unsupported_paired_t_numerical_degeneracy,False,payload_name,2000,0.95,False,exploratory_post_outcome_evidence_extraction
leadin_tokens,16,canonical,full_token_count,llama3_8b_instruct_q4_k_m;mistral_7b_instruct_v0_3_q4_k_m;qwen2_5_7b_instruct_q4_k_m,3,48,300.9513888888889,425.59722222222223,124.64583333333331,85.26822916666667,164.1157986111111,0.8780839954734063,1.423018412504689e-07,8.538110475028133e-07,2.6088670895919295e-07,paired_t,True,payload_name,2000,0.95,False,exploratory_post_outcome_evidence_extraction
leadin_tokens,2,canonical,full_token_count,llama3_8b_instruct_q4_k_m;mistral_7b_instruct_v0_3_q4_k_m;qwen2_5_7b_instruct_q4_k_m,3,48,300.9513888888889,314.48611111111114,13.534722222222229,-21.431423611111107,50.1798611111111,0.10156761892052606,0.4780514237782908,0.9561028475565816,0.5258565661561199,paired_t,True,payload_name,2000,0.95,False,exploratory_post_outcome_evidence_extraction
leadin_tokens,32,canonical,full_token_count,llama3_8b_instruct_q4_k_m;mistral_7b_instruct_v0_3_q4_k_m;qwen2_5_7b_instruct_q4_k_m,3,48,300.9513888888889,460.5416666666667,159.59027777777777,125.82986111111113,191.03003472222224,1.3223573305138092,3.0455641034448645e-12,2.4364512827558916e-11,8.375301284473377e-12,paired_t,True,payload_name,2000,0.95,False,exploratory_post_outcome_evidence_extraction
leadin_tokens,4,canonical,full_token_count,llama3_8b_instruct_q4_k_m;mistral_7b_instruct_v0_3_q4_k_m;qwen2_5_7b_instruct_q4_k_m,3,48,300.9513888888889,301.47222222222223,0.5208333333333144,-36.34618055555553,35.36510416666666,0.003991150485449714,0.9776995160597592,0.9776995160597592,0.9776995160597592,paired_t,True,payload_name,2000,0.95,False,exploratory_post_outcome_evidence_extraction
leadin_tokens,8,canonical,full_token_count,llama3_8b_instruct_q4_k_m;mistral_7b_instruct_v0_3_q4_k_m;qwen2_5_7b_instruct_q4_k_m,3,48,300.9513888888889,357.70138888888886,56.74999999999994,25.90920138888889,87.69739583333333,0.5111304224593862,0.000766180599998839,0.003064722399995356,0.0010534983249984036,paired_t,True,payload_name,2000,0.95,False,exploratory_post_outcome_evidence_extraction
segment_size_ranks,16,canonical,full_token_count,llama3_8b_instruct_q4_k_m;mistral_7b_instruct_v0_3_q4_k_m;qwen2_5_7b_instruct_q4_k_m,3,48,300.9513888888889,196.25694444444446,-104.69444444444446,-135.81302083333333,-74.58940972222223,-0.9465016395216335,2.6409150473003146e-08,1.8486405331102202e-07,5.810013104060692e-08,paired_t,True,payload_name,2000,0.95,False,exploratory_post_outcome_evidence_extraction
segment_size_ranks,32,canonical,full_token_count,llama3_8b_instruct_q4_k_m;mistral_7b_instruct_v0_3_q4_k_m;qwen2_5_7b_instruct_q4_k_m,3,48,300.9513888888889,126.45138888888887,-174.50000000000006,-208.40503472222224,-140.5732638888889,-1.4273890112818128,2.7215857899752384e-13,2.4494272109777146e-12,9.979147896575874e-13,paired_t,True,payload_name,2000,0.95,False,exploratory_post_outcome_evidence_extraction
segment_size_ranks,4,canonical,full_token_count,llama3_8b_instruct_q4_k_m;mistral_7b_instruct_v0_3_q4_k_m;qwen2_5_7b_instruct_q4_k_m,3,48,300.9513888888889,513.4791666666666,212.52777777777771,172.06753472222223,253.6392361111111,1.4385878735772002,2.1119116113249487e-13,2.111911611324949e-12,9.979147896575874e-13,paired_t,True,payload_name,2000,0.95,False,exploratory_post_outcome_evidence_extraction
tail_policy,none,canonical,full_token_count,llama3_8b_instruct_q4_k_m;mistral_7b_instruct_v0_3_q4_k_m;qwen2_5_7b_instruct_q4_k_m,3,48,300.9513888888889,46.0,-254.9513888888889,-292.82100694444443,-219.24947916666667,-1.899821332940424,1.2225240910036967e-17,1.3447765001040663e-16,1.3447765001040663e-16,paired_t,True,payload_name,2000,0.95,False,exploratory_post_outcome_evidence_extraction
tail_policy,sentence_tail_min20_max60,canonical,full_token_count,llama3_8b_instruct_q4_k_m;mistral_7b_instruct_v0_3_q4_k_m;qwen2_5_7b_instruct_q4_k_m,3,48,300.9513888888889,235.24305555555557,-65.70833333333334,-92.59045138888888,-40.37291666666667,-0.6913101909923757,1.3141886380818795e-05,6.570943190409398e-05,2.0651535741286677e-05,paired_t,True,payload_name,2000,0.95,False,exploratory_post_outcome_evidence_extraction
token_filter,none,canonical,full_token_count,llama3_8b_instruct_q4_k_m;mistral_7b_instruct_v0_3_q4_k_m;qwen2_5_7b_instruct_q4_k_m,3,48,300.9513888888889,331.0416666666667,30.09027777777777,1.9982638888888942,59.4329861111111,0.2887390764161144,0.04771611358106336,0.14314834074319008,0.05831969437685522,paired_t,True,payload_name,2000,0.95,False,exploratory_post_outcome_evidence_extraction
token_filter,roundtrip_stable_filter_v1,canonical,full_token_count,llama3_8b_instruct_q4_k_m;qwen2_5_7b_instruct_q4_k_m,2,48,286.3541666666667,286.3541666666667,-0.0,-0.0,-0.0,,,,,unsupported_paired_t_numerical_degeneracy,False,payload_name,2000,0.95,False,exploratory_post_outcome_evidence_extraction
leadin_tokens,16,canonical,mean_log_probability,llama3_8b_instruct_q4_k_m;mistral_7b_instruct_v0_3_q4_k_m;qwen2_5_7b_instruct_q4_k_m,3,48,-5.135863697184763,-6.503730845964838,-1.3678671487800749,-1.4504299625060932,-1.2859527546160776,-4.528191687727922,1.730845714580856e-33,1.3846765716646847e-32,7.788805715613851e-33,paired_t,True,payload_name,2000,0.95,False,exploratory_post_outcome_evidence_extraction
leadin_tokens,2,canonical,mean_log_probability,llama3_8b_instruct_q4_k_m;mistral_7b_instruct_v0_3_q4_k_m;qwen2_5_7b_instruct_q4_k_m,3,48,-5.135863697184763,-5.711744043828979,-0.5758803466442162,-0.6673471254080336,-0.491716379251248,-1.8255344834540008,5.372319050582498e-17,2.686159525291249e-16,9.670174291048497e-17,paired_t,True,payload_name,2000,0.95,False,exploratory_post_outcome_evidence_extraction
leadin_tokens,32,canonical,mean_log_probability,llama3_8b_instruct_q4_k_m;mistral_7b_instruct_v0_3_q4_k_m;qwen2_5_7b_instruct_q4_k_m,3,48,-5.135863697184763,-6.788190890367512,-1.6523271931827495,-1.7490911928631903,-1.5531026239958847,-4.5698068356339245,1.1469353448604593e-33,1.0322418103744133e-32,7.788805715613851e-33,paired_t,True,payload_name,2000,0.95,False,exploratory_post_outcome_evidence_extraction
leadin_tokens,4,canonical,mean_log_probability,llama3_8b_instruct_q4_k_m;mistral_7b_instruct_v0_3_q4_k_m;qwen2_5_7b_instruct_q4_k_m,3,48,-5.135863697184763,-5.924693947277679,-0.7888302500929161,-0.8836303233325241,-0.6943428002779165,-2.204258481416549,4.009998851247138e-20,2.405999310748283e-19,9.02249741530606e-20,paired_t,True,payload_name,2000,0.95,False,exploratory_post_outcome_evidence_extraction
leadin_tokens,8,canonical,mean_log_probability,llama3_8b_instruct_q4_k_m;mistral_7b_instruct_v0_3_q4_k_m;qwen2_5_7b_instruct_q4_k_m,3,48,-5.135863697184763,-6.177749538322902,-1.0418858411381393,-1.1159905179482896,-0.9615457707487427,-3.693448836768428,1.505128373737892e-29,1.0535898616165244e-28,4.515385121213676e-29,paired_t,True,payload_name,2000,0.95,False,exploratory_post_outcome_evidence_extraction
segment_size_ranks,16,canonical,mean_log_probability,llama3_8b_instruct_q4_k_m;mistral_7b_instruct_v0_3_q4_k_m;qwen2_5_7b_instruct_q4_k_m,3,48,-5.135863697184763,-5.071060310481372,0.06480338670339059,-0.0002669032334112006,0.1316598163971625,0.26907712607722595,0.06430490670050397,0.12860981340100794,0.07234302003806696,paired_t,True,payload_name,2000,0.95,False,exploratory_post_outcome_evidence_extraction
segment_size_ranks,32,canonical,mean_log_probability,llama3_8b_instruct_q4_k_m;mistral_7b_instruct_v0_3_q4_k_m;qwen2_5_7b_instruct_q4_k_m,3,48,-5.135863697184763,-4.983557385772211,0.15230631141255202,0.07658898017153766,0.23042566754119947,0.5351411486061881,0.0004583221573539232,0.0018332886294156927,0.0006874832360308849,paired_t,True,payload_name,2000,0.95,False,exploratory_post_outcome_evidence_extraction
segment_size_ranks,4,canonical,mean_log_probability,llama3_8b_instruct_q4_k_m;mistral_7b_instruct_v0_3_q4_k_m;qwen2_5_7b_instruct_q4_k_m,3,48,-5.135863697184763,-5.019799150768428,0.11606454641633501,0.04537628719139689,0.1922789020934813,0.4398822302359212,0.003290655931603535,0.009871967794810605,0.004230843340633116,paired_t,True,payload_name,2000,0.95,False,exploratory_post_outcome_evidence_extraction
tail_policy,none,canonical,mean_log_probability,llama3_8b_instruct_q4_k_m;mistral_7b_instruct_v0_3_q4_k_m;qwen2_5_7b_instruct_q4_k_m,3,48,-5.135863697184763,-5.135863697184763,-0.0,-0.0,-0.0,,,,,unsupported_paired_t_numerical_degeneracy,False,payload_name,2000,0.95,False,exploratory_post_outcome_evidence_extraction
tail_policy,sentence_tail_min20_max60,canonical,mean_log_probability,llama3_8b_instruct_q4_k_m;mistral_7b_instruct_v0_3_q4_k_m;qwen2_5_7b_instruct_q4_k_m,3,48,-5.135863697184763,-5.135863697184763,-0.0,-0.0,-0.0,,,,,unsupported_paired_t_numerical_degeneracy,False,payload_name,2000,0.95,False,exploratory_post_outcome_evidence_extraction
token_filter,none,canonical,mean_log_probability,llama3_8b_instruct_q4_k_m;mistral_7b_instruct_v0_3_q4_k_m;qwen2_5_7b_instruct_q4_k_m,3,48,-5.135863697184763,-5.137660348209834,-0.0017966510250708723,-0.03773829312243493,0.035394418560233655,-0.013699194772511318,0.9235667566936974,0.9235667566936974,0.9235667566936974,paired_t,True,payload_name,2000,0.95,False,exploratory_post_outcome_evidence_extraction
token_filter,roundtrip_stable_filter_v1,canonical,mean_log_probability,llama3_8b_instruct_q4_k_m;qwen2_5_7b_instruct_q4_k_m,2,48,-5.139605896885106,-5.139605896885106,-0.0,-0.0,-0.0,,,,,unsupported_paired_t_numerical_degeneracy,False,payload_name,2000,0.95,False,exploratory_post_outcome_evidence_extraction
leadin_tokens,16,canonical,tail_token_count,llama3_8b_instruct_q4_k_m;mistral_7b_instruct_v0_3_q4_k_m;qwen2_5_7b_instruct_q4_k_m,3,48,254.9513888888889,287.59722222222223,32.645833333333314,-3.727604166666633,69.69826388888889,0.24888971162408569,0.08621428686094863,0.43107143430474315,0.12316209132066078,paired_t,True,payload_name,2000,0.95,False,exploratory_post_outcome_evidence_extraction
leadin_tokens,2,canonical,tail_token_count,llama3_8b_instruct_q4_k_m;mistral_7b_instruct_v0_3_q4_k_m;qwen2_5_7b_instruct_q4_k_m,3,48,254.9513888888889,256.9861111111111,2.0347222222221717,-36.14687499999999,38.26736111111111,0.015310913680918779,0.9146079843350441,0.9728124646037228,0.914607984335044,paired_t,True,payload_name,2000,0.95,False,exploratory_post_outcome_evidence_extraction
leadin_tokens,32,canonical,tail_token_count,llama3_8b_instruct_q4_k_m;mistral_7b_instruct_v0_3_q4_k_m;qwen2_5_7b_instruct_q4_k_m,3,48,254.9513888888889,230.54166666666666,-24.409722222222257,-52.221874999999955,2.527777777777779,-0.24618796864275508,0.08957243005138965,0.43107143430474315,0.12316209132066078,paired_t,True,payload_name,2000,0.95,False,exploratory_post_outcome_evidence_extraction
leadin_tokens,4,canonical,tail_token_count,llama3_8b_instruct_q4_k_m;mistral_7b_instruct_v0_3_q4_k_m;qwen2_5_7b_instruct_q4_k_m,3,48,254.9513888888889,232.4722222222222,-22.479166666666714,-59.11597222222219,13.015451388888888,-0.17360713352678195,0.22765274042625577,0.6829582212787673,0.27824223829875705,paired_t,True,payload_name,2000,0.95,False,exploratory_post_outcome_evidence_extraction
leadin_tokens,8,canonical,tail_token_count,llama3_8b_instruct_q4_k_m;mistral_7b_instruct_v0_3_q4_k_m;qwen2_5_7b_instruct_q4_k_m,3,48,254.9513888888889,265.7013888888889,10.75,-20.542534722222204,41.043749999999996,0.09963853268323392,0.4864062323018614,0.9728124646037228,0.5350468555320476,paired_t,True,payload_name,2000,0.95,False,exploratory_post_outcome_evidence_extraction
segment_size_ranks,16,canonical,tail_token_count,llama3_8b_instruct_q4_k_m;mistral_7b_instruct_v0_3_q4_k_m;qwen2_5_7b_instruct_q4_k_m,3,48,254.9513888888889,150.25694444444443,-104.69444444444449,-136.16197916666664,-73.92656250000002,-0.9465016395216335,2.6409150473003146e-08,2.1127320378402517e-07,7.262516380075865e-08,paired_t,True,payload_name,2000,0.95,False,exploratory_post_outcome_evidence_extraction
segment_size_ranks,32,canonical,tail_token_count,llama3_8b_instruct_q4_k_m;mistral_7b_instruct_v0_3_q4_k_m;qwen2_5_7b_instruct_q4_k_m,3,48,254.9513888888889,80.4513888888889,-174.5,-208.4423611111111,-140.3185763888889,-1.427389011281813,2.7215857899752384e-13,2.4494272109777146e-12,9.979147896575874e-13,paired_t,True,payload_name,2000,0.95,False,exploratory_post_outcome_evidence_extraction
segment_size_ranks,4,canonical,tail_token_count,llama3_8b_instruct_q4_k_m;mistral_7b_instruct_v0_3_q4_k_m;qwen2_5_7b_instruct_q4_k_m,3,48,254.9513888888889,467.4791666666667,212.52777777777777,171.8774305555556,252.9663194444444,1.4385878735772009,2.1119116113249334e-13,2.1119116113249336e-12,9.979147896575874e-13,paired_t,True,payload_name,2000,0.95,False,exploratory_post_outcome_evidence_extraction
tail_policy,none,canonical,tail_token_count,llama3_8b_instruct_q4_k_m;mistral_7b_instruct_v0_3_q4_k_m;qwen2_5_7b_instruct_q4_k_m,3,48,254.9513888888889,0.0,-254.9513888888889,-291.1946180555555,-217.37065972222223,-1.899821332940424,1.2225240910036967e-17,1.3447765001040663e-16,1.3447765001040663e-16,paired_t,True,payload_name,2000,0.95,False,exploratory_post_outcome_evidence_extraction
tail_policy,sentence_tail_min20_max60,canonical,tail_token_count,llama3_8b_instruct_q4_k_m;mistral_7b_instruct_v0_3_q4_k_m;qwen2_5_7b_instruct_q4_k_m,3,48,254.9513888888889,189.24305555555557,-65.70833333333334,-93.50104166666661,-39.19861111111112,-0.6913101909923756,1.3141886380818912e-05,9.199320466573239e-05,2.8912150037801607e-05,paired_t,True,payload_name,2000,0.95,False,exploratory_post_outcome_evidence_extraction
token_filter,none,canonical,tail_token_count,llama3_8b_instruct_q4_k_m;mistral_7b_instruct_v0_3_q4_k_m;qwen2_5_7b_instruct_q4_k_m,3,48,254.9513888888889,285.0416666666667,30.09027777777777,1.1447916666666755,59.43420138888885,0.28873907641611446,0.047716113581063306,0.2862966814863798,0.08747954156528272,paired_t,True,payload_name,2000,0.95,False,exploratory_post_outcome_evidence_extraction
token_filter,roundtrip_stable_filter_v1,canonical,tail_token_count,llama3_8b_instruct_q4_k_m;qwen2_5_7b_instruct_q4_k_m,2,48,240.35416666666666,240.35416666666666,-0.0,-0.0,-0.0,,,,,unsupported_paired_t_numerical_degeneracy,False,payload_name,2000,0.95,False,exploratory_post_outcome_evidence_extraction
