factor,level,canonical_reference,outcome,observed_trial_rows,model_count,payload_groups,mean,standard_deviation,median,ci_low,ci_high,bootstrap_resamples_requested,bootstrap_resamples_valid,confidence_level,analysis_unit,evidence_status
segment_size_ranks,canonical,True,effective_artifact_bits_per_full_token,144,3,48,0.8284485738833443,0.26821864042204085,0.8011484666799953,0.7531394112359762,0.905853847210292,2000,2000,0.95,payload_name,exploratory_post_outcome_evidence_extraction
segment_size_ranks,16,False,effective_artifact_bits_per_full_token,144,3,48,1.3526644153915683,0.29215416993686516,1.3194733996005577,1.2717432094191623,1.4324053373375476,2000,2000,0.95,payload_name,exploratory_post_outcome_evidence_extraction
segment_size_ranks,32,False,effective_artifact_bits_per_full_token,144,3,48,2.0599100076916597,0.439716045470624,1.9997425674636249,1.9371798769146384,2.178586515075819,2000,2000,0.95,payload_name,exploratory_post_outcome_evidence_extraction
segment_size_ranks,4,False,effective_artifact_bits_per_full_token,144,3,48,0.4544838762372274,0.08880693634064156,0.44943943573108797,0.42821210305868335,0.47881106328537554,2000,2000,0.95,payload_name,exploratory_post_outcome_evidence_extraction
segment_size_ranks,canonical,True,forced_token_count,144,3,48,46.0,18.413685937020706,48.0,40.833333333333336,51.0,2000,2000,0.95,payload_name,exploratory_post_outcome_evidence_extraction
segment_size_ranks,16,False,forced_token_count,144,3,48,46.0,18.413685937020706,48.0,40.833333333333336,51.0,2000,2000,0.95,payload_name,exploratory_post_outcome_evidence_extraction
segment_size_ranks,32,False,forced_token_count,144,3,48,46.0,18.413685937020706,48.0,40.833333333333336,51.0,2000,2000,0.95,payload_name,exploratory_post_outcome_evidence_extraction
segment_size_ranks,4,False,forced_token_count,144,3,48,46.0,18.413685937020706,48.0,40.833333333333336,51.0,2000,2000,0.95,payload_name,exploratory_post_outcome_evidence_extraction
segment_size_ranks,canonical,True,full_token_count,144,3,48,300.9513888888889,146.00113328332682,292.0,260.0826388888889,340.7857638888889,2000,2000,0.95,payload_name,exploratory_post_outcome_evidence_extraction
segment_size_ranks,16,False,full_token_count,144,3,48,196.25694444444446,91.62112961991355,155.5,171.0277777777778,220.39062500000003,2000,2000,0.95,payload_name,exploratory_post_outcome_evidence_extraction
segment_size_ranks,32,False,full_token_count,144,3,48,126.45138888888887,67.38624034697935,127.83333333333333,108.034375,145.13368055555554,2000,2000,0.95,payload_name,exploratory_post_outcome_evidence_extraction
segment_size_ranks,4,False,full_token_count,144,3,48,513.4791666666666,197.62511859578984,498.66666666666663,457.6616319444444,567.242361111111,2000,2000,0.95,payload_name,exploratory_post_outcome_evidence_extraction
segment_size_ranks,canonical,True,mean_log_probability,144,3,48,-5.135863697184763,0.3203106025310666,-5.134346481615308,-5.22653562427062,-5.045731460901611,2000,2000,0.95,payload_name,exploratory_post_outcome_evidence_extraction
segment_size_ranks,16,False,mean_log_probability,144,3,48,-5.071060310481372,0.28679849269024144,-5.0735724629167605,-5.151957640054509,-4.98737621291596,2000,2000,0.95,payload_name,exploratory_post_outcome_evidence_extraction
segment_size_ranks,32,False,mean_log_probability,144,3,48,-4.983557385772211,0.2522964384893092,-5.029840806990467,-5.052330634241639,-4.912253151591956,2000,2000,0.95,payload_name,exploratory_post_outcome_evidence_extraction
segment_size_ranks,4,False,mean_log_probability,144,3,48,-5.019799150768428,0.33878547435923345,-5.047831881273535,-5.113226920994558,-4.92427044757498,2000,2000,0.95,payload_name,exploratory_post_outcome_evidence_extraction
segment_size_ranks,canonical,True,tail_token_count,144,3,48,254.9513888888889,132.04465878226034,234.83333333333334,218.51527777777778,291.48993055555553,2000,2000,0.95,payload_name,exploratory_post_outcome_evidence_extraction
segment_size_ranks,16,False,tail_token_count,144,3,48,150.25694444444443,77.34361143435463,123.83333333333333,129.20503472222225,170.38211805555554,2000,2000,0.95,payload_name,exploratory_post_outcome_evidence_extraction
segment_size_ranks,32,False,tail_token_count,144,3,48,80.4513888888889,56.042009301421224,93.66666666666666,65.07604166666667,96.51006944444443,2000,2000,0.95,payload_name,exploratory_post_outcome_evidence_extraction
segment_size_ranks,4,False,tail_token_count,144,3,48,467.4791666666667,182.70590128741938,462.66666666666663,415.9704861111111,516.8274305555556,2000,2000,0.95,payload_name,exploratory_post_outcome_evidence_extraction
tail_policy,canonical,True,effective_artifact_bits_per_full_token,144,3,48,0.8284485738833443,0.26821864042204085,0.8011484666799953,0.7531394112359762,0.905853847210292,2000,2000,0.95,payload_name,exploratory_post_outcome_evidence_extraction
tail_policy,none,False,effective_artifact_bits_per_full_token,144,3,48,4.0,0.0,4.0,4.0,4.0,2000,2000,0.95,payload_name,exploratory_post_outcome_evidence_extraction
tail_policy,sentence_tail_min20_max60,False,effective_artifact_bits_per_full_token,144,3,48,0.7905275575476018,0.042380835624859704,0.7874637014059779,0.7789563838918107,0.8026694777871374,2000,2000,0.95,payload_name,exploratory_post_outcome_evidence_extraction
tail_policy,canonical,True,forced_token_count,144,3,48,46.0,18.413685937020706,48.0,40.833333333333336,51.0,2000,2000,0.95,payload_name,exploratory_post_outcome_evidence_extraction
tail_policy,none,False,forced_token_count,144,3,48,46.0,18.413685937020706,48.0,40.833333333333336,51.0,2000,2000,0.95,payload_name,exploratory_post_outcome_evidence_extraction
tail_policy,sentence_tail_min20_max60,False,forced_token_count,144,3,48,46.0,18.413685937020706,48.0,40.833333333333336,51.0,2000,2000,0.95,payload_name,exploratory_post_outcome_evidence_extraction
tail_policy,canonical,True,full_token_count,144,3,48,300.9513888888889,146.00113328332682,292.0,260.0826388888889,340.7857638888889,2000,2000,0.95,payload_name,exploratory_post_outcome_evidence_extraction
tail_policy,none,False,full_token_count,144,3,48,46.0,18.413685937020706,48.0,40.833333333333336,51.0,2000,2000,0.95,payload_name,exploratory_post_outcome_evidence_extraction
tail_policy,sentence_tail_min20_max60,False,full_token_count,144,3,48,235.24305555555557,93.66899468557261,233.33333333333334,208.7208333333333,260.85034722222224,2000,2000,0.95,payload_name,exploratory_post_outcome_evidence_extraction
tail_policy,canonical,True,mean_log_probability,144,3,48,-5.135863697184763,0.3203106025310666,-5.134346481615308,-5.22653562427062,-5.045731460901611,2000,2000,0.95,payload_name,exploratory_post_outcome_evidence_extraction
tail_policy,none,False,mean_log_probability,144,3,48,-5.135863697184763,0.3203106025310666,-5.134346481615308,-5.22653562427062,-5.045731460901611,2000,2000,0.95,payload_name,exploratory_post_outcome_evidence_extraction
tail_policy,sentence_tail_min20_max60,False,mean_log_probability,144,3,48,-5.135863697184763,0.3203106025310666,-5.134346481615308,-5.22653562427062,-5.045731460901611,2000,2000,0.95,payload_name,exploratory_post_outcome_evidence_extraction
tail_policy,canonical,True,tail_token_count,144,3,48,254.9513888888889,132.04465878226034,234.83333333333334,218.51527777777778,291.48993055555553,2000,2000,0.95,payload_name,exploratory_post_outcome_evidence_extraction
tail_policy,none,False,tail_token_count,144,3,48,0.0,0.0,0.0,0.0,0.0,2000,2000,0.95,payload_name,exploratory_post_outcome_evidence_extraction
tail_policy,sentence_tail_min20_max60,False,tail_token_count,144,3,48,189.24305555555557,75.50121692327345,185.33333333333331,167.74149305555557,209.9326388888889,2000,2000,0.95,payload_name,exploratory_post_outcome_evidence_extraction
token_filter,canonical,True,effective_artifact_bits_per_full_token,144,3,48,0.8284485738833443,0.26821864042204085,0.8011484666799953,0.7531394112359762,0.905853847210292,2000,2000,0.95,payload_name,exploratory_post_outcome_evidence_extraction
token_filter,none,False,effective_artifact_bits_per_full_token,144,3,48,0.7654795780699936,0.2776689885287205,0.7443459200658007,0.6863142604601284,0.8436749488302729,2000,2000,0.95,payload_name,exploratory_post_outcome_evidence_extraction
token_filter,roundtrip_stable_filter_v1,False,effective_artifact_bits_per_full_token,96,2,48,0.8669255492570942,0.26900951428630404,0.8439746892258342,0.7882465750974583,0.9376319679404513,2000,2000,0.95,payload_name,exploratory_post_outcome_evidence_extraction
token_filter,canonical,True,forced_token_count,144,3,48,46.0,18.413685937020706,48.0,40.833333333333336,51.0,2000,2000,0.95,payload_name,exploratory_post_outcome_evidence_extraction
token_filter,none,False,forced_token_count,144,3,48,46.0,18.413685937020706,48.0,40.833333333333336,51.0,2000,2000,0.95,payload_name,exploratory_post_outcome_evidence_extraction
token_filter,roundtrip_stable_filter_v1,False,forced_token_count,96,2,48,46.0,18.413685937020706,48.0,40.833333333333336,51.0,2000,2000,0.95,payload_name,exploratory_post_outcome_evidence_extraction
token_filter,canonical,True,full_token_count,144,3,48,300.9513888888889,146.00113328332682,292.0,260.0826388888889,340.7857638888889,2000,2000,0.95,payload_name,exploratory_post_outcome_evidence_extraction
token_filter,none,False,full_token_count,144,3,48,331.0416666666667,164.04317636398025,343.5,285.83107638888885,378.88593749999995,2000,2000,0.95,payload_name,exploratory_post_outcome_evidence_extraction
token_filter,roundtrip_stable_filter_v1,False,full_token_count,96,2,48,286.3541666666667,145.91643478277666,294.0,246.83151041666667,326.1934895833333,2000,2000,0.95,payload_name,exploratory_post_outcome_evidence_extraction
token_filter,canonical,True,mean_log_probability,144,3,48,-5.135863697184763,0.3203106025310666,-5.134346481615308,-5.22653562427062,-5.045731460901611,2000,2000,0.95,payload_name,exploratory_post_outcome_evidence_extraction
token_filter,none,False,mean_log_probability,144,3,48,-5.137660348209834,0.3216956881449829,-5.190957213230687,-5.2254510972337425,-5.049301404813365,2000,2000,0.95,payload_name,exploratory_post_outcome_evidence_extraction
token_filter,roundtrip_stable_filter_v1,False,mean_log_probability,96,2,48,-5.139605896885106,0.3688258336548597,-5.173681182310385,-5.241153419638588,-5.0381471616915325,2000,2000,0.95,payload_name,exploratory_post_outcome_evidence_extraction
token_filter,canonical,True,tail_token_count,144,3,48,254.9513888888889,132.04465878226034,234.83333333333334,218.51527777777778,291.48993055555553,2000,2000,0.95,payload_name,exploratory_post_outcome_evidence_extraction
token_filter,none,False,tail_token_count,144,3,48,285.0416666666667,150.7026823363041,304.0,243.77586805555552,329.9390625,2000,2000,0.95,payload_name,exploratory_post_outcome_evidence_extraction
token_filter,roundtrip_stable_filter_v1,False,tail_token_count,96,2,48,240.35416666666666,132.427216393927,230.0,205.040625,276.76145833333334,2000,2000,0.95,payload_name,exploratory_post_outcome_evidence_extraction
