stimulus_blind_id,candidate_id,condition,prompt_category,template_id,payload_class,model_id,presentation_scope,text_sha256,word_count,sentence_count,character_count,flesch_reading_ease_heuristic,flesch_kincaid_grade_heuristic,coleman_liau_index,unique_word_fraction,repeated_bigram_fraction,repeated_trigram_fraction,maximum_identical_word_run,duplicate_sentence_count,unmatched_bracket_count,unmatched_double_quote_count,repeated_punctuation_count,whitespace_surface_flag_count,lowercase_sentence_start_count,long_sentence_count_gt40,missing_terminal_punctuation,artifact_like_fragment_count,surface_flag_total,tfidf_prompt_similarity,human_rating_substitute,readability_scope,readability_language,spanish_unicode_word_count,spanish_sentence_count,spanish_words_per_sentence,spanish_mean_letters_per_word,spanish_unique_word_fraction,spanish_repeated_bigram_fraction,spanish_repeated_trigram_fraction,chinese_han_character_count,chinese_sentence_count,chinese_han_characters_per_sentence,chinese_unique_han_character_fraction,chinese_repeated_han_bigram_fraction,chinese_repeated_han_trigram_fraction,language_specific_diagnostic_scope
B0018,C3aa5c9bee475620bdca8b635,direct_subword_calgacus,professional_communication,professional_communication_template_3,hmac_sha256_hex,qwen2_5_7b_instruct_q4_k_m,full_message,f6338c36396a3ab7e14ad7f355dc0211e6385f47a750aa9c800b88160f278519,50,4,362,23.255500000000012,13.121000000000002,17.817599999999995,0.94,0.0,0.0,1,0,0,0,0,0,0,0,1,0,1,0.03653353996093792,False,english_surface_heuristic,en,,,,,,,,,,,,,,not_applicable_english_unspecified_or_unsupported
B0019,C4dbbb411ab22a98875647627,ordinary_llm_control,professional_communication,professional_communication_template_3,hmac_sha256_hex,qwen2_5_7b_instruct_q4_k_m,full_message,12436c83537409d01116568c01bc8fc6faf4a1083725ccd5a6e7e770d3938863,53,4,331,51.322099056603804,9.392594339622644,11.476981132075473,0.8679245283018868,0.019230769230769273,0.0,1,0,0,0,0,0,0,0,1,0,1,0.026254176154218767,False,english_surface_heuristic,en,,,,,,,,,,,,,,not_applicable_english_unspecified_or_unsupported
B0020,C22307f46b1f0d3607503e6e8,rankcloak_hex_nibble,casual_conversation,casual_conversation_template_1,sha256_hex,llama3_8b_instruct_q4_k_m,full_message,5fb80f2b106f197155cad269b0056122d0dcb4d5ba87c5ba29f8b48bdd8a8c37,44,6,296,68.64621212121216,5.506363636363638,9.296363636363633,0.9318181818181818,0.0,0.0,1,0,0,0,3,6,1,0,0,0,10,0.026637741187865605,False,english_surface_heuristic,en,,,,,,,,,,,,,,not_applicable_english_unspecified_or_unsupported
B0021,C8b1ad31c5951d5abdcf5cd1f,rankcloak_ascii_b8,forum_question_answer,forum_question_answer_template_2,token_128_bit_hex,llama3_8b_instruct_q4_k_m,full_message,84dcdadd268bdec3424150ebd13b989b8ee5c15a3fe9a1b54d1b6b3102e33cd7,55,4,324,80.59147727272726,5.434318181818185,6.957090909090908,0.7818181818181819,0.01851851851851849,0.0,1,0,0,1,0,0,0,0,0,0,1,0.0152948020002821,False,english_surface_heuristic,en,,,,,,,,,,,,,,not_applicable_english_unspecified_or_unsupported
B0023,C1d88d122f0f797f92bba7cb1,rankcloak_segmented_forced_span,factual_explanatory_prose,factual_explanatory_prose_template_1,sha256_hex,mistral_7b_instruct_v0_3_q4_k_m,forced_span,bb4e4e87f320df2ea6e8c43ea24a2cf836851007f9cd4d6eaa45d3ec0b9f580e,47,4,310,54.50875000000002,8.575478723404256,10.830638297872337,0.9361702127659575,0.0,0.0,1,0,0,0,0,0,0,0,1,0,1,0.0,False,english_surface_heuristic,en,,,,,,,,,,,,,,not_applicable_english_unspecified_or_unsupported
B0024,C18729e34d51c500c99e1bf7a,rankcloak_segmented_forced_span,procedural_instructions,procedural_instructions_template_1,token_128_bit_hex,llama3_8b_instruct_q4_k_m,forced_span,ddfe5f4c3da9ee02e5cfda721d908543a6c172fb979efe7ca2531179f523d59f,27,4,189,49.58375000000004,8.020277777777778,11.174814814814813,0.9629629629629629,0.0,0.0,1,0,0,1,1,0,0,0,1,0,3,0.04336346200496738,False,english_surface_heuristic,en,,,,,,,,,,,,,,not_applicable_english_unspecified_or_unsupported
B0025,C8d67bd52dcbf1b10c08848ec,direct_subword_calgacus,factual_explanatory_prose,factual_explanatory_prose_template_1,token_128_bit_hex,mistral_7b_instruct_v0_3_q4_k_m,full_message,d8fc7c6cd9135a05d86739f92f4735b9735b6279334e201928ce05963549db86,14,2,94,36.572857142857174,9.89714285714286,11.471428571428568,1.0,0.0,0.0,1,0,0,0,0,0,0,0,1,0,1,0.015603306855805181,False,english_surface_heuristic,en,,,,,,,,,,,,,,not_applicable_english_unspecified_or_unsupported
B0026,C7e4e60e4829353acc1df9e93,rankcloak_ascii_b16,procedural_instructions,procedural_instructions_template_1,nonce_96_bit_hex,mistral_7b_instruct_v0_3_q4_k_m,full_message,9f761e67a8203c54c7309cd4f165c4772b8e7139e883424ca749307c9ac19e23,41,3,251,67.09504065040652,7.296097560975614,11.00390243902439,0.926829268292683,0.0,0.0,1,0,1,0,1,0,0,0,1,0,3,0.058072969788253465,False,english_surface_heuristic,en,,,,,,,,,,,,,,not_applicable_english_unspecified_or_unsupported
B0027,C9ae430e4ed3dc8c13d47291a,rankcloak_segmented_full_message,personal_narrative_blog,personal_narrative_blog_template_1,token_128_bit_hex,qwen2_5_7b_instruct_q4_k_m,full_message,7fbdacfe42dcdd9106fbbc00b350ff5ec65d18c634dafb1181b51dc375ff5370,114,6,742,48.0342105263158,11.279649122807019,12.815789473684209,0.7807017543859649,0.017699115044247815,0.0,1,0,0,0,0,0,0,1,0,0,1,0.06693984398348321,False,english_surface_heuristic,en,,,,,,,,,,,,,,not_applicable_english_unspecified_or_unsupported
B0029,C4674ad0c30b3fe2b438480e4,rankcloak_ascii_b8,personal_narrative_blog,personal_narrative_blog_template_3,sha256_hex,llama3_8b_instruct_q4_k_m,full_message,36c4c07c738393393a120964890d34afa662048213aa0f38ddbac7e06f96190f,141,12,836,64.10875000000001,7.236471631205674,9.24595744680851,0.6737588652482269,0.0357142857142857,0.0,1,0,0,0,5,2,0,0,1,0,8,0.046137951359046,False,english_surface_heuristic,en,,,,,,,,,,,,,,not_applicable_english_unspecified_or_unsupported
B0030,Cf6ccafcd16608b68ac688d2f,rankcloak_ascii_b16,factual_explanatory_prose,factual_explanatory_prose_template_2,nonce_96_bit_hex,mistral_7b_instruct_v0_3_q4_k_m,full_message,895bacdb7200364d840d6fc9489fd874868a207cb2fb0ea1d32a1637653a3cde,42,3,271,41.553571428571445,10.941428571428574,13.865714285714283,0.8809523809523809,0.0,0.0,1,0,0,0,0,0,0,0,1,0,1,0.03693331701903806,False,english_surface_heuristic,en,,,,,,,,,,,,,,not_applicable_english_unspecified_or_unsupported
B0031,C7c2b1bed1b513b7abfeb3ae7,rankcloak_ascii_b16,factual_explanatory_prose,factual_explanatory_prose_template_3,nonce_96_bit_hex,llama3_8b_instruct_q4_k_m,full_message,9138a401a221c9a9463cc1a5ac0fe318cbce1952b2d44a3e3ded32c3a595a4f4,30,3,220,13.38500000000002,13.876666666666669,16.323999999999995,0.8333333333333334,0.0,0.0,1,0,0,0,1,0,1,0,1,0,3,0.14169206498649567,False,english_surface_heuristic,en,,,,,,,,,,,,,,not_applicable_english_unspecified_or_unsupported
B0032,Ca4bfc8f43bb443875c930330,rankcloak_segmented_forced_span,procedural_instructions,procedural_instructions_template_3,token_128_bit_hex,mistral_7b_instruct_v0_3_q4_k_m,forced_span,9895dc64092895d011fe0c40689ea3957fe2144bdf0ef920abb8edec0b806cf6,29,2,173,63.75887931034484,7.96844827586207,9.73379310344827,0.9310344827586207,0.0,0.0,1,0,0,1,0,0,0,0,1,0,2,0.02407225883833734,False,english_surface_heuristic,en,,,,,,,,,,,,,,not_applicable_english_unspecified_or_unsupported
B0033,C88510df9246bb7db9ac748e7,rankcloak_hex_nibble,casual_conversation,casual_conversation_template_2,sha256_hex,qwen2_5_7b_instruct_q4_k_m,full_message,ce9b8129fc61491f9e81721be1e166fe0e539b78edde2c7147eedb7702f78bcd,56,2,334,45.4721428571429,13.872857142857146,11.912857142857145,0.9107142857142857,0.0,0.0,1,0,0,0,0,0,0,0,1,0,1,0.039339918830701974,False,english_surface_heuristic,en,,,,,,,,,,,,,,not_applicable_english_unspecified_or_unsupported
B0035,C5edf326d55b7067399e5d038,rankcloak_ascii_b16,professional_communication,professional_communication_template_1,sha256_hex,qwen2_5_7b_instruct_q4_k_m,full_message,2b7b8a0b4f20eec8b5e2814817cd2c70a7820909bd38cd41e1a48f293ab149dd,92,5,605,41.948130434782655,11.979478260869563,12.310869565217388,0.8152173913043478,0.0,0.0,1,0,2,0,1,1,1,0,1,0,6,0.08540111644490313,False,english_surface_heuristic,en,,,,,,,,,,,,,,not_applicable_english_unspecified_or_unsupported
B0036,Cb30baf7f7b4b0ffb08eb9d38,rankcloak_segmented_full_message,professional_communication,professional_communication_template_1,nonce_96_bit_hex,llama3_8b_instruct_q4_k_m,full_message,9e9bff2309cfcfd10c1c12ac2839cc09867dd8edd06a3e87cafaed0d3470c87f,126,7,876,48.236428571428576,11.003015873015876,12.562222222222218,0.8174603174603174,0.008000000000000007,0.0,1,0,0,0,0,0,1,1,0,0,2,0.10502431970260398,False,english_surface_heuristic,en,,,,,,,,,,,,,,not_applicable_english_unspecified_or_unsupported
B0037,Cf5a17f4d2a7b2f382b306108,rankcloak_segmented_full_message,professional_communication,professional_communication_template_1,token_128_bit_hex,qwen2_5_7b_instruct_q4_k_m,full_message,17f3776939049bebec917289d44bdcd27b8e8d17c17c8918f52f3ba34faef5f0,110,8,732,46.75147727272727,10.154318181818184,13.371636363636362,0.7727272727272727,0.05504587155963303,0.02777777777777779,1,0,0,0,0,0,0,0,0,0,0,0.08602560349170882,False,english_surface_heuristic,en,,,,,,,,,,,,,,not_applicable_english_unspecified_or_unsupported
B0038,C56b833d84845cac25bf5d3ac,rankcloak_segmented_forced_span,forum_question_answer,forum_question_answer_template_1,hmac_sha256_hex,llama3_8b_instruct_q4_k_m,forced_span,3aca1b3bed4ef1be32f80914e2fa8d0673d55175c09691fe45a82624354b54c3,37,3,293,73.13288288288288,6.122702702702707,8.02162162162162,0.918918918918919,0.0,0.0,1,0,0,0,1,0,0,0,1,0,2,0.08476003893493697,False,english_surface_heuristic,en,,,,,,,,,,,,,,not_applicable_english_unspecified_or_unsupported
B0039,C81f420babbabe2135dae7f12,rankcloak_hex_nibble,factual_explanatory_prose,factual_explanatory_prose_template_3,token_128_bit_hex,qwen2_5_7b_instruct_q4_k_m,full_message,e62fa7b0fff9846ab3b1eacc974a77f99c5cd11112bdaf871692eb5d02b5c7d1,13,1,113,-14.60615384615383,18.52615384615385,25.796923076923076,1.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0,2,0.0,False,english_surface_heuristic,en,,,,,,,,,,,,,,not_applicable_english_unspecified_or_unsupported
B0040,C472a8154e8ac40cb67959284,direct_subword_calgacus,personal_narrative_blog,personal_narrative_blog_template_2,sha256_hex,mistral_7b_instruct_v0_3_q4_k_m,full_message,f236f3784901bf2dc5ca47d3c3675db12002e7efcccf53e62cb0b58912630f3a,27,2,152,77.19916666666668,5.845370370370372,7.051851851851854,1.0,0.0,0.0,1,0,0,0,1,0,0,0,1,0,2,0.024349107881399382,False,english_surface_heuristic,en,,,,,,,,,,,,,,not_applicable_english_unspecified_or_unsupported
B0041,C54330b9b5b97278555e50af4,direct_subword_calgacus,forum_question_answer,forum_question_answer_template_1,nonce_96_bit_hex,qwen2_5_7b_instruct_q4_k_m,full_message,31847015e0a70d126ef827cd5c99357ac517accfe96398631dcb6672effdb76b,20,1,133,46.94500000000005,11.68,14.471999999999998,1.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0.05342035441604602,False,english_surface_heuristic,en,,,,,,,,,,,,,,not_applicable_english_unspecified_or_unsupported
B0042,Cd84964c4d84520e49fc965da,rankcloak_ascii_b16,personal_narrative_blog,personal_narrative_blog_template_1,sha256_hex,qwen2_5_7b_instruct_q4_k_m,full_message,1864be7a2e0ad0551ec14f1c55022da4e296f0ac0816712462280bf6725b89ca,114,4,666,43.58644736842106,14.260087719298244,10.910877192982454,0.7192982456140351,0.008849557522123908,0.0,1,0,0,0,0,0,0,0,1,0,1,0.05577472417007069,False,english_surface_heuristic,en,,,,,,,,,,,,,,not_applicable_english_unspecified_or_unsupported
B0043,C38bfab622915f4a7d0239cbc,rankcloak_segmented_forced_span,personal_narrative_blog,personal_narrative_blog_template_1,hmac_sha256_hex,mistral_7b_instruct_v0_3_q4_k_m,forced_span,c99309824935fffd608a7a15b1345a1b4c8df54b5c79bfe3eeccd81896c88717,46,3,271,69.88905797101451,7.320434782608697,7.451304347826085,0.8260869565217391,0.0,0.0,1,0,0,0,1,0,0,0,1,0,2,0.0334010653361847,False,english_surface_heuristic,en,,,,,,,,,,,,,,not_applicable_english_unspecified_or_unsupported
B0044,C5f795c03c3ec684ad2906720,rankcloak_ascii_b16,casual_conversation,casual_conversation_template_1,hmac_sha256_hex,qwen2_5_7b_instruct_q4_k_m,full_message,c4d7c6ec9626fd51e24eb3be76c5b3a83c6b59ea75163626704bb0ed33518fab,114,5,591,73.1193157894737,8.724807017543863,6.989122807017541,0.7807017543859649,0.0,0.0,1,0,0,0,0,0,3,1,1,0,5,0.047308419425493665,False,english_surface_heuristic,en,,,,,,,,,,,,,,not_applicable_english_unspecified_or_unsupported
B0045,C0750c2238ef759acacd907d8,ordinary_llm_control,casual_conversation,casual_conversation_template_2,token_128_bit_hex,qwen2_5_7b_instruct_q4_k_m,full_message,eace5c60dbccc505a6d43151bd13fb2a4bf0093e5c3151898dd181f0c7a11607,23,1,126,51.07260869565218,11.849565217391305,8.478260869565212,0.9565217391304348,0.0,0.0,1,0,0,0,0,0,0,0,1,0,1,0.06454931106582203,False,english_surface_heuristic,en,,,,,,,,,,,,,,not_applicable_english_unspecified_or_unsupported
B0046,Cef9c21e5f2586591b4dc3cc8,rankcloak_ascii_b8,personal_narrative_blog,personal_narrative_blog_template_1,sha256_hex,qwen2_5_7b_instruct_q4_k_m,full_message,eed97a659cc71364e502daf69974073ac0a335e222aabf6daa4ad87750600314,152,11,791,76.48454545454547,6.024090909090912,6.0421052631578895,0.6578947368421053,0.0,0.0,1,0,0,0,0,0,0,0,1,0,1,0.06033662525765597,False,english_surface_heuristic,en,,,,,,,,,,,,,,not_applicable_english_unspecified_or_unsupported
B0047,C263d1bac891b60ca34a4b121,rankcloak_ascii_b16,casual_conversation,casual_conversation_template_1,token_128_bit_hex,llama3_8b_instruct_q4_k_m,full_message,eaab5b029a65475cc629872994e403b7930141143d2e969cd2bf6ae1a12fe936,55,7,288,85.03454545454548,3.350649350649352,3.952727272727273,0.9272727272727272,0.0,0.0,1,0,0,1,1,0,0,0,1,0,3,0.007899288479478095,False,english_surface_heuristic,en,,,,,,,,,,,,,,not_applicable_english_unspecified_or_unsupported
B0048,Ca38a2af8e0a1d0226643a761,rankcloak_segmented_forced_span,factual_explanatory_prose,factual_explanatory_prose_template_2,hmac_sha256_hex,qwen2_5_7b_instruct_q4_k_m,forced_span,dccc4e622d61218de3f0e34eeeb2dd5c61b2f9b4405b7d65ea81eaece696f375,60,1,396,-14.804999999999978,30.230000000000008,14.870666666666665,0.8333333333333334,0.0,0.0,1,0,1,0,0,0,0,1,1,0,3,0.09705154330612217,False,english_surface_heuristic,en,,,,,,,,,,,,,,not_applicable_english_unspecified_or_unsupported
B0049,Cefa1eb403666bf716a3b3606,rankcloak_ascii_b16,casual_conversation,casual_conversation_template_3,token_128_bit_hex,mistral_7b_instruct_v0_3_q4_k_m,full_message,808cb69064fc3b7265c07222cb9e438848085ea6ebaf0ff7434b09fc0d0ff827,42,4,254,77.33464285714288,5.081190476190475,9.240952380952379,0.8095238095238095,0.024390243902439046,0.0,3,0,1,0,1,2,0,0,1,0,5,0.04114076951599878,False,english_surface_heuristic,en,,,,,,,,,,,,,,not_applicable_english_unspecified_or_unsupported
B0050,C663a603b255d5b5b728930dc,rankcloak_segmented_full_message,professional_communication,professional_communication_template_3,hmac_sha256_hex,qwen2_5_7b_instruct_q4_k_m,full_message,aabac8c556e17049ec0cb6d3c5c2f01ced8d64c824354013f8ec89bb67ad63df,393,27,2332,59.02599660729436,8.642391857506361,9.845801526717555,0.6055979643765903,0.028061224489795866,0.0,2,0,0,0,0,1,0,0,0,0,1,0.05685273223834587,False,english_surface_heuristic,en,,,,,,,,,,,,,,not_applicable_english_unspecified_or_unsupported
B0052,C5f83e224e42bf43673db89cf,direct_subword_calgacus,casual_conversation,casual_conversation_template_3,nonce_96_bit_hex,qwen2_5_7b_instruct_q4_k_m,full_message,6d39dcce6ab95c28521ba45414dccd933c1afd4884f22a68d8dc47e164df622d,17,3,114,56.76568627450982,6.749411764705883,8.030588235294118,1.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0,2,0.014401393154079553,False,english_surface_heuristic,en,,,,,,,,,,,,,,not_applicable_english_unspecified_or_unsupported
B0053,C2e2afdfb4d724ea5a2187fae,direct_subword_calgacus,casual_conversation,casual_conversation_template_3,sha256_hex,mistral_7b_instruct_v0_3_q4_k_m,full_message,f7a40c3cddeb25fe8480c9099e6de037622b3d9ca77371b236960b321446ff38,25,2,138,82.47550000000001,4.861000000000001,3.0,0.92,0.0,0.0,1,0,0,0,0,0,0,0,1,0,1,0.03662195307885711,False,english_surface_heuristic,en,,,,,,,,,,,,,,not_applicable_english_unspecified_or_unsupported
B0054,Cb9f12689d3a819cdeeab61f1,direct_subword_calgacus,casual_conversation,casual_conversation_template_2,hmac_sha256_hex,mistral_7b_instruct_v0_3_q4_k_m,full_message,bc26ee7b5f7d7525a4293770366999599f47074b1a703167e5469833e98493b4,46,2,273,47.39434782608697,12.362608695652174,11.418260869565213,0.8913043478260869,0.0,0.0,1,0,0,0,0,0,0,1,1,0,2,0.03461125454428886,False,english_surface_heuristic,en,,,,,,,,,,,,,,not_applicable_english_unspecified_or_unsupported
