status,metric_name,group_name,protocol_variant,payload_class,prompt_family,n,mean,standard_deviation,bootstrap_ci_low_95,bootstrap_ci_high_95,notes
ok,mean_token_log_probability,protocol_variant,nonseg_hex_nibble_b16,,,3,-4.518230865979171,0.07694285829337219,-4.564438522621933,-4.429409134518369,deterministic bootstrap over recorded trial rows
ok,mean_token_log_probability,protocol_variant_by_payload_class,nonseg_ascii_b16,sha256_hex,,3,-3.8889016548882505,0.0596625095304896,-3.955824607754946,-3.8412767103705208,deterministic bootstrap over recorded trial rows
ok,mean_token_log_probability,protocol_variant_by_payload_class,nonseg_ascii_b8,sha256_hex,,4,-3.342209999936207,0.0890433407394517,-3.4260579223060645,-3.263766365189605,deterministic bootstrap over recorded trial rows
ok,mean_token_log_probability,protocol_variant_by_payload_class,nonseg_hex_nibble_b16,sha256_hex,,3,-4.518230865979171,0.07694285829337219,-4.564438522621933,-4.429409134518369,deterministic bootstrap over recorded trial rows
ok,p95_generated_rank,protocol_variant,nonseg_ascii_b16,,,3,8.0,0.0,8.0,8.0,deterministic bootstrap over recorded trial rows
ok,p95_generated_rank,protocol_variant,nonseg_ascii_b8,,,4,7.0,0.0,7.0,7.0,deterministic bootstrap over recorded trial rows
ok,p95_generated_rank,protocol_variant,nonseg_hex_nibble_b16,,,3,15.0,0.0,15.0,15.0,deterministic bootstrap over recorded trial rows
ok,p95_generated_rank,protocol_variant_by_payload_class,nonseg_ascii_b16,sha256_hex,,3,8.0,0.0,8.0,8.0,deterministic bootstrap over recorded trial rows
ok,p95_generated_rank,protocol_variant_by_payload_class,nonseg_ascii_b8,sha256_hex,,4,7.0,0.0,7.0,7.0,deterministic bootstrap over recorded trial rows
ok,p95_generated_rank,protocol_variant_by_payload_class,nonseg_hex_nibble_b16,sha256_hex,,3,15.0,0.0,15.0,15.0,deterministic bootstrap over recorded trial rows
ok,repeated_token_fraction,protocol_variant,nonseg_ascii_b16,,,3,0.2682291666666667,0.14069731936708435,0.171875,0.4296875,deterministic bootstrap over recorded trial rows
ok,repeated_token_fraction,protocol_variant,nonseg_ascii_b8,,,4,0.31578947368421045,0.07534560658903584,0.2690058479532163,0.3947368421052631,deterministic bootstrap over recorded trial rows
ok,repeated_token_fraction,protocol_variant,nonseg_hex_nibble_b16,,,3,0.09895833333333333,0.039322054350368486,0.0625,0.140625,deterministic bootstrap over recorded trial rows
ok,repeated_token_fraction,protocol_variant_by_payload_class,nonseg_ascii_b16,sha256_hex,,3,0.2682291666666667,0.14069731936708435,0.171875,0.4296875,deterministic bootstrap over recorded trial rows
ok,repeated_token_fraction,protocol_variant_by_payload_class,nonseg_ascii_b8,sha256_hex,,4,0.31578947368421045,0.07534560658903584,0.2690058479532163,0.3947368421052631,deterministic bootstrap over recorded trial rows
ok,repeated_token_fraction,protocol_variant_by_payload_class,nonseg_hex_nibble_b16,sha256_hex,,3,0.09895833333333333,0.039322054350368486,0.0625,0.140625,deterministic bootstrap over recorded trial rows
ok,artifact_count_total,protocol_variant,nonseg_ascii_b16,,,3,1.6666666666666667,0.5773502691896257,1.0,2.0,deterministic bootstrap over recorded trial rows
ok,artifact_count_total,protocol_variant,nonseg_ascii_b8,,,4,1.0,1.4142135623730951,0.0,2.25,deterministic bootstrap over recorded trial rows
ok,artifact_count_total,protocol_variant,nonseg_hex_nibble_b16,,,3,0.3333333333333333,0.5773502691896258,0.0,1.0,deterministic bootstrap over recorded trial rows
ok,artifact_count_total,protocol_variant_by_payload_class,nonseg_ascii_b16,sha256_hex,,3,1.6666666666666667,0.5773502691896257,1.0,2.0,deterministic bootstrap over recorded trial rows
ok,artifact_count_total,protocol_variant_by_payload_class,nonseg_ascii_b8,sha256_hex,,4,1.0,1.4142135623730951,0.0,2.25,deterministic bootstrap over recorded trial rows
ok,artifact_count_total,protocol_variant_by_payload_class,nonseg_hex_nibble_b16,sha256_hex,,3,0.3333333333333333,0.5773502691896258,0.0,1.0,deterministic bootstrap over recorded trial rows
ok,exact_recovery,protocol_variant,segmented_hex_multi_topic_sentence_tail_filtered,,,1,1.0,0.0,1.0,1.0,deterministic bootstrap over recorded trial rows
ok,exact_recovery,protocol_variant,segmented_hex_single_topic_sentence_tail_filtered,,,1,1.0,0.0,1.0,1.0,deterministic bootstrap over recorded trial rows
ok,exact_recovery,protocol_variant_by_payload_class,segmented_hex_multi_topic_sentence_tail_filtered,sha256_hex,,1,1.0,0.0,1.0,1.0,deterministic bootstrap over recorded trial rows
ok,exact_recovery,protocol_variant_by_payload_class,segmented_hex_single_topic_sentence_tail_filtered,sha256_hex,,1,1.0,0.0,1.0,1.0,deterministic bootstrap over recorded trial rows
ok,total_full_message_token_count,protocol_variant,segmented_hex_multi_topic_sentence_tail_filtered,,,1,279.0,0.0,279.0,279.0,deterministic bootstrap over recorded trial rows
ok,total_full_message_token_count,protocol_variant,segmented_hex_single_topic_sentence_tail_filtered,,,1,258.0,0.0,258.0,258.0,deterministic bootstrap over recorded trial rows
ok,total_full_message_token_count,protocol_variant_by_payload_class,segmented_hex_multi_topic_sentence_tail_filtered,sha256_hex,,1,279.0,0.0,279.0,279.0,deterministic bootstrap over recorded trial rows
ok,total_full_message_token_count,protocol_variant_by_payload_class,segmented_hex_single_topic_sentence_tail_filtered,sha256_hex,,1,258.0,0.0,258.0,258.0,deterministic bootstrap over recorded trial rows
ok,forced_prefix_mean_log_probability_mean,protocol_variant,segmented_hex_multi_topic_sentence_tail_filtered,,,1,-4.929347847004731,0.0,-4.929347847004731,-4.929347847004731,deterministic bootstrap over recorded trial rows
ok,forced_prefix_mean_log_probability_mean,protocol_variant,segmented_hex_single_topic_sentence_tail_filtered,,,1,-5.010375172546852,0.0,-5.010375172546852,-5.010375172546852,deterministic bootstrap over recorded trial rows
ok,forced_prefix_mean_log_probability_mean,protocol_variant_by_payload_class,segmented_hex_multi_topic_sentence_tail_filtered,sha256_hex,,1,-4.929347847004731,0.0,-4.929347847004731,-4.929347847004731,deterministic bootstrap over recorded trial rows
ok,forced_prefix_mean_log_probability_mean,protocol_variant_by_payload_class,segmented_hex_single_topic_sentence_tail_filtered,sha256_hex,,1,-5.010375172546852,0.0,-5.010375172546852,-5.010375172546852,deterministic bootstrap over recorded trial rows
ok,full_message_mean_log_probability_mean,protocol_variant,segmented_hex_multi_topic_sentence_tail_filtered,,,1,-1.577807724348455,0.0,-1.577807724348455,-1.577807724348455,deterministic bootstrap over recorded trial rows
ok,full_message_mean_log_probability_mean,protocol_variant,segmented_hex_single_topic_sentence_tail_filtered,,,1,-1.736669957586682,0.0,-1.736669957586682,-1.736669957586682,deterministic bootstrap over recorded trial rows
ok,full_message_mean_log_probability_mean,protocol_variant_by_payload_class,segmented_hex_multi_topic_sentence_tail_filtered,sha256_hex,,1,-1.577807724348455,0.0,-1.577807724348455,-1.577807724348455,deterministic bootstrap over recorded trial rows
ok,full_message_mean_log_probability_mean,protocol_variant_by_payload_class,segmented_hex_single_topic_sentence_tail_filtered,sha256_hex,,1,-1.736669957586682,0.0,-1.736669957586682,-1.736669957586682,deterministic bootstrap over recorded trial rows
ok,full_message_repetition_mean,protocol_variant,segmented_hex_multi_topic_sentence_tail_filtered,,,1,0.110174356685431,0.0,0.110174356685431,0.110174356685431,deterministic bootstrap over recorded trial rows
ok,full_message_repetition_mean,protocol_variant,segmented_hex_single_topic_sentence_tail_filtered,,,1,0.1456574632541188,0.0,0.1456574632541188,0.1456574632541188,deterministic bootstrap over recorded trial rows
ok,full_message_repetition_mean,protocol_variant_by_payload_class,segmented_hex_multi_topic_sentence_tail_filtered,sha256_hex,,1,0.110174356685431,0.0,0.110174356685431,0.110174356685431,deterministic bootstrap over recorded trial rows
ok,full_message_repetition_mean,protocol_variant_by_payload_class,segmented_hex_single_topic_sentence_tail_filtered,sha256_hex,,1,0.1456574632541188,0.0,0.1456574632541188,0.1456574632541188,deterministic bootstrap over recorded trial rows
ok,full_message_artifact_count_mean,protocol_variant,segmented_hex_multi_topic_sentence_tail_filtered,,,1,0.125,0.0,0.125,0.125,deterministic bootstrap over recorded trial rows
ok,full_message_artifact_count_mean,protocol_variant,segmented_hex_single_topic_sentence_tail_filtered,,,1,0.25,0.0,0.25,0.25,deterministic bootstrap over recorded trial rows
ok,full_message_artifact_count_mean,protocol_variant_by_payload_class,segmented_hex_multi_topic_sentence_tail_filtered,sha256_hex,,1,0.125,0.0,0.125,0.125,deterministic bootstrap over recorded trial rows
ok,full_message_artifact_count_mean,protocol_variant_by_payload_class,segmented_hex_single_topic_sentence_tail_filtered,sha256_hex,,1,0.25,0.0,0.25,0.25,deterministic bootstrap over recorded trial rows
