trial_id,protocol_variant,payload_name,payload_class,payload_kind,representation_name,segment_size,segment_count,message_count,topic_schedule_name,leadin_policy,leadin_token_count,tail_policy,actual_tail_token_count_mean,token_filter_name,total_forced_rank_count,total_forced_prefix_token_count,total_full_message_token_count,total_full_message_character_count,exact_recovery,generation_seconds,recovery_seconds,forced_prefix_mean_log_probability_mean,forced_prefix_repetition_mean,forced_prefix_punctuation_fraction_mean,forced_prefix_artifact_count_mean,full_message_mean_log_probability_mean,full_message_repetition_mean,full_message_punctuation_fraction_mean,full_message_artifact_count_mean,model_repo_id,model_filename,model_path_relative,notes
segmented_hex_single_topic_sentence_tail_filtered__paper_sha256_hex_000__raw_hex_nibbles__seg8__single_recipe_long__none__safe_text__101c2ff265,segmented_hex_single_topic_sentence_tail_filtered,paper_sha256_hex_000,sha256_hex,sha256_hex,raw_hex_nibbles,8,8,8,single_recipe_long,none,0,sentence_tail_min20_max60,32.375,safe_text_filter_v1,64,64,323,1494,True,36.3422341550031,27.36714615797973,-4.886959524484617,0.0625,0.0385912698412698,0.25,-1.554070663288199,0.1817655103286342,0.0287961820367064,0.25,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,safe-text filtered segmented raw-hex-nibble protocol; exact-copy only
segmented_hex_multi_topic_leadin8_sentence_tail_filtered__paper_sha256_hex_003__raw_hex_nibbles__seg8__mixed_recipe_forum_blog_groce__d0dbc28d90,segmented_hex_multi_topic_leadin8_sentence_tail_filtered,paper_sha256_hex_003,sha256_hex,sha256_hex,raw_hex_nibbles,8,8,8,mixed_recipe_forum_blog_grocery_plant,greedy_leadin8,8,sentence_tail_min20_max60,36.75,safe_text_filter_v1,64,64,422,1849,True,29.0159727059945,18.06933903999743,-5.667851253332155,0.0,0.0155651340996168,0.0,-1.3202548022972722,0.1861818163880717,0.032787457144816,0.0,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,safe-text filtered segmented raw-hex-nibble protocol; exact-copy only
segmented_hex_single_topic_sentence_tail_filtered__paper_sha256_hex_004__raw_hex_nibbles__seg8__single_recipe_long__none__safe_text__e0b626cda4,segmented_hex_single_topic_sentence_tail_filtered,paper_sha256_hex_004,sha256_hex,sha256_hex,raw_hex_nibbles,8,8,8,single_recipe_long,none,0,sentence_tail_min20_max60,36.125,safe_text_filter_v1,64,64,353,1581,True,37.441553951997776,27.397953111991228,-4.526661355257832,0.0,0.0237355212355212,0.0,-1.3648374077293777,0.1895326720114923,0.0302471417757751,0.0,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,safe-text filtered segmented raw-hex-nibble protocol; exact-copy only
segmented_hex_multi_topic_sentence_tail_filtered__paper_sha256_hex_004__raw_hex_nibbles__seg8__mixed_recipe_forum_blog_grocery_plant__a934d94299,segmented_hex_multi_topic_sentence_tail_filtered,paper_sha256_hex_004,sha256_hex,sha256_hex,raw_hex_nibbles,8,8,8,mixed_recipe_forum_blog_grocery_plant,none,0,sentence_tail_min20_max60,37.125,safe_text_filter_v1,64,64,361,1581,True,27.24000038200029,16.78180840399,-4.879517682204053,0.0,0.0327993002383246,0.0,-1.3452582673711984,0.1340097208506462,0.0353209505913586,0.0,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,safe-text filtered segmented raw-hex-nibble protocol; exact-copy only
segmented_hex_multi_topic_leadin8_sentence_tail_filtered__paper_sha256_hex_004__raw_hex_nibbles__seg8__mixed_recipe_forum_blog_groce__6e00837506,segmented_hex_multi_topic_leadin8_sentence_tail_filtered,paper_sha256_hex_004,sha256_hex,sha256_hex,raw_hex_nibbles,8,8,8,mixed_recipe_forum_blog_grocery_plant,greedy_leadin8,8,sentence_tail_min20_max60,33.625,safe_text_filter_v1,64,64,397,1713,True,28.31560475500737,18.06203485698643,-6.468823087761383,0.015625,0.0267064072573941,0.0,-1.52621607681048,0.1747013475380049,0.0310365798576776,0.0,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,safe-text filtered segmented raw-hex-nibble protocol; exact-copy only
segmented_hex_single_topic_sentence_tail_filtered__paper_random_128_bit_hex_000__raw_hex_nibbles__seg8__single_recipe_long__none__sa__a218b58ef8,segmented_hex_single_topic_sentence_tail_filtered,paper_random_128_bit_hex_000,random_128_bit_hex,random_hex,raw_hex_nibbles,8,4,4,single_recipe_long,none,0,sentence_tail_min20_max60,37.75,safe_text_filter_v1,32,32,183,810,True,18.885540248993493,13.68043194799975,-4.645178939877568,0.0,0.0180288461538461,0.0,-1.3456557845993795,0.181543590971557,0.0287866366058618,0.0,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,safe-text filtered segmented raw-hex-nibble protocol; exact-copy only
segmented_hex_multi_topic_sentence_tail_filtered__paper_random_128_bit_hex_000__raw_hex_nibbles__seg8__mixed_recipe_forum_blog_groce__50923d35f3,segmented_hex_multi_topic_sentence_tail_filtered,paper_random_128_bit_hex_000,random_128_bit_hex,random_hex,raw_hex_nibbles,8,4,4,mixed_recipe_forum_blog_grocery_plant,none,0,sentence_tail_min20_max60,31.75,safe_text_filter_v1,32,32,159,718,True,12.880938639995293,8.513977059003082,-4.631248270109912,0.0,0.0386029411764705,0.25,-1.4208174200639558,0.1163921188630491,0.0328746199334434,0.25,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,safe-text filtered segmented raw-hex-nibble protocol; exact-copy only
segmented_hex_multi_topic_leadin8_sentence_tail_filtered__paper_random_128_bit_hex_000__raw_hex_nibbles__seg8__mixed_recipe_forum_bl__f2724216c3,segmented_hex_multi_topic_leadin8_sentence_tail_filtered,paper_random_128_bit_hex_000,random_128_bit_hex,random_hex,raw_hex_nibbles,8,4,4,mixed_recipe_forum_blog_grocery_plant,greedy_leadin8,8,sentence_tail_min20_max60,37.0,safe_text_filter_v1,32,32,212,921,True,14.744280252991302,9.15885201000492,-6.033916909378233,0.0,0.0286458333333333,0.0,-1.4006377737759483,0.153724589250905,0.0360567911527036,0.0,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,safe-text filtered segmented raw-hex-nibble protocol; exact-copy only
segmented_hex_single_topic_sentence_tail_filtered__paper_random_128_bit_hex_001__raw_hex_nibbles__seg8__single_recipe_long__none__sa__3ba19908a8,segmented_hex_single_topic_sentence_tail_filtered,paper_random_128_bit_hex_001,random_128_bit_hex,random_hex,raw_hex_nibbles,8,4,4,single_recipe_long,none,0,sentence_tail_min20_max60,39.25,safe_text_filter_v1,32,32,189,856,True,19.07103721099702,13.715990091004642,-5.432861835468063,0.0,0.0990082966035779,0.25,-1.5881253136441336,0.1682265806024495,0.0341465636253085,0.25,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,safe-text filtered segmented raw-hex-nibble protocol; exact-copy only
segmented_hex_multi_topic_sentence_tail_filtered__paper_random_128_bit_hex_001__raw_hex_nibbles__seg8__mixed_recipe_forum_blog_groce__94c83184c7,segmented_hex_multi_topic_sentence_tail_filtered,paper_random_128_bit_hex_001,random_128_bit_hex,random_hex,raw_hex_nibbles,8,4,4,mixed_recipe_forum_blog_grocery_plant,none,0,sentence_tail_min20_max60,31.5,safe_text_filter_v1,32,32,158,697,True,12.896760121002444,8.510292846993252,-5.258600812144513,0.0,0.0575949146638801,0.25,-1.5173088277266662,0.1218964697583118,0.0410869258946182,0.5,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,safe-text filtered segmented raw-hex-nibble protocol; exact-copy only
segmented_hex_multi_topic_leadin8_sentence_tail_filtered__paper_random_128_bit_hex_001__raw_hex_nibbles__seg8__mixed_recipe_forum_bl__4a6eb64268,segmented_hex_multi_topic_leadin8_sentence_tail_filtered,paper_random_128_bit_hex_001,random_128_bit_hex,random_hex,raw_hex_nibbles,8,4,4,mixed_recipe_forum_blog_grocery_plant,greedy_leadin8,8,sentence_tail_min20_max60,23.5,safe_text_filter_v1,32,32,158,712,True,12.889968105999287,9.146694771996408,-6.005949783069667,0.0625,0.0936752136752136,0.0,-1.6903425434032069,0.1258734900102037,0.0405491789161889,0.0,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,safe-text filtered segmented raw-hex-nibble protocol; exact-copy only
segmented_hex_single_topic_sentence_tail_filtered__paper_random_128_bit_hex_002__raw_hex_nibbles__seg8__single_recipe_long__none__sa__2fe89f7173,segmented_hex_single_topic_sentence_tail_filtered,paper_random_128_bit_hex_002,random_128_bit_hex,random_hex,raw_hex_nibbles,8,4,4,single_recipe_long,none,0,sentence_tail_min20_max60,34.25,safe_text_filter_v1,32,32,169,721,True,18.41894195400528,13.62659757399524,-5.517570811861543,0.0,0.0113636363636363,0.0,-1.6199374141047054,0.16263611615245,0.0382159378936605,0.0,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,safe-text filtered segmented raw-hex-nibble protocol; exact-copy only
segmented_hex_multi_topic_sentence_tail_filtered__paper_random_128_bit_hex_002__raw_hex_nibbles__seg8__mixed_recipe_forum_blog_groce__f94228c7d1,segmented_hex_multi_topic_sentence_tail_filtered,paper_random_128_bit_hex_002,random_128_bit_hex,random_hex,raw_hex_nibbles,8,4,4,mixed_recipe_forum_blog_grocery_plant,none,0,sentence_tail_min20_max60,40.0,safe_text_filter_v1,32,32,192,862,True,13.975801325002976,8.51941618899582,-5.214926160557297,0.03125,0.0234234234234234,0.25,-1.311893319902829,0.1946585213032581,0.0368209706364724,0.25,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,safe-text filtered segmented raw-hex-nibble protocol; exact-copy only
segmented_hex_multi_topic_leadin8_sentence_tail_filtered__paper_random_128_bit_hex_002__raw_hex_nibbles__seg8__mixed_recipe_forum_bl__a6383dad7c,segmented_hex_multi_topic_leadin8_sentence_tail_filtered,paper_random_128_bit_hex_002,random_128_bit_hex,random_hex,raw_hex_nibbles,8,4,4,mixed_recipe_forum_blog_grocery_plant,greedy_leadin8,8,sentence_tail_min20_max60,27.25,safe_text_filter_v1,32,32,173,786,True,13.412335054999858,9.138221424007495,-6.276032942863599,0.0,0.0187317251461988,0.0,-1.6106791060275,0.1643789185317482,0.032328159864823,0.0,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,safe-text filtered segmented raw-hex-nibble protocol; exact-copy only
segmented_hex_single_topic_sentence_tail_filtered__paper_random_128_bit_hex_003__raw_hex_nibbles__seg8__single_recipe_long__none__sa__b450ef6e20,segmented_hex_single_topic_sentence_tail_filtered,paper_random_128_bit_hex_003,random_128_bit_hex,random_hex,raw_hex_nibbles,8,4,4,single_recipe_long,none,0,sentence_tail_min20_max60,24.0,safe_text_filter_v1,32,32,128,590,True,17.20085451399791,13.674565524997888,-5.446152531885172,0.0,0.0495331653110321,0.25,-1.9214086703767568,0.1121031746031745,0.0459756487810896,0.25,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,safe-text filtered segmented raw-hex-nibble protocol; exact-copy only
segmented_hex_multi_topic_sentence_tail_filtered__paper_random_128_bit_hex_003__raw_hex_nibbles__seg8__mixed_recipe_forum_blog_groce__5b1d205222,segmented_hex_multi_topic_sentence_tail_filtered,paper_random_128_bit_hex_003,random_128_bit_hex,random_hex,raw_hex_nibbles,8,4,4,mixed_recipe_forum_blog_grocery_plant,none,0,sentence_tail_min20_max60,28.25,safe_text_filter_v1,32,32,145,617,True,12.531183734994556,8.515282934000425,-5.2141891521291175,0.03125,0.0477370689655172,0.25,-1.659923622556604,0.1334960670380207,0.0421243263228214,0.25,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,safe-text filtered segmented raw-hex-nibble protocol; exact-copy only
segmented_hex_multi_topic_leadin8_sentence_tail_filtered__paper_random_128_bit_hex_003__raw_hex_nibbles__seg8__mixed_recipe_forum_bl__1e4646fb16,segmented_hex_multi_topic_leadin8_sentence_tail_filtered,paper_random_128_bit_hex_003,random_128_bit_hex,random_hex,raw_hex_nibbles,8,4,4,mixed_recipe_forum_blog_grocery_plant,greedy_leadin8,8,sentence_tail_min20_max60,35.25,safe_text_filter_v1,32,32,205,926,True,14.358412507004688,9.091572406003252,-6.693971978531199,0.0,0.0073529411764705,0.0,-1.572299166210801,0.1802229080736053,0.0345189662127177,0.0,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,safe-text filtered segmented raw-hex-nibble protocol; exact-copy only
segmented_hex_single_topic_sentence_tail_filtered__paper_random_128_bit_hex_004__raw_hex_nibbles__seg8__single_recipe_long__none__sa__8cddcf3403,segmented_hex_single_topic_sentence_tail_filtered,paper_random_128_bit_hex_004,random_128_bit_hex,random_hex,raw_hex_nibbles,8,4,4,single_recipe_long,none,0,sentence_tail_min20_max60,33.75,safe_text_filter_v1,32,32,167,781,True,18.300650288991164,13.649419027002295,-5.702616608275818,0.0,0.0117872807017543,0.0,-1.7361169141222548,0.1425410211700534,0.0291398542910204,0.0,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,safe-text filtered segmented raw-hex-nibble protocol; exact-copy only
segmented_hex_multi_topic_sentence_tail_filtered__paper_random_128_bit_hex_004__raw_hex_nibbles__seg8__mixed_recipe_forum_blog_groce__a7163c8d6f,segmented_hex_multi_topic_sentence_tail_filtered,paper_random_128_bit_hex_004,random_128_bit_hex,random_hex,raw_hex_nibbles,8,4,4,mixed_recipe_forum_blog_grocery_plant,none,0,sentence_tail_min20_max60,32.25,safe_text_filter_v1,32,32,161,707,True,13.092769426002633,8.505849091001437,-5.3640145460018,0.0,0.0211805555555555,0.0,-1.6021727104512384,0.1430229716520039,0.0339522014990082,0.0,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,safe-text filtered segmented raw-hex-nibble protocol; exact-copy only
segmented_hex_multi_topic_leadin8_sentence_tail_filtered__paper_random_128_bit_hex_004__raw_hex_nibbles__seg8__mixed_recipe_forum_bl__d09b82c8fe,segmented_hex_multi_topic_leadin8_sentence_tail_filtered,paper_random_128_bit_hex_004,random_128_bit_hex,random_hex,raw_hex_nibbles,8,4,4,mixed_recipe_forum_blog_grocery_plant,greedy_leadin8,8,sentence_tail_min20_max60,34.25,safe_text_filter_v1,32,32,201,893,True,14.26850801299588,9.160420588988927,-6.625072646789821,0.0,0.0434343434343434,0.0,-1.4947108515383412,0.1549154376083878,0.0353825695581014,0.0,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,safe-text filtered segmented raw-hex-nibble protocol; exact-copy only
segmented_hex_single_topic_sentence_tail_filtered__paper_random_256_bit_hex_000__raw_hex_nibbles__seg8__single_recipe_long__none__sa__19171968a4,segmented_hex_single_topic_sentence_tail_filtered,paper_random_256_bit_hex_000,random_256_bit_hex,random_hex,raw_hex_nibbles,8,8,8,single_recipe_long,none,0,sentence_tail_min20_max60,38.125,safe_text_filter_v1,64,64,369,1709,True,37.86540200500895,27.313370233998285,-4.906075386642443,0.0,0.010767152255639,0.0,-1.4228844646926997,0.1702137309668193,0.0289079519280363,0.0,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,safe-text filtered segmented raw-hex-nibble protocol; exact-copy only
