trial_id,model_id,protocol_variant,payload_name,representation_name,alphabet_size_B,forced_context_count,Q_B_nats_per_forced_token,Q_greedy_nats_per_forced_token,Q_rank_B_nats_per_forced_token,Delta_B_nats_per_forced_token,quality_status
revision_v1_smoke_v3_payload_fidelity_v2__2e155d72ebd15a0edabb,qwen2_5_7b_instruct_q4_k_m,direct_subword_calgacus,revision_v1_ed25519_signature_base64_016,direct_subword,,66,6.920611851177172,1.3283699137132385,,5.592241937463934,partially_evaluable
revision_v1_smoke_v3_payload_fidelity_v2__41f763b279e02bc317de,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b8,revision_v1_uuid_v4_014,ascii_b8,8,96,3.5489373117361374,0.8034190445814421,5.117220531868328,2.7455182671546936,validated
revision_v1_smoke_v3_payload_fidelity_v2__964138cb19ebfaf3ee33,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b16,revision_v1_chacha20_poly1305_base64_001,ascii_b16,16,128,4.264520432753696,0.8027001134587648,6.525356579525601,3.4618203192949295,validated
revision_v1_smoke_v3_payload_fidelity_v2__1f886446d8333cadc432,qwen2_5_7b_instruct_q4_k_m,nonseg_hex_nibble_b16,revision_v1_token_128_bit_hex_005,hex_nibble,16,32,5.3346084361608845,0.6132715051706656,7.775677860313259,4.721336930990219,validated
revision_v1_smoke_v3_payload_fidelity_v2__1dee5a1637d5813833c5,qwen2_5_7b_instruct_q4_k_m,segmented_hex_single_topic,revision_v1_sha256_hex_003,hex_nibble,16,64,5.543460512091174,0.7081532567038695,7.3049182980551866,4.835307255387306,validated
revision_v1_smoke_v3_payload_fidelity_v2__b8a33ca0fa20e53059df,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,revision_v1_hmac_sha256_hex_015,hex_nibble,16,64,5.26495095597746,0.8216002012992106,7.091318185200711,4.443350754678249,validated
revision_v1_smoke_v3_payload_fidelity_v2__7c77c89ca0168b631a29,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,revision_v1_nonce_96_bit_hex_009,hex_nibble,16,24,7.055633450873313,0.6811802638844826,8.814709052768963,6.374453186988831,validated
revision_v1_smoke_v3_payload_fidelity_v2__23039c8009c1f627ed30,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,revision_v1_nonce_96_bit_hex_010,hex_nibble,16,24,4.856329880578553,0.8443917060129191,8.06678486111088,4.011938174565633,validated
revision_v1_smoke_v3_payload_fidelity_v2__f1a7d6c165c3a6f5b00c,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,revision_v1_token_128_bit_hex_004,hex_nibble,16,32,5.788504283105756,0.5847673818224914,8.411176423704054,5.203736901283264,validated
revision_v1_smoke_v3_payload_fidelity_v2__ad19c1de5cd61015bce9,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,revision_v1_sha256_hex_002,hex_nibble,16,64,6.07604259445054,0.7087441255031296,7.933064030545777,5.367298468947411,validated
revision_v1_smoke_v3_payload_fidelity_v2__51f1b6b76c3168535706,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,revision_v1_nonce_96_bit_hex_007,hex_nibble,16,24,6.138920443634876,0.6159769866672025,7.795937714358854,5.522943456967671,validated
revision_v1_smoke_v3_payload_fidelity_v2__28a02a2d5be9b0b0ec4c,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,revision_v1_nonce_96_bit_hex_008,hex_nibble,16,24,6.106879055846123,0.5299810770634682,8.515612384029613,5.576897978782654,validated
revision_v1_smoke_v3_payload_fidelity_v2__79313d567cab6c769ae2,mistral_7b_instruct_v0_3_q4_k_m,direct_subword_calgacus,revision_v1_ed25519_signature_base64_015,direct_subword,,73,6.115616872355105,2.018902042609748,,4.096714829745358,partially_evaluable
revision_v1_smoke_v3_payload_fidelity_v2__e1ea92a57efe11f94c71,mistral_7b_instruct_v0_3_q4_k_m,nonseg_ascii_b8,revision_v1_uuid_v4_013,ascii_b8,8,96,3.8263864490349087,0.6822520169575017,5.705873441990118,3.144134432077408,validated
revision_v1_smoke_v3_payload_fidelity_v2__eaf22b34a8639521463b,mistral_7b_instruct_v0_3_q4_k_m,nonseg_ascii_b16,revision_v1_aes256_gcm_base64_007,ascii_b16,16,128,4.502629656289923,0.9544985517312164,5.9175860732246495,3.5481311045587063,validated
revision_v1_smoke_v3_payload_fidelity_v2__8a88b27e611eba7a3043,mistral_7b_instruct_v0_3_q4_k_m,nonseg_hex_nibble_b16,revision_v1_nonce_96_bit_hex_011,hex_nibble,16,24,5.347011722915165,0.7143216111191041,7.112301506392947,4.6326901117960615,validated
revision_v1_smoke_v3_payload_fidelity_v2__8033ca4a553d719e4dc1,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_single_topic,revision_v1_token_128_bit_hex_005,hex_nibble,16,32,4.912280988133593,0.5914145225650502,7.009645637310189,4.3208664655685425,validated
revision_v1_smoke_v3_payload_fidelity_v2__a6978e1928837feca88c,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_multi_topic,revision_v1_sha256_hex_003,hex_nibble,16,64,5.3021266826656355,0.8134678893950498,6.584249287214567,4.488658793270588,validated
revision_v1_smoke_v3_payload_fidelity_v2__223c8cb8ccd99b539e82,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_multi_topic,revision_v1_nonce_96_bit_hex_008,hex_nibble,16,24,5.371469251515553,0.5626485667646774,7.149797709983672,4.8088206847508745,validated
revision_v1_smoke_v3_payload_fidelity_v2__cc404a3cf444ae761fcf,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_multi_topic,revision_v1_sha256_hex_000,hex_nibble,16,64,6.5779819351210485,0.6364181351437466,8.268843599833477,5.9415637999773026,validated
revision_v1_smoke_v3_payload_fidelity_v2__7ae6fbb5b82766f317eb,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_multi_topic,revision_v1_token_128_bit_hex_004,hex_nibble,16,32,4.598775760408845,0.7781097601618433,6.474669695970023,3.8206660002470016,validated
revision_v1_smoke_v3_payload_fidelity_v2__f0bb2c8cbca05d915e48,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_multi_topic,revision_v1_nonce_96_bit_hex_006,hex_nibble,16,24,5.069214422561668,0.7699292491455298,6.229795097368899,4.299285173416138,validated
revision_v1_smoke_v3_payload_fidelity_v2__5c0057f4938b97a1a9ee,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_multi_topic,revision_v1_token_128_bit_hex_000,hex_nibble,16,32,6.4272548240481076,0.5124292504845323,8.534489093428675,5.914825573563576,validated
