source_stage,runtime_scope,model_id,protocol_variant,hardware_id,outcome,analysis_unit,mean,standard_deviation,median,n_payloads,bootstrap_resamples_requested,ci_low,ci_high,bootstrap_resamples_valid,confidence_level,protocol_order,model_order,row_order,display_label
primary_v2,trial,mistral_7b_instruct_v0_3_q4_k_m,nonseg_hex_nibble_b16,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,decoding_overhead_seconds,payload,1.4201702907648723,0.3738055479142935,1.4276731130084954,240,2000,1.3731775721090314,1.468126575427262,2000,0.95,3,1,10,nonseg hex nibble b16 — Mistral 7B
primary_v2,trial,qwen2_5_7b_instruct_q4_k_m,nonseg_hex_nibble_b16,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,decoding_overhead_seconds,payload,1.4470170912093938,0.3937618398625365,1.4769123755104374,240,2000,1.398598459929978,1.4975018518517664,2000,0.95,3,2,11,nonseg hex nibble b16 — Qwen 2.5 7B
primary_v2,trial,llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,decoding_overhead_seconds,payload,3.7942663548982334,1.5127617432107006,3.889192211543559,240,2000,3.6087104859416863,3.980615919620395,2000,0.95,4,0,12,segmented hex multi topic — Llama 3 8B
primary_v2,trial,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_multi_topic,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,decoding_overhead_seconds,payload,3.725612663054926,1.4735126735010455,3.8178021229832666,240,2000,3.5429622311852045,3.909621606243636,2000,0.95,4,1,13,segmented hex multi topic — Mistral 7B
primary_v2,trial,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,decoding_overhead_seconds,payload,3.593721496688886,1.4247712753035071,3.7040532330283895,240,2000,3.4167738183584158,3.774973480620459,2000,0.95,4,2,14,segmented hex multi topic — Qwen 2.5 7B
primary_v2,trial,llama3_8b_instruct_q4_k_m,segmented_hex_single_topic,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,decoding_overhead_seconds,payload,3.792958291864488,1.5337622957749806,3.669756864008377,240,2000,3.601255622519408,3.984216404495904,2000,0.95,5,0,15,segmented hex single topic — Llama 3 8B
primary_v2,trial,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_single_topic,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,decoding_overhead_seconds,payload,3.748217070144528,1.5104847264910817,3.5837869840324856,240,2000,3.5608483168742167,3.93775630432225,2000,0.95,5,1,16,segmented hex single topic — Mistral 7B
primary_v2,trial,qwen2_5_7b_instruct_q4_k_m,segmented_hex_single_topic,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,decoding_overhead_seconds,payload,3.5924860853316205,1.4389124759020824,3.5062279680132638,240,2000,3.4136604259804244,3.775024834019347,2000,0.95,5,2,17,segmented hex single topic — Qwen 2.5 7B
primary_v2,trial,llama3_8b_instruct_q4_k_m,direct_subword_calgacus,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,encoding_overhead_seconds,payload,0.8004756364691274,0.3354279449153808,0.8299077110132203,480,2000,0.7704734599851236,0.8306702961426374,2000,0.95,0,0,0,direct subword calgacus — Llama 3 8B
primary_v2,trial,mistral_7b_instruct_v0_3_q4_k_m,direct_subword_calgacus,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,encoding_overhead_seconds,payload,0.9716963642275612,0.3239584923880766,1.0706231264921375,480,2000,0.942796240243456,1.0008853414024876,2000,0.95,0,1,1,direct subword calgacus — Mistral 7B
primary_v2,trial,qwen2_5_7b_instruct_q4_k_m,direct_subword_calgacus,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,encoding_overhead_seconds,payload,0.9637677335846698,0.3145049934928564,1.0214720164804016,480,2000,0.9349604491732286,0.992671480802554,2000,0.95,0,2,2,direct subword calgacus — Qwen 2.5 7B
primary_v2,trial,llama3_8b_instruct_q4_k_m,nonseg_ascii_b16,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,encoding_overhead_seconds,payload,0.0001226050328113,5.171494162472266e-05,0.0001166904839919,480,2000,0.0001180835402934,0.0001274320509719,2000,0.95,1,0,3,nonseg ascii b16 — Llama 3 8B
primary_v2,trial,mistral_7b_instruct_v0_3_q4_k_m,nonseg_ascii_b16,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,encoding_overhead_seconds,payload,0.0001327276372345,7.365424092220367e-05,0.0001182999985758,480,2000,0.0001264910760027,0.000139393515886,2000,0.95,1,1,4,nonseg ascii b16 — Mistral 7B
primary_v2,trial,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b16,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,encoding_overhead_seconds,payload,0.0001347702431303,6.736843697454087e-05,0.0001191135233966,480,2000,0.0001288336687896,0.0001408000542626,2000,0.95,1,2,5,nonseg ascii b16 — Qwen 2.5 7B
primary_v2,trial,llama3_8b_instruct_q4_k_m,nonseg_ascii_b8,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,encoding_overhead_seconds,payload,0.0001425824420948,6.102417306849908e-05,0.0001368074881629,480,2000,0.0001371471755919,0.0001484152306178,2000,0.95,2,0,6,nonseg ascii b8 — Llama 3 8B
primary_v2,trial,mistral_7b_instruct_v0_3_q4_k_m,nonseg_ascii_b8,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,encoding_overhead_seconds,payload,0.0001586098103264,9.249077325233584e-05,0.0001385219948133,480,2000,0.0001505861166545,0.000167249916573,2000,0.95,2,1,7,nonseg ascii b8 — Mistral 7B
primary_v2,trial,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b8,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,encoding_overhead_seconds,payload,0.0001583121492026,8.352567848078779e-05,0.0001395935105392,480,2000,0.0001508330441461,0.0001654804575854,2000,0.95,2,2,8,nonseg ascii b8 — Qwen 2.5 7B
primary_v2,trial,llama3_8b_instruct_q4_k_m,nonseg_hex_nibble_b16,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,encoding_overhead_seconds,payload,5.058730421296972e-05,2.30716925258719e-05,4.605650610756129e-05,240,2000,4.781598461099116e-05,5.371119973157136e-05,2000,0.95,3,0,9,nonseg hex nibble b16 — Llama 3 8B
primary_v2,trial,mistral_7b_instruct_v0_3_q4_k_m,nonseg_hex_nibble_b16,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,encoding_overhead_seconds,payload,5.647820435115599e-05,3.347938616721431e-05,4.387101216685174e-05,240,2000,5.248991414799132e-05,6.09071418724269e-05,2000,0.95,3,1,10,nonseg hex nibble b16 — Mistral 7B
primary_v2,trial,qwen2_5_7b_instruct_q4_k_m,nonseg_hex_nibble_b16,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,encoding_overhead_seconds,payload,6.002157339630165e-05,3.228845582840167e-05,4.7078981878945214e-05,240,2000,5.6067145254314216e-05,6.419610089624781e-05,2000,0.95,3,2,11,nonseg hex nibble b16 — Qwen 2.5 7B
primary_v2,trial,llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,encoding_overhead_seconds,payload,0.0001967198510101,7.583017150783399e-05,0.0001698120177033,240,2000,0.0001870683067105,0.0002064918370767,2000,0.95,4,0,12,segmented hex multi topic — Llama 3 8B
primary_v2,trial,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_multi_topic,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,encoding_overhead_seconds,payload,0.0002360868875254,0.0001501199686129,0.0001753445103527,240,2000,0.0002173167417912,0.0002557845139834,2000,0.95,4,1,13,segmented hex multi topic — Mistral 7B
primary_v2,trial,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,encoding_overhead_seconds,payload,0.0002352588908251,0.0001258979776544,0.0001731349912015,240,2000,0.0002201486415772,0.0002516051662252,2000,0.95,4,2,14,segmented hex multi topic — Qwen 2.5 7B
primary_v2,trial,llama3_8b_instruct_q4_k_m,segmented_hex_single_topic,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,encoding_overhead_seconds,payload,0.0053720313194693,0.0801840891255009,0.0001655735104577,240,2000,0.0001879700689796,0.015737366113884,2000,0.95,5,0,15,segmented hex single topic — Llama 3 8B
primary_v2,trial,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_single_topic,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,encoding_overhead_seconds,payload,0.0017298457762081,0.0234636942477103,0.0001638889953019,240,2000,0.0002034039441605,0.0047769938393624,2000,0.95,5,1,16,segmented hex single topic — Mistral 7B
primary_v2,trial,qwen2_5_7b_instruct_q4_k_m,segmented_hex_single_topic,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,encoding_overhead_seconds,payload,0.0058134218240106,0.0862010164403841,0.000181560521014,240,2000,0.0002366469007543,0.0169627021379738,2000,0.95,5,2,17,segmented hex single topic — Qwen 2.5 7B
primary_v2,trial,llama3_8b_instruct_q4_k_m,direct_subword_calgacus,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,generation_seconds,payload,2.074348753796585,0.6753017071722709,2.2083430439961376,480,2000,2.0142823093986952,2.135219127207056,2000,0.95,0,0,0,direct subword calgacus — Llama 3 8B
primary_v2,trial,mistral_7b_instruct_v0_3_q4_k_m,direct_subword_calgacus,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,generation_seconds,payload,1.6743677986331025,0.4094549602108203,1.804034919012338,480,2000,1.637116749064092,1.7116104338126328,2000,0.95,0,1,1,direct subword calgacus — Mistral 7B
primary_v2,trial,qwen2_5_7b_instruct_q4_k_m,direct_subword_calgacus,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,generation_seconds,payload,2.632108431095609,0.7266873574801205,2.7346710600104416,480,2000,2.5658268706278387,2.6991006136605957,2000,0.95,0,2,2,direct subword calgacus — Qwen 2.5 7B
primary_v2,trial,llama3_8b_instruct_q4_k_m,nonseg_ascii_b16,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,generation_seconds,payload,6.77668201909158,2.2847722079317663,7.580218624512781,480,2000,6.572039402585308,6.982912515858895,2000,0.95,1,0,3,nonseg ascii b16 — Llama 3 8B
primary_v2,trial,mistral_7b_instruct_v0_3_q4_k_m,nonseg_ascii_b16,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,generation_seconds,payload,3.5325457780349097,1.1503475809799653,3.9380904319987167,480,2000,3.430360332445844,3.637370281822973,2000,0.95,1,1,4,nonseg ascii b16 — Mistral 7B
primary_v2,trial,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b16,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,generation_seconds,payload,7.480319131844226,2.622807683342036,8.443153940010234,480,2000,7.242904728461011,7.714462666476705,2000,0.95,1,2,5,nonseg ascii b16 — Qwen 2.5 7B
primary_v2,trial,llama3_8b_instruct_q4_k_m,nonseg_ascii_b8,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,generation_seconds,payload,8.896445159539326,3.0436864397987984,9.947464280499844,480,2000,8.619910263477763,9.172562114018229,2000,0.95,2,0,6,nonseg ascii b8 — Llama 3 8B
primary_v2,trial,mistral_7b_instruct_v0_3_q4_k_m,nonseg_ascii_b8,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,generation_seconds,payload,4.558495761763455,1.5491335612910353,5.098554945012438,480,2000,4.421248975609808,4.699171980700636,2000,0.95,2,1,7,nonseg ascii b8 — Mistral 7B
primary_v2,trial,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b8,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,generation_seconds,payload,9.847051753158365,3.4784370941430818,11.10018949098594,480,2000,9.537974174317275,10.155572128375116,2000,0.95,2,2,8,nonseg ascii b8 — Qwen 2.5 7B
primary_v2,trial,llama3_8b_instruct_q4_k_m,nonseg_hex_nibble_b16,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,generation_seconds,payload,3.236699055345889,1.1207775088570495,3.238780539497384,240,2000,3.099398399910512,3.3769634256104597,2000,0.95,3,0,9,nonseg hex nibble b16 — Llama 3 8B
primary_v2,trial,mistral_7b_instruct_v0_3_q4_k_m,nonseg_hex_nibble_b16,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,generation_seconds,payload,1.7620087380747766,0.5080649387794992,1.774319686010131,240,2000,1.698522528786322,1.8261944550768627,2000,0.95,3,1,10,nonseg hex nibble b16 — Mistral 7B
primary_v2,trial,qwen2_5_7b_instruct_q4_k_m,nonseg_hex_nibble_b16,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,generation_seconds,payload,3.427555411487144,1.180851476802909,3.5436093544994947,240,2000,3.2847450524633346,3.5750412235911395,2000,0.95,3,2,11,nonseg hex nibble b16 — Qwen 2.5 7B
primary_v2,trial,llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,generation_seconds,payload,15.946542760616165,9.253605100997085,14.217757204489317,240,2000,14.850856065343706,17.084494244135534,2000,0.95,4,0,12,segmented hex multi topic — Llama 3 8B
primary_v2,trial,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_multi_topic,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,generation_seconds,payload,10.47840217388378,5.759434625363895,9.441765864001354,240,2000,9.810233308874867,11.196055002656063,2000,0.95,4,1,13,segmented hex multi topic — Mistral 7B
primary_v2,trial,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,generation_seconds,payload,12.276814111313191,7.034634591322355,12.097100337487063,240,2000,11.44925570562484,13.133478347229362,2000,0.95,4,2,14,segmented hex multi topic — Qwen 2.5 7B
primary_v2,trial,llama3_8b_instruct_q4_k_m,segmented_hex_single_topic,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,generation_seconds,payload,16.087628449712064,9.07954055752876,13.988197106475129,240,2000,15.017669790901556,17.208756139208894,2000,0.95,5,0,15,segmented hex single topic — Llama 3 8B
primary_v2,trial,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_single_topic,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,generation_seconds,payload,10.858661836447572,6.2253058950254765,9.62361248601519,240,2000,10.074554335259736,11.660671102918284,2000,0.95,5,1,16,segmented hex single topic — Mistral 7B
primary_v2,trial,qwen2_5_7b_instruct_q4_k_m,segmented_hex_single_topic,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,generation_seconds,payload,11.881961572645984,6.1072253843103805,12.18692416799604,240,2000,11.129650957285827,12.646528796506534,2000,0.95,5,2,17,segmented hex single topic — Qwen 2.5 7B
primary_v2,trial,llama3_8b_instruct_q4_k_m,direct_subword_calgacus,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,payload_bits_per_second,payload,87.65898044509525,19.431797635434968,84.1877673812193,480,2000,85.89280494850786,89.43326163506734,2000,0.95,0,0,0,direct subword calgacus — Llama 3 8B
primary_v2,trial,mistral_7b_instruct_v0_3_q4_k_m,direct_subword_calgacus,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,payload_bits_per_second,payload,95.4542866037601,31.086575926241903,82.61213630488277,480,2000,92.68993099690158,98.31881979998523,2000,0.95,0,1,1,direct subword calgacus — Mistral 7B
primary_v2,trial,qwen2_5_7b_instruct_q4_k_m,direct_subword_calgacus,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,payload_bits_per_second,payload,70.91167687237879,24.425564124262465,57.7278356783892,480,2000,68.72935953561633,73.1719151123263,2000,0.95,0,2,2,direct subword calgacus — Qwen 2.5 7B
primary_v2,trial,llama3_8b_instruct_q4_k_m,nonseg_ascii_b16,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,payload_bits_per_second,payload,37.40998742918687,9.807192517701177,31.172513711594608,480,2000,36.542507254808186,38.32212904270114,2000,0.95,1,0,3,nonseg ascii b16 — Llama 3 8B
primary_v2,trial,mistral_7b_instruct_v0_3_q4_k_m,nonseg_ascii_b16,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,payload_bits_per_second,payload,71.26444312398706,18.22409517905089,63.90933620624804,480,2000,69.65572860422162,72.89282764150796,2000,0.95,1,1,4,nonseg ascii b16 — Mistral 7B
primary_v2,trial,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b16,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,payload_bits_per_second,payload,33.84345619280228,7.860265093278617,29.92479714081124,480,2000,33.15334300851281,34.57127077042776,2000,0.95,1,2,5,nonseg ascii b16 — Qwen 2.5 7B
primary_v2,trial,llama3_8b_instruct_q4_k_m,nonseg_ascii_b8,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,payload_bits_per_second,payload,28.52232577250884,7.332289352479484,23.64507025617249,480,2000,27.86727770468641,29.21368775331208,2000,0.95,2,0,6,nonseg ascii b8 — Llama 3 8B
primary_v2,trial,mistral_7b_instruct_v0_3_q4_k_m,nonseg_ascii_b8,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,payload_bits_per_second,payload,55.340577053594615,13.37988452282325,49.575661528529,480,2000,54.14913363813557,56.56148344318606,2000,0.95,2,1,7,nonseg ascii b8 — Mistral 7B
primary_v2,trial,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b8,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,payload_bits_per_second,payload,25.724468500730648,5.894057320238541,22.743815796172232,480,2000,25.198422679913783,26.278771827399805,2000,0.95,2,2,8,nonseg ascii b8 — Qwen 2.5 7B
primary_v2,trial,llama3_8b_instruct_q4_k_m,nonseg_hex_nibble_b16,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,payload_bits_per_second,payload,55.69138104314475,4.33937965844165,57.58543020518836,240,2000,55.14830075767525,56.22574500165498,2000,0.95,3,0,9,nonseg hex nibble b16 — Llama 3 8B
primary_v2,trial,mistral_7b_instruct_v0_3_q4_k_m,nonseg_hex_nibble_b16,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,payload_bits_per_second,payload,100.85177236543848,13.688047668462158,105.48169616763352,240,2000,99.16828705338187,102.55477441503686,2000,0.95,3,1,10,nonseg hex nibble b16 — Mistral 7B
primary_v2,trial,qwen2_5_7b_instruct_q4_k_m,nonseg_hex_nibble_b16,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,payload_bits_per_second,payload,52.58478244062794,4.122439674828224,52.21011853869464,240,2000,52.07445220962008,53.08687030354952,2000,0.95,3,2,11,nonseg hex nibble b16 — Qwen 2.5 7B
primary_v2,trial,llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,payload_bits_per_second,payload,13.827670885031376,5.457222073313843,12.378860443447412,240,2000,13.155162967911506,14.49687267475906,2000,0.95,4,0,12,segmented hex multi topic — Llama 3 8B
primary_v2,trial,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_multi_topic,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,payload_bits_per_second,payload,20.368845537999626,7.328474942992484,18.93425074343157,240,2000,19.484536468308388,21.27082420892809,2000,0.95,4,1,13,segmented hex multi topic — Mistral 7B
primary_v2,trial,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,payload_bits_per_second,payload,17.040206335462496,5.068848939847857,19.050696723939325,240,2000,16.420205931207253,17.65538503815264,2000,0.95,4,2,14,segmented hex multi topic — Qwen 2.5 7B
primary_v2,trial,llama3_8b_instruct_q4_k_m,segmented_hex_single_topic,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,payload_bits_per_second,payload,13.631854603193732,5.463806567857498,12.582844002732228,240,2000,12.954793865003406,14.325096243570773,2000,0.95,5,0,15,segmented hex single topic — Llama 3 8B
primary_v2,trial,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_single_topic,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,payload_bits_per_second,payload,20.01438597379012,7.505043259846368,19.21821061808783,240,2000,19.09592784205054,20.96966342963435,2000,0.95,5,1,16,segmented hex single topic — Mistral 7B
primary_v2,trial,qwen2_5_7b_instruct_q4_k_m,segmented_hex_single_topic,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,payload_bits_per_second,payload,17.18254015982033,4.977282011004741,19.02049098586737,240,2000,16.534411819413137,17.783251035539116,2000,0.95,5,2,17,segmented hex single topic — Qwen 2.5 7B
