view,model_id,protocol_variant,protocol_family,representation_name,n_trials,n_payloads,mean_token_count,token_count_ci_low,token_count_ci_high,mean_log_probability,log_probability_ci_low,log_probability_ci_high,mean_artifact_flags,artifact_flags_ci_low,artifact_flags_ci_high,marker_area_points_squared,bootstrap_resamples,bootstrap_seed,confidence_level,bootstrap_unit,unit_of_analysis,interval_definition,filtering_rule,unavailable_rows_in_scope,evidence_status
forced_span,llama3_8b_instruct_q4_k_m,direct_subword_calgacus,Direct subword,direct_subword,240,240,26.508333333333333,25.204166666666666,27.862708333333334,-6.580485407955282,-6.663446654463629,-6.496632341738176,2.6,2.3375,2.9125,51.2,2000,2026080801,0.95,payload_name,payload_model_protocol_trial_view,equal_weight_payload_percentile_bootstrap_95_ci,completed primary RankCloak trials on the balanced common support of four hex payload classes; no lead-in,0,confirmatory_records_descriptive_frontier
full_message,llama3_8b_instruct_q4_k_m,nonseg_ascii_b8,Nonsegmented,ascii_b8,240,240,123.0,116.78302083333332,129.30833333333334,-3.4134980302415223,-3.440813284570853,-3.3879086472840556,5.2375,4.258229166666667,6.366666666666666,82.85,2000,2026080801,0.95,payload_name,payload_model_protocol_trial_view,equal_weight_payload_percentile_bootstrap_95_ci,completed primary RankCloak trials on the balanced common support of four hex payload classes; no lead-in,0,confirmatory_records_descriptive_frontier
full_message,llama3_8b_instruct_q4_k_m,nonseg_ascii_b16,Nonsegmented,ascii_b16,240,240,92.0,87.4,96.8,-3.9486889228970496,-3.985168686808224,-3.9129270779721406,4.979166666666667,4.008333333333334,6.037812499999998,79.75,2000,2026080801,0.95,payload_name,payload_model_protocol_trial_view,equal_weight_payload_percentile_bootstrap_95_ci,completed primary RankCloak trials on the balanced common support of four hex payload classes; no lead-in,0,confirmatory_records_descriptive_frontier
full_message,llama3_8b_instruct_q4_k_m,nonseg_hex_nibble_b16,Nonsegmented,hex_nibble,240,240,46.0,43.666666666666664,48.43333333333333,-4.598736296947165,-4.641295000138411,-4.55532537691165,2.8333333333333335,2.5416666666666665,3.1376041666666663,54.0,2000,2026080801,0.95,payload_name,payload_model_protocol_trial_view,equal_weight_payload_percentile_bootstrap_95_ci,completed primary RankCloak trials on the balanced common support of four hex payload classes; no lead-in,0,confirmatory_records_descriptive_frontier
full_message,llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic,Segmented,hex_nibble,240,240,355.525,325.753125,387.16833333333335,-1.209796774168276,-1.2764378876386147,-1.1462644467029581,6.491666666666666,4.0875,9.5334375,97.89999999999999,2000,2026080801,0.95,payload_name,payload_model_protocol_trial_view,equal_weight_payload_percentile_bootstrap_95_ci,completed primary RankCloak trials on the balanced common support of four hex payload classes; no lead-in,0,confirmatory_records_descriptive_frontier
full_message,llama3_8b_instruct_q4_k_m,segmented_hex_single_topic,Segmented,hex_nibble,240,240,359.92083333333335,330.00124999999997,390.58968749999997,-1.187657132773838,-1.2522641006171575,-1.1221314992668439,4.483333333333333,3.2498958333333334,6.004166666666666,73.8,2000,2026080801,0.95,payload_name,payload_model_protocol_trial_view,equal_weight_payload_percentile_bootstrap_95_ci,completed primary RankCloak trials on the balanced common support of four hex payload classes; no lead-in,0,confirmatory_records_descriptive_frontier
full_message,mistral_7b_instruct_v0_3_q4_k_m,direct_subword_calgacus,Direct subword,direct_subword,240,240,41.99583333333333,39.87072916666666,44.1,-5.232531463600077,-5.296552703347542,-5.169720500590905,1.9,1.7541666666666667,2.0708333333333333,42.8,2000,2026080801,0.95,payload_name,payload_model_protocol_trial_view,equal_weight_payload_percentile_bootstrap_95_ci,completed primary RankCloak trials on the balanced common support of four hex payload classes; no lead-in,0,confirmatory_records_descriptive_frontier
full_message,mistral_7b_instruct_v0_3_q4_k_m,nonseg_ascii_b8,Nonsegmented,ascii_b8,240,240,123.0,116.50833333333334,128.69197916666667,-3.6780664208816165,-3.7098320590994662,-3.645948474616518,3.15,2.816666666666667,3.5375,57.8,2000,2026080801,0.95,payload_name,payload_model_protocol_trial_view,equal_weight_payload_percentile_bootstrap_95_ci,completed primary RankCloak trials on the balanced common support of four hex payload classes; no lead-in,0,confirmatory_records_descriptive_frontier
full_message,mistral_7b_instruct_v0_3_q4_k_m,nonseg_ascii_b16,Nonsegmented,ascii_b16,240,240,92.0,87.66666666666667,96.53333333333333,-4.238899936407951,-4.280087136346104,-4.2007147252397665,2.6458333333333335,2.4208333333333334,2.8833333333333333,51.75,2000,2026080801,0.95,payload_name,payload_model_protocol_trial_view,equal_weight_payload_percentile_bootstrap_95_ci,completed primary RankCloak trials on the balanced common support of four hex payload classes; no lead-in,0,confirmatory_records_descriptive_frontier
full_message,mistral_7b_instruct_v0_3_q4_k_m,nonseg_hex_nibble_b16,Nonsegmented,hex_nibble,240,240,46.0,43.56666666666667,48.40166666666666,-4.956680684431592,-5.021205807417338,-4.898016968126216,2.029166666666667,1.8708333333333333,2.1875,44.35,2000,2026080801,0.95,payload_name,payload_model_protocol_trial_view,equal_weight_payload_percentile_bootstrap_95_ci,completed primary RankCloak trials on the balanced common support of four hex payload classes; no lead-in,0,confirmatory_records_descriptive_frontier
full_message,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_multi_topic,Segmented,hex_nibble,240,240,334.29583333333335,306.33447916666665,363.9227083333333,-1.3131484626069925,-1.379570142841763,-1.2426385109474747,1.3333333333333333,1.0583333333333333,1.7002083333333322,36.0,2000,2026080801,0.95,payload_name,payload_model_protocol_trial_view,equal_weight_payload_percentile_bootstrap_95_ci,completed primary RankCloak trials on the balanced common support of four hex payload classes; no lead-in,0,confirmatory_records_descriptive_frontier
full_message,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_single_topic,Segmented,hex_nibble,240,240,347.12916666666666,317.13656249999997,379.77468749999997,-1.3294952123937605,-1.4064494781493095,-1.2551545707425693,1.3375,1.0958333333333334,1.6166666666666667,36.05,2000,2026080801,0.95,payload_name,payload_model_protocol_trial_view,equal_weight_payload_percentile_bootstrap_95_ci,completed primary RankCloak trials on the balanced common support of four hex payload classes; no lead-in,0,confirmatory_records_descriptive_frontier
full_message,qwen2_5_7b_instruct_q4_k_m,direct_subword_calgacus,Direct subword,direct_subword,240,240,40.72083333333333,38.5875,42.71666666666667,-5.373878136008359,-5.4465318002248715,-5.301712423545505,1.6291666666666667,1.4625,1.8209374999999994,39.55,2000,2026080801,0.95,payload_name,payload_model_protocol_trial_view,equal_weight_payload_percentile_bootstrap_95_ci,completed primary RankCloak trials on the balanced common support of four hex payload classes; no lead-in,0,confirmatory_records_descriptive_frontier
full_message,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b8,Nonsegmented,ascii_b8,240,240,123.0,116.85,128.94197916666667,-3.5699888401643536,-3.6097521744743664,-3.5332968518975294,2.3,2.05,2.5751041666666663,47.599999999999994,2000,2026080801,0.95,payload_name,payload_model_protocol_trial_view,equal_weight_payload_percentile_bootstrap_95_ci,completed primary RankCloak trials on the balanced common support of four hex payload classes; no lead-in,0,confirmatory_records_descriptive_frontier
full_message,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b16,Nonsegmented,ascii_b16,240,240,92.0,87.53333333333333,96.60166666666665,-4.220564504683032,-4.27139047144661,-4.171024486388856,2.1125,1.9,2.3333333333333335,45.349999999999994,2000,2026080801,0.95,payload_name,payload_model_protocol_trial_view,equal_weight_payload_percentile_bootstrap_95_ci,completed primary RankCloak trials on the balanced common support of four hex payload classes; no lead-in,0,confirmatory_records_descriptive_frontier
full_message,qwen2_5_7b_instruct_q4_k_m,nonseg_hex_nibble_b16,Nonsegmented,hex_nibble,240,240,46.0,43.766666666666666,48.333333333333336,-5.029676606054295,-5.0986212248429075,-4.9611117781890846,1.5583333333333333,1.4333333333333333,1.7,38.7,2000,2026080801,0.95,payload_name,payload_model_protocol_trial_view,equal_weight_payload_percentile_bootstrap_95_ci,completed primary RankCloak trials on the balanced common support of four hex payload classes; no lead-in,0,confirmatory_records_descriptive_frontier
full_message,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,Segmented,hex_nibble,240,240,243.95833333333334,220.614375,266.00927083333335,-1.744866557153163,-1.8179840781550334,-1.669971528587277,0.975,0.7541666666666667,1.2251041666666662,31.7,2000,2026080801,0.95,payload_name,payload_model_protocol_trial_view,equal_weight_payload_percentile_bootstrap_95_ci,completed primary RankCloak trials on the balanced common support of four hex payload classes; no lead-in,0,confirmatory_records_descriptive_frontier
full_message,qwen2_5_7b_instruct_q4_k_m,segmented_hex_single_topic,Segmented,hex_nibble,240,240,232.42916666666667,213.39010416666667,252.3527083333333,-1.7636791574473514,-1.8319359272859863,-1.6943664983522047,1.05,0.8166666666666667,1.3209374999999994,32.6,2000,2026080801,0.95,payload_name,payload_model_protocol_trial_view,equal_weight_payload_percentile_bootstrap_95_ci,completed primary RankCloak trials on the balanced common support of four hex payload classes; no lead-in,0,confirmatory_records_descriptive_frontier
