panel,group,subgroup,estimate,range_low,range_high,observed_min,observed_max,n_units,n_payloads,n_models,unit_of_analysis,interval_definition,rank_control_label,scope,filtering_rule,source_files,evidence_status
forced_symbol_count,token_128_bit_hex,ascii_b8,86.0,86.0,86.0,86.0,86.0,60,60,0,unique_payload,5th_to_95th_observed_percentile_range,Rank ceiling 8,codec_applicable_primary_payload_classes,completed primary nonseg_ascii_b8 trials collapsed across models because codec length is deterministic,results/revision_v1/analysis_inputs/primary_v2/trials.csv,confirmatory_records_deterministic_codec_descriptive
forced_symbol_count,nonce_96_bit_hex,ascii_b8,64.0,64.0,64.0,64.0,64.0,60,60,0,unique_payload,5th_to_95th_observed_percentile_range,Rank ceiling 8,codec_applicable_primary_payload_classes,completed primary nonseg_ascii_b8 trials collapsed across models because codec length is deterministic,results/revision_v1/analysis_inputs/primary_v2/trials.csv,confirmatory_records_deterministic_codec_descriptive
forced_symbol_count,uuid_v4,ascii_b8,96.0,96.0,96.0,96.0,96.0,60,60,0,unique_payload,5th_to_95th_observed_percentile_range,Rank ceiling 8,codec_applicable_primary_payload_classes,completed primary nonseg_ascii_b8 trials collapsed across models because codec length is deterministic,results/revision_v1/analysis_inputs/primary_v2/trials.csv,confirmatory_records_deterministic_codec_descriptive
forced_symbol_count,aes256_gcm_base64,ascii_b8,171.0,171.0,171.0,171.0,171.0,60,60,0,unique_payload,5th_to_95th_observed_percentile_range,Rank ceiling 8,codec_applicable_primary_payload_classes,completed primary nonseg_ascii_b8 trials collapsed across models because codec length is deterministic,results/revision_v1/analysis_inputs/primary_v2/trials.csv,confirmatory_records_deterministic_codec_descriptive
forced_symbol_count,chacha20_poly1305_base64,ascii_b8,171.0,171.0,171.0,171.0,171.0,60,60,0,unique_payload,5th_to_95th_observed_percentile_range,Rank ceiling 8,codec_applicable_primary_payload_classes,completed primary nonseg_ascii_b8 trials collapsed across models because codec length is deterministic,results/revision_v1/analysis_inputs/primary_v2/trials.csv,confirmatory_records_deterministic_codec_descriptive
forced_symbol_count,ed25519_signature_base64,ascii_b8,235.0,235.0,235.0,235.0,235.0,60,60,0,unique_payload,5th_to_95th_observed_percentile_range,Rank ceiling 8,codec_applicable_primary_payload_classes,completed primary nonseg_ascii_b8 trials collapsed across models because codec length is deterministic,results/revision_v1/analysis_inputs/primary_v2/trials.csv,confirmatory_records_deterministic_codec_descriptive
forced_symbol_count,sha256_hex,ascii_b16,128.0,128.0,128.0,128.0,128.0,60,60,0,unique_payload,5th_to_95th_observed_percentile_range,Rank ceiling 16,codec_applicable_primary_payload_classes,completed primary nonseg_ascii_b16 trials collapsed across models because codec length is deterministic,results/revision_v1/analysis_inputs/primary_v2/trials.csv,confirmatory_records_deterministic_codec_descriptive
forced_symbol_count,hmac_sha256_hex,ascii_b16,128.0,128.0,128.0,128.0,128.0,60,60,0,unique_payload,5th_to_95th_observed_percentile_range,Rank ceiling 16,codec_applicable_primary_payload_classes,completed primary nonseg_ascii_b16 trials collapsed across models because codec length is deterministic,results/revision_v1/analysis_inputs/primary_v2/trials.csv,confirmatory_records_deterministic_codec_descriptive
forced_symbol_count,token_128_bit_hex,ascii_b16,64.0,64.0,64.0,64.0,64.0,60,60,0,unique_payload,5th_to_95th_observed_percentile_range,Rank ceiling 16,codec_applicable_primary_payload_classes,completed primary nonseg_ascii_b16 trials collapsed across models because codec length is deterministic,results/revision_v1/analysis_inputs/primary_v2/trials.csv,confirmatory_records_deterministic_codec_descriptive
forced_symbol_count,nonce_96_bit_hex,ascii_b16,48.0,48.0,48.0,48.0,48.0,60,60,0,unique_payload,5th_to_95th_observed_percentile_range,Rank ceiling 16,codec_applicable_primary_payload_classes,completed primary nonseg_ascii_b16 trials collapsed across models because codec length is deterministic,results/revision_v1/analysis_inputs/primary_v2/trials.csv,confirmatory_records_deterministic_codec_descriptive
forced_symbol_count,uuid_v4,ascii_b16,72.0,72.0,72.0,72.0,72.0,60,60,0,unique_payload,5th_to_95th_observed_percentile_range,Rank ceiling 16,codec_applicable_primary_payload_classes,completed primary nonseg_ascii_b16 trials collapsed across models because codec length is deterministic,results/revision_v1/analysis_inputs/primary_v2/trials.csv,confirmatory_records_deterministic_codec_descriptive
forced_symbol_count,aes256_gcm_base64,ascii_b16,128.0,128.0,128.0,128.0,128.0,60,60,0,unique_payload,5th_to_95th_observed_percentile_range,Rank ceiling 16,codec_applicable_primary_payload_classes,completed primary nonseg_ascii_b16 trials collapsed across models because codec length is deterministic,results/revision_v1/analysis_inputs/primary_v2/trials.csv,confirmatory_records_deterministic_codec_descriptive
forced_symbol_count,chacha20_poly1305_base64,ascii_b16,128.0,128.0,128.0,128.0,128.0,60,60,0,unique_payload,5th_to_95th_observed_percentile_range,Rank ceiling 16,codec_applicable_primary_payload_classes,completed primary nonseg_ascii_b16 trials collapsed across models because codec length is deterministic,results/revision_v1/analysis_inputs/primary_v2/trials.csv,confirmatory_records_deterministic_codec_descriptive
forced_symbol_count,ed25519_signature_base64,ascii_b16,176.0,176.0,176.0,176.0,176.0,60,60,0,unique_payload,5th_to_95th_observed_percentile_range,Rank ceiling 16,codec_applicable_primary_payload_classes,completed primary nonseg_ascii_b16 trials collapsed across models because codec length is deterministic,results/revision_v1/analysis_inputs/primary_v2/trials.csv,confirmatory_records_deterministic_codec_descriptive
forced_symbol_count,sha256_hex,hex_nibble,64.0,64.0,64.0,64.0,64.0,60,60,0,unique_payload,5th_to_95th_observed_percentile_range,Rank ceiling 16,codec_applicable_primary_payload_classes,completed primary nonseg_hex_nibble_b16 trials collapsed across models because codec length is deterministic,results/revision_v1/analysis_inputs/primary_v2/trials.csv,confirmatory_records_deterministic_codec_descriptive
forced_symbol_count,hmac_sha256_hex,hex_nibble,64.0,64.0,64.0,64.0,64.0,60,60,0,unique_payload,5th_to_95th_observed_percentile_range,Rank ceiling 16,codec_applicable_primary_payload_classes,completed primary nonseg_hex_nibble_b16 trials collapsed across models because codec length is deterministic,results/revision_v1/analysis_inputs/primary_v2/trials.csv,confirmatory_records_deterministic_codec_descriptive
forced_symbol_count,token_128_bit_hex,hex_nibble,32.0,32.0,32.0,32.0,32.0,60,60,0,unique_payload,5th_to_95th_observed_percentile_range,Rank ceiling 16,codec_applicable_primary_payload_classes,completed primary nonseg_hex_nibble_b16 trials collapsed across models because codec length is deterministic,results/revision_v1/analysis_inputs/primary_v2/trials.csv,confirmatory_records_deterministic_codec_descriptive
forced_symbol_count,nonce_96_bit_hex,hex_nibble,24.0,24.0,24.0,24.0,24.0,60,60,0,unique_payload,5th_to_95th_observed_percentile_range,Rank ceiling 16,codec_applicable_primary_payload_classes,completed primary nonseg_hex_nibble_b16 trials collapsed across models because codec length is deterministic,results/revision_v1/analysis_inputs/primary_v2/trials.csv,confirmatory_records_deterministic_codec_descriptive
direct_rank_pressure,sha256_hex,llama3_8b_instruct_q4_k_m,6399.0,994.7,53900.75,622.0,67321.0,60,60,1,payload_model_pair_maximum_rank,5th_to_95th_observed_percentile_range_plus_observed_max,No codec ceiling,all_primary_direct_subword_payloads,maximum expected direct-subword rank within each completed payload-model record,results/revision_v1/primary_v2/llama3_8b_instruct_q4_k_m/records.jsonl;results/revision_v1/primary_v2/mistral_7b_instruct_v0_3_q4_k_m/records.jsonl;results/revision_v1/primary_v2/qwen2_5_7b_instruct_q4_k_m/records.jsonl,confirmatory_records_descriptive_estimand
direct_rank_pressure,sha256_hex,mistral_7b_instruct_v0_3_q4_k_m,1111.5,80.25,8313.3,47.0,14698.0,60,60,1,payload_model_pair_maximum_rank,5th_to_95th_observed_percentile_range_plus_observed_max,No codec ceiling,all_primary_direct_subword_payloads,maximum expected direct-subword rank within each completed payload-model record,results/revision_v1/primary_v2/llama3_8b_instruct_q4_k_m/records.jsonl;results/revision_v1/primary_v2/mistral_7b_instruct_v0_3_q4_k_m/records.jsonl;results/revision_v1/primary_v2/qwen2_5_7b_instruct_q4_k_m/records.jsonl,confirmatory_records_descriptive_estimand
direct_rank_pressure,sha256_hex,qwen2_5_7b_instruct_q4_k_m,758.0,128.75,42481.09999999998,87.0,58721.0,60,60,1,payload_model_pair_maximum_rank,5th_to_95th_observed_percentile_range_plus_observed_max,No codec ceiling,all_primary_direct_subword_payloads,maximum expected direct-subword rank within each completed payload-model record,results/revision_v1/primary_v2/llama3_8b_instruct_q4_k_m/records.jsonl;results/revision_v1/primary_v2/mistral_7b_instruct_v0_3_q4_k_m/records.jsonl;results/revision_v1/primary_v2/qwen2_5_7b_instruct_q4_k_m/records.jsonl,confirmatory_records_descriptive_estimand
direct_rank_pressure,hmac_sha256_hex,llama3_8b_instruct_q4_k_m,4155.5,1047.55,26107.049999999985,848.0,48084.0,60,60,1,payload_model_pair_maximum_rank,5th_to_95th_observed_percentile_range_plus_observed_max,No codec ceiling,all_primary_direct_subword_payloads,maximum expected direct-subword rank within each completed payload-model record,results/revision_v1/primary_v2/llama3_8b_instruct_q4_k_m/records.jsonl;results/revision_v1/primary_v2/mistral_7b_instruct_v0_3_q4_k_m/records.jsonl;results/revision_v1/primary_v2/qwen2_5_7b_instruct_q4_k_m/records.jsonl,confirmatory_records_descriptive_estimand
direct_rank_pressure,hmac_sha256_hex,mistral_7b_instruct_v0_3_q4_k_m,442.0,90.85,5406.899999999998,52.0,14552.0,60,60,1,payload_model_pair_maximum_rank,5th_to_95th_observed_percentile_range_plus_observed_max,No codec ceiling,all_primary_direct_subword_payloads,maximum expected direct-subword rank within each completed payload-model record,results/revision_v1/primary_v2/llama3_8b_instruct_q4_k_m/records.jsonl;results/revision_v1/primary_v2/mistral_7b_instruct_v0_3_q4_k_m/records.jsonl;results/revision_v1/primary_v2/qwen2_5_7b_instruct_q4_k_m/records.jsonl,confirmatory_records_descriptive_estimand
direct_rank_pressure,hmac_sha256_hex,qwen2_5_7b_instruct_q4_k_m,338.0,109.9,15252.499999999985,77.0,54334.0,60,60,1,payload_model_pair_maximum_rank,5th_to_95th_observed_percentile_range_plus_observed_max,No codec ceiling,all_primary_direct_subword_payloads,maximum expected direct-subword rank within each completed payload-model record,results/revision_v1/primary_v2/llama3_8b_instruct_q4_k_m/records.jsonl;results/revision_v1/primary_v2/mistral_7b_instruct_v0_3_q4_k_m/records.jsonl;results/revision_v1/primary_v2/qwen2_5_7b_instruct_q4_k_m/records.jsonl,confirmatory_records_descriptive_estimand
direct_rank_pressure,token_128_bit_hex,llama3_8b_instruct_q4_k_m,3868.5,907.15,29779.04999999998,345.0,49992.0,60,60,1,payload_model_pair_maximum_rank,5th_to_95th_observed_percentile_range_plus_observed_max,No codec ceiling,all_primary_direct_subword_payloads,maximum expected direct-subword rank within each completed payload-model record,results/revision_v1/primary_v2/llama3_8b_instruct_q4_k_m/records.jsonl;results/revision_v1/primary_v2/mistral_7b_instruct_v0_3_q4_k_m/records.jsonl;results/revision_v1/primary_v2/qwen2_5_7b_instruct_q4_k_m/records.jsonl,confirmatory_records_descriptive_estimand
direct_rank_pressure,token_128_bit_hex,mistral_7b_instruct_v0_3_q4_k_m,585.0,65.8,6199.799999999998,48.0,26130.0,60,60,1,payload_model_pair_maximum_rank,5th_to_95th_observed_percentile_range_plus_observed_max,No codec ceiling,all_primary_direct_subword_payloads,maximum expected direct-subword rank within each completed payload-model record,results/revision_v1/primary_v2/llama3_8b_instruct_q4_k_m/records.jsonl;results/revision_v1/primary_v2/mistral_7b_instruct_v0_3_q4_k_m/records.jsonl;results/revision_v1/primary_v2/qwen2_5_7b_instruct_q4_k_m/records.jsonl,confirmatory_records_descriptive_estimand
direct_rank_pressure,token_128_bit_hex,qwen2_5_7b_instruct_q4_k_m,344.5,109.75,24468.749999999993,73.0,66682.0,60,60,1,payload_model_pair_maximum_rank,5th_to_95th_observed_percentile_range_plus_observed_max,No codec ceiling,all_primary_direct_subword_payloads,maximum expected direct-subword rank within each completed payload-model record,results/revision_v1/primary_v2/llama3_8b_instruct_q4_k_m/records.jsonl;results/revision_v1/primary_v2/mistral_7b_instruct_v0_3_q4_k_m/records.jsonl;results/revision_v1/primary_v2/qwen2_5_7b_instruct_q4_k_m/records.jsonl,confirmatory_records_descriptive_estimand
direct_rank_pressure,nonce_96_bit_hex,llama3_8b_instruct_q4_k_m,5660.5,1020.95,23298.84999999998,801.0,116505.0,60,60,1,payload_model_pair_maximum_rank,5th_to_95th_observed_percentile_range_plus_observed_max,No codec ceiling,all_primary_direct_subword_payloads,maximum expected direct-subword rank within each completed payload-model record,results/revision_v1/primary_v2/llama3_8b_instruct_q4_k_m/records.jsonl;results/revision_v1/primary_v2/mistral_7b_instruct_v0_3_q4_k_m/records.jsonl;results/revision_v1/primary_v2/qwen2_5_7b_instruct_q4_k_m/records.jsonl,confirmatory_records_descriptive_estimand
direct_rank_pressure,nonce_96_bit_hex,mistral_7b_instruct_v0_3_q4_k_m,704.0,50.95,5744.949999999996,47.0,26243.0,60,60,1,payload_model_pair_maximum_rank,5th_to_95th_observed_percentile_range_plus_observed_max,No codec ceiling,all_primary_direct_subword_payloads,maximum expected direct-subword rank within each completed payload-model record,results/revision_v1/primary_v2/llama3_8b_instruct_q4_k_m/records.jsonl;results/revision_v1/primary_v2/mistral_7b_instruct_v0_3_q4_k_m/records.jsonl;results/revision_v1/primary_v2/qwen2_5_7b_instruct_q4_k_m/records.jsonl,confirmatory_records_descriptive_estimand
direct_rank_pressure,nonce_96_bit_hex,qwen2_5_7b_instruct_q4_k_m,414.5,104.10000000000001,40670.899999999885,36.0,107875.0,60,60,1,payload_model_pair_maximum_rank,5th_to_95th_observed_percentile_range_plus_observed_max,No codec ceiling,all_primary_direct_subword_payloads,maximum expected direct-subword rank within each completed payload-model record,results/revision_v1/primary_v2/llama3_8b_instruct_q4_k_m/records.jsonl;results/revision_v1/primary_v2/mistral_7b_instruct_v0_3_q4_k_m/records.jsonl;results/revision_v1/primary_v2/qwen2_5_7b_instruct_q4_k_m/records.jsonl,confirmatory_records_descriptive_estimand
direct_rank_pressure,uuid_v4,llama3_8b_instruct_q4_k_m,5286.5,794.5000000000001,24406.699999999986,285.0,50023.0,60,60,1,payload_model_pair_maximum_rank,5th_to_95th_observed_percentile_range_plus_observed_max,No codec ceiling,all_primary_direct_subword_payloads,maximum expected direct-subword rank within each completed payload-model record,results/revision_v1/primary_v2/llama3_8b_instruct_q4_k_m/records.jsonl;results/revision_v1/primary_v2/mistral_7b_instruct_v0_3_q4_k_m/records.jsonl;results/revision_v1/primary_v2/qwen2_5_7b_instruct_q4_k_m/records.jsonl,confirmatory_records_descriptive_estimand
direct_rank_pressure,uuid_v4,mistral_7b_instruct_v0_3_q4_k_m,770.0,53.75,6624.949999999995,28.0,19092.0,60,60,1,payload_model_pair_maximum_rank,5th_to_95th_observed_percentile_range_plus_observed_max,No codec ceiling,all_primary_direct_subword_payloads,maximum expected direct-subword rank within each completed payload-model record,results/revision_v1/primary_v2/llama3_8b_instruct_q4_k_m/records.jsonl;results/revision_v1/primary_v2/mistral_7b_instruct_v0_3_q4_k_m/records.jsonl;results/revision_v1/primary_v2/qwen2_5_7b_instruct_q4_k_m/records.jsonl,confirmatory_records_descriptive_estimand
direct_rank_pressure,uuid_v4,qwen2_5_7b_instruct_q4_k_m,359.0,102.65,28257.449999999943,43.0,93503.0,60,60,1,payload_model_pair_maximum_rank,5th_to_95th_observed_percentile_range_plus_observed_max,No codec ceiling,all_primary_direct_subword_payloads,maximum expected direct-subword rank within each completed payload-model record,results/revision_v1/primary_v2/llama3_8b_instruct_q4_k_m/records.jsonl;results/revision_v1/primary_v2/mistral_7b_instruct_v0_3_q4_k_m/records.jsonl;results/revision_v1/primary_v2/qwen2_5_7b_instruct_q4_k_m/records.jsonl,confirmatory_records_descriptive_estimand
direct_rank_pressure,aes256_gcm_base64,llama3_8b_instruct_q4_k_m,9798.5,2815.9,69325.24999999999,1714.0,98134.0,60,60,1,payload_model_pair_maximum_rank,5th_to_95th_observed_percentile_range_plus_observed_max,No codec ceiling,all_primary_direct_subword_payloads,maximum expected direct-subword rank within each completed payload-model record,results/revision_v1/primary_v2/llama3_8b_instruct_q4_k_m/records.jsonl;results/revision_v1/primary_v2/mistral_7b_instruct_v0_3_q4_k_m/records.jsonl;results/revision_v1/primary_v2/qwen2_5_7b_instruct_q4_k_m/records.jsonl,confirmatory_records_descriptive_estimand
direct_rank_pressure,aes256_gcm_base64,mistral_7b_instruct_v0_3_q4_k_m,2777.0,945.9,19369.699999999997,723.0,23208.0,60,60,1,payload_model_pair_maximum_rank,5th_to_95th_observed_percentile_range_plus_observed_max,No codec ceiling,all_primary_direct_subword_payloads,maximum expected direct-subword rank within each completed payload-model record,results/revision_v1/primary_v2/llama3_8b_instruct_q4_k_m/records.jsonl;results/revision_v1/primary_v2/mistral_7b_instruct_v0_3_q4_k_m/records.jsonl;results/revision_v1/primary_v2/qwen2_5_7b_instruct_q4_k_m/records.jsonl,confirmatory_records_descriptive_estimand
direct_rank_pressure,aes256_gcm_base64,qwen2_5_7b_instruct_q4_k_m,9885.0,2036.1,74354.44999999998,1441.0,136178.0,60,60,1,payload_model_pair_maximum_rank,5th_to_95th_observed_percentile_range_plus_observed_max,No codec ceiling,all_primary_direct_subword_payloads,maximum expected direct-subword rank within each completed payload-model record,results/revision_v1/primary_v2/llama3_8b_instruct_q4_k_m/records.jsonl;results/revision_v1/primary_v2/mistral_7b_instruct_v0_3_q4_k_m/records.jsonl;results/revision_v1/primary_v2/qwen2_5_7b_instruct_q4_k_m/records.jsonl,confirmatory_records_descriptive_estimand
direct_rank_pressure,chacha20_poly1305_base64,llama3_8b_instruct_q4_k_m,9639.5,1949.35,50486.649999999994,1601.0,72792.0,60,60,1,payload_model_pair_maximum_rank,5th_to_95th_observed_percentile_range_plus_observed_max,No codec ceiling,all_primary_direct_subword_payloads,maximum expected direct-subword rank within each completed payload-model record,results/revision_v1/primary_v2/llama3_8b_instruct_q4_k_m/records.jsonl;results/revision_v1/primary_v2/mistral_7b_instruct_v0_3_q4_k_m/records.jsonl;results/revision_v1/primary_v2/qwen2_5_7b_instruct_q4_k_m/records.jsonl,confirmatory_records_descriptive_estimand
direct_rank_pressure,chacha20_poly1305_base64,mistral_7b_instruct_v0_3_q4_k_m,2662.0,761.55,15243.899999999989,579.0,29962.0,60,60,1,payload_model_pair_maximum_rank,5th_to_95th_observed_percentile_range_plus_observed_max,No codec ceiling,all_primary_direct_subword_payloads,maximum expected direct-subword rank within each completed payload-model record,results/revision_v1/primary_v2/llama3_8b_instruct_q4_k_m/records.jsonl;results/revision_v1/primary_v2/mistral_7b_instruct_v0_3_q4_k_m/records.jsonl;results/revision_v1/primary_v2/qwen2_5_7b_instruct_q4_k_m/records.jsonl,confirmatory_records_descriptive_estimand
direct_rank_pressure,chacha20_poly1305_base64,qwen2_5_7b_instruct_q4_k_m,6753.5,1464.6,68194.44999999994,1257.0,145498.0,60,60,1,payload_model_pair_maximum_rank,5th_to_95th_observed_percentile_range_plus_observed_max,No codec ceiling,all_primary_direct_subword_payloads,maximum expected direct-subword rank within each completed payload-model record,results/revision_v1/primary_v2/llama3_8b_instruct_q4_k_m/records.jsonl;results/revision_v1/primary_v2/mistral_7b_instruct_v0_3_q4_k_m/records.jsonl;results/revision_v1/primary_v2/qwen2_5_7b_instruct_q4_k_m/records.jsonl,confirmatory_records_descriptive_estimand
direct_rank_pressure,ed25519_signature_base64,llama3_8b_instruct_q4_k_m,10275.5,3058.75,34658.14999999999,1883.0,75262.0,60,60,1,payload_model_pair_maximum_rank,5th_to_95th_observed_percentile_range_plus_observed_max,No codec ceiling,all_primary_direct_subword_payloads,maximum expected direct-subword rank within each completed payload-model record,results/revision_v1/primary_v2/llama3_8b_instruct_q4_k_m/records.jsonl;results/revision_v1/primary_v2/mistral_7b_instruct_v0_3_q4_k_m/records.jsonl;results/revision_v1/primary_v2/qwen2_5_7b_instruct_q4_k_m/records.jsonl,confirmatory_records_descriptive_estimand
direct_rank_pressure,ed25519_signature_base64,mistral_7b_instruct_v0_3_q4_k_m,3075.5,1043.0,14114.199999999995,949.0,28017.0,60,60,1,payload_model_pair_maximum_rank,5th_to_95th_observed_percentile_range_plus_observed_max,No codec ceiling,all_primary_direct_subword_payloads,maximum expected direct-subword rank within each completed payload-model record,results/revision_v1/primary_v2/llama3_8b_instruct_q4_k_m/records.jsonl;results/revision_v1/primary_v2/mistral_7b_instruct_v0_3_q4_k_m/records.jsonl;results/revision_v1/primary_v2/qwen2_5_7b_instruct_q4_k_m/records.jsonl,confirmatory_records_descriptive_estimand
direct_rank_pressure,ed25519_signature_base64,qwen2_5_7b_instruct_q4_k_m,7995.5,1400.8,74965.39999999995,1258.0,111902.0,60,60,1,payload_model_pair_maximum_rank,5th_to_95th_observed_percentile_range_plus_observed_max,No codec ceiling,all_primary_direct_subword_payloads,maximum expected direct-subword rank within each completed payload-model record,results/revision_v1/primary_v2/llama3_8b_instruct_q4_k_m/records.jsonl;results/revision_v1/primary_v2/mistral_7b_instruct_v0_3_q4_k_m/records.jsonl;results/revision_v1/primary_v2/qwen2_5_7b_instruct_q4_k_m/records.jsonl,confirmatory_records_descriptive_estimand
effective_artifact_rate,common_hex_payloads,direct_subword,4.571428571428571,4.125755248335894,7.529411764705882,3.84,8.727272727272727,720,240,3,payload_model_pair,5th_to_95th_observed_percentile_range,"No codec ceiling; maximum observed rank 116,505",balanced_common_support_four_hex_payload_classes,artifact_bit_length divided by forced payload symbols; hex-applicable payload classes only,results/revision_v1/primary_v2/llama3_8b_instruct_q4_k_m/records.jsonl;results/revision_v1/primary_v2/mistral_7b_instruct_v0_3_q4_k_m/records.jsonl;results/revision_v1/primary_v2/qwen2_5_7b_instruct_q4_k_m/records.jsonl,confirmatory_records_descriptive_estimand
effective_artifact_rate,common_hex_payloads,ascii_b8,1.4970760233918128,1.4883720930232558,1.5,1.4883720930232558,1.5,240,240,0,unique_payload,5th_to_95th_observed_percentile_range,Rank ceiling 8,balanced_common_support_four_hex_payload_classes,artifact_bit_length divided by forced payload symbols; hex-applicable payload classes only,results/revision_v1/analysis_inputs/primary_v2/trials.csv,confirmatory_records_descriptive_estimand
effective_artifact_rate,common_hex_payloads,ascii_b16,2.0,2.0,2.0,2.0,2.0,240,240,0,unique_payload,5th_to_95th_observed_percentile_range,Rank ceiling 16,balanced_common_support_four_hex_payload_classes,artifact_bit_length divided by forced payload symbols; hex-applicable payload classes only,results/revision_v1/analysis_inputs/primary_v2/trials.csv,confirmatory_records_descriptive_estimand
