payload_name,payload_kind,payload_byte_length,payload_slice_description,encoding_name,alphabet_size,cover_prompt_name,rank_count,generated_token_count,generated_character_count,exact_recovery,generation_seconds,recovery_seconds,mean_generated_rank,median_generated_rank,p95_generated_rank,max_generated_rank,fraction_generated_rank_le_16,fraction_generated_rank_le_64,model_repo_id,model_filename,model_path_relative,notes,prompt_family,prompt_length_characters,prompt_length_tokens
sha256_public_test_string,sha256_hex,64,full payload,fixed_radix_bits,32,recipe_blog,103,103,465,True,20.358061936000013,19.881739988006302,14.019417475728156,13.0,26.89999999999999,29,0.5922330097087378,1.0,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,exact-copy bounded-rank recovery,recipe,136,24
sha256_public_test_string,sha256_hex,64,full payload,fixed_radix_bits,32,recipe_long_specific,103,103,337,True,26.6354811170022,24.09476475098927,14.019417475728156,13.0,26.89999999999999,29,0.5922330097087378,1.0,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,exact-copy bounded-rank recovery,recipe,836,160
sha256_public_test_string,sha256_hex,64,full payload,fixed_radix_bits,32,biology_long_specific,103,103,401,True,25.444304837001255,23.799000981001882,14.019417475728156,13.0,26.89999999999999,29,0.5922330097087378,1.0,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,exact-copy bounded-rank recovery,biology,808,137
sha256_public_test_string,sha256_hex,64,full payload,fixed_radix_bits,32,car_buying_long_specific,103,103,364,True,29.263026854998316,28.94170774500526,14.019417475728156,13.0,26.89999999999999,29,0.5922330097087378,1.0,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,exact-copy bounded-rank recovery,car_buying,642,111
sha256_public_test_string,sha256_hex,64,full payload,fixed_radix_bits,32,forum_reply,103,103,526,True,25.899508911999874,30.653525427987915,14.019417475728156,13.0,26.89999999999999,29,0.5922330097087378,1.0,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,exact-copy bounded-rank recovery,forum,126,24
sha256_public_test_string,sha256_hex,64,full payload,fixed_radix_bits,64,recipe_blog,86,86,429,True,22.98485172400251,18.645176061996608,28.813953488372093,25.5,54.75,57,0.2441860465116279,1.0,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,exact-copy bounded-rank recovery,recipe,136,24
sha256_public_test_string,sha256_hex,64,full payload,fixed_radix_bits,64,recipe_long_specific,86,86,399,True,23.43855703600275,21.358224429990514,28.813953488372093,25.5,54.75,57,0.2441860465116279,1.0,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,exact-copy bounded-rank recovery,recipe,836,160
sha256_public_test_string,sha256_hex,64,full payload,fixed_radix_bits,64,biology_long_specific,86,86,401,True,22.422769753000466,20.856303110995214,28.813953488372093,25.5,54.75,57,0.2441860465116279,1.0,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,exact-copy bounded-rank recovery,biology,808,137
sha256_public_test_string,sha256_hex,64,full payload,fixed_radix_bits,64,car_buying_long_specific,86,86,326,True,20.473819189995993,19.656194723997032,28.813953488372093,25.5,54.75,57,0.2441860465116279,1.0,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,exact-copy bounded-rank recovery,car_buying,642,111
sha256_public_test_string,sha256_hex,64,full payload,fixed_radix_bits,64,forum_reply,86,86,388,True,17.561936350000906,16.094479652994778,28.813953488372093,25.5,54.75,57,0.2441860465116279,1.0,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,exact-copy bounded-rank recovery,forum,126,24
random_128_bit_hex,random_hex,32,full payload,fixed_radix_bits,8,recipe_blog,86,86,349,True,17.57292592599697,16.5658135900012,4.1976744186046515,4.0,7.0,7,1.0,1.0,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,exact-copy bounded-rank recovery,recipe,136,24
random_128_bit_hex,random_hex,32,full payload,fixed_radix_bits,8,recipe_long_specific,86,86,422,True,22.88234749500407,21.16370748099871,4.1976744186046515,4.0,7.0,7,1.0,1.0,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,exact-copy bounded-rank recovery,recipe,836,160
random_128_bit_hex,random_hex,32,full payload,fixed_radix_bits,8,biology_long_specific,86,86,444,True,21.678156897993176,20.549827608003397,4.1976744186046515,4.0,7.0,7,1.0,1.0,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,exact-copy bounded-rank recovery,biology,808,137
random_128_bit_hex,random_hex,32,full payload,fixed_radix_bits,8,car_buying_long_specific,86,86,342,True,21.104146928992122,19.974012547012535,4.1976744186046515,4.0,7.0,7,1.0,1.0,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,exact-copy bounded-rank recovery,car_buying,642,111
random_128_bit_hex,random_hex,32,full payload,fixed_radix_bits,8,forum_reply,86,86,429,True,17.541452676989138,16.428808161988854,4.1976744186046515,4.0,7.0,7,1.0,1.0,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,exact-copy bounded-rank recovery,forum,126,24
random_128_bit_hex,random_hex,32,full payload,fixed_radix_bits,16,recipe_blog,64,64,274,True,14.025793190012337,12.446993459001533,4.6875,4.0,7.0,10,1.0,1.0,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,exact-copy bounded-rank recovery,recipe,136,24
random_128_bit_hex,random_hex,32,full payload,fixed_radix_bits,16,recipe_long_specific,64,64,265,True,18.496856366997235,17.746758815002977,4.6875,4.0,7.0,10,1.0,1.0,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,exact-copy bounded-rank recovery,recipe,836,160
random_128_bit_hex,random_hex,32,full payload,fixed_radix_bits,16,biology_long_specific,64,64,312,True,18.12178956498974,16.70823190199735,4.6875,4.0,7.0,10,1.0,1.0,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,exact-copy bounded-rank recovery,biology,808,137
random_128_bit_hex,random_hex,32,full payload,fixed_radix_bits,16,car_buying_long_specific,64,64,276,True,16.43137978798768,16.03967642999487,4.6875,4.0,7.0,10,1.0,1.0,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,exact-copy bounded-rank recovery,car_buying,642,111
random_128_bit_hex,random_hex,32,full payload,fixed_radix_bits,16,forum_reply,64,64,310,True,13.229479176006862,12.492561225997633,4.6875,4.0,7.0,10,1.0,1.0,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,exact-copy bounded-rank recovery,forum,126,24
random_128_bit_hex,random_hex,32,full payload,fixed_radix_bits,32,recipe_blog,52,52,214,True,10.866792444998282,10.473143238996272,14.923076923076923,14.0,26.0,29,0.5192307692307693,1.0,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,exact-copy bounded-rank recovery,recipe,136,24
random_128_bit_hex,random_hex,32,full payload,fixed_radix_bits,32,recipe_long_specific,52,52,238,True,16.27832123899134,15.061905795999337,14.923076923076923,14.0,26.0,29,0.5192307692307693,1.0,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,exact-copy bounded-rank recovery,recipe,836,160
random_128_bit_hex,random_hex,32,full payload,fixed_radix_bits,32,biology_long_specific,52,52,254,True,15.100874448005925,15.172168631004752,14.923076923076923,14.0,26.0,29,0.5192307692307693,1.0,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,exact-copy bounded-rank recovery,biology,808,137
random_128_bit_hex,random_hex,32,full payload,fixed_radix_bits,32,car_buying_long_specific,52,52,256,True,14.328232422005385,13.512376824000967,14.923076923076923,14.0,26.0,29,0.5192307692307693,1.0,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,exact-copy bounded-rank recovery,car_buying,642,111
random_128_bit_hex,random_hex,32,full payload,fixed_radix_bits,32,forum_reply,52,52,224,True,10.878119900997262,10.142666379993898,14.923076923076923,14.0,26.0,29,0.5192307692307693,1.0,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,exact-copy bounded-rank recovery,forum,126,24
random_128_bit_hex,random_hex,32,full payload,fixed_radix_bits,64,recipe_blog,43,43,144,True,9.621488489996409,8.643581994998385,27.41860465116279,21.0,55.0,55,0.4186046511627907,1.0,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,exact-copy bounded-rank recovery,recipe,136,24
random_128_bit_hex,random_hex,32,full payload,fixed_radix_bits,64,recipe_long_specific,43,43,175,True,13.98905716999434,13.798667893002857,27.41860465116279,21.0,55.0,55,0.4186046511627907,1.0,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,exact-copy bounded-rank recovery,recipe,836,160
random_128_bit_hex,random_hex,32,full payload,fixed_radix_bits,64,biology_long_specific,43,43,220,True,13.473031260000425,13.646809008001583,27.41860465116279,21.0,55.0,55,0.4186046511627907,1.0,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,exact-copy bounded-rank recovery,biology,808,137
random_128_bit_hex,random_hex,32,full payload,fixed_radix_bits,64,car_buying_long_specific,43,43,267,True,12.265335179996327,12.098108574995422,27.41860465116279,21.0,55.0,55,0.4186046511627907,1.0,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,exact-copy bounded-rank recovery,car_buying,642,111
random_128_bit_hex,random_hex,32,full payload,fixed_radix_bits,64,forum_reply,43,43,190,True,9.018320766001125,8.501509303008788,27.41860465116279,21.0,55.0,55,0.4186046511627907,1.0,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,exact-copy bounded-rank recovery,forum,126,24
synthetic_uuid_v4_like,uuid,36,full payload,fixed_radix_bits,8,recipe_blog,96,96,391,True,19.45879437700205,18.352919177996228,4.229166666666667,4.0,7.0,8,1.0,1.0,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,exact-copy bounded-rank recovery,recipe,136,24
synthetic_uuid_v4_like,uuid,36,full payload,fixed_radix_bits,8,recipe_long_specific,96,96,421,True,24.17125324299559,23.28060187000665,4.229166666666667,4.0,7.0,8,1.0,1.0,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,exact-copy bounded-rank recovery,recipe,836,160
synthetic_uuid_v4_like,uuid,36,full payload,fixed_radix_bits,8,biology_long_specific,96,96,542,True,23.708459874003893,22.813415502998396,4.229166666666667,4.0,7.0,8,1.0,1.0,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,exact-copy bounded-rank recovery,biology,808,137
synthetic_uuid_v4_like,uuid,36,full payload,fixed_radix_bits,8,car_buying_long_specific,96,96,424,True,22.80318334599724,21.359571850000066,4.229166666666667,4.0,7.0,8,1.0,1.0,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,exact-copy bounded-rank recovery,car_buying,642,111
synthetic_uuid_v4_like,uuid,36,full payload,fixed_radix_bits,8,forum_reply,96,96,412,True,19.49501156900078,18.11822837800719,4.229166666666667,4.0,7.0,8,1.0,1.0,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,exact-copy bounded-rank recovery,forum,126,24
synthetic_uuid_v4_like,uuid,36,full payload,fixed_radix_bits,16,recipe_blog,72,72,305,True,14.959956096005044,13.653092405002099,5.694444444444445,5.0,11.800000000000011,14,1.0,1.0,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,exact-copy bounded-rank recovery,recipe,136,24
synthetic_uuid_v4_like,uuid,36,full payload,fixed_radix_bits,16,recipe_long_specific,72,72,347,True,20.10093978700752,19.24082146200817,5.694444444444445,5.0,11.800000000000011,14,1.0,1.0,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,exact-copy bounded-rank recovery,recipe,836,160
synthetic_uuid_v4_like,uuid,36,full payload,fixed_radix_bits,16,biology_long_specific,72,72,342,True,18.538282088993583,18.105006074008998,5.694444444444445,5.0,11.800000000000011,14,1.0,1.0,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,exact-copy bounded-rank recovery,biology,808,137
synthetic_uuid_v4_like,uuid,36,full payload,fixed_radix_bits,16,car_buying_long_specific,72,72,328,True,18.334953597004642,17.4905767240125,5.694444444444445,5.0,11.800000000000011,14,1.0,1.0,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,exact-copy bounded-rank recovery,car_buying,642,111
synthetic_uuid_v4_like,uuid,36,full payload,fixed_radix_bits,16,forum_reply,72,72,343,True,14.763916968004196,14.22421634499915,5.694444444444445,5.0,11.800000000000011,14,1.0,1.0,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,exact-copy bounded-rank recovery,forum,126,24
synthetic_uuid_v4_like,uuid,36,full payload,fixed_radix_bits,32,recipe_blog,58,58,249,True,12.08165179300704,11.560232447998715,13.793103448275861,12.0,27.15,29,0.6379310344827587,1.0,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,exact-copy bounded-rank recovery,recipe,136,24
synthetic_uuid_v4_like,uuid,36,full payload,fixed_radix_bits,32,recipe_long_specific,58,58,288,True,17.438406063010916,17.003256967000198,13.793103448275861,12.0,27.15,29,0.6379310344827587,1.0,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,exact-copy bounded-rank recovery,recipe,836,160
synthetic_uuid_v4_like,uuid,36,full payload,fixed_radix_bits,32,biology_long_specific,58,58,351,True,16.713566741993418,16.013322004990187,13.793103448275861,12.0,27.15,29,0.6379310344827587,1.0,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,exact-copy bounded-rank recovery,biology,808,137
synthetic_uuid_v4_like,uuid,36,full payload,fixed_radix_bits,32,car_buying_long_specific,58,58,212,True,15.91890773299383,14.888131783998688,13.793103448275861,12.0,27.15,29,0.6379310344827587,1.0,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,exact-copy bounded-rank recovery,car_buying,642,111
synthetic_uuid_v4_like,uuid,36,full payload,fixed_radix_bits,32,forum_reply,58,58,273,True,12.07580880500609,11.432521228998667,13.793103448275861,12.0,27.15,29,0.6379310344827587,1.0,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,exact-copy bounded-rank recovery,forum,126,24
synthetic_uuid_v4_like,uuid,36,full payload,fixed_radix_bits,64,recipe_blog,48,48,223,True,10.396026208996773,9.754586605005898,29.479166666666668,26.0,53.0,58,0.22916666666666666,1.0,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,exact-copy bounded-rank recovery,recipe,136,24
synthetic_uuid_v4_like,uuid,36,full payload,fixed_radix_bits,64,recipe_long_specific,48,48,241,True,15.604808754011174,15.894720668002265,29.479166666666668,26.0,53.0,58,0.22916666666666666,1.0,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,exact-copy bounded-rank recovery,recipe,836,160
synthetic_uuid_v4_like,uuid,36,full payload,fixed_radix_bits,64,biology_long_specific,48,48,286,True,14.24193435399502,13.735191938001662,29.479166666666668,26.0,53.0,58,0.22916666666666666,1.0,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,exact-copy bounded-rank recovery,biology,808,137
synthetic_uuid_v4_like,uuid,36,full payload,fixed_radix_bits,64,car_buying_long_specific,48,48,197,True,14.549005979002686,13.390434845001437,29.479166666666668,26.0,53.0,58,0.22916666666666666,1.0,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,exact-copy bounded-rank recovery,car_buying,642,111
synthetic_uuid_v4_like,uuid,36,full payload,fixed_radix_bits,64,forum_reply,48,48,258,True,9.95238975698885,9.518790884991176,29.479166666666668,26.0,53.0,58,0.22916666666666666,1.0,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,exact-copy bounded-rank recovery,forum,126,24
