evaluation_id,source_work_id,generator_model_id,evaluator_model_id,source_record_type,protocol_variant,text_view,text_sha256_evaluator,text_sha256_statistics,text_sha256_exact,source_type_exact,confirmatory_pooling_eligible
heldout_eval_smoke_v3_payload_fidelity_v2__c74cc4c0ae9f1121de1ba643,revision_v1_smoke_v3_payload_fidelity_v2__bda3e13574df8e4390e6,llama3_8b_instruct_q4_k_m,qwen2_5_7b_instruct_q4_k_m,ordinary_control,ordinary_llm_control_full_message,full_message,0287a246ffc45d650bbb3578c5f6d71de82c9c4be73bdf9e8ee8664c44031e3c,0287a246ffc45d650bbb3578c5f6d71de82c9c4be73bdf9e8ee8664c44031e3c,True,True,False
heldout_eval_smoke_v3_payload_fidelity_v2__492a9d812ba19cf240b313a3,revision_v1_smoke_v3_payload_fidelity_v2__bf163a5377578525297b,llama3_8b_instruct_q4_k_m,qwen2_5_7b_instruct_q4_k_m,ordinary_control,ordinary_llm_control_forced_span,forced_span,b264596d627c9aa3d532ae19609dd3e6a68cf5442874c72eba7f9033bef8a4d3,b264596d627c9aa3d532ae19609dd3e6a68cf5442874c72eba7f9033bef8a4d3,True,True,False
heldout_eval_smoke_v3_payload_fidelity_v2__7bcf4b453c61dab6beb6fbf0,revision_v1_smoke_v3_payload_fidelity_v2__d27018e769db5eeecd4b,llama3_8b_instruct_q4_k_m,qwen2_5_7b_instruct_q4_k_m,rankcloak_trial,nonseg_hex_nibble_b16,full_message,bf6becd2b101b6505c85e8cfba12a3d38450cd6e6f3eec696387886a49a49ce9,bf6becd2b101b6505c85e8cfba12a3d38450cd6e6f3eec696387886a49a49ce9,True,True,False
heldout_eval_smoke_v3_payload_fidelity_v2__354499f103c1ffb3b0762649,revision_v1_smoke_v3_payload_fidelity_v2__d309ed729f2401a90685,llama3_8b_instruct_q4_k_m,qwen2_5_7b_instruct_q4_k_m,ordinary_control,ordinary_llm_control_full_message,full_message,466be3c32e9559884e159030845fb35db774dc6cfb3fed2378d1d6cad4d10498,466be3c32e9559884e159030845fb35db774dc6cfb3fed2378d1d6cad4d10498,True,True,False
heldout_eval_smoke_v3_payload_fidelity_v2__e92da088b3bae5c1885e4d47,revision_v1_smoke_v3_payload_fidelity_v2__d53e995d36a6db3c6327,llama3_8b_instruct_q4_k_m,qwen2_5_7b_instruct_q4_k_m,ordinary_control,ordinary_llm_control_forced_span,forced_span,eb6bfce449295b7ff1b88a18dba771dcc5903c82da03af482b153c250d91d472,eb6bfce449295b7ff1b88a18dba771dcc5903c82da03af482b153c250d91d472,True,True,False
heldout_eval_smoke_v3_payload_fidelity_v2__2ea7a5d490d61ed95d316b78,revision_v1_smoke_v3_payload_fidelity_v2__e72534365baa8895bae0,llama3_8b_instruct_q4_k_m,qwen2_5_7b_instruct_q4_k_m,rankcloak_trial,nonseg_ascii_b8,full_message,55935b814b73440c423d397b8893fd9ae491c033997122b21a54e4d476890e0c,55935b814b73440c423d397b8893fd9ae491c033997122b21a54e4d476890e0c,True,True,False
heldout_eval_smoke_v3_payload_fidelity_v2__db472bc7cbf1380e95db50e2,revision_v1_smoke_v3_payload_fidelity_v2__e9eccb6fef0e27a39e65,llama3_8b_instruct_q4_k_m,qwen2_5_7b_instruct_q4_k_m,rankcloak_trial,segmented_hex_multi_topic,full_message,99ecbddd35d830cc96fb7d287ab9254c9f298a7ee3356959ba15217ba136d216,99ecbddd35d830cc96fb7d287ab9254c9f298a7ee3356959ba15217ba136d216,True,True,False
heldout_eval_smoke_v3_payload_fidelity_v2__87380ac9362d2e5b7acdac60,revision_v1_smoke_v3_payload_fidelity_v2__f76b627129a01c577058,llama3_8b_instruct_q4_k_m,qwen2_5_7b_instruct_q4_k_m,rankcloak_trial,segmented_hex_multi_topic,full_message,fc0e93770b529d8157883a8d42c282f42d7b4e1e081b7568d33baad2d0efdc15,fc0e93770b529d8157883a8d42c282f42d7b4e1e081b7568d33baad2d0efdc15,True,True,False
heldout_eval_smoke_v3_payload_fidelity_v2__c76f71ff8ba2ca55927cf45b,revision_v1_smoke_v3_payload_fidelity_v2__ff4b914cb34447562283,llama3_8b_instruct_q4_k_m,qwen2_5_7b_instruct_q4_k_m,ordinary_control,ordinary_llm_control_forced_span,forced_span,220cdbdb72435ce5470a5cdf02828fdc0f6b9d4e79e6d6f8cbf76d50b6715667,220cdbdb72435ce5470a5cdf02828fdc0f6b9d4e79e6d6f8cbf76d50b6715667,True,True,False
heldout_eval_smoke_v3_payload_fidelity_v2__caedb21482ce593cc368c78a,revision_v1_smoke_v3_payload_fidelity_v2__0cf89a9a27976482a8c8,mistral_7b_instruct_v0_3_q4_k_m,llama3_8b_instruct_q4_k_m,ordinary_control,ordinary_llm_control_forced_span,forced_span,a32b31343e9cec94e407eca83c9f890f35c8fbbc4626919c93324e58587e1ec8,a32b31343e9cec94e407eca83c9f890f35c8fbbc4626919c93324e58587e1ec8,True,True,False
heldout_eval_smoke_v3_payload_fidelity_v2__fb2e1859eecacd269149eaba,revision_v1_smoke_v3_payload_fidelity_v2__1c415e4be5f39149c915,mistral_7b_instruct_v0_3_q4_k_m,llama3_8b_instruct_q4_k_m,ordinary_control,ordinary_llm_control_forced_span,forced_span,40098fb3533704a9ccff28c9deef608cb1470c63f747d2bd48198b957871250c,40098fb3533704a9ccff28c9deef608cb1470c63f747d2bd48198b957871250c,True,True,False
heldout_eval_smoke_v3_payload_fidelity_v2__309c8f536e083db332f0f3a4,revision_v1_smoke_v3_payload_fidelity_v2__223c8cb8ccd99b539e82,mistral_7b_instruct_v0_3_q4_k_m,llama3_8b_instruct_q4_k_m,rankcloak_trial,segmented_hex_multi_topic,full_message,9d6727fb6a8f3c4b421b68a44b5ddc9b775b74101da8b554c4a1d064fb265437,9d6727fb6a8f3c4b421b68a44b5ddc9b775b74101da8b554c4a1d064fb265437,True,True,False
heldout_eval_smoke_v3_payload_fidelity_v2__01b86c894009d4ebada43030,revision_v1_smoke_v3_payload_fidelity_v2__37841d0b6b37423f4d86,mistral_7b_instruct_v0_3_q4_k_m,llama3_8b_instruct_q4_k_m,ordinary_control,ordinary_llm_control_full_message,full_message,2c3cfe6156e6dcc0ec210126395908c4cf4e1c09c678320bbdf15c518c8766ae,2c3cfe6156e6dcc0ec210126395908c4cf4e1c09c678320bbdf15c518c8766ae,True,True,False
heldout_eval_smoke_v3_payload_fidelity_v2__1e05106fb04bc9b6cff5f2bd,revision_v1_smoke_v3_payload_fidelity_v2__5c0057f4938b97a1a9ee,mistral_7b_instruct_v0_3_q4_k_m,llama3_8b_instruct_q4_k_m,rankcloak_trial,segmented_hex_multi_topic,full_message,d1558cf76502f876d98e191e5d8e041d4ac7cf394d1073f2f05557d5b593726a,d1558cf76502f876d98e191e5d8e041d4ac7cf394d1073f2f05557d5b593726a,True,True,False
heldout_eval_smoke_v3_payload_fidelity_v2__ef2b79c5d8437b255a0b24bd,revision_v1_smoke_v3_payload_fidelity_v2__5da56d4d1443d61c5619,mistral_7b_instruct_v0_3_q4_k_m,llama3_8b_instruct_q4_k_m,ordinary_control,ordinary_llm_control_forced_span,forced_span,8fff7f67e692830d14f6c7bdaa12513b6edf51c8e083ea94c5c94a9fa0bb3411,8fff7f67e692830d14f6c7bdaa12513b6edf51c8e083ea94c5c94a9fa0bb3411,True,True,False
heldout_eval_smoke_v3_payload_fidelity_v2__8e6557ab80ee7b2ca2a5669f,revision_v1_smoke_v3_payload_fidelity_v2__789e2d24f36dc344d3f8,mistral_7b_instruct_v0_3_q4_k_m,llama3_8b_instruct_q4_k_m,ordinary_control,ordinary_llm_control_full_message,full_message,78baa5b3a7ae369aa153979c1fa44fe30e4066cb131430d1b0899d14e8c7d221,78baa5b3a7ae369aa153979c1fa44fe30e4066cb131430d1b0899d14e8c7d221,True,True,False
heldout_eval_smoke_v3_payload_fidelity_v2__9398a3cd1d5d1259d47dfb54,revision_v1_smoke_v3_payload_fidelity_v2__79313d567cab6c769ae2,mistral_7b_instruct_v0_3_q4_k_m,llama3_8b_instruct_q4_k_m,rankcloak_trial,direct_subword_calgacus,full_message,6d9a37d3e30926995f761dadd74f877620bf2e0c19ce0c1098e35a3443afd84b,6d9a37d3e30926995f761dadd74f877620bf2e0c19ce0c1098e35a3443afd84b,True,True,False
heldout_eval_smoke_v3_payload_fidelity_v2__a08aee4f18b6b877f443d470,revision_v1_smoke_v3_payload_fidelity_v2__7ae6fbb5b82766f317eb,mistral_7b_instruct_v0_3_q4_k_m,llama3_8b_instruct_q4_k_m,rankcloak_trial,segmented_hex_multi_topic,full_message,ac005e574ca1a4be29c8e3bf7a73f93e5227182dfe47ba38188707735aef141b,ac005e574ca1a4be29c8e3bf7a73f93e5227182dfe47ba38188707735aef141b,True,True,False
heldout_eval_smoke_v3_payload_fidelity_v2__12c92f3080a7b3b27e57ecbd,revision_v1_smoke_v3_payload_fidelity_v2__8033ca4a553d719e4dc1,mistral_7b_instruct_v0_3_q4_k_m,llama3_8b_instruct_q4_k_m,rankcloak_trial,segmented_hex_single_topic,full_message,d7f11e92662d7f0c1fb1fca69ada2abde2702897f14c057b62c7f9fccdc840b0,d7f11e92662d7f0c1fb1fca69ada2abde2702897f14c057b62c7f9fccdc840b0,True,True,False
heldout_eval_smoke_v3_payload_fidelity_v2__39602d1382ffab012ec091ad,revision_v1_smoke_v3_payload_fidelity_v2__881975d6d4f6c002b639,mistral_7b_instruct_v0_3_q4_k_m,llama3_8b_instruct_q4_k_m,ordinary_control,ordinary_llm_control_full_message,full_message,4ba9ad0afab26e8c79f5dcd3bf835fc0d95136c5de687cbb519209e98659d26e,4ba9ad0afab26e8c79f5dcd3bf835fc0d95136c5de687cbb519209e98659d26e,True,True,False
heldout_eval_smoke_v3_payload_fidelity_v2__4ca97244b5c12858774c65df,revision_v1_smoke_v3_payload_fidelity_v2__8a88b27e611eba7a3043,mistral_7b_instruct_v0_3_q4_k_m,llama3_8b_instruct_q4_k_m,rankcloak_trial,nonseg_hex_nibble_b16,full_message,efdc56c5d23917945d568c69f7ea583c955b64bca3b757a5e23987c85a131b97,efdc56c5d23917945d568c69f7ea583c955b64bca3b757a5e23987c85a131b97,True,True,False
heldout_eval_smoke_v3_payload_fidelity_v2__2b63e67ee3cb172a3ad2d5db,revision_v1_smoke_v3_payload_fidelity_v2__972a6e4f44ebbba9f6ea,mistral_7b_instruct_v0_3_q4_k_m,llama3_8b_instruct_q4_k_m,ordinary_control,ordinary_llm_control_full_message,full_message,5e9a1dd762a5d20b6d5dc0cb7605b53e4264ec790ff7b58cbcd4169edd974fe2,5e9a1dd762a5d20b6d5dc0cb7605b53e4264ec790ff7b58cbcd4169edd974fe2,True,True,False
heldout_eval_smoke_v3_payload_fidelity_v2__3d86e275558979e947954b29,revision_v1_smoke_v3_payload_fidelity_v2__9891ba7a7fae88231142,mistral_7b_instruct_v0_3_q4_k_m,llama3_8b_instruct_q4_k_m,ordinary_control,ordinary_llm_control_full_message,full_message,7d72f2b18ae65da6ae9488b9bcd6c20a3a4b99a3899793dc2462f011b768be67,7d72f2b18ae65da6ae9488b9bcd6c20a3a4b99a3899793dc2462f011b768be67,True,True,False
heldout_eval_smoke_v3_payload_fidelity_v2__dc9ab8c5caae7e08b0a1d44a,revision_v1_smoke_v3_payload_fidelity_v2__9f0dedb028d564723ca7,mistral_7b_instruct_v0_3_q4_k_m,llama3_8b_instruct_q4_k_m,ordinary_control,ordinary_llm_control_forced_span,forced_span,fc1509d608b5cdec0db855c0e855d1428d9f9ad3e18a43df4c5812b61c201398,fc1509d608b5cdec0db855c0e855d1428d9f9ad3e18a43df4c5812b61c201398,True,True,False
heldout_eval_smoke_v3_payload_fidelity_v2__1fcf03914e38ff3d0e53f3f1,revision_v1_smoke_v3_payload_fidelity_v2__9ff53d663dbb353dabce,mistral_7b_instruct_v0_3_q4_k_m,llama3_8b_instruct_q4_k_m,ordinary_control,ordinary_llm_control_full_message,full_message,7f708a33011b13d5babd00d4fed386b0908cc275f52205a3ced3bcf924a673a0,7f708a33011b13d5babd00d4fed386b0908cc275f52205a3ced3bcf924a673a0,True,True,False
heldout_eval_smoke_v3_payload_fidelity_v2__299e2dd6ce11a85c79749be5,revision_v1_smoke_v3_payload_fidelity_v2__a5af87e7b0581c8580ed,mistral_7b_instruct_v0_3_q4_k_m,llama3_8b_instruct_q4_k_m,ordinary_control,ordinary_llm_control_forced_span,forced_span,6ed2f705ffd8eaf300628c16660126bcee192b431c6e74c02f58f6aac31187b7,6ed2f705ffd8eaf300628c16660126bcee192b431c6e74c02f58f6aac31187b7,True,True,False
heldout_eval_smoke_v3_payload_fidelity_v2__7b33b1de24e4e5b349d9fc3f,revision_v1_smoke_v3_payload_fidelity_v2__a6978e1928837feca88c,mistral_7b_instruct_v0_3_q4_k_m,llama3_8b_instruct_q4_k_m,rankcloak_trial,segmented_hex_multi_topic,full_message,110ad3469a26dd8127f38288b34dbc9e91457b7132aca60e37d084142c661ee0,110ad3469a26dd8127f38288b34dbc9e91457b7132aca60e37d084142c661ee0,True,True,False
heldout_eval_smoke_v3_payload_fidelity_v2__eded8df98f1cb3943fd9679e,revision_v1_smoke_v3_payload_fidelity_v2__a99987ccb266fd39176d,mistral_7b_instruct_v0_3_q4_k_m,llama3_8b_instruct_q4_k_m,ordinary_control,ordinary_llm_control_full_message,full_message,02f493d4ac7c56a0801b09d889944c45e2bff59f9cf6e6902ef5719735d3e0f0,02f493d4ac7c56a0801b09d889944c45e2bff59f9cf6e6902ef5719735d3e0f0,True,True,False
heldout_eval_smoke_v3_payload_fidelity_v2__1141c3c38fdb2c908587c70c,revision_v1_smoke_v3_payload_fidelity_v2__b44e3604bdc01bed7c71,mistral_7b_instruct_v0_3_q4_k_m,llama3_8b_instruct_q4_k_m,ordinary_control,ordinary_llm_control_full_message,full_message,6b1fa8382c7bfb3c57e889dc07962c6c27bfa2b5c33fda816d2df2d5cb4a00a6,6b1fa8382c7bfb3c57e889dc07962c6c27bfa2b5c33fda816d2df2d5cb4a00a6,True,True,False
heldout_eval_smoke_v3_payload_fidelity_v2__97725c4f2f10888fb5b07245,revision_v1_smoke_v3_payload_fidelity_v2__b5f8eb8525c32529d88e,mistral_7b_instruct_v0_3_q4_k_m,llama3_8b_instruct_q4_k_m,ordinary_control,ordinary_llm_control_forced_span,forced_span,942dd0f49d8be8afdf41c3e1f027c170fa3143c3cf692331f402df2db9a13ea8,942dd0f49d8be8afdf41c3e1f027c170fa3143c3cf692331f402df2db9a13ea8,True,True,False
heldout_eval_smoke_v3_payload_fidelity_v2__b97817265c3ca23a784a2c84,revision_v1_smoke_v3_payload_fidelity_v2__b6c60832b6aa82f9e5f4,mistral_7b_instruct_v0_3_q4_k_m,llama3_8b_instruct_q4_k_m,ordinary_control,ordinary_llm_control_full_message,full_message,ac293b6d469bc61a3abdd70b53c9e1a9bc3fff80e848a647a6daa08974302a97,ac293b6d469bc61a3abdd70b53c9e1a9bc3fff80e848a647a6daa08974302a97,True,True,False
heldout_eval_smoke_v3_payload_fidelity_v2__a891cb16acdbcd188692e284,revision_v1_smoke_v3_payload_fidelity_v2__cc404a3cf444ae761fcf,mistral_7b_instruct_v0_3_q4_k_m,llama3_8b_instruct_q4_k_m,rankcloak_trial,segmented_hex_multi_topic,full_message,69b8f6c9ac705c1f04b722d5ad217a6f7f69a1a4671cde0150144cb1fae93eb5,69b8f6c9ac705c1f04b722d5ad217a6f7f69a1a4671cde0150144cb1fae93eb5,True,True,False
heldout_eval_smoke_v3_payload_fidelity_v2__cb77ec021f3a43dd28f06814,revision_v1_smoke_v3_payload_fidelity_v2__dd28ca4a1342cecd37d6,mistral_7b_instruct_v0_3_q4_k_m,llama3_8b_instruct_q4_k_m,ordinary_control,ordinary_llm_control_full_message,full_message,912cb27115df7999f6fa46ca06b94ed4dbe92935f91521d2ec28b5f89a88b2c8,912cb27115df7999f6fa46ca06b94ed4dbe92935f91521d2ec28b5f89a88b2c8,True,True,False
heldout_eval_smoke_v3_payload_fidelity_v2__ac08b9abfaa26aaab93c5ad1,revision_v1_smoke_v3_payload_fidelity_v2__e1ea92a57efe11f94c71,mistral_7b_instruct_v0_3_q4_k_m,llama3_8b_instruct_q4_k_m,rankcloak_trial,nonseg_ascii_b8,full_message,a58c92dd9fa94ca30ea67504eac19c2f49060d9fd224874709df77793cb834cc,a58c92dd9fa94ca30ea67504eac19c2f49060d9fd224874709df77793cb834cc,True,True,False
