source_type,model_id,protocol_variant,view,n_payload_trial_views,n_payloads,mean_source_mean_log_probability,mean_flesch_reading_ease_heuristic,mean_flesch_kincaid_grade_heuristic,mean_coleman_liau_index,mean_unique_word_fraction,mean_repeated_bigram_fraction,mean_surface_flag_total,mean_tfidf_prompt_similarity,human_rating_substitute,evidence_status,confirmatory_pooling_eligible
rankcloak,mistral_7b_instruct_v0_3_q4_k_m,nonseg_ascii_b8,forced_span,1,1,-3.8263864490349087,35.91379310344831,15.454482758620689,10.754482758620682,0.8448275862068966,0.0175438596491228,2.0,0.0169081823631584,False,exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,False
rankcloak,mistral_7b_instruct_v0_3_q4_k_m,nonseg_ascii_b8,full_message,1,1,-3.8263864490349087,35.91379310344831,15.454482758620689,10.754482758620682,0.8448275862068966,0.0175438596491228,2.0,0.0169081823631584,False,exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,False
rankcloak,mistral_7b_instruct_v0_3_q4_k_m,nonseg_hex_nibble_b16,forced_span,1,1,-5.347011722915165,65.16823529411766,8.39294117647059,6.670588235294115,1.0,0.0,1.0,0.031689811749357,False,exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,False
rankcloak,mistral_7b_instruct_v0_3_q4_k_m,nonseg_hex_nibble_b16,full_message,1,1,-5.347011722915165,65.16823529411766,8.39294117647059,6.670588235294115,1.0,0.0,1.0,0.031689811749357,False,exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,False
rankcloak,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_multi_topic,forced_span,6,6,-5.557803812720143,32.26813360323889,14.907160443047061,12.904106376278941,0.9503208597735474,0.0,2.5,0.04346436973438727,False,exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,False
rankcloak,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_multi_topic,full_message,6,6,-1.892279992538208,61.46489499392742,8.576017034070569,9.637043957201149,0.7197900487034355,0.04601648043457072,0.8333333333333334,0.12088276036867328,False,exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,False
rankcloak,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_single_topic,forced_span,1,1,-4.912280988133593,58.42913043478264,10.823478260869567,8.22260869565217,0.9130434782608696,0.0,1.0,0.0402648190597884,False,exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,False
rankcloak,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_single_topic,full_message,1,1,-1.5151790709705515,59.513000000000005,8.507428571428576,9.940400000000004,0.73,0.0707070707070707,0.0,0.0214584677742372,False,exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,False
rankcloak,qwen2_5_7b_instruct_q4_k_m,direct_subword_calgacus,forced_span,1,1,-6.920611851177172,66.82705882352944,8.161568627450979,8.51529411764706,0.9411764705882352,0.0,3.0,0.0260740274159498,False,exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,False
rankcloak,qwen2_5_7b_instruct_q4_k_m,direct_subword_calgacus,full_message,1,1,-6.920611851177172,66.82705882352944,8.161568627450979,8.51529411764706,0.9411764705882352,0.0,3.0,0.0260740274159498,False,exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,False
rankcloak,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b16,forced_span,1,1,-4.264520432753696,30.67275442477876,15.999181415929204,15.310088495575217,0.8141592920353983,0.0089285714285713,2.0,0.0110537444959815,False,exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,False
rankcloak,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b16,full_message,1,1,-4.264520432753696,30.67275442477876,15.999181415929204,15.310088495575217,0.8141592920353983,0.0089285714285713,2.0,0.0110537444959815,False,exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,False
rankcloak,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b8,forced_span,1,1,-3.5489373117361374,56.18555555555557,12.130123456790129,8.293333333333337,0.8024691358024691,0.0,2.0,0.0734226829008733,False,exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,False
rankcloak,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b8,full_message,1,1,-3.5489373117361374,56.18555555555557,12.130123456790129,8.293333333333337,0.8024691358024691,0.0,2.0,0.0734226829008733,False,exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,False
rankcloak,qwen2_5_7b_instruct_q4_k_m,nonseg_hex_nibble_b16,forced_span,1,1,-5.3346084361608845,44.57500000000002,10.520000000000003,15.895714285714288,0.8928571428571429,0.0,1.0,0.0665351875993024,False,exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,False
rankcloak,qwen2_5_7b_instruct_q4_k_m,nonseg_hex_nibble_b16,full_message,1,1,-5.3346084361608845,44.57500000000002,10.520000000000003,15.895714285714288,0.8928571428571429,0.0,1.0,0.0665351875993024,False,exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,False
rankcloak,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,forced_span,7,7,-5.898180094923802,38.08692664147001,11.407211008805437,13.907806977336387,0.9477489177489177,0.0,2.2857142857142856,0.040018512567715034,False,exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,False
rankcloak,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,full_message,7,7,-1.971425086901995,55.313033408630254,9.202908062885987,10.243569797912501,0.6677257391964114,0.0666725963677027,1.1428571428571428,0.13118164930056064,False,exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,False
rankcloak,qwen2_5_7b_instruct_q4_k_m,segmented_hex_single_topic,forced_span,1,1,-5.543460512091176,25.06864406779664,24.420000000000005,11.703050847457622,0.847457627118644,0.0,3.0,0.0695951890761301,False,exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,False
rankcloak,qwen2_5_7b_instruct_q4_k_m,segmented_hex_single_topic,full_message,1,1,-1.2766067780163954,71.21616928446772,7.845123410620793,8.801884816753926,0.5078534031413613,0.1049868766404199,0.0,0.2634884365137502,False,exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,False
