source_stage,runtime_scope,model_id,protocol_variant,hardware_id,outcome,analysis_unit,mean,standard_deviation,median,n_payloads,bootstrap_resamples_requested,ci_low,ci_high,bootstrap_resamples_valid,confidence_level
multilingual_v2,trial,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b16,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,generation_seconds,payload,7.434742411059536,2.5684754869619195,8.411803034483455,48,2000,6.714530885702046,8.163057332094619,2000,0.95
primary_v2,ordinary_control_generation,llama3_8b_instruct_q4_k_m,ordinary_llm_control,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,generation_seconds,payload,4.891592194327166,1.9552792033953221,4.472811180511296,480,2000,4.714599502554438,5.078731507112107,2000,0.95
primary_v2,ordinary_control_generation,mistral_7b_instruct_v0_3_q4_k_m,ordinary_llm_control,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,generation_seconds,payload,3.3708014026140973,1.2049808116314717,3.246878997500365,480,2000,3.2628416168186685,3.480563426446224,2000,0.95
primary_v2,ordinary_control_generation,qwen2_5_7b_instruct_q4_k_m,ordinary_llm_control,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,generation_seconds,payload,4.5704550208443635,1.555317957886816,4.696158000335951,480,2000,4.4275661340699495,4.7141104310748885,2000,0.95
primary_v2,trial,llama3_8b_instruct_q4_k_m,direct_subword_calgacus,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,generation_seconds,payload,2.074348753796585,0.6753017071722709,2.2083430439961376,480,2000,2.0142823093986952,2.1352191272070558,2000,0.95
primary_v2,trial,llama3_8b_instruct_q4_k_m,nonseg_ascii_b16,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,generation_seconds,payload,6.77668201909158,2.2847722079317663,7.580218624512781,480,2000,6.572039402585308,6.982912515858895,2000,0.95
primary_v2,trial,llama3_8b_instruct_q4_k_m,nonseg_ascii_b8,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,generation_seconds,payload,8.896445159539326,3.0436864397987984,9.947464280499844,480,2000,8.619910263477763,9.172562114018227,2000,0.95
primary_v2,trial,llama3_8b_instruct_q4_k_m,nonseg_hex_nibble_b16,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,generation_seconds,payload,3.236699055345889,1.1207775088570497,3.238780539497384,240,2000,3.099398399910512,3.3769634256104593,2000,0.95
primary_v2,trial,llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,generation_seconds,payload,15.946542760616163,9.253605100997083,14.217757204489317,240,2000,14.850856065343706,17.084494244135534,2000,0.95
primary_v2,trial,llama3_8b_instruct_q4_k_m,segmented_hex_single_topic,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,generation_seconds,payload,16.087628449712064,9.079540557528759,13.988197106475127,240,2000,15.017669790901556,17.208756139208894,2000,0.95
primary_v2,trial,mistral_7b_instruct_v0_3_q4_k_m,direct_subword_calgacus,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,generation_seconds,payload,1.6743677986331023,0.40945496021082034,1.804034919012338,480,2000,1.637116749064092,1.7116104338126328,2000,0.95
primary_v2,trial,mistral_7b_instruct_v0_3_q4_k_m,nonseg_ascii_b16,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,generation_seconds,payload,3.5325457780349097,1.1503475809799653,3.9380904319987167,480,2000,3.4303603324458436,3.637370281822973,2000,0.95
primary_v2,trial,mistral_7b_instruct_v0_3_q4_k_m,nonseg_ascii_b8,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,generation_seconds,payload,4.558495761763455,1.5491335612910353,5.098554945012438,480,2000,4.421248975609808,4.699171980700636,2000,0.95
primary_v2,trial,mistral_7b_instruct_v0_3_q4_k_m,nonseg_hex_nibble_b16,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,generation_seconds,payload,1.7620087380747766,0.5080649387794992,1.7743196860101307,240,2000,1.698522528786322,1.8261944550768627,2000,0.95
primary_v2,trial,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_multi_topic,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,generation_seconds,payload,10.478402173883781,5.759434625363895,9.441765864001354,240,2000,9.810233308874869,11.196055002656065,2000,0.95
primary_v2,trial,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_single_topic,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,generation_seconds,payload,10.858661836447572,6.2253058950254765,9.62361248601519,240,2000,10.074554335259736,11.660671102918283,2000,0.95
primary_v2,trial,qwen2_5_7b_instruct_q4_k_m,direct_subword_calgacus,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,generation_seconds,payload,2.632108431095609,0.7266873574801205,2.7346710600104416,480,2000,2.5658268706278387,2.6991006136605953,2000,0.95
primary_v2,trial,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b16,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,generation_seconds,payload,7.480319131844226,2.6228076833420357,8.443153940010234,480,2000,7.242904728461011,7.714462666476705,2000,0.95
primary_v2,trial,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b8,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,generation_seconds,payload,9.847051753158363,3.4784370941430818,11.10018949098594,480,2000,9.537974174317277,10.155572128375116,2000,0.95
primary_v2,trial,qwen2_5_7b_instruct_q4_k_m,nonseg_hex_nibble_b16,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,generation_seconds,payload,3.4275554114871434,1.180851476802909,3.5436093544994947,240,2000,3.2847450524633346,3.5750412235911395,2000,0.95
primary_v2,trial,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,generation_seconds,payload,12.276814111313191,7.034634591322355,12.097100337487063,240,2000,11.44925570562484,13.133478347229362,2000,0.95
primary_v2,trial,qwen2_5_7b_instruct_q4_k_m,segmented_hex_single_topic,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,generation_seconds,payload,11.881961572645984,6.1072253843103805,12.18692416799604,240,2000,11.129650957285829,12.646528796506534,2000,0.95
robustness_v2,robustness_transform_generation,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,generation_seconds,payload,14.460004877388807,6.604178497002923,14.791356498821795,48,2000,12.730322761893657,16.35651939603163,2000,0.95
ablation_v2,trial,llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,representation_seconds,payload,5.930777362865466e-05,1.3025731706885018e-05,5.854512467825118e-05,48,2000,5.5872647755619755e-05,6.29505220293338e-05,2000,0.95
ablation_v2,trial,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_multi_topic,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,representation_seconds,payload,5.848392406319035e-05,1.4631371034964228e-05,5.460822616110718e-05,48,2000,5.461540990146967e-05,6.277292911610506e-05,2000,0.95
ablation_v2,trial,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,representation_seconds,payload,5.7195009857314906e-05,1.2788923765769924e-05,5.453954872790543e-05,48,2000,5.373205149099255e-05,6.095058219872277e-05,2000,0.95
multilingual_v2,trial,llama3_8b_instruct_q4_k_m,direct_subword_calgacus,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,representation_seconds,payload,0.8073980873341497,0.3431203961214962,0.811620322521776,48,2000,0.7106830597198496,0.9062915325489331,2000,0.95
multilingual_v2,trial,llama3_8b_instruct_q4_k_m,nonseg_ascii_b16,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,representation_seconds,payload,0.00017432580777187515,8.791227455456176e-05,0.000144811012432875,48,2000,0.00015074732251980333,0.00019893752876967813,2000,0.95
multilingual_v2,trial,mistral_7b_instruct_v0_3_q4_k_m,direct_subword_calgacus,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,representation_seconds,payload,0.9799530787640833,0.32576091398183316,1.0973729227407603,48,2000,0.8873933530694861,1.0761543592621365,2000,0.95
multilingual_v2,trial,mistral_7b_instruct_v0_3_q4_k_m,nonseg_ascii_b16,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,representation_seconds,payload,0.00015634164386328438,6.548689322771174e-05,0.00013642950216305016,48,2000,0.00013861844446785894,0.00017490981043309908,2000,0.95
multilingual_v2,trial,qwen2_5_7b_instruct_q4_k_m,direct_subword_calgacus,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,representation_seconds,payload,0.9708233196500563,0.3123375979655069,1.051646464271471,48,2000,0.8818487326109485,1.0614063854800406,2000,0.95
multilingual_v2,trial,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b16,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,representation_seconds,payload,0.00016437441324035056,8.309515335596194e-05,0.00013294450764074478,48,2000,0.0001423148373456855,0.00018885547994307352,2000,0.95
primary_v2,trial,llama3_8b_instruct_q4_k_m,direct_subword_calgacus,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,representation_seconds,payload,0.800471843706752,0.33542799263982287,0.829904129015631,480,2000,0.7704697709547478,0.8306663440271769,2000,0.95
primary_v2,trial,llama3_8b_instruct_q4_k_m,nonseg_ascii_b16,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,representation_seconds,payload,0.00011884841575613736,5.110457019362154e-05,0.0001130554883275,480,2000,0.00011442540090984162,0.00012363327023949135,2000,0.95
primary_v2,trial,llama3_8b_instruct_q4_k_m,nonseg_ascii_b8,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,representation_seconds,payload,0.00013877101779747055,6.0408636364881216e-05,0.00013357799616639998,480,2000,0.00013336788843083003,0.00014452998557465443,2000,0.95
primary_v2,trial,llama3_8b_instruct_q4_k_m,nonseg_hex_nibble_b16,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,representation_seconds,payload,4.613171210318291e-05,1.9310212135330057e-05,4.281249130144715e-05,240,2000,4.386351729105276e-05,4.8829688309218354e-05,2000,0.95
primary_v2,trial,llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,representation_seconds,payload,4.767905908617112e-05,2.0806748672392473e-05,4.3475491111166775e-05,240,2000,4.51796174759985e-05,5.0514407536558216e-05,2000,0.95
primary_v2,trial,llama3_8b_instruct_q4_k_m,segmented_hex_single_topic,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,representation_seconds,payload,4.576654949535769e-05,1.9688912699958507e-05,4.211650229990482e-05,240,2000,4.354054170410708e-05,4.8380466802575544e-05,2000,0.95
primary_v2,trial,mistral_7b_instruct_v0_3_q4_k_m,direct_subword_calgacus,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,representation_seconds,payload,0.971692755989352,0.3239586729810183,1.0706198179977946,480,2000,0.9427925807592981,1.0008818892174227,2000,0.95
primary_v2,trial,mistral_7b_instruct_v0_3_q4_k_m,nonseg_ascii_b16,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,representation_seconds,payload,0.00012891147543993314,7.229364841495901e-05,0.0001145575079135,480,2000,0.0001228060387574852,0.00013544046132510587,2000,0.95
primary_v2,trial,mistral_7b_instruct_v0_3_q4_k_m,nonseg_ascii_b8,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,representation_seconds,payload,0.00015474626216014866,9.126283327810898e-05,0.00013547000708049998,480,2000,0.00014684719425072962,0.00016336604457891523,2000,0.95
primary_v2,trial,mistral_7b_instruct_v0_3_q4_k_m,nonseg_hex_nibble_b16,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,representation_seconds,payload,5.2548275319466456e-05,3.18169571987246e-05,4.058549529872835e-05,240,2000,4.878996021337067e-05,5.6816171615228247e-05,2000,0.95
primary_v2,trial,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_multi_topic,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,representation_seconds,payload,5.663690838748797e-05,3.618030477481337e-05,4.190250183455646e-05,240,2000,5.214815405451729e-05,6.106797328356445e-05,2000,0.95
primary_v2,trial,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_single_topic,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,representation_seconds,payload,5.1626892188015155e-05,2.9047749423629468e-05,4.060000355821103e-05,240,2000,4.811155435769436e-05,5.543536377747257e-05,2000,0.95
primary_v2,trial,qwen2_5_7b_instruct_q4_k_m,direct_subword_calgacus,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,representation_seconds,payload,0.9637642271226166,0.31450499005340327,1.021468212493346,480,2000,0.9349569518554685,0.9926679221937851,2000,0.95
primary_v2,trial,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b16,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,representation_seconds,payload,0.00013080835360593644,6.626458855112833e-05,0.0001159834937425,480,2000,0.00012493115708211405,0.0001367674602927695,2000,0.95
primary_v2,trial,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b8,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,representation_seconds,payload,0.0001540472737663469,8.20972042372361e-05,0.00013637250231105002,480,2000,0.00014673117394518753,0.00016106972174077577,2000,0.95
primary_v2,trial,qwen2_5_7b_instruct_q4_k_m,nonseg_hex_nibble_b16,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,representation_seconds,payload,5.5755590922970885e-05,3.0696589854688116e-05,4.350050585344434e-05,240,2000,5.196689649892252e-05,5.9701682494044586e-05,2000,0.95
primary_v2,trial,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,representation_seconds,payload,5.6471312806624714e-05,3.0732834194811206e-05,4.308951611164957e-05,240,2000,5.282210640870765e-05,6.058173491812603e-05,2000,0.95
primary_v2,trial,qwen2_5_7b_instruct_q4_k_m,segmented_hex_single_topic,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,representation_seconds,payload,6.103422905046126e-05,3.671546523119158e-05,4.3841006117872894e-05,240,2000,5.645677838098038e-05,6.560908025978892e-05,2000,0.95
ablation_v2,trial,llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,filter_setup_seconds,payload,0.005599012391485259,0.03756501184133709,0.00017981841544188298,48,2000,0.00017170255510256572,0.016446872595810784,2000,0.95
ablation_v2,trial,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_multi_topic,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,filter_setup_seconds,payload,0.0002164034553005836,0.000321343704210583,0.000180043867492838,48,2000,0.00016335039364558587,0.0003134082468601183,2000,0.95
ablation_v2,trial,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,filter_setup_seconds,payload,0.008779997339742154,0.05962456838100534,0.00017092025033582935,48,2000,0.00016705115432130442,0.025998258784773007,2000,0.95
multilingual_v2,trial,llama3_8b_instruct_q4_k_m,direct_subword_calgacus,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,filter_setup_seconds,payload,3.6515909111282476e-06,1.4884290745922097e-06,3.2675161492079496e-06,48,2000,3.330223656424399e-06,4.143892207745618e-06,2000,0.95
multilingual_v2,trial,llama3_8b_instruct_q4_k_m,nonseg_ascii_b16,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,filter_setup_seconds,payload,5.088863569350603e-06,2.551440736132953e-06,4.892237484455109e-06,48,2000,4.379414970874981e-06,5.842790521152589e-06,2000,0.95
multilingual_v2,trial,mistral_7b_instruct_v0_3_q4_k_m,direct_subword_calgacus,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,filter_setup_seconds,payload,3.1261576320199915e-06,4.0986994834645095e-07,3.061737515963614e-06,48,2000,3.011045722208413e-06,3.241758167860098e-06,2000,0.95
multilingual_v2,trial,mistral_7b_instruct_v0_3_q4_k_m,nonseg_ascii_b16,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,filter_setup_seconds,payload,4.256795364199206e-06,1.5740133684562097e-06,3.978755557909608e-06,48,2000,3.825158652640917e-06,4.706450484566934e-06,2000,0.95
multilingual_v2,trial,qwen2_5_7b_instruct_q4_k_m,direct_subword_calgacus,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,filter_setup_seconds,payload,3.669768678567683e-06,1.0035870890248099e-06,3.2679818104952574e-06,48,2000,3.4131908402438663e-06,3.963426994838907e-06,2000,0.95
multilingual_v2,trial,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b16,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,filter_setup_seconds,payload,4.368908169756954e-06,1.5789472404670841e-06,3.6249984987080097e-06,48,2000,3.952636537481643e-06,4.813780227171567e-06,2000,0.95
primary_v2,trial,llama3_8b_instruct_q4_k_m,direct_subword_calgacus,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,filter_setup_seconds,payload,3.7927623755725412e-06,1.8669820196518598e-06,3.4420081647112966e-06,480,2000,3.6406423714652193e-06,3.965499125418621e-06,2000,0.95
primary_v2,trial,llama3_8b_instruct_q4_k_m,nonseg_ascii_b16,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,filter_setup_seconds,payload,3.756617055235741e-06,1.6200428850971356e-06,3.3805117709562182e-06,480,2000,3.62887714648726e-06,3.910062387149082e-06,2000,0.95
primary_v2,trial,llama3_8b_instruct_q4_k_m,nonseg_ascii_b8,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,filter_setup_seconds,payload,3.81142429735822e-06,1.6090717537133757e-06,3.392007783986628e-06,480,2000,3.667526561912382e-06,3.962654601915953e-06,2000,0.95
primary_v2,trial,llama3_8b_instruct_q4_k_m,nonseg_hex_nibble_b16,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,filter_setup_seconds,payload,4.455592109782926e-06,1.1112014062799276e-05,3.365508746355772e-06,240,2000,3.617527509049978e-06,6.008198685473551e-06,2000,0.95
primary_v2,trial,llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,filter_setup_seconds,payload,0.00014904079192390625,5.9953639237105963e-05,0.0001263689919142,240,2000,0.00014169781941740996,0.00015665533277564743,2000,0.95
primary_v2,trial,llama3_8b_instruct_q4_k_m,segmented_hex_single_topic,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,filter_setup_seconds,payload,0.005326264769973885,0.08017872013692294,0.00012521549069785,240,2000,0.00014372229943238613,0.015688688095518304,2000,0.95
primary_v2,trial,mistral_7b_instruct_v0_3_q4_k_m,direct_subword_calgacus,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,filter_setup_seconds,payload,3.608238209077778e-06,2.015034357018515e-06,3.221997758373618e-06,480,2000,3.44145155698546e-06,3.818353258490485e-06,2000,0.95
primary_v2,trial,mistral_7b_instruct_v0_3_q4_k_m,nonseg_ascii_b16,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,filter_setup_seconds,payload,3.816161794626775e-06,1.9927402952284217e-06,3.2454991014674306e-06,480,2000,3.6470086464153915e-06,3.993328430927552e-06,2000,0.95
primary_v2,trial,mistral_7b_instruct_v0_3_q4_k_m,nonseg_ascii_b8,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,filter_setup_seconds,payload,3.863548166312588e-06,1.8217757222861266e-06,3.225519321858883e-06,480,2000,3.709068316008294e-06,4.033502935574992e-06,2000,0.95
primary_v2,trial,mistral_7b_instruct_v0_3_q4_k_m,nonseg_hex_nibble_b16,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,filter_setup_seconds,payload,3.929929031680028e-06,2.1725919509216705e-06,3.1240051612257957e-06,240,2000,3.6706076813667702e-06,4.212197909509996e-06,2000,0.95
primary_v2,trial,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_multi_topic,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,filter_setup_seconds,payload,0.0001794499791382063,0.0001164387549576577,0.0001337829889962,240,2000,0.00016488386407213988,0.00019475485310669377,2000,0.95
primary_v2,trial,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_single_topic,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,filter_setup_seconds,payload,0.0016782188840200284,0.023464169851408746,0.00012262750533404999,240,2000,0.00015446205970870235,0.004721873849842526,2000,0.95
primary_v2,trial,qwen2_5_7b_instruct_q4_k_m,direct_subword_calgacus,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,filter_setup_seconds,payload,3.5064620533376e-06,1.215273960852339e-06,3.2840034691616893e-06,480,2000,3.408741663406545e-06,3.6242773285266594e-06,2000,0.95
primary_v2,trial,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b16,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,filter_setup_seconds,payload,3.96188952436205e-06,1.7180486252924864e-06,3.3859978429973125e-06,480,2000,3.8174258482589115e-06,4.119633728502473e-06,2000,0.95
primary_v2,trial,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b8,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,filter_setup_seconds,payload,4.2648754363957176e-06,2.6848702413015923e-06,3.44500585924834e-06,480,2000,4.034030028681931e-06,4.50369156775802e-06,2000,0.95
primary_v2,trial,qwen2_5_7b_instruct_q4_k_m,nonseg_hex_nibble_b16,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,filter_setup_seconds,payload,4.265982473346715e-06,2.101361214957611e-06,3.3510004868730903e-06,240,2000,4.003615276815253e-06,4.539005043019036e-06,2000,0.95
primary_v2,trial,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,filter_setup_seconds,payload,0.00017878757801853152,9.759472071955545e-05,0.00013328299974084998,240,2000,0.0001669954719151236,0.00019120777499357952,2000,0.95
primary_v2,trial,qwen2_5_7b_instruct_q4_k_m,segmented_hex_single_topic,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,filter_setup_seconds,payload,0.0057523875949603166,0.08620247784117871,0.0001389000099152,240,2000,0.00017831507257440885,0.01689534141670261,2000,0.95
ablation_v2,trial,llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,encoding_seconds,payload,14.415234030299166,5.935611270839495,14.54971074178684,48,2000,12.812655924223789,16.16362835322236,2000,0.95
ablation_v2,trial,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_multi_topic,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,encoding_seconds,payload,10.016572827885698,4.090242132656223,9.628417403355177,48,2000,8.93359841465154,11.141074478354069,2000,0.95
ablation_v2,trial,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,encoding_seconds,payload,12.74381545318551,5.2043815359746395,12.69080721599797,48,2000,11.344014283156106,14.256448341514213,2000,0.95
multilingual_v2,trial,llama3_8b_instruct_q4_k_m,direct_subword_calgacus,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,encoding_seconds,payload,3.0071726483935586,1.0401949059098181,3.015768943791045,48,2000,2.7121812003911754,3.314030703504295,2000,0.95
multilingual_v2,trial,llama3_8b_instruct_q4_k_m,nonseg_ascii_b16,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,encoding_seconds,payload,6.74647739892013,2.3011716018506534,7.6280510052311,48,2000,6.09710105430892,7.402294248753438,2000,0.95
multilingual_v2,trial,mistral_7b_instruct_v0_3_q4_k_m,direct_subword_calgacus,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,encoding_seconds,payload,2.916636779598169,0.7302542493519534,3.185145186507725,48,2000,2.707940316898673,3.135610260695087,2000,0.95
