status,split_name,detector_name,dataset_name,feature_set,auc,accuracy,precision,recall,f1,train_rows,test_rows,notes,result_directory
ok,random_stratified,threshold_mean_token_log_probability,detector_forced_prefix,mean_token_log_probability,1.0,1.0,1.0,1.0,1.0,10,5,Dependency-free threshold baseline; higher score means lower token log probability.,results/rankcloak_paper_smoke
ok,leave_one_prompt_family_out:recipe,logistic_regression,detector_forced_prefix,numeric_cover_features,1.0,1.0,1.0,1.0,1.0,23,39,Lightweight sklearn feature detector; no text content features.,results/rankcloak_paper_main_pilot
ok,leave_one_prompt_family_out:recipe,random_forest,detector_forced_prefix,numeric_cover_features,1.0,1.0,1.0,1.0,1.0,23,39,Lightweight sklearn feature detector; no text content features.,results/rankcloak_paper_main_pilot
ok,leave_one_prompt_family_out:recipe_forum_exchange,threshold_mean_token_log_probability,detector_forced_prefix,mean_token_log_probability,1.0,1.0,1.0,1.0,1.0,51,11,Dependency-free threshold baseline; higher score means lower token log probability.,results/rankcloak_paper_main_pilot
ok,leave_one_prompt_family_out:recipe_forum_exchange,logistic_regression,detector_forced_prefix,numeric_cover_features,1.0,1.0,1.0,1.0,1.0,51,11,Lightweight sklearn feature detector; no text content features.,results/rankcloak_paper_main_pilot
ok,leave_one_prompt_family_out:recipe_forum_exchange,random_forest,detector_forced_prefix,numeric_cover_features,1.0,1.0,1.0,1.0,1.0,51,11,Lightweight sklearn feature detector; no text content features.,results/rankcloak_paper_main_pilot
ok,random_stratified,threshold_mean_token_log_probability,detector_full_message,mean_token_log_probability,1.0,0.9310344827586208,1.0,0.9166666666666666,0.9565217391304348,53,29,Dependency-free threshold baseline; higher score means lower token log probability.,results/rankcloak_paper_main_pilot
ok,random_stratified,logistic_regression,detector_full_message,numeric_cover_features,1.0,1.0,1.0,1.0,1.0,53,29,Lightweight sklearn feature detector; no text content features.,results/rankcloak_paper_main_pilot
ok,random_stratified,random_forest,detector_full_message,numeric_cover_features,1.0,1.0,1.0,1.0,1.0,53,29,Lightweight sklearn feature detector; no text content features.,results/rankcloak_paper_main_pilot
ok,leave_one_prompt_family_out:grocery_planning,threshold_mean_token_log_probability,detector_full_message,mean_token_log_probability,1.0,0.9285714285714286,1.0,0.9,0.9473684210526316,68,14,Dependency-free threshold baseline; higher score means lower token log probability.,results/rankcloak_paper_main_pilot
ok,leave_one_prompt_family_out:grocery_planning,logistic_regression,detector_full_message,numeric_cover_features,1.0,1.0,1.0,1.0,1.0,68,14,Lightweight sklearn feature detector; no text content features.,results/rankcloak_paper_main_pilot
ok,leave_one_prompt_family_out:grocery_planning,random_forest,detector_full_message,numeric_cover_features,1.0,1.0,1.0,1.0,1.0,68,14,Lightweight sklearn feature detector; no text content features.,results/rankcloak_paper_main_pilot
ok,leave_one_prompt_family_out:plant_care,threshold_mean_token_log_probability,detector_full_message,mean_token_log_probability,1.0,1.0,1.0,1.0,1.0,78,4,Dependency-free threshold baseline; higher score means lower token log probability.,results/rankcloak_paper_main_pilot
ok,leave_one_prompt_family_out:plant_care,logistic_regression,detector_full_message,numeric_cover_features,1.0,1.0,1.0,1.0,1.0,78,4,Lightweight sklearn feature detector; no text content features.,results/rankcloak_paper_main_pilot
ok,leave_one_prompt_family_out:plant_care,random_forest,detector_full_message,numeric_cover_features,1.0,1.0,1.0,1.0,1.0,78,4,Lightweight sklearn feature detector; no text content features.,results/rankcloak_paper_main_pilot
ok,leave_one_prompt_family_out:recipe,threshold_mean_token_log_probability,detector_full_message,mean_token_log_probability,1.0,0.5869565217391305,1.0,0.5365853658536586,0.6984126984126985,36,46,Dependency-free threshold baseline; higher score means lower token log probability.,results/rankcloak_paper_main_pilot
ok,leave_one_prompt_family_out:recipe,logistic_regression,detector_full_message,numeric_cover_features,1.0,1.0,1.0,1.0,1.0,36,46,Lightweight sklearn feature detector; no text content features.,results/rankcloak_paper_main_pilot
ok,leave_one_prompt_family_out:recipe,random_forest,detector_full_message,numeric_cover_features,1.0,1.0,1.0,1.0,1.0,36,46,Lightweight sklearn feature detector; no text content features.,results/rankcloak_paper_main_pilot
ok,leave_one_prompt_family_out:recipe_forum_exchange,threshold_mean_token_log_probability,detector_full_message,mean_token_log_probability,1.0,0.8888888888888888,1.0,0.8571428571428571,0.923076923076923,64,18,Dependency-free threshold baseline; higher score means lower token log probability.,results/rankcloak_paper_main_pilot
ok,leave_one_prompt_family_out:recipe_forum_exchange,logistic_regression,detector_full_message,numeric_cover_features,1.0,1.0,1.0,1.0,1.0,64,18,Lightweight sklearn feature detector; no text content features.,results/rankcloak_paper_main_pilot
ok,leave_one_prompt_family_out:recipe_forum_exchange,random_forest,detector_full_message,numeric_cover_features,1.0,1.0,1.0,1.0,1.0,64,18,Lightweight sklearn feature detector; no text content features.,results/rankcloak_paper_main_pilot
ok,random_stratified,threshold_mean_token_log_probability,detector_nonseg_only,mean_token_log_probability,1.0,1.0,1.0,1.0,1.0,22,12,Dependency-free threshold baseline; higher score means lower token log probability.,results/rankcloak_paper_main_pilot
ok,random_stratified,logistic_regression,detector_nonseg_only,numeric_cover_features,1.0,1.0,1.0,1.0,1.0,22,12,Lightweight sklearn feature detector; no text content features.,results/rankcloak_paper_main_pilot
ok,random_stratified,random_forest,detector_nonseg_only,numeric_cover_features,1.0,1.0,1.0,1.0,1.0,22,12,Lightweight sklearn feature detector; no text content features.,results/rankcloak_paper_main_pilot
ok,leave_one_prompt_family_out:grocery_planning,threshold_mean_token_log_probability,detector_nonseg_only,mean_token_log_probability,1.0,1.0,1.0,1.0,1.0,24,10,Dependency-free threshold baseline; higher score means lower token log probability.,results/rankcloak_paper_main_pilot
ok,leave_one_prompt_family_out:grocery_planning,logistic_regression,detector_nonseg_only,numeric_cover_features,1.0,1.0,1.0,1.0,1.0,24,10,Lightweight sklearn feature detector; no text content features.,results/rankcloak_paper_main_pilot
ok,leave_one_prompt_family_out:grocery_planning,random_forest,detector_nonseg_only,numeric_cover_features,1.0,1.0,1.0,1.0,1.0,24,10,Lightweight sklearn feature detector; no text content features.,results/rankcloak_paper_main_pilot
ok,leave_one_prompt_family_out:recipe,threshold_mean_token_log_probability,detector_nonseg_only,mean_token_log_probability,1.0,1.0,1.0,1.0,1.0,22,12,Dependency-free threshold baseline; higher score means lower token log probability.,results/rankcloak_paper_main_pilot
ok,leave_one_prompt_family_out:recipe,logistic_regression,detector_nonseg_only,numeric_cover_features,1.0,1.0,1.0,1.0,1.0,22,12,Lightweight sklearn feature detector; no text content features.,results/rankcloak_paper_main_pilot
ok,leave_one_prompt_family_out:recipe,random_forest,detector_nonseg_only,numeric_cover_features,1.0,1.0,1.0,1.0,1.0,22,12,Lightweight sklearn feature detector; no text content features.,results/rankcloak_paper_main_pilot
ok,leave_one_prompt_family_out:recipe_forum_exchange,threshold_mean_token_log_probability,detector_nonseg_only,mean_token_log_probability,1.0,1.0,1.0,1.0,1.0,23,11,Dependency-free threshold baseline; higher score means lower token log probability.,results/rankcloak_paper_main_pilot
ok,leave_one_prompt_family_out:recipe_forum_exchange,logistic_regression,detector_nonseg_only,numeric_cover_features,1.0,1.0,1.0,1.0,1.0,23,11,Lightweight sklearn feature detector; no text content features.,results/rankcloak_paper_main_pilot
ok,leave_one_prompt_family_out:recipe_forum_exchange,random_forest,detector_nonseg_only,numeric_cover_features,1.0,1.0,1.0,1.0,1.0,23,11,Lightweight sklearn feature detector; no text content features.,results/rankcloak_paper_main_pilot
ok,random_stratified,threshold_mean_token_log_probability,detector_segmented_full_only,mean_token_log_probability,1.0,0.9545454545454546,1.0,0.9411764705882352,0.9696969696969696,40,22,Dependency-free threshold baseline; higher score means lower token log probability.,results/rankcloak_paper_main_pilot
ok,random_stratified,logistic_regression,detector_segmented_full_only,numeric_cover_features,1.0,1.0,1.0,1.0,1.0,40,22,Lightweight sklearn feature detector; no text content features.,results/rankcloak_paper_main_pilot
ok,random_stratified,random_forest,detector_segmented_full_only,numeric_cover_features,1.0,1.0,1.0,1.0,1.0,40,22,Lightweight sklearn feature detector; no text content features.,results/rankcloak_paper_main_pilot
ok,leave_one_prompt_family_out:grocery_planning,threshold_mean_token_log_probability,detector_segmented_full_only,mean_token_log_probability,1.0,1.0,1.0,1.0,1.0,54,8,Dependency-free threshold baseline; higher score means lower token log probability.,results/rankcloak_paper_main_pilot
ok,leave_one_prompt_family_out:grocery_planning,logistic_regression,detector_segmented_full_only,numeric_cover_features,1.0,1.0,1.0,1.0,1.0,54,8,Lightweight sklearn feature detector; no text content features.,results/rankcloak_paper_main_pilot
ok,leave_one_prompt_family_out:grocery_planning,random_forest,detector_segmented_full_only,numeric_cover_features,1.0,1.0,1.0,1.0,1.0,54,8,Lightweight sklearn feature detector; no text content features.,results/rankcloak_paper_main_pilot
ok,leave_one_prompt_family_out:plant_care,threshold_mean_token_log_probability,detector_segmented_full_only,mean_token_log_probability,1.0,1.0,1.0,1.0,1.0,58,4,Dependency-free threshold baseline; higher score means lower token log probability.,results/rankcloak_paper_main_pilot
ok,leave_one_prompt_family_out:plant_care,logistic_regression,detector_segmented_full_only,numeric_cover_features,1.0,1.0,1.0,1.0,1.0,58,4,Lightweight sklearn feature detector; no text content features.,results/rankcloak_paper_main_pilot
ok,leave_one_prompt_family_out:plant_care,random_forest,detector_segmented_full_only,numeric_cover_features,1.0,1.0,1.0,1.0,1.0,58,4,Lightweight sklearn feature detector; no text content features.,results/rankcloak_paper_main_pilot
ok,leave_one_prompt_family_out:recipe,threshold_mean_token_log_probability,detector_segmented_full_only,mean_token_log_probability,1.0,0.9743589743589745,1.0,0.9705882352941176,0.9850746268656716,23,39,Dependency-free threshold baseline; higher score means lower token log probability.,results/rankcloak_paper_main_pilot
ok,leave_one_prompt_family_out:recipe,logistic_regression,detector_segmented_full_only,numeric_cover_features,1.0,0.9743589743589745,1.0,0.9705882352941176,0.9850746268656716,23,39,Lightweight sklearn feature detector; no text content features.,results/rankcloak_paper_main_pilot
ok,leave_one_prompt_family_out:recipe,random_forest,detector_segmented_full_only,numeric_cover_features,1.0,1.0,1.0,1.0,1.0,23,39,Lightweight sklearn feature detector; no text content features.,results/rankcloak_paper_main_pilot
ok,leave_one_prompt_family_out:recipe_forum_exchange,threshold_mean_token_log_probability,detector_segmented_full_only,mean_token_log_probability,1.0,0.9090909090909092,1.0,0.8571428571428571,0.923076923076923,51,11,Dependency-free threshold baseline; higher score means lower token log probability.,results/rankcloak_paper_main_pilot
ok,leave_one_prompt_family_out:recipe_forum_exchange,logistic_regression,detector_segmented_full_only,numeric_cover_features,1.0,1.0,1.0,1.0,1.0,51,11,Lightweight sklearn feature detector; no text content features.,results/rankcloak_paper_main_pilot
ok,leave_one_prompt_family_out:recipe_forum_exchange,random_forest,detector_segmented_full_only,numeric_cover_features,1.0,1.0,1.0,1.0,1.0,51,11,Lightweight sklearn feature detector; no text content features.,results/rankcloak_paper_main_pilot
