source_type,source_id,payload_name,cover_prompt_name,alphabet_size,baseline_mode,character_count,token_count,line_count,whitespace_fraction,punctuation_fraction,digit_fraction,alphabetic_fraction,unique_token_fraction,repeated_token_fraction,mean_token_log_probability,median_token_log_probability,mean_generated_rank,p95_generated_rank,fraction_rank_le_16,fraction_rank_le_64,result_directory,prompt_family,prompt_length_characters,prompt_length_tokens,trial_id,condition_name,prompt_name,segment_index,token_filter_name,tail_policy,contains_backtick,contains_bracket_placeholder,contains_url_fragment,contains_latex_fragment,contains_html_fragment,contains_markdown_heading,artifact_count_total,payload_class,protocol_variant,representation_name,contains_markdown_emphasis,contains_separator_line,notes
rankcloak,rankcloak_10,sha256_public_test_string,forum_reply,32.0,,526,103,5,0.155893536121673,0.0456273764258555,0.0114068441064638,0.7870722433460076,0.8446601941747572,0.1553398058252427,-4.931394846320324,-4.954339250916085,14.019417475728156,26.89999999999999,0.5922330097087378,1.0,results/rankcloak_small_full,,,,,,,,,,,,,,,,,,,,,,
rankcloak,rankcloak_11,sha256_public_test_string,technical_documentation,32.0,,643,103,6,0.1430793157076205,0.015552099533437,0.0,0.8413685847589425,0.8543689320388349,0.1456310679611651,-4.868110694955689,-4.842386025537953,14.019417475728156,26.89999999999999,0.5922330097087378,1.0,results/rankcloak_small_full,,,,,,,,,,,,,,,,,,,,,,
rankcloak,rankcloak_12,sha256_public_test_string,play_dialogue,64.0,,249,86,6,0.1526104417670682,0.1606425702811245,0.0160642570281124,0.6706827309236948,0.872093023255814,0.127906976744186,-6.145508766664202,-5.849575152834488,28.813953488372093,54.75,0.2441860465116279,1.0,results/rankcloak_small_full,,,,,,,,,,,,,,,,,,,,,,
rankcloak,rankcloak_13,sha256_public_test_string,recipe_blog,64.0,,429,86,1,0.1701631701631701,0.0163170163170163,0.0,0.8135198135198135,0.9302325581395348,0.0697674418604651,-5.692960413807393,-5.327619856730699,28.813953488372093,54.75,0.2441860465116279,1.0,results/rankcloak_small_full,,,,,,,,,,,,,,,,,,,,,,
rankcloak,rankcloak_14,sha256_public_test_string,forum_reply,64.0,,388,86,10,0.1855670103092783,0.0592783505154639,0.0,0.7551546391752577,0.8255813953488372,0.1744186046511627,-5.734161259458007,-5.401139943758942,28.813953488372093,54.75,0.2441860465116279,1.0,results/rankcloak_small_full,,,,,,,,,,,,,,,,,,,,,,
rankcloak,rankcloak_15,sha256_public_test_string,technical_documentation,64.0,,536,86,3,0.1473880597014925,0.0167910447761194,0.0,0.835820895522388,0.8604651162790697,0.1395348837209302,-5.361465569976207,-5.258436025674718,28.813953488372093,54.75,0.2441860465116279,1.0,results/rankcloak_small_full,,,,,,,,,,,,,,,,,,,,,,
rankcloak,rankcloak_16,random_128_bit_hex,play_dialogue,8.0,,370,86,4,0.1810810810810811,0.0405405405405405,0.0054054054054054,0.772972972972973,0.872093023255814,0.127906976744186,-3.8524571330560935,-3.551421890373314,4.197674418604652,7.0,1.0,1.0,results/rankcloak_small_full,,,,,,,,,,,,,,,,,,,,,,
rankcloak,rankcloak_17,random_128_bit_hex,recipe_blog,8.0,,349,86,1,0.1719197707736389,0.0458452722063037,0.0,0.7822349570200573,0.8255813953488372,0.1744186046511627,-3.841198518831575,-3.2796791169561192,4.197674418604652,7.0,1.0,1.0,results/rankcloak_small_full,,,,,,,,,,,,,,,,,,,,,,
rankcloak,rankcloak_18,random_128_bit_hex,forum_reply,8.0,,429,86,8,0.1655011655011655,0.0559440559440559,0.0023310023310023,0.7738927738927739,0.9069767441860463,0.0930232558139535,-3.913436023028238,-3.417481551626489,4.197674418604652,7.0,1.0,1.0,results/rankcloak_small_full,,,,,,,,,,,,,,,,,,,,,,
rankcloak,rankcloak_19,random_128_bit_hex,technical_documentation,8.0,,462,86,1,0.1558441558441558,0.0216450216450216,0.0,0.8225108225108225,0.7441860465116279,0.2558139534883721,-3.367874107686774,-3.3015493199086734,4.197674418604652,7.0,1.0,1.0,results/rankcloak_small_full,,,,,,,,,,,,,,,,,,,,,,
rankcloak,rankcloak_20,random_128_bit_hex,play_dialogue,16.0,,244,64,12,0.1762295081967213,0.0737704918032786,0.0,0.75,0.953125,0.046875,-4.503016856334821,-3.524850650309933,4.6875,7.0,1.0,1.0,results/rankcloak_small_full,,,,,,,,,,,,,,,,,,,,,,
rankcloak,rankcloak_21,random_128_bit_hex,recipe_blog,16.0,,274,64,2,0.1824817518248175,0.0255474452554744,0.010948905109489,0.781021897810219,0.859375,0.140625,-4.021715539322706,-3.4047429808967458,4.6875,7.0,1.0,1.0,results/rankcloak_small_full,,,,,,,,,,,,,,,,,,,,,,
rankcloak,rankcloak_22,random_128_bit_hex,forum_reply,16.0,,310,64,3,0.1709677419354838,0.032258064516129,0.0,0.7967741935483871,0.765625,0.234375,-3.680721761520008,-3.34625865629342,4.6875,7.0,1.0,1.0,results/rankcloak_small_full,,,,,,,,,,,,,,,,,,,,,,
rankcloak,rankcloak_23,random_128_bit_hex,technical_documentation,16.0,,418,64,7,0.1411483253588516,0.0143540669856459,0.0,0.8444976076555024,0.875,0.125,-3.76133437476416,-3.5437443919539118,4.6875,7.0,1.0,1.0,results/rankcloak_small_full,,,,,,,,,,,,,,,,,,,,,,
rankcloak,rankcloak_24,random_128_bit_hex,play_dialogue,32.0,,199,52,4,0.2010050251256281,0.0854271356783919,0.0,0.7135678391959799,0.903846153846154,0.0961538461538461,-5.087425200045235,-4.941506115934861,14.923076923076923,26.0,0.5192307692307693,1.0,results/rankcloak_small_full,,,,,,,,,,,,,,,,,,,,,,
rankcloak,rankcloak_25,random_128_bit_hex,recipe_blog,32.0,,214,52,1,0.1588785046728972,0.0700934579439252,0.0,0.7710280373831776,0.8461538461538461,0.1538461538461538,-5.623239684911349,-5.49517802376819,14.923076923076923,26.0,0.5192307692307693,1.0,results/rankcloak_small_full,,,,,,,,,,,,,,,,,,,,,,
rankcloak,rankcloak_26,random_128_bit_hex,forum_reply,32.0,,224,52,6,0.1741071428571428,0.0535714285714285,0.0,0.7723214285714286,0.9230769230769232,0.0769230769230768,-5.274990461645605,-4.951954667984126,14.923076923076923,26.0,0.5192307692307693,1.0,results/rankcloak_small_full,,,,,,,,,,,,,,,,,,,,,,
rankcloak,rankcloak_27,random_128_bit_hex,technical_documentation,32.0,,253,52,7,0.2094861660079051,0.0276679841897233,0.0118577075098814,0.7509881422924901,0.75,0.25,-4.871799254935924,-4.763827987435953,14.923076923076923,26.0,0.5192307692307693,1.0,results/rankcloak_small_full,,,,,,,,,,,,,,,,,,,,,,
rankcloak,rankcloak_28,random_128_bit_hex,play_dialogue,64.0,,145,43,5,0.1517241379310344,0.1310344827586207,0.0,0.7034482758620689,0.9767441860465116,0.0232558139534884,-6.6857187288554005,-6.213597271550137,27.41860465116279,55.0,0.4186046511627907,1.0,results/rankcloak_small_full,,,,,,,,,,,,,,,,,,,,,,
rankcloak,rankcloak_29,random_128_bit_hex,recipe_blog,64.0,,144,43,1,0.1111111111111111,0.1180555555555555,0.0138888888888888,0.7569444444444444,0.9069767441860463,0.0930232558139535,-5.9507899739282575,-5.613536365751518,27.41860465116279,55.0,0.4186046511627907,1.0,results/rankcloak_small_full,,,,,,,,,,,,,,,,,,,,,,
rankcloak,rankcloak_30,random_128_bit_hex,forum_reply,64.0,,190,43,1,0.1210526315789473,0.0894736842105263,0.0,0.7894736842105263,0.9767441860465116,0.0232558139534884,-6.007691693997857,-5.690988677573449,27.41860465116279,55.0,0.4186046511627907,1.0,results/rankcloak_small_full,,,,,,,,,,,,,,,,,,,,,,
rankcloak,rankcloak_31,random_128_bit_hex,technical_documentation,64.0,,262,43,1,0.1412213740458015,0.0190839694656488,0.0076335877862595,0.8320610687022901,0.9302325581395348,0.0697674418604651,-5.625323017039026,-5.703917296025313,27.41860465116279,55.0,0.4186046511627907,1.0,results/rankcloak_small_full,,,,,,,,,,,,,,,,,,,,,,
rankcloak,rankcloak_32,random_256_bit_hex,play_dialogue,8.0,,654,171,13,0.1620795107033639,0.0795107033639143,0.0091743119266055,0.7492354740061162,0.7777777777777778,0.2222222222222222,-3.6678418181729966,-3.4304755188600566,4.029239766081871,7.0,1.0,1.0,results/rankcloak_small_full,,,,,,,,,,,,,,,,,,,,,,
rankcloak,rankcloak_33,random_256_bit_hex,recipe_blog,8.0,,628,171,1,0.1831210191082802,0.0557324840764331,0.0111464968152866,0.7468152866242038,0.7602339181286549,0.239766081871345,-3.553569141667415,-3.2467638445037394,4.029239766081871,7.0,1.0,1.0,results/rankcloak_small_full,,,,,,,,,,,,,,,,,,,,,,
rankcloak,rankcloak_34,random_256_bit_hex,forum_reply,8.0,,797,171,13,0.1668757841907152,0.055207026348808,0.0050188205771643,0.7728983688833124,0.7426900584795322,0.2573099415204678,-3.4983968030011927,-3.242792766980348,4.029239766081871,7.0,1.0,1.0,results/rankcloak_small_full,,,,,,,,,,,,,,,,,,,,,,
rankcloak,rankcloak_35,random_256_bit_hex,technical_documentation,8.0,,962,171,6,0.1642411642411642,0.0114345114345114,0.0,0.8243243243243243,0.6023391812865497,0.3976608187134502,-3.192886953731864,-3.210147699734524,4.029239766081871,7.0,1.0,1.0,results/rankcloak_small_full,,,,,,,,,,,,,,,,,,,,,,
rankcloak,rankcloak_36,random_256_bit_hex,play_dialogue,16.0,,672,128,10,0.150297619047619,0.0535714285714285,0.0,0.7961309523809523,0.828125,0.171875,-3.886164279477789,-3.5212951022406287,5.2890625,9.0,1.0,1.0,results/rankcloak_small_full,,,,,,,,,,,,,,,,,,,,,,
rankcloak,rankcloak_37,random_256_bit_hex,recipe_blog,16.0,,591,128,3,0.1759729272419627,0.0372250423011844,0.0,0.7868020304568528,0.765625,0.234375,-3.9979496861007098,-3.774877138162436,5.2890625,9.0,1.0,1.0,results/rankcloak_small_full,,,,,,,,,,,,,,,,,,,,,,
rankcloak,rankcloak_38,random_256_bit_hex,forum_reply,16.0,,622,128,7,0.180064308681672,0.022508038585209,0.0,0.792604501607717,0.71875,0.28125,-3.533123874495949,-3.4735380785313765,5.2890625,9.0,1.0,1.0,results/rankcloak_small_full,,,,,,,,,,,,,,,,,,,,,,
rankcloak,rankcloak_39,random_256_bit_hex,technical_documentation,16.0,,614,128,4,0.1433224755700325,0.022801302931596,0.003257328990228,0.8127035830618893,0.71875,0.28125,-3.6426237476989294,-3.5832583873188044,5.2890625,9.0,1.0,1.0,results/rankcloak_small_full,,,,,,,,,,,,,,,,,,,,,,
rankcloak,rankcloak_40,random_256_bit_hex,play_dialogue,32.0,,313,103,27,0.1789137380191693,0.134185303514377,0.0127795527156549,0.6549520766773163,0.7184466019417476,0.2815533980582524,-4.940909127212463,-4.867705673507984,13.932038834951456,28.0,0.5922330097087378,1.0,results/rankcloak_small_full,,,,,,,,,,,,,,,,,,,,,,
rankcloak,rankcloak_41,random_256_bit_hex,recipe_blog,32.0,,323,103,1,0.2662538699690402,0.0402476780185758,0.0030959752321981,0.6904024767801857,0.6796116504854369,0.3203883495145631,-4.7964205596052825,-4.742210450814124,13.932038834951456,28.0,0.5922330097087378,1.0,results/rankcloak_small_full,,,,,,,,,,,,,,,,,,,,,,
rankcloak,rankcloak_42,random_256_bit_hex,forum_reply,32.0,,459,103,5,0.1830065359477124,0.0326797385620915,0.0,0.775599128540305,0.7572815533980582,0.2427184466019417,-4.574269704563336,-4.620730011215006,13.932038834951456,28.0,0.5922330097087378,1.0,results/rankcloak_small_full,,,,,,,,,,,,,,,,,,,,,,
rankcloak,rankcloak_43,random_256_bit_hex,technical_documentation,32.0,,606,103,12,0.1584158415841584,0.0363036303630363,0.0,0.8052805280528053,0.8252427184466019,0.1747572815533981,-4.617145501761858,-4.787589212234453,13.932038834951456,28.0,0.5922330097087378,1.0,results/rankcloak_small_full,,,,,,,,,,,,,,,,,,,,,,
rankcloak,rankcloak_44,random_256_bit_hex,play_dialogue,64.0,,300,86,14,0.2566666666666666,0.1033333333333333,0.0,0.64,0.8604651162790697,0.1395348837209302,-5.431908645580875,-5.424062176530283,26.63953488372093,53.75,0.3255813953488372,1.0,results/rankcloak_small_full,,,,,,,,,,,,,,,,,,,,,,
rankcloak,rankcloak_45,random_256_bit_hex,recipe_blog,64.0,,284,86,10,0.2323943661971831,0.0422535211267605,0.0,0.7253521126760564,0.7790697674418605,0.2209302325581394,-5.843969697198458,-5.569723277022392,26.63953488372093,53.75,0.3255813953488372,1.0,results/rankcloak_small_full,,,,,,,,,,,,,,,,,,,,,,
rankcloak,rankcloak_46,random_256_bit_hex,forum_reply,64.0,,379,86,22,0.179419525065963,0.0633245382585752,0.0052770448548812,0.7493403693931399,0.8604651162790697,0.1395348837209302,-5.471695132931976,-5.417468275254741,26.63953488372093,53.75,0.3255813953488372,1.0,results/rankcloak_small_full,,,,,,,,,,,,,,,,,,,,,,
rankcloak,rankcloak_47,random_256_bit_hex,technical_documentation,64.0,,427,86,12,0.1639344262295081,0.0234192037470726,0.0,0.8079625292740047,0.8953488372093024,0.1046511627906976,-5.486783322006279,-5.381575445975109,26.63953488372093,53.75,0.3255813953488372,1.0,results/rankcloak_small_full,,,,,,,,,,,,,,,,,,,,,,
rankcloak,rankcloak_48,synthetic_uuid_v4_like,play_dialogue,8.0,,341,96,6,0.1906158357771261,0.0821114369501466,0.0,0.7243401759530792,0.8229166666666666,0.1770833333333333,-3.889848217651284,-3.504107205037217,4.229166666666667,7.0,1.0,1.0,results/rankcloak_small_full,,,,,,,,,,,,,,,,,,,,,,
rankcloak,rankcloak_49,synthetic_uuid_v4_like,recipe_blog,8.0,,391,96,1,0.1611253196930946,0.0562659846547314,0.0,0.7800511508951407,0.8541666666666666,0.1458333333333333,-4.13782781434132,-3.6004663394483174,4.229166666666667,7.0,1.0,1.0,results/rankcloak_small_full,,,,,,,,,,,,,,,,,,,,,,
rankcloak,rankcloak_50,synthetic_uuid_v4_like,forum_reply,8.0,,412,96,21,0.1820388349514563,0.0825242718446602,0.0048543689320388,0.720873786407767,0.8020833333333334,0.1979166666666666,-3.83516625633782,-3.322141133841587,4.229166666666667,7.0,1.0,1.0,results/rankcloak_small_full,,,,,,,,,,,,,,,,,,,,,,
rankcloak,rankcloak_51,synthetic_uuid_v4_like,technical_documentation,8.0,,570,96,7,0.1543859649122807,0.019298245614035,0.0052631578947368,0.8210526315789474,0.8020833333333334,0.1979166666666666,-3.324932116116901,-3.135437455278588,4.229166666666667,7.0,1.0,1.0,results/rankcloak_small_full,,,,,,,,,,,,,,,,,,,,,,
rankcloak,rankcloak_52,synthetic_uuid_v4_like,play_dialogue,16.0,,297,72,10,0.202020202020202,0.0336700336700336,0.0,0.7609427609427609,0.9166666666666666,0.0833333333333333,-4.211351183986394,-3.722046988687664,5.694444444444445,11.800000000000011,1.0,1.0,results/rankcloak_small_full,,,,,,,,,,,,,,,,,,,,,,
rankcloak,rankcloak_53,synthetic_uuid_v4_like,recipe_blog,16.0,,305,72,3,0.180327868852459,0.0196721311475409,0.0163934426229508,0.7836065573770492,0.8472222222222222,0.1527777777777778,-4.485494450165962,-3.996586696008001,5.694444444444445,11.800000000000011,1.0,1.0,results/rankcloak_small_full,,,,,,,,,,,,,,,,,,,,,,
rankcloak,rankcloak_54,synthetic_uuid_v4_like,forum_reply,16.0,,343,72,2,0.1690962099125364,0.0379008746355685,0.0,0.793002915451895,0.8611111111111112,0.1388888888888888,-3.886617205295183,-3.536201905595964,5.694444444444445,11.800000000000011,1.0,1.0,results/rankcloak_small_full,,,,,,,,,,,,,,,,,,,,,,
rankcloak,rankcloak_55,synthetic_uuid_v4_like,technical_documentation,16.0,,463,72,6,0.1339092872570194,0.019438444924406,0.0,0.8466522678185745,0.8611111111111112,0.1388888888888888,-3.9484060085092008,-3.586990763304,5.694444444444445,11.800000000000011,1.0,1.0,results/rankcloak_small_full,,,,,,,,,,,,,,,,,,,,,,
rankcloak,rankcloak_56,synthetic_uuid_v4_like,play_dialogue,32.0,,290,58,5,0.1482758620689655,0.0448275862068965,0.0,0.8068965517241379,0.9655172413793104,0.0344827586206896,-5.608227257713517,-5.663219756189481,13.79310344827586,27.15,0.6379310344827587,1.0,results/rankcloak_small_full,,,,,,,,,,,,,,,,,,,,,,
rankcloak,rankcloak_57,synthetic_uuid_v4_like,recipe_blog,32.0,,249,58,1,0.1927710843373494,0.0240963855421686,0.0120481927710843,0.7710843373493976,0.7931034482758621,0.2068965517241379,-5.081651353860094,-4.777075777444134,13.79310344827586,27.15,0.6379310344827587,1.0,results/rankcloak_small_full,,,,,,,,,,,,,,,,,,,,,,
rankcloak,rankcloak_58,synthetic_uuid_v4_like,forum_reply,32.0,,273,58,7,0.1501831501831501,0.0512820512820512,0.0,0.7985347985347986,0.8793103448275862,0.1206896551724138,-5.283965962166191,-4.920646738840577,13.79310344827586,27.15,0.6379310344827587,1.0,results/rankcloak_small_full,,,,,,,,,,,,,,,,,,,,,,
rankcloak,rankcloak_59,synthetic_uuid_v4_like,technical_documentation,32.0,,389,58,5,0.1311053984575835,0.0205655526992287,0.0,0.8483290488431876,0.9310344827586208,0.0689655172413793,-5.052942470760835,-4.8551200692644585,13.79310344827586,27.15,0.6379310344827587,1.0,results/rankcloak_small_full,,,,,,,,,,,,,,,,,,,,,,
rankcloak,rankcloak_60,synthetic_uuid_v4_like,play_dialogue,64.0,,159,48,12,0.2012578616352201,0.0691823899371069,0.0,0.7295597484276729,0.9791666666666666,0.0208333333333333,-5.68747625083516,-5.576364617942259,29.479166666666668,53.0,0.2291666666666666,1.0,results/rankcloak_small_full,,,,,,,,,,,,,,,,,,,,,,
rankcloak,rankcloak_61,synthetic_uuid_v4_like,recipe_blog,64.0,,223,48,1,0.147982062780269,0.0403587443946188,0.0,0.8116591928251121,0.9375,0.0625,-6.653027756135503,-5.992212815919605,29.479166666666668,53.0,0.2291666666666666,1.0,results/rankcloak_small_full,,,,,,,,,,,,,,,,,,,,,,
rankcloak,rankcloak_62,synthetic_uuid_v4_like,forum_reply,64.0,,258,48,6,0.1666666666666666,0.0310077519379844,0.0,0.8023255813953488,0.875,0.125,-5.510316238157017,-5.474249815954017,29.479166666666668,53.0,0.2291666666666666,1.0,results/rankcloak_small_full,,,,,,,,,,,,,,,,,,,,,,
rankcloak,rankcloak_63,synthetic_uuid_v4_like,technical_documentation,64.0,,360,48,1,0.1222222222222222,0.0055555555555555,0.0027777777777777,0.8694444444444445,0.9375,0.0625,-5.81600264653089,-5.702579913992931,29.479166666666668,53.0,0.2291666666666666,1.0,results/rankcloak_small_full,,,,,,,,,,,,,,,,,,,,,,
baseline,baseline_0,,play_dialogue,,greedy,356,86,7,0.1657303370786516,0.0589887640449438,0.0,0.7752808988764045,0.7441860465116279,0.2558139534883721,-0.55407850267264,-0.3783338759761641,1.0,1.0,1.0,1.0,results/rankcloak_small_full,,,,,,,,,,,,,,,,,,,,,,
baseline,baseline_1,,recipe_blog,,greedy,369,86,1,0.1707317073170731,0.02710027100271,0.0,0.8021680216802168,0.7674418604651163,0.2325581395348837,-0.3399906128706237,-0.1330029018340699,1.0,1.0,1.0,1.0,results/rankcloak_small_full,,,,,,,,,,,,,,,,,,,,,,
baseline,baseline_2,,forum_reply,,greedy,400,86,7,0.175,0.0425,0.0,0.7825,0.7441860465116279,0.2558139534883721,-0.3343146599047327,-0.1241544025679157,1.0,1.0,1.0,1.0,results/rankcloak_small_full,,,,,,,,,,,,,,,,,,,,,,
baseline,baseline_3,,technical_documentation,,greedy,489,86,5,0.1513292433537832,0.0368098159509202,0.0020449897750511,0.8098159509202454,0.7441860465116279,0.2558139534883721,-0.3711600953826988,-0.2580262652192484,1.0,1.0,1.0,1.0,results/rankcloak_small_full,,,,,,,,,,,,,,,,,,,,,,
rankcloak,rankcloak_0,sha256_public_test_string,recipe_blog,8.0,,752,171,4,0.1981382978723404,0.0132978723404255,0.0026595744680851,0.7779255319148937,0.631578947368421,0.368421052631579,-3.2730965273323966,-3.088403194030594,3.8947368421052633,7.0,1.0,1.0,results/rankcloak_strong_prompt_sweep,recipe,136.0,24.0,,,,,,,,,,,,,,,,,,,
rankcloak,rankcloak_1,sha256_public_test_string,recipe_long_specific,8.0,,781,171,3,0.1728553137003841,0.029449423815621,0.0012804097311139,0.795134443021767,0.783625730994152,0.216374269005848,-3.4296859897079908,-3.239819767757396,3.8947368421052633,7.0,1.0,1.0,results/rankcloak_strong_prompt_sweep,recipe,836.0,160.0,,,,,,,,,,,,,,,,,,,
rankcloak,rankcloak_2,sha256_public_test_string,biology_long_specific,8.0,,831,171,19,0.1371841155234657,0.0589651022864019,0.0012033694344163,0.8014440433212996,0.7134502923976608,0.2865497076023392,-3.3387683251393745,-3.3246919838476607,3.8947368421052633,7.0,1.0,1.0,results/rankcloak_strong_prompt_sweep,biology,808.0,137.0,,,,,,,,,,,,,,,,,,,
rankcloak,rankcloak_3,sha256_public_test_string,car_buying_long_specific,8.0,,715,171,5,0.2013986013986014,0.0391608391608391,0.0,0.7594405594405594,0.6491228070175439,0.3508771929824561,-3.232867067053048,-3.1494879988504785,3.8947368421052633,7.0,1.0,1.0,results/rankcloak_strong_prompt_sweep,car_buying,642.0,111.0,,,,,,,,,,,,,,,,,,,
rankcloak,rankcloak_4,sha256_public_test_string,forum_reply,8.0,,908,171,13,0.1530837004405286,0.0341409691629955,0.0,0.8127753303964758,0.7192982456140351,0.2807017543859649,-3.313204318449406,-3.093270179466103,3.8947368421052633,7.0,1.0,1.0,results/rankcloak_strong_prompt_sweep,forum,126.0,24.0,,,,,,,,,,,,,,,,,,,
rankcloak,rankcloak_5,sha256_public_test_string,recipe_blog,16.0,,506,128,1,0.217391304347826,0.033596837944664,0.0158102766798418,0.733201581027668,0.6796875,0.3203125,-3.8395170292370295,-3.576146273968627,4.96875,8.0,1.0,1.0,results/rankcloak_strong_prompt_sweep,recipe,136.0,24.0,,,,,,,,,,,,,,,,,,,
rankcloak,rankcloak_6,sha256_public_test_string,recipe_long_specific,16.0,,630,128,5,0.1523809523809524,0.0301587301587301,0.0,0.8126984126984127,0.859375,0.140625,-4.213382904721614,-3.857040859844101,4.96875,8.0,1.0,1.0,results/rankcloak_strong_prompt_sweep,recipe,836.0,160.0,,,,,,,,,,,,,,,,,,,
rankcloak,rankcloak_7,sha256_public_test_string,biology_long_specific,16.0,,593,128,1,0.1618887015177065,0.0438448566610455,0.0,0.7942664418212478,0.7578125,0.2421875,-3.842468616169433,-3.525013955080716,4.96875,8.0,1.0,1.0,results/rankcloak_strong_prompt_sweep,biology,808.0,137.0,,,,,,,,,,,,,,,,,,,
rankcloak,rankcloak_8,sha256_public_test_string,car_buying_long_specific,16.0,,522,128,4,0.1934865900383141,0.0421455938697318,0.0172413793103448,0.7471264367816092,0.75,0.25,-3.697250831811373,-3.465683460322481,4.96875,8.0,1.0,1.0,results/rankcloak_strong_prompt_sweep,car_buying,642.0,111.0,,,,,,,,,,,,,,,,,,,
rankcloak,rankcloak_9,sha256_public_test_string,forum_reply,16.0,,622,128,8,0.180064308681672,0.022508038585209,0.0032154340836012,0.792604501607717,0.8203125,0.1796875,-3.730910269050311,-3.4876503927312257,4.96875,8.0,1.0,1.0,results/rankcloak_strong_prompt_sweep,forum,126.0,24.0,,,,,,,,,,,,,,,,,,,
rankcloak,rankcloak_10,sha256_public_test_string,recipe_blog,32.0,,465,103,2,0.1763440860215053,0.0408602150537634,0.0021505376344086,0.7763440860215054,0.8349514563106796,0.1650485436893204,-4.909045333703019,-4.727356214153453,14.019417475728156,26.89999999999999,0.5922330097087378,1.0,results/rankcloak_strong_prompt_sweep,recipe,136.0,24.0,,,,,,,,,,,,,,,,,,,
