local_status	preservation_class	path	entry_type	size_bytes	sha256	notes
preserved_extra_file	failed_or_temporary_diagnostic_preserve	/tmp/rankcloak_cmake_4_4_2/cmake-4.4.2.dist-info/INSTALLER	regular_file	4	ceebae7b8927a3227e5303cf5e0f1f7b34bb542ad7250ac03fbcde36ec2f1508	Preserved in place; no deletion, move, or quarantine performed.
preserved_extra_file	failed_or_temporary_diagnostic_preserve	/tmp/rankcloak_cmake_4_4_2/cmake-4.4.2.dist-info/METADATA	regular_file	6958	144a45b7eaedc0f88dd655d0b8e947962c8b60c5a30e622f92b0532d61d321c4	Preserved in place; no deletion, move, or quarantine performed.
preserved_extra_file	failed_or_temporary_diagnostic_preserve	/tmp/rankcloak_cmake_4_4_2/cmake-4.4.2.dist-info/RECORD	regular_file	505857	8ab02c32df9e3f992eac1120a934c8bef5b0a37dffddce182c92b6c4812b9543	Preserved in place; no deletion, move, or quarantine performed.
preserved_extra_file	failed_or_temporary_diagnostic_preserve	/tmp/rankcloak_cmake_4_4_2/cmake-4.4.2.dist-info/REQUESTED	regular_file	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	Preserved in place; no deletion, move, or quarantine performed.
preserved_extra_file	failed_or_temporary_diagnostic_preserve	/tmp/rankcloak_cmake_4_4_2/cmake-4.4.2.dist-info/WHEEL	regular_file	149	450129481fd9fed5432d9e865ab2c8a6ed96078b12c1ae163bf2479a7305d44f	Preserved in place; no deletion, move, or quarantine performed.
preserved_extra_file	failed_or_temporary_diagnostic_preserve	/tmp/rankcloak_cmake_4_4_2/cmake-4.4.2.dist-info/entry_points.txt	regular_file	101	a21fc11f5138890efd1eee982ecaefdec777f1edc033e74e260ddb5a39156ea0	Preserved in place; no deletion, move, or quarantine performed.
preserved_extra_file	failed_or_temporary_diagnostic_preserve	/tmp/rankcloak_cmake_4_4_2/cmake-4.4.2.dist-info/licenses/AUTHORS.rst	regular_file	142	9cbfc78a28479dd1ef553021f5841c295d89669f3be2e60d1824bdddd997a1b1	Preserved in place; no deletion, move, or quarantine performed.
preserved_extra_file	failed_or_temporary_diagnostic_preserve	/tmp/rankcloak_cmake_4_4_2/cmake-4.4.2.dist-info/licenses/LICENSE_Apache_20	regular_file	10273	73ba74dfaa520b49a401b5d21459a8523a146f3b7518a833eea5efa85130bf68	Preserved in place; no deletion, move, or quarantine performed.
preserved_extra_file	failed_or_temporary_diagnostic_preserve	/tmp/rankcloak_cmake_4_4_2/cmake-4.4.2.dist-info/licenses/LICENSE_BSD_3	regular_file	1668	a39f63ec8a8e9d63ee8fd85eac9eda615995216eff43c500f68c08d4c922bf3f	Preserved in place; no deletion, move, or quarantine performed.
preserved_extra_file	failed_or_temporary_diagnostic_preserve	/tmp/rankcloak_cmake_4_4_2/cmake/__init__.py	regular_file	2081	d8ea7563f5f6c99804344a4305a12057e59b353791a0c76fe916df5c36a4de4e	Preserved in place; no deletion, move, or quarantine performed.
preserved_extra_file	failed_or_temporary_diagnostic_preserve	/tmp/rankcloak_cmake_4_4_2/cmake/__main__.py	regular_file	68	3606c3f80420577110c240c1ef67cf17fa47089f554e576b521474bc83736d10	Preserved in place; no deletion, move, or quarantine performed.
preserved_extra_file	failed_or_temporary_diagnostic_preserve	/tmp/rankcloak_cmake_4_4_2/cmake/__pycache__/__init__.cpython-310.pyc	regular_file	2493	2c85d0e0d0ca3138ca2acee3a3d1aef4a14a1269741ca52309a3d42c3c0833cf	Preserved in place; no deletion, move, or quarantine performed.
preserved_extra_file	failed_or_temporary_diagnostic_preserve	/tmp/rankcloak_cmake_4_4_2/cmake/__pycache__/__main__.cpython-310.pyc	regular_file	218	4aaf3d0ee3798a274b85c2d8dcdcc448b3ef7d39cdf9d2a6f71b575a467da9b1	Preserved in place; no deletion, move, or quarantine performed.
preserved_extra_file	failed_or_temporary_diagnostic_preserve	/tmp/rankcloak_cmake_4_4_2/cmake/__pycache__/_version.cpython-310.pyc	regular_file	163	84985ed3aef36af832c1251954e516f202c10c37ad833451f63d075388d60df5	Preserved in place; no deletion, move, or quarantine performed.
preserved_extra_file	failed_or_temporary_diagnostic_preserve	/tmp/rankcloak_cmake_4_4_2/cmake/_version.py	regular_file	18	1e4f0980c2333f7e341e84a91f7bdce766869bacc2a5bafd82d11d34a8e72ce3	Preserved in place; no deletion, move, or quarantine performed.
preserved_extra_file	failed_or_temporary_diagnostic_preserve	/tmp/rankcloak_cmake_4_4_2/cmake/_version.pyi	regular_file	13	1b14386462cf40e6cdf76416fc76fc2093c4b9820d367d7ce858eb468bccd3d8	Preserved in place; no deletion, move, or quarantine performed.
preserved_extra_file	failed_or_temporary_diagnostic_preserve	/tmp/rankcloak_cmake_4_4_2/cmake/data/bin/cmake	regular_file	21246408	4cce72587f1437bdbde61e4da8988f88f4d9bbcbbe0b043a48a52f0d8c724c13	Preserved in place; no deletion, move, or quarantine performed.
preserved_extra_file	failed_or_temporary_diagnostic_preserve	/tmp/rankcloak_cmake_4_4_2/cmake/data/bin/cpack	regular_file	21664160	9ad77c91c365bd09338f7bbecfe080222c017b939c26c6c0e1b329506b57b451	Preserved in place; no deletion, move, or quarantine performed.
preserved_extra_file	failed_or_temporary_diagnostic_preserve	/tmp/rankcloak_cmake_4_4_2/cmake/data/bin/ctest	regular_file	22617384	810d18d81908d77365163241905e4511ea13d06f0f0576ee179a45d1291447cc	Preserved in place; no deletion, move, or quarantine performed.
preserved_extra_file	failed_or_temporary_diagnostic_preserve	/tmp/rankcloak_cmake_4_4_2/cmake/data/doc/cmake-4.4/CONTRIBUTORS.rst	regular_file	4402	f8889722aada0968f9b2aa22e6ab5e0263d8d654b637a32002c420fe910507ea	Preserved in place; no deletion, move, or quarantine performed.
preserved_extra_file	failed_or_temporary_diagnostic_preserve	/tmp/rankcloak_cmake_4_4_2/cmake/data/doc/cmake-4.4/LICENSE.rst	regular_file	1498	4382e7c1879ac90e3f101a395d23846fa4dbcaa1eed7265b43681e348754825d	Preserved in place; no deletion, move, or quarantine performed.
preserved_extra_file	failed_or_temporary_diagnostic_preserve	/tmp/rankcloak_cmake_4_4_2/cmake/data/doc/cmake-4.4/cmcppdap/NOTICE	regular_file	173	3103ac74433b12f1728cc0e09babe67620c5e3ab15d79d222b49d5d226681a6c	Preserved in place; no deletion, move, or quarantine performed.
preserved_extra_file	failed_or_temporary_diagnostic_preserve	/tmp/rankcloak_cmake_4_4_2/cmake/data/doc/cmake-4.4/cmcurl/COPYING	regular_file	1088	82f2f4427d6545ee5aaac4f0b80428da6cc8ba41c2cf5da3a03680ec327b9681	Preserved in place; no deletion, move, or quarantine performed.
preserved_extra_file	failed_or_temporary_diagnostic_preserve	/tmp/rankcloak_cmake_4_4_2/cmake/data/doc/cmake-4.4/cmlibarchive/COPYING	regular_file	3089	30e556b3959e3985d66efefec5eaac51d4995053caa1d3cffe6eb916f146f229	Preserved in place; no deletion, move, or quarantine performed.
preserved_extra_file	failed_or_temporary_diagnostic_preserve	/tmp/rankcloak_cmake_4_4_2/cmake/data/doc/cmake-4.4/cmliblzma/COPYING	regular_file	3885	ee3b35b82f7bb0ba5fd9f13ca34ebbe757a59c05bfde5ab9d50ff4188ed33396	Preserved in place; no deletion, move, or quarantine performed.
preserved_extra_file	failed_or_temporary_diagnostic_preserve	/tmp/rankcloak_cmake_4_4_2/cmake/data/doc/cmake-4.4/cmlibrhash/COPYING	regular_file	736	953e55838353335148c90b5a38a4894292680b1d4c37228ffddddbf18ce54bf5	Preserved in place; no deletion, move, or quarantine performed.
preserved_extra_file	failed_or_temporary_diagnostic_preserve	/tmp/rankcloak_cmake_4_4_2/cmake/data/doc/cmake-4.4/cmlibuv/LICENSE	regular_file	1079	16de0c32b265cb7d46a6d3bd614f259dd4d693a5e26b3407b04aae8d73041f0c	Preserved in place; no deletion, move, or quarantine performed.
preserved_extra_file	failed_or_temporary_diagnostic_preserve	/tmp/rankcloak_cmake_4_4_2/cmake/data/doc/cmake-4.4/cmnghttp2/COPYING	regular_file	1156	6b94f3abc1aabd0c72a7c7d92a77f79dda7c8a0cb3df839a97890b4116a2de2a	Preserved in place; no deletion, move, or quarantine performed.
preserved_extra_file	failed_or_temporary_diagnostic_preserve	/tmp/rankcloak_cmake_4_4_2/cmake/data/doc/cmake-4.4/cmsys/Copyright.txt	regular_file	1813	7aa92ae0b86f73f81947d177639556fe7f8ea42a74762ecdf563e3daf7106a40	Preserved in place; no deletion, move, or quarantine performed.
preserved_extra_file	failed_or_temporary_diagnostic_preserve	/tmp/rankcloak_cmake_4_4_2/cmake/data/doc/cmake-4.4/cmzlib/Copyright.txt	regular_file	1040	0fced0a729ffc65a60e9d3a7f6bbc7f8273016322d9c4037e7d34b3f9417e531	Preserved in place; no deletion, move, or quarantine performed.
preserved_extra_file	failed_or_temporary_diagnostic_preserve	/tmp/rankcloak_cmake_4_4_2/cmake/data/doc/cmake-4.4/cmzstd/LICENSE	regular_file	1549	7055266497633c9025b777c78eb7235af13922117480ed5c674677adc381c9d8	Preserved in place; no deletion, move, or quarantine performed.
preserved_extra_file	failed_or_temporary_diagnostic_preserve	/tmp/rankcloak_cmake_4_4_2/cmake/data/share/aclocal/cmake.m4	regular_file	2229	8d4a010859b214ca6573933a2152b1dcbc58850d54cf6bc287e2a7adb9da97bb	Preserved in place; no deletion, move, or quarantine performed.
preserved_extra_file	failed_or_temporary_diagnostic_preserve	/tmp/rankcloak_cmake_4_4_2/cmake/data/share/bash-completion/completions/cmake	regular_file	9325	142285e61e45ad25890a606ecc1529bc9157d27c88addd6176a201e51bddab34	Preserved in place; no deletion, move, or quarantine performed.
preserved_extra_file	failed_or_temporary_diagnostic_preserve	/tmp/rankcloak_cmake_4_4_2/cmake/data/share/bash-completion/completions/cpack	regular_file	2961	800299b6e103f424d7be07e4e6cfdc2221d1ed3980bd270a698fcce171621d2a	Preserved in place; no deletion, move, or quarantine performed.
preserved_extra_file	failed_or_temporary_diagnostic_preserve	/tmp/rankcloak_cmake_4_4_2/cmake/data/share/bash-completion/completions/ctest	regular_file	4626	0b5cde23d3f6ece141f8a55a7550035c84596eea402a835842037ac3922c9012	Preserved in place; no deletion, move, or quarantine performed.
preserved_extra_file	failed_or_temporary_diagnostic_preserve	/tmp/rankcloak_cmake_4_4_2/cmake/data/share/cmake-4.4/Help/command/add_compile_definitions.rst	regular_file	1075	5d68a64755524f0009644a4aec3c009e983b540b80b09da8f725b312fb21487f	Preserved in place; no deletion, move, or quarantine performed.
preserved_extra_file	failed_or_temporary_diagnostic_preserve	/tmp/rankcloak_cmake_4_4_2/cmake/data/share/cmake-4.4/Help/command/add_compile_options.rst	regular_file	1934	c05143fedce4d5f0c594c48b9d29cd0443e68a1e32e55778e7c9823972e42fc7	Preserved in place; no deletion, move, or quarantine performed.
preserved_extra_file	failed_or_temporary_diagnostic_preserve	/tmp/rankcloak_cmake_4_4_2/cmake/data/share/cmake-4.4/Help/command/add_custom_command.rst	regular_file	28876	71e44b0b18950e05573e174c16de080037ab89d373fac2886ba76c59b6667a36	Preserved in place; no deletion, move, or quarantine performed.
preserved_extra_file	failed_or_temporary_diagnostic_preserve	/tmp/rankcloak_cmake_4_4_2/cmake/data/share/cmake-4.4/Help/command/add_custom_target.rst	regular_file	8362	9c39cc3b67795643a51b267e8417094985d0667783ec5954a3e2bf29aef29a23	Preserved in place; no deletion, move, or quarantine performed.
preserved_extra_file	failed_or_temporary_diagnostic_preserve	/tmp/rankcloak_cmake_4_4_2/cmake/data/share/cmake-4.4/Help/command/add_definitions.rst	regular_file	1417	0744fdfea65bf6a950eb56a37ecac36ee1c5c163f12d7f769b1211bfe6f7f4c5	Preserved in place; no deletion, move, or quarantine performed.
preserved_extra_file	failed_or_temporary_diagnostic_preserve	/tmp/rankcloak_cmake_4_4_2/cmake/data/share/cmake-4.4/Help/command/add_dependencies.rst	regular_file	1589	850c1ebdb86d8fa1ca736eea5979896390b1cc9b965d5a9faf2d14577a7e732e	Preserved in place; no deletion, move, or quarantine performed.
preserved_extra_file	failed_or_temporary_diagnostic_preserve	/tmp/rankcloak_cmake_4_4_2/cmake/data/share/cmake-4.4/Help/command/add_executable.rst	regular_file	4441	e617edb4fb246ba89c7e0e7d06a40d77b3c28097ed864973c49d56ee937e2de9	Preserved in place; no deletion, move, or quarantine performed.
preserved_extra_file	failed_or_temporary_diagnostic_preserve	/tmp/rankcloak_cmake_4_4_2/cmake/data/share/cmake-4.4/Help/command/add_library.rst	regular_file	13329	3174dcc7edc8564830c28c8503b87cbb20f8f280392a2d0211f70a148f20bae8	Preserved in place; no deletion, move, or quarantine performed.
preserved_extra_file	failed_or_temporary_diagnostic_preserve	/tmp/rankcloak_cmake_4_4_2/cmake/data/share/cmake-4.4/Help/command/add_link_options.rst	regular_file	1569	687f8c2264d59690b2c9a95815a1de307a9b2383f34007d19bd1bd6530f0a10a	Preserved in place; no deletion, move, or quarantine performed.
preserved_extra_file	failed_or_temporary_diagnostic_preserve	/tmp/rankcloak_cmake_4_4_2/cmake/data/share/cmake-4.4/Help/command/add_subdirectory.rst	regular_file	1521	a95edc6995dd41e87898092775cf658f191c286d0364a88e3c27e2865fcbf8b7	Preserved in place; no deletion, move, or quarantine performed.
preserved_extra_file	failed_or_temporary_diagnostic_preserve	/tmp/rankcloak_cmake_4_4_2/cmake/data/share/cmake-4.4/Help/command/add_test.rst	regular_file	5416	e9b255c7db5e146779cc2a932921e4386bae0ecee6b698de0fb6d28c06f3aa44	Preserved in place; no deletion, move, or quarantine performed.
preserved_extra_file	failed_or_temporary_diagnostic_preserve	/tmp/rankcloak_cmake_4_4_2/cmake/data/share/cmake-4.4/Help/command/aux_source_directory.rst	regular_file	1085	eb690628b17d110a0c9257797fab7bd98d4c70e5e3174722b2f49cc30a7c1bdb	Preserved in place; no deletion, move, or quarantine performed.
preserved_extra_file	failed_or_temporary_diagnostic_preserve	/tmp/rankcloak_cmake_4_4_2/cmake/data/share/cmake-4.4/Help/command/block.rst	regular_file	2277	affc41b6404c2791b4d45f3e9825286e9b831926af26d766e35223d66492b41c	Preserved in place; no deletion, move, or quarantine performed.
preserved_extra_file	failed_or_temporary_diagnostic_preserve	/tmp/rankcloak_cmake_4_4_2/cmake/data/share/cmake-4.4/Help/command/break.rst	regular_file	208	4b0d4624fb31d4cf176c393ed011f752618c0f18f071ed0295560dbf78d4d114	Preserved in place; no deletion, move, or quarantine performed.
preserved_extra_file	failed_or_temporary_diagnostic_preserve	/tmp/rankcloak_cmake_4_4_2/cmake/data/share/cmake-4.4/Help/command/build_command.rst	regular_file	1905	0281d7a81b7689a8da9885219509d86be3f0948e64c58305c32deb5ad5942b33	Preserved in place; no deletion, move, or quarantine performed.
preserved_extra_file	failed_or_temporary_diagnostic_preserve	/tmp/rankcloak_cmake_4_4_2/cmake/data/share/cmake-4.4/Help/command/build_name.rst	regular_file	430	867eaf418427228dc326db41309b06cb224525fa78bfbdaca97407b24f5b25dd	Preserved in place; no deletion, move, or quarantine performed.
preserved_extra_file	failed_or_temporary_diagnostic_preserve	/tmp/rankcloak_cmake_4_4_2/cmake/data/share/cmake-4.4/Help/command/cmake_diagnostic.rst	regular_file	5137	dcde0c45cf5443150fd987dbddf8bd6641417e16f203ea9c06967829e249d86e	Preserved in place; no deletion, move, or quarantine performed.
preserved_extra_file	failed_or_temporary_diagnostic_preserve	/tmp/rankcloak_cmake_4_4_2/cmake/data/share/cmake-4.4/Help/command/cmake_file_api.rst	regular_file	2829	6053f711f5edf74b9b78e001e75db749e2c35b9283005edff050c2fafbbfa9bd	Preserved in place; no deletion, move, or quarantine performed.
preserved_extra_file	failed_or_temporary_diagnostic_preserve	/tmp/rankcloak_cmake_4_4_2/cmake/data/share/cmake-4.4/Help/command/cmake_host_system_information.rst	regular_file	13512	688a6a73864bd94c502fe6c30a4b48854f317e857503fac3bad9ee509aadc279	Preserved in place; no deletion, move, or quarantine performed.
preserved_extra_file	failed_or_temporary_diagnostic_preserve	/tmp/rankcloak_cmake_4_4_2/cmake/data/share/cmake-4.4/Help/command/cmake_instrumentation.rst	regular_file	3796	ce9dd881931537e6290f91dd81b70bad3df85df8de9dc766758b2dedfa441681	Preserved in place; no deletion, move, or quarantine performed.
preserved_extra_file	failed_or_temporary_diagnostic_preserve	/tmp/rankcloak_cmake_4_4_2/cmake/data/share/cmake-4.4/Help/command/cmake_language.rst	regular_file	21367	35e53bbf2a0c83c9a3970886bdf2dcac4ed7ded5d29c6bff1d2aa069c876b926	Preserved in place; no deletion, move, or quarantine performed.
preserved_extra_file	failed_or_temporary_diagnostic_preserve	/tmp/rankcloak_cmake_4_4_2/cmake/data/share/cmake-4.4/Help/command/cmake_minimum_required.rst	regular_file	2520	d0293f265af357a3b7811a011893f3df0a93b9e469452becaae6e15a09615540	Preserved in place; no deletion, move, or quarantine performed.
preserved_extra_file	failed_or_temporary_diagnostic_preserve	/tmp/rankcloak_cmake_4_4_2/cmake/data/share/cmake-4.4/Help/command/cmake_parse_arguments.rst	regular_file	8204	f1a7c08599a9e0d9fa9a74b255b3dcc6c3ecaa0b92e19cb8c4f9c2e70e46807f	Preserved in place; no deletion, move, or quarantine performed.
preserved_extra_file	failed_or_temporary_diagnostic_preserve	/tmp/rankcloak_cmake_4_4_2/cmake/data/share/cmake-4.4/Help/command/cmake_path.rst	regular_file	26968	31fcfa0e31842d09daefe2c20eae4a43997efc6a3f5e3b1465145f964a5bbf80	Preserved in place; no deletion, move, or quarantine performed.
preserved_extra_file	failed_or_temporary_diagnostic_preserve	/tmp/rankcloak_cmake_4_4_2/cmake/data/share/cmake-4.4/Help/command/cmake_pkg_config.rst	regular_file	15861	3ac7e0acd10f5d03fd1fa8ac6786b6bd62d12ffbe2fde463a4f7d61310fbd212	Preserved in place; no deletion, move, or quarantine performed.
preserved_extra_file	failed_or_temporary_diagnostic_preserve	/tmp/rankcloak_cmake_4_4_2/cmake/data/share/cmake-4.4/Help/command/cmake_policy.rst	regular_file	5419	328cbd1ca6fd12baa3796958cffca0ad3b0305336a64b00eb7eda7515546684f	Preserved in place; no deletion, move, or quarantine performed.
preserved_extra_file	failed_or_temporary_diagnostic_preserve	/tmp/rankcloak_cmake_4_4_2/cmake/data/share/cmake-4.4/Help/command/configure_file.rst	regular_file	5634	f716772288f1b88f651f2f59d85faf7772223cd9c23bd8bdc83348558274b803	Preserved in place; no deletion, move, or quarantine performed.
preserved_extra_file	failed_or_temporary_diagnostic_preserve	/tmp/rankcloak_cmake_4_4_2/cmake/data/share/cmake-4.4/Help/command/continue.rst	regular_file	362	35d494049c39b93ca86ee34d5aceda22e19831b269c616d6d6d08257ee33340a	Preserved in place; no deletion, move, or quarantine performed.
preserved_extra_file	failed_or_temporary_diagnostic_preserve	/tmp/rankcloak_cmake_4_4_2/cmake/data/share/cmake-4.4/Help/command/create_test_sourcelist.rst	regular_file	3072	14970ed412b4e8ae29015fa94701e98720326e3266bdc95c1d6624670cacde07	Preserved in place; no deletion, move, or quarantine performed.
preserved_extra_file	failed_or_temporary_diagnostic_preserve	/tmp/rankcloak_cmake_4_4_2/cmake/data/share/cmake-4.4/Help/command/ctest_build.rst	regular_file	4435	11c19f54fecc5cbacbcf6e557feaa668ce320e73835d6a8f167ae7ebe8bc1b64	Preserved in place; no deletion, move, or quarantine performed.
