row_id,text_sha256,label,payload_group_id,prompt_template_id,model_id,codec_id
detector_pair__3394970b55a3268e5d5e4543__ordinary_control,1c634a047f65e6c1ebd3128f2244bfaece60b5655baab04afebaf1762be83e38,0,revision_v1_sha256_hex_000,casual_weekend_chat,llama3_8b_instruct_q4_k_m,segmented_hex_single_topic
detector_pair__60e5db2ac9e1168c7e3eda49__rankcloak,eb4595fd2d4611d6a44722567e00efe51a1777b479fffab13a44e98fdab7c006,1,revision_v1_sha256_hex_000,casual_weekend_chat,llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic
detector_pair__60e5db2ac9e1168c7e3eda49__ordinary_control,e6668e0cb9847c6275492dabcd529e223e5d393b87bd7ea7602329a869639a7b,0,revision_v1_sha256_hex_000,casual_weekend_chat,llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic
detector_pair__5ad29e02e664424d48cbfab1__rankcloak,6c67c84ed7324f658b5527de658f8ccadc822b05098524d65d368712ba07bb17,1,revision_v1_sha256_hex_000,casual_weekend_chat,llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic
detector_pair__5ad29e02e664424d48cbfab1__ordinary_control,a04f12d6d24be27da53b212dee48c3359c53277ccdaf674c247bc0325a275c21,0,revision_v1_sha256_hex_000,casual_weekend_chat,llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic
detector_pair__1a03a072b4a118b23119fa79__rankcloak,c9ff4816fffc6fabae87b86b4045336a519c0cbe4a7cb575a399fd4c48299325,1,revision_v1_sha256_hex_001,professional_project_update,llama3_8b_instruct_q4_k_m,direct_subword_calgacus
detector_pair__1a03a072b4a118b23119fa79__ordinary_control,7c3a3b3cbf41c123adb0a6f69d2a2ce2b568cabf1a05099482f8fd94bf289e32,0,revision_v1_sha256_hex_001,professional_project_update,llama3_8b_instruct_q4_k_m,direct_subword_calgacus
detector_pair__d7008180cfab1d19afe65f33__rankcloak,ba4520ee7481606e2d2ab8dd39e8391edfdb606c8be6c6e8a40673f20885e292,1,revision_v1_sha256_hex_001,professional_project_update,llama3_8b_instruct_q4_k_m,nonseg_ascii_b8
detector_pair__d7008180cfab1d19afe65f33__ordinary_control,b0c461cfbbf3e74e04f789143ba3bea0954398562e39db4fdf152f72c8ab26a1,0,revision_v1_sha256_hex_001,professional_project_update,llama3_8b_instruct_q4_k_m,nonseg_ascii_b8
detector_pair__2f701538cfbaf2647867fa23__rankcloak,be80c6809aeaeed531dfb852a49da8f56149c1ae17c9bb92c919f8fa828b6281,1,revision_v1_sha256_hex_001,professional_project_update,llama3_8b_instruct_q4_k_m,nonseg_ascii_b16
detector_pair__2f701538cfbaf2647867fa23__ordinary_control,e12a6d55edad75f1cf84e9e5d3d50efd51d60b23028378c4a28e308d76d9ef99,0,revision_v1_sha256_hex_001,professional_project_update,llama3_8b_instruct_q4_k_m,nonseg_ascii_b16
detector_pair__8bfbfcd38bfec73cafd1c8aa__rankcloak,c7a5c7263dc9d655c3560b766b1a068e105de9eaff8739ddf7a1fe06ece22f1f,1,revision_v1_sha256_hex_001,professional_project_update,llama3_8b_instruct_q4_k_m,nonseg_hex_nibble_b16
detector_pair__8bfbfcd38bfec73cafd1c8aa__ordinary_control,47711114d4c893b541d14189bb772a47bdb1d0a8850f3cacec9b323542e80aa6,0,revision_v1_sha256_hex_001,professional_project_update,llama3_8b_instruct_q4_k_m,nonseg_hex_nibble_b16
detector_pair__7b3dc7163959fda2f1448b74__rankcloak,b4bb693a5d899bd63374172d1cb00a28ddc9b73af9f680d569b30315183eeb2b,1,revision_v1_sha256_hex_001,professional_project_update,llama3_8b_instruct_q4_k_m,segmented_hex_single_topic
detector_pair__7b3dc7163959fda2f1448b74__ordinary_control,d02d35ff6c2e99ad10e327b638531598efabf7462d6c994fab6052095589d377,0,revision_v1_sha256_hex_001,professional_project_update,llama3_8b_instruct_q4_k_m,segmented_hex_single_topic
detector_pair__ad37fc7c7bd7f8e1a344b386__rankcloak,6aeadee3222137a9967b74c801ec0e6501413905d0d8438c5df4cb58f09951cb,1,revision_v1_sha256_hex_001,professional_project_update,llama3_8b_instruct_q4_k_m,segmented_hex_single_topic
detector_pair__ad37fc7c7bd7f8e1a344b386__ordinary_control,067495d9c5cda26fb4889e0e4409230d976a34f8e43e00cbbd617400f73c5f61,0,revision_v1_sha256_hex_001,professional_project_update,llama3_8b_instruct_q4_k_m,segmented_hex_single_topic
detector_pair__cce9b245b23f257492d72b7a__rankcloak,0987bef4af7718d11b5fca8a8bed843c097f881630be3e85f4c266c05083add4,1,revision_v1_sha256_hex_001,professional_project_update,llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic
detector_pair__cce9b245b23f257492d72b7a__ordinary_control,392b530d989124fb6b1b66df697c7bac2a55ff61bd0882271943c58298c6d1f8,0,revision_v1_sha256_hex_001,professional_project_update,llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic
detector_pair__e405f890e80bfa19b544bb3a__rankcloak,3c2ca0a67fffb705c08a50be250010f187c2eac5ffa08f3a2e754878e89f9ad4,1,revision_v1_sha256_hex_001,professional_project_update,llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic
detector_pair__e405f890e80bfa19b544bb3a__ordinary_control,753d8fa28e150a61c7ad0c32ed65de599c50ed6a84fd42c5db58257c1e6e5ac6,0,revision_v1_sha256_hex_001,professional_project_update,llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic
detector_pair__c62cee23cb4828c4b3cae6be__rankcloak,4bbd1dc74b4d16876bc61535cbb49de3ae2227d899aaae08ee46faf9b8c17052,1,revision_v1_sha256_hex_002,forum_practical_answer,llama3_8b_instruct_q4_k_m,direct_subword_calgacus
detector_pair__c62cee23cb4828c4b3cae6be__ordinary_control,65ca52dda4f81c34841dfd98e17258e8367933cf7d84ad661ec06a1e7af3fd40,0,revision_v1_sha256_hex_002,forum_practical_answer,llama3_8b_instruct_q4_k_m,direct_subword_calgacus
detector_pair__1c70104a2f64e1268c5a8569__rankcloak,b38f3177594e8c8f4302e001664e3f9f25b308f22c0be7acb5093079872c0d7e,1,revision_v1_sha256_hex_002,forum_practical_answer,llama3_8b_instruct_q4_k_m,nonseg_ascii_b8
detector_pair__1c70104a2f64e1268c5a8569__ordinary_control,771bef17633a5654fefc9e1679c05e02dbfa1708befe6130517aca5b2b5579fa,0,revision_v1_sha256_hex_002,forum_practical_answer,llama3_8b_instruct_q4_k_m,nonseg_ascii_b8
detector_pair__5bd0d754961f7e064f86594a__rankcloak,e7067c2ce18872bb7dde6fd5c2cc6cd7d3eddf2106d82045f37914cd23b5892a,1,revision_v1_sha256_hex_002,forum_practical_answer,llama3_8b_instruct_q4_k_m,nonseg_ascii_b16
detector_pair__5bd0d754961f7e064f86594a__ordinary_control,844fede7adf5ec29a8aa323fbb9ceeb6673f8e0f3d8230b1c068669f515b1f20,0,revision_v1_sha256_hex_002,forum_practical_answer,llama3_8b_instruct_q4_k_m,nonseg_ascii_b16
detector_pair__2f06ef65eac2c9b22d772947__rankcloak,be01b91588df170791f96209c42c856e3e21235e3fc9a048f3325e2e272bcfe1,1,revision_v1_sha256_hex_002,forum_practical_answer,llama3_8b_instruct_q4_k_m,nonseg_hex_nibble_b16
detector_pair__2f06ef65eac2c9b22d772947__ordinary_control,bcda97c8baa3f4b967accca8d11054a2006a6f7beb008d002949f98c74edc93f,0,revision_v1_sha256_hex_002,forum_practical_answer,llama3_8b_instruct_q4_k_m,nonseg_hex_nibble_b16
detector_pair__52cfef94665f4690562f141e__rankcloak,54537f24021f83ac0ed23e01d8f05915185c5b9e15680b2c50e11bb1d035f94f,1,revision_v1_sha256_hex_002,forum_practical_answer,llama3_8b_instruct_q4_k_m,segmented_hex_single_topic
detector_pair__52cfef94665f4690562f141e__ordinary_control,aac47a844fc1a27696ce37c52a78a7ea2d694443c5a7017a5573f19084bcd26e,0,revision_v1_sha256_hex_002,forum_practical_answer,llama3_8b_instruct_q4_k_m,segmented_hex_single_topic
detector_pair__bedb2c71ef8d1dacb9e7c6f9__rankcloak,8bd06e9ce01d47fce4618b9618f29ed980e4b7204326ae9b0581aca75e5c0db6,1,revision_v1_sha256_hex_002,forum_practical_answer,llama3_8b_instruct_q4_k_m,segmented_hex_single_topic
detector_pair__bedb2c71ef8d1dacb9e7c6f9__ordinary_control,31cafd935a8202692996c021908afacdcf89f083a4318d06661ad44a8c511e41,0,revision_v1_sha256_hex_002,forum_practical_answer,llama3_8b_instruct_q4_k_m,segmented_hex_single_topic
detector_pair__35d1e00862b1f9966640c249__rankcloak,03d3bf3bc3e2cd9afc47823071a35de012070a74de10a556def35cc15cd929c7,1,revision_v1_sha256_hex_002,forum_practical_answer,llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic
detector_pair__35d1e00862b1f9966640c249__ordinary_control,d93980122efe4119ea210bc70e01f9b55439cb04aab42692e1b6139dbde0da61,0,revision_v1_sha256_hex_002,forum_practical_answer,llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic
detector_pair__27de698a4b67797a4e4adb72__rankcloak,7f73c7fa58f998b551d77792d59afd23aa4cdd18db91f89bc2cd8bf70b496016,1,revision_v1_sha256_hex_002,forum_practical_answer,llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic
detector_pair__27de698a4b67797a4e4adb72__ordinary_control,698fdfe082a5697d0ff255e94a6b453bd501cb7514dfe293b0444d4174fda501,0,revision_v1_sha256_hex_002,forum_practical_answer,llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic
detector_pair__6bcdb3fe7a481a5cece58cb3__rankcloak,58ba65686870cbfaada5f4cad9a1681fae660722d1d8d46c0a68271eb0d87b50,1,revision_v1_sha256_hex_003,procedure_simple_meal,llama3_8b_instruct_q4_k_m,direct_subword_calgacus
detector_pair__6bcdb3fe7a481a5cece58cb3__ordinary_control,ddfb7e61ac44b811663acaeb54d78da543f5aaba3efdfe159797b01d68bb7191,0,revision_v1_sha256_hex_003,procedure_simple_meal,llama3_8b_instruct_q4_k_m,direct_subword_calgacus
detector_pair__ae1a5b4f2d9b4c82feb2789e__rankcloak,b6fe1277bad3933c6264d702d8e26c3a0d9f7ffeb7f8d172a994e7caed1e92f9,1,revision_v1_sha256_hex_003,procedure_simple_meal,llama3_8b_instruct_q4_k_m,nonseg_ascii_b8
detector_pair__ae1a5b4f2d9b4c82feb2789e__ordinary_control,0cff4535f4903bef09a38916926d74462c564d49f44c725261506d2cd31e1924,0,revision_v1_sha256_hex_003,procedure_simple_meal,llama3_8b_instruct_q4_k_m,nonseg_ascii_b8
detector_pair__f516cb8f1a97a5f5d75a2685__rankcloak,f1edf9654b82c0039818407209356041dedd275a8f193a5f40ac3730184c63c7,1,revision_v1_sha256_hex_003,procedure_simple_meal,llama3_8b_instruct_q4_k_m,nonseg_ascii_b16
detector_pair__f516cb8f1a97a5f5d75a2685__ordinary_control,9d849f8e3eb223b9857e6d9938f450a71704a11c369bfc4f9331bb9afe6e6cff,0,revision_v1_sha256_hex_003,procedure_simple_meal,llama3_8b_instruct_q4_k_m,nonseg_ascii_b16
detector_pair__e6336590c32d5906155ef854__rankcloak,ae95ab7aa3071d9a5bc572b8ac33ff954cc056e209e2b41cb52cfe3b8697b582,1,revision_v1_sha256_hex_003,procedure_simple_meal,llama3_8b_instruct_q4_k_m,nonseg_hex_nibble_b16
detector_pair__e6336590c32d5906155ef854__ordinary_control,f25a0bbff425ab6a4bc16696e36cca6b1a2d5b7abef4e7879d107d6e9265860f,0,revision_v1_sha256_hex_003,procedure_simple_meal,llama3_8b_instruct_q4_k_m,nonseg_hex_nibble_b16
detector_pair__86c10b15486fc06188067055__rankcloak,79a72ebc686ef9bc8ddff83bb36fa294369cac3b631706de5f78f8b531c86f23,1,revision_v1_sha256_hex_003,procedure_simple_meal,llama3_8b_instruct_q4_k_m,segmented_hex_single_topic
detector_pair__86c10b15486fc06188067055__ordinary_control,4cacc3d6a28fae2632fbe9025fef74e1bdbba81045c1d9b047c9d3a649363900,0,revision_v1_sha256_hex_003,procedure_simple_meal,llama3_8b_instruct_q4_k_m,segmented_hex_single_topic
detector_pair__2e31400d8e0cd26e25b6e859__rankcloak,2498de0c6c03e6c4f5a25eaf0d42a522439994cb9607b5b9ca183695f8d60353,1,revision_v1_sha256_hex_003,procedure_simple_meal,llama3_8b_instruct_q4_k_m,segmented_hex_single_topic
detector_pair__2e31400d8e0cd26e25b6e859__ordinary_control,f9afcc1ac746de18064c021f66bc3cfb5925ada71084b2c44a444d75ed4845a8,0,revision_v1_sha256_hex_003,procedure_simple_meal,llama3_8b_instruct_q4_k_m,segmented_hex_single_topic
detector_pair__4cc8b9a18940383889f832b8__rankcloak,3c8704cd8e2cd50641d68865643b34ed54c186cd549e551e5531ed15b629f82a,1,revision_v1_sha256_hex_003,procedure_simple_meal,llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic
detector_pair__4cc8b9a18940383889f832b8__ordinary_control,708f45f401c11a2e4af774fe53012d221987a22e8331c2aaccb63a9674c59b62,0,revision_v1_sha256_hex_003,procedure_simple_meal,llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic
detector_pair__e712eb8473ee4b14c924c6d6__rankcloak,259684cc43722713f18a96e423ecbb752beec0d28ae52da0624c14fadbb08981,1,revision_v1_sha256_hex_003,procedure_simple_meal,llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic
detector_pair__e712eb8473ee4b14c924c6d6__ordinary_control,3671e799ca9ac41732c4b4b3b26047b95c45ab9fa961afe47f6ece8f1ffb433e,0,revision_v1_sha256_hex_003,procedure_simple_meal,llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic
detector_pair__a5943e6c9795bb3b5703d3bf__rankcloak,ee14cd30a9fc1fbf4009717451f48bbc57cecb98bdf0f38ca5116c78afb1dd4b,1,revision_v1_sha256_hex_004,narrative_small_discovery,llama3_8b_instruct_q4_k_m,direct_subword_calgacus
detector_pair__a5943e6c9795bb3b5703d3bf__ordinary_control,e667f272f7d06d36aaffbd1fb7cb8e59151308768b32cb96b6f84d93dbf41ca5,0,revision_v1_sha256_hex_004,narrative_small_discovery,llama3_8b_instruct_q4_k_m,direct_subword_calgacus
detector_pair__6351720a99af8a1ac25f145f__rankcloak,7c7bbab40b85d00c9dc88d4d59e114e7a3c6c7ce14ef59c1b835fa1b0560753e,1,revision_v1_sha256_hex_004,narrative_small_discovery,llama3_8b_instruct_q4_k_m,nonseg_ascii_b8
detector_pair__6351720a99af8a1ac25f145f__ordinary_control,1fc6a07a18806c616033c33ae99e0d8b3a122582285b8e162a5d4bd4c60847b9,0,revision_v1_sha256_hex_004,narrative_small_discovery,llama3_8b_instruct_q4_k_m,nonseg_ascii_b8
detector_pair__66443a074bfdc5fb12745718__rankcloak,845bb5933065319ee16f9faaef2fc5835f6d1a9300498a65b93c58a282d853d9,1,revision_v1_sha256_hex_004,narrative_small_discovery,llama3_8b_instruct_q4_k_m,nonseg_ascii_b16
detector_pair__66443a074bfdc5fb12745718__ordinary_control,5c70840ce7a5791021d2396e3390f817e42d86cfab31512e75ab046f305ab8c0,0,revision_v1_sha256_hex_004,narrative_small_discovery,llama3_8b_instruct_q4_k_m,nonseg_ascii_b16
detector_pair__c6e3a3bf0a3d28262bbd9dd0__rankcloak,bf6c5c40f3af60cf74ecb5755da82851e8086a06dbab0133150cdcff40409c55,1,revision_v1_sha256_hex_004,narrative_small_discovery,llama3_8b_instruct_q4_k_m,nonseg_hex_nibble_b16
detector_pair__c6e3a3bf0a3d28262bbd9dd0__ordinary_control,5459c6b2bf268a71181a47227395073fea3ec2e45f5baaf44a3a3350ad3d7d33,0,revision_v1_sha256_hex_004,narrative_small_discovery,llama3_8b_instruct_q4_k_m,nonseg_hex_nibble_b16
detector_pair__d351e5e0c04579746fd50e60__rankcloak,f8c1260ecdacf1719c3dbe0ae4c75b2c9ce63c1215bf0e6b11d1e85bfdfb9a5b,1,revision_v1_sha256_hex_004,narrative_small_discovery,llama3_8b_instruct_q4_k_m,segmented_hex_single_topic
detector_pair__d351e5e0c04579746fd50e60__ordinary_control,35dcc4f7eb2fff442dd6e1b2dd0367967b6d29e4c208f480eba6b2e2b1cc37fe,0,revision_v1_sha256_hex_004,narrative_small_discovery,llama3_8b_instruct_q4_k_m,segmented_hex_single_topic
detector_pair__5d113e74de23e5aa660afc95__rankcloak,41d1742bded3d24d5e34592baa41e4b5c0cc9e3412231654b7a4e7fa9bb6fe60,1,revision_v1_sha256_hex_004,narrative_small_discovery,llama3_8b_instruct_q4_k_m,segmented_hex_single_topic
detector_pair__5d113e74de23e5aa660afc95__ordinary_control,8a5a8261928fa233cfa14516f714c15d489ca981c6543ff82c7c13ad9777c74d,0,revision_v1_sha256_hex_004,narrative_small_discovery,llama3_8b_instruct_q4_k_m,segmented_hex_single_topic
detector_pair__77182c03285093920107057a__rankcloak,b1b28109322d3406411d035b2296485a72e18fe8d6ae0b882f2f2aa9ddefb7a3,1,revision_v1_sha256_hex_004,narrative_small_discovery,llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic
detector_pair__77182c03285093920107057a__ordinary_control,7b920dd934a8082c2a85147753203f6d45c814dc3d4ca37a98aef3f011409354,0,revision_v1_sha256_hex_004,narrative_small_discovery,llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic
detector_pair__37624efd12b7fbb7abbc42ee__rankcloak,49288f2c37c10f8f3c2381a8e90e45c4b76d41a1ae955a9b72dda17160075237,1,revision_v1_sha256_hex_004,narrative_small_discovery,llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic
detector_pair__37624efd12b7fbb7abbc42ee__ordinary_control,47906779db6e332e1ce4333ddc8a3ac6b79d5bce0c8ff029db78501032bfbe36,0,revision_v1_sha256_hex_004,narrative_small_discovery,llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic
detector_pair__426312f1f3c3e2078cbdc5a8__rankcloak,2264a5f73f010accc349a8c95c9582258a43ab473478c50c3fcdedac4ebfeff9,1,revision_v1_sha256_hex_005,explain_weather_pattern,llama3_8b_instruct_q4_k_m,direct_subword_calgacus
detector_pair__426312f1f3c3e2078cbdc5a8__ordinary_control,86da8458c6ff96dfed5165cfe51b5689c3bc8c505be8c885d3cfa80df95d2971,0,revision_v1_sha256_hex_005,explain_weather_pattern,llama3_8b_instruct_q4_k_m,direct_subword_calgacus
detector_pair__05a6956a28a02cefc7a4944e__rankcloak,14dab70c42b6b3e82fdb1efbd7be2427a7552b8d9bda60694c74e8586d7d1e08,1,revision_v1_sha256_hex_005,explain_weather_pattern,llama3_8b_instruct_q4_k_m,nonseg_ascii_b8
detector_pair__05a6956a28a02cefc7a4944e__ordinary_control,2c3620094daf0bbcc72dde50bee8c6cc7a2621c3716f9182aeb5513a49fa438b,0,revision_v1_sha256_hex_005,explain_weather_pattern,llama3_8b_instruct_q4_k_m,nonseg_ascii_b8
detector_pair__5296abbb33b05815c2b82670__rankcloak,9157d8bc75dddcf0595b8afdb2a2520eefd6bf5f159356e879bdabed1a5c1f4a,1,revision_v1_sha256_hex_005,explain_weather_pattern,llama3_8b_instruct_q4_k_m,nonseg_ascii_b16
detector_pair__5296abbb33b05815c2b82670__ordinary_control,2411fc8476a2e00a51b201fa0767ed6b2771908c40bc48385f9af7ccef6af94b,0,revision_v1_sha256_hex_005,explain_weather_pattern,llama3_8b_instruct_q4_k_m,nonseg_ascii_b16
detector_pair__c5847782f678de65d1d93fd3__rankcloak,d570605b0eb060d8131058aa1bfddf182112455991b584980179991555360d13,1,revision_v1_sha256_hex_005,explain_weather_pattern,llama3_8b_instruct_q4_k_m,nonseg_hex_nibble_b16
detector_pair__c5847782f678de65d1d93fd3__ordinary_control,04407d9b42104f57798d58c85d88777e3e12ba4c40a4b007b5a218ff1b6dfaf4,0,revision_v1_sha256_hex_005,explain_weather_pattern,llama3_8b_instruct_q4_k_m,nonseg_hex_nibble_b16
detector_pair__c9b91312130f6a52a73b99ee__rankcloak,76f50a762fd8a6d8ceab2b138701bee9db5152e8b5c576ed530b0039d5b9e924,1,revision_v1_sha256_hex_005,explain_weather_pattern,llama3_8b_instruct_q4_k_m,segmented_hex_single_topic
detector_pair__c9b91312130f6a52a73b99ee__ordinary_control,a9d6f5850b7947f5f1ccf659b5edacf4777acc7e23d0d8f3aedb8bae0f0429a7,0,revision_v1_sha256_hex_005,explain_weather_pattern,llama3_8b_instruct_q4_k_m,segmented_hex_single_topic
detector_pair__f4a40e189ac4c1c46a499168__rankcloak,d27da3fc16f3512a3ae8a13c01232ffd2f709a6b65c6af8f555d5af4c8972011,1,revision_v1_sha256_hex_005,explain_weather_pattern,llama3_8b_instruct_q4_k_m,segmented_hex_single_topic
detector_pair__f4a40e189ac4c1c46a499168__ordinary_control,9b41e5168e12a248acc1a829723405efc48bc361e9f6117321f3b4d2884f072e,0,revision_v1_sha256_hex_005,explain_weather_pattern,llama3_8b_instruct_q4_k_m,segmented_hex_single_topic
detector_pair__3f347f06041eb2c7197861ab__rankcloak,d62bc07ea8c709f1c1ca60f493decb44134d8254557e072b7d9f6b3ef5be53fa,1,revision_v1_sha256_hex_005,explain_weather_pattern,llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic
detector_pair__3f347f06041eb2c7197861ab__ordinary_control,37f0115dde46f407ab53b2b03fbcc938e8b2d5d24f87305a03bf87004db4e554,0,revision_v1_sha256_hex_005,explain_weather_pattern,llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic
detector_pair__b6ad08c2cae12d1fc6ad5eaa__rankcloak,bea73a15612a2ae3a14a3f7e1252a7233910f3cc004b13b3e652cc45a402315a,1,revision_v1_sha256_hex_005,explain_weather_pattern,llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic
detector_pair__b6ad08c2cae12d1fc6ad5eaa__ordinary_control,41ae7e693b3c40687d654373fe51d9df22fd32925beabfba81e8a1d04153a6b9,0,revision_v1_sha256_hex_005,explain_weather_pattern,llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic
detector_pair__88995173ec0ba62011b43e6c__rankcloak,9c766bc0eb23b16e3dd16d746ca34b168df33e6d37972180c819b25b114a2936,1,revision_v1_sha256_hex_006,casual_hobby_chat,llama3_8b_instruct_q4_k_m,direct_subword_calgacus
detector_pair__88995173ec0ba62011b43e6c__ordinary_control,bae4ddcd96e15b2e572cdc224362a435e2f0dcff8d6f242c132e0e60a4cb1337,0,revision_v1_sha256_hex_006,casual_hobby_chat,llama3_8b_instruct_q4_k_m,direct_subword_calgacus
detector_pair__52084151840fb17ceef04f50__rankcloak,ce19fdd8ed4264e580e7f18f0940bc7f5ad682c7eaf9044996e9e6579e88c997,1,revision_v1_sha256_hex_006,casual_hobby_chat,llama3_8b_instruct_q4_k_m,nonseg_ascii_b8
detector_pair__52084151840fb17ceef04f50__ordinary_control,f8cc160577919d21069f09f84ac986bef60f0cb5ca5a4d39fae2d0ecc93031e4,0,revision_v1_sha256_hex_006,casual_hobby_chat,llama3_8b_instruct_q4_k_m,nonseg_ascii_b8
detector_pair__dfc89267df7d9a84e68e963b__rankcloak,85d6ff500c90ebeedc1b1338908a1ed271098a701f1f45878fc1b6a59e2fbae2,1,revision_v1_sha256_hex_006,casual_hobby_chat,llama3_8b_instruct_q4_k_m,nonseg_ascii_b16
detector_pair__dfc89267df7d9a84e68e963b__ordinary_control,c73b8397b92fa0f80a454bbb5cd1611ed234c7145515d2cf8ff664f33f059f7d,0,revision_v1_sha256_hex_006,casual_hobby_chat,llama3_8b_instruct_q4_k_m,nonseg_ascii_b16
detector_pair__b7e2da0c3270b647fcc7aeb1__rankcloak,63416cf9a9091f1f79ef1faa88d886308fcf4b02440571371a5c91032cddc2d5,1,revision_v1_sha256_hex_006,casual_hobby_chat,llama3_8b_instruct_q4_k_m,nonseg_hex_nibble_b16
detector_pair__b7e2da0c3270b647fcc7aeb1__ordinary_control,0b47d87b4896fd72ce39ae66213297206c7187de64a48c85684bd322424f5f85,0,revision_v1_sha256_hex_006,casual_hobby_chat,llama3_8b_instruct_q4_k_m,nonseg_hex_nibble_b16
detector_pair__66ab3e4f57dd8a9038eacd13__rankcloak,38c13299ae349a2493a05398256b5084e98f824bd7220596516b2e266dab19e3,1,revision_v1_sha256_hex_006,casual_hobby_chat,llama3_8b_instruct_q4_k_m,segmented_hex_single_topic
detector_pair__66ab3e4f57dd8a9038eacd13__ordinary_control,1fcf7579b6a11f926130ce88c0dcc1cfa10e16e6334fc606d4d1db4e8ef73185,0,revision_v1_sha256_hex_006,casual_hobby_chat,llama3_8b_instruct_q4_k_m,segmented_hex_single_topic
detector_pair__36a0970406ee8a35fca1861a__rankcloak,ff32197209bc797db51c3a47d98580686b4365c0a9aa71f9eac0fb7d268de392,1,revision_v1_sha256_hex_006,casual_hobby_chat,llama3_8b_instruct_q4_k_m,segmented_hex_single_topic
