split_id,regime,held_out_column,held_out_value,detector_name,requested_kind,implementation_kind,implementation_status,train_rows,test_rows,train_payload_groups,purged_train_rows,decision_threshold,seed,notes,model_state_sha256,model_state_hash_algorithm,model_artifact_set_sha256,implementation_metadata_json,bootstrap_unit,bootstrap_resamples_requested,test_payload_groups,roc_auc,roc_auc_bootstrap_valid,roc_auc_ci_low_95,roc_auc_ci_high_95,pr_auc,pr_auc_bootstrap_valid,pr_auc_ci_low_95,pr_auc_ci_high_95,balanced_accuracy,balanced_accuracy_bootstrap_valid,balanced_accuracy_ci_low_95,balanced_accuracy_ci_high_95,f1,f1_bootstrap_valid,f1_ci_low_95,f1_ci_high_95,sensitivity,sensitivity_bootstrap_valid,sensitivity_ci_low_95,sensitivity_ci_high_95,specificity,specificity_bootstrap_valid,specificity_ci_low_95,specificity_ci_high_95
held_out_template:explain_everyday_system,held_out_template,prompt_template_id,explain_everyday_system,published_textcnn_equivalent,text_cnn,text_cnn,complete,13200,880,400,1760,0.5,3341032445,Prespecified detector completed without test-set tuning.,f33692668c55d4ed05161792c6d4046fcb6570ffada70667f43127c40ce670a7,rankcloak-torch-state-v1,,"{""architecture"": ""word_embedding_parallel_conv_relu_global_max_pool_dropout"", ""batch_size"": 64, ""device"": ""cuda:0"", ""dropout"": 0.5, ""embedding_dimension"": 300, ""epochs"": 10, ""filter_sizes"": [3, 5], ""filters_per_width"": 100, ""maximum_length"": 256, ""model_state_hash_algorithm"": ""rankcloak-torch-state-v1"", ""model_state_schema_hash_algorithm"": ""rankcloak-torch-state-schema-v1"", ""model_state_schema_sha256"": ""c2ee57b993b1b51a00197b8cecfc150bef66cf4a70a911b28f442f90e2b61202"", ""model_state_sha256"": ""f33692668c55d4ed05161792c6d4046fcb6570ffada70667f43127c40ce670a7"", ""phase_timings_seconds"": {""evaluation"": 0.011424628999520792, ""initialization_and_preprocessing"": 1.5812954860011814, ""total"": 12.116999653000676, ""trained_state_hashing"": 0.1255506979978236, ""training"": 10.398720206001599}, ""test_tuning"": false, ""torch_version"": ""2.5.1+cu124"", ""vocabulary_size"": 30000}",payload_group_id,2000,80,0.9394834710743801,2000,0.9215189807213747,0.9571300599228034,0.9405093061330458,2000,0.919729061199108,0.9590692828130649,0.7647727272727273,2000,0.7361430257110918,0.7903680346385542,0.8049010367577757,2000,0.7852846871649056,0.8234210964839193,0.9704545454545455,2000,0.9545454545454546,0.9847826086956522,0.5590909090909091,2000,0.5022727272727273,0.6113652597402597
held_out_template:explain_everyday_system,held_out_template,prompt_template_id,explain_everyday_system,deberta_v3_base_classifier,pretrained_transformer,pretrained_transformer,complete,13200,880,400,1760,0.5,3476860659,Prespecified detector completed without test-set tuning.,1898ce6728bf345029be9ebf7f6a5a2155ba2a143af277b27c9c2b45a7d2dd9e,rankcloak-torch-state-v1,dbb0a6e580e832b6e84a4f2815cdc867c879fb2789048a563791b42c1068a613,"{""artifact_verification"": {""artifact_set_sha256"": ""dbb0a6e580e832b6e84a4f2815cdc867c879fb2789048a563791b42c1068a613"", ""artifacts"": [{""path"": ""config.json"", ""sha256"": ""649f6a1ec33c6bdd9a6486d5c66019d461139e54957073eafe9bbc2d34c75b0b"", ""size_bytes"": 579}, {""path"": ""pytorch_model.bin"", ""sha256"": ""691d48a2800b926a19e3051def466fc2cca4f59a15e42ce4a0cf7f1b380b5e33"", ""size_bytes"": 371146213}, {""path"": ""spm.model"", ""sha256"": ""c679fbf93643d19aab7ee10c0b99e460bdbc02fedf34b92b05af343b4af586fd"", ""size_bytes"": 2464616}, {""path"": ""tokenizer_config.json"", ""sha256"": ""3f3978e0c036f2c2588cac34a6047cbb0af0b0dc1814254e291028529805496d"", ""size_bytes"": 52}], ""ignored_top_level_entries"": ["".cache""], ""model_directory"": ""/home/meow/Documents/repos/llm-rankcloak/models/detectors/deberta_v3_base"", ""model_id"": ""microsoft/deberta-v3-base"", ""policy"": ""exact_regular_files_no_symlinks_cache_metadata_ignored"", ""schema_version"": ""rankcloak-model-artifact-pin-v1"", ""upstream_revision"": ""8ccc9b6f36199bec6961081d44eb72fb3f7353f3"", ""verification_status"": ""verified""}, ""batch_size"": 8, ""configured_model_name_or_path"": ""microsoft/deberta-v3-base"", ""device"": ""cuda:0"", ""downloads_enabled"": false, ""epochs"": 3, ""local_files_only"": true, ""maximum_length"": 256, ""model_artifact_set_sha256"": ""dbb0a6e580e832b6e84a4f2815cdc867c879fb2789048a563791b42c1068a613"", ""model_name_or_path"": ""/home/meow/Documents/repos/llm-rankcloak/models/detectors/deberta_v3_base"", ""model_revision"": ""8ccc9b6f36199bec6961081d44eb72fb3f7353f3"", ""model_state_hash_algorithm"": ""rankcloak-torch-state-v1"", ""model_state_schema_hash_algorithm"": ""rankcloak-torch-state-schema-v1"", ""model_state_schema_sha256"": ""a4a703a81644ff2162ef60c3ad7d2b6ffed39f0236ee884f8b8874677ef6c12d"", ""model_state_sha256"": ""1898ce6728bf345029be9ebf7f6a5a2155ba2a143af277b27c9c2b45a7d2dd9e"", ""phase_timings_seconds"": {""evaluation"": 3.8369879229976505, ""initialization_and_preprocessing"": 11.59265824600152, ""total"": 1604.544852244002, ""trained_state_hashing"": 2.143911366001703, ""training"": 1586.9712780209993}, ""test_tuning"": false, ""torch_version"": ""2.5.1+cu124"", ""transformers_version"": ""4.46.3"", ""upstream_model_id"": ""microsoft/deberta-v3-base"", ""use_fast_tokenizer"": false}",payload_group_id,2000,80,0.9994886363636364,2000,0.9987570637349571,0.999950634977866,0.9995332088883243,2000,0.9988902979594675,0.9999512235716255,0.9931818181818182,2000,0.9875,0.9977777777777778,0.9931350114416476,2000,0.9873417721518987,0.9977728285077951,0.9863636363636363,2000,0.975,0.9955555555555555,1.0,2000,1.0,1.0
held_out_template:explain_weather_pattern,held_out_template,prompt_template_id,explain_weather_pattern,published_textcnn_equivalent,text_cnn,text_cnn,complete,13200,880,400,1760,0.5,3306278109,Prespecified detector completed without test-set tuning.,d48cd9e9ff3b6f5e749bb673d1370d4ddae7ccd6d5cb9fc87288360335894c04,rankcloak-torch-state-v1,,"{""architecture"": ""word_embedding_parallel_conv_relu_global_max_pool_dropout"", ""batch_size"": 64, ""device"": ""cuda:0"", ""dropout"": 0.5, ""embedding_dimension"": 300, ""epochs"": 10, ""filter_sizes"": [3, 5], ""filters_per_width"": 100, ""maximum_length"": 256, ""model_state_hash_algorithm"": ""rankcloak-torch-state-v1"", ""model_state_schema_hash_algorithm"": ""rankcloak-torch-state-schema-v1"", ""model_state_schema_sha256"": ""c2ee57b993b1b51a00197b8cecfc150bef66cf4a70a911b28f442f90e2b61202"", ""model_state_sha256"": ""d48cd9e9ff3b6f5e749bb673d1370d4ddae7ccd6d5cb9fc87288360335894c04"", ""phase_timings_seconds"": {""evaluation"": 0.01180523500079289, ""initialization_and_preprocessing"": 1.4604080909994082, ""total"": 11.726802648001467, ""trained_state_hashing"": 0.14297247200011043, ""training"": 10.111607580001873}, ""test_tuning"": false, ""torch_version"": ""2.5.1+cu124"", ""vocabulary_size"": 30000}",payload_group_id,2000,80,0.8623966942148761,2000,0.8313235582283878,0.8920836767431245,0.8484768963266123,2000,0.8081122346815978,0.8860288837462813,0.6465909090909091,2000,0.6225779267850671,0.6709677419354838,0.7339606501283148,2000,0.720070313499494,0.7487003970325471,0.975,2000,0.9545405138339922,0.990909090909091,0.3181818181818182,2000,0.2711041666666667,0.36707590132827317
held_out_template:explain_weather_pattern,held_out_template,prompt_template_id,explain_weather_pattern,deberta_v3_base_classifier,pretrained_transformer,pretrained_transformer,complete,13200,880,400,1760,0.5,2962888595,Prespecified detector completed without test-set tuning.,69e3c4162d84029af81bc1d82cd01d92925aea5ad131fbabb8e1551102841e35,rankcloak-torch-state-v1,dbb0a6e580e832b6e84a4f2815cdc867c879fb2789048a563791b42c1068a613,"{""artifact_verification"": {""artifact_set_sha256"": ""dbb0a6e580e832b6e84a4f2815cdc867c879fb2789048a563791b42c1068a613"", ""artifacts"": [{""path"": ""config.json"", ""sha256"": ""649f6a1ec33c6bdd9a6486d5c66019d461139e54957073eafe9bbc2d34c75b0b"", ""size_bytes"": 579}, {""path"": ""pytorch_model.bin"", ""sha256"": ""691d48a2800b926a19e3051def466fc2cca4f59a15e42ce4a0cf7f1b380b5e33"", ""size_bytes"": 371146213}, {""path"": ""spm.model"", ""sha256"": ""c679fbf93643d19aab7ee10c0b99e460bdbc02fedf34b92b05af343b4af586fd"", ""size_bytes"": 2464616}, {""path"": ""tokenizer_config.json"", ""sha256"": ""3f3978e0c036f2c2588cac34a6047cbb0af0b0dc1814254e291028529805496d"", ""size_bytes"": 52}], ""ignored_top_level_entries"": ["".cache""], ""model_directory"": ""/home/meow/Documents/repos/llm-rankcloak/models/detectors/deberta_v3_base"", ""model_id"": ""microsoft/deberta-v3-base"", ""policy"": ""exact_regular_files_no_symlinks_cache_metadata_ignored"", ""schema_version"": ""rankcloak-model-artifact-pin-v1"", ""upstream_revision"": ""8ccc9b6f36199bec6961081d44eb72fb3f7353f3"", ""verification_status"": ""verified""}, ""batch_size"": 8, ""configured_model_name_or_path"": ""microsoft/deberta-v3-base"", ""device"": ""cuda:0"", ""downloads_enabled"": false, ""epochs"": 3, ""local_files_only"": true, ""maximum_length"": 256, ""model_artifact_set_sha256"": ""dbb0a6e580e832b6e84a4f2815cdc867c879fb2789048a563791b42c1068a613"", ""model_name_or_path"": ""/home/meow/Documents/repos/llm-rankcloak/models/detectors/deberta_v3_base"", ""model_revision"": ""8ccc9b6f36199bec6961081d44eb72fb3f7353f3"", ""model_state_hash_algorithm"": ""rankcloak-torch-state-v1"", ""model_state_schema_hash_algorithm"": ""rankcloak-torch-state-schema-v1"", ""model_state_schema_sha256"": ""a4a703a81644ff2162ef60c3ad7d2b6ffed39f0236ee884f8b8874677ef6c12d"", ""model_state_sha256"": ""69e3c4162d84029af81bc1d82cd01d92925aea5ad131fbabb8e1551102841e35"", ""phase_timings_seconds"": {""evaluation"": 3.602615814001183, ""initialization_and_preprocessing"": 11.081864644002053, ""total"": 1603.5311194620008, ""trained_state_hashing"": 2.0976655359991128, ""training"": 1586.7489625400012}, ""test_tuning"": false, ""torch_version"": ""2.5.1+cu124"", ""transformers_version"": ""4.46.3"", ""upstream_model_id"": ""microsoft/deberta-v3-base"", ""use_fast_tokenizer"": false}",payload_group_id,2000,80,0.9999328512396695,2000,0.9996013494809689,1.0,0.9999338218088218,2000,0.9996109817876282,1.0,0.9829545454545454,2000,0.9708847573839663,0.9933333333333334,0.9826589595375723,2000,0.9700116389030334,0.9932885906040269,0.9659090909090909,2000,0.9417695147679325,0.9866666666666667,1.0,2000,1.0,1.0
held_out_template:forum_learning_answer,held_out_template,prompt_template_id,forum_learning_answer,published_textcnn_equivalent,text_cnn,text_cnn,complete,13200,880,400,1760,0.5,2620540310,Prespecified detector completed without test-set tuning.,3d8475be8a4f8497067c449037362c50fc4af416a0127399d7ae5ecc7c439e8e,rankcloak-torch-state-v1,,"{""architecture"": ""word_embedding_parallel_conv_relu_global_max_pool_dropout"", ""batch_size"": 64, ""device"": ""cuda:0"", ""dropout"": 0.5, ""embedding_dimension"": 300, ""epochs"": 10, ""filter_sizes"": [3, 5], ""filters_per_width"": 100, ""maximum_length"": 256, ""model_state_hash_algorithm"": ""rankcloak-torch-state-v1"", ""model_state_schema_hash_algorithm"": ""rankcloak-torch-state-schema-v1"", ""model_state_schema_sha256"": ""c2ee57b993b1b51a00197b8cecfc150bef66cf4a70a911b28f442f90e2b61202"", ""model_state_sha256"": ""3d8475be8a4f8497067c449037362c50fc4af416a0127399d7ae5ecc7c439e8e"", ""phase_timings_seconds"": {""evaluation"": 0.011736563003069023, ""initialization_and_preprocessing"": 1.456946746999165, ""total"": 11.709467042001052, ""trained_state_hashing"": 0.1224859510002716, ""training"": 10.118288540998037}, ""test_tuning"": false, ""torch_version"": ""2.5.1+cu124"", ""vocabulary_size"": 30000}",payload_group_id,2000,80,0.9651368801652892,2000,0.9527087524569314,0.976684234123949,0.9696067781195971,2000,0.9595793953464206,0.9787717477012666,0.8443181818181817,2000,0.8181767109295198,0.8701180213464695,0.8623115577889447,2000,0.8417763137443449,0.8825318696452292,0.975,2000,0.9565217391304348,0.9902468410226271,0.7136363636363636,2000,0.6636363636363637,0.7632239525398591
held_out_template:forum_learning_answer,held_out_template,prompt_template_id,forum_learning_answer,deberta_v3_base_classifier,pretrained_transformer,pretrained_transformer,complete,13200,880,400,1760,0.5,2674897488,Prespecified detector completed without test-set tuning.,274bb3d38222394bfadff3252b3c0cf65a6dea5e517577e425696a8407666a37,rankcloak-torch-state-v1,dbb0a6e580e832b6e84a4f2815cdc867c879fb2789048a563791b42c1068a613,"{""artifact_verification"": {""artifact_set_sha256"": ""dbb0a6e580e832b6e84a4f2815cdc867c879fb2789048a563791b42c1068a613"", ""artifacts"": [{""path"": ""config.json"", ""sha256"": ""649f6a1ec33c6bdd9a6486d5c66019d461139e54957073eafe9bbc2d34c75b0b"", ""size_bytes"": 579}, {""path"": ""pytorch_model.bin"", ""sha256"": ""691d48a2800b926a19e3051def466fc2cca4f59a15e42ce4a0cf7f1b380b5e33"", ""size_bytes"": 371146213}, {""path"": ""spm.model"", ""sha256"": ""c679fbf93643d19aab7ee10c0b99e460bdbc02fedf34b92b05af343b4af586fd"", ""size_bytes"": 2464616}, {""path"": ""tokenizer_config.json"", ""sha256"": ""3f3978e0c036f2c2588cac34a6047cbb0af0b0dc1814254e291028529805496d"", ""size_bytes"": 52}], ""ignored_top_level_entries"": ["".cache""], ""model_directory"": ""/home/meow/Documents/repos/llm-rankcloak/models/detectors/deberta_v3_base"", ""model_id"": ""microsoft/deberta-v3-base"", ""policy"": ""exact_regular_files_no_symlinks_cache_metadata_ignored"", ""schema_version"": ""rankcloak-model-artifact-pin-v1"", ""upstream_revision"": ""8ccc9b6f36199bec6961081d44eb72fb3f7353f3"", ""verification_status"": ""verified""}, ""batch_size"": 8, ""configured_model_name_or_path"": ""microsoft/deberta-v3-base"", ""device"": ""cuda:0"", ""downloads_enabled"": false, ""epochs"": 3, ""local_files_only"": true, ""maximum_length"": 256, ""model_artifact_set_sha256"": ""dbb0a6e580e832b6e84a4f2815cdc867c879fb2789048a563791b42c1068a613"", ""model_name_or_path"": ""/home/meow/Documents/repos/llm-rankcloak/models/detectors/deberta_v3_base"", ""model_revision"": ""8ccc9b6f36199bec6961081d44eb72fb3f7353f3"", ""model_state_hash_algorithm"": ""rankcloak-torch-state-v1"", ""model_state_schema_hash_algorithm"": ""rankcloak-torch-state-schema-v1"", ""model_state_schema_sha256"": ""a4a703a81644ff2162ef60c3ad7d2b6ffed39f0236ee884f8b8874677ef6c12d"", ""model_state_sha256"": ""274bb3d38222394bfadff3252b3c0cf65a6dea5e517577e425696a8407666a37"", ""phase_timings_seconds"": {""evaluation"": 3.5059694060000766, ""initialization_and_preprocessing"": 10.85681481500069, ""total"": 1603.5741554140004, ""trained_state_hashing"": 2.33524787299757, ""training"": 1586.8761092900022}, ""test_tuning"": false, ""torch_version"": ""2.5.1+cu124"", ""transformers_version"": ""4.46.3"", ""upstream_model_id"": ""microsoft/deberta-v3-base"", ""use_fast_tokenizer"": false}",payload_group_id,2000,80,0.9995092975206612,2000,0.9985639000613206,1.0,0.9995410340963462,2000,0.9986896958309578,1.0,0.9829545454545454,2000,0.9723374704491726,0.9924999999999999,0.9826989619377162,2000,0.9716229696305806,0.9924627838440322,0.9681818181818181,2000,0.9468085106382979,0.9866703296703296,0.9977272727272727,2000,0.9929411764705882,1.0
held_out_template:forum_practical_answer,held_out_template,prompt_template_id,forum_practical_answer,published_textcnn_equivalent,text_cnn,text_cnn,complete,13200,880,400,1760,0.5,1521347607,Prespecified detector completed without test-set tuning.,fdbb6253818ac9e7cacb62df3b1cbf48f07b5bff4e1de2f81753a6f6ac4b85db,rankcloak-torch-state-v1,,"{""architecture"": ""word_embedding_parallel_conv_relu_global_max_pool_dropout"", ""batch_size"": 64, ""device"": ""cuda:0"", ""dropout"": 0.5, ""embedding_dimension"": 300, ""epochs"": 10, ""filter_sizes"": [3, 5], ""filters_per_width"": 100, ""maximum_length"": 256, ""model_state_hash_algorithm"": ""rankcloak-torch-state-v1"", ""model_state_schema_hash_algorithm"": ""rankcloak-torch-state-schema-v1"", ""model_state_schema_sha256"": ""c2ee57b993b1b51a00197b8cecfc150bef66cf4a70a911b28f442f90e2b61202"", ""model_state_sha256"": ""fdbb6253818ac9e7cacb62df3b1cbf48f07b5bff4e1de2f81753a6f6ac4b85db"", ""phase_timings_seconds"": {""evaluation"": 0.013211539000621997, ""initialization_and_preprocessing"": 1.525579896999261, ""total"": 11.895181602998491, ""trained_state_hashing"": 0.13987706799889565, ""training"": 10.216504127001826}, ""test_tuning"": false, ""torch_version"": ""2.5.1+cu124"", ""vocabulary_size"": 30000}",payload_group_id,2000,80,0.9516735537190083,2000,0.933548614260519,0.9677167151945689,0.9544529707327852,2000,0.9387113284833167,0.968641444905898,0.7886363636363636,2000,0.7597768075232046,0.8177215189873418,0.8204633204633205,2000,0.7976878612716763,0.8433317966346298,0.9659090909090909,2000,0.9425197341088491,0.9866703296703296,0.6113636363636363,2000,0.5629610538373425,0.6574712643678161
held_out_template:forum_practical_answer,held_out_template,prompt_template_id,forum_practical_answer,deberta_v3_base_classifier,pretrained_transformer,pretrained_transformer,complete,13200,880,400,1760,0.5,1729382304,Prespecified detector completed without test-set tuning.,a15f0db752bfe9185d6550ca0f818ad280ce5c0b75b0ab1f78fd9aa91f78f24d,rankcloak-torch-state-v1,dbb0a6e580e832b6e84a4f2815cdc867c879fb2789048a563791b42c1068a613,"{""artifact_verification"": {""artifact_set_sha256"": ""dbb0a6e580e832b6e84a4f2815cdc867c879fb2789048a563791b42c1068a613"", ""artifacts"": [{""path"": ""config.json"", ""sha256"": ""649f6a1ec33c6bdd9a6486d5c66019d461139e54957073eafe9bbc2d34c75b0b"", ""size_bytes"": 579}, {""path"": ""pytorch_model.bin"", ""sha256"": ""691d48a2800b926a19e3051def466fc2cca4f59a15e42ce4a0cf7f1b380b5e33"", ""size_bytes"": 371146213}, {""path"": ""spm.model"", ""sha256"": ""c679fbf93643d19aab7ee10c0b99e460bdbc02fedf34b92b05af343b4af586fd"", ""size_bytes"": 2464616}, {""path"": ""tokenizer_config.json"", ""sha256"": ""3f3978e0c036f2c2588cac34a6047cbb0af0b0dc1814254e291028529805496d"", ""size_bytes"": 52}], ""ignored_top_level_entries"": ["".cache""], ""model_directory"": ""/home/meow/Documents/repos/llm-rankcloak/models/detectors/deberta_v3_base"", ""model_id"": ""microsoft/deberta-v3-base"", ""policy"": ""exact_regular_files_no_symlinks_cache_metadata_ignored"", ""schema_version"": ""rankcloak-model-artifact-pin-v1"", ""upstream_revision"": ""8ccc9b6f36199bec6961081d44eb72fb3f7353f3"", ""verification_status"": ""verified""}, ""batch_size"": 8, ""configured_model_name_or_path"": ""microsoft/deberta-v3-base"", ""device"": ""cuda:0"", ""downloads_enabled"": false, ""epochs"": 3, ""local_files_only"": true, ""maximum_length"": 256, ""model_artifact_set_sha256"": ""dbb0a6e580e832b6e84a4f2815cdc867c879fb2789048a563791b42c1068a613"", ""model_name_or_path"": ""/home/meow/Documents/repos/llm-rankcloak/models/detectors/deberta_v3_base"", ""model_revision"": ""8ccc9b6f36199bec6961081d44eb72fb3f7353f3"", ""model_state_hash_algorithm"": ""rankcloak-torch-state-v1"", ""model_state_schema_hash_algorithm"": ""rankcloak-torch-state-schema-v1"", ""model_state_schema_sha256"": ""a4a703a81644ff2162ef60c3ad7d2b6ffed39f0236ee884f8b8874677ef6c12d"", ""model_state_sha256"": ""a15f0db752bfe9185d6550ca0f818ad280ce5c0b75b0ab1f78fd9aa91f78f24d"", ""phase_timings_seconds"": {""evaluation"": 4.048408484999527, ""initialization_and_preprocessing"": 11.20889407100185, ""total"": 1607.2481751689993, ""trained_state_hashing"": 2.2677342710012454, ""training"": 1589.7231212039987}, ""test_tuning"": false, ""torch_version"": ""2.5.1+cu124"", ""transformers_version"": ""4.46.3"", ""upstream_model_id"": ""microsoft/deberta-v3-base"", ""use_fast_tokenizer"": false}",payload_group_id,2000,80,0.9999793388429752,2000,0.999891305907984,1.0,0.9999793738216396,2000,0.9998922168885044,1.0,0.9920454545454546,2000,0.9853632862644416,0.9977528089887641,0.9919816723940436,2000,0.9851458703562664,0.9977477477477478,0.9840909090909091,2000,0.9707265725288832,0.9955056179775281,1.0,2000,1.0,1.0
held_out_template:forum_purchase_advice,held_out_template,prompt_template_id,forum_purchase_advice,published_textcnn_equivalent,text_cnn,text_cnn,complete,13200,880,400,1760,0.5,3208305796,Prespecified detector completed without test-set tuning.,5d0ace0144cd46d7a2d2e1c8eff4dfd041ec1d1f6ecd61ae177450dcf0dfcd6a,rankcloak-torch-state-v1,,"{""architecture"": ""word_embedding_parallel_conv_relu_global_max_pool_dropout"", ""batch_size"": 64, ""device"": ""cuda:0"", ""dropout"": 0.5, ""embedding_dimension"": 300, ""epochs"": 10, ""filter_sizes"": [3, 5], ""filters_per_width"": 100, ""maximum_length"": 256, ""model_state_hash_algorithm"": ""rankcloak-torch-state-v1"", ""model_state_schema_hash_algorithm"": ""rankcloak-torch-state-schema-v1"", ""model_state_schema_sha256"": ""c2ee57b993b1b51a00197b8cecfc150bef66cf4a70a911b28f442f90e2b61202"", ""model_state_sha256"": ""5d0ace0144cd46d7a2d2e1c8eff4dfd041ec1d1f6ecd61ae177450dcf0dfcd6a"", ""phase_timings_seconds"": {""evaluation"": 0.010626469000271754, ""initialization_and_preprocessing"": 1.5439383489974716, ""total"": 11.835436673998629, ""trained_state_hashing"": 0.12250642499930109, ""training"": 10.158357354001055}, ""test_tuning"": false, ""torch_version"": ""2.5.1+cu124"", ""vocabulary_size"": 30000}",payload_group_id,2000,80,0.9153822314049587,2000,0.8947360283777056,0.9364269666346751,0.926073461268406,2000,0.9035941644712949,0.9466129204327322,0.6579545454545455,2000,0.6349397590361445,0.678890350877193,0.7411865864144453,2000,0.7288728557044096,0.7533417184068142,0.9795454545454545,2000,0.9655172413793104,0.9912087912087912,0.33636363636363636,2000,0.28763334624822423,0.3804361081654295
held_out_template:forum_purchase_advice,held_out_template,prompt_template_id,forum_purchase_advice,deberta_v3_base_classifier,pretrained_transformer,pretrained_transformer,complete,13200,880,400,1760,0.5,1577952545,Prespecified detector completed without test-set tuning.,2d129692df617f1204bd3a380d0ae77cb8789692b9f11af6f12bc7228f9e2a79,rankcloak-torch-state-v1,dbb0a6e580e832b6e84a4f2815cdc867c879fb2789048a563791b42c1068a613,"{""artifact_verification"": {""artifact_set_sha256"": ""dbb0a6e580e832b6e84a4f2815cdc867c879fb2789048a563791b42c1068a613"", ""artifacts"": [{""path"": ""config.json"", ""sha256"": ""649f6a1ec33c6bdd9a6486d5c66019d461139e54957073eafe9bbc2d34c75b0b"", ""size_bytes"": 579}, {""path"": ""pytorch_model.bin"", ""sha256"": ""691d48a2800b926a19e3051def466fc2cca4f59a15e42ce4a0cf7f1b380b5e33"", ""size_bytes"": 371146213}, {""path"": ""spm.model"", ""sha256"": ""c679fbf93643d19aab7ee10c0b99e460bdbc02fedf34b92b05af343b4af586fd"", ""size_bytes"": 2464616}, {""path"": ""tokenizer_config.json"", ""sha256"": ""3f3978e0c036f2c2588cac34a6047cbb0af0b0dc1814254e291028529805496d"", ""size_bytes"": 52}], ""ignored_top_level_entries"": ["".cache""], ""model_directory"": ""/home/meow/Documents/repos/llm-rankcloak/models/detectors/deberta_v3_base"", ""model_id"": ""microsoft/deberta-v3-base"", ""policy"": ""exact_regular_files_no_symlinks_cache_metadata_ignored"", ""schema_version"": ""rankcloak-model-artifact-pin-v1"", ""upstream_revision"": ""8ccc9b6f36199bec6961081d44eb72fb3f7353f3"", ""verification_status"": ""verified""}, ""batch_size"": 8, ""configured_model_name_or_path"": ""microsoft/deberta-v3-base"", ""device"": ""cuda:0"", ""downloads_enabled"": false, ""epochs"": 3, ""local_files_only"": true, ""maximum_length"": 256, ""model_artifact_set_sha256"": ""dbb0a6e580e832b6e84a4f2815cdc867c879fb2789048a563791b42c1068a613"", ""model_name_or_path"": ""/home/meow/Documents/repos/llm-rankcloak/models/detectors/deberta_v3_base"", ""model_revision"": ""8ccc9b6f36199bec6961081d44eb72fb3f7353f3"", ""model_state_hash_algorithm"": ""rankcloak-torch-state-v1"", ""model_state_schema_hash_algorithm"": ""rankcloak-torch-state-schema-v1"", ""model_state_schema_sha256"": ""a4a703a81644ff2162ef60c3ad7d2b6ffed39f0236ee884f8b8874677ef6c12d"", ""model_state_sha256"": ""2d129692df617f1204bd3a380d0ae77cb8789692b9f11af6f12bc7228f9e2a79"", ""phase_timings_seconds"": {""evaluation"": 3.8838522599980934, ""initialization_and_preprocessing"": 10.51950435499748, ""total"": 1600.9333588839982, ""trained_state_hashing"": 2.2697170979990915, ""training"": 1584.260274305001}, ""test_tuning"": false, ""torch_version"": ""2.5.1+cu124"", ""transformers_version"": ""4.46.3"", ""upstream_model_id"": ""microsoft/deberta-v3-base"", ""use_fast_tokenizer"": false}",payload_group_id,2000,80,0.9962913223140496,2000,0.990906663516068,0.9998615951129907,0.9972660394370613,2000,0.9935171382832902,0.9998670180855536,0.9522727272727274,2000,0.9348837209302325,0.9670535287081339,0.9540481400437637,2000,0.9381420490831128,0.9680790519750344,0.990909090909091,2000,0.9775280898876404,1.0,0.9136363636363637,2000,0.8827548725637181,0.9406613756613756
held_out_template:narrative_learning_moment,held_out_template,prompt_template_id,narrative_learning_moment,published_textcnn_equivalent,text_cnn,text_cnn,complete,13200,880,400,1760,0.5,788644170,Prespecified detector completed without test-set tuning.,9c57734c370d290de9a02fc126b746091a0b084868f0442eaef4251b0ee4bbcf,rankcloak-torch-state-v1,,"{""architecture"": ""word_embedding_parallel_conv_relu_global_max_pool_dropout"", ""batch_size"": 64, ""device"": ""cuda:0"", ""dropout"": 0.5, ""embedding_dimension"": 300, ""epochs"": 10, ""filter_sizes"": [3, 5], ""filters_per_width"": 100, ""maximum_length"": 256, ""model_state_hash_algorithm"": ""rankcloak-torch-state-v1"", ""model_state_schema_hash_algorithm"": ""rankcloak-torch-state-schema-v1"", ""model_state_schema_sha256"": ""c2ee57b993b1b51a00197b8cecfc150bef66cf4a70a911b28f442f90e2b61202"", ""model_state_sha256"": ""9c57734c370d290de9a02fc126b746091a0b084868f0442eaef4251b0ee4bbcf"", ""phase_timings_seconds"": {""evaluation"": 0.011582407998503186, ""initialization_and_preprocessing"": 1.3990922939992743, ""total"": 11.688812402997428, ""trained_state_hashing"": 0.12744792299781693, ""training"": 10.150681243998406}, ""test_tuning"": false, ""torch_version"": ""2.5.1+cu124"", ""vocabulary_size"": 30000}",payload_group_id,2000,80,0.9580320247933884,2000,0.9420101406165494,0.971615518893832,0.964335499401253,2000,0.9520723725838859,0.9751209684304225,0.8102272727272728,2000,0.7835245098039215,0.835632183908046,0.8367546432062561,2000,0.8168992936598568,0.8562825545424554,0.9727272727272728,2000,0.9522727272727273,0.9888888888888889,0.6477272727272727,2000,0.592939075630252,0.6963006535947712
