preprocess_schema_version,input_run_identity_sha256,evidence_status,evidence_family,study_phase,record_type,trial_id,work_id,source_trial_id,source_record_sha256,transform_work_id,transformation_model_id,transformation_record_sha256,model_id,source_model_id,payload_name,payload_class,payload_split,prompt_id,prompt_category,language,protocol_variant,representation_name,codec_id,alphabet_size_B,segmented,segment_count,segment_size_ranks,token_filter,tail_policy,leadin_tokens,topic_schedule,ablation_factor,ablation_level,robustness_family,replay_mode,transformation_id,mitigation_id,exact_recovery,H_bits,artifact_bit_length,serialized_payload_bits,effective_representation_bits_per_full_token,effective_artifact_bits_per_full_token,effective_serialized_bits_per_full_token,effective_payload_rate,forced_token_count,tail_token_count,full_token_count,mean_log_probability,unavailable_fields
1.0,4f3a9aa7782ecec7f3c9cfe49e8687a8a838def89ffd037934e35eba37a18f96,exploratory_smoke_not_for_confirmatory_pooling,exploratory,smoke_v2_exploratory,rankcloak_trial,revision_v1_smoke_v2__5255c624c13021e199da,revision_v1_smoke_v2__5255c624c13021e199da,,,,,,llama3_8b_instruct_q4_k_m,llama3_8b_instruct_q4_k_m,revision_v1_sha256_hex_003,sha256_hex,train,procedure_simple_meal,recipe_procedure,en,nonseg_hex_nibble_b16,hex_nibble,hex_nibble,16,False,1,,none,none,0,,,,,detokenized_text_retokenized,unmodified,none,1,256,256,512,4.0,4.0,8.0,4.0,64,0,64,-4.408034335083492,
1.0,4f3a9aa7782ecec7f3c9cfe49e8687a8a838def89ffd037934e35eba37a18f96,exploratory_smoke_not_for_confirmatory_pooling,exploratory,smoke_v2_exploratory,rankcloak_trial,revision_v1_smoke_v2__5255c624c13021e199da,revision_v1_smoke_v2__5255c624c13021e199da,,,,,,llama3_8b_instruct_q4_k_m,llama3_8b_instruct_q4_k_m,revision_v1_sha256_hex_003,sha256_hex,train,procedure_simple_meal,recipe_procedure,en,nonseg_hex_nibble_b16,hex_nibble,hex_nibble,16,False,1,,none,none,0,,,,,greedy_leadin_regeneration,unmodified,none,1,256,256,512,4.0,4.0,8.0,4.0,64,0,64,-4.408034335083492,
1.0,4f3a9aa7782ecec7f3c9cfe49e8687a8a838def89ffd037934e35eba37a18f96,exploratory_smoke_not_for_confirmatory_pooling,exploratory,smoke_v2_exploratory,rankcloak_trial,revision_v1_smoke_v2__c32b33f32f10c3e68ab1,revision_v1_smoke_v2__c32b33f32f10c3e68ab1,,,,,,llama3_8b_instruct_q4_k_m,llama3_8b_instruct_q4_k_m,revision_v1_hmac_sha256_hex_015,hmac_sha256_hex,train,narrative_small_discovery,personal_narrative_blog,en,segmented_hex_single_topic,hex_nibble,hex_nibble,16,True,8,8,safe_text_filter_v1,dynamic_completion_v1,0,single_assigned_prompt,,,,saved_token_ids,unmodified,none,1,256,256,512,1.2132701421800949,1.2132701421800949,2.4265402843601898,1.2132701421800949,64,147,211,-4.640531875542392,
1.0,4f3a9aa7782ecec7f3c9cfe49e8687a8a838def89ffd037934e35eba37a18f96,exploratory_smoke_not_for_confirmatory_pooling,exploratory,smoke_v2_exploratory,rankcloak_trial,revision_v1_smoke_v2__c32b33f32f10c3e68ab1,revision_v1_smoke_v2__c32b33f32f10c3e68ab1,,,,,,llama3_8b_instruct_q4_k_m,llama3_8b_instruct_q4_k_m,revision_v1_hmac_sha256_hex_015,hmac_sha256_hex,train,narrative_small_discovery,personal_narrative_blog,en,segmented_hex_single_topic,hex_nibble,hex_nibble,16,True,8,8,safe_text_filter_v1,dynamic_completion_v1,0,single_assigned_prompt,,,,detokenized_text_retokenized,unmodified,none,1,256,256,512,1.2132701421800949,1.2132701421800949,2.4265402843601898,1.2132701421800949,64,147,211,-4.640531875542392,
1.0,4f3a9aa7782ecec7f3c9cfe49e8687a8a838def89ffd037934e35eba37a18f96,exploratory_smoke_not_for_confirmatory_pooling,exploratory,smoke_v2_exploratory,rankcloak_trial,revision_v1_smoke_v2__c32b33f32f10c3e68ab1,revision_v1_smoke_v2__c32b33f32f10c3e68ab1,,,,,,llama3_8b_instruct_q4_k_m,llama3_8b_instruct_q4_k_m,revision_v1_hmac_sha256_hex_015,hmac_sha256_hex,train,narrative_small_discovery,personal_narrative_blog,en,segmented_hex_single_topic,hex_nibble,hex_nibble,16,True,8,8,safe_text_filter_v1,dynamic_completion_v1,0,single_assigned_prompt,,,,greedy_leadin_regeneration,unmodified,none,1,256,256,512,1.2132701421800949,1.2132701421800949,2.4265402843601898,1.2132701421800949,64,147,211,-4.640531875542392,
1.0,4f3a9aa7782ecec7f3c9cfe49e8687a8a838def89ffd037934e35eba37a18f96,exploratory_smoke_not_for_confirmatory_pooling,exploratory,smoke_v2_exploratory,rankcloak_trial,revision_v1_smoke_v2__7007bd1bb28be0d016b8,revision_v1_smoke_v2__7007bd1bb28be0d016b8,,,,,,llama3_8b_instruct_q4_k_m,llama3_8b_instruct_q4_k_m,revision_v1_nonce_96_bit_hex_009,nonce_96_bit_hex,train,explain_weather_pattern,factual_explanatory,en,segmented_hex_multi_topic,hex_nibble,hex_nibble,16,True,3,8,safe_text_filter_v1,dynamic_completion_v1,0,deterministic_six_category_rotation,,,,saved_token_ids,unmodified,none,1,96,96,192,1.2151898734177216,1.2151898734177216,2.430379746835443,1.2151898734177216,24,55,79,-5.272749145349974,
1.0,4f3a9aa7782ecec7f3c9cfe49e8687a8a838def89ffd037934e35eba37a18f96,exploratory_smoke_not_for_confirmatory_pooling,exploratory,smoke_v2_exploratory,rankcloak_trial,revision_v1_smoke_v2__7007bd1bb28be0d016b8,revision_v1_smoke_v2__7007bd1bb28be0d016b8,,,,,,llama3_8b_instruct_q4_k_m,llama3_8b_instruct_q4_k_m,revision_v1_nonce_96_bit_hex_009,nonce_96_bit_hex,train,explain_weather_pattern,factual_explanatory,en,segmented_hex_multi_topic,hex_nibble,hex_nibble,16,True,3,8,safe_text_filter_v1,dynamic_completion_v1,0,deterministic_six_category_rotation,,,,detokenized_text_retokenized,unmodified,none,0,96,96,192,1.2151898734177216,1.2151898734177216,2.430379746835443,1.2151898734177216,24,55,79,-5.272749145349974,
1.0,4f3a9aa7782ecec7f3c9cfe49e8687a8a838def89ffd037934e35eba37a18f96,exploratory_smoke_not_for_confirmatory_pooling,exploratory,smoke_v2_exploratory,rankcloak_trial,revision_v1_smoke_v2__7007bd1bb28be0d016b8,revision_v1_smoke_v2__7007bd1bb28be0d016b8,,,,,,llama3_8b_instruct_q4_k_m,llama3_8b_instruct_q4_k_m,revision_v1_nonce_96_bit_hex_009,nonce_96_bit_hex,train,explain_weather_pattern,factual_explanatory,en,segmented_hex_multi_topic,hex_nibble,hex_nibble,16,True,3,8,safe_text_filter_v1,dynamic_completion_v1,0,deterministic_six_category_rotation,,,,greedy_leadin_regeneration,unmodified,none,1,96,96,192,1.2151898734177216,1.2151898734177216,2.430379746835443,1.2151898734177216,24,55,79,-5.272749145349974,
1.0,4f3a9aa7782ecec7f3c9cfe49e8687a8a838def89ffd037934e35eba37a18f96,exploratory_smoke_not_for_confirmatory_pooling,exploratory,smoke_v2_exploratory,rankcloak_trial,revision_v1_smoke_v2__a26981f8aa6e89e413e6,revision_v1_smoke_v2__a26981f8aa6e89e413e6,,,,,,llama3_8b_instruct_q4_k_m,llama3_8b_instruct_q4_k_m,revision_v1_sha256_hex_000,sha256_hex,train,casual_weekend_chat,casual_conversation,en,segmented_hex_multi_topic,hex_nibble,hex_nibble,16,True,8,8,none,fixed_tail40,0,deterministic_six_category_rotation,token_filter,none,,saved_token_ids,unmodified,none,1,256,256,512,0.6666666666666666,0.6666666666666666,1.3333333333333333,0.6666666666666666,64,320,384,-4.892450590743378,
1.0,4f3a9aa7782ecec7f3c9cfe49e8687a8a838def89ffd037934e35eba37a18f96,exploratory_smoke_not_for_confirmatory_pooling,exploratory,smoke_v2_exploratory,rankcloak_trial,revision_v1_smoke_v2__a26981f8aa6e89e413e6,revision_v1_smoke_v2__a26981f8aa6e89e413e6,,,,,,llama3_8b_instruct_q4_k_m,llama3_8b_instruct_q4_k_m,revision_v1_sha256_hex_000,sha256_hex,train,casual_weekend_chat,casual_conversation,en,segmented_hex_multi_topic,hex_nibble,hex_nibble,16,True,8,8,none,fixed_tail40,0,deterministic_six_category_rotation,token_filter,none,,detokenized_text_retokenized,unmodified,none,1,256,256,512,0.6666666666666666,0.6666666666666666,1.3333333333333333,0.6666666666666666,64,320,384,-4.892450590743378,
1.0,4f3a9aa7782ecec7f3c9cfe49e8687a8a838def89ffd037934e35eba37a18f96,exploratory_smoke_not_for_confirmatory_pooling,exploratory,smoke_v2_exploratory,rankcloak_trial,revision_v1_smoke_v2__a26981f8aa6e89e413e6,revision_v1_smoke_v2__a26981f8aa6e89e413e6,,,,,,llama3_8b_instruct_q4_k_m,llama3_8b_instruct_q4_k_m,revision_v1_sha256_hex_000,sha256_hex,train,casual_weekend_chat,casual_conversation,en,segmented_hex_multi_topic,hex_nibble,hex_nibble,16,True,8,8,none,fixed_tail40,0,deterministic_six_category_rotation,token_filter,none,,greedy_leadin_regeneration,unmodified,none,1,256,256,512,0.6666666666666666,0.6666666666666666,1.3333333333333333,0.6666666666666666,64,320,384,-4.892450590743378,
1.0,4f3a9aa7782ecec7f3c9cfe49e8687a8a838def89ffd037934e35eba37a18f96,exploratory_smoke_not_for_confirmatory_pooling,exploratory,smoke_v2_exploratory,rankcloak_trial,revision_v1_smoke_v2__bfbbc186bafd09160108,revision_v1_smoke_v2__bfbbc186bafd09160108,,,,,,llama3_8b_instruct_q4_k_m,llama3_8b_instruct_q4_k_m,revision_v1_nonce_96_bit_hex_011,nonce_96_bit_hex,train,professional_project_update,professional_communication,en,segmented_hex_multi_topic,hex_nibble,hex_nibble,16,True,3,8,roundtrip_stable_filter_v1,dynamic_completion_v1,0,deterministic_six_category_rotation,token_filter,roundtrip_stable_filter_v1,,saved_token_ids,unmodified,none,1,96,96,192,0.4383561643835616,0.4383561643835616,0.8767123287671232,0.4383561643835616,24,195,219,-5.328216427781193,
1.0,4f3a9aa7782ecec7f3c9cfe49e8687a8a838def89ffd037934e35eba37a18f96,exploratory_smoke_not_for_confirmatory_pooling,exploratory,smoke_v2_exploratory,rankcloak_trial,revision_v1_smoke_v2__bfbbc186bafd09160108,revision_v1_smoke_v2__bfbbc186bafd09160108,,,,,,llama3_8b_instruct_q4_k_m,llama3_8b_instruct_q4_k_m,revision_v1_nonce_96_bit_hex_011,nonce_96_bit_hex,train,professional_project_update,professional_communication,en,segmented_hex_multi_topic,hex_nibble,hex_nibble,16,True,3,8,roundtrip_stable_filter_v1,dynamic_completion_v1,0,deterministic_six_category_rotation,token_filter,roundtrip_stable_filter_v1,,detokenized_text_retokenized,unmodified,none,1,96,96,192,0.4383561643835616,0.4383561643835616,0.8767123287671232,0.4383561643835616,24,195,219,-5.328216427781193,
1.0,4f3a9aa7782ecec7f3c9cfe49e8687a8a838def89ffd037934e35eba37a18f96,exploratory_smoke_not_for_confirmatory_pooling,exploratory,smoke_v2_exploratory,rankcloak_trial,revision_v1_smoke_v2__bfbbc186bafd09160108,revision_v1_smoke_v2__bfbbc186bafd09160108,,,,,,llama3_8b_instruct_q4_k_m,llama3_8b_instruct_q4_k_m,revision_v1_nonce_96_bit_hex_011,nonce_96_bit_hex,train,professional_project_update,professional_communication,en,segmented_hex_multi_topic,hex_nibble,hex_nibble,16,True,3,8,roundtrip_stable_filter_v1,dynamic_completion_v1,0,deterministic_six_category_rotation,token_filter,roundtrip_stable_filter_v1,,greedy_leadin_regeneration,unmodified,none,1,96,96,192,0.4383561643835616,0.4383561643835616,0.8767123287671232,0.4383561643835616,24,195,219,-5.328216427781193,
1.0,4f3a9aa7782ecec7f3c9cfe49e8687a8a838def89ffd037934e35eba37a18f96,exploratory_smoke_not_for_confirmatory_pooling,exploratory,smoke_v2_exploratory,rankcloak_trial,revision_v1_smoke_v2__ed90611d63f17244c0ca,revision_v1_smoke_v2__ed90611d63f17244c0ca,,,,,,llama3_8b_instruct_q4_k_m,llama3_8b_instruct_q4_k_m,revision_v1_nonce_96_bit_hex_006,nonce_96_bit_hex,train,forum_practical_answer,forum_question_answer,en,segmented_hex_multi_topic,hex_nibble,hex_nibble,16,True,3,8,safe_text_filter_v1,dynamic_completion_v1,8,deterministic_six_category_rotation,leadin_tokens,8,,saved_token_ids,unmodified,none,1,96,96,192,0.27350427350427353,0.27350427350427353,0.5470085470085471,0.27350427350427353,24,303,351,-6.637829738668866,
1.0,4f3a9aa7782ecec7f3c9cfe49e8687a8a838def89ffd037934e35eba37a18f96,exploratory_smoke_not_for_confirmatory_pooling,exploratory,smoke_v2_exploratory,rankcloak_trial,revision_v1_smoke_v2__ed90611d63f17244c0ca,revision_v1_smoke_v2__ed90611d63f17244c0ca,,,,,,llama3_8b_instruct_q4_k_m,llama3_8b_instruct_q4_k_m,revision_v1_nonce_96_bit_hex_006,nonce_96_bit_hex,train,forum_practical_answer,forum_question_answer,en,segmented_hex_multi_topic,hex_nibble,hex_nibble,16,True,3,8,safe_text_filter_v1,dynamic_completion_v1,8,deterministic_six_category_rotation,leadin_tokens,8,,detokenized_text_retokenized,unmodified,none,1,96,96,192,0.27350427350427353,0.27350427350427353,0.5470085470085471,0.27350427350427353,24,303,351,-6.637829738668866,
1.0,4f3a9aa7782ecec7f3c9cfe49e8687a8a838def89ffd037934e35eba37a18f96,exploratory_smoke_not_for_confirmatory_pooling,exploratory,smoke_v2_exploratory,rankcloak_trial,revision_v1_smoke_v2__ed90611d63f17244c0ca,revision_v1_smoke_v2__ed90611d63f17244c0ca,,,,,,llama3_8b_instruct_q4_k_m,llama3_8b_instruct_q4_k_m,revision_v1_nonce_96_bit_hex_006,nonce_96_bit_hex,train,forum_practical_answer,forum_question_answer,en,segmented_hex_multi_topic,hex_nibble,hex_nibble,16,True,3,8,safe_text_filter_v1,dynamic_completion_v1,8,deterministic_six_category_rotation,leadin_tokens,8,,greedy_leadin_regeneration,unmodified,none,1,96,96,192,0.27350427350427353,0.27350427350427353,0.5470085470085471,0.27350427350427353,24,303,351,-6.637829738668866,
1.0,4f3a9aa7782ecec7f3c9cfe49e8687a8a838def89ffd037934e35eba37a18f96,exploratory_smoke_not_for_confirmatory_pooling,exploratory,smoke_v2_exploratory,rankcloak_trial,revision_v1_smoke_v2__eba2c8e5771674a158a3,revision_v1_smoke_v2__eba2c8e5771674a158a3,,,,,,llama3_8b_instruct_q4_k_m,llama3_8b_instruct_q4_k_m,revision_v1_token_128_bit_hex_000,token_128_bit_hex,train,procedure_simple_meal,recipe_procedure,en,segmented_hex_multi_topic,hex_nibble,hex_nibble,16,True,4,8,safe_text_filter_v1,none,0,deterministic_six_category_rotation,tail_policy,none,,saved_token_ids,unmodified,none,1,128,128,256,4.0,4.0,8.0,4.0,32,0,32,-4.42217622875533,
1.0,4f3a9aa7782ecec7f3c9cfe49e8687a8a838def89ffd037934e35eba37a18f96,exploratory_smoke_not_for_confirmatory_pooling,exploratory,smoke_v2_exploratory,rankcloak_trial,revision_v1_smoke_v2__eba2c8e5771674a158a3,revision_v1_smoke_v2__eba2c8e5771674a158a3,,,,,,llama3_8b_instruct_q4_k_m,llama3_8b_instruct_q4_k_m,revision_v1_token_128_bit_hex_000,token_128_bit_hex,train,procedure_simple_meal,recipe_procedure,en,segmented_hex_multi_topic,hex_nibble,hex_nibble,16,True,4,8,safe_text_filter_v1,none,0,deterministic_six_category_rotation,tail_policy,none,,detokenized_text_retokenized,unmodified,none,1,128,128,256,4.0,4.0,8.0,4.0,32,0,32,-4.42217622875533,
1.0,4f3a9aa7782ecec7f3c9cfe49e8687a8a838def89ffd037934e35eba37a18f96,exploratory_smoke_not_for_confirmatory_pooling,exploratory,smoke_v2_exploratory,rankcloak_trial,revision_v1_smoke_v2__eba2c8e5771674a158a3,revision_v1_smoke_v2__eba2c8e5771674a158a3,,,,,,llama3_8b_instruct_q4_k_m,llama3_8b_instruct_q4_k_m,revision_v1_token_128_bit_hex_000,token_128_bit_hex,train,procedure_simple_meal,recipe_procedure,en,segmented_hex_multi_topic,hex_nibble,hex_nibble,16,True,4,8,safe_text_filter_v1,none,0,deterministic_six_category_rotation,tail_policy,none,,greedy_leadin_regeneration,unmodified,none,1,128,128,256,4.0,4.0,8.0,4.0,32,0,32,-4.42217622875533,
1.0,4f3a9aa7782ecec7f3c9cfe49e8687a8a838def89ffd037934e35eba37a18f96,exploratory_smoke_not_for_confirmatory_pooling,exploratory,smoke_v2_exploratory,rankcloak_trial,revision_v1_smoke_v2__0338a28ec9940ca00e1b,revision_v1_smoke_v2__0338a28ec9940ca00e1b,,,,,,llama3_8b_instruct_q4_k_m,llama3_8b_instruct_q4_k_m,revision_v1_sha256_hex_004,sha256_hex,train,narrative_small_discovery,personal_narrative_blog,en,segmented_hex_multi_topic,hex_nibble,hex_nibble,16,True,8,8,safe_text_filter_v1,sentence_tail_min20_max60,0,deterministic_six_category_rotation,tail_policy,sentence_tail_min20_max60,,saved_token_ids,unmodified,none,1,256,256,512,0.7252124645892352,0.7252124645892352,1.4504249291784703,0.7252124645892352,64,289,353,-4.911269899682133,
1.0,4f3a9aa7782ecec7f3c9cfe49e8687a8a838def89ffd037934e35eba37a18f96,exploratory_smoke_not_for_confirmatory_pooling,exploratory,smoke_v2_exploratory,rankcloak_trial,revision_v1_smoke_v2__0338a28ec9940ca00e1b,revision_v1_smoke_v2__0338a28ec9940ca00e1b,,,,,,llama3_8b_instruct_q4_k_m,llama3_8b_instruct_q4_k_m,revision_v1_sha256_hex_004,sha256_hex,train,narrative_small_discovery,personal_narrative_blog,en,segmented_hex_multi_topic,hex_nibble,hex_nibble,16,True,8,8,safe_text_filter_v1,sentence_tail_min20_max60,0,deterministic_six_category_rotation,tail_policy,sentence_tail_min20_max60,,detokenized_text_retokenized,unmodified,none,1,256,256,512,0.7252124645892352,0.7252124645892352,1.4504249291784703,0.7252124645892352,64,289,353,-4.911269899682133,
1.0,4f3a9aa7782ecec7f3c9cfe49e8687a8a838def89ffd037934e35eba37a18f96,exploratory_smoke_not_for_confirmatory_pooling,exploratory,smoke_v2_exploratory,rankcloak_trial,revision_v1_smoke_v2__0338a28ec9940ca00e1b,revision_v1_smoke_v2__0338a28ec9940ca00e1b,,,,,,llama3_8b_instruct_q4_k_m,llama3_8b_instruct_q4_k_m,revision_v1_sha256_hex_004,sha256_hex,train,narrative_small_discovery,personal_narrative_blog,en,segmented_hex_multi_topic,hex_nibble,hex_nibble,16,True,8,8,safe_text_filter_v1,sentence_tail_min20_max60,0,deterministic_six_category_rotation,tail_policy,sentence_tail_min20_max60,,greedy_leadin_regeneration,unmodified,none,1,256,256,512,0.7252124645892352,0.7252124645892352,1.4504249291784703,0.7252124645892352,64,289,353,-4.911269899682133,
1.0,4f3a9aa7782ecec7f3c9cfe49e8687a8a838def89ffd037934e35eba37a18f96,exploratory_smoke_not_for_confirmatory_pooling,exploratory,smoke_v2_exploratory,rankcloak_trial,revision_v1_smoke_v2__0db20b3bdb040b463217,revision_v1_smoke_v2__0db20b3bdb040b463217,,,,,,llama3_8b_instruct_q4_k_m,llama3_8b_instruct_q4_k_m,revision_v1_token_128_bit_hex_002,token_128_bit_hex,train,explain_weather_pattern,factual_explanatory,en,segmented_hex_multi_topic,hex_nibble,hex_nibble,16,True,2,16,safe_text_filter_v1,dynamic_completion_v1,32,deterministic_six_category_rotation,segment_size_ranks,16,,saved_token_ids,unmodified,none,1,128,128,256,0.9411764705882353,0.9411764705882353,1.8823529411764706,0.9411764705882353,32,40,136,-6.656860724213452,
