analysis_id,gate_level,metric,mean,median,standard_deviation,ci_low_95,ci_high_95,observation_count,group_count,bootstrap_resamples,bootstrap_unit
paired_rankcloak_control_difference,strict,artifact_like_fragment_count_rankcloak_minus_control,0.05,0.0,0.5477225575051662,0.0,0.15789473684210525,120,16,2000,payload_name
paired_rankcloak_control_difference,strict,tfidf_prompt_similarity_rankcloak_minus_control,-0.026712013947189747,-0.02787050097923075,0.053950823572945644,-0.037402295871426725,-0.016477239730324188,120,16,2000,payload_name
paired_rankcloak_control_difference,ungated,generated_token_count_rankcloak_minus_control,0.0,0.0,0.0,0.0,0.0,120,16,2000,payload_name
paired_rankcloak_control_difference,ungated,mean_entropy_bits_rankcloak_minus_control,2.2624540858412825,1.8781131943279934,1.4587413262388025,1.8869185163787066,2.7211848430426984,120,16,2000,payload_name
paired_rankcloak_control_difference,ungated,mean_observed_rank_rankcloak_minus_control,130.45279410971943,6.6171875,287.97297803881014,77.18539869420033,191.4467061094067,120,16,2000,payload_name
paired_rankcloak_control_difference,ungated,mean_token_surprisal_nats_rankcloak_minus_control,4.5389767262908896,4.186190396665099,1.1902016511351814,4.288523465086898,4.855385861812076,120,16,2000,payload_name
paired_rankcloak_control_difference,ungated,mean_rank_pressure_log_probability_gap_nats_rankcloak_minus_control,3.9701340374761807,3.7601913325488567,1.0586627016662042,3.7849750649191485,4.1796032075522636,120,16,2000,payload_name
paired_rankcloak_control_difference,ungated,word_count_rankcloak_minus_control,-4.216666666666667,-1.0,17.071369384471314,-6.966858974358974,-1.422611788617887,120,16,2000,payload_name
paired_rankcloak_control_difference,ungated,sentence_count_rankcloak_minus_control,-0.26666666666666666,0.0,3.918783324591708,-0.8583662280701754,0.38336538461538444,120,16,2000,payload_name
paired_rankcloak_control_difference,ungated,character_count_rankcloak_minus_control,-6.075,7.0,82.93676466304379,-20.944002192982456,6.940277777777777,120,16,2000,payload_name
paired_rankcloak_control_difference,ungated,flesch_reading_ease_heuristic_rankcloak_minus_control,-13.36097697190452,-8.32216666666666,31.886162940885672,-18.028267471070684,-9.065407704556128,118,16,2000,payload_name
paired_rankcloak_control_difference,ungated,flesch_kincaid_grade_heuristic_rankcloak_minus_control,2.7090487015806026,2.1317770562770555,6.6725378936440585,1.6303130431806714,3.958632568498289,118,16,2000,payload_name
paired_rankcloak_control_difference,ungated,coleman_liau_index_rankcloak_minus_control,0.9501057824943725,1.2621534850640135,9.001691695654372,-0.6515540031402774,2.229885173790693,118,16,2000,payload_name
paired_rankcloak_control_difference,ungated,unique_word_fraction_rankcloak_minus_control,0.08909207412232188,0.08475419153168512,0.0924832775439078,0.06870592369520012,0.1101994440804976,118,16,2000,payload_name
paired_rankcloak_control_difference,ungated,repeated_bigram_fraction_rankcloak_minus_control,-0.03421181916858626,-0.02218362522313888,0.04170209042445974,-0.04334637201937588,-0.025132368803221217,120,16,2000,payload_name
paired_rankcloak_control_difference,ungated,repeated_trigram_fraction_rankcloak_minus_control,-0.012900441094162702,0.0,0.022735101327802907,-0.016962959678035096,-0.008889892085871423,120,16,2000,payload_name
paired_rankcloak_control_difference,ungated,maximum_identical_word_run_rankcloak_minus_control,0.03333333333333333,0.0,0.3413599429403774,0.007751937984496124,0.06837606837606838,120,16,2000,payload_name
paired_rankcloak_control_difference,ungated,surface_flag_total_rankcloak_minus_control,1.1333333333333333,1.0,6.232111655472366,-0.17960526315789474,2.1667735042735035,120,16,2000,payload_name
paired_rankcloak_control_difference,ungated,artifact_like_fragment_count_rankcloak_minus_control,0.025,0.0,0.15677956478053223,0.0,0.05263157894736842,120,16,2000,payload_name
paired_rankcloak_control_difference,ungated,tfidf_prompt_similarity_rankcloak_minus_control,-0.04879155818550198,-0.03923675114509999,0.046162462388885626,-0.055697082461464834,-0.04274562828711647,120,16,2000,payload_name
