pairing_unit_id,experimental_cell_id,model_id,payload_name,payload_class,representation_name,prompt_template_id,gate_level,generated_token_count_rankcloak_minus_control,mean_entropy_bits_rankcloak_minus_control,mean_observed_rank_rankcloak_minus_control,mean_token_surprisal_nats_rankcloak_minus_control,mean_rank_pressure_log_probability_gap_nats_rankcloak_minus_control,word_count_rankcloak_minus_control,sentence_count_rankcloak_minus_control,character_count_rankcloak_minus_control,flesch_reading_ease_heuristic_rankcloak_minus_control,flesch_kincaid_grade_heuristic_rankcloak_minus_control,coleman_liau_index_rankcloak_minus_control,unique_word_fraction_rankcloak_minus_control,repeated_bigram_fraction_rankcloak_minus_control,repeated_trigram_fraction_rankcloak_minus_control,maximum_identical_word_run_rankcloak_minus_control,surface_flag_total_rankcloak_minus_control,artifact_like_fragment_count_rankcloak_minus_control,tfidf_prompt_similarity_rankcloak_minus_control
entropy_pair__1006aba7331e8ded3278875c,entropy_cell__6650d7697d1884bb070743d2,mistral_7b_instruct_v0_3_q4_k_m,revision_v1_nonce_96_bit_hex_003,nonce_96_bit_hex,ascii_b16,explain_everyday_system,moderate,0.0,0.4810385290447623,1.8977272727272727,1.4274979240110635,1.291088581085205,3.0,-1.0,-12.0,8.30991749379649,-0.2026191066997498,-2.136615384615375,-0.02109181141439198,0.015625,0.0,0.0,0.0,0.0,-0.04530187256723801
entropy_pair__114ce01869dcdef2b169a7c3,entropy_cell__227f76bc6103d3efda3161f6,mistral_7b_instruct_v0_3_q4_k_m,revision_v1_chacha20_poly1305_base64_041,chacha20_poly1305_base64,direct_subword,professional_project_update,moderate,0.0,3.3511654253609526,280.2758620689655,6.176491160861485,5.270877366435939,-3.0,-1.0,9.0,-60.95714285714284,12.477142857142855,6.77344360902255,0.12932330827067673,0.0,0.0,0.0,0.0,0.0,-0.15161446147497212
entropy_pair__13f7ca51e9959a2a3c76dc61,entropy_cell__78575c52da4de6da6d1ca55b,qwen2_5_7b_instruct_q4_k_m,revision_v1_sha256_hex_041,sha256_hex,hex_nibble,professional_project_update,moderate,0.0,-0.31766186210750846,2.335664335664336,1.106086140875262,1.2431007465282522,-52.0,-2.0,-261.0,6.93815748031497,-1.7485069366329178,0.8107044619422545,0.15979002624671923,-0.03968253968253965,-0.008000000000000007,0.0,1.0,0.0,-0.03488994530021221
entropy_pair__143245cb5cb9abd04bba0611,entropy_cell__a4369e36bbe783c28f3b6194,qwen2_5_7b_instruct_q4_k_m,revision_v1_chacha20_poly1305_base64_003,chacha20_poly1305_base64,direct_subword,explain_everyday_system,moderate,0.0,1.2681451820674932,672.7017543859649,6.113799219483637,5.797881607423749,-16.0,-4.0,-27.0,-36.9809523809524,6.814285714285717,8.260259740259738,0.1201298701298702,-0.009474590869939625,0.0,0.0,1.0,0.0,-0.06253624586349463
entropy_pair__172ade1c04e463a7d34ba1c7,entropy_cell__e41d884628ac4c651d6ec4a5,qwen2_5_7b_instruct_q4_k_m,revision_v1_nonce_96_bit_hex_003,nonce_96_bit_hex,hex_nibble,explain_everyday_system,moderate,0.0,0.05159505315529289,2.625,1.5503727536273106,1.557169726916722,-6.0,0.0,12.0,-8.868586956521767,0.8643478260869557,3.9152608695652127,0.0608695652173914,-0.018803418803418737,0.0,0.0,1.0,0.0,0.03949864684049387
entropy_pair__19b7bd15ecdce00199b94e12,entropy_cell__1336ee0f01e5c8705f007dcc,qwen2_5_7b_instruct_q4_k_m,revision_v1_sha256_hex_003,sha256_hex,hex_nibble,explain_everyday_system,moderate,0.0,0.6059386796676103,4.553398058252427,2.407881095050823,2.2323531734133226,1.0,0.0,41.0,1.76017928858289,-0.20410499139414995,2.236798623063681,0.21887550200803219,-0.061416397296503056,-0.012646793134598044,0.0,1.0,0.0,-0.07017583979430096
entropy_pair__19d096a8839f33b4d8ebda58,entropy_cell__0f03b82c211786547e7a521c,llama3_8b_instruct_q4_k_m,revision_v1_aes256_gcm_base64_003,aes256_gcm_base64,direct_subword,explain_everyday_system,moderate,0.0,5.69095036841086,1235.936170212766,6.753236364863001,5.344653081386648,-10.0,0.0,-32.0,-2.392199248120278,-0.28740601503758967,2.5456390977443633,0.17481203007518797,-0.05405405405405406,-0.02777777777777779,0.0,5.0,0.0,-0.056529051282952214
entropy_pair__1ba06fa76927eb8b6a7a9985,entropy_cell__b759457e291da9cd1b290d50,llama3_8b_instruct_q4_k_m,revision_v1_token_128_bit_hex_041,token_128_bit_hex,direct_subword,professional_project_update,moderate,0.0,3.493783027108732,263.5,5.526162317488883,4.542022921822288,6.0,0.0,48.0,-16.967142857142846,3.8571428571428577,6.598285714285719,0.1428571428571429,0.0,0.0,0.0,1.0,0.0,-0.07193460303210669
entropy_pair__1bed48f6db3d024f271c0326,entropy_cell__5a1a3f0db1bfb838a34ac6e3,mistral_7b_instruct_v0_3_q4_k_m,revision_v1_nonce_96_bit_hex_041,nonce_96_bit_hex,direct_subword,professional_project_update,moderate,0.0,1.354310309199695,13.366666666666667,3.622208029595491,3.316992568969727,-15.0,-1.0,-71.0,15.490000000000009,-3.65111111111111,-16.051111111111105,0.05555555555555558,0.0,0.0,0.0,1.0,0.0,-0.04979066211262305
entropy_pair__1d39b46787e27c53099b4a2f,entropy_cell__a3cf28ce7c3155e06940e122,mistral_7b_instruct_v0_3_q4_k_m,revision_v1_token_128_bit_hex_003,token_128_bit_hex,hex_nibble,explain_everyday_system,moderate,0.0,1.29820370800067,6.275,3.198889606897913,2.8330453634262085,-5.0,-1.0,21.0,-62.669166666666655,11.4737962962963,10.628564814814816,0.2442129629629629,-0.032258064516129004,0.0,0.0,0.0,0.0,-0.06293467110624786
entropy_pair__1eaba895ad0110f6fed7e9f5,entropy_cell__fe1262f4467ae2f6756676a0,llama3_8b_instruct_q4_k_m,revision_v1_chacha20_poly1305_base64_003,chacha20_poly1305_base64,ascii_b16,explain_everyday_system,moderate,0.0,2.606219207308939,4.30281690140845,2.9850857544449734,2.2371617438088003,6.0,2.0,-41.0,28.16772300734877,-5.362615198255675,-3.6475240248728085,0.17778405879027703,-0.19130434782608696,-0.10526315789473684,0.0,0.0,0.0,-0.01816038318464977
entropy_pair__1f1fda0e7e75f6148e47456a,entropy_cell__cc7ad361779aef451993cf5e,mistral_7b_instruct_v0_3_q4_k_m,revision_v1_hmac_sha256_hex_041,hmac_sha256_hex,direct_subword,professional_project_update,moderate,0.0,1.7068671851127017,20.04878048780488,2.727792188502474,2.3106883677040657,-13.0,-3.0,-33.0,-58.995966981132085,14.874198113207544,7.9425471698113235,0.09481132075471699,-0.038461538461538436,-0.019607843137254943,0.0,0.0,0.0,-0.014394176680933027
entropy_pair__22335c8f331c5b3af95c5d77,entropy_cell__2f96310c00c63084ab97e6f2,qwen2_5_7b_instruct_q4_k_m,revision_v1_uuid_v4_003,uuid_v4,ascii_b16,explain_everyday_system,moderate,0.0,0.8425285304974826,3.0,2.0531011846784843,1.7984637590212242,0.0,0.0,63.0,-14.258426966292149,1.9887640449438209,4.822921348314605,0.247191011235955,-0.125,-0.05747126436781613,0.0,0.0,0.0,-0.09974314212995466
entropy_pair__26806197c822d9f5a55ff536,entropy_cell__a59b638ade35fa4fce1c5031,mistral_7b_instruct_v0_3_q4_k_m,revision_v1_sha256_hex_003,sha256_hex,hex_nibble,explain_everyday_system,moderate,0.0,1.2103615640163692,6.602564102564102,3.6184802792344213,3.2693942021100946,0.0,-1.0,101.0,-46.76614071038253,7.785778688524594,10.220983606557372,0.24590163934426235,-0.08333333333333326,-0.016949152542372836,0.0,0.0,0.0,-0.019517374192734152
entropy_pair__2b1f2ef7c8d3d3693469cb02,entropy_cell__b323b59ca2f3c8b049e420ad,qwen2_5_7b_instruct_q4_k_m,revision_v1_hmac_sha256_hex_041,hmac_sha256_hex,ascii_b16,professional_project_update,moderate,0.0,1.20006682975032,2.5783132530120483,1.972652877848078,1.6346896125609618,31.0,-5.0,111.0,-18.384522871217456,6.986288060051606,0.12802486511846212,0.006920009383063586,0.005002977963073363,0.0,0.0,-3.0,0.0,-0.015177316401482788
entropy_pair__2f0cc859c02bd59ac90c9a77,entropy_cell__aaf91d93efc42c015d846d3a,mistral_7b_instruct_v0_3_q4_k_m,revision_v1_uuid_v4_041,uuid_v4,ascii_b16,professional_project_update,moderate,0.0,0.6395228242581923,2.446153846153846,1.759504577251707,1.5856941589942346,-14.0,-2.0,14.0,-32.414249523868676,5.659764314991929,6.697796547012803,0.03912557446279974,0.0071138211382114624,0.03703703703703709,1.0,1.0,0.0,0.000579753308471348
entropy_pair__2f32675f518523edcf3397e8,entropy_cell__e9fe9c89df85cc4fba526873,llama3_8b_instruct_q4_k_m,revision_v1_token_128_bit_hex_041,token_128_bit_hex,ascii_b16,professional_project_update,moderate,0.0,1.6004682029188506,3.6399999999999997,2.4689041418618185,1.9505711873372396,1.0,2.0,-41.0,26.823854895104915,-5.045635198135198,-4.992223776223778,-0.02657342657342654,0.0305288461538461,0.03125,0.0,2.0,0.0,-0.10563756839748178
entropy_pair__317d6f75824cdd74152694f6,entropy_cell__d7461efe23003417462e44eb,llama3_8b_instruct_q4_k_m,revision_v1_nonce_96_bit_hex_003,nonce_96_bit_hex,direct_subword,explain_everyday_system,moderate,0.0,0.3570045901826653,140.7058823529412,4.073681775139221,4.148444287917194,3.0,0.0,0.0,27.88021008403362,-3.1434453781512666,-6.272773109243694,-0.05882352941176472,0.0,0.0,0.0,0.0,0.0,-0.03403922884645084
entropy_pair__34d75a11ee47f2bb665f5b3e,entropy_cell__a21ebe468ca7f07f2e0b4e49,mistral_7b_instruct_v0_3_q4_k_m,revision_v1_ed25519_signature_base64_041,ed25519_signature_base64,ascii_b16,professional_project_update,moderate,0.0,1.944278320430592,4.786407766990291,2.827379641031413,2.3329208198102935,1.0,-5.0,48.0,-27.275496674057678,7.928286770140428,2.5098063562453774,0.08104212860310422,-0.03684722430046383,-0.006172839506172867,0.0,3.0,0.0,-0.03263105341389287
entropy_pair__354a610aebcd004a310fa444,entropy_cell__41adb0089ce7d1917d2169f7,llama3_8b_instruct_q4_k_m,revision_v1_aes256_gcm_base64_041,aes256_gcm_base64,ascii_b16,professional_project_update,moderate,0.0,2.3535255584725348,4.421768707482993,3.0249587645106937,2.4379567451217548,-10.0,-4.0,33.0,-26.357575757575773,5.829393939393938,4.767818181818178,0.18560606060606055,-0.15966386554621848,-0.1271186440677966,0.0,0.0,0.0,-0.05922767620666926
entropy_pair__357a76c83a98405d76303c9d,entropy_cell__822d5554590d2114c6d47104,qwen2_5_7b_instruct_q4_k_m,revision_v1_token_128_bit_hex_003,token_128_bit_hex,ascii_b16,explain_everyday_system,moderate,0.0,0.5409967296531237,2.4516129032258065,1.768039833725669,1.598421424947759,3.0,0.0,-17.0,16.876969111969117,-2.24752895752896,-1.743243243243242,0.14197964197964208,-0.06849315068493156,-0.02777777777777779,0.0,0.0,0.0,-0.06029246290232616
entropy_pair__36dbad2a7b995873cb69fc43,entropy_cell__7d9714e7cf7370679dd85b93,qwen2_5_7b_instruct_q4_k_m,revision_v1_token_128_bit_hex_041,token_128_bit_hex,direct_subword,professional_project_update,moderate,0.0,0.7456206472645694,24.818181818181817,2.7093556358764603,2.454010399905118,10.0,0.0,119.0,-68.90906277630414,10.439522546419099,11.9732625994695,-0.05923961096374886,0.0,0.0,0.0,0.0,0.0,-0.01578552015180182
entropy_pair__392ad3e7f94208315c8fa0ad,entropy_cell__77d01853e1f871e53ef46916,llama3_8b_instruct_q4_k_m,revision_v1_uuid_v4_003,uuid_v4,direct_subword,explain_everyday_system,moderate,0.0,1.2082922055586942,268.72413793103453,2.74573672873954,2.6202190004546067,-3.0,0.0,23.0,-43.720108695652186,5.725434782608694,9.303130434782602,-0.02608695652173909,-0.09090909090909094,0.0,0.0,1.0,0.0,-0.09279749382348829
entropy_pair__395446311139e97aefb91eb4,entropy_cell__9e9ce7758abd96ba5cdeb613,mistral_7b_instruct_v0_3_q4_k_m,revision_v1_ed25519_signature_base64_041,ed25519_signature_base64,direct_subword,professional_project_update,moderate,0.0,1.93576064731266,139.2549019607843,4.728592598647392,4.210519298618915,-22.0,-4.0,-29.0,-86.39294339622643,21.49033962264151,10.257771069182393,0.05911949685534601,0.08264033264033266,0.07843137254901966,0.0,2.0,0.0,-0.08704308579318928
entropy_pair__3bbdcccf7e1ffc6c5c34aad3,entropy_cell__5d390b07469576558aa90913,llama3_8b_instruct_q4_k_m,revision_v1_uuid_v4_041,uuid_v4,direct_subword,professional_project_update,moderate,0.0,2.1911453524013065,741.695652173913,4.164591864643952,3.6416691800822383,1.0,-2.0,46.0,-67.70423076923078,11.679230769230774,11.681538461538459,0.0,0.0,0.0,0.0,-4.0,0.0,-0.1542226706296986
entropy_pair__404d77771340071e20f22938,entropy_cell__4d718420cc6204f877988b16,mistral_7b_instruct_v0_3_q4_k_m,revision_v1_aes256_gcm_base64_041,aes256_gcm_base64,ascii_b16,professional_project_update,moderate,0.0,0.857066337843146,3.026315789473684,2.254813606461305,2.033464278672871,-11.0,-3.0,67.0,-33.968847117794496,6.269943609022555,5.8739598997493765,0.23564118629908104,-0.02622377622377625,-0.007042253521126751,0.0,1.0,0.0,-0.0979371146920678
entropy_pair__43a3287daa1f1bbe7fd6b142,entropy_cell__32960b1364bf00ce5ea816a5,mistral_7b_instruct_v0_3_q4_k_m,revision_v1_uuid_v4_003,uuid_v4,ascii_b16,explain_everyday_system,moderate,0.0,0.8615068322422172,3.0566037735849063,2.336951667196863,2.176886423578802,3.0,-3.0,99.0,-38.89510869565217,8.530434782608697,7.980434782608693,-0.005434782608695676,-0.0012427506213753547,0.0,0.0,1.0,0.0,-0.06055310167546616
entropy_pair__45160ffd51dc057867b7c08c,entropy_cell__3710b58481256363d0323957,qwen2_5_7b_instruct_q4_k_m,revision_v1_nonce_96_bit_hex_041,nonce_96_bit_hex,ascii_b16,professional_project_update,moderate,0.0,1.472513117102582,3.1833333333333336,2.323625378866005,1.8318681399027505,3.0,0.0,68.0,-32.19215855573,4.7385871271585565,6.7599372056514895,0.04670329670329676,-0.02083333333333337,0.0,0.0,1.0,0.0,0.026441486105948292
entropy_pair__4544a07a5cd4425b218ce4d4,entropy_cell__ddc36c99b4bca8bd25ba94e7,qwen2_5_7b_instruct_q4_k_m,revision_v1_nonce_96_bit_hex_041,nonce_96_bit_hex,hex_nibble,professional_project_update,moderate,0.0,0.6086701908785137,4.933333333333334,3.079104729512216,2.976549243927002,-3.0,0.0,-43.0,23.77597826086955,-3.6889130434782658,-6.841304347826082,0.0,0.0,0.0,0.0,0.0,0.0,-0.0420638945184358
entropy_pair__457132a8359c9a7ef9c827b6,entropy_cell__74626b2253f6dd6ce6635219,llama3_8b_instruct_q4_k_m,revision_v1_aes256_gcm_base64_003,aes256_gcm_base64,ascii_b16,explain_everyday_system,moderate,0.0,4.311353645090668,5.446153846153846,3.633674539896842,2.341755309471717,118.0,8.0,468.0,,,,,0.11111111111111116,0.0,1.0,-63.0,0.0,0.08639830290686756
entropy_pair__4a746e749fbeec856fc70bfe,entropy_cell__9708f1b3c4706200a770c000,qwen2_5_7b_instruct_q4_k_m,revision_v1_nonce_96_bit_hex_003,nonce_96_bit_hex,ascii_b16,explain_everyday_system,moderate,0.0,-0.25108997780652986,1.4356435643564356,1.0775162052225746,1.187209422045415,-4.0,-1.0,10.0,-12.374099567099535,2.2559177489177493,2.3499134199134097,0.17099567099567092,-0.03226699903060515,-0.023255813953488413,0.0,1.0,0.0,0.03838224586004299
entropy_pair__4aa83d0335b024a786d4ab1c,entropy_cell__7938f3ce429d9dd5fd2026b6,mistral_7b_instruct_v0_3_q4_k_m,revision_v1_nonce_96_bit_hex_041,nonce_96_bit_hex,ascii_b16,professional_project_update,moderate,0.0,0.4049263955729834,1.641025641025641,1.909141065639982,1.7727560018881774,-6.0,-2.0,-15.0,-28.92427672955975,11.321573665194705,2.254259333600963,0.10357286230429541,-0.07692307692307687,-0.019607843137254943,0.0,1.0,0.0,-0.03498528146353963
entropy_pair__4ecccdb5ec87542af1ed4889,entropy_cell__cee0630f34b8aa52d64247c4,qwen2_5_7b_instruct_q4_k_m,revision_v1_token_128_bit_hex_041,token_128_bit_hex,ascii_b16,professional_project_update,moderate,0.0,0.6308490717047461,2.556701030927835,1.6965021899101225,1.5408288621410882,-15.0,-1.0,-97.0,15.333481147884413,-2.1138697109342246,-2.1812065354000865,0.0854629241726016,-0.019844693701466798,-0.009999999999999898,0.0,2.0,0.0,-0.029066228718402892
entropy_pair__4efcc3605ab78e159ef9f305,entropy_cell__56a334bc270a28625baef9bd,llama3_8b_instruct_q4_k_m,revision_v1_sha256_hex_041,sha256_hex,direct_subword,professional_project_update,moderate,0.0,3.2725284774868912,131.8974358974359,4.846816001886585,4.02429784872593,2.0,0.0,18.0,-17.885381231671573,2.743079178885637,3.0298729227761463,0.0058651026392961825,0.0,0.0,0.0,0.0,0.0,-0.10283640725951393
entropy_pair__4f4637f55c1e2747946294a5,entropy_cell__821f128d8357808f113e285a,mistral_7b_instruct_v0_3_q4_k_m,revision_v1_hmac_sha256_hex_041,hmac_sha256_hex,hex_nibble,professional_project_update,moderate,0.0,0.5699586572769559,3.752475247524753,2.2849543587286525,2.0940295304402268,-8.0,-3.0,-29.0,-26.99338059701492,8.360950248756222,2.5711601990049786,0.13552238805970152,-0.08108108108108103,-0.013698630136986356,0.0,1.0,0.0,-0.029794750696919097
entropy_pair__5358cdedd4a4c44fb6138591,entropy_cell__12454c19b2402e288bb8a4fa,mistral_7b_instruct_v0_3_q4_k_m,revision_v1_token_128_bit_hex_003,token_128_bit_hex,direct_subword,explain_everyday_system,moderate,0.0,1.0880851641807545,12.714285714285714,2.9818928239972076,2.7134322847638814,2.0,-1.0,31.0,-28.728571428571428,7.981904761904762,6.0696190476190495,0.18333333333333335,-0.03703703703703709,0.0,0.0,0.0,0.0,-0.061489205901434744
entropy_pair__53d657ae3d6fe2bd725e6850,entropy_cell__5b43bad8505780e851b2a45c,mistral_7b_instruct_v0_3_q4_k_m,revision_v1_hmac_sha256_hex_041,hmac_sha256_hex,ascii_b16,professional_project_update,moderate,0.0,1.1839763469306088,2.276836158192091,2.0763065048256024,1.7546074323061496,-18.0,-3.0,-53.0,-12.19214010989009,3.228390109890114,1.8061483516483534,0.043543956043956,0.00502828409805145,0.010369318181818188,0.0,3.0,0.0,-0.03569785470022248
entropy_pair__5684746ac5b7e907706bcaec,entropy_cell__96cf9158b2eede3d22dad7ef,mistral_7b_instruct_v0_3_q4_k_m,revision_v1_aes256_gcm_base64_003,aes256_gcm_base64,ascii_b16,explain_everyday_system,moderate,0.0,1.4342855915037886,4.303571428571429,2.6001392353302997,2.2099784953253607,-16.0,-3.0,-14.0,-20.878499517459204,5.6182207195915765,4.058728431888639,0.15084517751652338,-0.06236635780470423,-0.021897810218978075,0.0,2.0,0.0,-0.01149400990708356
entropy_pair__58a5ff29b0aeb9b46eb2524f,entropy_cell__618d11dfc76dc15cb10b7f59,llama3_8b_instruct_q4_k_m,revision_v1_sha256_hex_041,sha256_hex,hex_nibble,professional_project_update,moderate,0.0,1.426702373645236,4.4625,2.5539768718843705,2.209196364879608,1.0,-1.0,-95.0,22.646427055896993,-1.6888564530289756,-7.8579631255487286,0.07835820895522383,-0.09090909090909094,-0.06153846153846154,1.0,1.0,0.0,0.00020629799744784072
entropy_pair__5f2dc97d524e6788beadfceb,entropy_cell__659181365bb3f0ea394ab8f4,llama3_8b_instruct_q4_k_m,revision_v1_token_128_bit_hex_003,token_128_bit_hex,ascii_b16,explain_everyday_system,moderate,0.0,0.2953025480718101,1.9740259740259742,2.2223921038256997,2.103588104248047,7.0,-2.0,129.0,-53.2597329224448,9.084848484848482,10.27632254750899,0.140215716486903,-0.020954907161803704,-0.019462719298245612,0.0,-1.0,0.0,-0.031801861023792545
entropy_pair__5f8b5aef40e9fb53276b4765,entropy_cell__94cb6f5960ebeff2023a7ff0,qwen2_5_7b_instruct_q4_k_m,revision_v1_hmac_sha256_hex_003,hmac_sha256_hex,direct_subword,explain_everyday_system,moderate,0.0,2.082447842781364,777.112676056338,3.122696760774206,2.4472772101281395,-58.0,-3.0,-228.0,,,,,-0.07017543859649122,-0.0357142857142857,-1.0,1.0,0.0,-0.14225703589449004
entropy_pair__61ec14feded4b0504f96bd7e,entropy_cell__a3cd1359442d6d260f6a93ac,mistral_7b_instruct_v0_3_q4_k_m,revision_v1_token_128_bit_hex_003,token_128_bit_hex,ascii_b16,explain_everyday_system,moderate,0.0,0.5164935691647938,2.3465346534653464,1.7799847197785172,1.6262074933193698,-9.0,-1.0,-42.0,-0.6372918060200448,0.49879542920847086,1.122162764771467,0.03734671125975475,0.016424751718869368,0.0,0.0,0.0,0.0,-0.0006726562331669447
entropy_pair__633816f3426961b0f3ff1462,entropy_cell__06d61f218130f514968491b2,llama3_8b_instruct_q4_k_m,revision_v1_nonce_96_bit_hex_041,nonce_96_bit_hex,hex_nibble,professional_project_update,moderate,0.0,1.168062568476285,7.375,3.9875104870286013,3.642447352409363,-1.0,0.0,9.0,0.8737337662337836,-0.24608225108225312,2.455497835497834,0.13636363636363635,0.0,0.0,0.0,1.0,0.0,-0.07416612023603175
entropy_pair__636b87df0fbe6b8851863f3a,entropy_cell__40301dca6f611bc8ae909090,mistral_7b_instruct_v0_3_q4_k_m,revision_v1_sha256_hex_041,sha256_hex,direct_subword,professional_project_update,moderate,0.0,0.8499632263940708,7.126315789473684,2.184275402162321,1.9783836665906405,-5.0,0.0,-58.0,9.618774073182493,-1.6521605681271012,-2.9508714492055823,0.09364467982667313,-0.045454545454545414,-0.01538461538461533,0.0,0.0,0.0,-0.08284811963371091
entropy_pair__63b35fee4940f43459f8d344,entropy_cell__daeb88211cf06e03b8913593,mistral_7b_instruct_v0_3_q4_k_m,revision_v1_hmac_sha256_hex_003,hmac_sha256_hex,hex_nibble,explain_everyday_system,moderate,0.0,0.8798811675577813,4.34375,2.293815310142355,2.1243147552013397,-17.0,-2.0,-71.0,-8.786130867709801,3.7097676623992406,2.075315315315322,0.16642958748221903,-0.050636007827788654,-0.01388888888888884,0.0,1.0,0.0,-0.062456841157213845
