pairing_unit_id,payload_name,payload_class,payload_split,representation_name,codec_id,prompt_template_id,target_token_count,q4_saved_id_exact_payload_recovery,q8_saved_id_exact_payload_recovery,q4_visible_text_exact_payload_recovery,q8_visible_text_exact_payload_recovery,visible_recovery_q8_minus_q4,both_visible_recover,q4_only_visible_recover,q8_only_visible_recover,neither_visible_recovers,q4_visible_full_token_ids_match,q8_visible_full_token_ids_match,q4_model_rank_replay_performed,q4_retokenized_token_count,q8_retokenized_token_count
quantization_pair__065548cf2192e8d1c6a65b32,revision_v1_chacha20_poly1305_base64_025,chacha20_poly1305_base64,train,ascii_b16,nonseg_ascii_b16,forum_learning_answer,128,True,True,True,True,0,True,False,False,False,True,True,False,128,128
quantization_pair__069d20a47dc7af6d4a16bdd5,revision_v1_chacha20_poly1305_base64_023,chacha20_poly1305_base64,train,ascii_b16,nonseg_ascii_b16,casual_hobby_chat,128,True,True,True,False,-1,False,True,False,False,True,False,False,128,128
quantization_pair__06be161253d964ff6193fcf0,revision_v1_nonce_96_bit_hex_010,nonce_96_bit_hex,train,ascii_b16,nonseg_ascii_b16,professional_schedule_note,48,True,True,True,True,0,True,False,False,False,True,True,False,48,48
quantization_pair__06dc67d5831c7788d197be43,revision_v1_sha256_hex_045,sha256_hex,validation,ascii_b8,nonseg_ascii_b8,narrative_learning_moment,171,True,True,True,True,0,True,False,False,False,True,True,False,171,171
quantization_pair__06ff828cea849d2cd8ff14ae,revision_v1_token_128_bit_hex_010,token_128_bit_hex,train,ascii_b16,nonseg_ascii_b16,forum_learning_answer,64,True,True,True,True,0,True,False,False,False,True,True,False,64,64
quantization_pair__0700ccb6e075db6e0f7e21b1,revision_v1_chacha20_poly1305_base64_044,chacha20_poly1305_base64,validation,ascii_b16,nonseg_ascii_b16,procedure_garden_task,128,True,True,True,True,0,True,False,False,False,True,True,False,128,128
quantization_pair__077589d8d85d59d230fac545,revision_v1_aes256_gcm_base64_005,aes256_gcm_base64,train,ascii_b8,nonseg_ascii_b8,explain_weather_pattern,171,True,True,True,False,-1,False,True,False,False,True,False,False,171,171
quantization_pair__07a369f04ef882f354eb0325,revision_v1_uuid_v4_026,uuid_v4,train,ascii_b16,nonseg_ascii_b16,professional_project_update,72,True,True,True,True,0,True,False,False,False,True,True,False,72,72
quantization_pair__07c21adf896579e3e5f8adbd,revision_v1_uuid_v4_033,uuid_v4,train,ascii_b16,nonseg_ascii_b16,forum_purchase_advice,72,True,True,True,False,-1,False,True,False,False,True,False,False,72,71
quantization_pair__08409f7b6c1e7a7030038d13,revision_v1_nonce_96_bit_hex_023,nonce_96_bit_hex,train,ascii_b16,nonseg_ascii_b16,forum_practical_answer,48,True,True,True,True,0,True,False,False,False,True,True,False,48,48
quantization_pair__08b35fc057e700d543d0907d,revision_v1_aes256_gcm_base64_015,aes256_gcm_base64,train,ascii_b16,nonseg_ascii_b16,procedure_garden_task,128,True,True,True,True,0,True,False,False,False,True,True,False,128,128
quantization_pair__08efcdbc77228f0dba595b0b,revision_v1_aes256_gcm_base64_044,aes256_gcm_base64,validation,ascii_b16,nonseg_ascii_b16,forum_purchase_advice,128,True,True,True,True,0,True,False,False,False,True,True,False,128,128
quantization_pair__08fe1afc96aa285e70b991ce,revision_v1_uuid_v4_052,uuid_v4,test,ascii_b8,nonseg_ascii_b8,procedure_home_task,96,True,True,False,True,1,False,False,True,False,False,True,True,95,96
quantization_pair__090b5670bc178984de7041fe,revision_v1_chacha20_poly1305_base64_002,chacha20_poly1305_base64,train,ascii_b8,nonseg_ascii_b8,procedure_home_task,171,True,True,False,True,1,False,False,True,False,False,True,True,170,171
quantization_pair__0915d4c11c0bd36a033dd740,revision_v1_chacha20_poly1305_base64_026,chacha20_poly1305_base64,train,ascii_b16,nonseg_ascii_b16,procedure_garden_task,128,True,True,False,True,1,False,False,True,False,False,True,True,127,128
quantization_pair__0a13f4c95908cb05b31e38f3,revision_v1_nonce_96_bit_hex_056,nonce_96_bit_hex,test,ascii_b16,nonseg_ascii_b16,explain_weather_pattern,48,True,True,True,True,0,True,False,False,False,True,True,False,48,48
quantization_pair__0a620a7858ca024ae04645af,revision_v1_token_128_bit_hex_040,token_128_bit_hex,validation,ascii_b8,nonseg_ascii_b8,forum_purchase_advice,86,True,True,True,True,0,True,False,False,False,True,True,False,86,86
quantization_pair__0a695ed28435c78a84cb4b97,revision_v1_token_128_bit_hex_046,token_128_bit_hex,validation,ascii_b16,nonseg_ascii_b16,forum_learning_answer,64,True,True,True,True,0,True,False,False,False,True,True,False,64,64
quantization_pair__0aae3f3d50be5ff1230794d2,revision_v1_token_128_bit_hex_005,token_128_bit_hex,train,ascii_b16,nonseg_ascii_b16,procedure_home_task,64,True,True,True,False,-1,False,True,False,False,True,False,False,64,64
quantization_pair__0aaf2630e69b72ea4da0a6e0,revision_v1_aes256_gcm_base64_011,aes256_gcm_base64,train,ascii_b8,nonseg_ascii_b8,explain_everyday_system,171,True,True,True,True,0,True,False,False,False,True,True,False,171,171
quantization_pair__0b1e9da99f0b186e6fab704a,revision_v1_sha256_hex_022,sha256_hex,train,ascii_b8,nonseg_ascii_b8,explain_everyday_system,171,True,True,True,True,0,True,False,False,False,True,True,False,171,171
quantization_pair__0b23d8bd90d263c28aa9cf8b,revision_v1_uuid_v4_011,uuid_v4,train,ascii_b8,nonseg_ascii_b8,narrative_small_discovery,96,True,True,True,True,0,True,False,False,False,True,True,False,96,96
quantization_pair__0b253c428bb362554f765052,revision_v1_uuid_v4_015,uuid_v4,train,ascii_b16,nonseg_ascii_b16,forum_purchase_advice,72,True,True,True,True,0,True,False,False,False,True,True,False,72,72
quantization_pair__0b693883642d44310487cdfb,revision_v1_chacha20_poly1305_base64_050,chacha20_poly1305_base64,test,ascii_b16,nonseg_ascii_b16,procedure_simple_meal,128,True,True,True,True,0,True,False,False,False,True,True,False,128,128
quantization_pair__0be7f6c169dd167eb618160c,revision_v1_aes256_gcm_base64_050,aes256_gcm_base64,test,ascii_b16,nonseg_ascii_b16,forum_learning_answer,128,True,True,True,True,0,True,False,False,False,True,True,False,128,128
quantization_pair__0c31e7a120e5a827ba6d1ba2,revision_v1_ed25519_signature_base64_017,ed25519_signature_base64,train,ascii_b16,nonseg_ascii_b16,professional_schedule_note,176,True,True,False,False,0,False,False,False,True,False,False,True,176,178
quantization_pair__0c73bc37a9ac50379ceca43f,revision_v1_token_128_bit_hex_000,token_128_bit_hex,train,ascii_b16,nonseg_ascii_b16,narrative_local_walk,64,True,True,True,True,0,True,False,False,False,True,True,False,64,64
quantization_pair__0c787ae0913da869ae218f1c,revision_v1_token_128_bit_hex_052,token_128_bit_hex,test,ascii_b16,nonseg_ascii_b16,forum_practical_answer,64,True,True,False,True,1,False,False,True,False,False,True,True,63,64
quantization_pair__0ccafdb00cc3b37973c1e385,revision_v1_ed25519_signature_base64_022,ed25519_signature_base64,train,ascii_b8,nonseg_ascii_b8,casual_neighborhood_chat,235,True,True,True,True,0,True,False,False,False,True,True,False,235,235
quantization_pair__0cedfa481b9edc6f9e30af57,revision_v1_hmac_sha256_hex_058,hmac_sha256_hex,test,ascii_b8,nonseg_ascii_b8,casual_neighborhood_chat,171,True,True,True,True,0,True,False,False,False,True,True,False,171,171
quantization_pair__0d1f048fe4a520579b0c431b,revision_v1_sha256_hex_047,sha256_hex,validation,ascii_b16,nonseg_ascii_b16,casual_neighborhood_chat,128,True,True,False,True,1,False,False,True,False,False,True,True,127,128
quantization_pair__0d74d93f447d16065fa7b40f,revision_v1_token_128_bit_hex_008,token_128_bit_hex,train,ascii_b8,nonseg_ascii_b8,casual_neighborhood_chat,86,True,True,True,True,0,True,False,False,False,True,True,False,86,86
quantization_pair__0da6dd9b2aacc011cab27f8e,revision_v1_token_128_bit_hex_009,token_128_bit_hex,train,ascii_b8,nonseg_ascii_b8,professional_process_email,86,True,True,True,True,0,True,False,False,False,True,True,False,86,86
quantization_pair__0db4ec394d3bd563e3c58497,revision_v1_nonce_96_bit_hex_032,nonce_96_bit_hex,train,ascii_b8,nonseg_ascii_b8,explain_biological_process,64,True,True,True,True,0,True,False,False,False,True,True,False,64,64
quantization_pair__0dbb3d58f712b4861141c3fc,revision_v1_token_128_bit_hex_001,token_128_bit_hex,train,ascii_b16,nonseg_ascii_b16,explain_everyday_system,64,True,True,True,True,0,True,False,False,False,True,True,False,64,64
quantization_pair__0dbc450e25280b1916358a82,revision_v1_hmac_sha256_hex_037,hmac_sha256_hex,validation,ascii_b16,nonseg_ascii_b16,procedure_garden_task,128,True,True,True,True,0,True,False,False,False,True,True,False,128,128
quantization_pair__0ddacf237fb6f4c9409fb275,revision_v1_chacha20_poly1305_base64_021,chacha20_poly1305_base64,train,ascii_b16,nonseg_ascii_b16,narrative_local_walk,128,True,True,False,True,1,False,False,True,False,False,True,True,127,128
quantization_pair__0e499d5da0342150f42e65ca,revision_v1_sha256_hex_047,sha256_hex,validation,ascii_b8,nonseg_ascii_b8,casual_neighborhood_chat,171,True,True,True,True,0,True,False,False,False,True,True,False,171,171
quantization_pair__0e6865c2be34edda697b2658,revision_v1_chacha20_poly1305_base64_032,chacha20_poly1305_base64,train,ascii_b8,nonseg_ascii_b8,procedure_simple_meal,171,True,True,True,False,-1,False,True,False,False,True,False,False,171,173
quantization_pair__0e81643dd6814cf7dc1e62e4,revision_v1_nonce_96_bit_hex_028,nonce_96_bit_hex,train,ascii_b8,nonseg_ascii_b8,professional_schedule_note,64,True,True,True,True,0,True,False,False,False,True,True,False,64,64
quantization_pair__0eaf79c6d1bf24402845dc91,revision_v1_nonce_96_bit_hex_047,nonce_96_bit_hex,validation,ascii_b8,nonseg_ascii_b8,forum_purchase_advice,64,True,True,True,True,0,True,False,False,False,True,True,False,64,64
quantization_pair__0ec3608bb2170ea6b3219f1a,revision_v1_uuid_v4_058,uuid_v4,test,ascii_b8,nonseg_ascii_b8,procedure_garden_task,96,True,True,True,True,0,True,False,False,False,True,True,False,96,96
quantization_pair__0efbfdf788d8391901e6f14d,revision_v1_token_128_bit_hex_018,token_128_bit_hex,train,ascii_b8,nonseg_ascii_b8,narrative_local_walk,86,True,True,False,True,1,False,False,True,False,False,True,True,85,86
quantization_pair__0f7840c3e2c4f8abbcef9c4e,revision_v1_hmac_sha256_hex_026,hmac_sha256_hex,train,ascii_b8,nonseg_ascii_b8,narrative_small_discovery,171,True,True,True,True,0,True,False,False,False,True,True,False,171,171
quantization_pair__10390dc87a03a584d1c21194,revision_v1_aes256_gcm_base64_048,aes256_gcm_base64,test,ascii_b8,nonseg_ascii_b8,casual_neighborhood_chat,171,True,True,False,True,1,False,False,True,False,False,True,True,169,171
quantization_pair__10b32d2a499d3a01ad70a6dc,revision_v1_ed25519_signature_base64_028,ed25519_signature_base64,train,ascii_b16,nonseg_ascii_b16,casual_weekend_chat,176,True,True,True,True,0,True,False,False,False,True,True,False,176,176
quantization_pair__1104b38d1bf216485191f70e,revision_v1_uuid_v4_012,uuid_v4,train,ascii_b16,nonseg_ascii_b16,explain_everyday_system,72,True,True,True,True,0,True,False,False,False,True,True,False,72,72
quantization_pair__110b9b8e6dc3c2a2484d9207,revision_v1_aes256_gcm_base64_004,aes256_gcm_base64,train,ascii_b8,nonseg_ascii_b8,narrative_small_discovery,171,True,True,True,True,0,True,False,False,False,True,True,False,171,171
quantization_pair__112654153e028d9d644923fd,revision_v1_uuid_v4_037,uuid_v4,validation,ascii_b8,nonseg_ascii_b8,casual_neighborhood_chat,96,True,True,True,True,0,True,False,False,False,True,True,False,96,96
quantization_pair__118a23a147af313e74192e88,revision_v1_aes256_gcm_base64_009,aes256_gcm_base64,train,ascii_b16,nonseg_ascii_b16,procedure_home_task,128,True,True,True,True,0,True,False,False,False,True,True,False,128,128
quantization_pair__11a7c77e7c29f7b44281b5ac,revision_v1_nonce_96_bit_hex_042,nonce_96_bit_hex,validation,ascii_b8,nonseg_ascii_b8,procedure_home_task,64,True,True,True,True,0,True,False,False,False,True,True,False,64,64
quantization_pair__121089c671d7907f382fc988,revision_v1_chacha20_poly1305_base64_018,chacha20_poly1305_base64,train,ascii_b16,nonseg_ascii_b16,professional_schedule_note,128,True,True,True,False,-1,False,True,False,False,True,False,False,128,127
quantization_pair__125b69f1ef4a2e8574b2dbce,revision_v1_ed25519_signature_base64_000,ed25519_signature_base64,train,ascii_b8,nonseg_ascii_b8,forum_learning_answer,235,True,True,True,True,0,True,False,False,False,True,True,False,235,235
quantization_pair__12704a1d7fe6b033c419f8dd,revision_v1_uuid_v4_040,uuid_v4,validation,ascii_b8,nonseg_ascii_b8,procedure_garden_task,96,True,True,True,True,0,True,False,False,False,True,True,False,96,96
quantization_pair__128f4ee0ecaa8e686ff0018d,revision_v1_token_128_bit_hex_043,token_128_bit_hex,validation,ascii_b16,nonseg_ascii_b16,explain_biological_process,64,True,True,False,True,1,False,False,True,False,False,True,True,63,64
quantization_pair__132a8e4c2f661cbc87340cb5,revision_v1_token_128_bit_hex_003,token_128_bit_hex,train,ascii_b8,nonseg_ascii_b8,professional_schedule_note,86,True,True,True,True,0,True,False,False,False,True,True,False,86,86
quantization_pair__13abb4b0f8dabdd0b948cddd,revision_v1_ed25519_signature_base64_054,ed25519_signature_base64,test,ascii_b16,nonseg_ascii_b16,forum_learning_answer,176,True,True,False,True,1,False,False,True,False,False,True,True,175,176
quantization_pair__13d03a78e63ed556a852194a,revision_v1_sha256_hex_017,sha256_hex,train,ascii_b16,nonseg_ascii_b16,casual_weekend_chat,128,True,True,True,True,0,True,False,False,False,True,True,False,128,128
quantization_pair__144316ec60d43edbeda14448,revision_v1_token_128_bit_hex_053,token_128_bit_hex,test,ascii_b16,nonseg_ascii_b16,procedure_simple_meal,64,True,True,True,True,0,True,False,False,False,True,True,False,64,64
quantization_pair__1443b2c409650c261b86bc9c,revision_v1_sha256_hex_003,sha256_hex,train,ascii_b8,nonseg_ascii_b8,narrative_local_walk,171,True,True,True,True,0,True,False,False,False,True,True,False,171,171
quantization_pair__1445e72d11b9cf51c165963d,revision_v1_chacha20_poly1305_base64_009,chacha20_poly1305_base64,train,ascii_b16,nonseg_ascii_b16,narrative_learning_moment,128,True,True,False,False,0,False,False,False,True,False,False,True,127,128
quantization_pair__1479441396610cbefb58ed93,revision_v1_nonce_96_bit_hex_035,nonce_96_bit_hex,train,ascii_b16,nonseg_ascii_b16,forum_learning_answer,48,True,True,False,True,1,False,False,True,False,False,True,True,47,48
quantization_pair__14c731dd7b49e05c916ea0d3,revision_v1_aes256_gcm_base64_014,aes256_gcm_base64,train,ascii_b16,nonseg_ascii_b16,forum_learning_answer,128,True,True,True,False,-1,False,True,False,False,True,False,False,128,127
quantization_pair__14d72533ed5ea249bba4b10f,revision_v1_aes256_gcm_base64_045,aes256_gcm_base64,validation,ascii_b16,nonseg_ascii_b16,procedure_home_task,128,True,True,False,True,1,False,False,True,False,False,True,True,127,128
quantization_pair__14da89c45e6cbdd2aad79057,revision_v1_uuid_v4_039,uuid_v4,validation,ascii_b16,nonseg_ascii_b16,forum_learning_answer,72,True,True,True,True,0,True,False,False,False,True,True,False,72,72
quantization_pair__14e4de85794cbbd55e01a293,revision_v1_sha256_hex_032,sha256_hex,train,ascii_b8,nonseg_ascii_b8,procedure_simple_meal,171,True,True,False,False,0,False,False,False,True,False,False,True,170,171
quantization_pair__1566654f0a73c1ffbade3eff,revision_v1_sha256_hex_033,sha256_hex,train,ascii_b16,nonseg_ascii_b16,narrative_small_discovery,128,True,True,True,True,0,True,False,False,False,True,True,False,128,128
quantization_pair__1597a7c38a21daaa788359c2,revision_v1_aes256_gcm_base64_003,aes256_gcm_base64,train,ascii_b8,nonseg_ascii_b8,procedure_simple_meal,171,True,True,False,False,0,False,False,False,True,False,False,True,170,171
quantization_pair__15e00b9aaf9b7c64d96c9ad2,revision_v1_uuid_v4_053,uuid_v4,test,ascii_b16,nonseg_ascii_b16,narrative_local_walk,72,True,True,True,True,0,True,False,False,False,True,True,False,72,72
quantization_pair__15fa49d868b6243c2f5b55bb,revision_v1_hmac_sha256_hex_053,hmac_sha256_hex,test,ascii_b8,nonseg_ascii_b8,professional_schedule_note,171,True,True,True,True,0,True,False,False,False,True,True,False,171,171
quantization_pair__16781e58696f5bff35ba8512,revision_v1_ed25519_signature_base64_049,ed25519_signature_base64,test,ascii_b8,nonseg_ascii_b8,procedure_home_task,235,True,True,True,False,-1,False,True,False,False,True,False,False,235,233
quantization_pair__167c7962d818d14d0160df66,revision_v1_aes256_gcm_base64_040,aes256_gcm_base64,validation,ascii_b8,nonseg_ascii_b8,narrative_small_discovery,171,True,True,True,True,0,True,False,False,False,True,True,False,171,171
quantization_pair__168ba2f873a570e699301b2e,revision_v1_chacha20_poly1305_base64_002,chacha20_poly1305_base64,train,ascii_b16,nonseg_ascii_b16,procedure_home_task,128,True,True,True,False,-1,False,True,False,False,True,False,False,128,127
quantization_pair__168e69e69d38efaa9f4e92bb,revision_v1_ed25519_signature_base64_030,ed25519_signature_base64,train,ascii_b8,nonseg_ascii_b8,forum_purchase_advice,235,True,True,False,True,1,False,False,True,False,False,True,True,236,235
quantization_pair__16d3a3f92c251d30c6dc354b,revision_v1_hmac_sha256_hex_001,hmac_sha256_hex,train,ascii_b16,nonseg_ascii_b16,procedure_garden_task,128,True,True,True,True,0,True,False,False,False,True,True,False,128,128
quantization_pair__17180ec5f18abfdf1a6ac33b,revision_v1_hmac_sha256_hex_030,hmac_sha256_hex,train,ascii_b8,nonseg_ascii_b8,forum_purchase_advice,171,True,True,True,True,0,True,False,False,False,True,True,False,171,171
quantization_pair__171f25663302200bb016e876,revision_v1_chacha20_poly1305_base64_045,chacha20_poly1305_base64,validation,ascii_b8,nonseg_ascii_b8,narrative_learning_moment,171,True,True,True,True,0,True,False,False,False,True,True,False,171,171
quantization_pair__1793fb3a59e544a4dc684657,revision_v1_nonce_96_bit_hex_027,nonce_96_bit_hex,train,ascii_b8,nonseg_ascii_b8,casual_hobby_chat,64,True,True,True,True,0,True,False,False,False,True,True,False,64,64
quantization_pair__179487d89bb5a567269d40e6,revision_v1_chacha20_poly1305_base64_013,chacha20_poly1305_base64,train,ascii_b8,nonseg_ascii_b8,forum_practical_answer,171,True,True,True,False,-1,False,True,False,False,True,False,False,171,170
quantization_pair__17b15d1981b8b4b8881c6191,revision_v1_sha256_hex_021,sha256_hex,train,ascii_b8,nonseg_ascii_b8,narrative_local_walk,171,True,True,True,True,0,True,False,False,False,True,True,False,171,171
quantization_pair__17dc0fdd6d53bbc3a4ad2a11,revision_v1_chacha20_poly1305_base64_005,chacha20_poly1305_base64,train,ascii_b8,nonseg_ascii_b8,casual_hobby_chat,171,True,True,True,True,0,True,False,False,False,True,True,False,171,171
quantization_pair__17e7fb2efa887a9e16c81532,revision_v1_uuid_v4_002,uuid_v4,train,ascii_b8,nonseg_ascii_b8,professional_process_email,96,True,True,False,True,1,False,False,True,False,False,True,True,98,96
quantization_pair__18045a20bf43f971fdba5417,revision_v1_aes256_gcm_base64_056,aes256_gcm_base64,test,ascii_b8,nonseg_ascii_b8,forum_practical_answer,171,True,True,False,False,0,False,False,False,True,False,False,True,170,169
quantization_pair__183eda4a076a124ee4f8bdc0,revision_v1_chacha20_poly1305_base64_035,chacha20_poly1305_base64,train,ascii_b16,nonseg_ascii_b16,casual_weekend_chat,128,True,True,False,True,1,False,False,True,False,False,True,True,127,128
quantization_pair__186d51625a50f77aac8c1f29,revision_v1_sha256_hex_030,sha256_hex,train,ascii_b8,nonseg_ascii_b8,professional_project_update,171,True,True,True,True,0,True,False,False,False,True,True,False,171,171
quantization_pair__18d3965b0d780b7e20c8af9e,revision_v1_chacha20_poly1305_base64_053,chacha20_poly1305_base64,test,ascii_b16,nonseg_ascii_b16,casual_weekend_chat,128,True,True,False,True,1,False,False,True,False,False,True,True,129,128
quantization_pair__19b1bffded0ce129a9eb2baa,revision_v1_hmac_sha256_hex_058,hmac_sha256_hex,test,ascii_b16,nonseg_ascii_b16,casual_neighborhood_chat,128,True,True,True,True,0,True,False,False,False,True,True,False,128,128
quantization_pair__1a3ffc17c9b1f9ed45463087,revision_v1_ed25519_signature_base64_012,ed25519_signature_base64,train,ascii_b8,nonseg_ascii_b8,forum_purchase_advice,235,True,True,True,True,0,True,False,False,False,True,True,False,235,235
quantization_pair__1a57763abf299da7851a9eac,revision_v1_hmac_sha256_hex_056,hmac_sha256_hex,test,ascii_b8,nonseg_ascii_b8,narrative_learning_moment,171,True,True,True,True,0,True,False,False,False,True,True,False,171,171
quantization_pair__1aa3b253524731f32fc7858f,revision_v1_token_128_bit_hex_037,token_128_bit_hex,validation,ascii_b8,nonseg_ascii_b8,explain_everyday_system,86,True,True,True,True,0,True,False,False,False,True,True,False,86,86
