pairing_unit_id,payload_name,payload_class,payload_split,representation_name,prompt_template_id,population,label,target_token_count,sampling_seed,same_path_position_count,mean_entropy_q8_minus_q4_bits,median_entropy_q8_minus_q4_bits,observed_token_rank_changed_count,observed_token_rank_changed_fraction,greedy_token_changed_count,greedy_token_changed_fraction,mean_absolute_observed_rank_change,exact_generated_token_sequence_match,positionwise_generated_token_match_fraction,first_generated_token_divergence
quantization_pair__028b5edc7f7c2ec4d88dd89e,revision_v1_nonce_96_bit_hex_011,nonce_96_bit_hex,train,ascii_b8,forum_purchase_advice,rankcloak,1,64,11511408361555487597,64,0.07393610967374287,0.06761109110734169,22,0.34375,4,0.0625,0.5625,False,0.0,0
quantization_pair__028c9d253f628c3e947ab9e5,revision_v1_token_128_bit_hex_008,token_128_bit_hex,train,ascii_b16,casual_neighborhood_chat,rankcloak,1,64,16138655593836790569,64,-0.05214891692520243,-0.04896517045662385,31,0.484375,2,0.03125,0.71875,False,0.015625,1
quantization_pair__02c2b367b9a800662f050988,revision_v1_sha256_hex_033,sha256_hex,train,ascii_b16,narrative_small_discovery,ordinary_control,0,128,2483880985106576459,128,-0.025011273253422873,-0.014743426732893194,20,0.15625,11,0.0859375,0.3515625,False,0.0546875,3
quantization_pair__02dbd914251476e6b35ae113,revision_v1_nonce_96_bit_hex_029,nonce_96_bit_hex,train,ascii_b8,forum_purchase_advice,rankcloak,1,64,5447895109870917854,64,-0.020738338163361892,-0.014428490849271614,31,0.484375,3,0.046875,0.8125,False,0.0,0
quantization_pair__02fc21e145d98c5d07e23bb0,revision_v1_chacha20_poly1305_base64_008,chacha20_poly1305_base64,train,ascii_b8,procedure_garden_task,ordinary_control,0,171,13333942369246832321,171,-0.022699968298092836,-0.0063992693931336775,19,0.1111111111111111,8,0.04678362573099415,0.14619883040935672,False,0.029239766081871343,0
quantization_pair__02fedf475989976cf9bd67c6,revision_v1_ed25519_signature_base64_013,ed25519_signature_base64,train,ascii_b16,procedure_home_task,rankcloak,1,176,10034901215809895031,176,-0.09440729859722047,-0.06577171233718837,94,0.5340909090909091,7,0.03977272727272727,0.8920454545454546,False,0.0,0
quantization_pair__03101d477b4c0de7cc2681b0,revision_v1_token_128_bit_hex_022,token_128_bit_hex,train,ascii_b8,forum_purchase_advice,rankcloak,1,86,13685457807728954967,86,0.06058154590818137,0.04901031579779924,29,0.3372093023255814,3,0.03488372093023256,0.45348837209302323,False,0.023255813953488372,1
quantization_pair__03402b524bd0c2a4886e5fb8,revision_v1_hmac_sha256_hex_051,hmac_sha256_hex,test,ascii_b8,explain_everyday_system,rankcloak,1,171,8210797745524427669,171,0.061799792914867646,0.0410744567869612,63,0.3684210526315789,23,0.13450292397660818,0.5614035087719298,False,0.017543859649122806,1
quantization_pair__034583e7b82d833d3a7e0ed8,revision_v1_ed25519_signature_base64_018,ed25519_signature_base64,train,ascii_b8,forum_learning_answer,rankcloak,1,235,9563678256494827955,235,0.009349329529009322,0.01707395432273673,88,0.37446808510638296,19,0.08085106382978724,0.5361702127659574,False,0.00851063829787234,1
quantization_pair__0351e7e2522cc428f8a93438,revision_v1_ed25519_signature_base64_010,ed25519_signature_base64,train,ascii_b8,casual_weekend_chat,ordinary_control,0,235,6693765406266955073,235,0.015002527357788831,0.014015146987731208,41,0.17446808510638298,25,0.10638297872340426,0.2297872340425532,False,0.01276595744680851,0
quantization_pair__0389a765254d0c56904eba5b,revision_v1_ed25519_signature_base64_059,ed25519_signature_base64,test,ascii_b16,professional_process_email,ordinary_control,0,176,7669901113149461166,176,-0.026561559732695347,-0.0013210211049560407,17,0.09659090909090909,11,0.0625,0.11931818181818182,False,0.03977272727272727,6
quantization_pair__0396fd0171b397e861f4afcb,revision_v1_hmac_sha256_hex_049,hmac_sha256_hex,test,ascii_b16,procedure_home_task,ordinary_control,0,128,17738282388543469864,128,0.035464360254698596,0.004847030414372063,14,0.109375,10,0.078125,0.40625,False,0.015625,0
quantization_pair__03a30c3aa29f076bae3ca719,revision_v1_chacha20_poly1305_base64_004,chacha20_poly1305_base64,train,ascii_b8,explain_everyday_system,rankcloak,1,171,9775308574873502560,171,-0.02417949731151943,-0.028132790669662455,63,0.3684210526315789,13,0.07602339181286549,0.5964912280701754,False,0.005847953216374269,1
quantization_pair__03c3ab95a55f767003147bdb,revision_v1_uuid_v4_031,uuid_v4,train,ascii_b16,casual_hobby_chat,rankcloak,1,72,12848450648956670452,72,-0.08166700110540531,-0.026617884054257065,42,0.5833333333333334,8,0.1111111111111111,1.25,False,0.013888888888888888,0
quantization_pair__03f513187330439442cfbb4f,revision_v1_uuid_v4_027,uuid_v4,train,ascii_b16,forum_practical_answer,rankcloak,1,72,2784624053436667557,72,-0.05543825929738032,-0.03427525807249854,42,0.5833333333333334,7,0.09722222222222222,1.0277777777777777,False,0.0,0
quantization_pair__0413b470946d711af0c269d9,revision_v1_token_128_bit_hex_024,token_128_bit_hex,train,ascii_b8,narrative_learning_moment,ordinary_control,0,86,4175236814355456126,86,0.005540203012838666,0.00010080492577393161,15,0.1744186046511628,14,0.16279069767441862,0.26744186046511625,False,0.05813953488372093,1
quantization_pair__04743d9ad4c46681e64f012c,revision_v1_nonce_96_bit_hex_023,nonce_96_bit_hex,train,ascii_b8,forum_practical_answer,rankcloak,1,64,374637124846204712,64,-0.050644866955221475,-0.005972407252281093,30,0.46875,9,0.140625,0.859375,False,0.0,0
quantization_pair__04d25cd65f8766e724f37e84,revision_v1_nonce_96_bit_hex_057,nonce_96_bit_hex,test,ascii_b8,casual_weekend_chat,ordinary_control,0,64,8768414613870378902,64,0.025758332853927077,0.03430488235380652,6,0.09375,3,0.046875,0.09375,False,0.0,0
quantization_pair__052e2786f336d492b41fd40f,revision_v1_chacha20_poly1305_base64_042,chacha20_poly1305_base64,validation,ascii_b8,professional_process_email,rankcloak,1,171,4144163441304341890,171,-0.07015110233382206,-0.025948873451966392,63,0.3684210526315789,23,0.13450292397660818,0.6257309941520468,False,0.023391812865497075,2
quantization_pair__054cafed08151afc47b0a66d,revision_v1_sha256_hex_059,sha256_hex,test,ascii_b16,casual_hobby_chat,ordinary_control,0,128,12637769885880521309,128,-0.02824415409636566,-0.006680579515426143,21,0.1640625,10,0.078125,0.2265625,False,0.0234375,0
quantization_pair__055f5c516d50fc638321d3a8,revision_v1_nonce_96_bit_hex_014,nonce_96_bit_hex,train,ascii_b16,explain_biological_process,ordinary_control,0,48,1566553288764169125,48,0.013898302825704744,0.002460265547397913,4,0.08333333333333333,3,0.0625,0.08333333333333333,False,0.020833333333333332,0
quantization_pair__057d1ceae5499f5d1cc0cacf,revision_v1_sha256_hex_004,sha256_hex,train,ascii_b8,explain_everyday_system,ordinary_control,0,171,15298549684827748495,171,0.016050921683190725,0.007426080608023966,19,0.1111111111111111,14,0.08187134502923976,0.12280701754385964,False,0.011695906432748537,0
quantization_pair__05834f1fe4fa0c5571ca4c49,revision_v1_uuid_v4_022,uuid_v4,train,ascii_b8,procedure_garden_task,rankcloak,1,96,12251734978020382453,96,-0.023132117338307234,-0.01385942031011922,35,0.3645833333333333,8,0.08333333333333333,0.5520833333333334,False,0.010416666666666666,0
quantization_pair__0587add1372e6c5564884385,revision_v1_uuid_v4_006,uuid_v4,train,ascii_b16,explain_weather_pattern,rankcloak,1,72,16866604853006461678,72,-0.028079615411667907,-0.01736357382367537,42,0.5833333333333334,7,0.09722222222222222,0.9305555555555556,False,0.0,0
quantization_pair__0595c88bc05efb3e932f3b26,revision_v1_chacha20_poly1305_base64_020,chacha20_poly1305_base64,train,ascii_b8,procedure_home_task,ordinary_control,0,171,5055758321111631481,171,-0.005431039753933492,1.724785892420086e-06,14,0.08187134502923976,8,0.04678362573099415,0.1111111111111111,False,0.005847953216374269,0
quantization_pair__05a06a0c15adf65738f80d62,revision_v1_nonce_96_bit_hex_025,nonce_96_bit_hex,train,ascii_b8,narrative_local_walk,rankcloak,1,64,6017140776578387081,64,-0.06305402793315679,-0.04519413429483943,24,0.375,6,0.09375,0.578125,False,0.03125,1
quantization_pair__05bd64ea29119c4996b39c25,revision_v1_aes256_gcm_base64_045,aes256_gcm_base64,validation,ascii_b16,procedure_home_task,ordinary_control,0,128,10634014893908673182,128,0.007002333349172172,0.0006516063393196359,10,0.078125,9,0.0703125,0.125,False,0.0078125,0
quantization_pair__05c43489f063a044ef3f643e,revision_v1_token_128_bit_hex_039,token_128_bit_hex,validation,ascii_b16,professional_schedule_note,rankcloak,1,64,10118438589149709296,64,-0.11462928750657152,-0.09252102625063358,37,0.578125,11,0.171875,0.9375,False,0.0,0
quantization_pair__05de237cbf9ac7ffe2311390,revision_v1_aes256_gcm_base64_055,aes256_gcm_base64,test,ascii_b8,professional_project_update,rankcloak,1,171,9374371658011821448,171,-0.027088514939955073,-0.03510676655495337,47,0.27485380116959063,14,0.08187134502923976,0.3391812865497076,False,0.005847953216374269,0
quantization_pair__05edb3ce817a77da850aeb62,revision_v1_ed25519_signature_base64_021,ed25519_signature_base64,train,ascii_b16,explain_biological_process,rankcloak,1,176,7898304587246280522,176,0.03595868658709126,0.033216478755749845,94,0.5340909090909091,16,0.09090909090909091,1.1363636363636365,False,0.0,0
quantization_pair__06219274bd08ab8c8adbf92c,revision_v1_aes256_gcm_base64_031,aes256_gcm_base64,train,ascii_b8,professional_process_email,rankcloak,1,171,5611726466215312787,171,-0.05678776571992686,-0.033112317955961146,68,0.39766081871345027,16,0.0935672514619883,0.6081871345029239,False,0.029239766081871343,2
quantization_pair__06256f899b746192f4383e70,revision_v1_aes256_gcm_base64_048,aes256_gcm_base64,test,ascii_b16,casual_neighborhood_chat,ordinary_control,0,128,800820676045326790,128,0.02488136129808526,0.0023152364669690936,19,0.1484375,11,0.0859375,0.2734375,False,0.125,15
quantization_pair__065548cf2192e8d1c6a65b32,revision_v1_chacha20_poly1305_base64_025,chacha20_poly1305_base64,train,ascii_b16,forum_learning_answer,rankcloak,1,128,3034922406152718327,128,-0.02231734027383172,-0.023591871081869442,73,0.5703125,7,0.0546875,1.09375,False,0.0,0
quantization_pair__069d20a47dc7af6d4a16bdd5,revision_v1_chacha20_poly1305_base64_023,chacha20_poly1305_base64,train,ascii_b16,casual_hobby_chat,rankcloak,1,128,2699829165636642247,128,0.005652409818316452,0.007367686932668649,73,0.5703125,8,0.0625,0.953125,False,0.0,0
quantization_pair__06be161253d964ff6193fcf0,revision_v1_nonce_96_bit_hex_010,nonce_96_bit_hex,train,ascii_b16,professional_schedule_note,rankcloak,1,48,2243652819174024400,48,-0.004027597347284777,-0.0013905152147850846,21,0.4375,6,0.125,0.5833333333333334,False,0.08333333333333333,2
quantization_pair__06dc67d5831c7788d197be43,revision_v1_sha256_hex_045,sha256_hex,validation,ascii_b8,narrative_learning_moment,rankcloak,1,171,5831442329107172731,171,0.00164772672795641,0.0018473223104671106,71,0.4152046783625731,17,0.09941520467836257,0.6608187134502924,False,0.0,0
quantization_pair__06ff828cea849d2cd8ff14ae,revision_v1_token_128_bit_hex_010,token_128_bit_hex,train,ascii_b16,forum_learning_answer,rankcloak,1,64,16846963147671646699,64,-0.04010536505025566,-0.017903891837255603,35,0.546875,6,0.09375,0.890625,False,0.015625,1
quantization_pair__0700ccb6e075db6e0f7e21b1,revision_v1_chacha20_poly1305_base64_044,chacha20_poly1305_base64,validation,ascii_b16,procedure_garden_task,rankcloak,1,128,4312151624579098484,128,0.026836292243358116,0.0061246084785963415,70,0.546875,8,0.0625,1.171875,False,0.0078125,0
quantization_pair__0745a4f55cff36359812d1ff,revision_v1_sha256_hex_047,sha256_hex,validation,ascii_b8,casual_neighborhood_chat,ordinary_control,0,171,9701951359265923622,171,0.01755564147325135,0.0058047629796866874,28,0.16374269005847952,10,0.05847953216374269,0.28654970760233917,False,0.04678362573099415,6
quantization_pair__077589d8d85d59d230fac545,revision_v1_aes256_gcm_base64_005,aes256_gcm_base64,train,ascii_b8,explain_weather_pattern,rankcloak,1,171,6842112687173483890,171,0.06845145898232623,0.07533150028560875,76,0.4444444444444444,15,0.08771929824561403,0.6783625730994152,False,0.03508771929824561,0
quantization_pair__077b9a35638871c919b9b619,revision_v1_chacha20_poly1305_base64_056,chacha20_poly1305_base64,test,ascii_b16,procedure_home_task,ordinary_control,0,128,14923037286636596259,128,0.013137444326736726,0.0014348045709253882,12,0.09375,7,0.0546875,0.1328125,False,0.046875,3
quantization_pair__07a369f04ef882f354eb0325,revision_v1_uuid_v4_026,uuid_v4,train,ascii_b16,professional_project_update,rankcloak,1,72,9629227636413584275,72,0.02909836191317318,0.01784021263917246,34,0.4722222222222222,4,0.05555555555555555,0.6805555555555556,False,0.027777777777777776,2
quantization_pair__07c21adf896579e3e5f8adbd,revision_v1_uuid_v4_033,uuid_v4,train,ascii_b16,forum_purchase_advice,rankcloak,1,72,8258101061000002148,72,0.004039305015033507,0.0074243992712445875,34,0.4722222222222222,4,0.05555555555555555,0.9722222222222222,False,0.0,0
quantization_pair__07ff4729ebb3742a5d81443b,revision_v1_uuid_v4_020,uuid_v4,train,ascii_b8,professional_process_email,ordinary_control,0,96,14893432413523887276,96,-0.04275539239174728,-0.0009274178358125631,3,0.03125,1,0.010416666666666666,0.041666666666666664,False,0.20833333333333334,18
quantization_pair__081b754feefae6828f3100c8,revision_v1_sha256_hex_007,sha256_hex,train,ascii_b8,forum_learning_answer,ordinary_control,0,171,5053821853242666181,171,-0.005424307281180943,-1.4681115338770236e-05,29,0.1695906432748538,19,0.1111111111111111,0.3391812865497076,False,0.0,0
quantization_pair__08409f7b6c1e7a7030038d13,revision_v1_nonce_96_bit_hex_023,nonce_96_bit_hex,train,ascii_b16,forum_practical_answer,rankcloak,1,48,12767312409176111877,48,-0.06457622178441874,0.0011870348940820061,26,0.5416666666666666,3,0.0625,1.1666666666666667,False,0.020833333333333332,1
quantization_pair__086c0914e187a267d36e87cf,revision_v1_ed25519_signature_base64_029,ed25519_signature_base64,train,ascii_b8,professional_project_update,ordinary_control,0,235,10588061938408907503,235,0.02514788069409175,0.0016711122264585748,26,0.11063829787234042,14,0.059574468085106386,0.2127659574468085,False,0.00425531914893617,0
quantization_pair__0870ae075563fae163824c42,revision_v1_uuid_v4_005,uuid_v4,train,ascii_b16,narrative_learning_moment,ordinary_control,0,72,9060904498081678335,72,-0.010017933919927606,-0.01146652434888401,11,0.1527777777777778,6,0.08333333333333333,0.2361111111111111,False,0.0,0
quantization_pair__08b35fc057e700d543d0907d,revision_v1_aes256_gcm_base64_015,aes256_gcm_base64,train,ascii_b16,procedure_garden_task,rankcloak,1,128,11925769932711668968,128,-0.08101807618739881,-0.06459310932728335,72,0.5625,15,0.1171875,1.109375,False,0.0078125,0
quantization_pair__08ce6046fb856a3039452f4a,revision_v1_aes256_gcm_base64_011,aes256_gcm_base64,train,ascii_b8,explain_everyday_system,ordinary_control,0,171,14702686754610322337,171,0.045635961752213315,0.009173671296694774,11,0.06432748538011696,10,0.05847953216374269,0.06432748538011696,False,0.1286549707602339,18
quantization_pair__08d08d154ab112c468782c9c,revision_v1_chacha20_poly1305_base64_021,chacha20_poly1305_base64,train,ascii_b8,narrative_local_walk,ordinary_control,0,171,8752048128379592152,171,-0.03673168684570648,-0.01961336784922052,20,0.11695906432748537,11,0.06432748538011696,0.1695906432748538,False,0.005847953216374269,0
quantization_pair__08efcdbc77228f0dba595b0b,revision_v1_aes256_gcm_base64_044,aes256_gcm_base64,validation,ascii_b16,forum_purchase_advice,rankcloak,1,128,264086550692817563,128,0.03062941737258649,0.01979459279139162,78,0.609375,14,0.109375,1.0859375,False,0.0078125,0
quantization_pair__08fe1afc96aa285e70b991ce,revision_v1_uuid_v4_052,uuid_v4,test,ascii_b8,procedure_home_task,rankcloak,1,96,6129776812848925626,96,-0.0092871935034779,-0.0007232279224177638,32,0.3333333333333333,9,0.09375,0.40625,False,0.041666666666666664,3
quantization_pair__08fed8c77982061fc7e129d0,revision_v1_uuid_v4_006,uuid_v4,train,ascii_b8,explain_weather_pattern,ordinary_control,0,96,4400331503909519198,96,-0.015433978889170363,-0.00013442163701118216,11,0.11458333333333333,3,0.03125,0.14583333333333334,False,0.15625,12
quantization_pair__090b5670bc178984de7041fe,revision_v1_chacha20_poly1305_base64_002,chacha20_poly1305_base64,train,ascii_b8,procedure_home_task,rankcloak,1,171,7374079949948699625,171,0.04066193516229805,0.042074923473926606,65,0.38011695906432746,13,0.07602339181286549,0.6023391812865497,False,0.011695906432748537,2
quantization_pair__0915d4c11c0bd36a033dd740,revision_v1_chacha20_poly1305_base64_026,chacha20_poly1305_base64,train,ascii_b16,procedure_garden_task,rankcloak,1,128,7415729002656309546,128,0.002428924490800285,4.784419947808587e-05,69,0.5390625,11,0.0859375,1.0078125,False,0.0,0
quantization_pair__09996246325a687aa1e66066,revision_v1_hmac_sha256_hex_018,hmac_sha256_hex,train,ascii_b8,forum_learning_answer,ordinary_control,0,171,8862758338242579374,171,0.006177519495674512,0.0015937975117447933,15,0.08771929824561403,7,0.04093567251461988,0.15204678362573099,False,0.16374269005847952,21
quantization_pair__0a13f4c95908cb05b31e38f3,revision_v1_nonce_96_bit_hex_056,nonce_96_bit_hex,test,ascii_b16,explain_weather_pattern,rankcloak,1,48,8835086578156762060,48,-0.030301908998153895,-0.0015076599388003098,23,0.4791666666666667,4,0.08333333333333333,1.1458333333333333,False,0.0,0
quantization_pair__0a335e09e5b1b3dcdbafef78,revision_v1_nonce_96_bit_hex_035,nonce_96_bit_hex,train,ascii_b16,forum_learning_answer,ordinary_control,0,48,17853220406466676502,48,0.018667613996932283,0.014971779358492022,2,0.041666666666666664,2,0.041666666666666664,0.041666666666666664,False,0.22916666666666666,11
quantization_pair__0a620a7858ca024ae04645af,revision_v1_token_128_bit_hex_040,token_128_bit_hex,validation,ascii_b8,forum_purchase_advice,rankcloak,1,86,1778292308457947649,86,0.04901160710137635,0.022488136463603814,27,0.313953488372093,6,0.06976744186046512,0.45348837209302323,False,0.0,0
quantization_pair__0a695ed28435c78a84cb4b97,revision_v1_token_128_bit_hex_046,token_128_bit_hex,validation,ascii_b16,forum_learning_answer,rankcloak,1,64,12292752698940827711,64,0.016421807453506458,-0.029270898888253627,30,0.46875,4,0.0625,0.921875,False,0.046875,2
quantization_pair__0a716482cab8615e09fcb993,revision_v1_uuid_v4_017,uuid_v4,train,ascii_b8,narrative_local_walk,ordinary_control,0,96,9883830199809770200,96,-0.021005835471768392,-0.005199176511981044,12,0.125,8,0.08333333333333333,0.17708333333333334,False,0.07291666666666667,5
quantization_pair__0a92f8442396034568545ddd,revision_v1_ed25519_signature_base64_038,ed25519_signature_base64,validation,ascii_b8,narrative_learning_moment,ordinary_control,0,235,5893427611723738141,235,-0.017903905865245328,-0.003630593814836325,33,0.14042553191489363,17,0.07234042553191489,0.18723404255319148,False,0.059574468085106386,11
quantization_pair__0aae3f3d50be5ff1230794d2,revision_v1_token_128_bit_hex_005,token_128_bit_hex,train,ascii_b16,procedure_home_task,rankcloak,1,64,13640256645170876582,64,0.00029662208821795016,-0.0018408074851783175,23,0.359375,8,0.125,0.53125,False,0.03125,2
quantization_pair__0aaf2630e69b72ea4da0a6e0,revision_v1_aes256_gcm_base64_011,aes256_gcm_base64,train,ascii_b8,explain_everyday_system,rankcloak,1,171,14702686754610322337,171,-0.026723714053726446,-0.012130569885595355,61,0.3567251461988304,16,0.0935672514619883,0.49707602339181284,False,0.011695906432748537,0
quantization_pair__0b1e9da99f0b186e6fab704a,revision_v1_sha256_hex_022,sha256_hex,train,ascii_b8,explain_everyday_system,rankcloak,1,171,9801890649198067247,171,-0.022162699966078725,-0.00030628299584358994,74,0.4327485380116959,18,0.10526315789473684,0.7251461988304093,False,0.011695906432748537,0
quantization_pair__0b23d8bd90d263c28aa9cf8b,revision_v1_uuid_v4_011,uuid_v4,train,ascii_b8,narrative_small_discovery,rankcloak,1,96,11402393400561713237,96,-0.021286217178792352,-0.0227360349961252,42,0.4375,7,0.07291666666666667,0.8020833333333334,False,0.041666666666666664,1
quantization_pair__0b253c428bb362554f765052,revision_v1_uuid_v4_015,uuid_v4,train,ascii_b16,forum_purchase_advice,rankcloak,1,72,736197970099961233,72,-0.012333091140394546,-0.011114170044438196,40,0.5555555555555556,6,0.08333333333333333,1.0416666666666667,False,0.0,0
quantization_pair__0b3d91afead184db0e5a5bf4,revision_v1_uuid_v4_001,uuid_v4,train,ascii_b16,casual_neighborhood_chat,ordinary_control,0,72,8689310015247982207,72,0.028518318511246112,0.006730795439772562,17,0.2361111111111111,4,0.05555555555555555,0.4305555555555556,False,0.08333333333333333,4
quantization_pair__0b653b152024b34d62d17347,revision_v1_hmac_sha256_hex_059,hmac_sha256_hex,test,ascii_b16,professional_process_email,ordinary_control,0,128,13418469411073063380,128,-0.0020879398457049683,0.00032919723350320114,16,0.125,12,0.09375,0.1484375,False,0.1796875,23
quantization_pair__0b693883642d44310487cdfb,revision_v1_chacha20_poly1305_base64_050,chacha20_poly1305_base64,test,ascii_b16,procedure_simple_meal,rankcloak,1,128,16867791531639185508,128,-0.0584079864151068,-0.04940823277595535,74,0.578125,9,0.0703125,0.84375,False,0.0078125,1
quantization_pair__0b9da9babdc80e55e06d9daa,revision_v1_ed25519_signature_base64_012,ed25519_signature_base64,train,ascii_b8,forum_purchase_advice,ordinary_control,0,235,18302921563783597448,235,0.007106169254670953,7.890076292911173e-05,25,0.10638297872340426,15,0.06382978723404255,0.1276595744680851,False,0.00851063829787234,0
quantization_pair__0be7f6c169dd167eb618160c,revision_v1_aes256_gcm_base64_050,aes256_gcm_base64,test,ascii_b16,forum_learning_answer,rankcloak,1,128,10977362635140074577,128,-0.02534845989690326,-0.01933896800760143,81,0.6328125,10,0.078125,1.328125,False,0.0,0
quantization_pair__0bfa5cd682aecff6d997c5c5,revision_v1_aes256_gcm_base64_014,aes256_gcm_base64,train,ascii_b8,forum_learning_answer,ordinary_control,0,171,17370414129557660976,171,-0.03565972556804064,-0.011075308618463182,14,0.08187134502923976,9,0.05263157894736842,0.10526315789473684,False,0.08187134502923976,9
quantization_pair__0c31e7a120e5a827ba6d1ba2,revision_v1_ed25519_signature_base64_017,ed25519_signature_base64,train,ascii_b16,professional_schedule_note,rankcloak,1,176,15734376315880004161,176,-0.01816712036402762,-0.02415575273576387,87,0.4943181818181818,20,0.11363636363636363,0.9090909090909091,False,0.011363636363636364,2
