plan_id,experimental_cell_id,pairing_unit_id,model_id,quantization,payload_name,payload_class,payload_index,representation_name,codec_id,prompt_template_id,gate_level,population,label,threshold_bits,random_seed,generated_token_count,payload_rank_count,payload_completion,saved_id_exact_payload_recovery,visible_text_exact_payload_recovery,eligible_position_fraction,fixed_payload_bits_per_generated_token,fixed_token_budget_payload_fraction,mean_entropy_bits,mean_observed_rank,mean_token_log_probability,mean_token_surprisal_nats,mean_greedy_log_probability,mean_rank_pressure_log_probability_gap_nats,text_sha256,execution_seconds,gpu_memory_peak_mib,word_count,sentence_count,character_count,flesch_reading_ease_heuristic,flesch_kincaid_grade_heuristic,coleman_liau_index,unique_word_fraction,repeated_bigram_fraction,repeated_trigram_fraction,maximum_identical_word_run,artifact_like_fragment_count,surface_flag_total,tfidf_prompt_similarity,paired_ungated_token_count,added_tokens_vs_ungated,length_ratio_vs_ungated
entropy_trial__041f2ac4414b1eecda4db227,entropy_cell__89f948d9a16db3ad9014f188,entropy_pair__6ae2a596b68feb0c1d04abf2,mistral_7b_instruct_v0_3_q4_k_m,Q4_K_M,revision_v1_nonce_96_bit_hex_003,nonce_96_bit_hex,3,hex_nibble,nonseg_hex_nibble_b16,explain_everyday_system,ungated,rankcloak,1,,1092220033617301934,24,24.0,True,True,False,1.0,8.0,1.0,2.840168465889826,8.25,-4.641038764090473,4.641038764090473,-0.7101766949605288,3.930862069129944,bb75d1f38f1645ab2518528ec42a8351b44d72df01ee5c4dcc58a437fe3863cb,4.119743453993578,4973,22,2,130,53.388181818181835,8.545454545454547,9.57272727272727,0.9545454545454546,0.0,0.0,1,0,1,0.03976483750419735,24,0.0,1.0
entropy_trial__0464dfed89dd30c959aed3b6,entropy_cell__4d748e9a0e4b4ee96a9269ee,entropy_pair__81e14f12ecfbb9647e563d4b,qwen2_5_7b_instruct_q4_k_m,Q4_K_M,revision_v1_uuid_v4_041,uuid_v4,41,direct_subword,direct_subword_calgacus,professional_project_update,moderate,rankcloak,1,1.3619193336989834,3074975107066795951,39,27.0,True,True,True,0.6923076923076923,7.384615384615385,0.6296296296296297,2.1333650311240677,16.846153846153847,-3.5797192728077776,3.5797192728077776,-0.6451012521387695,2.934618020669008,aaca040b7053b7425dbf4ad1ec6f89f7c67409c6617cb39542947c1a6bbd759e,7.06147687700286,4757,27,3,223,22.233333333333377,12.394074074074076,18.586666666666662,0.9629629629629629,0.0,0.0,1,0,1,0.09081081547365398,27,12.0,1.4444444444444444
entropy_trial__0468eb6add604104da0f0aff,entropy_cell__51ac5a0ffb1371a412b61f0a,entropy_pair__41a49fe2a69bce50dba9c350,mistral_7b_instruct_v0_3_q4_k_m,Q4_K_M,revision_v1_uuid_v4_003,uuid_v4,3,direct_subword,direct_subword_calgacus,explain_everyday_system,strict,ordinary_control,0,,5021069380658867812,70,,,,,,,,1.156919052693431,1.4285714285714286,-0.5721210930824435,0.5721210930824435,-0.372909127794009,0.1992119652884347,f7b5600a2a5dc8a91daa21174071ecec69577b5f0c7bf71bdd4efb4d4192ae9d,2.4702425459981896,4973,56,4,375,27.957142857142884,12.837857142857146,14.320714285714285,0.6964285714285714,0.09090909090909094,0.05555555555555558,1,0,1,0.09589529230965477,36,,
entropy_trial__04b207bfa1a1465a5b6ac6ad,entropy_cell__78575c52da4de6da6d1ca55b,entropy_pair__376859b0b7526d2dbefaf299,qwen2_5_7b_instruct_q4_k_m,Q4_K_M,revision_v1_sha256_hex_041,sha256_hex,41,hex_nibble,nonseg_hex_nibble_b16,professional_project_update,strict,ordinary_control,0,,57896549374445966,235,,,,,,,,1.370668598504657,1.4978723404255319,-0.7184096285798115,0.7184096285798115,-0.4398085543610614,0.27860107421875,ecc2abce2085b780e5e9d6f27b8055e21f86eca3df24dea66685db2ed31dfea2,12.41189247200964,4757,202,10,1319,32.62803960396042,13.726613861386141,13.997623762376236,0.6138613861386139,0.06467661691542292,0.015000000000000013,1,0,4,0.13086982326764202,64,,
entropy_trial__05082db03c6907563195889b,entropy_cell__0cea944272901ade48621f2e,entropy_pair__a5b3595f283a64ee1ee9e895,mistral_7b_instruct_v0_3_q4_k_m,Q4_K_M,revision_v1_chacha20_poly1305_base64_003,chacha20_poly1305_base64,3,direct_subword,direct_subword_calgacus,explain_everyday_system,strict,rankcloak,1,1.9175505039890282,305376346527978704,60,52.0,True,True,False,0.8666666666666667,8.533333333333333,0.8461538461538461,4.390337667522903,248.35,-5.856771508782969,5.856771508782969,-1.219742947747176,4.637028561035792,a4ad8351b8704840b32c8dc78158f0bf3ee48b05517b8159f084c7cd250546dc,7.715497216006042,4973,39,1,247,30.58846153846156,18.681538461538462,13.594871794871793,0.9487179487179487,0.0,0.0,1,0,1,0.019655703591922504,52,8.0,1.1538461538461537
entropy_trial__054148abf6d2eea58d4ab66f,entropy_cell__cc7ad361779aef451993cf5e,entropy_pair__5f39b1455b79bb69ba48378d,mistral_7b_instruct_v0_3_q4_k_m,Q4_K_M,revision_v1_hmac_sha256_hex_041,hmac_sha256_hex,41,direct_subword,direct_subword_calgacus,professional_project_update,ungated,rankcloak,1,,2816008823429159118,60,60.0,True,True,False,1.0,8.533333333333333,1.0,2.7570361767177163,28.7,-4.976740132494834,4.976740132494834,-0.7272872713447284,4.249452861150106,dfc149f93397cc71a8e1cf59564161bc8144e03236e18ad4eb550532e534bc7b,9.671325250994414,4973,32,1,239,7.798750000000041,20.121250000000007,17.63625,0.9375,0.0,0.0,1,0,3,0.08452645892888493,60,0.0,1.0
entropy_trial__0541630e1f16623d47d699ac,entropy_cell__81740ba481e5b96ea0798816,entropy_pair__b53e622019c9456d6b898fb0,llama3_8b_instruct_q4_k_m,Q4_K_M,revision_v1_sha256_hex_003,sha256_hex,3,hex_nibble,nonseg_hex_nibble_b16,explain_everyday_system,ungated,ordinary_control,0,,4153061879511873728,64,,,,,,,,2.3105605550202943,2.796875,-1.0900739345366999,1.0900739345366999,-0.6796979073102519,0.41037602722644806,4edea3c89fb86163ff328bbb2d089285582971402736da89f7e5c39842a863b0,3.5156051740050316,5279,51,5,329,55.482,8.054666666666666,10.582745098039215,0.7647058823529411,0.0,0.0,1,0,2,0.08668935183455521,64,,
entropy_trial__05c767f2f0cf9a31f5b11fe5,entropy_cell__98da0ef36817f71a7f7cbcb7,entropy_pair__996195a258faa1cbab454151,llama3_8b_instruct_q4_k_m,Q4_K_M,revision_v1_ed25519_signature_base64_041,ed25519_signature_base64,41,ascii_b16,nonseg_ascii_b16,professional_project_update,moderate,ordinary_control,0,,5553067878436046762,202,,,,,,,,1.042462945428681,1.4158415841584158,-0.48708647842808517,0.48708647842808517,-0.3379835781401926,0.14910290028789255,061a3ef0056ca1c335114cf820b512f1c7cd9e7add36611a02f2bbed9d743c6d,9.744684766003047,5279,161,12,961,63.4270212215321,7.745605590062109,9.202484472049687,0.5900621118012422,0.11250000000000004,0.04402515723270439,1,0,3,0.15736423508505698,176,,
entropy_trial__0639b1b357a2a51f279c5d08,entropy_cell__5dbf0ffbd157b8fc42099796,entropy_pair__b56230db3d6da31a47a68806,llama3_8b_instruct_q4_k_m,Q4_K_M,revision_v1_hmac_sha256_hex_041,hmac_sha256_hex,41,direct_subword,direct_subword_calgacus,professional_project_update,strict,ordinary_control,0,,4481332179854622066,73,,,,,,,,1.8161729240044957,2.356164383561644,-0.9307570808709167,0.9307570808709167,-0.524190748406568,0.40656633246434876,4316e66fb52e702f054a014b81bc1e62a272bf21361a37907d0c375de03a7c6f,3.8300581310031703,5279,59,6,355,62.0677259887006,7.045000000000002,8.49694915254237,0.7966101694915254,0.017241379310344862,0.0,1,0,2,0.138592897703277,37,,
entropy_trial__0669804fc73c53b02f3ca94f,entropy_cell__a59b638ade35fa4fce1c5031,entropy_pair__26806197c822d9f5a55ff536,mistral_7b_instruct_v0_3_q4_k_m,Q4_K_M,revision_v1_sha256_hex_003,sha256_hex,3,hex_nibble,nonseg_hex_nibble_b16,explain_everyday_system,moderate,ordinary_control,0,,4013682494140429769,78,,,,,,,,1.1321764120349045,1.1923076923076923,-0.4423063280301599,0.4423063280301599,-0.3334137038353545,0.10889262419480544,503c3bd6d95960d0053906ab54b388d9ec9be4650d0da3de9770db1b829c2de0,2.4833765869989293,4973,61,4,385,31.86444672131151,12.603401639344266,12.333770491803278,0.6557377049180327,0.09999999999999998,0.016949152542372836,1,0,1,0.06568420320038584,64,,
entropy_trial__06d7490924f87c43cf037cb8,entropy_cell__f9378ca54784850816308c9d,entropy_pair__9c19a6fab8d253df24e14213,mistral_7b_instruct_v0_3_q4_k_m,Q4_K_M,revision_v1_sha256_hex_003,sha256_hex,3,direct_subword,direct_subword_calgacus,explain_everyday_system,strict,rankcloak,1,1.9175505039890282,369445777397085849,127,55.0,True,True,False,0.4330708661417323,4.031496062992126,0.32727272727272727,1.6960094064656013,7.299212598425197,-2.2308877377455385,2.2308877377455385,-0.5211259792566055,1.7097617584889329,47c921ea8895d66e27d5514211bb2e72d307e671aea3c5fdb23940fa1a95056d,12.258419084988418,4973,92,6,636,27.589057971014512,13.220434782608695,15.887826086956522,0.782608695652174,0.03296703296703296,0.022222222222222254,1,0,3,0.12454456652560802,55,72.0,2.309090909090909
entropy_trial__074e8dc2d66e83822177c1d8,entropy_cell__29f03257a1168f24b2f24b26,entropy_pair__1a78a9ca36db9e44566d643a,llama3_8b_instruct_q4_k_m,Q4_K_M,revision_v1_token_128_bit_hex_003,token_128_bit_hex,3,direct_subword,direct_subword_calgacus,explain_everyday_system,strict,rankcloak,1,1.7054545298422146,1034150371572910388,21,19.0,True,True,False,0.9047619047619048,12.19047619047619,0.8947368421052632,4.159825157785079,165.14285714285714,-6.0169258185479455,6.0169258185479455,-1.250989534709765,4.765936283838181,da27bd1ad9c6f572989d7925aa83e5377aabbf85f7c7c6b591f40151aafe064e,4.679874884997844,5279,17,2,118,33.98397058823531,10.630882352941178,14.614117647058826,0.9411764705882353,0.0,0.0,1,0,2,0.02976812345861783,19,2.0,1.105263157894737
entropy_trial__082ef86f7fc780659ae35395,entropy_cell__e083c3837fc097e551042398,entropy_pair__76e784464ea835c48964d402,llama3_8b_instruct_q4_k_m,Q4_K_M,revision_v1_ed25519_signature_base64_041,ed25519_signature_base64,41,direct_subword,direct_subword_calgacus,professional_project_update,moderate,rankcloak,1,0.8032592546779574,225685576096509111,61,61.0,True,True,False,1.0,11.540983606557377,1.0,7.857468008928157,396.59016393442624,-7.042101633875822,7.042101633875822,-2.20561772930304,4.836483904572784,d933bc5dd2ca490f4c612c58754dc9a5853cb96c74fff3d32ec223eb3e4b098c,10.746238364998135,5279,43,1,311,1.8597674418604697,23.68232558139535,17.0139534883721,0.9302325581395349,0.0,0.0,2,0,4,0.048023809171730054,61,0.0,1.0
entropy_trial__0899c7ae817ccff49c2575c4,entropy_cell__423d71db858ad3052cb1801f,entropy_pair__0df93738d2f3177a96f1f87c,qwen2_5_7b_instruct_q4_k_m,Q4_K_M,revision_v1_chacha20_poly1305_base64_041,chacha20_poly1305_base64,41,direct_subword,direct_subword_calgacus,professional_project_update,moderate,rankcloak,1,1.3619193336989834,8693813984170661244,47,46.0,True,True,True,0.9787234042553191,10.893617021276595,0.9782608695652174,4.907767535197965,607.468085106383,-7.609420860905393,7.609420860905393,-1.3077839367704704,6.301636924134924,d0f69e5875a4124b758ceaf9833919a2a7a978e5d1caa51acfd483b7405a1780,8.89289921800082,4757,32,1,234,23.661250000000024,17.90875,14.69625,0.9375,0.0,0.0,1,0,1,0.010887928430525228,46,1.0,1.0217391304347827
entropy_trial__0899f5bfb97966ba7a883ef6,entropy_cell__56a334bc270a28625baef9bd,entropy_pair__d0c75e713e2b07f5e8c917c6,llama3_8b_instruct_q4_k_m,Q4_K_M,revision_v1_sha256_hex_041,sha256_hex,41,direct_subword,direct_subword_calgacus,professional_project_update,ungated,rankcloak,1,,8952362464236721444,37,37.0,True,True,True,1.0,13.837837837837839,1.0,5.758946030297152,140.94594594594594,-6.419306836630988,6.419306836630988,-1.4516873402081436,4.967619496422845,ba146f414aaf4e744fb699574c799364de76b2ce7fc02d36722f5f2ef922ede5,8.707236893998925,5279,33,3,230,31.597272727272752,11.584848484848486,15.54181818181818,0.9090909090909091,0.0,0.0,1,0,1,0.04370799712610706,37,0.0,1.0
entropy_trial__0961a6ba8d70b07f2d885165,entropy_cell__54ce226c44c1b4d8b86c7237,entropy_pair__ca58af342ce404e0283c7c7a,llama3_8b_instruct_q4_k_m,Q4_K_M,revision_v1_chacha20_poly1305_base64_041,chacha20_poly1305_base64,41,direct_subword,direct_subword_calgacus,professional_project_update,moderate,rankcloak,1,0.8032592546779574,3001069083189142890,43,43.0,True,True,False,1.0,11.906976744186046,1.0,8.307907031213135,597.8604651162791,-7.423298630968778,7.423298630968778,-2.010798227320578,5.412500403648199,91574ef8f59a647da14fd5a228fa7706ecffa6bd6f8b56fd0709332faa5ec21a,8.023679370002355,5279,38,2,262,22.8026315789474,14.798947368421054,16.529473684210526,0.9736842105263158,0.0,0.0,1,0,1,0.020260403053947332,43,0.0,1.0
entropy_trial__09d9d975d5584ff9f109133c,entropy_cell__78575c52da4de6da6d1ca55b,entropy_pair__352a753b18a2d3ffd4894106,qwen2_5_7b_instruct_q4_k_m,Q4_K_M,revision_v1_sha256_hex_041,sha256_hex,41,hex_nibble,nonseg_hex_nibble_b16,professional_project_update,ungated,rankcloak,1,,4015012822680326948,64,64.0,True,True,True,1.0,8.0,1.0,2.7339683404058035,7.578125,-4.695459005143427,4.695459005143427,-0.8236974894068462,3.87176151573658,a82f16f2de43df53f506b513b8204694c6fdfebaef7ed7730d569d22d9414071,10.960669449006673,4757,51,3,348,40.2858823529412,11.863529411764706,13.93411764705882,0.8627450980392157,0.0,0.0,1,0,4,0.05332026424931453,64,0.0,1.0
entropy_trial__09dc0dbc22debcd35b9c4d53,entropy_cell__12454c19b2402e288bb8a4fa,entropy_pair__5358cdedd4a4c44fb6138591,mistral_7b_instruct_v0_3_q4_k_m,Q4_K_M,revision_v1_token_128_bit_hex_003,token_128_bit_hex,3,direct_subword,direct_subword_calgacus,explain_everyday_system,moderate,rankcloak,1,0.966861238282291,663058233109721404,35,27.0,True,True,False,0.7714285714285715,7.314285714285714,0.7407407407407407,2.4062332629686027,14.228571428571428,-3.637310999032343,3.637310999032343,-0.6463402784687269,2.9909707205636162,6131fa0ea2d3e4c9c8c302c3f876f43712089cb18a0dcfdb8f26d7ff329f72d7,5.035051812010352,4973,30,1,202,12.825000000000017,18.923333333333336,16.925333333333338,0.9333333333333333,0.0,0.0,1,0,1,0.0,27,8.0,1.2962962962962963
entropy_trial__0a789db1779af161fe458edf,entropy_cell__4d748e9a0e4b4ee96a9269ee,entropy_pair__81e14f12ecfbb9647e563d4b,qwen2_5_7b_instruct_q4_k_m,Q4_K_M,revision_v1_uuid_v4_041,uuid_v4,41,direct_subword,direct_subword_calgacus,professional_project_update,moderate,ordinary_control,0,,6400773796923446260,39,,,,,,,,1.4284896178579412,1.7179487179487178,-0.6483609230908297,0.6483609230908297,-0.458829254452258,0.1895316686385717,2b69d7850d1286743113f06fca11f547933deda6fddf1ae640cebc7fc8966d37,2.4417758589988807,4757,28,2,187,50.61785714285716,9.677142857142858,12.745714285714286,0.8214285714285714,0.07407407407407407,0.038461538461538436,1,0,1,0.09304431426115135,27,,
entropy_trial__0ad11d2a16c7040a9007ef9f,entropy_cell__110d5642d345cd2c14e690d0,entropy_pair__603d2722c6021fce356dea30,llama3_8b_instruct_q4_k_m,Q4_K_M,revision_v1_chacha20_poly1305_base64_003,chacha20_poly1305_base64,3,direct_subword,direct_subword_calgacus,explain_everyday_system,ungated,rankcloak,1,,4734482930490803010,45,45.0,True,True,True,1.0,11.377777777777778,1.0,6.135695216667116,1075.9555555555555,-7.537263447750738,7.537263447750738,-1.6547961222222745,5.882467325528463,316dd2478407636eb4ae74cdf83d0c8dbd3ef81ad5941153625432e45d73da3f,10.362458730989601,5279,26,3,244,-29.73089743589742,19.559230769230776,26.91999999999999,0.9615384615384616,0.0,0.0,1,1,2,0.0359296655583603,45,0.0,1.0
entropy_trial__0b69e76cdad32545fa8f4282,entropy_cell__96cf9158b2eede3d22dad7ef,entropy_pair__f61b13ce48f9d2dfa5aa865c,mistral_7b_instruct_v0_3_q4_k_m,Q4_K_M,revision_v1_aes256_gcm_base64_003,aes256_gcm_base64,3,ascii_b16,nonseg_ascii_b16,explain_everyday_system,ungated,rankcloak,1,,1575748303981216047,128,128.0,True,True,False,1.0,4.0,1.0,3.1551831690706997,6.921875,-4.440962715706698,4.440962715706698,-0.8931747476373828,3.547787968069315,75a22cb690ea8c6be35b19fd5e529155c70533e6cf88e1e228a1dbe8dba84da9,13.418098081005155,4973,95,2,623,14.357236842105266,23.057105263157897,15.143157894736841,0.8736842105263158,0.0,0.0,1,0,2,0.037746779226080884,128,0.0,1.0
entropy_trial__0be673c4ef379e91632f24cf,entropy_cell__13eb148607b601d0afde2eb0,entropy_pair__0c118f90599e018c894231da,llama3_8b_instruct_q4_k_m,Q4_K_M,revision_v1_aes256_gcm_base64_041,aes256_gcm_base64,41,direct_subword,direct_subword_calgacus,professional_project_update,moderate,ordinary_control,0,,4999461647639726058,46,,,,,,,,1.0584743406075277,1.1956521739130435,-0.48293325758604666,0.48293325758604666,-0.31928792790332333,0.16364532968272333,3be01e0c039061b655a26b074e60675fe84b1d4c7937612e643c110cd89c2664,2.5990872219990706,5279,33,3,204,67.48818181818186,6.578787878787878,9.305454545454545,0.7878787878787878,0.125,0.06451612903225812,1,0,1,0.08040397359214868,46,,
entropy_trial__0c66f80324a27be9d3f7caa5,entropy_cell__423d71db858ad3052cb1801f,entropy_pair__0df93738d2f3177a96f1f87c,qwen2_5_7b_instruct_q4_k_m,Q4_K_M,revision_v1_chacha20_poly1305_base64_041,chacha20_poly1305_base64,41,direct_subword,direct_subword_calgacus,professional_project_update,moderate,ordinary_control,0,,4776712688130476266,47,,,,,,,,1.7121070357387649,5.1063829787234045,-0.8413286094619591,0.8413286094619591,-0.4962424305809021,0.34508617888105675,f1bc6d1383e176d2acf80955bd1c16ecaa340f7997114d227d1ab6aa028424cc,2.85035940099624,4757,39,3,289,22.270769230769275,13.382564102564103,18.258461538461543,0.8717948717948718,0.02631578947368418,0.0,1,0,1,0.0922421364280611,46,,
entropy_trial__0ca8b1bef9be73619039e0c3,entropy_cell__89f948d9a16db3ad9014f188,entropy_pair__6ae2a596b68feb0c1d04abf2,mistral_7b_instruct_v0_3_q4_k_m,Q4_K_M,revision_v1_nonce_96_bit_hex_003,nonce_96_bit_hex,3,hex_nibble,nonseg_hex_nibble_b16,explain_everyday_system,ungated,ordinary_control,0,,5760001137817977499,24,,,,,,,,1.0564320813502752,1.2083333333333333,-0.4501537235419076,0.4501537235419076,-0.3441482138474903,0.10600550969441731,4b4e84db525e88465f6a4e32d53d024a5bde7e6a98178f02cecdf9bd9abb7d1b,1.119833466000273,4973,18,1,106,24.064999999999998,14.374444444444446,9.668888888888883,0.9444444444444444,0.0,0.0,1,0,1,0.13974495492859804,24,,
