status,split_name,detector_name,dataset_name,feature_set,auc,accuracy,precision,recall,f1,train_rows,test_rows,notes
ok,random_stratified,threshold_mean_token_log_probability,detector_forced_prefix,mean_token_log_probability,1.0,1.0,1.0,1.0,1.0,45,25,Dependency-free threshold baseline; higher score means lower token log probability.
ok,random_stratified,threshold_mean_token_log_probability,detector_nonseg_only,mean_token_log_probability,1.0,1.0,1.0,1.0,1.0,27,15,Dependency-free threshold baseline; higher score means lower token log probability.
ok,random_stratified,logistic_regression,detector_nonseg_only,numeric_cover_features,1.0,1.0,1.0,1.0,1.0,27,15,Lightweight sklearn feature detector; no text content features.
ok,random_stratified,random_forest,detector_nonseg_only,numeric_cover_features,1.0,1.0,1.0,1.0,1.0,27,15,Lightweight sklearn feature detector; no text content features.
ok,leave_one_prompt_family_out:grocery_planning,threshold_mean_token_log_probability,detector_nonseg_only,mean_token_log_probability,1.0,1.0,1.0,1.0,1.0,30,12,Dependency-free threshold baseline; higher score means lower token log probability.
ok,leave_one_prompt_family_out:grocery_planning,logistic_regression,detector_nonseg_only,numeric_cover_features,1.0,1.0,1.0,1.0,1.0,30,12,Lightweight sklearn feature detector; no text content features.
ok,leave_one_prompt_family_out:grocery_planning,random_forest,detector_nonseg_only,numeric_cover_features,1.0,1.0,1.0,1.0,1.0,30,12,Lightweight sklearn feature detector; no text content features.
ok,leave_one_prompt_family_out:recipe,threshold_mean_token_log_probability,detector_nonseg_only,mean_token_log_probability,1.0,1.0,1.0,1.0,1.0,28,14,Dependency-free threshold baseline; higher score means lower token log probability.
ok,leave_one_prompt_family_out:recipe,logistic_regression,detector_nonseg_only,numeric_cover_features,1.0,1.0,1.0,1.0,1.0,28,14,Lightweight sklearn feature detector; no text content features.
ok,leave_one_prompt_family_out:recipe,random_forest,detector_nonseg_only,numeric_cover_features,1.0,1.0,1.0,1.0,1.0,28,14,Lightweight sklearn feature detector; no text content features.
ok,leave_one_prompt_family_out:recipe_forum_exchange,threshold_mean_token_log_probability,detector_nonseg_only,mean_token_log_probability,1.0,1.0,1.0,1.0,1.0,29,13,Dependency-free threshold baseline; higher score means lower token log probability.
ok,leave_one_prompt_family_out:recipe_forum_exchange,logistic_regression,detector_nonseg_only,numeric_cover_features,1.0,1.0,1.0,1.0,1.0,29,13,Lightweight sklearn feature detector; no text content features.
ok,leave_one_prompt_family_out:recipe_forum_exchange,random_forest,detector_nonseg_only,numeric_cover_features,1.0,1.0,1.0,1.0,1.0,29,13,Lightweight sklearn feature detector; no text content features.
ok,random_stratified,threshold_mean_token_log_probability,detector_segmented_full_only,mean_token_log_probability,1.0,1.0,1.0,1.0,1.0,45,25,Dependency-free threshold baseline; higher score means lower token log probability.
ok,random_stratified,logistic_regression,detector_segmented_full_only,numeric_cover_features,1.0,1.0,1.0,1.0,1.0,45,25,Lightweight sklearn feature detector; no text content features.
ok,random_stratified,random_forest,detector_segmented_full_only,numeric_cover_features,1.0,1.0,1.0,1.0,1.0,45,25,Lightweight sklearn feature detector; no text content features.
ok,leave_one_prompt_family_out:grocery_planning,threshold_mean_token_log_probability,detector_segmented_full_only,mean_token_log_probability,1.0,1.0,1.0,1.0,1.0,60,10,Dependency-free threshold baseline; higher score means lower token log probability.
ok,leave_one_prompt_family_out:grocery_planning,logistic_regression,detector_segmented_full_only,numeric_cover_features,1.0,1.0,1.0,1.0,1.0,60,10,Lightweight sklearn feature detector; no text content features.
ok,leave_one_prompt_family_out:grocery_planning,random_forest,detector_segmented_full_only,numeric_cover_features,1.0,1.0,1.0,1.0,1.0,60,10,Lightweight sklearn feature detector; no text content features.
ok,leave_one_prompt_family_out:plant_care,threshold_mean_token_log_probability,detector_segmented_full_only,mean_token_log_probability,1.0,1.0,1.0,1.0,1.0,64,6,Dependency-free threshold baseline; higher score means lower token log probability.
ok,leave_one_prompt_family_out:plant_care,logistic_regression,detector_segmented_full_only,numeric_cover_features,1.0,1.0,1.0,1.0,1.0,64,6,Lightweight sklearn feature detector; no text content features.
ok,leave_one_prompt_family_out:plant_care,random_forest,detector_segmented_full_only,numeric_cover_features,1.0,1.0,1.0,1.0,1.0,64,6,Lightweight sklearn feature detector; no text content features.
ok,leave_one_prompt_family_out:recipe,threshold_mean_token_log_probability,detector_segmented_full_only,mean_token_log_probability,1.0,0.975609756097561,1.0,0.9705882352941176,0.9850746268656716,29,41,Dependency-free threshold baseline; higher score means lower token log probability.
ok,leave_one_prompt_family_out:recipe,logistic_regression,detector_segmented_full_only,numeric_cover_features,1.0,0.975609756097561,1.0,0.9705882352941176,0.9850746268656716,29,41,Lightweight sklearn feature detector; no text content features.
ok,leave_one_prompt_family_out:recipe,random_forest,detector_segmented_full_only,numeric_cover_features,1.0,1.0,1.0,1.0,1.0,29,41,Lightweight sklearn feature detector; no text content features.
ok,leave_one_prompt_family_out:recipe_forum_exchange,threshold_mean_token_log_probability,detector_segmented_full_only,mean_token_log_probability,1.0,0.9230769230769231,1.0,0.8571428571428571,0.923076923076923,57,13,Dependency-free threshold baseline; higher score means lower token log probability.
ok,leave_one_prompt_family_out:recipe_forum_exchange,logistic_regression,detector_segmented_full_only,numeric_cover_features,1.0,1.0,1.0,1.0,1.0,57,13,Lightweight sklearn feature detector; no text content features.
ok,leave_one_prompt_family_out:recipe_forum_exchange,random_forest,detector_segmented_full_only,numeric_cover_features,1.0,1.0,1.0,1.0,1.0,57,13,Lightweight sklearn feature detector; no text content features.
