robustness_family,replay_mode,transformation_id,source_model_id,model_id,observed_outcome_rows,unavailable_rows,planned_rows,source_cover_units,success_outcome_rows,failure_outcome_rows,row_level_recovery_rate,unavailable_not_counted_as_failure,analysis_unit,confidence_level,interval_method,status,recovery_rate,ci_low,ci_high,source_cover_success_units,bootstrap_resamples_requested,bootstrap_resamples_valid,outcome_rows_per_source_cover
raw_transmission,transformed_text_retokenized,markdown_copy_paste,llama3_8b_instruct_q4_k_m,llama3_8b_instruct_q4_k_m,48,0,48,48,0,48,0.0,True,source_trial_id,0.95,source_cover_wilson,observed,0.0,0.0,0.07410012966611745,0.0,0,0,1.0
raw_transmission,transformed_text_retokenized,markdown_copy_paste,mistral_7b_instruct_v0_3_q4_k_m,mistral_7b_instruct_v0_3_q4_k_m,48,0,48,48,0,48,0.0,True,source_trial_id,0.95,source_cover_wilson,observed,0.0,0.0,0.07410012966611745,0.0,0,0,1.0
raw_transmission,transformed_text_retokenized,markdown_copy_paste,qwen2_5_7b_instruct_q4_k_m,qwen2_5_7b_instruct_q4_k_m,48,0,48,48,0,48,0.0,True,source_trial_id,0.95,source_cover_wilson,observed,0.0,0.0,0.07410012966611745,0.0,0,0,1.0
raw_transmission,transformed_text_retokenized,paraphrase,llama3_8b_instruct_q4_k_m,llama3_8b_instruct_q4_k_m,48,0,48,48,0,48,0.0,True,source_trial_id,0.95,source_cover_wilson,observed,0.0,0.0,0.07410012966611745,0.0,0,0,1.0
raw_transmission,transformed_text_retokenized,paraphrase,mistral_7b_instruct_v0_3_q4_k_m,mistral_7b_instruct_v0_3_q4_k_m,48,0,48,48,0,48,0.0,True,source_trial_id,0.95,source_cover_wilson,observed,0.0,0.0,0.07410012966611745,0.0,0,0,1.0
raw_transmission,transformed_text_retokenized,paraphrase,qwen2_5_7b_instruct_q4_k_m,qwen2_5_7b_instruct_q4_k_m,48,0,48,48,0,48,0.0,True,source_trial_id,0.95,source_cover_wilson,observed,0.0,0.0,0.07410012966611745,0.0,0,0,1.0
raw_transmission,transformed_text_retokenized,quote_conversion,llama3_8b_instruct_q4_k_m,llama3_8b_instruct_q4_k_m,48,0,48,48,27,21,0.5625,True,source_trial_id,0.95,source_cover_wilson,observed,0.5625,0.4227501741982777,0.6929873095934576,27.0,0,0,1.0
raw_transmission,transformed_text_retokenized,quote_conversion,mistral_7b_instruct_v0_3_q4_k_m,mistral_7b_instruct_v0_3_q4_k_m,48,0,48,48,0,48,0.0,True,source_trial_id,0.95,source_cover_wilson,observed,0.0,0.0,0.07410012966611745,0.0,0,0,1.0
raw_transmission,transformed_text_retokenized,quote_conversion,qwen2_5_7b_instruct_q4_k_m,qwen2_5_7b_instruct_q4_k_m,48,0,48,48,29,19,0.6041666666666666,True,source_trial_id,0.95,source_cover_wilson,observed,0.6041666666666666,0.4631040849254725,0.7297917213940863,29.0,0,0,1.0
raw_transmission,transformed_text_retokenized,token_deletion,llama3_8b_instruct_q4_k_m,llama3_8b_instruct_q4_k_m,48,0,48,48,11,37,0.22916666666666666,True,source_trial_id,0.95,source_cover_wilson,observed,0.22916666666666666,0.13307826266911238,0.3653926409000345,11.0,0,0,1.0
raw_transmission,transformed_text_retokenized,token_deletion,mistral_7b_instruct_v0_3_q4_k_m,mistral_7b_instruct_v0_3_q4_k_m,48,0,48,48,11,37,0.22916666666666666,True,source_trial_id,0.95,source_cover_wilson,observed,0.22916666666666666,0.13307826266911238,0.3653926409000345,11.0,0,0,1.0
raw_transmission,transformed_text_retokenized,token_deletion,qwen2_5_7b_instruct_q4_k_m,qwen2_5_7b_instruct_q4_k_m,48,0,48,48,12,36,0.25,True,source_trial_id,0.95,source_cover_wilson,observed,0.25,0.14920633673797912,0.3878437280950796,12.0,0,0,1.0
raw_transmission,transformed_text_retokenized,truncation,llama3_8b_instruct_q4_k_m,llama3_8b_instruct_q4_k_m,48,0,48,48,48,0,1.0,True,source_trial_id,0.95,source_cover_wilson,observed,1.0,0.9258998703338824,0.9999999999999998,48.0,0,0,1.0
raw_transmission,transformed_text_retokenized,truncation,mistral_7b_instruct_v0_3_q4_k_m,mistral_7b_instruct_v0_3_q4_k_m,48,0,48,48,48,0,1.0,True,source_trial_id,0.95,source_cover_wilson,observed,1.0,0.9258998703338824,0.9999999999999998,48.0,0,0,1.0
raw_transmission,transformed_text_retokenized,truncation,qwen2_5_7b_instruct_q4_k_m,qwen2_5_7b_instruct_q4_k_m,48,0,48,48,48,0,1.0,True,source_trial_id,0.95,source_cover_wilson,observed,1.0,0.9258998703338824,0.9999999999999998,48.0,0,0,1.0
raw_transmission,transformed_text_retokenized,unicode_normalization,llama3_8b_instruct_q4_k_m,llama3_8b_instruct_q4_k_m,48,0,48,48,44,4,0.9166666666666666,True,source_trial_id,0.95,source_cover_wilson,observed,0.9166666666666666,0.8044669820963272,0.9671162431819081,44.0,0,0,1.0
raw_transmission,transformed_text_retokenized,unicode_normalization,mistral_7b_instruct_v0_3_q4_k_m,mistral_7b_instruct_v0_3_q4_k_m,48,0,48,48,0,48,0.0,True,source_trial_id,0.95,source_cover_wilson,observed,0.0,0.0,0.07410012966611745,0.0,0,0,1.0
raw_transmission,transformed_text_retokenized,unicode_normalization,qwen2_5_7b_instruct_q4_k_m,qwen2_5_7b_instruct_q4_k_m,48,0,48,48,38,10,0.7916666666666666,True,source_trial_id,0.95,source_cover_wilson,observed,0.7916666666666666,0.6574109872738206,0.882697270420944,38.0,0,0,1.0
raw_transmission,transformed_text_retokenized,unmodified,llama3_8b_instruct_q4_k_m,llama3_8b_instruct_q4_k_m,48,0,48,48,48,0,1.0,True,source_trial_id,0.95,source_cover_wilson,observed,1.0,0.9258998703338824,0.9999999999999998,48.0,0,0,1.0
raw_transmission,transformed_text_retokenized,unmodified,mistral_7b_instruct_v0_3_q4_k_m,mistral_7b_instruct_v0_3_q4_k_m,48,0,48,48,48,0,1.0,True,source_trial_id,0.95,source_cover_wilson,observed,1.0,0.9258998703338824,0.9999999999999998,48.0,0,0,1.0
raw_transmission,transformed_text_retokenized,unmodified,qwen2_5_7b_instruct_q4_k_m,qwen2_5_7b_instruct_q4_k_m,48,0,48,48,48,0,1.0,True,source_trial_id,0.95,source_cover_wilson,observed,1.0,0.9258998703338824,0.9999999999999998,48.0,0,0,1.0
raw_transmission,transformed_text_retokenized,whitespace_collapse,llama3_8b_instruct_q4_k_m,llama3_8b_instruct_q4_k_m,48,0,48,48,0,48,0.0,True,source_trial_id,0.95,source_cover_wilson,observed,0.0,0.0,0.07410012966611745,0.0,0,0,1.0
raw_transmission,transformed_text_retokenized,whitespace_collapse,mistral_7b_instruct_v0_3_q4_k_m,mistral_7b_instruct_v0_3_q4_k_m,48,0,48,48,21,27,0.4375,True,source_trial_id,0.95,source_cover_wilson,observed,0.4375,0.30701269040654244,0.5772498258017222,21.0,0,0,1.0
raw_transmission,transformed_text_retokenized,whitespace_collapse,qwen2_5_7b_instruct_q4_k_m,qwen2_5_7b_instruct_q4_k_m,48,0,48,48,0,48,0.0,True,source_trial_id,0.95,source_cover_wilson,observed,0.0,0.0,0.07410012966611745,0.0,0,0,1.0
raw_transmission,transformed_text_retokenized,whitespace_trim,llama3_8b_instruct_q4_k_m,llama3_8b_instruct_q4_k_m,48,0,48,48,0,48,0.0,True,source_trial_id,0.95,source_cover_wilson,observed,0.0,0.0,0.07410012966611745,0.0,0,0,1.0
raw_transmission,transformed_text_retokenized,whitespace_trim,mistral_7b_instruct_v0_3_q4_k_m,mistral_7b_instruct_v0_3_q4_k_m,48,0,48,48,28,20,0.5833333333333334,True,source_trial_id,0.95,source_cover_wilson,observed,0.5833333333333334,0.4428133228397628,0.7115033222158843,28.0,0,0,1.0
raw_transmission,transformed_text_retokenized,whitespace_trim,qwen2_5_7b_instruct_q4_k_m,qwen2_5_7b_instruct_q4_k_m,48,0,48,48,0,48,0.0,True,source_trial_id,0.95,source_cover_wilson,observed,0.0,0.0,0.07410012966611745,0.0,0,0,1.0
replay_modes,detokenized_text_retokenized,unmodified,llama3_8b_instruct_q4_k_m,llama3_8b_instruct_q4_k_m,48,0,48,48,46,2,0.9583333333333334,True,source_trial_id,0.95,source_cover_wilson,observed,0.9583333333333334,0.8602434412954457,0.9884981065106133,46.0,0,0,1.0
replay_modes,detokenized_text_retokenized,unmodified,mistral_7b_instruct_v0_3_q4_k_m,mistral_7b_instruct_v0_3_q4_k_m,48,0,48,48,0,48,0.0,True,source_trial_id,0.95,source_cover_wilson,observed,0.0,0.0,0.07410012966611745,0.0,0,0,1.0
replay_modes,detokenized_text_retokenized,unmodified,qwen2_5_7b_instruct_q4_k_m,qwen2_5_7b_instruct_q4_k_m,48,0,48,48,42,6,0.875,True,source_trial_id,0.95,source_cover_wilson,observed,0.875,0.7529954171361317,0.9414294856142803,42.0,0,0,1.0
replay_modes,greedy_leadin_regeneration,unmodified,llama3_8b_instruct_q4_k_m,llama3_8b_instruct_q4_k_m,48,0,48,48,48,0,1.0,True,source_trial_id,0.95,source_cover_wilson,observed,1.0,0.9258998703338824,0.9999999999999998,48.0,0,0,1.0
replay_modes,greedy_leadin_regeneration,unmodified,mistral_7b_instruct_v0_3_q4_k_m,mistral_7b_instruct_v0_3_q4_k_m,48,0,48,48,48,0,1.0,True,source_trial_id,0.95,source_cover_wilson,observed,1.0,0.9258998703338824,0.9999999999999998,48.0,0,0,1.0
replay_modes,greedy_leadin_regeneration,unmodified,qwen2_5_7b_instruct_q4_k_m,qwen2_5_7b_instruct_q4_k_m,48,0,48,48,48,0,1.0,True,source_trial_id,0.95,source_cover_wilson,observed,1.0,0.9258998703338824,0.9999999999999998,48.0,0,0,1.0
replay_modes,saved_token_ids,unmodified,llama3_8b_instruct_q4_k_m,llama3_8b_instruct_q4_k_m,48,0,48,48,48,0,1.0,True,source_trial_id,0.95,source_cover_wilson,observed,1.0,0.9258998703338824,0.9999999999999998,48.0,0,0,1.0
replay_modes,saved_token_ids,unmodified,mistral_7b_instruct_v0_3_q4_k_m,mistral_7b_instruct_v0_3_q4_k_m,48,0,48,48,48,0,1.0,True,source_trial_id,0.95,source_cover_wilson,observed,1.0,0.9258998703338824,0.9999999999999998,48.0,0,0,1.0
replay_modes,saved_token_ids,unmodified,qwen2_5_7b_instruct_q4_k_m,qwen2_5_7b_instruct_q4_k_m,48,0,48,48,48,0,1.0,True,source_trial_id,0.95,source_cover_wilson,observed,1.0,0.9258998703338824,0.9999999999999998,48.0,0,0,1.0
