split_id,regime,held_out_value,detector_name,requested_kind,implementation_kind,original_test_rows,restricted_test_rows,excluded_test_rows,original_payload_groups,restricted_payload_groups,excluded_payload_groups,affected_split,analysis_unit,confidence_level,bootstrap_resamples_requested,evidence_status,metric,original_estimate,restricted_estimate,restricted_minus_original,restricted_ci_low,restricted_ci_high,bootstrap_resamples_valid,higher_is_better
held_out_template:casual_hobby_chat,held_out_template,casual_hobby_chat,published_textcnn_equivalent,text_cnn,text_cnn,880,864,16,80,79,1,True,payload_group_id,0.95,2000,exploratory_post_partial_checkpoint_leakage_sensitivity,balanced_accuracy,0.9170454545454545,0.9189814814814814,0.0019360269360269022,0.9004524886877828,0.9363450447269303,2000,True
held_out_template:casual_hobby_chat,held_out_template,casual_hobby_chat,published_textcnn_equivalent,text_cnn,text_cnn,880,864,16,80,79,1,True,payload_group_id,0.95,2000,exploratory_post_partial_checkpoint_leakage_sensitivity,brier_score,0.06857280707535371,0.06619163666915434,-0.0023811704061993677,0.050565062352698066,0.08346459564820174,2000,False
held_out_template:casual_hobby_chat,held_out_template,casual_hobby_chat,published_textcnn_equivalent,text_cnn,text_cnn,880,864,16,80,79,1,True,payload_group_id,0.95,2000,exploratory_post_partial_checkpoint_leakage_sensitivity,f1,0.9203925845147218,0.9222222222222223,0.0018296377075004422,0.9049561682336802,0.9383380817512278,2000,True
held_out_template:casual_hobby_chat,held_out_template,casual_hobby_chat,published_textcnn_equivalent,text_cnn,text_cnn,880,864,16,80,79,1,True,payload_group_id,0.95,2000,exploratory_post_partial_checkpoint_leakage_sensitivity,pr_auc,0.9823576193006758,0.9839480498977103,0.0015904305970345645,0.9753007379075582,0.9907690814581039,2000,True
held_out_template:casual_hobby_chat,held_out_template,casual_hobby_chat,published_textcnn_equivalent,text_cnn,text_cnn,880,864,16,80,79,1,True,payload_group_id,0.95,2000,exploratory_post_partial_checkpoint_leakage_sensitivity,precision,0.8846960167714885,0.8867521367521367,0.002056119980648252,0.8611095292331056,0.9124733315098468,2000,True
held_out_template:casual_hobby_chat,held_out_template,casual_hobby_chat,published_textcnn_equivalent,text_cnn,text_cnn,880,864,16,80,79,1,True,payload_group_id,0.95,2000,exploratory_post_partial_checkpoint_leakage_sensitivity,roc_auc,0.9816709710743802,0.9834399648491083,0.001768993774728167,0.9751623062521116,0.990131883737394,2000,True
held_out_template:casual_hobby_chat,held_out_template,casual_hobby_chat,published_textcnn_equivalent,text_cnn,text_cnn,880,864,16,80,79,1,True,payload_group_id,0.95,2000,exploratory_post_partial_checkpoint_leakage_sensitivity,sensitivity,0.9590909090909091,0.9606481481481481,0.0015572390572390349,0.9378952084585008,0.9805825242718447,2000,True
held_out_template:casual_hobby_chat,held_out_template,casual_hobby_chat,published_textcnn_equivalent,text_cnn,text_cnn,880,864,16,80,79,1,True,payload_group_id,0.95,2000,exploratory_post_partial_checkpoint_leakage_sensitivity,specificity,0.875,0.8773148148148148,0.0023148148148147696,0.8466779436862409,0.9079272464026164,2000,True
held_out_template:casual_hobby_chat,held_out_template,casual_hobby_chat,published_textcnn_equivalent,text_cnn,text_cnn,880,864,16,80,79,1,True,payload_group_id,0.95,2000,exploratory_post_partial_checkpoint_leakage_sensitivity,tpr_at_fpr_0.01,0.8318181818181818,0.8425925925925926,0.01077441077441077,0.7623126338329764,0.8920909642309571,2000,True
held_out_template:casual_hobby_chat,held_out_template,casual_hobby_chat,published_textcnn_equivalent,text_cnn,text_cnn,880,864,16,80,79,1,True,payload_group_id,0.95,2000,exploratory_post_partial_checkpoint_leakage_sensitivity,tpr_at_fpr_0.05,0.8863636363636364,0.9120370370370371,0.025673400673400737,0.8484812580784145,0.9484777517564403,2000,True
held_out_template:casual_neighborhood_chat,held_out_template,casual_neighborhood_chat,deberta_v3_base_classifier,pretrained_transformer,pretrained_transformer,880,826,54,80,76,4,True,payload_group_id,0.95,2000,exploratory_post_partial_checkpoint_leakage_sensitivity,balanced_accuracy,0.9761363636363636,0.9794188861985472,0.003282522562183643,0.9665071770334928,0.9904306220095693,2000,True
held_out_template:casual_neighborhood_chat,held_out_template,casual_neighborhood_chat,deberta_v3_base_classifier,pretrained_transformer,pretrained_transformer,880,826,54,80,76,4,True,payload_group_id,0.95,2000,exploratory_post_partial_checkpoint_leakage_sensitivity,brier_score,0.01947868921171602,0.01688476288628373,-0.0025939263254322886,0.007852085149718125,0.02738755266586339,2000,False
held_out_template:casual_neighborhood_chat,held_out_template,casual_neighborhood_chat,deberta_v3_base_classifier,pretrained_transformer,pretrained_transformer,880,826,54,80,76,4,True,payload_group_id,0.95,2000,exploratory_post_partial_checkpoint_leakage_sensitivity,f1,0.9756662804171494,0.9790382244143034,0.0033719439971540144,0.9654349681425566,0.9903614457831325,2000,True
held_out_template:casual_neighborhood_chat,held_out_template,casual_neighborhood_chat,deberta_v3_base_classifier,pretrained_transformer,pretrained_transformer,880,826,54,80,76,4,True,payload_group_id,0.95,2000,exploratory_post_partial_checkpoint_leakage_sensitivity,pr_auc,0.9992550586689719,0.9994228371006096,0.00016777843163773287,0.9985145263391682,0.9999485284563002,2000,True
held_out_template:casual_neighborhood_chat,held_out_template,casual_neighborhood_chat,deberta_v3_base_classifier,pretrained_transformer,pretrained_transformer,880,826,54,80,76,4,True,payload_group_id,0.95,2000,exploratory_post_partial_checkpoint_leakage_sensitivity,precision,0.9952718676122931,0.9974874371859297,0.0022155695736365555,0.9919994652406418,1.0,2000,True
held_out_template:casual_neighborhood_chat,held_out_template,casual_neighborhood_chat,deberta_v3_base_classifier,pretrained_transformer,pretrained_transformer,880,826,54,80,76,4,True,payload_group_id,0.95,2000,exploratory_post_partial_checkpoint_leakage_sensitivity,roc_auc,0.9992303719008264,0.9993961388059964,0.00016576690517000614,0.9984003597448016,0.9999478897114397,2000,True
held_out_template:casual_neighborhood_chat,held_out_template,casual_neighborhood_chat,deberta_v3_base_classifier,pretrained_transformer,pretrained_transformer,880,826,54,80,76,4,True,payload_group_id,0.95,2000,exploratory_post_partial_checkpoint_leakage_sensitivity,sensitivity,0.9568181818181818,0.9612590799031477,0.00444089808496595,0.9354066985645934,0.9830508474576272,2000,True
held_out_template:casual_neighborhood_chat,held_out_template,casual_neighborhood_chat,deberta_v3_base_classifier,pretrained_transformer,pretrained_transformer,880,826,54,80,76,4,True,payload_group_id,0.95,2000,exploratory_post_partial_checkpoint_leakage_sensitivity,specificity,0.9954545454545455,0.9975786924939467,0.002124147039401225,0.9921671018276762,1.0,2000,True
held_out_template:casual_neighborhood_chat,held_out_template,casual_neighborhood_chat,deberta_v3_base_classifier,pretrained_transformer,pretrained_transformer,880,826,54,80,76,4,True,payload_group_id,0.95,2000,exploratory_post_partial_checkpoint_leakage_sensitivity,tpr_at_fpr_0.01,0.9863636363636363,0.9903147699757869,0.0039511336121506035,0.9652528640337654,1.0,2000,True
held_out_template:casual_neighborhood_chat,held_out_template,casual_neighborhood_chat,deberta_v3_base_classifier,pretrained_transformer,pretrained_transformer,880,826,54,80,76,4,True,payload_group_id,0.95,2000,exploratory_post_partial_checkpoint_leakage_sensitivity,tpr_at_fpr_0.05,0.9954545454545455,0.9951573849878934,-0.00029716046665206886,0.9849246231155779,1.0,2000,True
held_out_template:casual_neighborhood_chat,held_out_template,casual_neighborhood_chat,published_textcnn_equivalent,text_cnn,text_cnn,880,826,54,80,76,4,True,payload_group_id,0.95,2000,exploratory_post_partial_checkpoint_leakage_sensitivity,balanced_accuracy,0.8602272727272727,0.8631961259079903,0.002968853180717601,0.8359314974881796,0.889955122331942,2000,True
held_out_template:casual_neighborhood_chat,held_out_template,casual_neighborhood_chat,published_textcnn_equivalent,text_cnn,text_cnn,880,826,54,80,76,4,True,payload_group_id,0.95,2000,exploratory_post_partial_checkpoint_leakage_sensitivity,brier_score,0.11640608437077019,0.11337742137208384,-0.0030286629986863434,0.0899630192745959,0.13725580908115403,2000,False
held_out_template:casual_neighborhood_chat,held_out_template,casual_neighborhood_chat,published_textcnn_equivalent,text_cnn,text_cnn,880,826,54,80,76,4,True,payload_group_id,0.95,2000,exploratory_post_partial_checkpoint_leakage_sensitivity,f1,0.8751269035532995,0.8773072747014116,0.0021803711481120924,0.8557401849823296,0.8990632433727517,2000,True
held_out_template:casual_neighborhood_chat,held_out_template,casual_neighborhood_chat,published_textcnn_equivalent,text_cnn,text_cnn,880,826,54,80,76,4,True,payload_group_id,0.95,2000,exploratory_post_partial_checkpoint_leakage_sensitivity,pr_auc,0.9640179800593833,0.9724580679354238,0.008440087876040447,0.9588230695452028,0.9852712343403008,2000,True
held_out_template:casual_neighborhood_chat,held_out_template,casual_neighborhood_chat,published_textcnn_equivalent,text_cnn,text_cnn,880,826,54,80,76,4,True,payload_group_id,0.95,2000,exploratory_post_partial_checkpoint_leakage_sensitivity,precision,0.7908256880733945,0.7952755905511811,0.004449902477786649,0.7629740418268308,0.8299210701095056,2000,True
held_out_template:casual_neighborhood_chat,held_out_template,casual_neighborhood_chat,published_textcnn_equivalent,text_cnn,text_cnn,880,826,54,80,76,4,True,payload_group_id,0.95,2000,exploratory_post_partial_checkpoint_leakage_sensitivity,roc_auc,0.9706998966942149,0.9752680733310273,0.0045681766368124155,0.9646173545482721,0.9853433893770115,2000,True
held_out_template:casual_neighborhood_chat,held_out_template,casual_neighborhood_chat,published_textcnn_equivalent,text_cnn,text_cnn,880,826,54,80,76,4,True,payload_group_id,0.95,2000,exploratory_post_partial_checkpoint_leakage_sensitivity,sensitivity,0.9795454545454545,0.9782082324455206,-0.0013372220999339213,0.9632352941176471,0.9920660823075966,2000,True
held_out_template:casual_neighborhood_chat,held_out_template,casual_neighborhood_chat,published_textcnn_equivalent,text_cnn,text_cnn,880,826,54,80,76,4,True,payload_group_id,0.95,2000,exploratory_post_partial_checkpoint_leakage_sensitivity,specificity,0.740909090909091,0.7481840193704601,0.007274928461369123,0.6939252336448598,0.7990769857307819,2000,True
held_out_template:casual_neighborhood_chat,held_out_template,casual_neighborhood_chat,published_textcnn_equivalent,text_cnn,text_cnn,880,826,54,80,76,4,True,payload_group_id,0.95,2000,exploratory_post_partial_checkpoint_leakage_sensitivity,tpr_at_fpr_0.01,0.5295454545454545,0.6585956416464891,0.12905018710103455,0.0,0.8139187574671445,2000,True
held_out_template:casual_neighborhood_chat,held_out_template,casual_neighborhood_chat,published_textcnn_equivalent,text_cnn,text_cnn,880,826,54,80,76,4,True,payload_group_id,0.95,2000,exploratory_post_partial_checkpoint_leakage_sensitivity,tpr_at_fpr_0.05,0.8545454545454545,0.8886198547215496,0.03407440017609509,0.8242009132420092,0.9379794860062532,2000,True
held_out_template:casual_weekend_chat,held_out_template,casual_weekend_chat,deberta_v3_base_classifier,pretrained_transformer,pretrained_transformer,880,848,32,80,78,2,True,payload_group_id,0.95,2000,exploratory_post_partial_checkpoint_leakage_sensitivity,balanced_accuracy,0.9897727272727272,0.9893867924528301,-0.00038593481989712686,0.9816810344827587,0.9961439588688946,2000,True
held_out_template:casual_weekend_chat,held_out_template,casual_weekend_chat,deberta_v3_base_classifier,pretrained_transformer,pretrained_transformer,880,848,32,80,78,2,True,payload_group_id,0.95,2000,exploratory_post_partial_checkpoint_leakage_sensitivity,brier_score,0.008167134949092035,0.007947396636306427,-0.00021973831278560875,0.003142491578182384,0.014624305152497477,2000,False
held_out_template:casual_weekend_chat,held_out_template,casual_weekend_chat,deberta_v3_base_classifier,pretrained_transformer,pretrained_transformer,880,848,32,80,78,2,True,payload_group_id,0.95,2000,exploratory_post_partial_checkpoint_leakage_sensitivity,f1,0.9896907216494846,0.9892984542211654,-0.00039226742831921513,0.9813516615108272,0.9961290322580645,2000,True
held_out_template:casual_weekend_chat,held_out_template,casual_weekend_chat,deberta_v3_base_classifier,pretrained_transformer,pretrained_transformer,880,848,32,80,78,2,True,payload_group_id,0.95,2000,exploratory_post_partial_checkpoint_leakage_sensitivity,pr_auc,0.999896497111289,0.9999274076846136,3.091057332460512e-05,0.9997670409752653,1.0,2000,True
held_out_template:casual_weekend_chat,held_out_template,casual_weekend_chat,deberta_v3_base_classifier,pretrained_transformer,pretrained_transformer,880,848,32,80,78,2,True,payload_group_id,0.95,2000,exploratory_post_partial_checkpoint_leakage_sensitivity,precision,0.9976905311778291,0.9976019184652278,-8.861271260129922e-05,0.9925921342134213,1.0,2000,True
held_out_template:casual_weekend_chat,held_out_template,casual_weekend_chat,deberta_v3_base_classifier,pretrained_transformer,pretrained_transformer,880,848,32,80,78,2,True,payload_group_id,0.95,2000,exploratory_post_partial_checkpoint_leakage_sensitivity,roc_auc,0.999896694214876,0.9999276877892489,3.0993574372861765e-05,0.9997666193126422,1.0,2000,True
held_out_template:casual_weekend_chat,held_out_template,casual_weekend_chat,deberta_v3_base_classifier,pretrained_transformer,pretrained_transformer,880,848,32,80,78,2,True,payload_group_id,0.95,2000,exploratory_post_partial_checkpoint_leakage_sensitivity,sensitivity,0.9818181818181818,0.9811320754716981,-0.0006861063464836947,0.9662162162162162,0.9931682109216278,2000,True
held_out_template:casual_weekend_chat,held_out_template,casual_weekend_chat,deberta_v3_base_classifier,pretrained_transformer,pretrained_transformer,880,848,32,80,78,2,True,payload_group_id,0.95,2000,exploratory_post_partial_checkpoint_leakage_sensitivity,specificity,0.9977272727272727,0.9976415094339622,-8.576329331044796e-05,0.9925742574257426,1.0,2000,True
held_out_template:casual_weekend_chat,held_out_template,casual_weekend_chat,deberta_v3_base_classifier,pretrained_transformer,pretrained_transformer,880,848,32,80,78,2,True,payload_group_id,0.95,2000,exploratory_post_partial_checkpoint_leakage_sensitivity,tpr_at_fpr_0.01,1.0,1.0,0.0,0.9908857583741851,1.0,2000,True
held_out_template:casual_weekend_chat,held_out_template,casual_weekend_chat,deberta_v3_base_classifier,pretrained_transformer,pretrained_transformer,880,848,32,80,78,2,True,payload_group_id,0.95,2000,exploratory_post_partial_checkpoint_leakage_sensitivity,tpr_at_fpr_0.05,1.0,1.0,0.0,1.0,1.0,2000,True
held_out_template:casual_weekend_chat,held_out_template,casual_weekend_chat,published_textcnn_equivalent,text_cnn,text_cnn,880,848,32,80,78,2,True,payload_group_id,0.95,2000,exploratory_post_partial_checkpoint_leakage_sensitivity,balanced_accuracy,0.7943181818181818,0.7959905660377358,0.0016723842195539573,0.7626692366067992,0.8283253423413607,2000,True
held_out_template:casual_weekend_chat,held_out_template,casual_weekend_chat,published_textcnn_equivalent,text_cnn,text_cnn,880,848,32,80,78,2,True,payload_group_id,0.95,2000,exploratory_post_partial_checkpoint_leakage_sensitivity,brier_score,0.17932967047387435,0.17741450850944146,-0.0019151619644328932,0.1484049890190229,0.20800784833536437,2000,False
held_out_template:casual_weekend_chat,held_out_template,casual_weekend_chat,published_textcnn_equivalent,text_cnn,text_cnn,880,848,32,80,78,2,True,payload_group_id,0.95,2000,exploratory_post_partial_checkpoint_leakage_sensitivity,f1,0.8267942583732057,0.8278606965174129,0.001066438144207149,0.8050376758912161,0.8513258737598048,2000,True
held_out_template:casual_weekend_chat,held_out_template,casual_weekend_chat,published_textcnn_equivalent,text_cnn,text_cnn,880,848,32,80,78,2,True,payload_group_id,0.95,2000,exploratory_post_partial_checkpoint_leakage_sensitivity,pr_auc,0.95696905919746,0.9596229406639519,0.0026538814664919252,0.9428552582179669,0.9742969921787485,2000,True
held_out_template:casual_weekend_chat,held_out_template,casual_weekend_chat,published_textcnn_equivalent,text_cnn,text_cnn,880,848,32,80,78,2,True,payload_group_id,0.95,2000,exploratory_post_partial_checkpoint_leakage_sensitivity,precision,0.7140495867768595,0.7160068846815835,0.001957297904723987,0.6821053805077953,0.7509233928546183,2000,True
held_out_template:casual_weekend_chat,held_out_template,casual_weekend_chat,published_textcnn_equivalent,text_cnn,text_cnn,880,848,32,80,78,2,True,payload_group_id,0.95,2000,exploratory_post_partial_checkpoint_leakage_sensitivity,roc_auc,0.957735020661157,0.9585734469562122,0.0008384262950551502,0.9417141451567542,0.9732193063445058,2000,True
held_out_template:casual_weekend_chat,held_out_template,casual_weekend_chat,published_textcnn_equivalent,text_cnn,text_cnn,880,848,32,80,78,2,True,payload_group_id,0.95,2000,exploratory_post_partial_checkpoint_leakage_sensitivity,sensitivity,0.9818181818181818,0.9811320754716981,-0.0006861063464836947,0.9682125134362939,0.9923857868020305,2000,True
held_out_template:casual_weekend_chat,held_out_template,casual_weekend_chat,published_textcnn_equivalent,text_cnn,text_cnn,880,848,32,80,78,2,True,payload_group_id,0.95,2000,exploratory_post_partial_checkpoint_leakage_sensitivity,specificity,0.6068181818181818,0.6108490566037735,0.00403087478559172,0.5424450401856707,0.6768961629838077,2000,True
held_out_template:casual_weekend_chat,held_out_template,casual_weekend_chat,published_textcnn_equivalent,text_cnn,text_cnn,880,848,32,80,78,2,True,payload_group_id,0.95,2000,exploratory_post_partial_checkpoint_leakage_sensitivity,tpr_at_fpr_0.01,0.5590909090909091,0.5707547169811321,0.011663807890223032,0.4858412599407454,0.7657021151586368,2000,True
held_out_template:casual_weekend_chat,held_out_template,casual_weekend_chat,published_textcnn_equivalent,text_cnn,text_cnn,880,848,32,80,78,2,True,payload_group_id,0.95,2000,exploratory_post_partial_checkpoint_leakage_sensitivity,tpr_at_fpr_0.05,0.8,0.7995283018867925,-0.0004716981132075748,0.7360381269159644,0.8557457212713936,2000,True
held_out_template:explain_biological_process,held_out_template,explain_biological_process,deberta_v3_base_classifier,pretrained_transformer,pretrained_transformer,880,826,54,80,76,4,True,payload_group_id,0.95,2000,exploratory_post_partial_checkpoint_leakage_sensitivity,balanced_accuracy,0.9897727272727272,0.9891041162227603,-0.0006686110499669606,0.9803690107607128,0.9963235294117647,2000,True
held_out_template:explain_biological_process,held_out_template,explain_biological_process,deberta_v3_base_classifier,pretrained_transformer,pretrained_transformer,880,826,54,80,76,4,True,payload_group_id,0.95,2000,exploratory_post_partial_checkpoint_leakage_sensitivity,brier_score,0.008354665173298227,0.008900842114921514,0.0005461769416232869,0.0030897349785800657,0.01635974335082503,2000,False
held_out_template:explain_biological_process,held_out_template,explain_biological_process,deberta_v3_base_classifier,pretrained_transformer,pretrained_transformer,880,826,54,80,76,4,True,payload_group_id,0.95,2000,exploratory_post_partial_checkpoint_leakage_sensitivity,f1,0.9896907216494846,0.9890109890109889,-0.0006797326384956337,0.9800674678913935,0.9963190184049079,2000,True
held_out_template:explain_biological_process,held_out_template,explain_biological_process,deberta_v3_base_classifier,pretrained_transformer,pretrained_transformer,880,826,54,80,76,4,True,payload_group_id,0.95,2000,exploratory_post_partial_checkpoint_leakage_sensitivity,pr_auc,0.9997262407303565,0.9996896384090038,-3.66023213527189e-05,0.9990636104245639,1.0,2000,True
held_out_template:explain_biological_process,held_out_template,explain_biological_process,deberta_v3_base_classifier,pretrained_transformer,pretrained_transformer,880,826,54,80,76,4,True,payload_group_id,0.95,2000,exploratory_post_partial_checkpoint_leakage_sensitivity,precision,0.9976905311778291,0.9975369458128078,-0.0001535853650213026,0.9923664122137404,1.0,2000,True
held_out_template:explain_biological_process,held_out_template,explain_biological_process,deberta_v3_base_classifier,pretrained_transformer,pretrained_transformer,880,826,54,80,76,4,True,payload_group_id,0.95,2000,exploratory_post_partial_checkpoint_leakage_sensitivity,roc_auc,0.9997210743801653,0.999683412577901,-3.766180226427718e-05,0.99902387700989,1.0,2000,True
held_out_template:explain_biological_process,held_out_template,explain_biological_process,deberta_v3_base_classifier,pretrained_transformer,pretrained_transformer,880,826,54,80,76,4,True,payload_group_id,0.95,2000,exploratory_post_partial_checkpoint_leakage_sensitivity,sensitivity,0.9818181818181818,0.9806295399515739,-0.0011886418666079424,0.963877562732634,0.9949109414758269,2000,True
held_out_template:explain_biological_process,held_out_template,explain_biological_process,deberta_v3_base_classifier,pretrained_transformer,pretrained_transformer,880,826,54,80,76,4,True,payload_group_id,0.95,2000,exploratory_post_partial_checkpoint_leakage_sensitivity,specificity,0.9977272727272727,0.9975786924939467,-0.00014858023332597892,0.992462311557789,1.0,2000,True
held_out_template:explain_biological_process,held_out_template,explain_biological_process,deberta_v3_base_classifier,pretrained_transformer,pretrained_transformer,880,826,54,80,76,4,True,payload_group_id,0.95,2000,exploratory_post_partial_checkpoint_leakage_sensitivity,tpr_at_fpr_0.01,0.9954545454545455,0.9951573849878934,-0.00029716046665206886,0.9766286096197611,1.0,2000,True
held_out_template:explain_biological_process,held_out_template,explain_biological_process,deberta_v3_base_classifier,pretrained_transformer,pretrained_transformer,880,826,54,80,76,4,True,payload_group_id,0.95,2000,exploratory_post_partial_checkpoint_leakage_sensitivity,tpr_at_fpr_0.05,1.0,1.0,0.0,0.9892761394101877,1.0,2000,True
held_out_template:explain_biological_process,held_out_template,explain_biological_process,published_textcnn_equivalent,text_cnn,text_cnn,880,826,54,80,76,4,True,payload_group_id,0.95,2000,exploratory_post_partial_checkpoint_leakage_sensitivity,balanced_accuracy,0.5659090909090909,0.5593220338983051,-0.0065870570107857684,0.5387388919397917,0.5815655125206776,2000,True
held_out_template:explain_biological_process,held_out_template,explain_biological_process,published_textcnn_equivalent,text_cnn,text_cnn,880,826,54,80,76,4,True,payload_group_id,0.95,2000,exploratory_post_partial_checkpoint_leakage_sensitivity,brier_score,0.41851861173598637,0.4237484855391185,0.005229873803132112,0.4029553276169845,0.44290125888216186,2000,False
held_out_template:explain_biological_process,held_out_template,explain_biological_process,published_textcnn_equivalent,text_cnn,text_cnn,880,826,54,80,76,4,True,payload_group_id,0.95,2000,exploratory_post_partial_checkpoint_leakage_sensitivity,f1,0.6958598726114649,0.6925675675675675,-0.0032923050438973256,0.6823524292223418,0.7038572272080712,2000,True
held_out_template:explain_biological_process,held_out_template,explain_biological_process,published_textcnn_equivalent,text_cnn,text_cnn,880,826,54,80,76,4,True,payload_group_id,0.95,2000,exploratory_post_partial_checkpoint_leakage_sensitivity,pr_auc,0.6693642318239709,0.6709343649095584,0.0015701330855875106,0.6419402518778872,0.7033766552198863,2000,True
held_out_template:explain_biological_process,held_out_template,explain_biological_process,published_textcnn_equivalent,text_cnn,text_cnn,880,826,54,80,76,4,True,payload_group_id,0.95,2000,exploratory_post_partial_checkpoint_leakage_sensitivity,precision,0.5355392156862745,0.5317769130998703,-0.003762302586404198,0.5212595532039976,0.5441181314423001,2000,True
held_out_template:explain_biological_process,held_out_template,explain_biological_process,published_textcnn_equivalent,text_cnn,text_cnn,880,826,54,80,76,4,True,payload_group_id,0.95,2000,exploratory_post_partial_checkpoint_leakage_sensitivity,roc_auc,0.7204209710743802,0.7207229918683934,0.0003020207940132025,0.6889608076178295,0.7541181808275159,2000,True
held_out_template:explain_biological_process,held_out_template,explain_biological_process,published_textcnn_equivalent,text_cnn,text_cnn,880,826,54,80,76,4,True,payload_group_id,0.95,2000,exploratory_post_partial_checkpoint_leakage_sensitivity,sensitivity,0.9931818181818182,0.9927360774818402,-0.00044574069997793675,0.9840182648401826,1.0,2000,True
held_out_template:explain_biological_process,held_out_template,explain_biological_process,published_textcnn_equivalent,text_cnn,text_cnn,880,826,54,80,76,4,True,payload_group_id,0.95,2000,exploratory_post_partial_checkpoint_leakage_sensitivity,specificity,0.13863636363636364,0.12590799031476999,-0.012728373321593656,0.08608500519413063,0.16949705713147759,2000,True
held_out_template:explain_biological_process,held_out_template,explain_biological_process,published_textcnn_equivalent,text_cnn,text_cnn,880,826,54,80,76,4,True,payload_group_id,0.95,2000,exploratory_post_partial_checkpoint_leakage_sensitivity,tpr_at_fpr_0.01,0.0,0.0,0.0,0.0,0.0,2000,True
held_out_template:explain_biological_process,held_out_template,explain_biological_process,published_textcnn_equivalent,text_cnn,text_cnn,880,826,54,80,76,4,True,payload_group_id,0.95,2000,exploratory_post_partial_checkpoint_leakage_sensitivity,tpr_at_fpr_0.05,0.0,0.0,0.0,0.0,0.0,2000,True
