detector_name,regime,metric,higher_is_better,fit_count,affected_fit_count,excluded_payload_groups_sum_across_splits,original_estimate_median,restricted_estimate_median,restricted_minus_original_median,maximum_absolute_change,cross_split_interval
deberta_v3_base_classifier,matched,brier_score,False,1,1,3,0.007894618301122746,0.007979576906409405,8.49586052866589e-05,8.49586052866589e-05,not_computed_heterogeneous_prespecified_splits
deberta_v3_base_classifier,matched,f1,True,1,1,3,0.9918575063613232,0.9918141008714021,-4.340548992110005e-05,4.340548992110005e-05,not_computed_heterogeneous_prespecified_splits
deberta_v3_base_classifier,matched,pr_auc,True,1,1,3,0.999836834155809,0.9998346502810781,-2.1838747309432804e-06,2.1838747309432804e-06,not_computed_heterogeneous_prespecified_splits
deberta_v3_base_classifier,matched,precision,True,1,1,3,0.9994871794871795,0.9994678020223523,-1.937746482716385e-05,1.937746482716385e-05,not_computed_heterogeneous_prespecified_splits
deberta_v3_base_classifier,matched,roc_auc,True,1,1,3,0.9998339455157637,0.9998318895613306,-2.0559544330334134e-06,2.0559544330334134e-06,not_computed_heterogeneous_prespecified_splits
deberta_v3_base_classifier,matched,sensitivity,True,1,1,3,0.9843434343434343,0.9842767295597484,-6.670478368586696e-05,6.670478368586696e-05,not_computed_heterogeneous_prespecified_splits
deberta_v3_base_classifier,matched,specificity,True,1,1,3,0.9994949494949495,0.999475890985325,-1.9058509624581e-05,1.9058509624581e-05,not_computed_heterogeneous_prespecified_splits
deberta_v3_base_classifier,matched,tpr_at_fpr_0.01,True,1,1,3,0.9934343434343434,0.9931865828092243,-0.0002477606251191089,0.0002477606251191089,not_computed_heterogeneous_prespecified_splits
deberta_v3_base_classifier,matched,tpr_at_fpr_0.05,True,1,1,3,1.0,1.0,0.0,0.0,not_computed_heterogeneous_prespecified_splits
published_textcnn_equivalent,held_out_template,balanced_accuracy,True,18,11,20,0.7931818181818182,0.7940180102915951,0.0,0.0065870570107857684,not_computed_heterogeneous_prespecified_splits
published_textcnn_equivalent,held_out_template,brier_score,False,18,11,20,0.17412234049374348,0.17402285736514983,0.0,0.005229873803132112,not_computed_heterogeneous_prespecified_splits
published_textcnn_equivalent,held_out_template,f1,True,18,11,20,0.8246483416017338,0.8251815606738373,0.0,0.0032923050438973256,not_computed_heterogeneous_prespecified_splits
published_textcnn_equivalent,held_out_template,pr_auc,True,18,11,20,0.9557110149651227,0.9561719889181115,0.0,0.008440087876040447,not_computed_heterogeneous_prespecified_splits
published_textcnn_equivalent,held_out_template,precision,True,18,11,20,0.7157388373816616,0.7167174863340235,0.0,0.004449902477786649,not_computed_heterogeneous_prespecified_splits
published_textcnn_equivalent,held_out_template,roc_auc,True,18,11,20,0.9547042871900826,0.9538496863159324,0.0,0.0045681766368124155,not_computed_heterogeneous_prespecified_splits
published_textcnn_equivalent,held_out_template,sensitivity,True,18,11,20,0.9727272727272728,0.9727272727272728,-0.00017778856451633462,0.0015572390572390349,not_computed_heterogeneous_prespecified_splits
published_textcnn_equivalent,held_out_template,specificity,True,18,11,20,0.615909090909091,0.6168310463121784,0.0,0.012728373321593656,not_computed_heterogeneous_prespecified_splits
published_textcnn_equivalent,held_out_template,tpr_at_fpr_0.01,True,18,11,20,0.5670454545454545,0.5988636363636364,0.0,0.12905018710103455,not_computed_heterogeneous_prespecified_splits
published_textcnn_equivalent,held_out_template,tpr_at_fpr_0.05,True,18,11,20,0.7897727272727273,0.7921252620545074,0.0,0.03407440017609509,not_computed_heterogeneous_prespecified_splits
published_textcnn_equivalent,leave_one_codec,balanced_accuracy,True,6,4,9,0.93125,0.9321912137151762,0.0002707156308851544,0.0016025641025640969,not_computed_heterogeneous_prespecified_splits
published_textcnn_equivalent,leave_one_codec,brier_score,False,6,4,9,0.05615824139931223,0.055837290625135386,-0.0003209507741768376,0.001666890754225936,not_computed_heterogeneous_prespecified_splits
published_textcnn_equivalent,leave_one_codec,f1,True,6,4,9,0.9306078473623381,0.931635950953544,0.00030645199311668536,0.001670843776106934,not_computed_heterogeneous_prespecified_splits
published_textcnn_equivalent,leave_one_codec,pr_auc,True,6,4,9,0.9865106458722596,0.987008647811615,6.839766970095917e-05,0.0008592085393089866,not_computed_heterogeneous_prespecified_splits
published_textcnn_equivalent,leave_one_codec,precision,True,6,4,9,0.9585369194940407,0.9594247560349256,0.0,0.0024838549428713996,not_computed_heterogeneous_prespecified_splits
published_textcnn_equivalent,leave_one_codec,roc_auc,True,6,4,9,0.9858757716049382,0.9863717420308716,6.701946368470324e-05,0.0008579019244973063,not_computed_heterogeneous_prespecified_splits
published_textcnn_equivalent,leave_one_codec,sensitivity,True,6,4,9,0.9236111111111112,0.925725696473797,0.0005341880341880323,0.0022988505747125743,not_computed_heterogeneous_prespecified_splits
published_textcnn_equivalent,leave_one_codec,specificity,True,6,4,9,0.961111111111111,0.9602084550944867,0.0,0.002136752136752129,not_computed_heterogeneous_prespecified_splits
published_textcnn_equivalent,leave_one_codec,tpr_at_fpr_0.01,True,6,4,9,0.7763888888888888,0.7785383166739099,0.0010536398467432817,0.004789272030651381,not_computed_heterogeneous_prespecified_splits
published_textcnn_equivalent,leave_one_codec,tpr_at_fpr_0.05,True,6,4,9,0.9319444444444445,0.9318412284513979,0.0,0.003625235404896343,not_computed_heterogeneous_prespecified_splits
published_textcnn_equivalent,leave_one_model,balanced_accuracy,True,3,0,0,0.8977272727272727,0.8977272727272727,0.0,0.0,not_computed_heterogeneous_prespecified_splits
published_textcnn_equivalent,leave_one_model,brier_score,False,3,0,0,0.07818550323170066,0.07818550323170066,0.0,0.0,not_computed_heterogeneous_prespecified_splits
published_textcnn_equivalent,leave_one_model,f1,True,3,0,0,0.8974943052391801,0.8974943052391801,0.0,0.0,not_computed_heterogeneous_prespecified_splits
published_textcnn_equivalent,leave_one_model,pr_auc,True,3,0,0,0.9636484970582366,0.9636484970582366,0.0,0.0,not_computed_heterogeneous_prespecified_splits
published_textcnn_equivalent,leave_one_model,precision,True,3,0,0,0.8748241912798875,0.8748241912798875,0.0,0.0,not_computed_heterogeneous_prespecified_splits
published_textcnn_equivalent,leave_one_model,roc_auc,True,3,0,0,0.9626193755739211,0.9626193755739211,0.0,0.0,not_computed_heterogeneous_prespecified_splits
published_textcnn_equivalent,leave_one_model,sensitivity,True,3,0,0,0.8954545454545455,0.8954545454545455,0.0,0.0,not_computed_heterogeneous_prespecified_splits
published_textcnn_equivalent,leave_one_model,specificity,True,3,0,0,0.8651515151515151,0.8651515151515151,0.0,0.0,not_computed_heterogeneous_prespecified_splits
published_textcnn_equivalent,leave_one_model,tpr_at_fpr_0.01,True,3,0,0,0.546969696969697,0.546969696969697,0.0,0.0,not_computed_heterogeneous_prespecified_splits
published_textcnn_equivalent,leave_one_model,tpr_at_fpr_0.05,True,3,0,0,0.8090909090909091,0.8090909090909091,0.0,0.0,not_computed_heterogeneous_prespecified_splits
published_textcnn_equivalent,matched,balanced_accuracy,True,1,1,3,0.9510101010101011,0.9533542976939203,0.002344196683819244,0.002344196683819244,not_computed_heterogeneous_prespecified_splits
published_textcnn_equivalent,matched,brier_score,False,1,1,3,0.0393204825324821,0.0371501230723123,-0.002170359460169795,0.002170359460169795,not_computed_heterogeneous_prespecified_splits
published_textcnn_equivalent,matched,f1,True,1,1,3,0.9508113590263692,0.9531825355076275,0.002371176481258397,0.002371176481258397,not_computed_heterogeneous_prespecified_splits
published_textcnn_equivalent,matched,pr_auc,True,1,1,3,0.9908610641184562,0.9915903164674215,0.0007292523489652591,0.0007292523489652591,not_computed_heterogeneous_prespecified_splits
published_textcnn_equivalent,matched,precision,True,1,1,3,0.9546843177189409,0.9567053854276664,0.0020210677087254547,0.0020210677087254547,not_computed_heterogeneous_prespecified_splits
published_textcnn_equivalent,matched,roc_auc,True,1,1,3,0.9901902867054382,0.9909184653384844,0.0007281786330461948,0.0007281786330461948,not_computed_heterogeneous_prespecified_splits
published_textcnn_equivalent,matched,sensitivity,True,1,1,3,0.946969696969697,0.949685534591195,0.002715837621497963,0.002715837621497963,not_computed_heterogeneous_prespecified_splits
published_textcnn_equivalent,matched,specificity,True,1,1,3,0.955050505050505,0.9570230607966457,0.0019725557461406362,0.0019725557461406362,not_computed_heterogeneous_prespecified_splits
published_textcnn_equivalent,matched,tpr_at_fpr_0.01,True,1,1,3,0.8409090909090909,0.8668763102725366,0.025967219363445704,0.025967219363445704,not_computed_heterogeneous_prespecified_splits
published_textcnn_equivalent,matched,tpr_at_fpr_0.05,True,1,1,3,0.95,0.9554507337526206,0.005450733752620618,0.005450733752620618,not_computed_heterogeneous_prespecified_splits
