trial_id,model_id,protocol_variant,payload_name,representation_name,H_bits,alphabet_size_B,theoretical_n_B,observed_n_forced,observed_n_tail,R_B_bits_per_forced_token,observed_rate_bits_per_forced_token,R_effective_bits_per_forced_plus_tail_token,rate_upper_bound_bits_per_forced_token,code_space_slack_bits,literal_padding_bits
revision_v1_smoke_v3_payload_fidelity_v2__4be2b9486882e2972e7d,llama3_8b_instruct_q4_k_m,segmented_hex_single_topic,revision_v1_hmac_sha256_hex_015,hex_nibble,256.0,16,64,64,147,4.0,4.0,1.2132701421800949,4.0,0.0,0
revision_v1_smoke_v3_payload_fidelity_v2__4be2b9486882e2972e7d,llama3_8b_instruct_q4_k_m,segmented_hex_single_topic,revision_v1_hmac_sha256_hex_015,hex_nibble,256.0,16,64,64,147,4.0,4.0,1.2132701421800949,4.0,0.0,0
revision_v1_smoke_v3_payload_fidelity_v2__e9eccb6fef0e27a39e65,llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic,revision_v1_nonce_96_bit_hex_009,hex_nibble,96.0,16,24,24,55,4.0,4.0,1.2151898734177216,4.0,0.0,0
revision_v1_smoke_v3_payload_fidelity_v2__e9eccb6fef0e27a39e65,llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic,revision_v1_nonce_96_bit_hex_009,hex_nibble,96.0,16,24,24,55,4.0,4.0,1.2151898734177216,4.0,0.0,0
revision_v1_smoke_v3_payload_fidelity_v2__e9eccb6fef0e27a39e65,llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic,revision_v1_nonce_96_bit_hex_009,hex_nibble,96.0,16,24,24,55,4.0,4.0,1.2151898734177216,4.0,0.0,0
revision_v1_smoke_v3_payload_fidelity_v2__6b3d576ef3dd8b206c3c,llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic,revision_v1_sha256_hex_000,hex_nibble,256.0,16,64,64,320,4.0,4.0,0.6666666666666666,4.0,0.0,0
revision_v1_smoke_v3_payload_fidelity_v2__6b3d576ef3dd8b206c3c,llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic,revision_v1_sha256_hex_000,hex_nibble,256.0,16,64,64,320,4.0,4.0,0.6666666666666666,4.0,0.0,0
revision_v1_smoke_v3_payload_fidelity_v2__6b3d576ef3dd8b206c3c,llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic,revision_v1_sha256_hex_000,hex_nibble,256.0,16,64,64,320,4.0,4.0,0.6666666666666666,4.0,0.0,0
revision_v1_smoke_v3_payload_fidelity_v2__5ae7fc0932404d21420d,llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic,revision_v1_nonce_96_bit_hex_011,hex_nibble,96.0,16,24,24,195,4.0,4.0,0.4383561643835616,4.0,0.0,0
revision_v1_smoke_v3_payload_fidelity_v2__5ae7fc0932404d21420d,llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic,revision_v1_nonce_96_bit_hex_011,hex_nibble,96.0,16,24,24,195,4.0,4.0,0.4383561643835616,4.0,0.0,0
revision_v1_smoke_v3_payload_fidelity_v2__5ae7fc0932404d21420d,llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic,revision_v1_nonce_96_bit_hex_011,hex_nibble,96.0,16,24,24,195,4.0,4.0,0.4383561643835616,4.0,0.0,0
revision_v1_smoke_v3_payload_fidelity_v2__a2b08335891aefb13c6d,llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic,revision_v1_nonce_96_bit_hex_006,hex_nibble,96.0,16,24,24,303,4.0,4.0,0.29357798165137616,4.0,0.0,0
revision_v1_smoke_v3_payload_fidelity_v2__a2b08335891aefb13c6d,llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic,revision_v1_nonce_96_bit_hex_006,hex_nibble,96.0,16,24,24,303,4.0,4.0,0.29357798165137616,4.0,0.0,0
revision_v1_smoke_v3_payload_fidelity_v2__a2b08335891aefb13c6d,llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic,revision_v1_nonce_96_bit_hex_006,hex_nibble,96.0,16,24,24,303,4.0,4.0,0.29357798165137616,4.0,0.0,0
revision_v1_smoke_v3_payload_fidelity_v2__056b300c7d6bf037631f,llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic,revision_v1_token_128_bit_hex_000,hex_nibble,128.0,16,32,32,0,4.0,4.0,4.0,4.0,0.0,0
revision_v1_smoke_v3_payload_fidelity_v2__056b300c7d6bf037631f,llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic,revision_v1_token_128_bit_hex_000,hex_nibble,128.0,16,32,32,0,4.0,4.0,4.0,4.0,0.0,0
revision_v1_smoke_v3_payload_fidelity_v2__056b300c7d6bf037631f,llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic,revision_v1_token_128_bit_hex_000,hex_nibble,128.0,16,32,32,0,4.0,4.0,4.0,4.0,0.0,0
revision_v1_smoke_v3_payload_fidelity_v2__f76b627129a01c577058,llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic,revision_v1_sha256_hex_004,hex_nibble,256.0,16,64,64,289,4.0,4.0,0.7252124645892352,4.0,0.0,0
revision_v1_smoke_v3_payload_fidelity_v2__f76b627129a01c577058,llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic,revision_v1_sha256_hex_004,hex_nibble,256.0,16,64,64,289,4.0,4.0,0.7252124645892352,4.0,0.0,0
revision_v1_smoke_v3_payload_fidelity_v2__f76b627129a01c577058,llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic,revision_v1_sha256_hex_004,hex_nibble,256.0,16,64,64,289,4.0,4.0,0.7252124645892352,4.0,0.0,0
revision_v1_smoke_v3_payload_fidelity_v2__b2da5f662c97e99a5c9d,llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic,revision_v1_token_128_bit_hex_002,hex_nibble,128.0,16,32,32,40,4.0,4.0,1.7777777777777777,4.0,0.0,0
revision_v1_smoke_v3_payload_fidelity_v2__b2da5f662c97e99a5c9d,llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic,revision_v1_token_128_bit_hex_002,hex_nibble,128.0,16,32,32,40,4.0,4.0,1.7777777777777777,4.0,0.0,0
revision_v1_smoke_v3_payload_fidelity_v2__b2da5f662c97e99a5c9d,llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic,revision_v1_token_128_bit_hex_002,hex_nibble,128.0,16,32,32,40,4.0,4.0,1.7777777777777777,4.0,0.0,0
revision_v1_smoke_v3_payload_fidelity_v2__e1ea92a57efe11f94c71,mistral_7b_instruct_v0_3_q4_k_m,nonseg_ascii_b8,revision_v1_uuid_v4_013,ascii_b8,288.0,8,96,96,0,3.0,3.0,3.0,3.0,0.0,0
revision_v1_smoke_v3_payload_fidelity_v2__e1ea92a57efe11f94c71,mistral_7b_instruct_v0_3_q4_k_m,nonseg_ascii_b8,revision_v1_uuid_v4_013,ascii_b8,288.0,8,96,96,0,3.0,3.0,3.0,3.0,0.0,0
revision_v1_smoke_v3_payload_fidelity_v2__e1ea92a57efe11f94c71,mistral_7b_instruct_v0_3_q4_k_m,nonseg_ascii_b8,revision_v1_uuid_v4_013,ascii_b8,288.0,8,96,96,0,3.0,3.0,3.0,3.0,0.0,0
revision_v1_smoke_v3_payload_fidelity_v2__eaf22b34a8639521463b,mistral_7b_instruct_v0_3_q4_k_m,nonseg_ascii_b16,revision_v1_aes256_gcm_base64_007,ascii_b16,512.0,16,128,128,0,4.0,4.0,4.0,4.0,0.0,0
revision_v1_smoke_v3_payload_fidelity_v2__eaf22b34a8639521463b,mistral_7b_instruct_v0_3_q4_k_m,nonseg_ascii_b16,revision_v1_aes256_gcm_base64_007,ascii_b16,512.0,16,128,128,0,4.0,4.0,4.0,4.0,0.0,0
revision_v1_smoke_v3_payload_fidelity_v2__eaf22b34a8639521463b,mistral_7b_instruct_v0_3_q4_k_m,nonseg_ascii_b16,revision_v1_aes256_gcm_base64_007,ascii_b16,512.0,16,128,128,0,4.0,4.0,4.0,4.0,0.0,0
revision_v1_smoke_v3_payload_fidelity_v2__8a88b27e611eba7a3043,mistral_7b_instruct_v0_3_q4_k_m,nonseg_hex_nibble_b16,revision_v1_nonce_96_bit_hex_011,hex_nibble,96.0,16,24,24,0,4.0,4.0,4.0,4.0,0.0,0
revision_v1_smoke_v3_payload_fidelity_v2__8a88b27e611eba7a3043,mistral_7b_instruct_v0_3_q4_k_m,nonseg_hex_nibble_b16,revision_v1_nonce_96_bit_hex_011,hex_nibble,96.0,16,24,24,0,4.0,4.0,4.0,4.0,0.0,0
revision_v1_smoke_v3_payload_fidelity_v2__8a88b27e611eba7a3043,mistral_7b_instruct_v0_3_q4_k_m,nonseg_hex_nibble_b16,revision_v1_nonce_96_bit_hex_011,hex_nibble,96.0,16,24,24,0,4.0,4.0,4.0,4.0,0.0,0
revision_v1_smoke_v3_payload_fidelity_v2__8033ca4a553d719e4dc1,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_single_topic,revision_v1_token_128_bit_hex_005,hex_nibble,128.0,16,32,32,115,4.0,4.0,0.8707482993197279,4.0,0.0,0
revision_v1_smoke_v3_payload_fidelity_v2__8033ca4a553d719e4dc1,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_single_topic,revision_v1_token_128_bit_hex_005,hex_nibble,128.0,16,32,32,115,4.0,4.0,0.8707482993197279,4.0,0.0,0
revision_v1_smoke_v3_payload_fidelity_v2__8033ca4a553d719e4dc1,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_single_topic,revision_v1_token_128_bit_hex_005,hex_nibble,128.0,16,32,32,115,4.0,4.0,0.8707482993197279,4.0,0.0,0
revision_v1_smoke_v3_payload_fidelity_v2__a6978e1928837feca88c,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_multi_topic,revision_v1_sha256_hex_003,hex_nibble,256.0,16,64,64,204,4.0,4.0,0.9552238805970149,4.0,0.0,0
revision_v1_smoke_v3_payload_fidelity_v2__a6978e1928837feca88c,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_multi_topic,revision_v1_sha256_hex_003,hex_nibble,256.0,16,64,64,204,4.0,4.0,0.9552238805970149,4.0,0.0,0
revision_v1_smoke_v3_payload_fidelity_v2__a6978e1928837feca88c,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_multi_topic,revision_v1_sha256_hex_003,hex_nibble,256.0,16,64,64,204,4.0,4.0,0.9552238805970149,4.0,0.0,0
revision_v1_smoke_v3_payload_fidelity_v2__223c8cb8ccd99b539e82,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_multi_topic,revision_v1_nonce_96_bit_hex_008,hex_nibble,96.0,16,24,24,120,4.0,4.0,0.6666666666666666,4.0,0.0,0
revision_v1_smoke_v3_payload_fidelity_v2__223c8cb8ccd99b539e82,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_multi_topic,revision_v1_nonce_96_bit_hex_008,hex_nibble,96.0,16,24,24,120,4.0,4.0,0.6666666666666666,4.0,0.0,0
revision_v1_smoke_v3_payload_fidelity_v2__223c8cb8ccd99b539e82,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_multi_topic,revision_v1_nonce_96_bit_hex_008,hex_nibble,96.0,16,24,24,120,4.0,4.0,0.6666666666666666,4.0,0.0,0
revision_v1_smoke_v3_payload_fidelity_v2__cc404a3cf444ae761fcf,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_multi_topic,revision_v1_sha256_hex_000,hex_nibble,256.0,16,64,64,608,4.0,4.0,0.38095238095238093,4.0,0.0,0
revision_v1_smoke_v3_payload_fidelity_v2__cc404a3cf444ae761fcf,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_multi_topic,revision_v1_sha256_hex_000,hex_nibble,256.0,16,64,64,608,4.0,4.0,0.38095238095238093,4.0,0.0,0
revision_v1_smoke_v3_payload_fidelity_v2__cc404a3cf444ae761fcf,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_multi_topic,revision_v1_sha256_hex_000,hex_nibble,256.0,16,64,64,608,4.0,4.0,0.38095238095238093,4.0,0.0,0
revision_v1_smoke_v3_payload_fidelity_v2__7ae6fbb5b82766f317eb,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_multi_topic,revision_v1_token_128_bit_hex_004,hex_nibble,128.0,16,32,32,0,4.0,4.0,4.0,4.0,0.0,0
revision_v1_smoke_v3_payload_fidelity_v2__7ae6fbb5b82766f317eb,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_multi_topic,revision_v1_token_128_bit_hex_004,hex_nibble,128.0,16,32,32,0,4.0,4.0,4.0,4.0,0.0,0
revision_v1_smoke_v3_payload_fidelity_v2__7ae6fbb5b82766f317eb,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_multi_topic,revision_v1_token_128_bit_hex_004,hex_nibble,128.0,16,32,32,0,4.0,4.0,4.0,4.0,0.0,0
revision_v1_smoke_v3_payload_fidelity_v2__f0bb2c8cbca05d915e48,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_multi_topic,revision_v1_nonce_96_bit_hex_006,hex_nibble,96.0,16,24,24,116,4.0,4.0,0.6857142857142857,4.0,0.0,0
revision_v1_smoke_v3_payload_fidelity_v2__f0bb2c8cbca05d915e48,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_multi_topic,revision_v1_nonce_96_bit_hex_006,hex_nibble,96.0,16,24,24,116,4.0,4.0,0.6857142857142857,4.0,0.0,0
revision_v1_smoke_v3_payload_fidelity_v2__f0bb2c8cbca05d915e48,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_multi_topic,revision_v1_nonce_96_bit_hex_006,hex_nibble,96.0,16,24,24,116,4.0,4.0,0.6857142857142857,4.0,0.0,0
revision_v1_smoke_v3_payload_fidelity_v2__5c0057f4938b97a1a9ee,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_multi_topic,revision_v1_token_128_bit_hex_000,hex_nibble,128.0,16,32,32,51,4.0,4.0,1.5421686746987953,4.0,0.0,0
revision_v1_smoke_v3_payload_fidelity_v2__5c0057f4938b97a1a9ee,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_multi_topic,revision_v1_token_128_bit_hex_000,hex_nibble,128.0,16,32,32,51,4.0,4.0,1.5421686746987953,4.0,0.0,0
revision_v1_smoke_v3_payload_fidelity_v2__5c0057f4938b97a1a9ee,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_multi_topic,revision_v1_token_128_bit_hex_000,hex_nibble,128.0,16,32,32,51,4.0,4.0,1.5421686746987953,4.0,0.0,0
revision_v1_smoke_v3_payload_fidelity_v2__41f763b279e02bc317de,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b8,revision_v1_uuid_v4_014,ascii_b8,288.0,8,96,96,0,3.0,3.0,3.0,3.0,0.0,0
revision_v1_smoke_v3_payload_fidelity_v2__41f763b279e02bc317de,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b8,revision_v1_uuid_v4_014,ascii_b8,288.0,8,96,96,0,3.0,3.0,3.0,3.0,0.0,0
revision_v1_smoke_v3_payload_fidelity_v2__41f763b279e02bc317de,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b8,revision_v1_uuid_v4_014,ascii_b8,288.0,8,96,96,0,3.0,3.0,3.0,3.0,0.0,0
revision_v1_smoke_v3_payload_fidelity_v2__964138cb19ebfaf3ee33,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b16,revision_v1_chacha20_poly1305_base64_001,ascii_b16,512.0,16,128,128,0,4.0,4.0,4.0,4.0,0.0,0
revision_v1_smoke_v3_payload_fidelity_v2__964138cb19ebfaf3ee33,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b16,revision_v1_chacha20_poly1305_base64_001,ascii_b16,512.0,16,128,128,0,4.0,4.0,4.0,4.0,0.0,0
revision_v1_smoke_v3_payload_fidelity_v2__964138cb19ebfaf3ee33,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b16,revision_v1_chacha20_poly1305_base64_001,ascii_b16,512.0,16,128,128,0,4.0,4.0,4.0,4.0,0.0,0
revision_v1_smoke_v3_payload_fidelity_v2__1f886446d8333cadc432,qwen2_5_7b_instruct_q4_k_m,nonseg_hex_nibble_b16,revision_v1_token_128_bit_hex_005,hex_nibble,128.0,16,32,32,0,4.0,4.0,4.0,4.0,0.0,0
revision_v1_smoke_v3_payload_fidelity_v2__1f886446d8333cadc432,qwen2_5_7b_instruct_q4_k_m,nonseg_hex_nibble_b16,revision_v1_token_128_bit_hex_005,hex_nibble,128.0,16,32,32,0,4.0,4.0,4.0,4.0,0.0,0
revision_v1_smoke_v3_payload_fidelity_v2__1f886446d8333cadc432,qwen2_5_7b_instruct_q4_k_m,nonseg_hex_nibble_b16,revision_v1_token_128_bit_hex_005,hex_nibble,128.0,16,32,32,0,4.0,4.0,4.0,4.0,0.0,0
revision_v1_smoke_v3_payload_fidelity_v2__1dee5a1637d5813833c5,qwen2_5_7b_instruct_q4_k_m,segmented_hex_single_topic,revision_v1_sha256_hex_003,hex_nibble,256.0,16,64,64,380,4.0,4.0,0.5765765765765766,4.0,0.0,0
revision_v1_smoke_v3_payload_fidelity_v2__1dee5a1637d5813833c5,qwen2_5_7b_instruct_q4_k_m,segmented_hex_single_topic,revision_v1_sha256_hex_003,hex_nibble,256.0,16,64,64,380,4.0,4.0,0.5765765765765766,4.0,0.0,0
revision_v1_smoke_v3_payload_fidelity_v2__1dee5a1637d5813833c5,qwen2_5_7b_instruct_q4_k_m,segmented_hex_single_topic,revision_v1_sha256_hex_003,hex_nibble,256.0,16,64,64,380,4.0,4.0,0.5765765765765766,4.0,0.0,0
revision_v1_smoke_v3_payload_fidelity_v2__b8a33ca0fa20e53059df,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,revision_v1_hmac_sha256_hex_015,hex_nibble,256.0,16,64,64,601,4.0,4.0,0.3849624060150376,4.0,0.0,0
revision_v1_smoke_v3_payload_fidelity_v2__b8a33ca0fa20e53059df,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,revision_v1_hmac_sha256_hex_015,hex_nibble,256.0,16,64,64,601,4.0,4.0,0.3849624060150376,4.0,0.0,0
revision_v1_smoke_v3_payload_fidelity_v2__b8a33ca0fa20e53059df,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,revision_v1_hmac_sha256_hex_015,hex_nibble,256.0,16,64,64,601,4.0,4.0,0.3849624060150376,4.0,0.0,0
revision_v1_smoke_v3_payload_fidelity_v2__7c77c89ca0168b631a29,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,revision_v1_nonce_96_bit_hex_009,hex_nibble,96.0,16,24,24,120,4.0,4.0,0.6666666666666666,4.0,0.0,0
revision_v1_smoke_v3_payload_fidelity_v2__7c77c89ca0168b631a29,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,revision_v1_nonce_96_bit_hex_009,hex_nibble,96.0,16,24,24,120,4.0,4.0,0.6666666666666666,4.0,0.0,0
revision_v1_smoke_v3_payload_fidelity_v2__7c77c89ca0168b631a29,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,revision_v1_nonce_96_bit_hex_009,hex_nibble,96.0,16,24,24,120,4.0,4.0,0.6666666666666666,4.0,0.0,0
revision_v1_smoke_v3_payload_fidelity_v2__23039c8009c1f627ed30,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,revision_v1_nonce_96_bit_hex_010,hex_nibble,96.0,16,24,24,288,4.0,4.0,0.3076923076923077,4.0,0.0,0
revision_v1_smoke_v3_payload_fidelity_v2__23039c8009c1f627ed30,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,revision_v1_nonce_96_bit_hex_010,hex_nibble,96.0,16,24,24,288,4.0,4.0,0.3076923076923077,4.0,0.0,0
revision_v1_smoke_v3_payload_fidelity_v2__23039c8009c1f627ed30,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,revision_v1_nonce_96_bit_hex_010,hex_nibble,96.0,16,24,24,288,4.0,4.0,0.3076923076923077,4.0,0.0,0
revision_v1_smoke_v3_payload_fidelity_v2__f1a7d6c165c3a6f5b00c,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,revision_v1_token_128_bit_hex_004,hex_nibble,128.0,16,32,32,71,4.0,4.0,1.2427184466019416,4.0,0.0,0
revision_v1_smoke_v3_payload_fidelity_v2__f1a7d6c165c3a6f5b00c,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,revision_v1_token_128_bit_hex_004,hex_nibble,128.0,16,32,32,71,4.0,4.0,1.2427184466019416,4.0,0.0,0
revision_v1_smoke_v3_payload_fidelity_v2__f1a7d6c165c3a6f5b00c,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,revision_v1_token_128_bit_hex_004,hex_nibble,128.0,16,32,32,71,4.0,4.0,1.2427184466019416,4.0,0.0,0
revision_v1_smoke_v3_payload_fidelity_v2__ad19c1de5cd61015bce9,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,revision_v1_sha256_hex_002,hex_nibble,256.0,16,64,64,0,4.0,4.0,4.0,4.0,0.0,0
revision_v1_smoke_v3_payload_fidelity_v2__ad19c1de5cd61015bce9,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,revision_v1_sha256_hex_002,hex_nibble,256.0,16,64,64,0,4.0,4.0,4.0,4.0,0.0,0
revision_v1_smoke_v3_payload_fidelity_v2__ad19c1de5cd61015bce9,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,revision_v1_sha256_hex_002,hex_nibble,256.0,16,64,64,0,4.0,4.0,4.0,4.0,0.0,0
revision_v1_smoke_v3_payload_fidelity_v2__51f1b6b76c3168535706,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,revision_v1_nonce_96_bit_hex_007,hex_nibble,96.0,16,24,24,84,4.0,4.0,0.8888888888888888,4.0,0.0,0
revision_v1_smoke_v3_payload_fidelity_v2__51f1b6b76c3168535706,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,revision_v1_nonce_96_bit_hex_007,hex_nibble,96.0,16,24,24,84,4.0,4.0,0.8888888888888888,4.0,0.0,0
revision_v1_smoke_v3_payload_fidelity_v2__51f1b6b76c3168535706,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,revision_v1_nonce_96_bit_hex_007,hex_nibble,96.0,16,24,24,84,4.0,4.0,0.8888888888888888,4.0,0.0,0
revision_v1_smoke_v3_payload_fidelity_v2__28a02a2d5be9b0b0ec4c,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,revision_v1_nonce_96_bit_hex_008,hex_nibble,96.0,16,24,24,272,4.0,4.0,0.32432432432432434,4.0,0.0,0
revision_v1_smoke_v3_payload_fidelity_v2__28a02a2d5be9b0b0ec4c,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,revision_v1_nonce_96_bit_hex_008,hex_nibble,96.0,16,24,24,272,4.0,4.0,0.32432432432432434,4.0,0.0,0
revision_v1_smoke_v3_payload_fidelity_v2__28a02a2d5be9b0b0ec4c,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,revision_v1_nonce_96_bit_hex_008,hex_nibble,96.0,16,24,24,272,4.0,4.0,0.32432432432432434,4.0,0.0,0
