source_trial_id,model_id,arm,segment_index,source_and_observed_text_equal,source_and_observed_full_ids_equal,source_and_observed_forced_ids_equal,first_token_difference,first_rank_difference_or_missing,rank_recovery_error,exact_ranks
revision_v1_primary_v2_payload_fidelity_v2__fccf75a89a2b0cd9f2d9,llama3_8b_instruct_q4_k_m,trailing_trim_only,6,True,True,True,,,,True
revision_v1_primary_v2_payload_fidelity_v2__fccf75a89a2b0cd9f2d9,llama3_8b_instruct_q4_k_m,trailing_trim_only,7,True,True,True,,,,True
revision_v1_primary_v2_payload_fidelity_v2__fccf75a89a2b0cd9f2d9,llama3_8b_instruct_q4_k_m,line_endings_only,0,True,True,True,,,,True
revision_v1_primary_v2_payload_fidelity_v2__fccf75a89a2b0cd9f2d9,llama3_8b_instruct_q4_k_m,line_endings_only,1,True,True,True,,,,True
revision_v1_primary_v2_payload_fidelity_v2__fccf75a89a2b0cd9f2d9,llama3_8b_instruct_q4_k_m,line_endings_only,2,True,True,True,,,,True
revision_v1_primary_v2_payload_fidelity_v2__fccf75a89a2b0cd9f2d9,llama3_8b_instruct_q4_k_m,line_endings_only,3,True,True,True,,,,True
revision_v1_primary_v2_payload_fidelity_v2__fccf75a89a2b0cd9f2d9,llama3_8b_instruct_q4_k_m,line_endings_only,4,True,True,True,,,,True
revision_v1_primary_v2_payload_fidelity_v2__fccf75a89a2b0cd9f2d9,llama3_8b_instruct_q4_k_m,line_endings_only,5,True,True,True,,,,True
revision_v1_primary_v2_payload_fidelity_v2__fccf75a89a2b0cd9f2d9,llama3_8b_instruct_q4_k_m,line_endings_only,6,True,True,True,,,,True
revision_v1_primary_v2_payload_fidelity_v2__fccf75a89a2b0cd9f2d9,llama3_8b_instruct_q4_k_m,line_endings_only,7,True,True,True,,,,True
revision_v1_primary_v2_payload_fidelity_v2__fccf75a89a2b0cd9f2d9,llama3_8b_instruct_q4_k_m,declared_wrapper_removal,0,False,False,False,0,0,,False
revision_v1_primary_v2_payload_fidelity_v2__fccf75a89a2b0cd9f2d9,llama3_8b_instruct_q4_k_m,declared_wrapper_removal,1,False,False,False,0,0,,False
revision_v1_primary_v2_payload_fidelity_v2__fccf75a89a2b0cd9f2d9,llama3_8b_instruct_q4_k_m,declared_wrapper_removal,2,False,False,False,0,0,,False
revision_v1_primary_v2_payload_fidelity_v2__fccf75a89a2b0cd9f2d9,llama3_8b_instruct_q4_k_m,declared_wrapper_removal,3,False,False,False,0,0,,False
revision_v1_primary_v2_payload_fidelity_v2__fccf75a89a2b0cd9f2d9,llama3_8b_instruct_q4_k_m,declared_wrapper_removal,4,False,False,False,0,0,,False
revision_v1_primary_v2_payload_fidelity_v2__fccf75a89a2b0cd9f2d9,llama3_8b_instruct_q4_k_m,declared_wrapper_removal,5,False,False,False,0,0,,False
revision_v1_primary_v2_payload_fidelity_v2__fccf75a89a2b0cd9f2d9,llama3_8b_instruct_q4_k_m,declared_wrapper_removal,6,True,True,True,,,,True
revision_v1_primary_v2_payload_fidelity_v2__fccf75a89a2b0cd9f2d9,llama3_8b_instruct_q4_k_m,declared_wrapper_removal,7,True,True,True,,,,True
revision_v1_primary_v2_payload_fidelity_v2__3d8e737071055655598d,llama3_8b_instruct_q4_k_m,prefix_only,0,False,False,False,0,0,ValueError: target token 29 is not allowed by the token filter,False
revision_v1_primary_v2_payload_fidelity_v2__3d8e737071055655598d,llama3_8b_instruct_q4_k_m,prefix_only,1,False,False,False,0,0,target token 29 is not allowed by the token filter,False
revision_v1_primary_v2_payload_fidelity_v2__3d8e737071055655598d,llama3_8b_instruct_q4_k_m,prefix_only,2,False,False,False,0,0,ValueError: target token 29 is not allowed by the token filter,False
revision_v1_primary_v2_payload_fidelity_v2__3d8e737071055655598d,llama3_8b_instruct_q4_k_m,outer_trim_only,0,True,True,True,,,,True
revision_v1_primary_v2_payload_fidelity_v2__3d8e737071055655598d,llama3_8b_instruct_q4_k_m,outer_trim_only,1,False,False,False,0,0,,False
revision_v1_primary_v2_payload_fidelity_v2__3d8e737071055655598d,llama3_8b_instruct_q4_k_m,outer_trim_only,2,True,True,True,,,,True
revision_v1_primary_v2_payload_fidelity_v2__3d8e737071055655598d,llama3_8b_instruct_q4_k_m,trailing_trim_only,0,True,True,True,,,,True
revision_v1_primary_v2_payload_fidelity_v2__3d8e737071055655598d,llama3_8b_instruct_q4_k_m,trailing_trim_only,1,False,False,False,0,0,,False
revision_v1_primary_v2_payload_fidelity_v2__3d8e737071055655598d,llama3_8b_instruct_q4_k_m,trailing_trim_only,2,True,True,True,,,,True
revision_v1_primary_v2_payload_fidelity_v2__3d8e737071055655598d,llama3_8b_instruct_q4_k_m,line_endings_only,0,True,True,True,,,,True
revision_v1_primary_v2_payload_fidelity_v2__3d8e737071055655598d,llama3_8b_instruct_q4_k_m,line_endings_only,1,True,False,False,3,3,,False
revision_v1_primary_v2_payload_fidelity_v2__3d8e737071055655598d,llama3_8b_instruct_q4_k_m,line_endings_only,2,True,True,True,,,,True
revision_v1_primary_v2_payload_fidelity_v2__3d8e737071055655598d,llama3_8b_instruct_q4_k_m,declared_wrapper_removal,0,True,True,True,,,,True
revision_v1_primary_v2_payload_fidelity_v2__3d8e737071055655598d,llama3_8b_instruct_q4_k_m,declared_wrapper_removal,1,False,False,False,0,0,,False
revision_v1_primary_v2_payload_fidelity_v2__3d8e737071055655598d,llama3_8b_instruct_q4_k_m,declared_wrapper_removal,2,True,True,True,,,,True
revision_v1_primary_v2_payload_fidelity_v2__70422a061f8a57dfacd2,mistral_7b_instruct_v0_3_q4_k_m,prefix_only,0,False,False,False,0,0,target token 1644 is not allowed by the token filter,False
revision_v1_primary_v2_payload_fidelity_v2__70422a061f8a57dfacd2,mistral_7b_instruct_v0_3_q4_k_m,prefix_only,1,False,False,False,0,0,target token 1644 is not allowed by the token filter,False
revision_v1_primary_v2_payload_fidelity_v2__70422a061f8a57dfacd2,mistral_7b_instruct_v0_3_q4_k_m,prefix_only,2,False,False,False,0,0,target token 1644 is not allowed by the token filter,False
revision_v1_primary_v2_payload_fidelity_v2__70422a061f8a57dfacd2,mistral_7b_instruct_v0_3_q4_k_m,prefix_only,3,False,False,False,0,0,target token 1644 is not allowed by the token filter,False
revision_v1_primary_v2_payload_fidelity_v2__70422a061f8a57dfacd2,mistral_7b_instruct_v0_3_q4_k_m,outer_trim_only,0,False,True,True,,,,True
revision_v1_primary_v2_payload_fidelity_v2__70422a061f8a57dfacd2,mistral_7b_instruct_v0_3_q4_k_m,outer_trim_only,1,False,False,True,15,,,True
revision_v1_primary_v2_payload_fidelity_v2__70422a061f8a57dfacd2,mistral_7b_instruct_v0_3_q4_k_m,outer_trim_only,2,False,True,True,,,,True
revision_v1_primary_v2_payload_fidelity_v2__70422a061f8a57dfacd2,mistral_7b_instruct_v0_3_q4_k_m,outer_trim_only,3,False,True,True,,,,True
revision_v1_primary_v2_payload_fidelity_v2__70422a061f8a57dfacd2,mistral_7b_instruct_v0_3_q4_k_m,trailing_trim_only,0,True,False,False,0,0,,False
revision_v1_primary_v2_payload_fidelity_v2__70422a061f8a57dfacd2,mistral_7b_instruct_v0_3_q4_k_m,trailing_trim_only,1,True,False,False,0,0,,False
revision_v1_primary_v2_payload_fidelity_v2__70422a061f8a57dfacd2,mistral_7b_instruct_v0_3_q4_k_m,trailing_trim_only,2,True,False,False,0,0,,False
revision_v1_primary_v2_payload_fidelity_v2__70422a061f8a57dfacd2,mistral_7b_instruct_v0_3_q4_k_m,trailing_trim_only,3,True,False,False,0,0,,False
revision_v1_primary_v2_payload_fidelity_v2__70422a061f8a57dfacd2,mistral_7b_instruct_v0_3_q4_k_m,line_endings_only,0,True,False,False,0,0,,False
revision_v1_primary_v2_payload_fidelity_v2__70422a061f8a57dfacd2,mistral_7b_instruct_v0_3_q4_k_m,line_endings_only,1,True,False,False,0,0,,False
revision_v1_primary_v2_payload_fidelity_v2__70422a061f8a57dfacd2,mistral_7b_instruct_v0_3_q4_k_m,line_endings_only,2,True,False,False,0,0,,False
revision_v1_primary_v2_payload_fidelity_v2__70422a061f8a57dfacd2,mistral_7b_instruct_v0_3_q4_k_m,line_endings_only,3,True,False,False,0,0,,False
revision_v1_primary_v2_payload_fidelity_v2__70422a061f8a57dfacd2,mistral_7b_instruct_v0_3_q4_k_m,declared_wrapper_removal,0,False,True,True,,,,True
revision_v1_primary_v2_payload_fidelity_v2__70422a061f8a57dfacd2,mistral_7b_instruct_v0_3_q4_k_m,declared_wrapper_removal,1,False,False,True,15,,,True
revision_v1_primary_v2_payload_fidelity_v2__70422a061f8a57dfacd2,mistral_7b_instruct_v0_3_q4_k_m,declared_wrapper_removal,2,False,True,True,,,,True
revision_v1_primary_v2_payload_fidelity_v2__70422a061f8a57dfacd2,mistral_7b_instruct_v0_3_q4_k_m,declared_wrapper_removal,3,False,True,True,,,,True
revision_v1_primary_v2_payload_fidelity_v2__dd9522ef99d2c56aaf0b,qwen2_5_7b_instruct_q4_k_m,prefix_only,0,False,False,False,0,0,target token 29 is not allowed by the token filter,False
revision_v1_primary_v2_payload_fidelity_v2__dd9522ef99d2c56aaf0b,qwen2_5_7b_instruct_q4_k_m,prefix_only,1,False,False,False,0,0,target token 29 is not allowed by the token filter,False
revision_v1_primary_v2_payload_fidelity_v2__dd9522ef99d2c56aaf0b,qwen2_5_7b_instruct_q4_k_m,prefix_only,2,False,False,False,0,0,target token 29 is not allowed by the token filter,False
revision_v1_primary_v2_payload_fidelity_v2__dd9522ef99d2c56aaf0b,qwen2_5_7b_instruct_q4_k_m,prefix_only,3,False,False,False,0,0,target token 29 is not allowed by the token filter,False
revision_v1_primary_v2_payload_fidelity_v2__dd9522ef99d2c56aaf0b,qwen2_5_7b_instruct_q4_k_m,prefix_only,4,False,False,False,0,0,target token 29 is not allowed by the token filter,False
revision_v1_primary_v2_payload_fidelity_v2__dd9522ef99d2c56aaf0b,qwen2_5_7b_instruct_q4_k_m,prefix_only,5,False,False,False,0,0,target token 29 is not allowed by the token filter,False
revision_v1_primary_v2_payload_fidelity_v2__dd9522ef99d2c56aaf0b,qwen2_5_7b_instruct_q4_k_m,prefix_only,6,False,False,False,0,0,target token 29 is not allowed by the token filter,False
revision_v1_primary_v2_payload_fidelity_v2__dd9522ef99d2c56aaf0b,qwen2_5_7b_instruct_q4_k_m,prefix_only,7,False,False,False,0,0,target token 29 is not allowed by the token filter,False
revision_v1_primary_v2_payload_fidelity_v2__dd9522ef99d2c56aaf0b,qwen2_5_7b_instruct_q4_k_m,outer_trim_only,0,False,False,False,0,0,,False
revision_v1_primary_v2_payload_fidelity_v2__dd9522ef99d2c56aaf0b,qwen2_5_7b_instruct_q4_k_m,outer_trim_only,1,False,False,False,0,0,,False
revision_v1_primary_v2_payload_fidelity_v2__dd9522ef99d2c56aaf0b,qwen2_5_7b_instruct_q4_k_m,outer_trim_only,2,False,False,False,0,0,,False
revision_v1_primary_v2_payload_fidelity_v2__dd9522ef99d2c56aaf0b,qwen2_5_7b_instruct_q4_k_m,outer_trim_only,3,False,False,False,0,0,,False
revision_v1_primary_v2_payload_fidelity_v2__dd9522ef99d2c56aaf0b,qwen2_5_7b_instruct_q4_k_m,outer_trim_only,4,False,False,False,0,0,,False
revision_v1_primary_v2_payload_fidelity_v2__dd9522ef99d2c56aaf0b,qwen2_5_7b_instruct_q4_k_m,outer_trim_only,5,False,False,False,0,0,,False
revision_v1_primary_v2_payload_fidelity_v2__dd9522ef99d2c56aaf0b,qwen2_5_7b_instruct_q4_k_m,outer_trim_only,6,False,False,False,0,0,,False
revision_v1_primary_v2_payload_fidelity_v2__dd9522ef99d2c56aaf0b,qwen2_5_7b_instruct_q4_k_m,outer_trim_only,7,False,False,False,0,0,,False
revision_v1_primary_v2_payload_fidelity_v2__dd9522ef99d2c56aaf0b,qwen2_5_7b_instruct_q4_k_m,trailing_trim_only,0,True,True,True,,,,True
revision_v1_primary_v2_payload_fidelity_v2__dd9522ef99d2c56aaf0b,qwen2_5_7b_instruct_q4_k_m,trailing_trim_only,1,True,True,True,,,,True
revision_v1_primary_v2_payload_fidelity_v2__dd9522ef99d2c56aaf0b,qwen2_5_7b_instruct_q4_k_m,trailing_trim_only,2,True,True,True,,,,True
revision_v1_primary_v2_payload_fidelity_v2__dd9522ef99d2c56aaf0b,qwen2_5_7b_instruct_q4_k_m,trailing_trim_only,3,True,True,True,,,,True
revision_v1_primary_v2_payload_fidelity_v2__dd9522ef99d2c56aaf0b,qwen2_5_7b_instruct_q4_k_m,trailing_trim_only,4,True,True,True,,,,True
revision_v1_primary_v2_payload_fidelity_v2__dd9522ef99d2c56aaf0b,qwen2_5_7b_instruct_q4_k_m,trailing_trim_only,5,True,True,True,,,,True
revision_v1_primary_v2_payload_fidelity_v2__dd9522ef99d2c56aaf0b,qwen2_5_7b_instruct_q4_k_m,trailing_trim_only,6,True,True,True,,,,True
revision_v1_primary_v2_payload_fidelity_v2__dd9522ef99d2c56aaf0b,qwen2_5_7b_instruct_q4_k_m,trailing_trim_only,7,True,True,True,,,,True
revision_v1_primary_v2_payload_fidelity_v2__dd9522ef99d2c56aaf0b,qwen2_5_7b_instruct_q4_k_m,line_endings_only,0,True,True,True,,,,True
revision_v1_primary_v2_payload_fidelity_v2__dd9522ef99d2c56aaf0b,qwen2_5_7b_instruct_q4_k_m,line_endings_only,1,True,True,True,,,,True
revision_v1_primary_v2_payload_fidelity_v2__dd9522ef99d2c56aaf0b,qwen2_5_7b_instruct_q4_k_m,line_endings_only,2,True,True,True,,,,True
revision_v1_primary_v2_payload_fidelity_v2__dd9522ef99d2c56aaf0b,qwen2_5_7b_instruct_q4_k_m,line_endings_only,3,True,True,True,,,,True
revision_v1_primary_v2_payload_fidelity_v2__dd9522ef99d2c56aaf0b,qwen2_5_7b_instruct_q4_k_m,line_endings_only,4,True,True,True,,,,True
revision_v1_primary_v2_payload_fidelity_v2__dd9522ef99d2c56aaf0b,qwen2_5_7b_instruct_q4_k_m,line_endings_only,5,True,True,True,,,,True
revision_v1_primary_v2_payload_fidelity_v2__dd9522ef99d2c56aaf0b,qwen2_5_7b_instruct_q4_k_m,line_endings_only,6,True,True,True,,,,True
revision_v1_primary_v2_payload_fidelity_v2__dd9522ef99d2c56aaf0b,qwen2_5_7b_instruct_q4_k_m,line_endings_only,7,True,True,True,,,,True
revision_v1_primary_v2_payload_fidelity_v2__dd9522ef99d2c56aaf0b,qwen2_5_7b_instruct_q4_k_m,declared_wrapper_removal,0,False,False,False,0,0,,False
revision_v1_primary_v2_payload_fidelity_v2__dd9522ef99d2c56aaf0b,qwen2_5_7b_instruct_q4_k_m,declared_wrapper_removal,1,False,False,False,0,0,,False
revision_v1_primary_v2_payload_fidelity_v2__dd9522ef99d2c56aaf0b,qwen2_5_7b_instruct_q4_k_m,declared_wrapper_removal,2,False,False,False,0,0,,False
revision_v1_primary_v2_payload_fidelity_v2__dd9522ef99d2c56aaf0b,qwen2_5_7b_instruct_q4_k_m,declared_wrapper_removal,3,False,False,False,0,0,,False
revision_v1_primary_v2_payload_fidelity_v2__dd9522ef99d2c56aaf0b,qwen2_5_7b_instruct_q4_k_m,declared_wrapper_removal,4,False,False,False,0,0,,False
revision_v1_primary_v2_payload_fidelity_v2__dd9522ef99d2c56aaf0b,qwen2_5_7b_instruct_q4_k_m,declared_wrapper_removal,5,False,False,False,0,0,,False
revision_v1_primary_v2_payload_fidelity_v2__dd9522ef99d2c56aaf0b,qwen2_5_7b_instruct_q4_k_m,declared_wrapper_removal,6,False,False,False,0,0,,False
revision_v1_primary_v2_payload_fidelity_v2__dd9522ef99d2c56aaf0b,qwen2_5_7b_instruct_q4_k_m,declared_wrapper_removal,7,False,False,False,0,0,,False
revision_v1_primary_v2_payload_fidelity_v2__cc5e94e0e90374a7d025,qwen2_5_7b_instruct_q4_k_m,prefix_only,0,False,False,False,0,0,target token 29 is not allowed by the token filter,False
revision_v1_primary_v2_payload_fidelity_v2__cc5e94e0e90374a7d025,qwen2_5_7b_instruct_q4_k_m,prefix_only,1,False,False,False,0,0,target token 29 is not allowed by the token filter,False
revision_v1_primary_v2_payload_fidelity_v2__cc5e94e0e90374a7d025,qwen2_5_7b_instruct_q4_k_m,prefix_only,2,False,False,False,0,0,target token 29 is not allowed by the token filter,False
revision_v1_primary_v2_payload_fidelity_v2__cc5e94e0e90374a7d025,qwen2_5_7b_instruct_q4_k_m,prefix_only,3,False,False,False,0,0,target token 29 is not allowed by the token filter,False
revision_v1_primary_v2_payload_fidelity_v2__cc5e94e0e90374a7d025,qwen2_5_7b_instruct_q4_k_m,outer_trim_only,0,False,False,False,0,0,,False
revision_v1_primary_v2_payload_fidelity_v2__cc5e94e0e90374a7d025,qwen2_5_7b_instruct_q4_k_m,outer_trim_only,1,False,False,False,0,0,,False
revision_v1_primary_v2_payload_fidelity_v2__cc5e94e0e90374a7d025,qwen2_5_7b_instruct_q4_k_m,outer_trim_only,2,False,False,False,0,0,,False
revision_v1_primary_v2_payload_fidelity_v2__cc5e94e0e90374a7d025,qwen2_5_7b_instruct_q4_k_m,outer_trim_only,3,False,False,False,0,0,,False
revision_v1_primary_v2_payload_fidelity_v2__cc5e94e0e90374a7d025,qwen2_5_7b_instruct_q4_k_m,trailing_trim_only,0,True,True,True,,,,True
revision_v1_primary_v2_payload_fidelity_v2__cc5e94e0e90374a7d025,qwen2_5_7b_instruct_q4_k_m,trailing_trim_only,1,True,True,True,,,,True
revision_v1_primary_v2_payload_fidelity_v2__cc5e94e0e90374a7d025,qwen2_5_7b_instruct_q4_k_m,trailing_trim_only,2,True,False,False,1,1,,False
revision_v1_primary_v2_payload_fidelity_v2__cc5e94e0e90374a7d025,qwen2_5_7b_instruct_q4_k_m,trailing_trim_only,3,True,True,True,,,,True
revision_v1_primary_v2_payload_fidelity_v2__cc5e94e0e90374a7d025,qwen2_5_7b_instruct_q4_k_m,line_endings_only,0,True,True,True,,,,True
revision_v1_primary_v2_payload_fidelity_v2__cc5e94e0e90374a7d025,qwen2_5_7b_instruct_q4_k_m,line_endings_only,1,True,True,True,,,,True
revision_v1_primary_v2_payload_fidelity_v2__cc5e94e0e90374a7d025,qwen2_5_7b_instruct_q4_k_m,line_endings_only,2,True,False,False,1,1,,False
revision_v1_primary_v2_payload_fidelity_v2__cc5e94e0e90374a7d025,qwen2_5_7b_instruct_q4_k_m,line_endings_only,3,True,True,True,,,,True
revision_v1_primary_v2_payload_fidelity_v2__cc5e94e0e90374a7d025,qwen2_5_7b_instruct_q4_k_m,declared_wrapper_removal,0,False,False,False,0,0,,False
revision_v1_primary_v2_payload_fidelity_v2__cc5e94e0e90374a7d025,qwen2_5_7b_instruct_q4_k_m,declared_wrapper_removal,1,False,False,False,0,0,,False
revision_v1_primary_v2_payload_fidelity_v2__cc5e94e0e90374a7d025,qwen2_5_7b_instruct_q4_k_m,declared_wrapper_removal,2,False,False,False,0,0,,False
revision_v1_primary_v2_payload_fidelity_v2__cc5e94e0e90374a7d025,qwen2_5_7b_instruct_q4_k_m,declared_wrapper_removal,3,False,False,False,0,0,,False
