split_id,regime,detector_name,requested_kind,implementation_kind,held_out_value,analysis_unit,metric_source,bootstrap_unit,bootstrap_resamples_requested,test_payload_groups,roc_auc,roc_auc_bootstrap_valid,roc_auc_ci_low_95,roc_auc_ci_high_95,pr_auc,pr_auc_bootstrap_valid,pr_auc_ci_low_95,pr_auc_ci_high_95,balanced_accuracy,balanced_accuracy_bootstrap_valid,balanced_accuracy_ci_low_95,balanced_accuracy_ci_high_95,f1,f1_bootstrap_valid,f1_ci_low_95,f1_ci_high_95,sensitivity,sensitivity_bootstrap_valid,sensitivity_ci_low_95,sensitivity_ci_high_95,specificity,specificity_bootstrap_valid,specificity_ci_low_95,specificity_ci_high_95
held_out_template:explain_weather_pattern,held_out_template,deberta_v3_base_classifier,pretrained_transformer,pretrained_transformer,explain_weather_pattern,payload_group,recomputed_from_predictions,payload_group_id,2000,80,0.9999328512396695,2000,0.9996115157821713,1.0,0.9999338218088218,2000,0.9996193719785467,1.0,0.9829545454545454,2000,0.9715751879699248,0.9934083850931678,0.9826589595375723,2000,0.9707435791217894,0.993364647276389,0.9659090909090909,2000,0.9431503759398496,0.9868167701863354,1.0,2000,1.0,1.0
held_out_template:explain_weather_pattern,held_out_template,published_textcnn_equivalent,text_cnn,text_cnn,explain_weather_pattern,payload_group,recomputed_from_predictions,payload_group_id,2000,80,0.8623966942148761,2000,0.8316731747054783,0.8938074890494628,0.8484768963266123,2000,0.8090575452051073,0.8859113888773424,0.6465909090909091,2000,0.6235889513108613,0.6707865168539326,0.7339606501283148,2000,0.7200000000000001,0.7492808242948993,0.975,2000,0.9555555555555556,0.9910137328339576,0.3181818181818182,2000,0.27191011235955054,0.36596581400908434
held_out_template:forum_learning_answer,held_out_template,deberta_v3_base_classifier,pretrained_transformer,pretrained_transformer,forum_learning_answer,payload_group,recomputed_from_predictions,payload_group_id,2000,80,0.9995092975206612,2000,0.9985963999537812,1.0,0.9995410340963462,2000,0.9987219655958576,1.0,0.9829545454545454,2000,0.9720930232558139,0.9920476889683351,0.9826989619377162,2000,0.9714963693437735,0.9920018120045299,0.9681818181818181,2000,0.9465116279069767,0.9865168539325843,0.9977272727272727,2000,0.9928571428571429,1.0
held_out_template:forum_learning_answer,held_out_template,published_textcnn_equivalent,text_cnn,text_cnn,forum_learning_answer,payload_group,recomputed_from_predictions,payload_group_id,2000,80,0.9651368801652892,2000,0.952535493310032,0.9761986021731492,0.9696067781195971,2000,0.9596200286245801,0.9781865942587065,0.8443181818181817,2000,0.818385579937304,0.8698825301204819,0.8623115577889447,2000,0.8416726534726738,0.8832005520324273,0.975,2000,0.9572993579454253,0.9906976744186047,0.7136363636363636,2000,0.6627871952927991,0.760928809788654
held_out_template:forum_practical_answer,held_out_template,deberta_v3_base_classifier,pretrained_transformer,pretrained_transformer,forum_practical_answer,payload_group,recomputed_from_predictions,payload_group_id,2000,80,0.9999793388429752,2000,0.9998913523234988,1.0,0.9999793738216396,2000,0.9998922820529587,1.0,0.9920454545454546,2000,0.9853632862644416,0.9975903614457831,0.9919816723940436,2000,0.9851458703562664,0.9975845410628019,0.9840909090909091,2000,0.9707265725288832,0.9951807228915662,1.0,2000,1.0,1.0
held_out_template:forum_practical_answer,held_out_template,published_textcnn_equivalent,text_cnn,text_cnn,forum_practical_answer,payload_group,recomputed_from_predictions,payload_group_id,2000,80,0.9516735537190083,2000,0.9345456046795235,0.9670755776532082,0.9544529707327852,2000,0.9395487338440569,0.9689130986194433,0.7886363636363636,2000,0.76,0.8172052280311457,0.8204633204633205,2000,0.7985796604490742,0.8424209695488845,0.9659090909090909,2000,0.9425518617021277,0.9866703296703296,0.6113636363636363,2000,0.5636363636363636,0.6565291501976284
held_out_template:forum_purchase_advice,held_out_template,deberta_v3_base_classifier,pretrained_transformer,pretrained_transformer,forum_purchase_advice,payload_group,recomputed_from_predictions,payload_group_id,2000,80,0.9962913223140496,2000,0.9905061324477221,0.9998626238404682,0.9972660394370613,2000,0.9932540159043661,0.9998662034922848,0.9522727272727274,2000,0.9348314606741572,0.9681907558733401,0.9540481400437637,2000,0.9378989375326577,0.9690364455446537,0.990909090909091,2000,0.9770114942528736,1.0,0.9136363636363637,2000,0.8831460674157303,0.9418604651162791
held_out_template:forum_purchase_advice,held_out_template,published_textcnn_equivalent,text_cnn,text_cnn,forum_purchase_advice,payload_group,recomputed_from_predictions,payload_group_id,2000,80,0.9153822314049587,2000,0.8943655682177095,0.9365130190017182,0.926073461268406,2000,0.9038441204614218,0.9458599692615612,0.6579545454545455,2000,0.6371769662921348,0.6808522591441549,0.7411865864144453,2000,0.7292806207668727,0.7540694572080752,0.9795454545454545,2000,0.9644404761904762,0.9928571428571429,0.33636363636363636,2000,0.29069213732004434,0.3840909090909091
held_out_template:narrative_learning_moment,held_out_template,deberta_v3_base_classifier,pretrained_transformer,pretrained_transformer,narrative_learning_moment,payload_group,recomputed_from_predictions,payload_group_id,2000,80,0.9996849173553719,2000,0.9992044509488014,0.9999793503851567,0.9996988799535715,2000,0.9992535560678658,0.9999795341277412,0.9886363636363636,2000,0.980246913580247,0.9954545454545455,0.9885057471264368,2000,0.9798488664987405,0.995433789954338,0.9772727272727273,2000,0.9604938271604938,0.990909090909091,1.0,2000,1.0,1.0
held_out_template:narrative_learning_moment,held_out_template,published_textcnn_equivalent,text_cnn,text_cnn,narrative_learning_moment,payload_group,recomputed_from_predictions,payload_group_id,2000,80,0.9580320247933884,2000,0.9434080033894263,0.9712499869087906,0.964335499401253,2000,0.9526188654598642,0.9750874346585575,0.8102272727272728,2000,0.7836914961636828,0.8358717024914509,0.8367546432062561,2000,0.8175933527278524,0.856040878317502,0.9727272727272728,2000,0.9533235294117648,0.9888888888888889,0.6477272727272727,2000,0.5975177845528455,0.7010758596242467
held_out_template:narrative_local_walk,held_out_template,deberta_v3_base_classifier,pretrained_transformer,pretrained_transformer,narrative_local_walk,payload_group,recomputed_from_predictions,payload_group_id,2000,80,0.9983419421487604,2000,0.9951995847750865,0.9999351176144595,0.9986786265714709,2000,0.9962977333020376,0.9999356634329486,0.9886363636363636,2000,0.9806412273800158,0.9955555555555555,0.9886104783599089,2000,0.9804372842347525,0.9955555555555555,0.9863636363636363,2000,0.9714285714285714,0.9978500343170899,0.990909090909091,2000,0.9818129571577847,0.9978021978021978
held_out_template:narrative_local_walk,held_out_template,published_textcnn_equivalent,text_cnn,text_cnn,narrative_local_walk,payload_group,recomputed_from_predictions,payload_group_id,2000,80,0.9665418388429752,2000,0.9540918593543074,0.9774328013256585,0.9707996943591475,2000,0.9600404227015783,0.9804410094162657,0.8227272727272728,2000,0.8,0.8439087741526765,0.8458498023715415,2000,0.8284585971832934,0.8627049180327868,0.9727272727272728,2000,0.9560439560439561,0.9879518072289156,0.6727272727272727,2000,0.6325581395348837,0.7108617628408369
held_out_template:narrative_small_discovery,held_out_template,deberta_v3_base_classifier,pretrained_transformer,pretrained_transformer,narrative_small_discovery,payload_group,recomputed_from_predictions,payload_group_id,2000,80,0.9993956611570248,2000,0.998695687519029,0.999934365326019,0.9994320462220457,2000,0.9987825627286965,0.9999345449377457,0.9897727272727272,2000,0.9820224719101124,0.9965909090909091,0.9897142857142858,2000,0.9818560201804599,0.9965792474344356,0.9840909090909091,2000,0.9692307692307692,0.9956989247311828,0.9954545454545455,2000,0.9885057471264368,1.0
held_out_template:narrative_small_discovery,held_out_template,published_textcnn_equivalent,text_cnn,text_cnn,narrative_small_discovery,payload_group,recomputed_from_predictions,payload_group_id,2000,80,0.9743956611570248,2000,0.9658405757905236,0.9822959309333555,0.9769272987330844,2000,0.969646971279863,0.9841680482712313,0.8784090909090909,2000,0.8591385630498534,0.8966292134831461,0.8886576482830385,2000,0.8725459937061244,0.904387374510517,0.9704545454545455,2000,0.9563218390804598,0.9839126175548589,0.7863636363636364,2000,0.7517241379310344,0.8195243902439023
held_out_template:procedure_garden_task,held_out_template,deberta_v3_base_classifier,pretrained_transformer,pretrained_transformer,procedure_garden_task,payload_group,recomputed_from_predictions,payload_group_id,2000,80,0.9993388429752066,2000,0.9983353151010702,0.9999419707763108,0.9993810005089983,2000,0.9984766115328413,0.9999423501418595,0.9738636363636364,2000,0.9593397009966776,0.985718487394958,0.9731621936989499,2000,0.9576163698844111,0.9855115699906609,0.9477272727272728,2000,0.9186794019933554,0.9714369747899159,1.0,2000,1.0,1.0
held_out_template:procedure_garden_task,held_out_template,published_textcnn_equivalent,text_cnn,text_cnn,procedure_garden_task,payload_group,recomputed_from_predictions,payload_group_id,2000,80,0.9584969008264462,2000,0.9425641830702862,0.9720443951445226,0.9646426545548674,2000,0.9516031934443223,0.9759784584062998,0.8500000000000001,2000,0.8278336197021764,0.871264367816092,0.8641975308641975,2000,0.8449772029695946,0.8819748927038626,0.9545454545454546,2000,0.9252747252747253,0.9777838827838827,0.7454545454545455,2000,0.7042509769865393,0.7837256081261695
held_out_template:procedure_home_task,held_out_template,deberta_v3_base_classifier,pretrained_transformer,pretrained_transformer,procedure_home_task,payload_group,recomputed_from_predictions,payload_group_id,2000,80,0.9998915289256198,2000,0.9996717556094202,1.0,0.9998944988541808,2000,0.9996847906884431,1.0,0.9954545454545454,2000,0.9905250626566416,0.9989247311827957,0.9954648526077098,2000,0.9905552682225748,0.9989258861439313,0.9977272727272727,2000,0.9927710843373494,1.0,0.9931818181818182,2000,0.9851851851851852,1.0
held_out_template:procedure_home_task,held_out_template,published_textcnn_equivalent,text_cnn,text_cnn,procedure_home_task,payload_group,recomputed_from_predictions,payload_group_id,2000,80,0.9451110537190083,2000,0.9256804339674206,0.9636129166959713,0.9502613758570918,2000,0.9294045545536063,0.9679867265421903,0.7920454545454545,2000,0.7681239737274219,0.8160919540229885,0.8225024248302618,2000,0.8043087092932154,0.8407551170490087,0.9636363636363636,2000,0.9431578947368421,0.98182328907048,0.6204545454545455,2000,0.5761813186813186,0.6645266024298282
held_out_template:procedure_simple_meal,held_out_template,deberta_v3_base_classifier,pretrained_transformer,pretrained_transformer,procedure_simple_meal,payload_group,recomputed_from_predictions,payload_group_id,2000,80,0.9998088842975207,2000,0.9995511004620101,0.9999951748035589,0.9998141890790688,2000,0.9995646933584811,0.9999951853796891,0.9761363636363636,2000,0.9617002721425038,0.9886363636363636,0.9755529685681025,2000,0.960174984751367,0.9885057471264368,0.9522727272727273,2000,0.9234005442850074,0.9772727272727273,1.0,2000,1.0,1.0
held_out_template:procedure_simple_meal,held_out_template,published_textcnn_equivalent,text_cnn,text_cnn,procedure_simple_meal,payload_group,recomputed_from_predictions,payload_group_id,2000,80,0.778150826446281,2000,0.7483555216972876,0.8093049876161316,0.7700855522143684,2000,0.7358386151819035,0.8061309044238754,0.5954545454545455,2000,0.5758611216369837,0.6151229874776386,0.7062706270627062,2000,0.6955745554258587,0.7174111835529158,0.9727272727272728,2000,0.9571428571428572,0.98636746680286,0.21818181818181817,2000,0.17954545454545454,0.25652915019762845
held_out_template:professional_process_email,held_out_template,deberta_v3_base_classifier,pretrained_transformer,pretrained_transformer,professional_process_email,payload_group,recomputed_from_predictions,payload_group_id,2000,80,0.9999793388429752,2000,0.9999047829291209,1.0,0.9999794323323735,2000,0.9999052596756166,1.0,0.9920454545454546,2000,0.985539031124498,0.9977011494252874,0.9919816723940436,2000,0.9853268426575416,0.9976958525345622,0.9840909090909091,2000,0.971078062248996,0.9954022988505747,1.0,2000,1.0,1.0
held_out_template:professional_process_email,held_out_template,published_textcnn_equivalent,text_cnn,text_cnn,professional_process_email,payload_group,recomputed_from_predictions,payload_group_id,2000,80,0.9440211776859504,2000,0.9212835844898216,0.9634022940095156,0.9488449280186726,2000,0.9288243984576099,0.9661999959163912,0.6920454545454546,2000,0.6688870967741936,0.7155555555555555,0.7629046369203851,2000,0.7483327702702702,0.7774594078319006,0.990909090909091,2000,0.9813953488372092,0.997872340425532,0.3931818181818182,2000,0.35,0.43902439024390244
held_out_template:professional_project_update,held_out_template,deberta_v3_base_classifier,pretrained_transformer,pretrained_transformer,professional_project_update,payload_group,recomputed_from_predictions,payload_group_id,2000,80,0.999896694214876,2000,0.9997270878768749,1.0,0.9998969274436227,2000,0.9997268280821106,1.0,0.9920454545454545,2000,0.9848837209302326,0.9976190476190476,0.9919999999999999,2000,0.9847229546338472,0.9976190476190476,0.9863636363636363,2000,0.9727248803827752,0.9975308641975309,0.9977272727272727,2000,0.9925,1.0
held_out_template:professional_project_update,held_out_template,published_textcnn_equivalent,text_cnn,text_cnn,professional_project_update,payload_group,recomputed_from_predictions,payload_group_id,2000,80,0.8969292355371901,2000,0.8729933123904235,0.9197208635833869,0.8990484087907665,2000,0.8736126997990555,0.9237420437538785,0.6488636363636363,2000,0.6252873563218391,0.6715912598204266,0.7361229718189581,2000,0.7227411736325647,0.7495953351405114,0.9795454545454545,2000,0.9670581771170006,0.9908072100313479,0.3181818181818182,2000,0.27380952380952384,0.36
held_out_template:professional_schedule_note,held_out_template,deberta_v3_base_classifier,pretrained_transformer,pretrained_transformer,professional_schedule_note,payload_group,recomputed_from_predictions,payload_group_id,2000,80,0.9998605371900826,2000,0.9995606573399979,1.0,0.9998645173975895,2000,0.9995767402477805,1.0,0.9931818181818182,2000,0.9858695652173913,0.9989130434782609,0.9931350114416476,2000,0.9856670341786108,0.9989118607181718,0.9863636363636363,2000,0.9717391304347827,0.9978260869565218,1.0,2000,1.0,1.0
held_out_template:professional_schedule_note,held_out_template,published_textcnn_equivalent,text_cnn,text_cnn,professional_schedule_note,payload_group,recomputed_from_predictions,payload_group_id,2000,80,0.9817045454545454,2000,0.9728148586397369,0.9896035045349949,0.9828242422893924,2000,0.9746026515935658,0.9903354128577114,0.9193181818181818,2000,0.9010752688172043,0.9390243902439024,0.9222343921139102,2000,0.9047553708640428,0.9407885132286287,0.9568181818181818,2000,0.9340425531914893,0.9775343320848938,0.8818181818181818,2000,0.8516835810076114,0.9116279069767442
leave_one_codec:direct_subword_calgacus,leave_one_codec,deberta_v3_base_classifier,pretrained_transformer,pretrained_transformer,direct_subword_calgacus,payload_group,recomputed_from_predictions,payload_group_id,2000,120,1.0,2000,1.0,1.0,1.0,2000,0.9999999999999999,1.0,0.9986111111111111,2000,0.9958333333333333,1.0,0.9986091794158554,2000,0.99581589958159,1.0,0.9972222222222222,2000,0.9916666666666667,1.0,1.0,2000,1.0,1.0
leave_one_codec:direct_subword_calgacus,leave_one_codec,published_textcnn_equivalent,text_cnn,text_cnn,direct_subword_calgacus,payload_group,recomputed_from_predictions,payload_group_id,2000,120,0.9846373456790124,2000,0.9783402777777778,0.990193287037037,0.9844710076657434,2000,0.9779311485483423,0.9902770776327482,0.8958333333333333,2000,0.875,0.9180555555555555,0.8872180451127819,2000,0.8619631901840491,0.9125925925925926,0.8194444444444444,2000,0.7777777777777778,0.8583333333333333,0.9722222222222222,2000,0.9555555555555556,0.9888888888888889
leave_one_codec:nonseg_ascii_b16,leave_one_codec,deberta_v3_base_classifier,pretrained_transformer,pretrained_transformer,nonseg_ascii_b16,payload_group,recomputed_from_predictions,payload_group_id,2000,120,0.9990354938271605,2000,0.9981091820987655,0.9996913580246913,0.9990650045217618,2000,0.9981833770320626,0.9996952748411236,0.9277777777777778,2000,0.9083333333333333,0.9472222222222222,0.9221556886227544,2000,0.8990825688073394,0.9442815249266863,0.8555555555555555,2000,0.8166666666666667,0.8944444444444445,1.0,2000,1.0,1.0
leave_one_codec:nonseg_ascii_b16,leave_one_codec,published_textcnn_equivalent,text_cnn,text_cnn,nonseg_ascii_b16,payload_group,recomputed_from_predictions,payload_group_id,2000,120,0.9986342592592593,2000,0.9973148148148148,0.999537037037037,0.9986885944199587,2000,0.9974377067281601,0.9995458180363105,0.9805555555555555,2000,0.9694444444444444,0.9888888888888889,0.9805555555555555,2000,0.9691876750700281,0.9889502762430938,0.9805555555555555,2000,0.9638888888888889,0.9916666666666667,0.9805555555555555,2000,0.9638888888888889,0.9916666666666667
leave_one_codec:nonseg_ascii_b8,leave_one_codec,deberta_v3_base_classifier,pretrained_transformer,pretrained_transformer,nonseg_ascii_b8,payload_group,recomputed_from_predictions,payload_group_id,2000,120,0.9995833333333334,2000,0.9988194444444445,1.0,0.9995772486099515,2000,0.9987954247898096,1.0,0.9611111111111111,2000,0.9458333333333333,0.9763888888888889,0.9596541786743517,2000,0.9430615254726357,0.9758179231863442,0.925,2000,0.8944444444444445,0.9527777777777777,0.9972222222222222,2000,0.9916666666666667,1.0
leave_one_codec:nonseg_ascii_b8,leave_one_codec,published_textcnn_equivalent,text_cnn,text_cnn,nonseg_ascii_b8,payload_group,recomputed_from_predictions,payload_group_id,2000,120,0.9871141975308642,2000,0.9807303240740741,0.9928398919753086,0.9885502840787758,2000,0.9832504362785035,0.9934899012529498,0.9486111111111111,2000,0.9333333333333333,0.962534722222222,0.948539638386648,2000,0.9329608938547486,0.9631704552005071,0.9472222222222222,2000,0.9222222222222223,0.9722222222222222,0.95,2000,0.9277777777777778,0.9694444444444444
leave_one_codec:nonseg_hex_nibble_b16,leave_one_codec,deberta_v3_base_classifier,pretrained_transformer,pretrained_transformer,nonseg_hex_nibble_b16,payload_group,recomputed_from_predictions,payload_group_id,2000,60,1.0,2000,1.0,1.0,1.0,2000,0.9999999999999999,1.0,0.9944444444444445,2000,0.9861111111111112,1.0,0.9944134078212291,2000,0.9859154929577464,1.0,0.9888888888888889,2000,0.9722222222222222,1.0,1.0,2000,1.0,1.0
leave_one_codec:nonseg_hex_nibble_b16,leave_one_codec,published_textcnn_equivalent,text_cnn,text_cnn,nonseg_hex_nibble_b16,payload_group,recomputed_from_predictions,payload_group_id,2000,60,0.9946913580246913,2000,0.9898441358024691,0.9980555555555556,0.9947893550343505,2000,0.9899896568979308,0.9981501905701693,0.9638888888888889,2000,0.9416666666666667,0.9805555555555556,0.9635854341736695,2000,0.9418282548476455,0.9806094182825484,0.9555555555555556,2000,0.9222222222222223,0.9833333333333333,0.9722222222222222,2000,0.95,0.9944444444444445
leave_one_codec:segmented_hex_multi_topic,leave_one_codec,deberta_v3_base_classifier,pretrained_transformer,pretrained_transformer,segmented_hex_multi_topic,payload_group,recomputed_from_predictions,payload_group_id,2000,60,0.9979166666666667,2000,0.995054012345679,0.9997762345679012,0.9983405374492665,2000,0.9962337299312708,0.9997761397059207,0.9694444444444444,2000,0.9555555555555555,0.9819444444444445,0.9684813753581661,2000,0.9534883720930233,0.9816124469589815,0.9388888888888889,2000,0.9111111111111111,0.9638888888888889,1.0,2000,1.0,1.0
leave_one_codec:segmented_hex_multi_topic,leave_one_codec,published_textcnn_equivalent,text_cnn,text_cnn,segmented_hex_multi_topic,payload_group,recomputed_from_predictions,payload_group_id,2000,60,0.9728202160493827,2000,0.9631315586419753,0.9819612268518519,0.9711517908579193,2000,0.9577583527139498,0.9823012030197682,0.9097222222222222,2000,0.8875,0.9319444444444445,0.9072753209700427,2000,0.8829317952851098,0.9305049359249494,0.8833333333333333,2000,0.8444444444444444,0.9194444444444444,0.9361111111111111,2000,0.9138888888888889,0.9583333333333334
leave_one_codec:segmented_hex_single_topic,leave_one_codec,deberta_v3_base_classifier,pretrained_transformer,pretrained_transformer,segmented_hex_single_topic,payload_group,recomputed_from_predictions,payload_group_id,2000,60,0.999266975308642,2000,0.9982559799382716,0.9999768518518518,0.9993264775980023,2000,0.9984165528065932,0.9999768732259499,0.976388888888889,2000,0.9638888888888889,0.9875,0.975886524822695,2000,0.9626436781609196,0.9873417721518987,0.9555555555555556,2000,0.9305555555555556,0.9777777777777777,0.9972222222222222,2000,0.9916666666666667,1.0
leave_one_codec:segmented_hex_single_topic,leave_one_codec,published_textcnn_equivalent,text_cnn,text_cnn,segmented_hex_single_topic,payload_group,recomputed_from_predictions,payload_group_id,2000,60,0.9665316358024691,2000,0.9526499807098765,0.9777413194444445,0.9684195166129891,2000,0.9554964187471557,0.9793785034594377,0.913888888888889,2000,0.8916666666666666,0.9333333333333333,0.9126760563380283,2000,0.8891889812249922,0.9335264169668742,0.9,2000,0.8638888888888889,0.9333333333333333,0.9277777777777778,2000,0.9055555555555556,0.95
leave_one_model:llama3_8b_instruct_q4_k_m,leave_one_model,deberta_v3_base_classifier,pretrained_transformer,pretrained_transformer,llama3_8b_instruct_q4_k_m,payload_group,recomputed_from_predictions,payload_group_id,2000,120,0.9967722681359045,2000,0.9945259417178153,0.9984671213105952,0.9968205700572762,2000,0.9946746002920492,0.9984804963407617,0.9462121212121213,2000,0.9315768752590137,0.9612403100775193,0.9436954797779541,2000,0.9272578531601964,0.9599410430839002,0.9015151515151515,2000,0.8725925925925926,0.9307101756511205,0.990909090909091,2000,0.9830769230769231,0.9969930423072607
leave_one_model:llama3_8b_instruct_q4_k_m,leave_one_model,published_textcnn_equivalent,text_cnn,text_cnn,llama3_8b_instruct_q4_k_m,payload_group,recomputed_from_predictions,payload_group_id,2000,120,0.9256232782369146,2000,0.9100431332145245,0.9400734773445353,0.9082971676709074,2000,0.8852672645671127,0.9299018805653065,0.8507575757575758,2000,0.8300713397667397,0.8715410447761195,0.8533134772896501,2000,0.8312963749329519,0.8747222550917909,0.8681818181818182,2000,0.8319971014492753,0.9008294476327114,0.8333333333333334,2000,0.8055717329545455,0.8605644472897993
leave_one_model:mistral_7b_instruct_v0_3_q4_k_m,leave_one_model,deberta_v3_base_classifier,pretrained_transformer,pretrained_transformer,mistral_7b_instruct_v0_3_q4_k_m,payload_group,recomputed_from_predictions,payload_group_id,2000,120,0.9999793388429752,2000,0.99992339232624,1.0,0.9999794216316327,2000,0.9999243393802864,1.0,0.9757575757575758,2000,0.9661535433070866,0.984616935483871,0.9751552795031055,2000,0.9649678284251891,0.9843765996109745,0.9515151515151515,2000,0.9323070866141732,0.9692338709677419,1.0,2000,1.0,1.0
