row_id,candidate_id,prompt_template_id,word_count,character_count,message_text_sha256,canonical_text_sha256,source_record_id,source_record_sha256,source_category,source_dataset_revision,source_file_sha256,license_identifier,dedup_cluster_id,partition
human-HC-0c1e20a94a4d33b18de719e7,HC-0c1e20a94a4d33b18de719e7,casual_weekend_chat,128,691,0c1e20a94a4d33b18de719e73f5c2ee7f2da9606d6582143b4fe7047cdf86e81,27530cc50ce5259bbbf13aac932f8befd405d5543271885d30b38dc46e219c3b,jsonl-line-13825-73513678c3d248ba,73513678c3d248ba366b231949f7ac2145e9aafcdca85e5b84b646f21f76ba77,creative_writing,bdd27f4d94b9c1f951818a7da7fd7aeea5dbff1a,2df9083338b4abd6bceb5635764dab5d833b393b55759dffb0959b6fcbf794ec,CC-BY-SA-3.0,human-dedup-cluster-cd41a621c2de1096e8177d35,human_test_only
human-HC-10f519df3739cd363ba302f5,HC-10f519df3739cd363ba302f5,explain_weather_pattern,160,909,10f519df3739cd363ba302f5c78ef6f9ed744076915a8855e6b26f550662f6be,98a18d7732ab91c467e86f0ad1cd4f74ea8bb7b9e1d66f46f880554207b50957,jsonl-line-12001-a3f71a45c0b24a3d,a3f71a45c0b24a3d5b42e838f55626827875d8d736206fc4bb64eddd098f0bbe,general_qa,bdd27f4d94b9c1f951818a7da7fd7aeea5dbff1a,2df9083338b4abd6bceb5635764dab5d833b393b55759dffb0959b6fcbf794ec,CC-BY-SA-3.0,human-dedup-cluster-8d422ce19d1e3b832f2e55b6,human_test_only
human-HC-17a152c36ae9d67930756877,HC-17a152c36ae9d67930756877,explain_biological_process,72,415,17a152c36ae9d67930756877de1e4b99f4357c241ceae18525f477fc5ccc15ce,1cf6b0649db190a91079e628cc712f7b91133f14b2c4f535a3be214a3e872d5f,jsonl-line-14683-0cad6d6ca42aa917,0cad6d6ca42aa917f260793ef12040cbb2ae20afb5a729e6aeb389781e396c6b,open_qa,bdd27f4d94b9c1f951818a7da7fd7aeea5dbff1a,2df9083338b4abd6bceb5635764dab5d833b393b55759dffb0959b6fcbf794ec,CC-BY-SA-3.0,human-dedup-cluster-d2e5ebfb87b998c0ba9531d0,human_test_only
human-HC-18691d3da3a87cf99e458a56,HC-18691d3da3a87cf99e458a56,procedure_simple_meal,255,1490,18691d3da3a87cf99e458a56dd941f755a560f945c11abf00113f59240d3078e,1ef8e2f28a8b3f74c10868938b521aea60e344912dadeb97337df154109402fb,jsonl-line-12958-08210ffe4a215001,08210ffe4a215001bb7f88437404bc0a909ea84949a4bcd556bf6853c25e4700,creative_writing,bdd27f4d94b9c1f951818a7da7fd7aeea5dbff1a,2df9083338b4abd6bceb5635764dab5d833b393b55759dffb0959b6fcbf794ec,CC-BY-SA-3.0,human-dedup-cluster-4dab078baafe4c74f77ac201,human_test_only
human-HC-188541d115c12b82459dc44f,HC-188541d115c12b82459dc44f,forum_learning_answer,57,320,188541d115c12b82459dc44f0d38e7626da7525e531371c850025027d5853cf2,10fab14aa8084302968d381cfadd2bfbc37d198be026d9377d4146706195aee0,jsonl-line-13982-594a2270a6b41cd7,594a2270a6b41cd731c6540e0bba2dd87777823559eec8e44f48c2ea6321c14b,general_qa,bdd27f4d94b9c1f951818a7da7fd7aeea5dbff1a,2df9083338b4abd6bceb5635764dab5d833b393b55759dffb0959b6fcbf794ec,CC-BY-SA-3.0,human-dedup-cluster-9c0b96c1a0ae3cafb9d7f769,human_test_only
human-HC-18a9206dc88fc8aeb9b45071,HC-18a9206dc88fc8aeb9b45071,forum_learning_answer,58,301,18a9206dc88fc8aeb9b450716f8d7e872f2d83c784838cc09318169c76e1e53b,0fe292df6584eb9b84971409c5d98541966c2c29ee0e986776c230d628a21b1c,jsonl-line-06374-6bd25c16fca07a68,6bd25c16fca07a685b418dffea1bfcdaa1d435f347f5438f2fca99c4c5e41213,open_qa,bdd27f4d94b9c1f951818a7da7fd7aeea5dbff1a,2df9083338b4abd6bceb5635764dab5d833b393b55759dffb0959b6fcbf794ec,CC-BY-SA-3.0,human-dedup-cluster-8654bce7cfe9579c02e02cab,human_test_only
human-HC-197eaa9bf81ecbc808021335,HC-197eaa9bf81ecbc808021335,forum_learning_answer,207,1218,197eaa9bf81ecbc80802133547aaad9c7071d7f8bd9f0de62c8d47836020e767,456f1a8045bf49a1d08d6b8bc889a1c925f546f56a9df351ac5cf27d84cb8fe1,jsonl-line-11859-e450138658f18d15,e450138658f18d15412b0725fd19ce1bea3f55fb3ee2fa1ae7cec1ff2a850276,general_qa,bdd27f4d94b9c1f951818a7da7fd7aeea5dbff1a,2df9083338b4abd6bceb5635764dab5d833b393b55759dffb0959b6fcbf794ec,CC-BY-SA-3.0,human-dedup-cluster-d5d6d4fb4f18a2d96fa0bbbf,human_test_only
human-HC-1ba487cb4bf0b6bec1d5d88b,HC-1ba487cb4bf0b6bec1d5d88b,procedure_garden_task,231,1312,1ba487cb4bf0b6bec1d5d88b22546705441759920a67eb2cd2402b2df640ea57,f587857023e5ac2c303f717192342930a62f1305272b5b3e9efa92505fbefb88,jsonl-line-05872-e813aec931df2d7f,e813aec931df2d7f1554659c0d19dada36b50247c44f9bee432ecc91e0a4bd71,general_qa,bdd27f4d94b9c1f951818a7da7fd7aeea5dbff1a,2df9083338b4abd6bceb5635764dab5d833b393b55759dffb0959b6fcbf794ec,CC-BY-SA-3.0,human-dedup-cluster-4dc9e8be55dc03ecd63b4df4,human_test_only
human-HC-1bf66d2decc4d3a48e2a5641,HC-1bf66d2decc4d3a48e2a5641,explain_biological_process,57,347,1bf66d2decc4d3a48e2a56415ab1712c61858d1a9b1b9bf5138054ab51d8ebee,9a9e9acad78a2174c547975f77d167f6d8f64588ad07e303cbc0bdcf876ecbc5,jsonl-line-09718-6c540f4e99afab56,6c540f4e99afab56bf55a764aa94980e8d414cf7a9c8e02ccaa9e0c614a23eda,open_qa,bdd27f4d94b9c1f951818a7da7fd7aeea5dbff1a,2df9083338b4abd6bceb5635764dab5d833b393b55759dffb0959b6fcbf794ec,CC-BY-SA-3.0,human-dedup-cluster-3090a300fbc2f79606463c9a,human_test_only
human-HC-1e098fbffac0f6bf329b7e9e,HC-1e098fbffac0f6bf329b7e9e,forum_learning_answer,62,396,1e098fbffac0f6bf329b7e9e9dc7a277d4e46aa23ca00ea7ccf678a64ed37740,4e79b6bed8be3385c0c92a9870091f157f3ef9bf6e0f34f2380acf93f3daa3a0,jsonl-line-05915-62f06901cea896eb,62f06901cea896eb8edd1b78327318c40a5ebbe0ceccefcc38af43ebab9c4ad1,general_qa,bdd27f4d94b9c1f951818a7da7fd7aeea5dbff1a,2df9083338b4abd6bceb5635764dab5d833b393b55759dffb0959b6fcbf794ec,CC-BY-SA-3.0,human-dedup-cluster-99d6dd6ddfe4348a6257fd84,human_test_only
human-HC-1e9deb7fb191adcc29bde789,HC-1e9deb7fb191adcc29bde789,forum_learning_answer,62,355,1e9deb7fb191adcc29bde7891888a9b6d30e074f44885f589ca7c234fa45317c,ae9b6dc025c3127f56ab3b74e9fe4c53ce98a455eec6bda405172a8ff61fe642,jsonl-line-01134-164f869570aa3b91,164f869570aa3b911fc8ad9f3c584a91c1a67f12bbdfa0005918467e65b69719,creative_writing,bdd27f4d94b9c1f951818a7da7fd7aeea5dbff1a,2df9083338b4abd6bceb5635764dab5d833b393b55759dffb0959b6fcbf794ec,CC-BY-SA-3.0,human-dedup-cluster-fda051607c86c0272e3c6152,human_test_only
human-HC-1eacc38a913aff9089dcdbcb,HC-1eacc38a913aff9089dcdbcb,explain_biological_process,140,851,1eacc38a913aff9089dcdbcbbfa94b156bd2a5f1b7e5e86310dbd42822ac2266,114a7eec35b01b52e1a61434d8e606a4b502dc8af4201f97cf8b538c7d076fed,jsonl-line-04836-f5fcbd9befa11990,f5fcbd9befa119903a816dca6b470b2fedd698345230bc523fcd84e98b68fa29,open_qa,bdd27f4d94b9c1f951818a7da7fd7aeea5dbff1a,2df9083338b4abd6bceb5635764dab5d833b393b55759dffb0959b6fcbf794ec,CC-BY-SA-3.0,human-dedup-cluster-c17bef0f8e1a81b7d7e043ea,human_test_only
human-HC-200b717ca65ce52fad970b20,HC-200b717ca65ce52fad970b20,forum_learning_answer,63,320,200b717ca65ce52fad970b205ddedc174fbe3ae0a7cc42fadd422765443a8cb8,f14c2cfd6667528b78a328187d730b394ed6b9ee7ab737ea68b9f9d14b642972,jsonl-line-01610-def6321bcde52e69,def6321bcde52e69768a54abe4190f104ce01fe04ca2ad873b71814e54a31241,open_qa,bdd27f4d94b9c1f951818a7da7fd7aeea5dbff1a,2df9083338b4abd6bceb5635764dab5d833b393b55759dffb0959b6fcbf794ec,CC-BY-SA-3.0,human-dedup-cluster-a1cb67a362b9769e3b17e4e3,human_test_only
human-HC-207541e5e69f42689527199a,HC-207541e5e69f42689527199a,forum_purchase_advice,155,820,207541e5e69f42689527199ae67155ed7ee8a435be5e45c30738ac961e6f4494,4f9348023cdcadd680746e783eb7bc7208ee5b021cd585f845abd41e51455898,jsonl-line-13517-ebcc1cab4ebb9deb,ebcc1cab4ebb9deb50c4622d0f8274a4ea81852d828d3acea405edd4ce6045fd,open_qa,bdd27f4d94b9c1f951818a7da7fd7aeea5dbff1a,2df9083338b4abd6bceb5635764dab5d833b393b55759dffb0959b6fcbf794ec,CC-BY-SA-3.0,human-dedup-cluster-67e042c2efbb1985f31d3f9e,human_test_only
human-HC-22cf7ae5724f16356e9c0895,HC-22cf7ae5724f16356e9c0895,explain_weather_pattern,57,378,22cf7ae5724f16356e9c089537129b653b5c7acdf9c38a267a1bd0a3245d4721,e2c79a29203a17e6ffa9fffa8df29a75f63311f1b17eecfd31f3c4cc5b38edf0,jsonl-line-00349-d81ba68d4a0eff1b,d81ba68d4a0eff1b3a937573154756ef2e9533606e7a084c9d1b1f04dd8ca0fc,general_qa,bdd27f4d94b9c1f951818a7da7fd7aeea5dbff1a,2df9083338b4abd6bceb5635764dab5d833b393b55759dffb0959b6fcbf794ec,CC-BY-SA-3.0,human-dedup-cluster-64cfa4400cb9a64124575276,human_test_only
human-HC-2418bc945c5e74b81f4084a1,HC-2418bc945c5e74b81f4084a1,explain_weather_pattern,113,701,2418bc945c5e74b81f4084a19c7937fc7ef4d8025f198361c3bace21afd78d01,37a0d824ffc0bcb6d3c4ea343286d5011723767773d4a52fce539d9055a4bbca,jsonl-line-05488-a22e19bcfaadf1d5,a22e19bcfaadf1d5e7bdb039961e9440cb34446a4ed92546e143aeb405890e1e,open_qa,bdd27f4d94b9c1f951818a7da7fd7aeea5dbff1a,2df9083338b4abd6bceb5635764dab5d833b393b55759dffb0959b6fcbf794ec,CC-BY-SA-3.0,human-dedup-cluster-5e70370c7160cb2cf61f3f03,human_test_only
human-HC-250543e048d1228460921322,HC-250543e048d1228460921322,forum_purchase_advice,290,1792,250543e048d122846092132295277610532f345b455427acce85ad210c728d83,b943ebfd0177e51a91e60aaf90786a35567b63f067d0a85eac14ce7c8d1ca524,jsonl-line-01069-6754bf2dc78203b3,6754bf2dc78203b38ec50a14c776bff2fb2c8bab127a060c98bb3ba9483c2530,general_qa,bdd27f4d94b9c1f951818a7da7fd7aeea5dbff1a,2df9083338b4abd6bceb5635764dab5d833b393b55759dffb0959b6fcbf794ec,CC-BY-SA-3.0,human-dedup-cluster-52776edd80e9272bdf80d61f,human_test_only
human-HC-25242dd8b3b9d3d53ae0d0e3,HC-25242dd8b3b9d3d53ae0d0e3,forum_learning_answer,152,889,25242dd8b3b9d3d53ae0d0e3381f581b4230c2637104af5706c1666badba589d,aaf487781fce2eb581a4f4e0c515ad8490deb991fb16fba8e62b8a09bd84081e,jsonl-line-07836-7c492510d7c3261a,7c492510d7c3261ac28abe2564ab33b138413352e869bb1bce762d99c8ee1263,general_qa,bdd27f4d94b9c1f951818a7da7fd7aeea5dbff1a,2df9083338b4abd6bceb5635764dab5d833b393b55759dffb0959b6fcbf794ec,CC-BY-SA-3.0,human-dedup-cluster-5031b779744c005aa18a83b8,human_test_only
human-HC-25cc77f69f070edb9d73c3e7,HC-25cc77f69f070edb9d73c3e7,explain_biological_process,52,310,25cc77f69f070edb9d73c3e7e8695b35b8ce2a442162d208ac0ae70b5dff60c2,876f4999c2184636bf8e0935bc4cdf1865e1306fbf30783aff7f796f2360ddb9,jsonl-line-04005-b2b840577ab9350c,b2b840577ab9350cef79e4e6a00193f73c029d74c04e1c14d0a0488032ba2571,open_qa,bdd27f4d94b9c1f951818a7da7fd7aeea5dbff1a,2df9083338b4abd6bceb5635764dab5d833b393b55759dffb0959b6fcbf794ec,CC-BY-SA-3.0,human-dedup-cluster-dbaeaeff8bf5545562e5d8c0,human_test_only
human-HC-260486bf75d545c5d5cacd91,HC-260486bf75d545c5d5cacd91,forum_practical_answer,111,629,260486bf75d545c5d5cacd91b44606008b5219525d9e5bdaf0deaaf4a8462498,6aff3c33d24dd12f2eba15a6dfcf2a74d884c249931f62ef31e56dd788420bfb,jsonl-line-00467-44f0d282562bd14d,44f0d282562bd14d7ab7b3de56f7c88d7cfb0288baec8f5ec58fa3de5f10019c,open_qa,bdd27f4d94b9c1f951818a7da7fd7aeea5dbff1a,2df9083338b4abd6bceb5635764dab5d833b393b55759dffb0959b6fcbf794ec,CC-BY-SA-3.0,human-dedup-cluster-741d83178bdcb068dc27a003,human_test_only
human-HC-26b2dc2cdb9d9654bd4ec0a7,HC-26b2dc2cdb9d9654bd4ec0a7,professional_project_update,258,1555,26b2dc2cdb9d9654bd4ec0a7ba899f553861fc1034fe7f45c095bb27cab35f9c,f495e2fbfd975ed0473a37d4ab0edcc8767e983e47e79667fbc2348a572ebacd,jsonl-line-07348-78ef1484a1c1922f,78ef1484a1c1922fffefa9a5766fc8b5ef1d99af82fd08457d668fe06dea9fd5,creative_writing,bdd27f4d94b9c1f951818a7da7fd7aeea5dbff1a,2df9083338b4abd6bceb5635764dab5d833b393b55759dffb0959b6fcbf794ec,CC-BY-SA-3.0,human-dedup-cluster-06b59aa335d85ddb82a7b7f6,human_test_only
human-HC-26f6f45fb5b8742ef9917de6,HC-26f6f45fb5b8742ef9917de6,narrative_learning_moment,208,1136,26f6f45fb5b8742ef9917de6589f047c79c411fbb8da721ea4360f25eee958a9,73350494f3ca05b763f5aeefbad6f82b628c203be2d5f686a31771e572a0b54b,jsonl-line-06802-38f96824d7d465c9,38f96824d7d465c9b8140194a069c92b40c99e3a7df96421f32dab13be772209,creative_writing,bdd27f4d94b9c1f951818a7da7fd7aeea5dbff1a,2df9083338b4abd6bceb5635764dab5d833b393b55759dffb0959b6fcbf794ec,CC-BY-SA-3.0,human-dedup-cluster-d95ddb07a243783ade4198ea,human_test_only
human-HC-296b252a413676ef7afbf145,HC-296b252a413676ef7afbf145,explain_weather_pattern,76,411,296b252a413676ef7afbf1455f8286bd6647c4aee3b7ecb0769e176bdf557726,eee6b016d60a1b6abcb5d591b0b45d9c7280aa7fdd1b29e71100bcd7290cbc7c,jsonl-line-08272-72b8407990da7818,72b8407990da7818df1b0d79a1a2c270e5885769f9d360f32832ac69112ae79b,general_qa,bdd27f4d94b9c1f951818a7da7fd7aeea5dbff1a,2df9083338b4abd6bceb5635764dab5d833b393b55759dffb0959b6fcbf794ec,CC-BY-SA-3.0,human-dedup-cluster-1ee4f33e1791cea0d7c65818,human_test_only
human-HC-2d0c2f9e70009e38b61be6d7,HC-2d0c2f9e70009e38b61be6d7,forum_learning_answer,206,1182,2d0c2f9e70009e38b61be6d7472104c46e5df3b8086e3a1c52dbf26b513ee4bd,728d53a5d0f367cec89e73644b0ae52a4548e53eea135451bf97f024eac0c210,jsonl-line-03888-5b6bcbf20067a1eb,5b6bcbf20067a1eb8a67d16e531433ec5a9ff8ca4eeb380a9fd2b7e8f2a07885,open_qa,bdd27f4d94b9c1f951818a7da7fd7aeea5dbff1a,2df9083338b4abd6bceb5635764dab5d833b393b55759dffb0959b6fcbf794ec,CC-BY-SA-3.0,human-dedup-cluster-8834a5cd2c5a744839d03ef4,human_test_only
human-HC-2ef4115d2b0fc53d5f5d1f83,HC-2ef4115d2b0fc53d5f5d1f83,forum_learning_answer,91,527,2ef4115d2b0fc53d5f5d1f835f90f3e9562bf1b65661136fd0c3e1103d292d08,ec6a7aab9f4f61fece3eb115c6047d0132d66c050f0bedfaab0bc68bca19c8a4,jsonl-line-09518-501b40ab491b00ca,501b40ab491b00ca2dc66c6b505b6c888311cf5f8af82532243ab25b60e6aa5a,general_qa,bdd27f4d94b9c1f951818a7da7fd7aeea5dbff1a,2df9083338b4abd6bceb5635764dab5d833b393b55759dffb0959b6fcbf794ec,CC-BY-SA-3.0,human-dedup-cluster-ac61197ca71068aa22e54b5d,human_test_only
human-HC-30502ec1fd271b60cbe72f97,HC-30502ec1fd271b60cbe72f97,forum_purchase_advice,121,750,30502ec1fd271b60cbe72f97bc02fe9b7ad3ef47778384380c816f701da3536c,cd48456407785150d42c3879a3cc0bc64630ff9d90062179e3a087709aef56e5,jsonl-line-00609-cf3443becc3787ed,cf3443becc3787ed9915bab6b1a9091d2a0d256c4b44c6fc4a1ac9d3d4d63a1c,general_qa,bdd27f4d94b9c1f951818a7da7fd7aeea5dbff1a,2df9083338b4abd6bceb5635764dab5d833b393b55759dffb0959b6fcbf794ec,CC-BY-SA-3.0,human-dedup-cluster-a5bfa407bb1ee09c7db0d1b0,human_test_only
human-HC-34311a4a4e72302cbbbd8413,HC-34311a4a4e72302cbbbd8413,forum_practical_answer,131,726,34311a4a4e72302cbbbd8413da0d5ed2dcc95767ce4861ec4e805fa5203b20b1,f199ea4f3f72f97459436c78f1f4760a5d30b0e2110050ef71b603d1efbd92d6,jsonl-line-09255-bc19f674eab565de,bc19f674eab565def8dc68b10bbd435c02b5e0a42a10609eb4f01d32b64a1367,open_qa,bdd27f4d94b9c1f951818a7da7fd7aeea5dbff1a,2df9083338b4abd6bceb5635764dab5d833b393b55759dffb0959b6fcbf794ec,CC-BY-SA-3.0,human-dedup-cluster-bb357e95f5962c23710392e7,human_test_only
human-HC-34bc8b975f0a21114d74348a,HC-34bc8b975f0a21114d74348a,explain_biological_process,133,840,34bc8b975f0a21114d74348a82a8d3b26ce0f717f0d8de1b7f578911082b840f,c5590b745025693e509f4352915085f502e444c8ecc8edf513275820535d021a,jsonl-line-05578-145e132cefef5ff7,145e132cefef5ff79c3dc047075a1ccfdcb8f676cbd9a8c546bd4d3a64aa8fcc,general_qa,bdd27f4d94b9c1f951818a7da7fd7aeea5dbff1a,2df9083338b4abd6bceb5635764dab5d833b393b55759dffb0959b6fcbf794ec,CC-BY-SA-3.0,human-dedup-cluster-80a39e9598fb5974a40a1285,human_test_only
human-HC-370505ef7c40bfabd2160533,HC-370505ef7c40bfabd2160533,procedure_home_task,87,450,370505ef7c40bfabd2160533fd9a3f7e58205fd82dc19913cd1066dc89c8804c,26b14d281c3de1f81aa354108edad481010646ddbd9221657470493e55249a38,jsonl-line-08161-2b7e6c6e8d6bc669,2b7e6c6e8d6bc669efc10fe36a38ed149f227900c5d29bdeafb8b95c4ca1696f,general_qa,bdd27f4d94b9c1f951818a7da7fd7aeea5dbff1a,2df9083338b4abd6bceb5635764dab5d833b393b55759dffb0959b6fcbf794ec,CC-BY-SA-3.0,human-dedup-cluster-73ba5162cd976f7992b7e6c9,human_test_only
human-HC-3743211f193145f4bae525c0,HC-3743211f193145f4bae525c0,explain_biological_process,39,230,3743211f193145f4bae525c05dbebc76c9ca7371cbd2d74871af66f4aa1347da,fb8b190e8ed2676850f144128766fb82c7d7370a106935caa3dda5dcdc34e0bd,jsonl-line-14245-03e2df64047431ad,03e2df64047431ad34df5101edb3554ee69268b0402022746109f45f9eea4552,open_qa,bdd27f4d94b9c1f951818a7da7fd7aeea5dbff1a,2df9083338b4abd6bceb5635764dab5d833b393b55759dffb0959b6fcbf794ec,CC-BY-SA-3.0,human-dedup-cluster-f2a36b4d4ad6d846dd33dbdd,human_test_only
