plan_id,pairing_unit_id,experiment,model_id,base_model,model_revision,quantization_package_revision,quantization,embedded_tokenizer_fixed,payload_name,payload_class,payload_split,representation_name,codec_id,prompt_template_id,label,population,trial_status,generation_required,random_seed,reference_q4_row_id,reference_q4_pair_id,reference_q4_trial_id,source_row_id,source_trial_id
quantization_trial__017aa414509174c168e37ad1,quantization_pair__37bfe2326bdd3f6d62ddf643,matched_quantization_generalization,qwen2_5_7b_instruct_q4_k_m,Qwen2.5-7B-Instruct,a09a35458c702b33eeacc393d103063234e8bc28,8911e8a47f92bac19d6f5c64a2e2095bd2f7d031,Q4_K_M,True,revision_v1_chacha20_poly1305_base64_031,chacha20_poly1305_base64,train,ascii_b16,nonseg_ascii_b16,forum_practical_answer,0,ordinary_control,reused_exact_v2_q4,False,6563528238827917043,detector_pair__b372ac76a7e64223b219543e__ordinary_control,detector_pair__b372ac76a7e64223b219543e,revision_v1_primary_v2_payload_fidelity_v2__dcb2172681a998817d86,detector_pair__b372ac76a7e64223b219543e__ordinary_control,revision_v1_primary_v2_payload_fidelity_v2__dcb2172681a998817d86
quantization_trial__0182daf05295feb4a86d59e9,quantization_pair__b402d69c94bcd44db859603a,matched_quantization_generalization,qwen2_5_7b_instruct_q8_0,Qwen2.5-7B-Instruct,a09a35458c702b33eeacc393d103063234e8bc28,8911e8a47f92bac19d6f5c64a2e2095bd2f7d031,Q8_0,True,revision_v1_ed25519_signature_base64_001,ed25519_signature_base64,train,ascii_b16,nonseg_ascii_b16,procedure_garden_task,0,ordinary_control,planned_new_q8_generation,True,2412861764651932463,detector_pair__bc6e060c11ae410233a924c4__ordinary_control,detector_pair__bc6e060c11ae410233a924c4,revision_v1_primary_v2_payload_fidelity_v2__dc5df23ced1c5211cab2,,
quantization_trial__01949f71b1b762d88eb29e4e,quantization_pair__70064a9d4a67fa1169af50db,matched_quantization_generalization,qwen2_5_7b_instruct_q4_k_m,Qwen2.5-7B-Instruct,a09a35458c702b33eeacc393d103063234e8bc28,8911e8a47f92bac19d6f5c64a2e2095bd2f7d031,Q4_K_M,True,revision_v1_uuid_v4_056,uuid_v4,test,ascii_b8,nonseg_ascii_b8,professional_process_email,1,rankcloak,reused_exact_v2_q4,False,4829558736431523260,detector_pair__a27248dc26ca1edf145930d0__rankcloak,detector_pair__a27248dc26ca1edf145930d0,revision_v1_primary_v2_payload_fidelity_v2__3d622e4b6c9cfcef5af7,detector_pair__a27248dc26ca1edf145930d0__rankcloak,revision_v1_primary_v2_payload_fidelity_v2__3d622e4b6c9cfcef5af7
quantization_trial__01a094a083383877c3227208,quantization_pair__c8c2346b6d8ea8606fb14820,matched_quantization_generalization,qwen2_5_7b_instruct_q4_k_m,Qwen2.5-7B-Instruct,a09a35458c702b33eeacc393d103063234e8bc28,8911e8a47f92bac19d6f5c64a2e2095bd2f7d031,Q4_K_M,True,revision_v1_ed25519_signature_base64_036,ed25519_signature_base64,validation,ascii_b8,nonseg_ascii_b8,forum_learning_answer,1,rankcloak,reused_exact_v2_q4,False,8426884366035547211,detector_pair__b45d0507ae99c61fda8ee064__rankcloak,detector_pair__b45d0507ae99c61fda8ee064,revision_v1_primary_v2_payload_fidelity_v2__8d02afc80a7c0009f94c,detector_pair__b45d0507ae99c61fda8ee064__rankcloak,revision_v1_primary_v2_payload_fidelity_v2__8d02afc80a7c0009f94c
quantization_trial__01a3645a01fa7adaeb863b1a,quantization_pair__7c4249e30101a7ca802ee707,matched_quantization_generalization,qwen2_5_7b_instruct_q8_0,Qwen2.5-7B-Instruct,a09a35458c702b33eeacc393d103063234e8bc28,8911e8a47f92bac19d6f5c64a2e2095bd2f7d031,Q8_0,True,revision_v1_nonce_96_bit_hex_058,nonce_96_bit_hex,test,ascii_b8,nonseg_ascii_b8,professional_project_update,0,ordinary_control,planned_new_q8_generation,True,8605812736075590164,detector_pair__39d4b162fc32842b35c77a69__ordinary_control,detector_pair__39d4b162fc32842b35c77a69,revision_v1_primary_v2_payload_fidelity_v2__1945286089006ec7385a,,
quantization_trial__01a64a5d1e06b0119f2133c7,quantization_pair__c7c2aed76945d33880c04423,matched_quantization_generalization,qwen2_5_7b_instruct_q8_0,Qwen2.5-7B-Instruct,a09a35458c702b33eeacc393d103063234e8bc28,8911e8a47f92bac19d6f5c64a2e2095bd2f7d031,Q8_0,True,revision_v1_nonce_96_bit_hex_040,nonce_96_bit_hex,validation,ascii_b16,nonseg_ascii_b16,professional_project_update,0,ordinary_control,planned_new_q8_generation,True,689908207301744263,detector_pair__3f56575b6729bf0769e0b2fc__ordinary_control,detector_pair__3f56575b6729bf0769e0b2fc,revision_v1_primary_v2_payload_fidelity_v2__57e4c835209266b5e30b,,
quantization_trial__01bdb6d50b541c8c0624fa76,quantization_pair__213491fd50ef7bb3adf69451,matched_quantization_generalization,qwen2_5_7b_instruct_q8_0,Qwen2.5-7B-Instruct,a09a35458c702b33eeacc393d103063234e8bc28,8911e8a47f92bac19d6f5c64a2e2095bd2f7d031,Q8_0,True,revision_v1_chacha20_poly1305_base64_014,chacha20_poly1305_base64,train,ascii_b8,nonseg_ascii_b8,procedure_simple_meal,1,rankcloak,planned_new_q8_generation,True,3120305567695082066,detector_pair__998171c6489c1658e4494ab7__rankcloak,detector_pair__998171c6489c1658e4494ab7,revision_v1_primary_v2_payload_fidelity_v2__2ddb1c9f9b27632dca0b,,
quantization_trial__01c831c12f41573911452d3d,quantization_pair__c14ba70f6992b603a7c31a10,matched_quantization_generalization,qwen2_5_7b_instruct_q4_k_m,Qwen2.5-7B-Instruct,a09a35458c702b33eeacc393d103063234e8bc28,8911e8a47f92bac19d6f5c64a2e2095bd2f7d031,Q4_K_M,True,revision_v1_ed25519_signature_base64_012,ed25519_signature_base64,train,ascii_b16,nonseg_ascii_b16,forum_purchase_advice,0,ordinary_control,reused_exact_v2_q4,False,21504006715018521,detector_pair__8d0b6a28cd3152bbbe5c3edb__ordinary_control,detector_pair__8d0b6a28cd3152bbbe5c3edb,revision_v1_primary_v2_payload_fidelity_v2__bd70dfd0cf02b1365c12,detector_pair__8d0b6a28cd3152bbbe5c3edb__ordinary_control,revision_v1_primary_v2_payload_fidelity_v2__bd70dfd0cf02b1365c12
quantization_trial__01dc6451d1429f7491ffe42d,quantization_pair__f6664cb02b7780c746327522,matched_quantization_generalization,qwen2_5_7b_instruct_q4_k_m,Qwen2.5-7B-Instruct,a09a35458c702b33eeacc393d103063234e8bc28,8911e8a47f92bac19d6f5c64a2e2095bd2f7d031,Q4_K_M,True,revision_v1_chacha20_poly1305_base64_008,chacha20_poly1305_base64,train,ascii_b8,nonseg_ascii_b8,procedure_garden_task,1,rankcloak,reused_exact_v2_q4,False,1799514911384214279,detector_pair__4cc87db4617bab4ea2f722ff__rankcloak,detector_pair__4cc87db4617bab4ea2f722ff,revision_v1_primary_v2_payload_fidelity_v2__c45b39638e9ead2bf03e,detector_pair__4cc87db4617bab4ea2f722ff__rankcloak,revision_v1_primary_v2_payload_fidelity_v2__c45b39638e9ead2bf03e
quantization_trial__01e9185fb05dd2b72826dc95,quantization_pair__9330897e0b214423bb96da98,matched_quantization_generalization,qwen2_5_7b_instruct_q4_k_m,Qwen2.5-7B-Instruct,a09a35458c702b33eeacc393d103063234e8bc28,8911e8a47f92bac19d6f5c64a2e2095bd2f7d031,Q4_K_M,True,revision_v1_uuid_v4_039,uuid_v4,validation,ascii_b8,nonseg_ascii_b8,forum_learning_answer,0,ordinary_control,reused_exact_v2_q4,False,573643963934309481,detector_pair__ef001a58a0b16674e4de7fe7__ordinary_control,detector_pair__ef001a58a0b16674e4de7fe7,revision_v1_primary_v2_payload_fidelity_v2__1f2308785b06e520f990,detector_pair__ef001a58a0b16674e4de7fe7__ordinary_control,revision_v1_primary_v2_payload_fidelity_v2__1f2308785b06e520f990
quantization_trial__022ea5761e9bc5065b1586d6,quantization_pair__e4e24ada32a8efc645bee6ac,matched_quantization_generalization,qwen2_5_7b_instruct_q4_k_m,Qwen2.5-7B-Instruct,a09a35458c702b33eeacc393d103063234e8bc28,8911e8a47f92bac19d6f5c64a2e2095bd2f7d031,Q4_K_M,True,revision_v1_ed25519_signature_base64_009,ed25519_signature_base64,train,ascii_b8,nonseg_ascii_b8,explain_weather_pattern,1,rankcloak,reused_exact_v2_q4,False,3820350847179968939,detector_pair__1d5daf0ae2a730e4ca234f10__rankcloak,detector_pair__1d5daf0ae2a730e4ca234f10,revision_v1_primary_v2_payload_fidelity_v2__29c8d4141d0562e677d6,detector_pair__1d5daf0ae2a730e4ca234f10__rankcloak,revision_v1_primary_v2_payload_fidelity_v2__29c8d4141d0562e677d6
quantization_trial__0231eb080172a7f0d090e27e,quantization_pair__b61ce13170e4b85ec38e41e9,matched_quantization_generalization,qwen2_5_7b_instruct_q8_0,Qwen2.5-7B-Instruct,a09a35458c702b33eeacc393d103063234e8bc28,8911e8a47f92bac19d6f5c64a2e2095bd2f7d031,Q8_0,True,revision_v1_aes256_gcm_base64_015,aes256_gcm_base64,train,ascii_b8,nonseg_ascii_b8,procedure_garden_task,1,rankcloak,planned_new_q8_generation,True,7394568921116021573,detector_pair__0907f6bdd2ca1f398e7fb243__rankcloak,detector_pair__0907f6bdd2ca1f398e7fb243,revision_v1_primary_v2_payload_fidelity_v2__54a82e8aa92003938dc2,,
quantization_trial__02492e943e8ba51d42d83475,quantization_pair__321cfe0b661fc1abf8035d4e,matched_quantization_generalization,qwen2_5_7b_instruct_q8_0,Qwen2.5-7B-Instruct,a09a35458c702b33eeacc393d103063234e8bc28,8911e8a47f92bac19d6f5c64a2e2095bd2f7d031,Q8_0,True,revision_v1_uuid_v4_009,uuid_v4,train,ascii_b8,nonseg_ascii_b8,forum_practical_answer,1,rankcloak,planned_new_q8_generation,True,6805880001781922150,detector_pair__52497674fd4deac99a351602__rankcloak,detector_pair__52497674fd4deac99a351602,revision_v1_primary_v2_payload_fidelity_v2__9a00761a05610e2f92f4,,
quantization_trial__02562e06d5df1d8d6e170170,quantization_pair__e13a46656f99704e4435acf9,matched_quantization_generalization,qwen2_5_7b_instruct_q8_0,Qwen2.5-7B-Instruct,a09a35458c702b33eeacc393d103063234e8bc28,8911e8a47f92bac19d6f5c64a2e2095bd2f7d031,Q8_0,True,revision_v1_sha256_hex_034,sha256_hex,train,ascii_b16,nonseg_ascii_b16,explain_weather_pattern,1,rankcloak,planned_new_q8_generation,True,1457009607820798070,detector_pair__12e70f95d02dac23489ade23__rankcloak,detector_pair__12e70f95d02dac23489ade23,revision_v1_primary_v2_payload_fidelity_v2__aca336afb14dd426ef8c,,
quantization_trial__02747c3c8583575e5a65e7ee,quantization_pair__6fb0659180df60af4744eda5,matched_quantization_generalization,qwen2_5_7b_instruct_q4_k_m,Qwen2.5-7B-Instruct,a09a35458c702b33eeacc393d103063234e8bc28,8911e8a47f92bac19d6f5c64a2e2095bd2f7d031,Q4_K_M,True,revision_v1_hmac_sha256_hex_017,hmac_sha256_hex,train,ascii_b8,nonseg_ascii_b8,professional_schedule_note,1,rankcloak,reused_exact_v2_q4,False,2319173130829714564,detector_pair__19fd6a5fbf474f536309e240__rankcloak,detector_pair__19fd6a5fbf474f536309e240,revision_v1_primary_v2_payload_fidelity_v2__f040014fda946da4d6b0,detector_pair__19fd6a5fbf474f536309e240__rankcloak,revision_v1_primary_v2_payload_fidelity_v2__f040014fda946da4d6b0
quantization_trial__028c60b75d46df013cd270e7,quantization_pair__4740f8957a9cfe2f5ef98452,matched_quantization_generalization,qwen2_5_7b_instruct_q4_k_m,Qwen2.5-7B-Instruct,a09a35458c702b33eeacc393d103063234e8bc28,8911e8a47f92bac19d6f5c64a2e2095bd2f7d031,Q4_K_M,True,revision_v1_nonce_96_bit_hex_032,nonce_96_bit_hex,train,ascii_b8,nonseg_ascii_b8,explain_biological_process,0,ordinary_control,reused_exact_v2_q4,False,3111340435401513048,detector_pair__9e550576db114580d8608678__ordinary_control,detector_pair__9e550576db114580d8608678,revision_v1_primary_v2_payload_fidelity_v2__5c4eba7d1ab25c12b73e,detector_pair__9e550576db114580d8608678__ordinary_control,revision_v1_primary_v2_payload_fidelity_v2__5c4eba7d1ab25c12b73e
quantization_trial__0295c7fb4593614a7fcf21b8,quantization_pair__0166ee1870f36e77f72fa4a4,matched_quantization_generalization,qwen2_5_7b_instruct_q8_0,Qwen2.5-7B-Instruct,a09a35458c702b33eeacc393d103063234e8bc28,8911e8a47f92bac19d6f5c64a2e2095bd2f7d031,Q8_0,True,revision_v1_nonce_96_bit_hex_027,nonce_96_bit_hex,train,ascii_b16,nonseg_ascii_b16,casual_hobby_chat,1,rankcloak,planned_new_q8_generation,True,3717651404885464024,detector_pair__5356865cb4105a53ddf8a1ee__rankcloak,detector_pair__5356865cb4105a53ddf8a1ee,revision_v1_primary_v2_payload_fidelity_v2__5bb14c31ab3711817f47,,
quantization_trial__02a1fbc86f759bf45de3a039,quantization_pair__e080c7f68d3e926758a6ef05,matched_quantization_generalization,qwen2_5_7b_instruct_q4_k_m,Qwen2.5-7B-Instruct,a09a35458c702b33eeacc393d103063234e8bc28,8911e8a47f92bac19d6f5c64a2e2095bd2f7d031,Q4_K_M,True,revision_v1_hmac_sha256_hex_039,hmac_sha256_hex,validation,ascii_b8,nonseg_ascii_b8,explain_biological_process,1,rankcloak,reused_exact_v2_q4,False,5695140442148548656,detector_pair__1956cb96fcca268d792b7889__rankcloak,detector_pair__1956cb96fcca268d792b7889,revision_v1_primary_v2_payload_fidelity_v2__d7d9f90765c297bd1b91,detector_pair__1956cb96fcca268d792b7889__rankcloak,revision_v1_primary_v2_payload_fidelity_v2__d7d9f90765c297bd1b91
quantization_trial__02b095cf16e2a85270a34e21,quantization_pair__1d95240d296c3bbf119f89ab,matched_quantization_generalization,qwen2_5_7b_instruct_q4_k_m,Qwen2.5-7B-Instruct,a09a35458c702b33eeacc393d103063234e8bc28,8911e8a47f92bac19d6f5c64a2e2095bd2f7d031,Q4_K_M,True,revision_v1_chacha20_poly1305_base64_032,chacha20_poly1305_base64,train,ascii_b16,nonseg_ascii_b16,procedure_simple_meal,0,ordinary_control,reused_exact_v2_q4,False,2412821848157532082,detector_pair__70cdbb121366abe30589a589__ordinary_control,detector_pair__70cdbb121366abe30589a589,revision_v1_primary_v2_payload_fidelity_v2__104be8cbce1afea07cee,detector_pair__70cdbb121366abe30589a589__ordinary_control,revision_v1_primary_v2_payload_fidelity_v2__104be8cbce1afea07cee
