archive_path,size_bytes,crc32
llm-rankcloak-ce853d42d6ba/human_study/irb/MATERIALS_CHECKLIST.md,3480,f12141fa
llm-rankcloak-ce853d42d6ba/human_study/irb/PARTICIPANT_INSTRUCTIONS.md,1109,e2d34af1
llm-rankcloak-ce853d42d6ba/human_study/power/,0,00000000
llm-rankcloak-ce853d42d6ba/human_study/power/ASSUMPTIONS_AND_SENSITIVITY.md,3144,d06bb3cc
llm-rankcloak-ce853d42d6ba/human_study/power/PLANNING_RESULTS.md,2982,0a10ad1e
llm-rankcloak-ce853d42d6ba/human_study/power/planning_power_design_grid.csv,2203,bef34655
llm-rankcloak-ce853d42d6ba/human_study/power/planning_power_results_3ratings.csv,985,b6da3708
llm-rankcloak-ce853d42d6ba/human_study/power/planning_power_results_5ratings.csv,1071,eed814df
llm-rankcloak-ce853d42d6ba/human_study/power/simulate_power.py,6222,2db1e129
llm-rankcloak-ce853d42d6ba/human_study/randomization/,0,00000000
llm-rankcloak-ce853d42d6ba/human_study/randomization/RANDOMIZATION_PLAN.md,1947,7be144b1
llm-rankcloak-ce853d42d6ba/human_study/randomization/build_blinded_assignments.py,10159,b65c8220
llm-rankcloak-ce853d42d6ba/human_study/randomization/generate_synthetic_candidates.py,4502,5b09a684
llm-rankcloak-ce853d42d6ba/human_study/survey/,0,00000000
llm-rankcloak-ce853d42d6ba/human_study/survey/SURVEY_IMPLEMENTATION_CHECKLIST.md,1274,7cbc45e9
llm-rankcloak-ce853d42d6ba/human_study/survey/attention_checks.json,1078,d58b77a4
llm-rankcloak-ce853d42d6ba/human_study/survey/instrument.json,3474,d3e63774
llm-rankcloak-ce853d42d6ba/human_study/tests/,0,00000000
llm-rankcloak-ce853d42d6ba/human_study/tests/test_human_controls.py,13974,07f5688a
llm-rankcloak-ce853d42d6ba/human_study/tests/test_human_study_package.py,8523,662b0165
llm-rankcloak-ce853d42d6ba/human_study/tests/test_power_design_grid.py,1124,3af17d8c
llm-rankcloak-ce853d42d6ba/notebooks/,0,00000000
llm-rankcloak-ce853d42d6ba/notebooks/01_rankcloak_crypto_artifact_exploration.ipynb,12093,f4cb24d4
llm-rankcloak-ce853d42d6ba/operations/,0,00000000
llm-rankcloak-ce853d42d6ba/operations/confirmatory_v2/,0,00000000
llm-rankcloak-ce853d42d6ba/operations/confirmatory_v2/detector_acceleration_policy_v1.json,1890,269f8241
llm-rankcloak-ce853d42d6ba/operations/confirmatory_v2/detector_cuda_policy_v2.json,1814,7f39971c
llm-rankcloak-ce853d42d6ba/operations/confirmatory_v2/downstream_commands.json,11714,db5847c7
llm-rankcloak-ce853d42d6ba/paperV1/,0,00000000
llm-rankcloak-ce853d42d6ba/paperV1/CoverLetterResubmission.aux,8,b48e9875
llm-rankcloak-ce853d42d6ba/paperV1/CoverLetterResubmission.pdf,22926,3a8876d0
llm-rankcloak-ce853d42d6ba/paperV1/CoverLetterResubmission.tex,1273,cb54f9f4
llm-rankcloak-ce853d42d6ba/paperV1/RankCloakV1.zip,4791837,75a81a9b
llm-rankcloak-ce853d42d6ba/paperV1/RankCloakV1_orig.zip,4791763,ea37cef7
llm-rankcloak-ce853d42d6ba/paperV1/RankCloakV1b.zip,4792640,7c3ec5ed
llm-rankcloak-ce853d42d6ba/paperV1/RankCloakV1c.zip,4792655,6b67ff35
llm-rankcloak-ce853d42d6ba/paperV1/Response1.aux,8,b48e9875
llm-rankcloak-ce853d42d6ba/paperV1/Response1.pdf,21333,60d80d0e
llm-rankcloak-ce853d42d6ba/paperV1/Response1.tex,647,e64cbc1b
llm-rankcloak-ce853d42d6ba/paperV1/scientific_reports/,0,00000000
llm-rankcloak-ce853d42d6ba/paperV1/scientific_reports/MANUSCRIPT_CHECKLIST.md,13592,575399e7
llm-rankcloak-ce853d42d6ba/paperV1/scientific_reports/figures/,0,00000000
llm-rankcloak-ce853d42d6ba/paperV1/scientific_reports/figures/paper_alphabet_capacity_quality.png,115722,9a60309a
llm-rankcloak-ce853d42d6ba/paperV1/scientific_reports/figures/paper_artifact_counts_by_variant.png,85641,4e5b4ca9
llm-rankcloak-ce853d42d6ba/paperV1/scientific_reports/figures/paper_capacity_quality_frontier.png,263032,a7a31c62
llm-rankcloak-ce853d42d6ba/paperV1/scientific_reports/figures/paper_detector_auc.png,104464,21394cd3
llm-rankcloak-ce853d42d6ba/paperV1/scientific_reports/figures/paper_direct_subword_rank_pressure.png,110321,e13f616b
llm-rankcloak-ce853d42d6ba/paperV1/scientific_reports/figures/paper_effect_sizes_summary.png,229116,9f6ef26b
llm-rankcloak-ce853d42d6ba/paperV1/scientific_reports/figures/paper_exploratory_failure_modes.png,197670,453dec31
llm-rankcloak-ce853d42d6ba/paperV1/scientific_reports/figures/paper_forced_prefix_vs_full_message.png,138655,af643e2c
llm-rankcloak-ce853d42d6ba/paperV1/scientific_reports/figures/paper_main_payload_rank_pressure.png,213868,78248cdf
llm-rankcloak-ce853d42d6ba/paperV1/scientific_reports/figures/paper_main_recovery_quality.png,130949,8605cd20
llm-rankcloak-ce853d42d6ba/paperV1/scientific_reports/figures/paper_nonseg_protocol_variant_quality.png,60231,2907328a
llm-rankcloak-ce853d42d6ba/paperV1/scientific_reports/figures/paper_payload_representation_rank_counts.png,120422,fe6f7750
llm-rankcloak-ce853d42d6ba/paperV1/scientific_reports/figures/paper_recovery_by_variant.png,86528,96966e9c
llm-rankcloak-ce853d42d6ba/paperV1/scientific_reports/figures/paper_segmented_protocol_variant_quality.png,139345,c15f2e14
llm-rankcloak-ce853d42d6ba/paperV1/scientific_reports/figures/paper_tail_topic_quality.png,94681,ed9a193c
llm-rankcloak-ce853d42d6ba/paperV1/scientific_reports/jabbrv-ltwa-all.ldf,49107,360a1f22
llm-rankcloak-ce853d42d6ba/paperV1/scientific_reports/jabbrv-ltwa-en.ldf,268657,d6f0e9a6
llm-rankcloak-ce853d42d6ba/paperV1/scientific_reports/jabbrv.sty,15480,54b3f717
llm-rankcloak-ce853d42d6ba/paperV1/scientific_reports/main.aux,14185,3899f82d
llm-rankcloak-ce853d42d6ba/paperV1/scientific_reports/main.bbl,18454,0ec495dd
llm-rankcloak-ce853d42d6ba/paperV1/scientific_reports/main.blg,924,f0e68505
llm-rankcloak-ce853d42d6ba/paperV1/scientific_reports/main.out,51,00f2295e
llm-rankcloak-ce853d42d6ba/paperV1/scientific_reports/main.pdf,789587,59251a16
llm-rankcloak-ce853d42d6ba/paperV1/scientific_reports/main.tex,89484,9a1867e4
llm-rankcloak-ce853d42d6ba/paperV1/scientific_reports/naturemag-doi.bst,36153,fb3c6ec9
llm-rankcloak-ce853d42d6ba/paperV1/scientific_reports/rankcloak_scientific_reports_manuscript.pdf,788778,89913661
llm-rankcloak-ce853d42d6ba/paperV1/scientific_reports/rankcloak_scientific_reports_supplementary.pdf,692067,80ebbacc
llm-rankcloak-ce853d42d6ba/paperV1/scientific_reports/references.bib,17162,92d539d0
llm-rankcloak-ce853d42d6ba/paperV1/scientific_reports/supplementary.tex,40669,985085e6
llm-rankcloak-ce853d42d6ba/paperV1/scientific_reports/supplementaryOLD.tex,39755,6d79f602
llm-rankcloak-ce853d42d6ba/paperV1/scientific_reports/wlscirep.cls,5824,7cf31bdd
llm-rankcloak-ce853d42d6ba/paperV2/,0,00000000
llm-rankcloak-ce853d42d6ba/paperV2/RankCloakV2a.zip,1193115,951b9f77
llm-rankcloak-ce853d42d6ba/paperV2/cover_letter/,0,00000000
llm-rankcloak-ce853d42d6ba/paperV2/cover_letter/cover_letter.aux,261,f4d33fc7
llm-rankcloak-ce853d42d6ba/paperV2/cover_letter/cover_letter.out,0,00000000
llm-rankcloak-ce853d42d6ba/paperV2/cover_letter/cover_letter.tex,2759,00f74bac
llm-rankcloak-ce853d42d6ba/paperV2/cover_letter/cover_letter_V2.pdf,82077,ae8d79f0
llm-rankcloak-ce853d42d6ba/paperV2/cover_letter/rankcloak_cover_letter_v2.pdf,82060,9f6c5681
llm-rankcloak-ce853d42d6ba/paperV2/response/,0,00000000
llm-rankcloak-ce853d42d6ba/paperV2/response/response_to_reviewers.aux,162,0821a6da
llm-rankcloak-ce853d42d6ba/paperV2/response/response_to_reviewers.out,0,00000000
llm-rankcloak-ce853d42d6ba/paperV2/response/response_to_reviewers.pdf,217964,27c42c3e
llm-rankcloak-ce853d42d6ba/paperV2/response/response_to_reviewers.tex,19059,d09b37e0
llm-rankcloak-ce853d42d6ba/paperV2/scientific_reports/,0,00000000
llm-rankcloak-ce853d42d6ba/paperV2/scientific_reports/figures/,0,00000000
llm-rankcloak-ce853d42d6ba/paperV2/scientific_reports/figures/ablation_summary.pdf,22852,f9d17a1e
llm-rankcloak-ce853d42d6ba/paperV2/scientific_reports/figures/automated_readability.pdf,27627,af41a635
llm-rankcloak-ce853d42d6ba/paperV2/scientific_reports/figures/capacity_tail_validation.pdf,25042,d4dfc21a
llm-rankcloak-ce853d42d6ba/paperV2/scientific_reports/figures/computational_overhead.pdf,31335,e53e3225
llm-rankcloak-ce853d42d6ba/paperV2/scientific_reports/figures/continuity_figure_handoff.json,18519,0ef3f9e2
llm-rankcloak-ce853d42d6ba/paperV2/scientific_reports/figures/empirical_capacity_quality_frontier.pdf,32930,2ad700c8
llm-rankcloak-ce853d42d6ba/paperV2/scientific_reports/figures/forced_span_full_message_quality.pdf,24645,74d24ad7
llm-rankcloak-ce853d42d6ba/paperV2/scientific_reports/figures/neural_detector_performance.pdf,32073,0018c2f7
llm-rankcloak-ce853d42d6ba/paperV2/scientific_reports/figures/neural_detector_performance_compact.pdf,26199,208fe9e6
llm-rankcloak-ce853d42d6ba/paperV2/scientific_reports/figures/payload_representation_rank_capacity.pdf,36606,1de74b5b
llm-rankcloak-ce853d42d6ba/paperV2/scientific_reports/figures/robustness_recovery.pdf,28938,b7329766
llm-rankcloak-ce853d42d6ba/paperV2/scientific_reports/figures/robustness_recovery_compact.pdf,24316,91634b70
llm-rankcloak-ce853d42d6ba/paperV2/scientific_reports/figures/tail_gain_by_prompt_category.pdf,26301,bafd37c2
llm-rankcloak-ce853d42d6ba/paperV2/scientific_reports/jabbrv-ltwa-all.ldf,49107,360a1f22
llm-rankcloak-ce853d42d6ba/paperV2/scientific_reports/jabbrv-ltwa-en.ldf,268657,d6f0e9a6
llm-rankcloak-ce853d42d6ba/paperV2/scientific_reports/jabbrv.sty,15480,54b3f717
llm-rankcloak-ce853d42d6ba/paperV2/scientific_reports/main2.aux,17555,64a13361
llm-rankcloak-ce853d42d6ba/paperV2/scientific_reports/main2.bbl,21822,c40ada1d
llm-rankcloak-ce853d42d6ba/paperV2/scientific_reports/main2.blg,926,cd042b7b
llm-rankcloak-ce853d42d6ba/paperV2/scientific_reports/main2.out,100,3ff27cf9
llm-rankcloak-ce853d42d6ba/paperV2/scientific_reports/main2.pdf,363246,3556d649
llm-rankcloak-ce853d42d6ba/paperV2/scientific_reports/main2.tex,83202,a64415e2
llm-rankcloak-ce853d42d6ba/paperV2/scientific_reports/main2copy.tex,60446,0ad2121d
llm-rankcloak-ce853d42d6ba/paperV2/scientific_reports/naturemag-doi.bst,36153,fb3c6ec9
llm-rankcloak-ce853d42d6ba/paperV2/scientific_reports/rankcloak_scientific_reports_supplementary2.pdf,352086,db8d4b68
llm-rankcloak-ce853d42d6ba/paperV2/scientific_reports/references.bib,18161,cb0c9241
llm-rankcloak-ce853d42d6ba/paperV2/scientific_reports/submission_figures/,0,00000000
llm-rankcloak-ce853d42d6ba/paperV2/scientific_reports/submission_figures/Figure1.pdf,36606,1de74b5b
llm-rankcloak-ce853d42d6ba/paperV2/scientific_reports/submission_figures/Figure2.pdf,32930,2ad700c8
llm-rankcloak-ce853d42d6ba/paperV2/scientific_reports/submission_figures/Figure3.pdf,24316,91634b70
llm-rankcloak-ce853d42d6ba/paperV2/scientific_reports/submission_figures/Figure4.pdf,24645,74d24ad7
llm-rankcloak-ce853d42d6ba/paperV2/scientific_reports/submission_figures/Figure5.pdf,26199,208fe9e6
llm-rankcloak-ce853d42d6ba/paperV2/scientific_reports/supplementary2.aux,18882,2bae6d83
llm-rankcloak-ce853d42d6ba/paperV2/scientific_reports/supplementary2.bbl,356,86cb96f2
llm-rankcloak-ce853d42d6ba/paperV2/scientific_reports/supplementary2.blg,1172,85899fbb
llm-rankcloak-ce853d42d6ba/paperV2/scientific_reports/supplementary2.out,0,00000000
llm-rankcloak-ce853d42d6ba/paperV2/scientific_reports/supplementary2.pdf,352086,db8d4b68
llm-rankcloak-ce853d42d6ba/paperV2/scientific_reports/supplementary2.tex,61190,702be24c
llm-rankcloak-ce853d42d6ba/paperV2/scientific_reports/supplementary_tables/,0,00000000
llm-rankcloak-ce853d42d6ba/paperV2/scientific_reports/supplementary_tables/detector_split_metrics.csv,184228,5db164c1
llm-rankcloak-ce853d42d6ba/paperV2/scientific_reports/wlscirep.cls,5824,7cf31bdd
llm-rankcloak-ce853d42d6ba/paperV3/,0,00000000
llm-rankcloak-ce853d42d6ba/paperV3/cover_letter/,0,00000000
llm-rankcloak-ce853d42d6ba/paperV3/cover_letter/cover_letter_v3.aux,208,e4880431
llm-rankcloak-ce853d42d6ba/paperV3/cover_letter/cover_letter_v3.out,0,00000000
llm-rankcloak-ce853d42d6ba/paperV3/cover_letter/cover_letter_v3.pdf,49158,97045ff6
llm-rankcloak-ce853d42d6ba/paperV3/cover_letter/cover_letter_v3.tex,2698,670720f6
llm-rankcloak-ce853d42d6ba/paperV3/response/,0,00000000
llm-rankcloak-ce853d42d6ba/paperV3/response/requests.txt,4670,452997a5
llm-rankcloak-ce853d42d6ba/paperV3/response/response_to_reviewers_v3.aux,162,0a671883
llm-rankcloak-ce853d42d6ba/paperV3/response/response_to_reviewers_v3.out,0,00000000
llm-rankcloak-ce853d42d6ba/paperV3/response/response_to_reviewers_v3.pdf,180068,64e75e16
llm-rankcloak-ce853d42d6ba/paperV3/response/response_to_reviewers_v3.tex,16390,cbd9b528
llm-rankcloak-ce853d42d6ba/paperV3/scientific_reports/,0,00000000
llm-rankcloak-ce853d42d6ba/paperV3/scientific_reports/figures/,0,00000000
llm-rankcloak-ce853d42d6ba/paperV3/scientific_reports/figures/ablation_summary.pdf,22852,f9d17a1e
llm-rankcloak-ce853d42d6ba/paperV3/scientific_reports/figures/automated_readability.pdf,27627,af41a635
llm-rankcloak-ce853d42d6ba/paperV3/scientific_reports/figures/capacity_tail_validation.pdf,25042,d4dfc21a
llm-rankcloak-ce853d42d6ba/paperV3/scientific_reports/figures/computational_overhead.pdf,31335,e53e3225
llm-rankcloak-ce853d42d6ba/paperV3/scientific_reports/figures/detector_low_fpr.pdf,13671,48c52173
llm-rankcloak-ce853d42d6ba/paperV3/scientific_reports/figures/detector_model_family_generalization.pdf,15918,fac1d858
llm-rankcloak-ce853d42d6ba/paperV3/scientific_reports/figures/empirical_capacity_quality_frontier.pdf,32930,2ad700c8
llm-rankcloak-ce853d42d6ba/paperV3/scientific_reports/figures/entropy_gate_capacity_recovery.pdf,15742,a1be874a
llm-rankcloak-ce853d42d6ba/paperV3/scientific_reports/figures/entropy_gate_detector_performance.pdf,15576,60ac0fdf
llm-rankcloak-ce853d42d6ba/paperV3/scientific_reports/figures/forced_span_full_message_quality.pdf,24645,74d24ad7
llm-rankcloak-ce853d42d6ba/paperV3/scientific_reports/figures/human_control_false_positives.pdf,13714,786cde9d
llm-rankcloak-ce853d42d6ba/paperV3/scientific_reports/figures/matched_quantization_detector_transfer.pdf,15011,cb1c6262
llm-rankcloak-ce853d42d6ba/paperV3/scientific_reports/figures/matched_quantization_recovery.pdf,12311,168a671f
llm-rankcloak-ce853d42d6ba/paperV3/scientific_reports/figures/matched_quantization_sensitivity.pdf,14733,cbec4a88
llm-rankcloak-ce853d42d6ba/paperV3/scientific_reports/figures/neural_detector_performance.pdf,32073,0018c2f7
llm-rankcloak-ce853d42d6ba/paperV3/scientific_reports/figures/payload_representation_rank_capacity.pdf,36606,1de74b5b
llm-rankcloak-ce853d42d6ba/paperV3/scientific_reports/figures/robustness_recovery.pdf,28938,b7329766
llm-rankcloak-ce853d42d6ba/paperV3/scientific_reports/figures/robustness_recovery_compact.pdf,24316,91634b70
llm-rankcloak-ce853d42d6ba/paperV3/scientific_reports/figures/tail_gain_by_prompt_category.pdf,26301,bafd37c2
llm-rankcloak-ce853d42d6ba/paperV3/scientific_reports/figures/topic_conditioned_cover_variability.pdf,13166,88659f5d
llm-rankcloak-ce853d42d6ba/paperV3/scientific_reports/jabbrv-ltwa-all.ldf,49105,ff41d508
llm-rankcloak-ce853d42d6ba/paperV3/scientific_reports/jabbrv-ltwa-en.ldf,268655,75ed10d7
llm-rankcloak-ce853d42d6ba/paperV3/scientific_reports/jabbrv.sty,15468,f7886b5b
llm-rankcloak-ce853d42d6ba/paperV3/scientific_reports/main3.aux,18193,78a71a82
llm-rankcloak-ce853d42d6ba/paperV3/scientific_reports/main3.bbl,21200,39fb92df
llm-rankcloak-ce853d42d6ba/paperV3/scientific_reports/main3.blg,926,8b5baf90
llm-rankcloak-ce853d42d6ba/paperV3/scientific_reports/main3.out,99,8d0a1c9f
llm-rankcloak-ce853d42d6ba/paperV3/scientific_reports/main3.pdf,355345,32c4150e
llm-rankcloak-ce853d42d6ba/paperV3/scientific_reports/main3.tex,88289,1d5b2af3
llm-rankcloak-ce853d42d6ba/paperV3/scientific_reports/naturemag-doi.bst,36147,7b0aca72
llm-rankcloak-ce853d42d6ba/paperV3/scientific_reports/references.bib,18527,74706a6a
llm-rankcloak-ce853d42d6ba/paperV3/scientific_reports/submission_figures/,0,00000000
llm-rankcloak-ce853d42d6ba/paperV3/scientific_reports/submission_figures/Figure1.pdf,36606,1de74b5b
llm-rankcloak-ce853d42d6ba/paperV3/scientific_reports/submission_figures/Figure2.pdf,32930,2ad700c8
llm-rankcloak-ce853d42d6ba/paperV3/scientific_reports/submission_figures/Figure3.pdf,24316,91634b70
llm-rankcloak-ce853d42d6ba/paperV3/scientific_reports/submission_figures/Figure4.pdf,24645,74d24ad7
llm-rankcloak-ce853d42d6ba/paperV3/scientific_reports/submission_figures/Figure5.pdf,15918,fac1d858
llm-rankcloak-ce853d42d6ba/paperV3/scientific_reports/supplementary3.aux,28306,a08d165e
llm-rankcloak-ce853d42d6ba/paperV3/scientific_reports/supplementary3.bbl,772,ba8ef7c5
llm-rankcloak-ce853d42d6ba/paperV3/scientific_reports/supplementary3.blg,886,20a35acc
llm-rankcloak-ce853d42d6ba/paperV3/scientific_reports/supplementary3.out,92,21aae68b
llm-rankcloak-ce853d42d6ba/paperV3/scientific_reports/supplementary3.pdf,475315,bed7f6b5
llm-rankcloak-ce853d42d6ba/paperV3/scientific_reports/supplementary3.tex,89186,85819fc2
llm-rankcloak-ce853d42d6ba/paperV3/scientific_reports/supplementary_tables/,0,00000000
llm-rankcloak-ce853d42d6ba/paperV3/scientific_reports/supplementary_tables/detector_holdout_macro.csv,953,91677775
llm-rankcloak-ce853d42d6ba/paperV3/scientific_reports/supplementary_tables/detector_human_metrics.csv,1320,17ceb767
llm-rankcloak-ce853d42d6ba/paperV3/scientific_reports/supplementary_tables/detector_main_metrics.csv,9253,9334cc1b
llm-rankcloak-ce853d42d6ba/paperV3/scientific_reports/supplementary_tables/detector_split_metrics.csv,184228,5db164c1
llm-rankcloak-ce853d42d6ba/paperV3/scientific_reports/supplementary_tables/entropy_calibration_thresholds.csv,825,c2f0ab12
llm-rankcloak-ce853d42d6ba/paperV3/scientific_reports/supplementary_tables/entropy_generation_summary.csv,374546,4380fc19
