archive_path,size_bytes,crc32
rankcloak-code-data-v1.0.0/tests/test_revision_detector_benchmarks.py,5282,3f6a02b5
rankcloak-code-data-v1.0.0/tests/test_revision_payload_manifest.py,1091,82f39534
rankcloak-code-data-v1.0.0/tests/test_revision_invalidation.py,13891,ed54dcc4
rankcloak-code-data-v1.0.0/tests/test_gpu_support.py,6027,ae574a14
rankcloak-code-data-v1.0.0/tests/test_segmented_protocol.py,1812,fcd0f8b7
rankcloak-code-data-v1.0.0/tests/test_revision_theory.py,15042,d6972f4d
rankcloak-code-data-v1.0.0/tests/test_revision_preprocess.py,44098,86a9d76c
rankcloak-code-data-v1.0.0/tests/test_revision_robustness_coverage.py,5620,b5b555e9
rankcloak-code-data-v1.0.0/tests/test_revision_progress.py,32028,5944fe47
rankcloak-code-data-v1.0.0/tests/test_revision_reporting.py,47741,b60f8609
rankcloak-code-data-v1.0.0/tests/test_revision_robustness.py,10956,617f310f
rankcloak-code-data-v1.0.0/tests/test_revision_tokenizer_preflight.py,7975,1a8cedf5
rankcloak-code-data-v1.0.0/tests/test_revision_release_index.py,12434,fb80341d
rankcloak-code-data-v1.0.0/tests/test_scientific_reports_word_count.py,1519,e30e8726
rankcloak-code-data-v1.0.0/tests/test_primary_v2_supervisor.py,30642,53146fb5
rankcloak-code-data-v1.0.0/tests/test_revision_mixed_model_specs.py,15360,0ea1a894
rankcloak-code-data-v1.0.0/tests/test_revision_detection.py,26753,4404ac17
rankcloak-code-data-v1.0.0/tests/test_revision_primary_endpoint.py,5555,95c1e297
rankcloak-code-data-v1.0.0/tests/test_tail_policy.py,777,ba9f4e0b
rankcloak-code-data-v1.0.0/tests/test_paper_suite_resume.py,10462,6148a796
rankcloak-code-data-v1.0.0/tests/test_revision_evaluator.py,19328,4ed7aa4b
rankcloak-code-data-v1.0.0/tests/test_detector_baseline.py,1657,42217a8c
rankcloak-code-data-v1.0.0/tests/test_revision_multilingual_endpoint.py,5945,673c60a1
rankcloak-code-data-v1.0.0/tests/test_synthetic_payloads.py,1117,7626da20
rankcloak-code-data-v1.0.0/ENVIRONMENT_INPUTS.json,4557,9187d855
rankcloak-code-data-v1.0.0/configs/,0,00000000
rankcloak-code-data-v1.0.0/configs/revision_v1/,0,00000000
rankcloak-code-data-v1.0.0/configs/revision_v1/multilingual.json,3200,deb4463a
rankcloak-code-data-v1.0.0/configs/revision_v1/primary.json,4282,1fc289b5
rankcloak-code-data-v1.0.0/configs/revision_v1/config_manifest.json,1747,6121a4a2
rankcloak-code-data-v1.0.0/configs/revision_v1/ablations.json,2496,74b99b5a
rankcloak-code-data-v1.0.0/configs/revision_v1/robustness.json,3639,7ce315a8
rankcloak-code-data-v1.0.0/configs/revision_v1/detectors/,0,00000000
rankcloak-code-data-v1.0.0/configs/revision_v1/detectors/README.md,1652,137a056e
rankcloak-code-data-v1.0.0/configs/revision_v1/detectors/default.json,2021,b3512098
rankcloak-code-data-v1.0.0/configs/revision_v1/detectors/smoke.json,909,8a061527
rankcloak-code-data-v1.0.0/configs/revision_v1/statistics.json,2570,12248007
rankcloak-code-data-v1.0.0/configs/revision_v1/models.json,2611,60d43520
rankcloak-code-data-v1.0.0/configs/revision_v1/prompts.json,4730,57cc7b1c
rankcloak-code-data-v1.0.0/README.md,1051,563f2f47
rankcloak-code-data-v1.0.0/rankcloak/,0,00000000
rankcloak-code-data-v1.0.0/rankcloak/revision_detector_execution.py,182021,b16c8b1c
rankcloak-code-data-v1.0.0/rankcloak/detection.py,12741,337f596f
rankcloak-code-data-v1.0.0/rankcloak/revision_package_index.py,12543,d47c935a
rankcloak-code-data-v1.0.0/rankcloak/revision_reporting.py,146781,3f049e0d
rankcloak-code-data-v1.0.0/rankcloak/revision_evidence_summary.py,39964,55ae8298
rankcloak-code-data-v1.0.0/rankcloak/revision_robustness_coverage.py,12570,43ac140e
rankcloak-code-data-v1.0.0/rankcloak/bootstrap_statistics.py,3648,083ea4ed
rankcloak-code-data-v1.0.0/rankcloak/revision_theory.py,59372,c5e6acbd
rankcloak-code-data-v1.0.0/rankcloak/reproducibility.py,6725,4208e8f4
rankcloak-code-data-v1.0.0/rankcloak/revision_evaluator_join.py,29593,7880d34f
rankcloak-code-data-v1.0.0/rankcloak/revision_config.py,31367,53d544f7
rankcloak-code-data-v1.0.0/rankcloak/revision_progress.py,125804,6c584775
rankcloak-code-data-v1.0.0/rankcloak/revision_primary_endpoint.py,15605,074e82f7
rankcloak-code-data-v1.0.0/rankcloak/plotting.py,29852,329fe21a
rankcloak-code-data-v1.0.0/rankcloak/tokenization_audit.py,1967,f6bfac3a
rankcloak-code-data-v1.0.0/rankcloak/revision_figures.py,217039,b6731361
rankcloak-code-data-v1.0.0/rankcloak/paper_payloads.py,9155,7b0c45a9
rankcloak-code-data-v1.0.0/rankcloak/revision_multilingual_endpoint.py,16990,582ac799
rankcloak-code-data-v1.0.0/rankcloak/revision_compute.py,107650,b8525e40
rankcloak-code-data-v1.0.0/rankcloak/schemas.py,13153,fd86d5f4
rankcloak-code-data-v1.0.0/rankcloak/model_io.py,14413,7eaa2bfb
rankcloak-code-data-v1.0.0/rankcloak/revision_detection.py,94340,4ec264ad
rankcloak-code-data-v1.0.0/rankcloak/revision_topic_effects.py,11323,20bdc767
rankcloak-code-data-v1.0.0/rankcloak/metrics.py,6965,d4723a5e
rankcloak-code-data-v1.0.0/rankcloak/revision_protocol.py,29462,56c2dbe5
rankcloak-code-data-v1.0.0/rankcloak/revision_overhead.py,18839,4d63333a
rankcloak-code-data-v1.0.0/rankcloak/cli.py,3984,d550fadb
rankcloak-code-data-v1.0.0/rankcloak/revision_ablation_evidence.py,20343,6b997bf1
rankcloak-code-data-v1.0.0/rankcloak/revision_robustness.py,29093,d2248925
rankcloak-code-data-v1.0.0/rankcloak/revision_detector_leakage.py,40354,f8cc12ea
rankcloak-code-data-v1.0.0/rankcloak/segmented_protocol.py,74853,96f23e71
rankcloak-code-data-v1.0.0/rankcloak/revision_artifacts.py,15623,324e4041
rankcloak-code-data-v1.0.0/rankcloak/experiments.py,55906,3ad6b418
rankcloak-code-data-v1.0.0/rankcloak/revision_detector_reference.py,14977,017f1981
rankcloak-code-data-v1.0.0/rankcloak/__init__.py,58,4f0c9aa4
rankcloak-code-data-v1.0.0/rankcloak/revision_theory_empirical.py,22755,35f05f68
rankcloak-code-data-v1.0.0/rankcloak/baselines.py,1549,c224d10a
rankcloak-code-data-v1.0.0/rankcloak/revision_payloads.py,20471,e0976fe8
rankcloak-code-data-v1.0.0/rankcloak/revision_runner.py,161726,bb95197a
rankcloak-code-data-v1.0.0/rankcloak/token_filters.py,4981,830d493b
rankcloak-code-data-v1.0.0/rankcloak/revision_tokenizer_preflight.py,28400,7b67fb01
rankcloak-code-data-v1.0.0/rankcloak/revision_release_index.py,55527,9000820f
rankcloak-code-data-v1.0.0/rankcloak/rank_codec.py,13302,e34caef3
rankcloak-code-data-v1.0.0/rankcloak/revision_detector_benchmarks.py,14461,c7e977ef
rankcloak-code-data-v1.0.0/rankcloak/prompts.py,9511,a8120a69
rankcloak-code-data-v1.0.0/rankcloak/revision_statistics.py,122058,cdabb422
rankcloak-code-data-v1.0.0/rankcloak/paper_suite.py,141110,74e6f680
rankcloak-code-data-v1.0.0/rankcloak/revision_evaluator.py,83146,38a4a35f
rankcloak-code-data-v1.0.0/rankcloak/revision_invalidation.py,37941,8ca7de53
rankcloak-code-data-v1.0.0/rankcloak/revision_detector_analysis.py,25580,dcbb277b
rankcloak-code-data-v1.0.0/rankcloak/revision_change_inventory.py,13453,84ae4ab6
rankcloak-code-data-v1.0.0/rankcloak/revision_release.py,104522,0c2a47f5
rankcloak-code-data-v1.0.0/rankcloak/revision_readability.py,36805,708869cd
rankcloak-code-data-v1.0.0/rankcloak/revision_preprocess.py,105243,ecec1f2b
rankcloak-code-data-v1.0.0/rankcloak/synthetic_payloads.py,3835,f4424697
rankcloak-code-data-v1.0.0/release_inputs/,0,00000000
rankcloak-code-data-v1.0.0/release_inputs/revision_v1/,0,00000000
rankcloak-code-data-v1.0.0/release_inputs/revision_v1/PAYLOAD_MANIFEST.json,1638,66acd22d
rankcloak-code-data-v1.0.0/release_inputs/revision_v1/revision_payloads.jsonl,534460,2d40804f
rankcloak-code-data-v1.0.0/environment/,0,00000000
rankcloak-code-data-v1.0.0/environment/revision_v1/,0,00000000
rankcloak-code-data-v1.0.0/environment/revision_v1/environment_manifest.json,1900,930f1561
rankcloak-code-data-v1.0.0/environment/revision_v1/REPRODUCE.md,965,fc408a61
rankcloak-code-data-v1.0.0/environment/revision_v1/r_environment.json,58106,ba05609e
rankcloak-code-data-v1.0.0/environment/revision_v1/CHECKSUMS.sha256,766,da94c221
rankcloak-code-data-v1.0.0/environment/revision_v1/scientific_pins.json,34830,6d7d4875
rankcloak-code-data-v1.0.0/environment/revision_v1/README.md,1813,055766e5
rankcloak-code-data-v1.0.0/environment/revision_v1/backend_cuda_hardware.json,5056,c833708f
rankcloak-code-data-v1.0.0/environment/revision_v1/requirements-lock.txt,2951,b6d12a2b
rankcloak-code-data-v1.0.0/environment/revision_v1/bundle_status.json,306,2872e868
rankcloak-code-data-v1.0.0/environment/revision_v1/determinism.json,1429,40371d74
rankcloak-code-data-v1.0.0/environment/revision_v1/python_environment.json,58075,86334437
rankcloak-code-data-v1.0.0/results/,0,00000000
rankcloak-code-data-v1.0.0/results/revision_v1/,0,00000000
rankcloak-code-data-v1.0.0/results/revision_v1/analysis_inputs/,0,00000000
rankcloak-code-data-v1.0.0/results/revision_v1/analysis_inputs/robustness_v2/,0,00000000
rankcloak-code-data-v1.0.0/results/revision_v1/analysis_inputs/robustness_v2/detector_corpus.jsonl,0,00000000
rankcloak-code-data-v1.0.0/results/revision_v1/analysis_inputs/robustness_v2/runtime.csv,2680831,50d357fa
rankcloak-code-data-v1.0.0/results/revision_v1/analysis_inputs/robustness_v2/trials.csv,3545092,d5ed72f0
rankcloak-code-data-v1.0.0/results/revision_v1/analysis_inputs/robustness_v2/features.csv,42391728,799c8314
rankcloak-code-data-v1.0.0/results/revision_v1/analysis_inputs/robustness_v2/failures.csv,1675463,44027713
rankcloak-code-data-v1.0.0/results/revision_v1/analysis_inputs/robustness_v2/preprocessing_output_manifest.json,2720,380819a8
rankcloak-code-data-v1.0.0/results/revision_v1/analysis_inputs/robustness_v2/unavailable.csv,486695,8af5f1da
rankcloak-code-data-v1.0.0/results/revision_v1/analysis_inputs/robustness_v2/preprocessing_input_manifest.json,31211,2e2cb869
rankcloak-code-data-v1.0.0/results/revision_v1/analysis_inputs/multilingual_v2/,0,00000000
rankcloak-code-data-v1.0.0/results/revision_v1/analysis_inputs/multilingual_v2/detector_corpus.jsonl,1290808,027de4db
rankcloak-code-data-v1.0.0/results/revision_v1/analysis_inputs/multilingual_v2/runtime.csv,947660,ceeb1385
rankcloak-code-data-v1.0.0/results/revision_v1/analysis_inputs/multilingual_v2/trials.csv,463483,8c14ea2f
rankcloak-code-data-v1.0.0/results/revision_v1/analysis_inputs/multilingual_v2/features.csv,2451512,076c234a
rankcloak-code-data-v1.0.0/results/revision_v1/analysis_inputs/multilingual_v2/failures.csv,596,0158f805
rankcloak-code-data-v1.0.0/results/revision_v1/analysis_inputs/multilingual_v2/preprocessing_output_manifest.json,2714,255b0184
rankcloak-code-data-v1.0.0/results/revision_v1/analysis_inputs/multilingual_v2/unavailable.csv,699,21961833
rankcloak-code-data-v1.0.0/results/revision_v1/analysis_inputs/multilingual_v2/preprocessing_input_manifest.json,10725,68eb9bf4
rankcloak-code-data-v1.0.0/results/revision_v1/analysis_inputs/primary_v2/,0,00000000
rankcloak-code-data-v1.0.0/results/revision_v1/analysis_inputs/primary_v2/detector_corpus.jsonl,21444549,6560045f
rankcloak-code-data-v1.0.0/results/revision_v1/analysis_inputs/primary_v2/runtime.csv,11238296,15494169
rankcloak-code-data-v1.0.0/results/revision_v1/analysis_inputs/primary_v2/trials.csv,5056076,49fda245
rankcloak-code-data-v1.0.0/results/revision_v1/analysis_inputs/primary_v2/features.csv,60744885,275cde44
rankcloak-code-data-v1.0.0/results/revision_v1/analysis_inputs/primary_v2/failures.csv,596,0158f805
rankcloak-code-data-v1.0.0/results/revision_v1/analysis_inputs/primary_v2/preprocessing_output_manifest.json,2730,b2bace9d
rankcloak-code-data-v1.0.0/results/revision_v1/analysis_inputs/primary_v2/unavailable.csv,699,21961833
rankcloak-code-data-v1.0.0/results/revision_v1/analysis_inputs/primary_v2/preprocessing_input_manifest.json,10516,3ce26b70
rankcloak-code-data-v1.0.0/results/revision_v1/analysis_inputs/ablation_v2/,0,00000000
rankcloak-code-data-v1.0.0/results/revision_v1/analysis_inputs/ablation_v2/detector_corpus.jsonl,0,00000000
rankcloak-code-data-v1.0.0/results/revision_v1/analysis_inputs/ablation_v2/runtime.csv,1634141,334fa626
rankcloak-code-data-v1.0.0/results/revision_v1/analysis_inputs/ablation_v2/trials.csv,1615979,149a353a
rankcloak-code-data-v1.0.0/results/revision_v1/analysis_inputs/ablation_v2/features.csv,42747535,d8687420
rankcloak-code-data-v1.0.0/results/revision_v1/analysis_inputs/ablation_v2/failures.csv,596,0158f805
rankcloak-code-data-v1.0.0/results/revision_v1/analysis_inputs/ablation_v2/preprocessing_output_manifest.json,2707,bc5d9f83
rankcloak-code-data-v1.0.0/results/revision_v1/analysis_inputs/ablation_v2/unavailable.csv,59519,b0576517
rankcloak-code-data-v1.0.0/results/revision_v1/analysis_inputs/ablation_v2/preprocessing_input_manifest.json,20244,6e402cfb
rankcloak-code-data-v1.0.0/results/revision_v1/analysis_inputs/primary_heldout_join_v5/,0,00000000
rankcloak-code-data-v1.0.0/results/revision_v1/analysis_inputs/primary_heldout_join_v5/primary_features_with_heldout_evaluator.csv,29523141,5757568f
rankcloak-code-data-v1.0.0/results/revision_v1/analysis_inputs/primary_heldout_join_v5/heldout_feature_join_manifest.json,6846,70aaf38f
rankcloak-code-data-v1.0.0/results/revision_v1/final_experiment_package/,0,00000000
rankcloak-code-data-v1.0.0/results/revision_v1/final_experiment_package/figures/,0,00000000
rankcloak-code-data-v1.0.0/results/revision_v1/final_experiment_package/figures/capacity_tail_validation.pdf,25042,d4dfc21a
rankcloak-code-data-v1.0.0/results/revision_v1/final_experiment_package/figures/figure_inventory.csv,7065,c3a6abc7
rankcloak-code-data-v1.0.0/results/revision_v1/final_experiment_package/figures/payload_representation_rank_capacity_source.csv,28938,02d2ef05
rankcloak-code-data-v1.0.0/results/revision_v1/final_experiment_package/figures/robustness_recovery_compact.pdf,24316,91634b70
rankcloak-code-data-v1.0.0/results/revision_v1/final_experiment_package/figures/generation_commands.txt,1207,83d90532
rankcloak-code-data-v1.0.0/results/revision_v1/final_experiment_package/figures/detector_figure_source.csv,15047,91c1e200
rankcloak-code-data-v1.0.0/results/revision_v1/final_experiment_package/figures/robustness_technical_note.md,1193,8f69e3c2
rankcloak-code-data-v1.0.0/results/revision_v1/final_experiment_package/figures/neural_detector_performance.pdf,32073,0018c2f7
rankcloak-code-data-v1.0.0/results/revision_v1/final_experiment_package/figures/readability_figure_source.csv,8752,ed3812f3
rankcloak-code-data-v1.0.0/results/revision_v1/final_experiment_package/figures/tail_gain_by_prompt_category_source.csv,24228,7312af37
rankcloak-code-data-v1.0.0/results/revision_v1/final_experiment_package/figures/ablation_summary.pdf,22852,f9d17a1e
rankcloak-code-data-v1.0.0/results/revision_v1/final_experiment_package/figures/overhead_compact_source.csv,19589,202a06ef
rankcloak-code-data-v1.0.0/results/revision_v1/final_experiment_package/figures/computational_overhead_compact.pdf,27334,b2c07d29
rankcloak-code-data-v1.0.0/results/revision_v1/final_experiment_package/figures/figure_validation.json,16431,e1d14142
rankcloak-code-data-v1.0.0/results/revision_v1/final_experiment_package/figures/payload_representation_rank_capacity.pdf,36606,1de74b5b
rankcloak-code-data-v1.0.0/results/revision_v1/final_experiment_package/figures/automated_readability_technical_note.md,1025,768de7fe
rankcloak-code-data-v1.0.0/results/revision_v1/final_experiment_package/figures/ablation_technical_note.md,1759,24a70677
rankcloak-code-data-v1.0.0/results/revision_v1/final_experiment_package/figures/neural_detector_technical_note.md,1103,f54c441e
rankcloak-code-data-v1.0.0/results/revision_v1/final_experiment_package/figures/automated_readability.pdf,27627,af41a635
rankcloak-code-data-v1.0.0/results/revision_v1/final_experiment_package/figures/empirical_capacity_quality_frontier.pdf,32930,2ad700c8
rankcloak-code-data-v1.0.0/results/revision_v1/final_experiment_package/figures/capacity_tail_technical_note.md,1211,1515259e
rankcloak-code-data-v1.0.0/results/revision_v1/final_experiment_package/figures/computational_overhead.pdf,31335,e53e3225
rankcloak-code-data-v1.0.0/results/revision_v1/final_experiment_package/figures/robustness_recovery.pdf,28938,b7329766
rankcloak-code-data-v1.0.0/results/revision_v1/final_experiment_package/figures/ablation_figure_source.csv,5155,4e1b230b
rankcloak-code-data-v1.0.0/results/revision_v1/final_experiment_package/figures/computational_overhead_technical_note.md,876,a46515ea
rankcloak-code-data-v1.0.0/results/revision_v1/final_experiment_package/figures/forced_span_full_message_quality.pdf,24645,74d24ad7
rankcloak-code-data-v1.0.0/results/revision_v1/final_experiment_package/figures/forced_span_full_message_quality_source.csv,8273,d0fc1c14
rankcloak-code-data-v1.0.0/results/revision_v1/final_experiment_package/figures/detector_compact_source.csv,7704,c62f2926
rankcloak-code-data-v1.0.0/results/revision_v1/final_experiment_package/figures/theory_figure_source.csv,4119,95b6cf49
rankcloak-code-data-v1.0.0/results/revision_v1/final_experiment_package/figures/robustness_figure_source.csv,5707,3b038fc7
rankcloak-code-data-v1.0.0/results/revision_v1/final_experiment_package/figures/figure_manifest.json,28845,db23fe18
rankcloak-code-data-v1.0.0/results/revision_v1/final_experiment_package/figures/empirical_capacity_quality_frontier_source.csv,18903,8a3e84b4
rankcloak-code-data-v1.0.0/results/revision_v1/final_experiment_package/figures/overhead_figure_source.csv,26176,474d7b84
rankcloak-code-data-v1.0.0/results/revision_v1/final_experiment_package/figures/neural_detector_performance_compact.pdf,26199,208fe9e6
rankcloak-code-data-v1.0.0/results/revision_v1/final_experiment_package/figures/robustness_compact_source.csv,2684,8cefab25
rankcloak-code-data-v1.0.0/results/revision_v1/final_experiment_package/figures/tail_gain_by_prompt_category.pdf,26301,bafd37c2
rankcloak-code-data-v1.0.0/results/revision_v1/final_experiment_package/tables/,0,00000000
rankcloak-code-data-v1.0.0/results/revision_v1/final_experiment_package/tables/verified_findings.csv,20477,06fbea3e
rankcloak-code-data-v1.0.0/results/revision_v1/final_experiment_package/tables/reviewer_evidence_matrix.csv,9220,37fbcd8c
rankcloak-code-data-v1.0.0/results/revision_v1/final_experiment_package/tables/primary_recovery/,0,00000000
rankcloak-code-data-v1.0.0/results/revision_v1/final_experiment_package/tables/primary_recovery/primary_recovery_endpoint_manifest.json,2799,9fc51a3e
rankcloak-code-data-v1.0.0/results/revision_v1/final_experiment_package/tables/primary_recovery/primary_recovery_endpoints.csv,1245,c62d5838
rankcloak-code-data-v1.0.0/results/revision_v1/final_experiment_package/tables/primary_recovery/primary_payload_group_outcomes.csv,30393,8be8163a
rankcloak-code-data-v1.0.0/results/revision_v1/final_experiment_package/tables/corpus_counts.csv,511,a7bca7b6
rankcloak-code-data-v1.0.0/results/revision_v1/final_experiment_package/tables/artifact_priority_index.csv,5804,c304c01d
rankcloak-code-data-v1.0.0/results/revision_v1/final_experiment_package/tables/evidence_artifact_references.csv,11479,c8d984cd
