row_id,text_sha256,label,payload_group_id,prompt_template_id,model_id,codec_id
detector_pair__51626355641ae9bd461fb8d4__rankcloak,1e549b013be2ef036b97ffc54b9551cd332c19a8776624599c90d33dbd632b53,1,revision_v1_nonce_96_bit_hex_011,professional_project_update,llama3_8b_instruct_q4_k_m,hex_nibble
detector_pair__51626355641ae9bd461fb8d4__ordinary_control,e6950c26e484ca47fc6576650a7397b4b383b1198bfb504e726fd165a8915e52,0,revision_v1_nonce_96_bit_hex_011,professional_project_update,llama3_8b_instruct_q4_k_m,hex_nibble
detector_pair__c1814fc93b1939536a516384__rankcloak,c30bb4fc59ea8e12c321b036c69b68e34a981b948b38925f18c8719633c27024,1,revision_v1_nonce_96_bit_hex_006,forum_practical_answer,llama3_8b_instruct_q4_k_m,hex_nibble
detector_pair__c1814fc93b1939536a516384__ordinary_control,3c2882aa85364d03e3cf63ec8b2299a10bf4e772593e5c8bc60601dbfd97ccbf,0,revision_v1_nonce_96_bit_hex_006,forum_practical_answer,llama3_8b_instruct_q4_k_m,hex_nibble
detector_pair__a24fe8aff298907149321656__rankcloak,071f06de0840433275aea2e8ca92e07b9acccd5632b6e19dffaa23cb16c00847,1,revision_v1_nonce_96_bit_hex_006,forum_practical_answer,llama3_8b_instruct_q4_k_m,hex_nibble
detector_pair__a24fe8aff298907149321656__ordinary_control,8d7f78335a0fcb213b1b9264cabc5696b1ec4019dcaac9ecd44dd891679b1d2d,0,revision_v1_nonce_96_bit_hex_006,forum_practical_answer,llama3_8b_instruct_q4_k_m,hex_nibble
detector_pair__4d37101338e490447c704f10__rankcloak,61c0dfd33d571afbc350e190a2ceda58674fc9f2ee4b592ee79d63bedc3281a7,1,revision_v1_token_128_bit_hex_000,procedure_simple_meal,llama3_8b_instruct_q4_k_m,hex_nibble
detector_pair__4d37101338e490447c704f10__ordinary_control,7c5628c368b965f0a9a2e76d044de0a3e54ddd37528ddee65aa25cfa658ded65,0,revision_v1_token_128_bit_hex_000,procedure_simple_meal,llama3_8b_instruct_q4_k_m,hex_nibble
detector_pair__48e2c420efa5a35264f04f7a__rankcloak,61c0dfd33d571afbc350e190a2ceda58674fc9f2ee4b592ee79d63bedc3281a7,1,revision_v1_token_128_bit_hex_000,procedure_simple_meal,llama3_8b_instruct_q4_k_m,hex_nibble
detector_pair__48e2c420efa5a35264f04f7a__ordinary_control,92a9491ef8179b793693fb122318e53c56ad9e95e2bffed113de3e2f3a97d0f2,0,revision_v1_token_128_bit_hex_000,procedure_simple_meal,llama3_8b_instruct_q4_k_m,hex_nibble
detector_pair__bce434c01b3c3af3cd4f6e07__rankcloak,4969838882497d406cb7d0793af4edaf758ccd3f38d82fdecff789ea9e70cb93,1,revision_v1_sha256_hex_004,narrative_small_discovery,llama3_8b_instruct_q4_k_m,hex_nibble
detector_pair__bce434c01b3c3af3cd4f6e07__ordinary_control,edde4cd23446d63cb090c5937c5abacdbffab8d8d94ae11ff6ff339681dbcbcb,0,revision_v1_sha256_hex_004,narrative_small_discovery,llama3_8b_instruct_q4_k_m,hex_nibble
detector_pair__fd8646b5e746d7bad4cee01d__rankcloak,49288f2c37c10f8f3c2381a8e90e45c4b76d41a1ae955a9b72dda17160075237,1,revision_v1_sha256_hex_004,narrative_small_discovery,llama3_8b_instruct_q4_k_m,hex_nibble
detector_pair__fd8646b5e746d7bad4cee01d__ordinary_control,ad555ba986d9b98bb7eaaec2b8edfc28860ac206a560f46cd3b0de6ffa872285,0,revision_v1_sha256_hex_004,narrative_small_discovery,llama3_8b_instruct_q4_k_m,hex_nibble
detector_pair__396d0f85c5f83c0bdca909fd__rankcloak,155e0ce11eaaa9eb037038cb1fa723b8ea3f40f7eedf472fa617d17fa9d2ed8e,1,revision_v1_token_128_bit_hex_002,explain_weather_pattern,llama3_8b_instruct_q4_k_m,hex_nibble
detector_pair__396d0f85c5f83c0bdca909fd__ordinary_control,1bf9f867edeff8d150bc77e3bf21f8b7b70d2c07ead91de480c318e89f2758e8,0,revision_v1_token_128_bit_hex_002,explain_weather_pattern,llama3_8b_instruct_q4_k_m,hex_nibble
detector_pair__be566c5c4ac65188ec0e0d5a__rankcloak,511236bf06147370b2ec6fceb3d60c2c6c00c30c50da2185d6120de445e573b5,1,revision_v1_token_128_bit_hex_002,explain_weather_pattern,llama3_8b_instruct_q4_k_m,hex_nibble
detector_pair__be566c5c4ac65188ec0e0d5a__ordinary_control,0b5a5b5550391754fbc779253400f33fb208b9bcf138f2796b0259107520c5d7,0,revision_v1_token_128_bit_hex_002,explain_weather_pattern,llama3_8b_instruct_q4_k_m,hex_nibble
detector_pair__b78ab8f522a052ddc212bd4d__rankcloak,4ab8c137cf68c6a528f2605cb07cc278dc9e988f775946e04489b83641d62072,1,revision_v1_ed25519_signature_base64_015,casual_neighborhood_chat,mistral_7b_instruct_v0_3_q4_k_m,direct_subword
detector_pair__b78ab8f522a052ddc212bd4d__ordinary_control,031514f072873484a162471f6d4fe8f692dd1fc286f9dbcb990f46e90bb920a7,0,revision_v1_ed25519_signature_base64_015,casual_neighborhood_chat,mistral_7b_instruct_v0_3_q4_k_m,direct_subword
detector_pair__ed4ed189cdab1bc32aa73837__rankcloak,0b845fc9879fc103b0f6c1a7ba6f9acd954fdac30a65f09d0daa97c145c5d627,1,revision_v1_uuid_v4_013,professional_process_email,mistral_7b_instruct_v0_3_q4_k_m,ascii_b8
detector_pair__ed4ed189cdab1bc32aa73837__ordinary_control,4c273e6c55fa402f6995ae5a20817f2ea2b2e593a1b86d5322d79c1ed496176c,0,revision_v1_uuid_v4_013,professional_process_email,mistral_7b_instruct_v0_3_q4_k_m,ascii_b8
detector_pair__889d2467e44cbcdd7fb933af__rankcloak,b2ec33db45e1f7d0bb988567940d4fb380478593f24f1d0f5f9633f5c2d37245,1,revision_v1_aes256_gcm_base64_007,forum_learning_answer,mistral_7b_instruct_v0_3_q4_k_m,ascii_b16
detector_pair__889d2467e44cbcdd7fb933af__ordinary_control,0db387a407dbb6956edee64fa974f34bfbda8efd10db8f771424b8a8090e2efd,0,revision_v1_aes256_gcm_base64_007,forum_learning_answer,mistral_7b_instruct_v0_3_q4_k_m,ascii_b16
detector_pair__27c3f2800dbdda34f1050372__rankcloak,aa7312138d202d36f61c1f3caa2861a234c964cde900cc7d97b252871291cc94,1,revision_v1_nonce_96_bit_hex_011,procedure_garden_task,mistral_7b_instruct_v0_3_q4_k_m,hex_nibble
detector_pair__27c3f2800dbdda34f1050372__ordinary_control,da38ca994544a453c8a339d9f2fb11dbd3aa9b430eac789482c96264f91c7bc9,0,revision_v1_nonce_96_bit_hex_011,procedure_garden_task,mistral_7b_instruct_v0_3_q4_k_m,hex_nibble
detector_pair__78ab9b75e3d715947e5178a5__rankcloak,2166d6582bd6aa2b640ab5a09aeeb3163ea20157c257922f7efe47b9fa593162,1,revision_v1_token_128_bit_hex_005,narrative_learning_moment,mistral_7b_instruct_v0_3_q4_k_m,hex_nibble
detector_pair__78ab9b75e3d715947e5178a5__ordinary_control,e752642309330c8737f89e20c7440497a88f6181843c52362a4e68d1f974c538,0,revision_v1_token_128_bit_hex_005,narrative_learning_moment,mistral_7b_instruct_v0_3_q4_k_m,hex_nibble
detector_pair__951caf43438d1d9614082228__rankcloak,8fba4fa0c65d3422c5dbdbf5d0b3f382cdae3717b7931d2a2ee7e1e06466fb46,1,revision_v1_token_128_bit_hex_005,narrative_learning_moment,mistral_7b_instruct_v0_3_q4_k_m,hex_nibble
detector_pair__951caf43438d1d9614082228__ordinary_control,b99210025ccc759eba10f9e33bf60608134a2b02b78558dab70918f5a60012e6,0,revision_v1_token_128_bit_hex_005,narrative_learning_moment,mistral_7b_instruct_v0_3_q4_k_m,hex_nibble
detector_pair__2c96b9902bac8f5d5849fe23__rankcloak,1726e10c57b018d7fc23fc89f3ce8d58f5f725416843130477bdec17faee8db8,1,revision_v1_sha256_hex_003,explain_biological_process,mistral_7b_instruct_v0_3_q4_k_m,hex_nibble
detector_pair__2c96b9902bac8f5d5849fe23__ordinary_control,e8059fe14f42b1699ee17e0e22d5fa1f44b6e887b6bc8ef9f15df4fe0a08200e,0,revision_v1_sha256_hex_003,explain_biological_process,mistral_7b_instruct_v0_3_q4_k_m,hex_nibble
detector_pair__9724b4c08a4bd3f3ab65bddc__rankcloak,82062cfdf9ad838d5f5e6896e3bfe2b5f33ebf8e0e06e5831b661caa3d5a2f30,1,revision_v1_sha256_hex_003,explain_biological_process,mistral_7b_instruct_v0_3_q4_k_m,hex_nibble
detector_pair__9724b4c08a4bd3f3ab65bddc__ordinary_control,f0651453bdf964eb2c6529abd9ec307da046b68da878026d75ba5699e4507681,0,revision_v1_sha256_hex_003,explain_biological_process,mistral_7b_instruct_v0_3_q4_k_m,hex_nibble
detector_pair__8d8fcb26f1a72c6f642f8cf7__rankcloak,6ac75ada5a05f593714d6fbfbc29f29de07f16361c261db3699864552a9a9d62,1,revision_v1_nonce_96_bit_hex_008,casual_neighborhood_chat,mistral_7b_instruct_v0_3_q4_k_m,hex_nibble
detector_pair__8d8fcb26f1a72c6f642f8cf7__ordinary_control,f5f5523eb8b9cfc0058c2be5e79fba5a2aed5cb2e4e8fc864947638d75da71e1,0,revision_v1_nonce_96_bit_hex_008,casual_neighborhood_chat,mistral_7b_instruct_v0_3_q4_k_m,hex_nibble
detector_pair__1bd0f47139c52515642685a7__rankcloak,8a24618757e1fc5b26441e9b56bda314d5b19304222599dfc6e887a2bdd03721,1,revision_v1_nonce_96_bit_hex_008,casual_neighborhood_chat,mistral_7b_instruct_v0_3_q4_k_m,hex_nibble
detector_pair__1bd0f47139c52515642685a7__ordinary_control,f2912edfedd4dcf0e8686519e20f09b6114c68cec24f8bd04f333620478f5644,0,revision_v1_nonce_96_bit_hex_008,casual_neighborhood_chat,mistral_7b_instruct_v0_3_q4_k_m,hex_nibble
detector_pair__85270e879c2e681619670c3d__rankcloak,b06f50cc8f462f92f0033de80fceb2fb5ca33c9c9053839c09f49477e4b86ef8,1,revision_v1_sha256_hex_000,forum_learning_answer,mistral_7b_instruct_v0_3_q4_k_m,hex_nibble
detector_pair__85270e879c2e681619670c3d__ordinary_control,44ffea39abbc30d8ed94faf76671cf3de6a0554bfac000042a708cf1d1ddbb5e,0,revision_v1_sha256_hex_000,forum_learning_answer,mistral_7b_instruct_v0_3_q4_k_m,hex_nibble
detector_pair__1448f0d711f95aef79a0e846__rankcloak,bf5dec3161e318b7bf00e8138453d3dbe9fc42007979be9093c5fd04858c5971,1,revision_v1_sha256_hex_000,forum_learning_answer,mistral_7b_instruct_v0_3_q4_k_m,hex_nibble
detector_pair__1448f0d711f95aef79a0e846__ordinary_control,b7c9b5eeb9ab60e3d160661ab523b6d0560ea32914b502417263f2080b81d10c,0,revision_v1_sha256_hex_000,forum_learning_answer,mistral_7b_instruct_v0_3_q4_k_m,hex_nibble
detector_pair__f15776fab5b048bd83862c81__rankcloak,49024e4d96563af03d4298c7b0b7ebec2ac639a78775042cbea83c28a466ad05,1,revision_v1_token_128_bit_hex_004,procedure_garden_task,mistral_7b_instruct_v0_3_q4_k_m,hex_nibble
detector_pair__f15776fab5b048bd83862c81__ordinary_control,a43f6f2cbc79ba16427d2f0239d1adccbcf28323d123d049c849fc92f5ab744a,0,revision_v1_token_128_bit_hex_004,procedure_garden_task,mistral_7b_instruct_v0_3_q4_k_m,hex_nibble
detector_pair__b1032e9f99dfeb3937de325f__rankcloak,49024e4d96563af03d4298c7b0b7ebec2ac639a78775042cbea83c28a466ad05,1,revision_v1_token_128_bit_hex_004,procedure_garden_task,mistral_7b_instruct_v0_3_q4_k_m,hex_nibble
detector_pair__b1032e9f99dfeb3937de325f__ordinary_control,637c564292c688d438ec4375389953c29ce3395d1f947449e685d40b62abc7d0,0,revision_v1_token_128_bit_hex_004,procedure_garden_task,mistral_7b_instruct_v0_3_q4_k_m,hex_nibble
detector_pair__c7da60f63099b2a4b9b2393a__rankcloak,643fe67ab80070bab7e9a9ec6913dd3451a5080dcf6847ae8dc0182972f3fe12,1,revision_v1_nonce_96_bit_hex_006,narrative_learning_moment,mistral_7b_instruct_v0_3_q4_k_m,hex_nibble
detector_pair__c7da60f63099b2a4b9b2393a__ordinary_control,a74eef941a1b2ea9d328a41a0ddbb36819f003893cce7f5d7d88cb71bd94d2b0,0,revision_v1_nonce_96_bit_hex_006,narrative_learning_moment,mistral_7b_instruct_v0_3_q4_k_m,hex_nibble
detector_pair__16f1e08b2ff2d7d4ba854165__rankcloak,3d1df6f745181aa7ef6125ba603238631c900a7028b9abff5f63e24342f9a1c9,1,revision_v1_nonce_96_bit_hex_006,narrative_learning_moment,mistral_7b_instruct_v0_3_q4_k_m,hex_nibble
detector_pair__16f1e08b2ff2d7d4ba854165__ordinary_control,38b133b258dab27c7b4e7a12ede975c86c51340ab4da3034ff54b1f1d27f70c8,0,revision_v1_nonce_96_bit_hex_006,narrative_learning_moment,mistral_7b_instruct_v0_3_q4_k_m,hex_nibble
detector_pair__5764cbca78a7adf9a5a37a63__rankcloak,0d6126ca3790ece580df4d7e0a8201ffc49104dbfe5c7c527337b07c3b81be9a,1,revision_v1_token_128_bit_hex_000,explain_biological_process,mistral_7b_instruct_v0_3_q4_k_m,hex_nibble
detector_pair__5764cbca78a7adf9a5a37a63__ordinary_control,a19543cd32accf0ab620adcbcb9a894db37e89b35049e7e238de8c44b416f66a,0,revision_v1_token_128_bit_hex_000,explain_biological_process,mistral_7b_instruct_v0_3_q4_k_m,hex_nibble
detector_pair__a7108a99067e3cd09c2d3a78__rankcloak,3b48b401efc05b835457382cd457d02665a0e870d24b34530e0ee7716cc3657a,1,revision_v1_token_128_bit_hex_000,explain_biological_process,mistral_7b_instruct_v0_3_q4_k_m,hex_nibble
detector_pair__a7108a99067e3cd09c2d3a78__ordinary_control,4502a99046792ad487647ea999bc7083e0f33d5b00fe19d4ab9cea1777c38101,0,revision_v1_token_128_bit_hex_000,explain_biological_process,mistral_7b_instruct_v0_3_q4_k_m,hex_nibble
detector_pair__2085f20b943006b4528247fc__rankcloak,26af0493ffda643e80f9cc9c2c595c0fb54ea14c11e0bb2e815c30c473b35d87,1,revision_v1_ed25519_signature_base64_016,casual_hobby_chat,qwen2_5_7b_instruct_q4_k_m,direct_subword
detector_pair__2085f20b943006b4528247fc__ordinary_control,5228f58c02e33d9ee29936257d8a4a98400e49b41ae83444fe7c172288f7315a,0,revision_v1_ed25519_signature_base64_016,casual_hobby_chat,qwen2_5_7b_instruct_q4_k_m,direct_subword
detector_pair__7e27bc0dd5f0fe8ac4ebd678__rankcloak,7b84428acaf82fb325f6d69578a06a719929198e81d2c1e41b500667fb00593c,1,revision_v1_uuid_v4_014,professional_schedule_note,qwen2_5_7b_instruct_q4_k_m,ascii_b8
detector_pair__7e27bc0dd5f0fe8ac4ebd678__ordinary_control,17c8a140e50c955147cdc7fac7327f4b905a3b7b04a6e324b770f0875aecf2d3,0,revision_v1_uuid_v4_014,professional_schedule_note,qwen2_5_7b_instruct_q4_k_m,ascii_b8
detector_pair__f3837e6b7bd06ce7dc2b6b0f__rankcloak,12d48b4314cf6b2ffb8ed12f03d7920f3ce1daef0e5a68db71219b6baa55d263,1,revision_v1_chacha20_poly1305_base64_001,forum_purchase_advice,qwen2_5_7b_instruct_q4_k_m,ascii_b16
detector_pair__f3837e6b7bd06ce7dc2b6b0f__ordinary_control,a3ef0f3e3721a24319f34f56b8de3e01408d5807b0d729ebcad9738cb5485e10,0,revision_v1_chacha20_poly1305_base64_001,forum_purchase_advice,qwen2_5_7b_instruct_q4_k_m,ascii_b16
detector_pair__6dd9067d32266327ee33b3e7__rankcloak,805c5d1b721dbe3823445bf889701c2c906623839d5996ea3a044985525fd1e0,1,revision_v1_token_128_bit_hex_005,procedure_home_task,qwen2_5_7b_instruct_q4_k_m,hex_nibble
detector_pair__6dd9067d32266327ee33b3e7__ordinary_control,4a34f7ba0cca9d9d1a39301cdad1730c5e57f964babdc7336d3f3e0f50f68344,0,revision_v1_token_128_bit_hex_005,procedure_home_task,qwen2_5_7b_instruct_q4_k_m,hex_nibble
detector_pair__4b572706dab4ee8d8924cd9e__rankcloak,760bbaff094d481b6c6790934b6fe754b708bdb2d530a63ddb569cca82f3ca35,1,revision_v1_sha256_hex_003,narrative_local_walk,qwen2_5_7b_instruct_q4_k_m,hex_nibble
detector_pair__4b572706dab4ee8d8924cd9e__ordinary_control,bef772702d81bd0b1b0c7aa39c0d6f28d0662409f4b6f1388c7e79909cadd7d3,0,revision_v1_sha256_hex_003,narrative_local_walk,qwen2_5_7b_instruct_q4_k_m,hex_nibble
detector_pair__45c6cce5eda8995e206a836f__rankcloak,0d78f35397fee70ab8b756cd96509c2aaa23d19d928aa81bdc888dbf796d5d30,1,revision_v1_sha256_hex_003,narrative_local_walk,qwen2_5_7b_instruct_q4_k_m,hex_nibble
detector_pair__45c6cce5eda8995e206a836f__ordinary_control,74504a1265bad0407c8700c66eacaddf0437d64e50bda0118b7aa6f82ba96ebb,0,revision_v1_sha256_hex_003,narrative_local_walk,qwen2_5_7b_instruct_q4_k_m,hex_nibble
detector_pair__ed5f793048a57a1bac800ba5__rankcloak,350e415adb600f6b53bb500965833c46c814cc725c18a9d1fbf53807a317e270,1,revision_v1_hmac_sha256_hex_015,explain_everyday_system,qwen2_5_7b_instruct_q4_k_m,hex_nibble
detector_pair__ed5f793048a57a1bac800ba5__ordinary_control,8bfe2b5970ed0c11b7a75485e6542ff9fc0e789f20eff865db34aae8063dc1f4,0,revision_v1_hmac_sha256_hex_015,explain_everyday_system,qwen2_5_7b_instruct_q4_k_m,hex_nibble
detector_pair__c4393f8a854a1ed226982c4a__rankcloak,953aea564b205334f97b51e6e7b7b472701b2b453a20486310b2c918e888667e,1,revision_v1_hmac_sha256_hex_015,explain_everyday_system,qwen2_5_7b_instruct_q4_k_m,hex_nibble
detector_pair__c4393f8a854a1ed226982c4a__ordinary_control,8268c3c26a77ea09b889ce349806a2d7ccc0fdab35da3443e2de4428c04d1bba,0,revision_v1_hmac_sha256_hex_015,explain_everyday_system,qwen2_5_7b_instruct_q4_k_m,hex_nibble
detector_pair__00bc2cfebbdcec37c8c451a2__rankcloak,732dc0baa948e59c81eb02a9650666f1c5315d45427181e543eca4700640f951,1,revision_v1_nonce_96_bit_hex_009,casual_hobby_chat,qwen2_5_7b_instruct_q4_k_m,hex_nibble
detector_pair__00bc2cfebbdcec37c8c451a2__ordinary_control,114f1132fa14568e03071d1c6dccb1f65aec0c2b2493e2839a591c7cb8e61c5e,0,revision_v1_nonce_96_bit_hex_009,casual_hobby_chat,qwen2_5_7b_instruct_q4_k_m,hex_nibble
detector_pair__7698f113776bdacc043c99ce__rankcloak,152003c6a45cd41a9842f186bc1a5109039f22d5ad6b00b768312980a04de58b,1,revision_v1_nonce_96_bit_hex_009,casual_hobby_chat,qwen2_5_7b_instruct_q4_k_m,hex_nibble
detector_pair__7698f113776bdacc043c99ce__ordinary_control,d1277f56a0f54669fcb84b77718ef74ada497480b66bce7702ec1530c4c7621f,0,revision_v1_nonce_96_bit_hex_009,casual_hobby_chat,qwen2_5_7b_instruct_q4_k_m,hex_nibble
detector_pair__830620ecad40d627194354a5__rankcloak,17fea6e794f3e2eb12bbded30993d57e9ba835e1a98b70dbe9ea86d0af0b412e,1,revision_v1_nonce_96_bit_hex_010,professional_schedule_note,qwen2_5_7b_instruct_q4_k_m,hex_nibble
detector_pair__830620ecad40d627194354a5__ordinary_control,10403a6e94744cf3a4528244a068d0e6f38018bfdc2e962b87a5e64092a11238,0,revision_v1_nonce_96_bit_hex_010,professional_schedule_note,qwen2_5_7b_instruct_q4_k_m,hex_nibble
detector_pair__fcbf7b1eca41d0a99365b185__rankcloak,267ab45e8c6cc8c1a159489fa79619aee2deb3bae62386f306f967bdca533c92,1,revision_v1_nonce_96_bit_hex_010,professional_schedule_note,qwen2_5_7b_instruct_q4_k_m,hex_nibble
detector_pair__fcbf7b1eca41d0a99365b185__ordinary_control,93b289e6ebfd08a36d7917389d686ccf433a5248f75c9dcda6466240af427749,0,revision_v1_nonce_96_bit_hex_010,professional_schedule_note,qwen2_5_7b_instruct_q4_k_m,hex_nibble
detector_pair__d35cb6462603d041d9d53eba__rankcloak,59d8bff3b29ede7dcbabe6a848e415ae1a85e362613c49fea2c17207460821d2,1,revision_v1_token_128_bit_hex_004,forum_purchase_advice,qwen2_5_7b_instruct_q4_k_m,hex_nibble
detector_pair__d35cb6462603d041d9d53eba__ordinary_control,30a7e4080f54d9160eb9c0ed92cd6ca8d221c461aa9f3e4c7d8640d29532f39f,0,revision_v1_token_128_bit_hex_004,forum_purchase_advice,qwen2_5_7b_instruct_q4_k_m,hex_nibble
detector_pair__f9b62e39b6a0c5c066766b08__rankcloak,04fc0ce2b593d856f3e7a3a4b81d97d4a2bef6d000c30818f59e37ae856fdcc7,1,revision_v1_token_128_bit_hex_004,forum_purchase_advice,qwen2_5_7b_instruct_q4_k_m,hex_nibble
detector_pair__f9b62e39b6a0c5c066766b08__ordinary_control,fedbbe3642758eaa42f30e2d3d34f036b92de8feca15cc72ef6d585b4e292d3b,0,revision_v1_token_128_bit_hex_004,forum_purchase_advice,qwen2_5_7b_instruct_q4_k_m,hex_nibble
detector_pair__ea2fa32a733cd86a347abcdc__rankcloak,cb8cbf893e8a2c952c7acb88bf278036302edf65f9ae45952ee027ced8cb008c,1,revision_v1_sha256_hex_002,procedure_home_task,qwen2_5_7b_instruct_q4_k_m,hex_nibble
detector_pair__ea2fa32a733cd86a347abcdc__ordinary_control,a417e4ac79cff358281054917b8a7b12991e3d658b2f426aa2f07b90f6380d96,0,revision_v1_sha256_hex_002,procedure_home_task,qwen2_5_7b_instruct_q4_k_m,hex_nibble
detector_pair__7f36b6ba6df1b1122de8f959__rankcloak,cb8cbf893e8a2c952c7acb88bf278036302edf65f9ae45952ee027ced8cb008c,1,revision_v1_sha256_hex_002,procedure_home_task,qwen2_5_7b_instruct_q4_k_m,hex_nibble
