trial_id,view,payload_name,model_id,protocol_variant,prompt_id,prompt_category,payload_class,language,evidence_status,study_phase,protocol_contract_revision,result_schema_revision,analysis_unit,nested_segment_count,text_available,text_sha256,word_count,sentence_count,character_count,flesch_reading_ease_heuristic,flesch_kincaid_grade_heuristic,coleman_liau_index,unique_word_fraction,repeated_bigram_fraction,repeated_trigram_fraction,maximum_identical_word_run,duplicate_sentence_count,unmatched_bracket_count,unmatched_double_quote_count,repeated_punctuation_count,whitespace_surface_flag_count,lowercase_sentence_start_count,long_sentence_count_gt40,missing_terminal_punctuation,artifact_like_fragment_count,surface_flag_total,tfidf_prompt_similarity,human_rating_substitute,readability_scope,source_mean_log_probability,source_effective_payload_rate
revision_v1_smoke_v3_payload_fidelity_v2__1dee5a1637d5813833c5,full_message,revision_v1_sha256_hex_003,qwen2_5_7b_instruct_q4_k_m,segmented_hex_single_topic,narrative_local_walk,personal_narrative_blog,sha256_hex,en,exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,smoke_v3_exploratory,payload_fidelity_v2,payload_aware_result_v2,payload_trial_view,8,True,3202a73247424653c35a13a856cf7e232b5a5aea19dc0c33d0cdca2fa9528854,382,21,2160,71.21616928446772,7.845123410620793,8.801884816753926,0.5078534031413613,0.10498687664041995,0.03157894736842104,1,0,0,0,0,0,0,0,0,0,0,0.2634884365137502,False,english_surface_heuristic,-1.2766067780163954,0.5765765765765766
revision_v1_smoke_v3_payload_fidelity_v2__1f886446d8333cadc432,forced_span,revision_v1_token_128_bit_hex_005,qwen2_5_7b_instruct_q4_k_m,nonseg_hex_nibble_b16,procedure_home_task,recipe_procedure,token_128_bit_hex,en,exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,smoke_v3_exploratory,payload_fidelity_v2,payload_aware_result_v2,payload_trial_view,1,True,d8d56a453aecc3fb992062319b632b2052b50cee5418d082192af41b7727f815,28,2,191,44.57500000000002,10.520000000000003,15.895714285714288,0.8928571428571429,0.0,0.0,1,0,0,0,0,0,0,0,1,0,1,0.06653518759930241,False,english_surface_heuristic,-5.3346084361608845,
revision_v1_smoke_v3_payload_fidelity_v2__1f886446d8333cadc432,full_message,revision_v1_token_128_bit_hex_005,qwen2_5_7b_instruct_q4_k_m,nonseg_hex_nibble_b16,procedure_home_task,recipe_procedure,token_128_bit_hex,en,exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,smoke_v3_exploratory,payload_fidelity_v2,payload_aware_result_v2,payload_trial_view,1,True,d8d56a453aecc3fb992062319b632b2052b50cee5418d082192af41b7727f815,28,2,191,44.57500000000002,10.520000000000003,15.895714285714288,0.8928571428571429,0.0,0.0,1,0,0,0,0,0,0,0,1,0,1,0.06653518759930241,False,english_surface_heuristic,-5.3346084361608845,4.0
revision_v1_smoke_v3_payload_fidelity_v2__1fb13b2834b1ec24fa7a,full_message,revision_v1_nonce_96_bit_hex_008,qwen2_5_7b_instruct_q4_k_m,ordinary_llm_control,explain_everyday_system,factual_explanatory,nonce_96_bit_hex,en,exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,ordinary_llm_control_smoke_v3,payload_fidelity_v2,payload_aware_result_v2,payload_trial_view,1,True,5a37af16c87294d14b00d09e82add66ee9284e11afd006a8a293641ccf1bfc02,292,22,1988,29.667976338729773,12.418555417185555,14.632054794520549,0.5445205479452054,0.09621993127147765,0.037931034482758585,2,0,0,0,0,0,0,0,0,0,0,0.1418054903118676,False,english_surface_heuristic,-0.5755976219728399,
revision_v1_smoke_v3_payload_fidelity_v2__21caec8f64deeceed6a4,full_message,revision_v1_token_128_bit_hex_004,qwen2_5_7b_instruct_q4_k_m,ordinary_llm_control,forum_purchase_advice,forum_question_answer,token_128_bit_hex,en,exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,ordinary_llm_control_smoke_v3,payload_fidelity_v2,payload_aware_result_v2,payload_trial_view,1,True,0af230d0020fb4117ac473ffcfc44eb8a5637135a3895a47f694ef07096d04f2,118,8,734,46.32307203389831,10.462500000000002,11.991864406779658,0.7542372881355932,0.017094017094017144,0.0,1,0,0,0,0,0,0,0,1,0,1,0.02733536645901468,False,english_surface_heuristic,-0.5878947645475597,
revision_v1_smoke_v3_payload_fidelity_v2__223c8cb8ccd99b539e82,forced_span,revision_v1_nonce_96_bit_hex_008,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_multi_topic,casual_neighborhood_chat,casual_conversation,nonce_96_bit_hex,en,exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,smoke_v3_exploratory,payload_fidelity_v2,payload_aware_result_v2,payload_trial_view,3,True,90440f1c49daafabbb1b432cf8f9cd9d770dbac5168fb6c41f27eab1850379ed,19,1,124,27.255263157894774,14.177894736842106,13.898947368421052,0.9473684210526315,0.0,0.0,1,0,0,0,0,0,0,0,1,0,1,0.051263732003671944,False,english_surface_heuristic,-5.371469251515553,
revision_v1_smoke_v3_payload_fidelity_v2__223c8cb8ccd99b539e82,full_message,revision_v1_nonce_96_bit_hex_008,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_multi_topic,casual_neighborhood_chat,casual_conversation,nonce_96_bit_hex,en,exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,smoke_v3_exploratory,payload_fidelity_v2,payload_aware_result_v2,payload_trial_view,3,True,9d6727fb6a8f3c4b421b68a44b5ddc9b775b74101da8b554c4a1d064fb265437,107,7,608,71.93121495327105,7.023765020026705,8.421308411214952,0.7383177570093458,0.018867924528301883,0.0,1,0,0,0,0,0,0,0,1,0,1,0.0999023173619887,False,english_surface_heuristic,-1.2945618124074596,0.6666666666666666
revision_v1_smoke_v3_payload_fidelity_v2__23039c8009c1f627ed30,forced_span,revision_v1_nonce_96_bit_hex_010,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,professional_schedule_note,professional_communication,nonce_96_bit_hex,en,exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,smoke_v3_exploratory,payload_fidelity_v2,payload_aware_result_v2,payload_trial_view,3,True,37df0929e7b7504a65ee4d1d429b1d069355f2dfef12c6fd59b0139c08a7bf11,17,1,111,65.16823529411766,8.39294117647059,12.550588235294114,1.0,0.0,0.0,1,0,0,1,0,0,0,0,1,0,2,0.008371208424977643,False,english_surface_heuristic,-4.856329880578552,
revision_v1_smoke_v3_payload_fidelity_v2__23039c8009c1f627ed30,full_message,revision_v1_nonce_96_bit_hex_010,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,professional_schedule_note,professional_communication,nonce_96_bit_hex,en,exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,smoke_v3_exploratory,payload_fidelity_v2,payload_aware_result_v2,payload_trial_view,3,True,0b45789debe6cc3338cb707acaf31f77ddd71813e396d460f2d54bd38e81f620,266,15,1480,69.88679448621554,7.916977443609024,8.26135338345864,0.5375939849624061,0.1132075471698113,0.037878787878787845,1,0,0,0,0,0,0,0,0,0,0,0.09220423882770123,False,english_surface_heuristic,-0.801031862016553,0.3076923076923077
revision_v1_smoke_v3_payload_fidelity_v2__27ccefb0d41aeb4dedaf,full_message,revision_v1_nonce_96_bit_hex_009,llama3_8b_instruct_q4_k_m,ordinary_llm_control,explain_weather_pattern,factual_explanatory,nonce_96_bit_hex,en,exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,ordinary_llm_control_smoke_v3,payload_fidelity_v2,payload_aware_result_v2,payload_trial_view,1,True,2cc66224fad81113bb83dfc826ff2d37d21eb3115d56ce7529b6206bb135d21a,41,5,294,80.89736585365856,4.01287804878049,8.699512195121947,0.7317073170731707,0.09999999999999998,0.07692307692307687,1,0,0,0,0,0,1,0,1,0,2,0.07811396553639283,False,english_surface_heuristic,-0.8098255308425434,
revision_v1_smoke_v3_payload_fidelity_v2__286398aa2c48d56666b2,forced_span,revision_v1_nonce_96_bit_hex_009,llama3_8b_instruct_q4_k_m,ordinary_llm_control,explain_weather_pattern,factual_explanatory,nonce_96_bit_hex,en,exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,ordinary_llm_control_smoke_v3,payload_fidelity_v2,payload_aware_result_v2,payload_trial_view,1,True,72229b9a1c2b7a84251b964a2c80d878b2d8b79ad85ac7fa45436f3ab05cc8a5,11,3,92,41.60424242424244,8.36727272727273,13.545454545454543,1.0,0.0,0.0,1,0,0,0,0,0,2,0,1,1,4,0.019031278251455404,False,english_surface_heuristic,-1.1159523548158534,
revision_v1_smoke_v3_payload_fidelity_v2__28a02a2d5be9b0b0ec4c,forced_span,revision_v1_nonce_96_bit_hex_008,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,explain_everyday_system,factual_explanatory,nonce_96_bit_hex,en,exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,smoke_v3_exploratory,payload_fidelity_v2,payload_aware_result_v2,payload_trial_view,2,True,f28c13b633c5d7c87afc71da92469bfa8983df77cd3daa4e24480084f5c7eab2,19,2,147,5.729342105263186,14.82026315789474,18.84,1.0,0.0,0.0,1,0,1,0,1,0,1,0,1,0,4,0.029720313636137866,False,english_surface_heuristic,-6.106879055846122,
revision_v1_smoke_v3_payload_fidelity_v2__28a02a2d5be9b0b0ec4c,full_message,revision_v1_nonce_96_bit_hex_008,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,explain_everyday_system,factual_explanatory,nonce_96_bit_hex,en,exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,smoke_v3_exploratory,payload_fidelity_v2,payload_aware_result_v2,payload_trial_view,2,True,12b4fdfd8cb111a342a10ae22393fd48d6565c082ee9695a6ee59a2f6b6d8b80,316,15,1809,47.843472573839676,11.81967088607595,9.682911392405064,0.43037974683544306,0.25396825396825395,0.12420382165605093,1,0,0,0,1,0,0,1,0,0,2,0.14809081759500883,False,english_surface_heuristic,-0.7661279498741739,0.2666666666666666
revision_v1_smoke_v3_payload_fidelity_v2__292a2628733d92e8f954,forced_span,revision_v1_nonce_96_bit_hex_011,llama3_8b_instruct_q4_k_m,ordinary_llm_control,professional_project_update,professional_communication,nonce_96_bit_hex,en,exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,ordinary_llm_control_smoke_v3,payload_fidelity_v2,payload_aware_result_v2,payload_trial_view,1,True,fe35679c9d4bdc33eb14bf04cf58628e730596ebe4399f89ea8eba16e2732e17,18,1,162,-18.235000000000014,20.274444444444452,27.308888888888884,0.9444444444444444,0.0,0.0,1,0,0,0,0,0,0,0,1,0,1,0.11256927542745086,False,english_surface_heuristic,-0.8735056072219818,
revision_v1_smoke_v3_payload_fidelity_v2__2e155d72ebd15a0edabb,forced_span,revision_v1_ed25519_signature_base64_016,qwen2_5_7b_instruct_q4_k_m,direct_subword_calgacus,casual_hobby_chat,casual_conversation,ed25519_signature_base64,en,exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,smoke_v3_exploratory,payload_fidelity_v2,payload_aware_result_v2,payload_trial_view,1,True,b4a93f7a248ab43a853fb737b345d869d537f05606717bd48cae7673a77a7517,51,3,288,66.82705882352944,8.161568627450979,8.51529411764706,0.9411764705882353,0.0,0.0,1,0,0,1,0,1,0,0,1,0,3,0.026074027415949858,False,english_surface_heuristic,-6.920611851177172,
revision_v1_smoke_v3_payload_fidelity_v2__2e155d72ebd15a0edabb,full_message,revision_v1_ed25519_signature_base64_016,qwen2_5_7b_instruct_q4_k_m,direct_subword_calgacus,casual_hobby_chat,casual_conversation,ed25519_signature_base64,en,exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,smoke_v3_exploratory,payload_fidelity_v2,payload_aware_result_v2,payload_trial_view,1,True,b4a93f7a248ab43a853fb737b345d869d537f05606717bd48cae7673a77a7517,51,3,288,66.82705882352944,8.161568627450979,8.51529411764706,0.9411764705882353,0.0,0.0,1,0,0,1,0,1,0,0,1,0,3,0.026074027415949858,False,english_surface_heuristic,-6.920611851177172,
revision_v1_smoke_v3_payload_fidelity_v2__35b689c40a8db14e8f07,full_message,revision_v1_token_128_bit_hex_005,qwen2_5_7b_instruct_q4_k_m,ordinary_llm_control,procedure_home_task,recipe_procedure,token_128_bit_hex,en,exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,ordinary_llm_control_smoke_v3,payload_fidelity_v2,payload_aware_result_v2,payload_trial_view,1,True,7b55b0b335aa539c6fffea8761be0722af095f34739e8dcbabe86312212cb00b,19,3,125,62.37508771929825,6.132631578947368,7.3789473684210485,0.8947368421052632,0.0,0.0,1,0,0,0,0,0,0,0,1,0,1,0.0702979773392293,False,english_surface_heuristic,-0.5896541522224535,
revision_v1_smoke_v3_payload_fidelity_v2__37841d0b6b37423f4d86,full_message,revision_v1_ed25519_signature_base64_015,mistral_7b_instruct_v0_3_q4_k_m,ordinary_llm_control,casual_neighborhood_chat,casual_conversation,ed25519_signature_base64,en,exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,ordinary_llm_control_smoke_v3,payload_fidelity_v2,payload_aware_result_v2,payload_trial_view,1,True,2c3cfe6156e6dcc0ec210126395908c4cf4e1c09c678320bbdf15c518c8766ae,55,4,305,69.82420454545455,6.936136363636365,7.812363636363635,0.8181818181818182,0.05555555555555558,0.018867924528301883,1,0,0,0,0,0,0,0,1,0,1,0.05049945238794963,False,english_surface_heuristic,-0.6593460059679933,
revision_v1_smoke_v3_payload_fidelity_v2__3f2591820e38b3c65f58,full_message,revision_v1_token_128_bit_hex_002,llama3_8b_instruct_q4_k_m,ordinary_llm_control,explain_weather_pattern,factual_explanatory,token_128_bit_hex,en,exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,ordinary_llm_control_smoke_v3,payload_fidelity_v2,payload_aware_result_v2,payload_trial_view,1,True,39c868df2a459cdb864c4e12224a2c479c87362f99550fb7258f9e7c93f94f7e,114,8,628,75.11861842105263,6.321885964912283,7.448070175438595,0.631578947368421,0.07964601769911506,0.008928571428571397,1,0,0,0,0,0,0,0,1,0,1,0.03223918703737602,False,english_surface_heuristic,-0.537137221662745,
revision_v1_smoke_v3_payload_fidelity_v2__41f763b279e02bc317de,forced_span,revision_v1_uuid_v4_014,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b8,professional_schedule_note,professional_communication,uuid_v4,en,exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,smoke_v3_exploratory,payload_fidelity_v2,payload_aware_result_v2,payload_trial_view,1,True,1e0dd674702d3e1f820f5a2bf0ad63263bcb2582138c53af0bed7a81f0b0ded2,81,3,445,56.18555555555557,12.130123456790127,8.293333333333337,0.8024691358024691,0.0,0.0,1,0,0,0,0,0,0,1,1,0,2,0.07342268290087338,False,english_surface_heuristic,-3.5489373117361374,
revision_v1_smoke_v3_payload_fidelity_v2__41f763b279e02bc317de,full_message,revision_v1_uuid_v4_014,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b8,professional_schedule_note,professional_communication,uuid_v4,en,exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,smoke_v3_exploratory,payload_fidelity_v2,payload_aware_result_v2,payload_trial_view,1,True,1e0dd674702d3e1f820f5a2bf0ad63263bcb2582138c53af0bed7a81f0b0ded2,81,3,445,56.18555555555557,12.130123456790127,8.293333333333337,0.8024691358024691,0.0,0.0,1,0,0,0,0,0,0,1,1,0,2,0.07342268290087338,False,english_surface_heuristic,-3.5489373117361374,3.0
revision_v1_smoke_v3_payload_fidelity_v2__467784449f2d4258d24a,forced_span,revision_v1_nonce_96_bit_hex_009,qwen2_5_7b_instruct_q4_k_m,ordinary_llm_control,casual_hobby_chat,casual_conversation,nonce_96_bit_hex,en,exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,ordinary_llm_control_smoke_v3,payload_fidelity_v2,payload_aware_result_v2,payload_trial_view,1,True,dc813c462b89bec0597595ee85745094dabc290747b7f3d0966405073b11f94c,18,4,109,70.66750000000002,4.520555555555557,5.715555555555557,1.0,0.0,0.0,1,0,0,0,0,0,0,0,1,0,1,0.05954011616776597,False,english_surface_heuristic,-0.827773431415312,
revision_v1_smoke_v3_payload_fidelity_v2__4a1fc097919070567cf8,full_message,revision_v1_ed25519_signature_base64_017,llama3_8b_instruct_q4_k_m,ordinary_llm_control,casual_weekend_chat,casual_conversation,ed25519_signature_base64,en,exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,ordinary_llm_control_smoke_v3,payload_fidelity_v2,payload_aware_result_v2,payload_trial_view,1,True,50dcb8ec1c7388a93c8578caf2308a7e1f9d007f0c81697c1a844f61c61b2ba6,52,5,261,92.15592307692307,2.989076923076926,3.9692307692307693,0.8653846153846154,0.0,0.0,1,0,0,1,0,0,0,0,1,0,2,0.10670074603434676,False,english_surface_heuristic,-0.5482995162728561,
revision_v1_smoke_v3_payload_fidelity_v2__4a70deee6de87fbf8af8,forced_span,revision_v1_nonce_96_bit_hex_008,qwen2_5_7b_instruct_q4_k_m,ordinary_llm_control,explain_everyday_system,factual_explanatory,nonce_96_bit_hex,en,exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,ordinary_llm_control_smoke_v3,payload_fidelity_v2,payload_aware_result_v2,payload_trial_view,1,True,8e0a7b73e4a2a87d321195314633e5af7fc65f6d7f62f72d91a00e2beac96f41,22,1,130,38.37772727272727,13.371818181818181,11.185454545454544,0.7727272727272727,0.0,0.0,1,0,0,0,0,0,0,0,1,0,1,0.05527678618937818,False,english_surface_heuristic,-0.9477346454209048,
revision_v1_smoke_v3_payload_fidelity_v2__4b35f7465045be7c88e1,full_message,revision_v1_sha256_hex_003,llama3_8b_instruct_q4_k_m,ordinary_llm_control,procedure_simple_meal,recipe_procedure,sha256_hex,en,exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,ordinary_llm_control_smoke_v3,payload_fidelity_v2,payload_aware_result_v2,payload_trial_view,1,True,fa2ef33bda419cfad22d5590a58c9822562af5eb11e25eff842ab9ac7cbb28f5,47,4,284,68.90875000000001,6.566968085106382,7.9531914893617,0.723404255319149,0.04347826086956519,0.0,1,0,0,0,0,0,0,0,1,0,1,0.05550652073908204,False,english_surface_heuristic,-0.6418872800809758,
revision_v1_smoke_v3_payload_fidelity_v2__4b562d96a8eddb976781,full_message,revision_v1_nonce_96_bit_hex_011,llama3_8b_instruct_q4_k_m,ordinary_llm_control,professional_project_update,professional_communication,nonce_96_bit_hex,en,exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,ordinary_llm_control_smoke_v3,payload_fidelity_v2,payload_aware_result_v2,payload_trial_view,1,True,b5ccd1af99a0693b69b1e457f24a8c6fad88f90bba6742e3beda4e863bc9fe8d,197,11,1201,50.80651130595294,10.621956622058146,11.797969543147207,0.39593908629441626,0.27040816326530615,0.15897435897435896,1,0,0,0,0,0,0,0,1,0,1,0.17603745192642614,False,english_surface_heuristic,-0.4254691862247634,
revision_v1_smoke_v3_payload_fidelity_v2__4be2b9486882e2972e7d,forced_span,revision_v1_hmac_sha256_hex_015,llama3_8b_instruct_q4_k_m,segmented_hex_single_topic,narrative_small_discovery,personal_narrative_blog,hmac_sha256_hex,en,exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,smoke_v3_exploratory,payload_fidelity_v2,payload_aware_result_v2,payload_trial_view,8,True,d2947e0238547f8474bea29d0aaa786b6348d80f42e02a04d72bf8708731dcf7,55,1,358,11.03545454545457,25.38363636363636,12.634181818181816,0.9272727272727272,0.0,0.0,1,0,0,0,0,1,0,1,1,0,3,0.0938791753362507,False,english_surface_heuristic,-4.640531875542392,
