evidence_status,study_phase,model_id,protocol_variant,prompt_category,payload_class,replay_mode,transformation_id,mitigation_id,protocol_contract_revision,result_schema_revision,text_view,outcome,analysis_unit,mean,standard_deviation,median,n_payloads,bootstrap_resamples_requested,ci_low,ci_high,bootstrap_resamples_valid,confidence_level,view,hardware_id
exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,ordinary_llm_control_smoke_v3,mistral_7b_instruct_v0_3_q4_k_m,ordinary_llm_control_full_message,casual_conversation,nonce_96_bit_hex,,,,payload_fidelity_v2,payload_aware_result_v2,full_message,heldout_evaluator_log_probability,payload,-1.202832867692264,,-1.202832867692264,1,100,-1.202832867692264,-1.202832867692264,0,0.95,,
exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,ordinary_llm_control_smoke_v3,mistral_7b_instruct_v0_3_q4_k_m,ordinary_llm_control_full_message,factual_explanatory,sha256_hex,,,,payload_fidelity_v2,payload_aware_result_v2,full_message,heldout_evaluator_log_probability,payload,-1.159709837523655,,-1.159709837523655,1,100,-1.159709837523655,-1.159709837523655,0,0.95,,
exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,ordinary_llm_control_smoke_v3,mistral_7b_instruct_v0_3_q4_k_m,ordinary_llm_control_full_message,factual_explanatory,token_128_bit_hex,,,,payload_fidelity_v2,payload_aware_result_v2,full_message,heldout_evaluator_log_probability,payload,-1.154289353054432,,-1.154289353054432,1,100,-1.154289353054432,-1.154289353054432,0,0.95,,
exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,ordinary_llm_control_smoke_v3,mistral_7b_instruct_v0_3_q4_k_m,ordinary_llm_control_full_message,forum_question_answer,aes256_gcm_base64,,,,payload_fidelity_v2,payload_aware_result_v2,full_message,heldout_evaluator_log_probability,payload,-1.325422331618952,,-1.325422331618952,1,100,-1.325422331618952,-1.325422331618952,0,0.95,,
exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,ordinary_llm_control_smoke_v3,mistral_7b_instruct_v0_3_q4_k_m,ordinary_llm_control_full_message,forum_question_answer,sha256_hex,,,,payload_fidelity_v2,payload_aware_result_v2,full_message,heldout_evaluator_log_probability,payload,-0.896256225107325,,-0.896256225107325,1,100,-0.896256225107325,-0.896256225107325,0,0.95,,
exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,ordinary_llm_control_smoke_v3,mistral_7b_instruct_v0_3_q4_k_m,ordinary_llm_control_full_message,personal_narrative_blog,nonce_96_bit_hex,,,,payload_fidelity_v2,payload_aware_result_v2,full_message,heldout_evaluator_log_probability,payload,-1.5169054798312689,,-1.5169054798312689,1,100,-1.5169054798312689,-1.5169054798312689,0,0.95,,
exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,ordinary_llm_control_smoke_v3,mistral_7b_instruct_v0_3_q4_k_m,ordinary_llm_control_full_message,personal_narrative_blog,token_128_bit_hex,,,,payload_fidelity_v2,payload_aware_result_v2,full_message,heldout_evaluator_log_probability,payload,-1.431780326419907,,-1.431780326419907,1,100,-1.431780326419907,-1.431780326419907,0,0.95,,
exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,ordinary_llm_control_smoke_v3,mistral_7b_instruct_v0_3_q4_k_m,ordinary_llm_control_full_message,professional_communication,uuid_v4,,,,payload_fidelity_v2,payload_aware_result_v2,full_message,heldout_evaluator_log_probability,payload,-1.032917361459779,,-1.032917361459779,1,100,-1.032917361459779,-1.032917361459779,0,0.95,,
exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,ordinary_llm_control_smoke_v3,mistral_7b_instruct_v0_3_q4_k_m,ordinary_llm_control_full_message,recipe_procedure,nonce_96_bit_hex,,,,payload_fidelity_v2,payload_aware_result_v2,full_message,heldout_evaluator_log_probability,payload,-1.546523778699369,,-1.546523778699369,1,100,-1.546523778699369,-1.546523778699369,0,0.95,,
exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,ordinary_llm_control_smoke_v3,mistral_7b_instruct_v0_3_q4_k_m,ordinary_llm_control_full_message,recipe_procedure,token_128_bit_hex,,,,payload_fidelity_v2,payload_aware_result_v2,full_message,heldout_evaluator_log_probability,payload,-1.633029277073412,,-1.633029277073412,1,100,-1.633029277073412,-1.633029277073412,0,0.95,,
exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,ordinary_llm_control_smoke_v3,qwen2_5_7b_instruct_q4_k_m,ordinary_llm_control_forced_span,casual_conversation,nonce_96_bit_hex,,,,payload_fidelity_v2,payload_aware_result_v2,forced_span,heldout_evaluator_log_probability,payload,-2.204221274933865,,-2.204221274933865,1,100,-2.204221274933865,-2.204221274933865,0,0.95,,
exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,ordinary_llm_control_smoke_v3,qwen2_5_7b_instruct_q4_k_m,ordinary_llm_control_forced_span,factual_explanatory,hmac_sha256_hex,,,,payload_fidelity_v2,payload_aware_result_v2,forced_span,heldout_evaluator_log_probability,payload,-0.975304131046926,,-0.975304131046926,1,100,-0.975304131046926,-0.975304131046926,0,0.95,,
exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,ordinary_llm_control_smoke_v3,qwen2_5_7b_instruct_q4_k_m,ordinary_llm_control_forced_span,factual_explanatory,nonce_96_bit_hex,,,,payload_fidelity_v2,payload_aware_result_v2,forced_span,heldout_evaluator_log_probability,payload,-1.6176869596102161,,-1.6176869596102161,1,100,-1.6176869596102161,-1.6176869596102161,0,0.95,,
exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,ordinary_llm_control_smoke_v3,qwen2_5_7b_instruct_q4_k_m,ordinary_llm_control_forced_span,forum_question_answer,token_128_bit_hex,,,,payload_fidelity_v2,payload_aware_result_v2,forced_span,heldout_evaluator_log_probability,payload,-1.740687586483408,,-1.740687586483408,1,100,-1.740687586483408,-1.740687586483408,0,0.95,,
exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,ordinary_llm_control_smoke_v3,qwen2_5_7b_instruct_q4_k_m,ordinary_llm_control_forced_span,personal_narrative_blog,nonce_96_bit_hex,,,,payload_fidelity_v2,payload_aware_result_v2,forced_span,heldout_evaluator_log_probability,payload,-1.5151249179463981,,-1.5151249179463981,1,100,-1.5151249179463981,-1.5151249179463981,0,0.95,,
exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,ordinary_llm_control_smoke_v3,qwen2_5_7b_instruct_q4_k_m,ordinary_llm_control_forced_span,personal_narrative_blog,sha256_hex,,,,payload_fidelity_v2,payload_aware_result_v2,forced_span,heldout_evaluator_log_probability,payload,-1.058518860842931,,-1.058518860842931,1,100,-1.058518860842931,-1.058518860842931,0,0.95,,
exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,ordinary_llm_control_smoke_v3,qwen2_5_7b_instruct_q4_k_m,ordinary_llm_control_forced_span,professional_communication,nonce_96_bit_hex,,,,payload_fidelity_v2,payload_aware_result_v2,forced_span,heldout_evaluator_log_probability,payload,-0.717293640671223,,-0.717293640671223,1,100,-0.717293640671223,-0.717293640671223,0,0.95,,
exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,ordinary_llm_control_smoke_v3,qwen2_5_7b_instruct_q4_k_m,ordinary_llm_control_forced_span,recipe_procedure,sha256_hex,,,,payload_fidelity_v2,payload_aware_result_v2,forced_span,heldout_evaluator_log_probability,payload,-1.6120175402700792,,-1.6120175402700792,1,100,-1.6120175402700792,-1.6120175402700792,0,0.95,,
exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,ordinary_llm_control_smoke_v3,qwen2_5_7b_instruct_q4_k_m,ordinary_llm_control_full_message,casual_conversation,ed25519_signature_base64,,,,payload_fidelity_v2,payload_aware_result_v2,full_message,heldout_evaluator_log_probability,payload,-1.362533765960712,,-1.362533765960712,1,100,-1.362533765960712,-1.362533765960712,0,0.95,,
exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,ordinary_llm_control_smoke_v3,qwen2_5_7b_instruct_q4_k_m,ordinary_llm_control_full_message,casual_conversation,nonce_96_bit_hex,,,,payload_fidelity_v2,payload_aware_result_v2,full_message,heldout_evaluator_log_probability,payload,-1.553892517027625,,-1.553892517027625,1,100,-1.553892517027625,-1.553892517027625,0,0.95,,
exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,ordinary_llm_control_smoke_v3,qwen2_5_7b_instruct_q4_k_m,ordinary_llm_control_full_message,factual_explanatory,hmac_sha256_hex,,,,payload_fidelity_v2,payload_aware_result_v2,full_message,heldout_evaluator_log_probability,payload,-0.7131963022336221,,-0.7131963022336221,1,100,-0.7131963022336221,-0.7131963022336221,0,0.95,,
exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,ordinary_llm_control_smoke_v3,qwen2_5_7b_instruct_q4_k_m,ordinary_llm_control_full_message,factual_explanatory,nonce_96_bit_hex,,,,payload_fidelity_v2,payload_aware_result_v2,full_message,heldout_evaluator_log_probability,payload,-0.8407699916660281,,-0.8407699916660281,1,100,-0.8407699916660281,-0.8407699916660281,0,0.95,,
exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,ordinary_llm_control_smoke_v3,qwen2_5_7b_instruct_q4_k_m,ordinary_llm_control_full_message,forum_question_answer,chacha20_poly1305_base64,,,,payload_fidelity_v2,payload_aware_result_v2,full_message,heldout_evaluator_log_probability,payload,-1.482896302316957,,-1.482896302316957,1,100,-1.482896302316957,-1.482896302316957,0,0.95,,
exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,ordinary_llm_control_smoke_v3,qwen2_5_7b_instruct_q4_k_m,ordinary_llm_control_full_message,forum_question_answer,token_128_bit_hex,,,,payload_fidelity_v2,payload_aware_result_v2,full_message,heldout_evaluator_log_probability,payload,-1.5432603368282192,,-1.5432603368282192,1,100,-1.5432603368282192,-1.5432603368282192,0,0.95,,
exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,ordinary_llm_control_smoke_v3,qwen2_5_7b_instruct_q4_k_m,ordinary_llm_control_full_message,personal_narrative_blog,nonce_96_bit_hex,,,,payload_fidelity_v2,payload_aware_result_v2,full_message,heldout_evaluator_log_probability,payload,-1.362754310415523,,-1.362754310415523,1,100,-1.362754310415523,-1.362754310415523,0,0.95,,
exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,ordinary_llm_control_smoke_v3,qwen2_5_7b_instruct_q4_k_m,ordinary_llm_control_full_message,personal_narrative_blog,sha256_hex,,,,payload_fidelity_v2,payload_aware_result_v2,full_message,heldout_evaluator_log_probability,payload,-0.886296266670462,,-0.886296266670462,1,100,-0.886296266670462,-0.886296266670462,0,0.95,,
exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,ordinary_llm_control_smoke_v3,qwen2_5_7b_instruct_q4_k_m,ordinary_llm_control_full_message,professional_communication,nonce_96_bit_hex,,,,payload_fidelity_v2,payload_aware_result_v2,full_message,heldout_evaluator_log_probability,payload,-1.090722739148323,,-1.090722739148323,1,100,-1.090722739148323,-1.090722739148323,0,0.95,,
exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,ordinary_llm_control_smoke_v3,qwen2_5_7b_instruct_q4_k_m,ordinary_llm_control_full_message,professional_communication,uuid_v4,,,,payload_fidelity_v2,payload_aware_result_v2,full_message,heldout_evaluator_log_probability,payload,-1.100417037034037,,-1.100417037034037,1,100,-1.100417037034037,-1.100417037034037,0,0.95,,
exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,ordinary_llm_control_smoke_v3,qwen2_5_7b_instruct_q4_k_m,ordinary_llm_control_full_message,recipe_procedure,sha256_hex,,,,payload_fidelity_v2,payload_aware_result_v2,full_message,heldout_evaluator_log_probability,payload,-1.5774890002669641,,-1.5774890002669641,1,100,-1.5774890002669641,-1.5774890002669641,0,0.95,,
exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,ordinary_llm_control_smoke_v3,qwen2_5_7b_instruct_q4_k_m,ordinary_llm_control_full_message,recipe_procedure,token_128_bit_hex,,,,payload_fidelity_v2,payload_aware_result_v2,full_message,heldout_evaluator_log_probability,payload,-1.2723275572645472,,-1.2723275572645472,1,100,-1.2723275572645472,-1.2723275572645472,0,0.95,,
exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,smoke_v3_exploratory,llama3_8b_instruct_q4_k_m,direct_subword_calgacus,casual_conversation,ed25519_signature_base64,,,,payload_fidelity_v2,payload_aware_result_v2,full_message,heldout_evaluator_log_probability,payload,-10.526170831451536,,-10.526170831451536,1,100,-10.526170831451536,-10.526170831451536,0,0.95,,
exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,smoke_v3_exploratory,llama3_8b_instruct_q4_k_m,nonseg_ascii_b16,forum_question_answer,aes256_gcm_base64,,,,payload_fidelity_v2,payload_aware_result_v2,full_message,heldout_evaluator_log_probability,payload,-5.057206114610261,,-5.057206114610261,1,100,-5.057206114610261,-5.057206114610261,0,0.95,,
exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,smoke_v3_exploratory,llama3_8b_instruct_q4_k_m,nonseg_ascii_b8,professional_communication,uuid_v4,,,,payload_fidelity_v2,payload_aware_result_v2,full_message,heldout_evaluator_log_probability,payload,-4.420477458421761,,-4.420477458421761,1,100,-4.420477458421761,-4.420477458421761,0,0.95,,
exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,smoke_v3_exploratory,llama3_8b_instruct_q4_k_m,nonseg_hex_nibble_b16,recipe_procedure,sha256_hex,,,,payload_fidelity_v2,payload_aware_result_v2,full_message,heldout_evaluator_log_probability,payload,-6.078960477054492,,-6.078960477054492,1,100,-6.078960477054492,-6.078960477054492,0,0.95,,
exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,smoke_v3_exploratory,llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic,casual_conversation,sha256_hex,,,,payload_fidelity_v2,payload_aware_result_v2,full_message,heldout_evaluator_log_probability,payload,-2.027872510608516,,-2.027872510608516,1,100,-2.027872510608516,-2.027872510608516,0,0.95,,
exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,smoke_v3_exploratory,llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic,factual_explanatory,nonce_96_bit_hex,,,,payload_fidelity_v2,payload_aware_result_v2,full_message,heldout_evaluator_log_probability,payload,-3.224062111769482,,-3.224062111769482,1,100,-3.224062111769482,-3.224062111769482,0,0.95,,
exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,smoke_v3_exploratory,llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic,factual_explanatory,token_128_bit_hex,,,,payload_fidelity_v2,payload_aware_result_v2,full_message,heldout_evaluator_log_probability,payload,-2.7052633498395693,,-2.7052633498395693,1,100,-2.7052633498395693,-2.7052633498395693,0,0.95,,
exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,smoke_v3_exploratory,llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic,forum_question_answer,nonce_96_bit_hex,,,,payload_fidelity_v2,payload_aware_result_v2,full_message,heldout_evaluator_log_probability,payload,-1.365027613906618,,-1.365027613906618,1,100,-1.365027613906618,-1.365027613906618,0,0.95,,
exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,smoke_v3_exploratory,llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic,personal_narrative_blog,sha256_hex,,,,payload_fidelity_v2,payload_aware_result_v2,full_message,heldout_evaluator_log_probability,payload,-2.259246653099745,,-2.259246653099745,1,100,-2.259246653099745,-2.259246653099745,0,0.95,,
