outcome,factor,level_first,level_second,analysis_unit,comparison_design,n_payloads_first,n_payloads_second,n_payloads_overlap,n_payloads_paired,mean_first,mean_second,mean_difference,mean_difference_ci_low,mean_difference_ci_high,confidence_level,bootstrap_unit,bootstrap_design,bootstrap_resamples,bootstrap_resamples_valid,primary_inference,inference_role,inferential_p_value_supported,view_scope,evidence_status_scope,study_phase_scope,protocol_contract_revision_scope,result_schema_revision_scope,effect_type,hedges_g,p_value_raw,test,p_value_holm,p_value_bh
repeated_bigram_fraction,protocol_variant,direct_subword_calgacus,nonseg_hex_nibble_b16,payload,independent_payload,3,3,0,0,0.0,0.0,0.0,0.0,0.0,0.95,payload,independent_payload,100,100,False,descriptive_exploratory_pairwise,True,forced_span,exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,smoke_v3_exploratory,payload_fidelity_v2,payload_aware_result_v2,mean_difference,,,welch_t,,
repeated_bigram_fraction,protocol_variant,direct_subword_calgacus,segmented_hex_multi_topic,payload,independent_payload,3,14,0,0,0.0,0.0,0.0,0.0,0.0,0.95,payload,independent_payload,100,100,False,descriptive_exploratory_pairwise,True,forced_span,exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,smoke_v3_exploratory,payload_fidelity_v2,payload_aware_result_v2,mean_difference,,,welch_t,,
repeated_bigram_fraction,protocol_variant,direct_subword_calgacus,segmented_hex_single_topic,payload,independent_payload,3,3,0,0,0.0,0.0,0.0,0.0,0.0,0.95,payload,independent_payload,100,100,False,descriptive_exploratory_pairwise,True,forced_span,exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,smoke_v3_exploratory,payload_fidelity_v2,payload_aware_result_v2,mean_difference,,,welch_t,,
repeated_bigram_fraction,protocol_variant,nonseg_ascii_b16,nonseg_ascii_b8,payload,independent_payload,3,3,0,0,0.009587219767632105,0.005847953216374287,0.003739266551257818,-0.007738027952182951,0.009953209376534081,0.95,payload,independent_payload,100,100,False,descriptive_exploratory_pairwise,True,forced_span,exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,smoke_v3_exploratory,payload_fidelity_v2,payload_aware_result_v2,mean_difference,0.4166910385301627,0.5882866074581573,welch_t,1.0,0.741896467270958
repeated_bigram_fraction,protocol_variant,nonseg_ascii_b16,nonseg_hex_nibble_b16,payload,independent_payload,3,3,0,0,0.009587219767632105,0.0,0.009587219767632105,0.009126984126984095,0.010309278350515427,0.95,payload,independent_payload,100,100,False,descriptive_exploratory_pairwise,True,forced_span,exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,smoke_v3_exploratory,payload_fidelity_v2,payload_aware_result_v2,mean_difference,15.662333788281178,0.0017347804175542587,welch_t,0.35909954643373154,0.0404782097429327
repeated_bigram_fraction,protocol_variant,nonseg_ascii_b16,segmented_hex_multi_topic,payload,independent_payload,3,14,0,0,0.009587219767632105,0.0,0.009587219767632105,0.008928571428571397,0.010184912452953651,0.95,payload,independent_payload,100,100,False,descriptive_exploratory_pairwise,True,forced_span,exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,smoke_v3_exploratory,payload_fidelity_v2,payload_aware_result_v2,mean_difference,35.98472080282059,0.0017347804175542587,welch_t,0.35909954643373154,0.0404782097429327
repeated_bigram_fraction,protocol_variant,nonseg_ascii_b16,segmented_hex_single_topic,payload,independent_payload,3,3,0,0,0.009587219767632105,0.0,0.009587219767632105,0.008928571428571397,0.010309278350515427,0.95,payload,independent_payload,100,100,False,descriptive_exploratory_pairwise,True,forced_span,exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,smoke_v3_exploratory,payload_fidelity_v2,payload_aware_result_v2,mean_difference,15.662333788281178,0.0017347804175542587,welch_t,0.35909954643373154,0.0404782097429327
repeated_bigram_fraction,protocol_variant,nonseg_ascii_b8,nonseg_hex_nibble_b16,payload,independent_payload,3,3,0,0,0.005847953216374287,0.0,0.005847953216374287,0.0,0.014766081871345024,0.95,payload,independent_payload,100,100,False,descriptive_exploratory_pairwise,True,forced_span,exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,smoke_v3_exploratory,payload_fidelity_v2,payload_aware_result_v2,mean_difference,0.6531972647421808,0.42264973081037427,welch_t,1.0,0.647857251607143
repeated_bigram_fraction,protocol_variant,nonseg_ascii_b8,segmented_hex_multi_topic,payload,independent_payload,3,14,0,0,0.005847953216374287,0.0,0.005847953216374287,0.0,0.01754385964912286,0.95,payload,independent_payload,100,100,False,descriptive_exploratory_pairwise,True,forced_span,exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,smoke_v3_exploratory,payload_fidelity_v2,payload_aware_result_v2,mean_difference,1.5007419404188918,0.42264973081037427,welch_t,1.0,0.647857251607143
repeated_bigram_fraction,protocol_variant,nonseg_ascii_b8,segmented_hex_single_topic,payload,independent_payload,3,3,0,0,0.005847953216374287,0.0,0.005847953216374287,0.0,0.01754385964912286,0.95,payload,independent_payload,100,100,False,descriptive_exploratory_pairwise,True,forced_span,exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,smoke_v3_exploratory,payload_fidelity_v2,payload_aware_result_v2,mean_difference,0.6531972647421808,0.42264973081037427,welch_t,1.0,0.647857251607143
repeated_bigram_fraction,protocol_variant,nonseg_hex_nibble_b16,segmented_hex_multi_topic,payload,partially_overlapping_payload,3,14,2,0,0.0,0.0,0.0,0.0,0.0,0.95,payload,payload_cluster_partial_overlap,100,97,False,descriptive_exploratory_pairwise,False,forced_span,exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,smoke_v3_exploratory,payload_fidelity_v2,payload_aware_result_v2,mean_difference,,,unsupported_partial_payload_overlap,,
repeated_bigram_fraction,protocol_variant,nonseg_hex_nibble_b16,segmented_hex_single_topic,payload,partially_overlapping_payload,3,3,2,0,0.0,0.0,0.0,0.0,0.0,0.95,payload,payload_cluster_partial_overlap,100,98,False,descriptive_exploratory_pairwise,False,forced_span,exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,smoke_v3_exploratory,payload_fidelity_v2,payload_aware_result_v2,mean_difference,,,unsupported_partial_payload_overlap,,
repeated_bigram_fraction,protocol_variant,segmented_hex_multi_topic,segmented_hex_single_topic,payload,partially_overlapping_payload,14,3,2,0,0.0,0.0,0.0,0.0,0.0,0.95,payload,payload_cluster_partial_overlap,100,96,False,descriptive_exploratory_pairwise,False,forced_span,exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,smoke_v3_exploratory,payload_fidelity_v2,payload_aware_result_v2,mean_difference,,,unsupported_partial_payload_overlap,,
surface_flag_total,protocol_variant,direct_subword_calgacus,nonseg_ascii_b16,payload,independent_payload,3,3,0,0,5.333333333333333,2.3333333333333335,2.9999999999999996,-0.1749999999999993,6.0,0.95,payload,independent_payload,100,100,False,descriptive_exploratory_pairwise,True,forced_span,exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,smoke_v3_exploratory,payload_fidelity_v2,payload_aware_result_v2,mean_difference,0.9536632970868315,0.24466875196478693,welch_t,1.0,0.619791015174287
surface_flag_total,protocol_variant,direct_subword_calgacus,nonseg_ascii_b8,payload,independent_payload,3,3,0,0,5.333333333333333,1.6666666666666667,3.666666666666666,1.3333333333333333,6.0,0.95,payload,independent_payload,100,100,False,descriptive_exploratory_pairwise,True,forced_span,exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,smoke_v3_exploratory,payload_fidelity_v2,payload_aware_result_v2,mean_difference,1.2701705922171767,0.18349908328245457,welch_t,1.0,0.619791015174287
surface_flag_total,protocol_variant,direct_subword_calgacus,nonseg_hex_nibble_b16,payload,independent_payload,3,3,0,0,5.333333333333333,1.0,4.333333333333333,2.3333333333333335,8.0,0.95,payload,independent_payload,100,100,False,descriptive_exploratory_pairwise,True,forced_span,exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,smoke_v3_exploratory,payload_fidelity_v2,payload_aware_result_v2,mean_difference,1.5251299962220743,0.14466279655230035,welch_t,1.0,0.6075837455196615
surface_flag_total,protocol_variant,direct_subword_calgacus,segmented_hex_multi_topic,payload,independent_payload,3,14,0,0,5.333333333333333,2.4642857142857144,2.8690476190476186,0.5985119047619053,6.224999999999996,0.95,payload,independent_payload,100,100,False,descriptive_exploratory_pairwise,True,forced_span,exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,smoke_v3_exploratory,payload_fidelity_v2,payload_aware_result_v2,mean_difference,1.610262878545055,0.25994271911991795,welch_t,1.0,0.619791015174287
surface_flag_total,protocol_variant,direct_subword_calgacus,segmented_hex_single_topic,payload,independent_payload,3,3,0,0,5.333333333333333,2.3333333333333335,2.9999999999999996,0.6666666666666665,6.666666666666666,0.95,payload,independent_payload,100,100,False,descriptive_exploratory_pairwise,True,forced_span,exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,smoke_v3_exploratory,payload_fidelity_v2,payload_aware_result_v2,mean_difference,0.9936944054529899,0.24257524083370202,welch_t,1.0,0.619791015174287
surface_flag_total,protocol_variant,nonseg_ascii_b16,nonseg_ascii_b8,payload,independent_payload,3,3,0,0,2.3333333333333335,1.6666666666666667,0.6666666666666667,-0.6666666666666667,2.0,0.95,payload,independent_payload,100,100,False,descriptive_exploratory_pairwise,True,forced_span,exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,smoke_v3_exploratory,payload_fidelity_v2,payload_aware_result_v2,mean_difference,0.4618802153517006,0.5383862466275062,welch_t,1.0,0.7188751177366972
surface_flag_total,protocol_variant,nonseg_ascii_b16,nonseg_hex_nibble_b16,payload,independent_payload,3,3,0,0,2.3333333333333335,1.0,1.3333333333333335,0.33333333333333326,2.3333333333333335,0.95,payload,independent_payload,100,100,False,descriptive_exploratory_pairwise,True,forced_span,exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,smoke_v3_exploratory,payload_fidelity_v2,payload_aware_result_v2,mean_difference,0.9875414397573883,0.26970325665977835,welch_t,1.0,0.619791015174287
surface_flag_total,protocol_variant,nonseg_ascii_b16,segmented_hex_multi_topic,payload,independent_payload,3,14,0,0,2.3333333333333335,2.4642857142857144,-0.13095238095238093,-1.4842261904761904,1.3589285714285708,0.95,payload,independent_payload,100,100,False,descriptive_exploratory_pairwise,True,forced_span,exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,smoke_v3_exploratory,payload_fidelity_v2,payload_aware_result_v2,mean_difference,-0.09281721094019764,0.8999561361498989,welch_t,1.0,0.9355979633241523
surface_flag_total,protocol_variant,nonseg_ascii_b16,segmented_hex_single_topic,payload,independent_payload,3,3,0,0,2.3333333333333335,2.3333333333333335,0.0,-1.6666666666666667,1.6666666666666667,0.95,payload,independent_payload,100,100,False,descriptive_exploratory_pairwise,True,forced_span,exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,smoke_v3_exploratory,payload_fidelity_v2,payload_aware_result_v2,mean_difference,0.0,1.0,welch_t,1.0,1.0
surface_flag_total,protocol_variant,nonseg_ascii_b8,nonseg_hex_nibble_b16,payload,independent_payload,3,3,0,0,1.6666666666666667,1.0,0.6666666666666667,0.33333333333333326,1.0,0.95,payload,independent_payload,100,100,False,descriptive_exploratory_pairwise,True,forced_span,exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,smoke_v3_exploratory,payload_fidelity_v2,payload_aware_result_v2,mean_difference,1.306394529484362,0.18350341907227388,welch_t,1.0,0.619791015174287
surface_flag_total,protocol_variant,nonseg_ascii_b8,segmented_hex_multi_topic,payload,independent_payload,3,14,0,0,1.6666666666666667,2.4642857142857144,-0.7976190476190477,-1.870238095238095,-0.01696428571428596,0.95,payload,independent_payload,100,100,False,descriptive_exploratory_pairwise,True,forced_span,exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,smoke_v3_exploratory,payload_fidelity_v2,payload_aware_result_v2,mean_difference,-0.6127322077309222,0.14012560697046098,welch_t,1.0,0.6075837455196615
surface_flag_total,protocol_variant,nonseg_ascii_b8,segmented_hex_single_topic,payload,independent_payload,3,3,0,0,1.6666666666666667,2.3333333333333335,-0.6666666666666667,-1.6666666666666667,0.6666666666666667,0.95,payload,independent_payload,100,100,False,descriptive_exploratory_pairwise,True,forced_span,exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,smoke_v3_exploratory,payload_fidelity_v2,payload_aware_result_v2,mean_difference,-0.5842373946721774,0.43819304962341277,welch_t,1.0,0.6480319747951878
surface_flag_total,protocol_variant,nonseg_hex_nibble_b16,segmented_hex_multi_topic,payload,partially_overlapping_payload,3,14,2,0,1.0,2.4642857142857144,-1.4642857142857144,-2.0376373626373625,-0.9035714285714285,0.95,payload,payload_cluster_partial_overlap,100,93,False,descriptive_exploratory_pairwise,False,forced_span,exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,smoke_v3_exploratory,payload_fidelity_v2,payload_aware_result_v2,mean_difference,-1.1416074862347263,,unsupported_partial_payload_overlap,,
surface_flag_total,protocol_variant,nonseg_hex_nibble_b16,segmented_hex_single_topic,payload,partially_overlapping_payload,3,3,2,0,1.0,2.3333333333333335,-1.3333333333333335,-2.0,0.0,0.95,payload,payload_cluster_partial_overlap,100,100,False,descriptive_exploratory_pairwise,False,forced_span,exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,smoke_v3_exploratory,payload_fidelity_v2,payload_aware_result_v2,mean_difference,-1.306394529484362,,unsupported_partial_payload_overlap,,
surface_flag_total,protocol_variant,segmented_hex_multi_topic,segmented_hex_single_topic,payload,partially_overlapping_payload,14,3,2,0,2.4642857142857144,2.3333333333333335,0.13095238095238093,-0.9541666666666666,1.8020833333333335,0.95,payload,payload_cluster_partial_overlap,100,96,False,descriptive_exploratory_pairwise,False,forced_span,exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,smoke_v3_exploratory,payload_fidelity_v2,payload_aware_result_v2,mean_difference,0.09647299303935035,,unsupported_partial_payload_overlap,,
tfidf_prompt_similarity,protocol_variant,direct_subword_calgacus,nonseg_ascii_b16,payload,independent_payload,3,3,0,0,0.008691342471983285,0.034829249636958146,-0.026137907164974862,-0.048004708909684224,-0.002362402023998289,0.95,payload,independent_payload,100,100,False,descriptive_exploratory_pairwise,True,forced_span,exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,smoke_v3_exploratory,payload_fidelity_v2,payload_aware_result_v2,mean_difference,-1.1463109061986496,0.16137508474556428,welch_t,1.0,0.619791015174287
tfidf_prompt_similarity,protocol_variant,direct_subword_calgacus,nonseg_ascii_b8,payload,independent_payload,3,3,0,0,0.008691342471983285,0.05337293065891766,-0.04468158818693438,-0.07221109750482263,-0.008216839891175198,0.95,payload,independent_payload,100,100,False,descriptive_exploratory_pairwise,True,forced_span,exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,smoke_v3_exploratory,payload_fidelity_v2,payload_aware_result_v2,mean_difference,-1.4430438515298958,0.11849480988532805,welch_t,1.0,0.5926568351047266
tfidf_prompt_similarity,protocol_variant,direct_subword_calgacus,nonseg_hex_nibble_b16,payload,independent_payload,3,3,0,0,0.008691342471983285,0.047913580091108306,-0.03922223761912502,-0.059528705374423424,-0.021104875316583824,0.95,payload,independent_payload,100,100,False,descriptive_exploratory_pairwise,True,forced_span,exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,smoke_v3_exploratory,payload_fidelity_v2,payload_aware_result_v2,mean_difference,-1.9194260553736584,0.043665928677327666,welch_t,1.0,0.34914159876329715
tfidf_prompt_similarity,protocol_variant,direct_subword_calgacus,segmented_hex_multi_topic,payload,independent_payload,3,14,0,0,0.008691342471983285,0.04990216489537657,-0.04121082242339329,-0.05912551726725944,-0.02557247244056355,0.95,payload,independent_payload,100,100,False,descriptive_exploratory_pairwise,True,forced_span,exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,smoke_v3_exploratory,payload_fidelity_v2,payload_aware_result_v2,mean_difference,-1.5003313068962048,0.013124205963966658,welch_t,1.0,0.1722552032770624
tfidf_prompt_similarity,protocol_variant,direct_subword_calgacus,segmented_hex_single_topic,payload,independent_payload,3,3,0,0,0.008691342471983285,0.06791306115738976,-0.05922171868540648,-0.08578451324954384,-0.027580381745082573,0.95,payload,independent_payload,100,100,False,descriptive_exploratory_pairwise,True,forced_span,exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,smoke_v3_exploratory,payload_fidelity_v2,payload_aware_result_v2,mean_difference,-2.176843776668838,0.04163561535265042,welch_t,1.0,0.34914159876329715
tfidf_prompt_similarity,protocol_variant,nonseg_ascii_b16,nonseg_ascii_b8,payload,independent_payload,3,3,0,0,0.034829249636958146,0.05337293065891766,-0.018543681021959517,-0.049345721744539814,0.022595129687621097,0.95,payload,independent_payload,100,100,False,descriptive_exploratory_pairwise,True,forced_span,exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,smoke_v3_exploratory,payload_fidelity_v2,payload_aware_result_v2,mean_difference,-0.5529731024650125,0.45162842366965045,welch_t,1.0,0.6521900925068553
tfidf_prompt_similarity,protocol_variant,nonseg_ascii_b16,nonseg_hex_nibble_b16,payload,independent_payload,3,3,0,0,0.034829249636958146,0.047913580091108306,-0.01308433045415016,-0.0348158802422402,0.009415487166435834,0.95,payload,independent_payload,100,100,False,descriptive_exploratory_pairwise,True,forced_span,exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,smoke_v3_exploratory,payload_fidelity_v2,payload_aware_result_v2,mean_difference,-0.5417154365707141,0.4548811263249169,welch_t,1.0,0.6521900925068553
tfidf_prompt_similarity,protocol_variant,nonseg_ascii_b16,segmented_hex_multi_topic,payload,independent_payload,3,14,0,0,0.034829249636958146,0.04990216489537657,-0.015072915258418425,-0.03606362925065307,0.008813991164505187,0.95,payload,independent_payload,100,100,False,descriptive_exploratory_pairwise,True,forced_span,exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,smoke_v3_exploratory,payload_fidelity_v2,payload_aware_result_v2,mean_difference,-0.5376686911364777,0.3515833902848808,welch_t,1.0,0.647857251607143
