status,split_name,detector_name,dataset_name,feature_set,auc,accuracy,precision,recall,f1,train_rows,test_rows,notes
ok,random_stratified,threshold_mean_token_log_probability,detector_forced_prefix,mean_token_log_probability,1.0,1.0,1.0,1.0,1.0,319,172,Dependency-free threshold baseline; higher score means lower token log probability.
ok,leave_one_prompt_family_out:recipe,threshold_mean_token_log_probability,detector_full_message,mean_token_log_probability,1.0,0.5058139534883721,1.0,0.49504950495049505,0.6622516556291391,450,516,Dependency-free threshold baseline; higher score means lower token log probability.
ok,leave_one_prompt_family_out:recipe,logistic_regression,detector_full_message,numeric_cover_features,1.0,1.0,1.0,1.0,1.0,450,516,Lightweight sklearn feature detector; no text content features.
ok,leave_one_prompt_family_out:recipe,random_forest,detector_full_message,numeric_cover_features,1.0,1.0,1.0,1.0,1.0,450,516,Lightweight sklearn feature detector; no text content features.
ok,leave_one_prompt_family_out:recipe_forum_exchange,threshold_mean_token_log_probability,detector_full_message,mean_token_log_probability,1.0,0.6388888888888888,1.0,0.6285714285714286,0.7719298245614035,786,180,Dependency-free threshold baseline; higher score means lower token log probability.
ok,leave_one_prompt_family_out:recipe_forum_exchange,logistic_regression,detector_full_message,numeric_cover_features,1.0,1.0,1.0,1.0,1.0,786,180,Lightweight sklearn feature detector; no text content features.
ok,leave_one_prompt_family_out:recipe_forum_exchange,random_forest,detector_full_message,numeric_cover_features,1.0,1.0,1.0,1.0,1.0,786,180,Lightweight sklearn feature detector; no text content features.
ok,random_stratified,threshold_mean_token_log_probability,detector_nonseg_only,mean_token_log_probability,1.0,1.0,1.0,1.0,1.0,326,175,Dependency-free threshold baseline; higher score means lower token log probability.
ok,random_stratified,logistic_regression,detector_nonseg_only,numeric_cover_features,1.0,1.0,1.0,1.0,1.0,326,175,Lightweight sklearn feature detector; no text content features.
ok,random_stratified,random_forest,detector_nonseg_only,numeric_cover_features,1.0,1.0,1.0,1.0,1.0,326,175,Lightweight sklearn feature detector; no text content features.
ok,leave_one_prompt_family_out:grocery_planning,threshold_mean_token_log_probability,detector_nonseg_only,mean_token_log_probability,1.0,1.0,1.0,1.0,1.0,401,100,Dependency-free threshold baseline; higher score means lower token log probability.
ok,leave_one_prompt_family_out:grocery_planning,logistic_regression,detector_nonseg_only,numeric_cover_features,1.0,1.0,1.0,1.0,1.0,401,100,Lightweight sklearn feature detector; no text content features.
ok,leave_one_prompt_family_out:grocery_planning,random_forest,detector_nonseg_only,numeric_cover_features,1.0,1.0,1.0,1.0,1.0,401,100,Lightweight sklearn feature detector; no text content features.
ok,leave_one_prompt_family_out:plant_care,threshold_mean_token_log_probability,detector_nonseg_only,mean_token_log_probability,1.0,1.0,1.0,1.0,1.0,401,100,Dependency-free threshold baseline; higher score means lower token log probability.
ok,leave_one_prompt_family_out:plant_care,logistic_regression,detector_nonseg_only,numeric_cover_features,1.0,1.0,1.0,1.0,1.0,401,100,Lightweight sklearn feature detector; no text content features.
ok,leave_one_prompt_family_out:plant_care,random_forest,detector_nonseg_only,numeric_cover_features,1.0,1.0,1.0,1.0,1.0,401,100,Lightweight sklearn feature detector; no text content features.
ok,leave_one_prompt_family_out:recipe,threshold_mean_token_log_probability,detector_nonseg_only,mean_token_log_probability,1.0,1.0,1.0,1.0,1.0,300,201,Dependency-free threshold baseline; higher score means lower token log probability.
ok,leave_one_prompt_family_out:recipe,logistic_regression,detector_nonseg_only,numeric_cover_features,1.0,1.0,1.0,1.0,1.0,300,201,Lightweight sklearn feature detector; no text content features.
ok,leave_one_prompt_family_out:recipe,random_forest,detector_nonseg_only,numeric_cover_features,1.0,1.0,1.0,1.0,1.0,300,201,Lightweight sklearn feature detector; no text content features.
ok,leave_one_prompt_family_out:recipe_forum_exchange,threshold_mean_token_log_probability,detector_nonseg_only,mean_token_log_probability,1.0,1.0,1.0,1.0,1.0,401,100,Dependency-free threshold baseline; higher score means lower token log probability.
ok,leave_one_prompt_family_out:recipe_forum_exchange,logistic_regression,detector_nonseg_only,numeric_cover_features,1.0,1.0,1.0,1.0,1.0,401,100,Lightweight sklearn feature detector; no text content features.
ok,leave_one_prompt_family_out:recipe_forum_exchange,random_forest,detector_nonseg_only,numeric_cover_features,1.0,1.0,1.0,1.0,1.0,401,100,Lightweight sklearn feature detector; no text content features.
ok,random_stratified,threshold_mean_token_log_probability,detector_segmented_full_only,mean_token_log_probability,1.0,0.9767441860465116,1.0,0.9754601226993865,0.9875776397515528,319,172,Dependency-free threshold baseline; higher score means lower token log probability.
ok,random_stratified,logistic_regression,detector_segmented_full_only,numeric_cover_features,1.0,1.0,1.0,1.0,1.0,319,172,Lightweight sklearn feature detector; no text content features.
ok,random_stratified,random_forest,detector_segmented_full_only,numeric_cover_features,1.0,1.0,1.0,1.0,1.0,319,172,Lightweight sklearn feature detector; no text content features.
ok,leave_one_prompt_family_out:grocery_planning,threshold_mean_token_log_probability,detector_segmented_full_only,mean_token_log_probability,1.0,0.9777777777777777,1.0,0.975,0.9873417721518987,446,45,Dependency-free threshold baseline; higher score means lower token log probability.
ok,leave_one_prompt_family_out:grocery_planning,logistic_regression,detector_segmented_full_only,numeric_cover_features,1.0,1.0,1.0,1.0,1.0,446,45,Lightweight sklearn feature detector; no text content features.
ok,leave_one_prompt_family_out:grocery_planning,random_forest,detector_segmented_full_only,numeric_cover_features,1.0,1.0,1.0,1.0,1.0,446,45,Lightweight sklearn feature detector; no text content features.
ok,leave_one_prompt_family_out:plant_care,threshold_mean_token_log_probability,detector_segmented_full_only,mean_token_log_probability,1.0,0.9714285714285714,1.0,0.9666666666666667,0.983050847457627,456,35,Dependency-free threshold baseline; higher score means lower token log probability.
ok,leave_one_prompt_family_out:plant_care,logistic_regression,detector_segmented_full_only,numeric_cover_features,1.0,1.0,1.0,1.0,1.0,456,35,Lightweight sklearn feature detector; no text content features.
ok,leave_one_prompt_family_out:plant_care,random_forest,detector_segmented_full_only,numeric_cover_features,1.0,1.0,1.0,1.0,1.0,456,35,Lightweight sklearn feature detector; no text content features.
ok,leave_one_prompt_family_out:recipe,threshold_mean_token_log_probability,detector_segmented_full_only,mean_token_log_probability,1.0,0.9723926380368099,1.0,0.9714285714285714,0.9855072463768115,165,326,Dependency-free threshold baseline; higher score means lower token log probability.
ok,leave_one_prompt_family_out:recipe,logistic_regression,detector_segmented_full_only,numeric_cover_features,1.0,0.9969325153374233,1.0,0.9968253968253968,0.9984101748807631,165,326,Lightweight sklearn feature detector; no text content features.
ok,leave_one_prompt_family_out:recipe,random_forest,detector_segmented_full_only,numeric_cover_features,1.0,1.0,1.0,1.0,1.0,165,326,Lightweight sklearn feature detector; no text content features.
ok,leave_one_prompt_family_out:recipe_forum_exchange,threshold_mean_token_log_probability,detector_segmented_full_only,mean_token_log_probability,1.0,0.9647058823529412,1.0,0.9625,0.980891719745223,406,85,Dependency-free threshold baseline; higher score means lower token log probability.
ok,leave_one_prompt_family_out:recipe_forum_exchange,logistic_regression,detector_segmented_full_only,numeric_cover_features,1.0,1.0,1.0,1.0,1.0,406,85,Lightweight sklearn feature detector; no text content features.
ok,leave_one_prompt_family_out:recipe_forum_exchange,random_forest,detector_segmented_full_only,numeric_cover_features,1.0,1.0,1.0,1.0,1.0,406,85,Lightweight sklearn feature detector; no text content features.
