trial_id,protocol_variant,payload_name,payload_class,payload_kind,representation_name,segment_size,segment_count,message_count,topic_schedule_name,leadin_policy,leadin_token_count,tail_policy,actual_tail_token_count_mean,token_filter_name,total_forced_rank_count,total_forced_prefix_token_count,total_full_message_token_count,total_full_message_character_count,exact_recovery,generation_seconds,recovery_seconds,forced_prefix_mean_log_probability_mean,forced_prefix_repetition_mean,forced_prefix_punctuation_fraction_mean,forced_prefix_artifact_count_mean,full_message_mean_log_probability_mean,full_message_repetition_mean,full_message_punctuation_fraction_mean,full_message_artifact_count_mean,model_repo_id,model_filename,model_path_relative,notes
segmented_hex_single_topic_sentence_tail_filtered__paper_sha256_hex_000__raw_hex_nibbles__seg8__single_recipe_long__none__safe_text__101c2ff265,segmented_hex_single_topic_sentence_tail_filtered,paper_sha256_hex_000,sha256_hex,sha256_hex,raw_hex_nibbles,8,8,8,single_recipe_long,none,0,sentence_tail_min20_max60,31.75,safe_text_filter_v1,64,64,318,1433,True,7.752202943000157,1.2802417259990762,-4.523686984943472,0.0,0.0594774413388543,0.375,-1.439893029591507,0.1726601738656089,0.0386412014479881,0.375,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,safe-text filtered segmented raw-hex-nibble protocol; exact-copy only
segmented_hex_multi_topic_leadin8_sentence_tail_filtered__paper_sha256_hex_003__raw_hex_nibbles__seg8__mixed_recipe_forum_blog_groce__d0dbc28d90,segmented_hex_multi_topic_leadin8_sentence_tail_filtered,paper_sha256_hex_003,sha256_hex,sha256_hex,raw_hex_nibbles,8,8,8,mixed_recipe_forum_blog_grocery_plant,greedy_leadin8,8,sentence_tail_min20_max60,36.625,safe_text_filter_v1,64,64,421,1813,False,9.573494645996108,1.777537617006601,-5.384507248387786,0.0,0.0294848826098826,0.0,-1.253312251891739,0.2015626502603233,0.0367045423933811,0.0,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,safe-text filtered segmented raw-hex-nibble protocol; exact-copy only
segmented_hex_single_topic_sentence_tail_filtered__paper_sha256_hex_004__raw_hex_nibbles__seg8__single_recipe_long__none__safe_text__e0b626cda4,segmented_hex_single_topic_sentence_tail_filtered,paper_sha256_hex_004,sha256_hex,sha256_hex,raw_hex_nibbles,8,8,8,single_recipe_long,none,0,sentence_tail_min20_max60,34.875,safe_text_filter_v1,64,64,343,1535,True,8.019653424998978,1.2605619309979377,-4.585059352606996,0.0,0.0520685519407907,0.125,-1.4149268292291917,0.1932005212015551,0.0338653949611165,0.125,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,safe-text filtered segmented raw-hex-nibble protocol; exact-copy only
segmented_hex_multi_topic_sentence_tail_filtered__paper_sha256_hex_004__raw_hex_nibbles__seg8__mixed_recipe_forum_blog_grocery_plant__a934d94299,segmented_hex_multi_topic_sentence_tail_filtered,paper_sha256_hex_004,sha256_hex,sha256_hex,raw_hex_nibbles,8,8,8,mixed_recipe_forum_blog_grocery_plant,none,0,sentence_tail_min20_max60,33.75,safe_text_filter_v1,64,64,334,1431,False,7.689432781997311,1.083344760001637,-5.0537617864731095,0.0,0.0431726787705048,0.125,-1.4277271150010464,0.131411453470277,0.0357705592504811,0.125,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,safe-text filtered segmented raw-hex-nibble protocol; exact-copy only
segmented_hex_multi_topic_leadin8_sentence_tail_filtered__paper_sha256_hex_004__raw_hex_nibbles__seg8__mixed_recipe_forum_blog_groce__6e00837506,segmented_hex_multi_topic_leadin8_sentence_tail_filtered,paper_sha256_hex_004,sha256_hex,sha256_hex,raw_hex_nibbles,8,8,8,mixed_recipe_forum_blog_grocery_plant,greedy_leadin8,8,sentence_tail_min20_max60,34.5,safe_text_filter_v1,64,64,404,1731,True,9.191423427004338,1.7775315870021586,-5.967438263551384,0.03125,0.0207212146356883,0.0,-1.4168407818667923,0.1684035106131923,0.0346929644637192,0.0,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,safe-text filtered segmented raw-hex-nibble protocol; exact-copy only
segmented_hex_single_topic_sentence_tail_filtered__paper_random_128_bit_hex_000__raw_hex_nibbles__seg8__single_recipe_long__none__sa__a218b58ef8,segmented_hex_single_topic_sentence_tail_filtered,paper_random_128_bit_hex_000,random_128_bit_hex,random_hex,raw_hex_nibbles,8,4,4,single_recipe_long,none,0,sentence_tail_min20_max60,28.5,safe_text_filter_v1,32,32,146,670,True,3.4602396610025608,0.6290103259998432,-4.731090577916492,0.0,0.0311636649763944,0.0,-1.5676096629976182,0.1139148841354723,0.0292383562424844,0.0,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,safe-text filtered segmented raw-hex-nibble protocol; exact-copy only
segmented_hex_multi_topic_sentence_tail_filtered__paper_random_128_bit_hex_000__raw_hex_nibbles__seg8__mixed_recipe_forum_blog_groce__50923d35f3,segmented_hex_multi_topic_sentence_tail_filtered,paper_random_128_bit_hex_000,random_128_bit_hex,random_hex,raw_hex_nibbles,8,4,4,mixed_recipe_forum_blog_grocery_plant,none,0,sentence_tail_min20_max60,37.75,safe_text_filter_v1,32,32,183,818,True,4.185733390997484,0.5427154509961838,-4.464601051331198,0.0,0.0475044563279857,0.0,-1.2685124777610952,0.1570294784580499,0.0413534163755315,0.0,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,safe-text filtered segmented raw-hex-nibble protocol; exact-copy only
segmented_hex_multi_topic_leadin8_sentence_tail_filtered__paper_random_128_bit_hex_000__raw_hex_nibbles__seg8__mixed_recipe_forum_bl__f2724216c3,segmented_hex_multi_topic_leadin8_sentence_tail_filtered,paper_random_128_bit_hex_000,random_128_bit_hex,random_hex,raw_hex_nibbles,8,4,4,mixed_recipe_forum_blog_grocery_plant,greedy_leadin8,8,sentence_tail_min20_max60,23.5,safe_text_filter_v1,32,32,158,700,True,3.656919208002364,0.8931613849963469,-6.069591759292844,0.03125,0.0345982142857142,0.0,-1.6789239906510227,0.1339134656528751,0.030387630821214,0.0,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,safe-text filtered segmented raw-hex-nibble protocol; exact-copy only
segmented_hex_single_topic_sentence_tail_filtered__paper_random_128_bit_hex_001__raw_hex_nibbles__seg8__single_recipe_long__none__sa__3ba19908a8,segmented_hex_single_topic_sentence_tail_filtered,paper_random_128_bit_hex_001,random_128_bit_hex,random_hex,raw_hex_nibbles,8,4,4,single_recipe_long,none,0,sentence_tail_min20_max60,39.0,safe_text_filter_v1,32,32,188,862,True,4.385876256001211,0.6287501390033867,-4.9081301481265225,0.03125,0.0763888888888889,0.25,-1.5246122413055945,0.1879650393881893,0.0391586624555405,0.25,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,safe-text filtered segmented raw-hex-nibble protocol; exact-copy only
segmented_hex_multi_topic_sentence_tail_filtered__paper_random_128_bit_hex_001__raw_hex_nibbles__seg8__mixed_recipe_forum_blog_groce__94c83184c7,segmented_hex_multi_topic_sentence_tail_filtered,paper_random_128_bit_hex_001,random_128_bit_hex,random_hex,raw_hex_nibbles,8,4,4,mixed_recipe_forum_blog_grocery_plant,none,0,sentence_tail_min20_max60,29.75,safe_text_filter_v1,32,32,151,718,True,3.4918507850015885,0.5403174499915622,-5.046730427410465,0.03125,0.0064102564102564,0.0,-1.6901286894196508,0.1255210529552323,0.0283342083097926,0.25,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,safe-text filtered segmented raw-hex-nibble protocol; exact-copy only
segmented_hex_multi_topic_leadin8_sentence_tail_filtered__paper_random_128_bit_hex_001__raw_hex_nibbles__seg8__mixed_recipe_forum_bl__4a6eb64268,segmented_hex_multi_topic_leadin8_sentence_tail_filtered,paper_random_128_bit_hex_001,random_128_bit_hex,random_hex,raw_hex_nibbles,8,4,4,mixed_recipe_forum_blog_grocery_plant,greedy_leadin8,8,sentence_tail_min20_max60,40.5,safe_text_filter_v1,32,32,226,987,True,5.155163061001076,0.8924857159945532,-6.47964931885417,0.03125,0.0356818181818181,0.0,-1.3209986163738865,0.1680571524384401,0.0368311275823479,0.0,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,safe-text filtered segmented raw-hex-nibble protocol; exact-copy only
segmented_hex_single_topic_sentence_tail_filtered__paper_random_128_bit_hex_002__raw_hex_nibbles__seg8__single_recipe_long__none__sa__2fe89f7173,segmented_hex_single_topic_sentence_tail_filtered,paper_random_128_bit_hex_002,random_128_bit_hex,random_hex,raw_hex_nibbles,8,4,4,single_recipe_long,none,0,sentence_tail_min20_max60,24.75,safe_text_filter_v1,32,32,131,596,True,3.140815974005818,0.6276228130045638,-5.364173676594384,0.0,0.0256410256410256,0.25,-1.8259088935441512,0.1161248291182501,0.037602770385702,0.25,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,safe-text filtered segmented raw-hex-nibble protocol; exact-copy only
segmented_hex_multi_topic_sentence_tail_filtered__paper_random_128_bit_hex_002__raw_hex_nibbles__seg8__mixed_recipe_forum_blog_groce__f94228c7d1,segmented_hex_multi_topic_sentence_tail_filtered,paper_random_128_bit_hex_002,random_128_bit_hex,random_hex,raw_hex_nibbles,8,4,4,mixed_recipe_forum_blog_grocery_plant,none,0,sentence_tail_min20_max60,32.75,safe_text_filter_v1,32,32,163,735,True,3.743787328003236,0.5430466150028224,-5.6034713686672255,0.0,0.0185786435786435,0.0,-1.6459431743718298,0.1572824352010672,0.0286142336375981,0.0,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,safe-text filtered segmented raw-hex-nibble protocol; exact-copy only
segmented_hex_multi_topic_leadin8_sentence_tail_filtered__paper_random_128_bit_hex_002__raw_hex_nibbles__seg8__mixed_recipe_forum_bl__a6383dad7c,segmented_hex_multi_topic_leadin8_sentence_tail_filtered,paper_random_128_bit_hex_002,random_128_bit_hex,random_hex,raw_hex_nibbles,8,4,4,mixed_recipe_forum_blog_grocery_plant,greedy_leadin8,8,sentence_tail_min20_max60,31.5,safe_text_filter_v1,32,32,190,845,True,4.343192991997057,0.8919573410021258,-6.515331548320501,0.0,0.0219990435198469,0.0,-1.5923535618033249,0.1527593207825766,0.041575936478,0.0,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,safe-text filtered segmented raw-hex-nibble protocol; exact-copy only
segmented_hex_single_topic_sentence_tail_filtered__paper_random_128_bit_hex_003__raw_hex_nibbles__seg8__single_recipe_long__none__sa__b450ef6e20,segmented_hex_single_topic_sentence_tail_filtered,paper_random_128_bit_hex_003,random_128_bit_hex,random_hex,raw_hex_nibbles,8,4,4,single_recipe_long,none,0,sentence_tail_min20_max60,39.5,safe_text_filter_v1,32,32,190,852,True,4.427543062000041,0.6314477090054424,-6.180079714095347,0.0,0.0226018899799387,0.0,-1.6380002734004266,0.2017847916299932,0.0317699824442733,0.0,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,safe-text filtered segmented raw-hex-nibble protocol; exact-copy only
segmented_hex_multi_topic_sentence_tail_filtered__paper_random_128_bit_hex_003__raw_hex_nibbles__seg8__mixed_recipe_forum_blog_groce__5b1d205222,segmented_hex_multi_topic_sentence_tail_filtered,paper_random_128_bit_hex_003,random_128_bit_hex,random_hex,raw_hex_nibbles,8,4,4,mixed_recipe_forum_blog_grocery_plant,none,0,sentence_tail_min20_max60,41.25,safe_text_filter_v1,32,32,197,888,True,4.506183356999827,0.5426795020030113,-5.277040508202703,0.0,0.0429586563307493,0.25,-1.4940671232615048,0.1538923938608491,0.0438614491892708,0.75,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,safe-text filtered segmented raw-hex-nibble protocol; exact-copy only
segmented_hex_multi_topic_leadin8_sentence_tail_filtered__paper_random_128_bit_hex_003__raw_hex_nibbles__seg8__mixed_recipe_forum_bl__1e4646fb16,segmented_hex_multi_topic_leadin8_sentence_tail_filtered,paper_random_128_bit_hex_003,random_128_bit_hex,random_hex,raw_hex_nibbles,8,4,4,mixed_recipe_forum_blog_grocery_plant,greedy_leadin8,8,sentence_tail_min20_max60,27.25,safe_text_filter_v1,32,32,173,759,True,3.954302296999231,0.8906738079967909,-6.311686253250583,0.0,0.00625,0.0,-1.5611502499825385,0.1265253010386984,0.0289056143225037,0.0,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,safe-text filtered segmented raw-hex-nibble protocol; exact-copy only
segmented_hex_single_topic_sentence_tail_filtered__paper_random_128_bit_hex_004__raw_hex_nibbles__seg8__single_recipe_long__none__sa__8cddcf3403,segmented_hex_single_topic_sentence_tail_filtered,paper_random_128_bit_hex_004,random_128_bit_hex,random_hex,raw_hex_nibbles,8,4,4,single_recipe_long,none,0,sentence_tail_min20_max60,34.5,safe_text_filter_v1,32,32,170,740,False,3.995042325994291,0.6299435000037192,-5.889151247717733,0.0,0.0345676558911853,0.25,-1.6542306737013508,0.1790770979743695,0.029864473229453,0.25,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,safe-text filtered segmented raw-hex-nibble protocol; exact-copy only
segmented_hex_multi_topic_sentence_tail_filtered__paper_random_128_bit_hex_004__raw_hex_nibbles__seg8__mixed_recipe_forum_blog_groce__a7163c8d6f,segmented_hex_multi_topic_sentence_tail_filtered,paper_random_128_bit_hex_004,random_128_bit_hex,random_hex,raw_hex_nibbles,8,4,4,mixed_recipe_forum_blog_grocery_plant,none,0,sentence_tail_min20_max60,36.0,safe_text_filter_v1,32,32,176,760,True,4.033264796002186,0.5437428040022496,-5.373207954790015,0.0,0.040346645224694,0.0,-1.3997574498667171,0.1559436469286813,0.0309098591595947,0.0,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,safe-text filtered segmented raw-hex-nibble protocol; exact-copy only
segmented_hex_multi_topic_leadin8_sentence_tail_filtered__paper_random_128_bit_hex_004__raw_hex_nibbles__seg8__mixed_recipe_forum_bl__d09b82c8fe,segmented_hex_multi_topic_leadin8_sentence_tail_filtered,paper_random_128_bit_hex_004,random_128_bit_hex,random_hex,raw_hex_nibbles,8,4,4,mixed_recipe_forum_blog_grocery_plant,greedy_leadin8,8,sentence_tail_min20_max60,26.25,safe_text_filter_v1,32,32,169,776,True,3.8639027240024006,0.8898498850030592,-6.255491539269428,0.0,0.039136302294197,0.0,-1.568773780542437,0.1481280193236714,0.038161225872705,0.0,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,safe-text filtered segmented raw-hex-nibble protocol; exact-copy only
segmented_hex_single_topic_sentence_tail_filtered__paper_random_256_bit_hex_000__raw_hex_nibbles__seg8__single_recipe_long__none__sa__19171968a4,segmented_hex_single_topic_sentence_tail_filtered,paper_random_256_bit_hex_000,random_256_bit_hex,random_hex,raw_hex_nibbles,8,8,8,single_recipe_long,none,0,sentence_tail_min20_max60,30.25,safe_text_filter_v1,64,64,306,1412,False,7.337102915003925,1.2665164719983295,-4.723332836472212,0.015625,0.0207214519714519,0.125,-1.6221542175650403,0.1362254078770279,0.0304409513696631,0.125,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,safe-text filtered segmented raw-hex-nibble protocol; exact-copy only
