codec_id,control_id,evidence_status,label,language,model_id,pair_id,payload_class,payload_group_id,preprocess_schema_version,prompt_category,prompt_template_id,protocol_variant,representation_name,row_id,source_trial_id,view,normalized_text_sha256,dedup_cluster_id,partition,generation_study,evaluation_id,study_source,gate_level,quantization,plan_id,experimental_cell_id
direct_subword_calgacus,revision_v1_primary_v2_payload_fidelity_v2__88fcbfcfc9d0566ab844,confirmatory_primary_v2_payload_fidelity_after_manifest_freeze,0,en,llama3_8b_instruct_q4_k_m,detector_pair__0021b300dc9ae5e2621e1ace,ed25519_signature_base64,revision_v1_ed25519_signature_base64_024,2.0,professional_communication,professional_process_email,direct_subword_calgacus,direct_subword,detector_pair__0021b300dc9ae5e2621e1ace__ordinary_control,revision_v1_primary_v2_payload_fidelity_v2__62085a15d31fc9ee327a,full_message,613596b3c7ecf7a86f382db37718cbbd631949846ba9051bc4e7089edef0797f,locked-dedup-cluster-14c615419b059ddd7c4aa006,train,entropy,entropy_gates,historical_deduplicated_fit,not_applicable_historical_fit,historical_mixed_q4,,
direct_subword_calgacus,revision_v1_primary_v2_payload_fidelity_v2__88fcbfcfc9d0566ab844,confirmatory_primary_v2_payload_fidelity_after_manifest_freeze,1,en,llama3_8b_instruct_q4_k_m,detector_pair__0021b300dc9ae5e2621e1ace,ed25519_signature_base64,revision_v1_ed25519_signature_base64_024,2.0,professional_communication,professional_process_email,direct_subword_calgacus,direct_subword,detector_pair__0021b300dc9ae5e2621e1ace__rankcloak,revision_v1_primary_v2_payload_fidelity_v2__62085a15d31fc9ee327a,full_message,d727ba0fa9e6e2bfb8d2438cd1aae2c1e479f257875a3e4271c969de8551ef95,locked-dedup-cluster-14c615419b059ddd7c4aa006,train,entropy,entropy_gates,historical_deduplicated_fit,not_applicable_historical_fit,historical_mixed_q4,,
segmented_hex_multi_topic,revision_v1_primary_v2_payload_fidelity_v2__d5aa112b11a2f690ba7a,confirmatory_primary_v2_payload_fidelity_after_manifest_freeze,0,en,llama3_8b_instruct_q4_k_m,detector_pair__0027f5be50e27a77f759768b,sha256_hex,revision_v1_sha256_hex_056,2.0,forum_question_answer,forum_practical_answer,segmented_hex_multi_topic,hex_nibble,detector_pair__0027f5be50e27a77f759768b__ordinary_control,revision_v1_primary_v2_payload_fidelity_v2__71d2628f03b40f328891,full_message,51e81d20ae696b59861a5a4ad9e2210d709b7fbd77534dbb3c255dec4930ae60,locked-dedup-cluster-48d7da6cd06bde46d05aad3f,validation,entropy,entropy_gates,historical_deduplicated_fit,not_applicable_historical_fit,historical_mixed_q4,,
segmented_hex_multi_topic,revision_v1_primary_v2_payload_fidelity_v2__d5aa112b11a2f690ba7a,confirmatory_primary_v2_payload_fidelity_after_manifest_freeze,1,en,llama3_8b_instruct_q4_k_m,detector_pair__0027f5be50e27a77f759768b,sha256_hex,revision_v1_sha256_hex_056,2.0,forum_question_answer,forum_practical_answer,segmented_hex_multi_topic,hex_nibble,detector_pair__0027f5be50e27a77f759768b__rankcloak,revision_v1_primary_v2_payload_fidelity_v2__71d2628f03b40f328891,full_message,39c08a9e1954bba8d937b8ffbf43e37cd2560650519808e8969924b3779df205,locked-dedup-cluster-48d7da6cd06bde46d05aad3f,validation,entropy,entropy_gates,historical_deduplicated_fit,not_applicable_historical_fit,historical_mixed_q4,,
direct_subword_calgacus,revision_v1_primary_v2_payload_fidelity_v2__8110caff3421d3b3f9ec,confirmatory_primary_v2_payload_fidelity_after_manifest_freeze,0,en,mistral_7b_instruct_v0_3_q4_k_m,detector_pair__003084e5e45f2712f3065125,nonce_96_bit_hex,revision_v1_nonce_96_bit_hex_048,2.0,personal_narrative_blog,narrative_small_discovery,direct_subword_calgacus,direct_subword,detector_pair__003084e5e45f2712f3065125__ordinary_control,revision_v1_primary_v2_payload_fidelity_v2__08ed9e39d2980960e09e,full_message,e1e8ed20f4a5c995581b727aed356e287234522e6a061025cfd00c63f65bb983,locked-dedup-cluster-860f29e67b6cb940e356f2ba,train,entropy,entropy_gates,historical_deduplicated_fit,not_applicable_historical_fit,historical_mixed_q4,,
direct_subword_calgacus,revision_v1_primary_v2_payload_fidelity_v2__8110caff3421d3b3f9ec,confirmatory_primary_v2_payload_fidelity_after_manifest_freeze,1,en,mistral_7b_instruct_v0_3_q4_k_m,detector_pair__003084e5e45f2712f3065125,nonce_96_bit_hex,revision_v1_nonce_96_bit_hex_048,2.0,personal_narrative_blog,narrative_small_discovery,direct_subword_calgacus,direct_subword,detector_pair__003084e5e45f2712f3065125__rankcloak,revision_v1_primary_v2_payload_fidelity_v2__08ed9e39d2980960e09e,full_message,cd5ab5b00fa8a211acf87bb73f0ce87bbf7614e9a47362e9c22a02e594ccdb68,locked-dedup-cluster-860f29e67b6cb940e356f2ba,train,entropy,entropy_gates,historical_deduplicated_fit,not_applicable_historical_fit,historical_mixed_q4,,
segmented_hex_multi_topic,revision_v1_primary_v2_payload_fidelity_v2__f539b04efce4f3e199ff,confirmatory_primary_v2_payload_fidelity_after_manifest_freeze,0,en,llama3_8b_instruct_q4_k_m,detector_pair__0034fd4d983e33d9d79cdc15,sha256_hex,revision_v1_sha256_hex_023,2.0,factual_explanatory,explain_weather_pattern,segmented_hex_multi_topic,hex_nibble,detector_pair__0034fd4d983e33d9d79cdc15__ordinary_control,revision_v1_primary_v2_payload_fidelity_v2__8d5123a7bf0da6997891,full_message,0aadb9304e343a816575f86b286b80e270d210ce2561478ec3ebf06ed2632837,locked-dedup-cluster-c112725d857a81e4f995108a,train,entropy,entropy_gates,historical_deduplicated_fit,not_applicable_historical_fit,historical_mixed_q4,,
segmented_hex_multi_topic,revision_v1_primary_v2_payload_fidelity_v2__f539b04efce4f3e199ff,confirmatory_primary_v2_payload_fidelity_after_manifest_freeze,1,en,llama3_8b_instruct_q4_k_m,detector_pair__0034fd4d983e33d9d79cdc15,sha256_hex,revision_v1_sha256_hex_023,2.0,factual_explanatory,explain_weather_pattern,segmented_hex_multi_topic,hex_nibble,detector_pair__0034fd4d983e33d9d79cdc15__rankcloak,revision_v1_primary_v2_payload_fidelity_v2__8d5123a7bf0da6997891,full_message,51b71118d5af4950618e3ba03cb9ea9b4ea397382795d764113380678b3e2e51,locked-dedup-cluster-c112725d857a81e4f995108a,train,entropy,entropy_gates,historical_deduplicated_fit,not_applicable_historical_fit,historical_mixed_q4,,
nonseg_hex_nibble_b16,revision_v1_primary_v2_payload_fidelity_v2__52767e8820ba3b55fc70,confirmatory_primary_v2_payload_fidelity_after_manifest_freeze,0,en,llama3_8b_instruct_q4_k_m,detector_pair__003a88a60bad83ef8c3063aa,sha256_hex,revision_v1_sha256_hex_043,2.0,professional_communication,professional_schedule_note,nonseg_hex_nibble_b16,hex_nibble,detector_pair__003a88a60bad83ef8c3063aa__ordinary_control,revision_v1_primary_v2_payload_fidelity_v2__6d19e832f510674546ff,full_message,3c7d227ab9b7c7affe9010ca3af4146790bc6ca52ca1722939de5290a0a112c9,locked-dedup-cluster-2cbabc692dc6ff8a977e3e4f,train,entropy,entropy_gates,historical_deduplicated_fit,not_applicable_historical_fit,historical_mixed_q4,,
nonseg_hex_nibble_b16,revision_v1_primary_v2_payload_fidelity_v2__52767e8820ba3b55fc70,confirmatory_primary_v2_payload_fidelity_after_manifest_freeze,1,en,llama3_8b_instruct_q4_k_m,detector_pair__003a88a60bad83ef8c3063aa,sha256_hex,revision_v1_sha256_hex_043,2.0,professional_communication,professional_schedule_note,nonseg_hex_nibble_b16,hex_nibble,detector_pair__003a88a60bad83ef8c3063aa__rankcloak,revision_v1_primary_v2_payload_fidelity_v2__6d19e832f510674546ff,full_message,34c86d187bc6894c2c9702bb7b4986ddae873c4935aae9380d145db4cb946aca,locked-dedup-cluster-2cbabc692dc6ff8a977e3e4f,train,entropy,entropy_gates,historical_deduplicated_fit,not_applicable_historical_fit,historical_mixed_q4,,
segmented_hex_single_topic,revision_v1_primary_v2_payload_fidelity_v2__cf77ba508956cf45d958,confirmatory_primary_v2_payload_fidelity_after_manifest_freeze,0,en,llama3_8b_instruct_q4_k_m,detector_pair__003d0aa984022f67a75f5b6e,nonce_96_bit_hex,revision_v1_nonce_96_bit_hex_025,2.0,recipe_procedure,procedure_simple_meal,segmented_hex_single_topic,hex_nibble,detector_pair__003d0aa984022f67a75f5b6e__ordinary_control,revision_v1_primary_v2_payload_fidelity_v2__411b8d7dfd9d0727b3b5,full_message,9d3e1a54f9c20cc4ad677b09cd7a77ae4d08acad86ac2f8095adf12f899110bd,locked-dedup-cluster-a9a56840e2c7d4a59a486e62,validation,entropy,entropy_gates,historical_deduplicated_fit,not_applicable_historical_fit,historical_mixed_q4,,
segmented_hex_single_topic,revision_v1_primary_v2_payload_fidelity_v2__cf77ba508956cf45d958,confirmatory_primary_v2_payload_fidelity_after_manifest_freeze,1,en,llama3_8b_instruct_q4_k_m,detector_pair__003d0aa984022f67a75f5b6e,nonce_96_bit_hex,revision_v1_nonce_96_bit_hex_025,2.0,recipe_procedure,procedure_simple_meal,segmented_hex_single_topic,hex_nibble,detector_pair__003d0aa984022f67a75f5b6e__rankcloak,revision_v1_primary_v2_payload_fidelity_v2__411b8d7dfd9d0727b3b5,full_message,9c8d42b14ab685856e0a49f31a0bd2d1ee7618808ab92d2542984dff292a5a12,locked-dedup-cluster-a9a56840e2c7d4a59a486e62,validation,entropy,entropy_gates,historical_deduplicated_fit,not_applicable_historical_fit,historical_mixed_q4,,
segmented_hex_single_topic,revision_v1_primary_v2_payload_fidelity_v2__3ecd08f17d5ce48cd0f1,confirmatory_primary_v2_payload_fidelity_after_manifest_freeze,0,en,mistral_7b_instruct_v0_3_q4_k_m,detector_pair__00436abf99461506842541b8,sha256_hex,revision_v1_sha256_hex_012,2.0,forum_question_answer,forum_purchase_advice,segmented_hex_single_topic,hex_nibble,detector_pair__00436abf99461506842541b8__ordinary_control,revision_v1_primary_v2_payload_fidelity_v2__a9471dde5568c90fdf97,full_message,ec8c4b4ee272854906ee86bb572661cdbca26de91ad3e5d5ad68278fabc2c043,locked-dedup-cluster-edb6b099f1dff5a3bddeca8c,validation,entropy,entropy_gates,historical_deduplicated_fit,not_applicable_historical_fit,historical_mixed_q4,,
segmented_hex_single_topic,revision_v1_primary_v2_payload_fidelity_v2__3ecd08f17d5ce48cd0f1,confirmatory_primary_v2_payload_fidelity_after_manifest_freeze,1,en,mistral_7b_instruct_v0_3_q4_k_m,detector_pair__00436abf99461506842541b8,sha256_hex,revision_v1_sha256_hex_012,2.0,forum_question_answer,forum_purchase_advice,segmented_hex_single_topic,hex_nibble,detector_pair__00436abf99461506842541b8__rankcloak,revision_v1_primary_v2_payload_fidelity_v2__a9471dde5568c90fdf97,full_message,afa7730ab871a8be131d6094cb8696a61c62999b5eb51bac41dcf54d01d4b939,locked-dedup-cluster-edb6b099f1dff5a3bddeca8c,validation,entropy,entropy_gates,historical_deduplicated_fit,not_applicable_historical_fit,historical_mixed_q4,,
nonseg_hex_nibble_b16,revision_v1_primary_v2_payload_fidelity_v2__6444680800a7f5aa7425,confirmatory_primary_v2_payload_fidelity_after_manifest_freeze,0,en,mistral_7b_instruct_v0_3_q4_k_m,detector_pair__004a10dcaaf0a4a161ff83c9,sha256_hex,revision_v1_sha256_hex_022,2.0,casual_conversation,casual_neighborhood_chat,nonseg_hex_nibble_b16,hex_nibble,detector_pair__004a10dcaaf0a4a161ff83c9__ordinary_control,revision_v1_primary_v2_payload_fidelity_v2__d9e2af27b1af35fd6884,full_message,fb469729878319e3e173af6206aa843793232776f122921ca31181af20a5d14b,locked-dedup-cluster-cdb9e70828491d0b5a051258,train,entropy,entropy_gates,historical_deduplicated_fit,not_applicable_historical_fit,historical_mixed_q4,,
nonseg_hex_nibble_b16,revision_v1_primary_v2_payload_fidelity_v2__6444680800a7f5aa7425,confirmatory_primary_v2_payload_fidelity_after_manifest_freeze,1,en,mistral_7b_instruct_v0_3_q4_k_m,detector_pair__004a10dcaaf0a4a161ff83c9,sha256_hex,revision_v1_sha256_hex_022,2.0,casual_conversation,casual_neighborhood_chat,nonseg_hex_nibble_b16,hex_nibble,detector_pair__004a10dcaaf0a4a161ff83c9__rankcloak,revision_v1_primary_v2_payload_fidelity_v2__d9e2af27b1af35fd6884,full_message,c00372057caac12485bf0e8657673e402c83559c32ec97274b05842cabdb0421,locked-dedup-cluster-cdb9e70828491d0b5a051258,train,entropy,entropy_gates,historical_deduplicated_fit,not_applicable_historical_fit,historical_mixed_q4,,
segmented_hex_single_topic,revision_v1_primary_v2_payload_fidelity_v2__139b7f4b6e34757ee8db,confirmatory_primary_v2_payload_fidelity_after_manifest_freeze,0,en,llama3_8b_instruct_q4_k_m,detector_pair__005aba6bf1c23bd504dd23af,sha256_hex,revision_v1_sha256_hex_012,2.0,casual_conversation,casual_neighborhood_chat,segmented_hex_single_topic,hex_nibble,detector_pair__005aba6bf1c23bd504dd23af__ordinary_control,revision_v1_primary_v2_payload_fidelity_v2__69dbb1256ade7ac86c37,forced_span,22be2ad73da522c3ad25ecc60757543c36f45b273d43beebb868dc672ef15bfe,locked-dedup-cluster-edb6b099f1dff5a3bddeca8c,validation,entropy,entropy_gates,historical_deduplicated_fit,not_applicable_historical_fit,historical_mixed_q4,,
segmented_hex_single_topic,revision_v1_primary_v2_payload_fidelity_v2__139b7f4b6e34757ee8db,confirmatory_primary_v2_payload_fidelity_after_manifest_freeze,1,en,llama3_8b_instruct_q4_k_m,detector_pair__005aba6bf1c23bd504dd23af,sha256_hex,revision_v1_sha256_hex_012,2.0,casual_conversation,casual_neighborhood_chat,segmented_hex_single_topic,hex_nibble,detector_pair__005aba6bf1c23bd504dd23af__rankcloak,revision_v1_primary_v2_payload_fidelity_v2__69dbb1256ade7ac86c37,forced_span,a902c350b5821159bf9f648e13986791a5f2251571a7eaf8b08d789afeeb6d53,locked-dedup-cluster-edb6b099f1dff5a3bddeca8c,validation,entropy,entropy_gates,historical_deduplicated_fit,not_applicable_historical_fit,historical_mixed_q4,,
nonseg_ascii_b16,revision_v1_primary_v2_payload_fidelity_v2__32146e40eb8b78f08015,confirmatory_primary_v2_payload_fidelity_after_manifest_freeze,0,en,llama3_8b_instruct_q4_k_m,detector_pair__005f4e81d20dd145a9d00814,sha256_hex,revision_v1_sha256_hex_011,2.0,factual_explanatory,explain_everyday_system,nonseg_ascii_b16,ascii_b16,detector_pair__005f4e81d20dd145a9d00814__ordinary_control,revision_v1_primary_v2_payload_fidelity_v2__a92711070f4a8248a887,full_message,d15488e5cd079f7422c9a14127eb8759b228925019acc23dd0bc51aaf8989722,locked-dedup-cluster-158163f6d98ce5c7077c5cb3,train,entropy,entropy_gates,historical_deduplicated_fit,not_applicable_historical_fit,historical_mixed_q4,,
nonseg_ascii_b16,revision_v1_primary_v2_payload_fidelity_v2__32146e40eb8b78f08015,confirmatory_primary_v2_payload_fidelity_after_manifest_freeze,1,en,llama3_8b_instruct_q4_k_m,detector_pair__005f4e81d20dd145a9d00814,sha256_hex,revision_v1_sha256_hex_011,2.0,factual_explanatory,explain_everyday_system,nonseg_ascii_b16,ascii_b16,detector_pair__005f4e81d20dd145a9d00814__rankcloak,revision_v1_primary_v2_payload_fidelity_v2__a92711070f4a8248a887,full_message,9d0fb6dc276976a49d12aaebdb78162d94e3174d22ac67e2df513737196cc851,locked-dedup-cluster-158163f6d98ce5c7077c5cb3,train,entropy,entropy_gates,historical_deduplicated_fit,not_applicable_historical_fit,historical_mixed_q4,,
nonseg_ascii_b8,revision_v1_primary_v2_payload_fidelity_v2__d8a6d265e10087bcef9b,confirmatory_primary_v2_payload_fidelity_after_manifest_freeze,0,en,qwen2_5_7b_instruct_q4_k_m,detector_pair__0062425a9666b562ddc1f250,sha256_hex,revision_v1_sha256_hex_043,2.0,forum_question_answer,forum_learning_answer,nonseg_ascii_b8,ascii_b8,detector_pair__0062425a9666b562ddc1f250__ordinary_control,revision_v1_primary_v2_payload_fidelity_v2__3ed318d2e66b2bf5a260,full_message,cf14b96f86c046b5fcb68c8ecd759f71e05e21319db0fe737abe53fda1d94017,locked-dedup-cluster-2cbabc692dc6ff8a977e3e4f,train,entropy,entropy_gates,historical_deduplicated_fit,not_applicable_historical_fit,historical_mixed_q4,,
nonseg_ascii_b8,revision_v1_primary_v2_payload_fidelity_v2__d8a6d265e10087bcef9b,confirmatory_primary_v2_payload_fidelity_after_manifest_freeze,1,en,qwen2_5_7b_instruct_q4_k_m,detector_pair__0062425a9666b562ddc1f250,sha256_hex,revision_v1_sha256_hex_043,2.0,forum_question_answer,forum_learning_answer,nonseg_ascii_b8,ascii_b8,detector_pair__0062425a9666b562ddc1f250__rankcloak,revision_v1_primary_v2_payload_fidelity_v2__3ed318d2e66b2bf5a260,full_message,100aaf01ea184cee740d0c56c2669a3cf83ced1f23ecdf4b9d593c61a8951c38,locked-dedup-cluster-2cbabc692dc6ff8a977e3e4f,train,entropy,entropy_gates,historical_deduplicated_fit,not_applicable_historical_fit,historical_mixed_q4,,
segmented_hex_multi_topic,revision_v1_primary_v2_payload_fidelity_v2__ff67a1b8bff683c28039,confirmatory_primary_v2_payload_fidelity_after_manifest_freeze,0,en,mistral_7b_instruct_v0_3_q4_k_m,detector_pair__006c6a5f3642d011da8aba89,nonce_96_bit_hex,revision_v1_nonce_96_bit_hex_024,2.0,personal_narrative_blog,narrative_learning_moment,segmented_hex_multi_topic,hex_nibble,detector_pair__006c6a5f3642d011da8aba89__ordinary_control,revision_v1_primary_v2_payload_fidelity_v2__e5d6512428b20c5c3676,forced_span,2140f9d81f2d20110819437cccc038d743548cfb804bb35f08a4578f69668db6,locked-dedup-cluster-af3176c481edd7b5c512f6eb,train,entropy,entropy_gates,historical_deduplicated_fit,not_applicable_historical_fit,historical_mixed_q4,,
segmented_hex_multi_topic,revision_v1_primary_v2_payload_fidelity_v2__ff67a1b8bff683c28039,confirmatory_primary_v2_payload_fidelity_after_manifest_freeze,1,en,mistral_7b_instruct_v0_3_q4_k_m,detector_pair__006c6a5f3642d011da8aba89,nonce_96_bit_hex,revision_v1_nonce_96_bit_hex_024,2.0,personal_narrative_blog,narrative_learning_moment,segmented_hex_multi_topic,hex_nibble,detector_pair__006c6a5f3642d011da8aba89__rankcloak,revision_v1_primary_v2_payload_fidelity_v2__e5d6512428b20c5c3676,forced_span,d27bec05d2c96ffa31c3d3469d8b5f8dc76fd7ecd73eff21d738fbfb31a4cf25,locked-dedup-cluster-af3176c481edd7b5c512f6eb,train,entropy,entropy_gates,historical_deduplicated_fit,not_applicable_historical_fit,historical_mixed_q4,,
segmented_hex_single_topic,revision_v1_primary_v2_payload_fidelity_v2__a7f82e42949d1e5b78e1,confirmatory_primary_v2_payload_fidelity_after_manifest_freeze,0,en,llama3_8b_instruct_q4_k_m,detector_pair__0072af54269651962be5fd0b,nonce_96_bit_hex,revision_v1_nonce_96_bit_hex_054,2.0,forum_question_answer,forum_learning_answer,segmented_hex_single_topic,hex_nibble,detector_pair__0072af54269651962be5fd0b__ordinary_control,revision_v1_primary_v2_payload_fidelity_v2__1715f07a4e4917590283,full_message,2743bfeb543a731a3361560190c1fe17929216908500fe54da3258929f23b0b5,locked-dedup-cluster-7c650d38321313478e14a048,train,entropy,entropy_gates,historical_deduplicated_fit,not_applicable_historical_fit,historical_mixed_q4,,
