codec_id,control_id,evidence_status,label,language,model_id,pair_id,payload_class,payload_group_id,preprocess_schema_version,prompt_category,prompt_template_id,protocol_variant,representation_name,row_id,source_trial_id,view,normalized_text_sha256,dedup_cluster_id,partition,generation_study,evaluation_id,study_source,gate_level,quantization,plan_id,experimental_cell_id,removal_reason
segmented_hex_single_topic,revision_v1_primary_v2_payload_fidelity_v2__6505ed22bfac8e5a55dd,confirmatory_primary_v2_payload_fidelity_after_manifest_freeze,0,en,llama3_8b_instruct_q4_k_m,detector_pair__0b3a87f4795073b672ac39f1,token_128_bit_hex,revision_v1_token_128_bit_hex_045,2.0,casual_conversation,casual_hobby_chat,segmented_hex_single_topic,hex_nibble,detector_pair__0b3a87f4795073b672ac39f1__ordinary_control,revision_v1_primary_v2_payload_fidelity_v2__91166ee71a3ff57e76ec,forced_span,5be57534c381c257f6c74f4eabb3b765b9e0c9d8888f4b7c1ff0f2f894dace63,dedup-cluster-1bddae7f3b8e5c7a818a92d2,train,entropy,entropy_gates,historical_deduplicated_fit,not_applicable_historical_fit,historical_mixed_q4,,,near_duplicate_cross_partition_complete_payload_group
segmented_hex_single_topic,revision_v1_primary_v2_payload_fidelity_v2__6505ed22bfac8e5a55dd,confirmatory_primary_v2_payload_fidelity_after_manifest_freeze,1,en,llama3_8b_instruct_q4_k_m,detector_pair__0b3a87f4795073b672ac39f1,token_128_bit_hex,revision_v1_token_128_bit_hex_045,2.0,casual_conversation,casual_hobby_chat,segmented_hex_single_topic,hex_nibble,detector_pair__0b3a87f4795073b672ac39f1__rankcloak,revision_v1_primary_v2_payload_fidelity_v2__91166ee71a3ff57e76ec,forced_span,0050ec4e0b1cfd9eb7595b62ba2d87ad8f17b2416979b3745b95bd96e4ec1a56,dedup-cluster-1bddae7f3b8e5c7a818a92d2,train,entropy,entropy_gates,historical_deduplicated_fit,not_applicable_historical_fit,historical_mixed_q4,,,near_duplicate_cross_partition_complete_payload_group
nonseg_ascii_b16,revision_v1_primary_v2_payload_fidelity_v2__995f11ed46227ccbdbb3,confirmatory_primary_v2_payload_fidelity_after_manifest_freeze,0,en,qwen2_5_7b_instruct_q4_k_m,detector_pair__0e708e2f148432ca502a7a5c,token_128_bit_hex,revision_v1_token_128_bit_hex_044,2.0,casual_conversation,casual_neighborhood_chat,nonseg_ascii_b16,ascii_b16,detector_pair__0e708e2f148432ca502a7a5c__ordinary_control,revision_v1_primary_v2_payload_fidelity_v2__5c54b51bdc952bd2756f,full_message,b6d8cae53c78addeb310d9d420d72f2b609165966945c91b41e0ef713931610a,dedup-cluster-1bddae7f3b8e5c7a818a92d2,train,entropy,entropy_gates,historical_deduplicated_fit,not_applicable_historical_fit,historical_mixed_q4,,,near_duplicate_cross_partition_complete_payload_group
nonseg_ascii_b16,revision_v1_primary_v2_payload_fidelity_v2__995f11ed46227ccbdbb3,confirmatory_primary_v2_payload_fidelity_after_manifest_freeze,1,en,qwen2_5_7b_instruct_q4_k_m,detector_pair__0e708e2f148432ca502a7a5c,token_128_bit_hex,revision_v1_token_128_bit_hex_044,2.0,casual_conversation,casual_neighborhood_chat,nonseg_ascii_b16,ascii_b16,detector_pair__0e708e2f148432ca502a7a5c__rankcloak,revision_v1_primary_v2_payload_fidelity_v2__5c54b51bdc952bd2756f,full_message,90fd695bce007524e271d09cc1749814998d53106707a2d87b5c97785e7f974f,dedup-cluster-1bddae7f3b8e5c7a818a92d2,train,entropy,entropy_gates,historical_deduplicated_fit,not_applicable_historical_fit,historical_mixed_q4,,,near_duplicate_cross_partition_complete_payload_group
segmented_hex_multi_topic,revision_v1_primary_v2_payload_fidelity_v2__7c38f429750a65ccacec,confirmatory_primary_v2_payload_fidelity_after_manifest_freeze,0,en,llama3_8b_instruct_q4_k_m,detector_pair__119da94538d5f068ede3ff48,token_128_bit_hex,revision_v1_token_128_bit_hex_058,2.0,professional_communication,professional_project_update,segmented_hex_multi_topic,hex_nibble,detector_pair__119da94538d5f068ede3ff48__ordinary_control,revision_v1_primary_v2_payload_fidelity_v2__bef603200500b6d8887d,forced_span,4a7ddc4c101a2dee4b219018ba5d578140a2bfb5e783ba32f8f864c807351d12,dedup-cluster-35b6105f6e012664ee7fb95a,train,entropy,entropy_gates,historical_deduplicated_fit,not_applicable_historical_fit,historical_mixed_q4,,,near_duplicate_cross_partition_complete_payload_group
segmented_hex_multi_topic,revision_v1_primary_v2_payload_fidelity_v2__7c38f429750a65ccacec,confirmatory_primary_v2_payload_fidelity_after_manifest_freeze,1,en,llama3_8b_instruct_q4_k_m,detector_pair__119da94538d5f068ede3ff48,token_128_bit_hex,revision_v1_token_128_bit_hex_058,2.0,professional_communication,professional_project_update,segmented_hex_multi_topic,hex_nibble,detector_pair__119da94538d5f068ede3ff48__rankcloak,revision_v1_primary_v2_payload_fidelity_v2__bef603200500b6d8887d,forced_span,f4ea4fbd5463ca022dbc1a58b45801a819389aea08a74760dca17533a732c61e,dedup-cluster-35b6105f6e012664ee7fb95a,train,entropy,entropy_gates,historical_deduplicated_fit,not_applicable_historical_fit,historical_mixed_q4,,,near_duplicate_cross_partition_complete_payload_group
segmented_hex_multi_topic,revision_v1_primary_v2_payload_fidelity_v2__6f46a44b8b6acc93447b,confirmatory_primary_v2_payload_fidelity_after_manifest_freeze,0,en,mistral_7b_instruct_v0_3_q4_k_m,detector_pair__11f49d523a1ac0d915c3aeac,token_128_bit_hex,revision_v1_token_128_bit_hex_058,2.0,recipe_procedure,procedure_garden_task,segmented_hex_multi_topic,hex_nibble,detector_pair__11f49d523a1ac0d915c3aeac__ordinary_control,revision_v1_primary_v2_payload_fidelity_v2__0a5603e59ef0eda24f99,forced_span,0215824764dbb489621d945bf419f3b3eb875712f1f2b7801025e03f07bcf6b7,dedup-cluster-35b6105f6e012664ee7fb95a,train,entropy,entropy_gates,historical_deduplicated_fit,not_applicable_historical_fit,historical_mixed_q4,,,near_duplicate_cross_partition_complete_payload_group
segmented_hex_multi_topic,revision_v1_primary_v2_payload_fidelity_v2__6f46a44b8b6acc93447b,confirmatory_primary_v2_payload_fidelity_after_manifest_freeze,1,en,mistral_7b_instruct_v0_3_q4_k_m,detector_pair__11f49d523a1ac0d915c3aeac,token_128_bit_hex,revision_v1_token_128_bit_hex_058,2.0,recipe_procedure,procedure_garden_task,segmented_hex_multi_topic,hex_nibble,detector_pair__11f49d523a1ac0d915c3aeac__rankcloak,revision_v1_primary_v2_payload_fidelity_v2__0a5603e59ef0eda24f99,forced_span,6c2baaec9e6693c295a2fa99adc388a7658b142c462b2821c44ebaf72b03b793,dedup-cluster-35b6105f6e012664ee7fb95a,train,entropy,entropy_gates,historical_deduplicated_fit,not_applicable_historical_fit,historical_mixed_q4,,,near_duplicate_cross_partition_complete_payload_group
segmented_hex_single_topic,revision_v1_primary_v2_payload_fidelity_v2__1aef89afe6439b75be11,confirmatory_primary_v2_payload_fidelity_after_manifest_freeze,0,en,mistral_7b_instruct_v0_3_q4_k_m,detector_pair__12dae6db2567164a14bdf9bb,nonce_96_bit_hex,revision_v1_nonce_96_bit_hex_057,2.0,professional_communication,professional_schedule_note,segmented_hex_single_topic,hex_nibble,detector_pair__12dae6db2567164a14bdf9bb__ordinary_control,revision_v1_primary_v2_payload_fidelity_v2__ceddeb277cd1d50fba99,full_message,c11df908d17a0d2551d571ae8b7023bc81c3c44db2996381ef944ad42b5b0208,dedup-cluster-1bddae7f3b8e5c7a818a92d2,train,entropy,entropy_gates,historical_deduplicated_fit,not_applicable_historical_fit,historical_mixed_q4,,,near_duplicate_cross_partition_complete_payload_group
segmented_hex_single_topic,revision_v1_primary_v2_payload_fidelity_v2__1aef89afe6439b75be11,confirmatory_primary_v2_payload_fidelity_after_manifest_freeze,1,en,mistral_7b_instruct_v0_3_q4_k_m,detector_pair__12dae6db2567164a14bdf9bb,nonce_96_bit_hex,revision_v1_nonce_96_bit_hex_057,2.0,professional_communication,professional_schedule_note,segmented_hex_single_topic,hex_nibble,detector_pair__12dae6db2567164a14bdf9bb__rankcloak,revision_v1_primary_v2_payload_fidelity_v2__ceddeb277cd1d50fba99,full_message,7de4d15fc53cf589a7bac7dce2fe970202b773d2285c7f28ff501175979a4e32,dedup-cluster-1bddae7f3b8e5c7a818a92d2,train,entropy,entropy_gates,historical_deduplicated_fit,not_applicable_historical_fit,historical_mixed_q4,,,near_duplicate_cross_partition_complete_payload_group
nonseg_ascii_b16,revision_v1_primary_v2_payload_fidelity_v2__785cadca4ec1ab7d8886,confirmatory_primary_v2_payload_fidelity_after_manifest_freeze,0,en,qwen2_5_7b_instruct_q4_k_m,detector_pair__13a1755ed5be46e9144b84e8,token_128_bit_hex,revision_v1_token_128_bit_hex_033,2.0,professional_communication,professional_project_update,nonseg_ascii_b16,ascii_b16,detector_pair__13a1755ed5be46e9144b84e8__ordinary_control,revision_v1_primary_v2_payload_fidelity_v2__b74ca99e088ebc3f239c,full_message,88eb9d00628080f2fc7b11bfdec02c541dd50205feed229951b8b674591ea3f8,dedup-cluster-1bddae7f3b8e5c7a818a92d2,train,entropy,entropy_gates,historical_deduplicated_fit,not_applicable_historical_fit,historical_mixed_q4,,,near_duplicate_cross_partition_complete_payload_group
nonseg_ascii_b16,revision_v1_primary_v2_payload_fidelity_v2__785cadca4ec1ab7d8886,confirmatory_primary_v2_payload_fidelity_after_manifest_freeze,1,en,qwen2_5_7b_instruct_q4_k_m,detector_pair__13a1755ed5be46e9144b84e8,token_128_bit_hex,revision_v1_token_128_bit_hex_033,2.0,professional_communication,professional_project_update,nonseg_ascii_b16,ascii_b16,detector_pair__13a1755ed5be46e9144b84e8__rankcloak,revision_v1_primary_v2_payload_fidelity_v2__b74ca99e088ebc3f239c,full_message,bcc7383b63fd9708978d4833aaa8e426f2b8757a39b3177b550d6a1ed00c0469,dedup-cluster-1bddae7f3b8e5c7a818a92d2,train,entropy,entropy_gates,historical_deduplicated_fit,not_applicable_historical_fit,historical_mixed_q4,,,near_duplicate_cross_partition_complete_payload_group
nonseg_ascii_b8,revision_v1_primary_v2_payload_fidelity_v2__4d2bdfff975767e60a1d,confirmatory_primary_v2_payload_fidelity_after_manifest_freeze,0,en,llama3_8b_instruct_q4_k_m,detector_pair__140faf5d3c01236fcd884d0d,token_128_bit_hex,revision_v1_token_128_bit_hex_058,2.0,professional_communication,professional_project_update,nonseg_ascii_b8,ascii_b8,detector_pair__140faf5d3c01236fcd884d0d__ordinary_control,revision_v1_primary_v2_payload_fidelity_v2__1dde8800876ca0caef69,full_message,8f8a21f89fb64cadc9504bae7ea5313e3c57c56aac62682421cceb169fe18d44,dedup-cluster-35b6105f6e012664ee7fb95a,train,entropy,entropy_gates,historical_deduplicated_fit,not_applicable_historical_fit,historical_mixed_q4,,,near_duplicate_cross_partition_complete_payload_group
nonseg_ascii_b8,revision_v1_primary_v2_payload_fidelity_v2__4d2bdfff975767e60a1d,confirmatory_primary_v2_payload_fidelity_after_manifest_freeze,1,en,llama3_8b_instruct_q4_k_m,detector_pair__140faf5d3c01236fcd884d0d,token_128_bit_hex,revision_v1_token_128_bit_hex_058,2.0,professional_communication,professional_project_update,nonseg_ascii_b8,ascii_b8,detector_pair__140faf5d3c01236fcd884d0d__rankcloak,revision_v1_primary_v2_payload_fidelity_v2__1dde8800876ca0caef69,full_message,a2e65d976ecf1213427bc8b9e22ee94df374c6f095a905149cfbdcab5d7f522a,dedup-cluster-35b6105f6e012664ee7fb95a,train,entropy,entropy_gates,historical_deduplicated_fit,not_applicable_historical_fit,historical_mixed_q4,,,near_duplicate_cross_partition_complete_payload_group
nonseg_ascii_b8,revision_v1_primary_v2_payload_fidelity_v2__a163a8c6181855383b0c,confirmatory_primary_v2_payload_fidelity_after_manifest_freeze,0,en,qwen2_5_7b_instruct_q4_k_m,detector_pair__15c952ca2d47ca8b0b6c9b07,token_128_bit_hex,revision_v1_token_128_bit_hex_045,2.0,professional_communication,professional_process_email,nonseg_ascii_b8,ascii_b8,detector_pair__15c952ca2d47ca8b0b6c9b07__ordinary_control,revision_v1_primary_v2_payload_fidelity_v2__45b61a5f8a7844ebf395,full_message,114fe5074bb4c4330a8b7df066e8ff9e68544966d0bc1812e56dfc08310afdad,dedup-cluster-1bddae7f3b8e5c7a818a92d2,train,entropy,entropy_gates,historical_deduplicated_fit,not_applicable_historical_fit,historical_mixed_q4,,,near_duplicate_cross_partition_complete_payload_group
nonseg_ascii_b8,revision_v1_primary_v2_payload_fidelity_v2__a163a8c6181855383b0c,confirmatory_primary_v2_payload_fidelity_after_manifest_freeze,1,en,qwen2_5_7b_instruct_q4_k_m,detector_pair__15c952ca2d47ca8b0b6c9b07,token_128_bit_hex,revision_v1_token_128_bit_hex_045,2.0,professional_communication,professional_process_email,nonseg_ascii_b8,ascii_b8,detector_pair__15c952ca2d47ca8b0b6c9b07__rankcloak,revision_v1_primary_v2_payload_fidelity_v2__45b61a5f8a7844ebf395,full_message,650ab0845e70b45342e6d676745e2a1dedf3044814b693e244651cb0e3bac541,dedup-cluster-1bddae7f3b8e5c7a818a92d2,train,entropy,entropy_gates,historical_deduplicated_fit,not_applicable_historical_fit,historical_mixed_q4,,,near_duplicate_cross_partition_complete_payload_group
segmented_hex_single_topic,revision_v1_primary_v2_payload_fidelity_v2__55af276e2827c6c5dc00,confirmatory_primary_v2_payload_fidelity_after_manifest_freeze,0,en,mistral_7b_instruct_v0_3_q4_k_m,detector_pair__1917745856121c146d325034,token_128_bit_hex,revision_v1_token_128_bit_hex_002,2.0,professional_communication,professional_process_email,segmented_hex_single_topic,hex_nibble,detector_pair__1917745856121c146d325034__ordinary_control,revision_v1_primary_v2_payload_fidelity_v2__aff98773e3c392fef5ad,full_message,7879af195256eaae07edfd2099d99a65da8359795a461eb166607ec6418e0db4,dedup-cluster-35b6105f6e012664ee7fb95a,train,entropy,entropy_gates,historical_deduplicated_fit,not_applicable_historical_fit,historical_mixed_q4,,,near_duplicate_cross_partition_complete_payload_group
segmented_hex_single_topic,revision_v1_primary_v2_payload_fidelity_v2__55af276e2827c6c5dc00,confirmatory_primary_v2_payload_fidelity_after_manifest_freeze,1,en,mistral_7b_instruct_v0_3_q4_k_m,detector_pair__1917745856121c146d325034,token_128_bit_hex,revision_v1_token_128_bit_hex_002,2.0,professional_communication,professional_process_email,segmented_hex_single_topic,hex_nibble,detector_pair__1917745856121c146d325034__rankcloak,revision_v1_primary_v2_payload_fidelity_v2__aff98773e3c392fef5ad,full_message,210790c04cf42bbf5bc2f398a0ab1007dba83afe62b157f41552878e52dce849,dedup-cluster-35b6105f6e012664ee7fb95a,train,entropy,entropy_gates,historical_deduplicated_fit,not_applicable_historical_fit,historical_mixed_q4,,,near_duplicate_cross_partition_complete_payload_group
nonseg_hex_nibble_b16,revision_v1_primary_v2_payload_fidelity_v2__e226098a1a14e07720df,confirmatory_primary_v2_payload_fidelity_after_manifest_freeze,0,en,qwen2_5_7b_instruct_q4_k_m,detector_pair__1c660b5fb13733451115d56f,token_128_bit_hex,revision_v1_token_128_bit_hex_044,2.0,casual_conversation,casual_neighborhood_chat,nonseg_hex_nibble_b16,hex_nibble,detector_pair__1c660b5fb13733451115d56f__ordinary_control,revision_v1_primary_v2_payload_fidelity_v2__19358016c4f7e9c0c14a,full_message,d4c366289772923ed2999781e1d36f38f3eb9e2a45648866737407ef3a1448e5,dedup-cluster-1bddae7f3b8e5c7a818a92d2,train,entropy,entropy_gates,historical_deduplicated_fit,not_applicable_historical_fit,historical_mixed_q4,,,near_duplicate_cross_partition_complete_payload_group
nonseg_hex_nibble_b16,revision_v1_primary_v2_payload_fidelity_v2__e226098a1a14e07720df,confirmatory_primary_v2_payload_fidelity_after_manifest_freeze,1,en,qwen2_5_7b_instruct_q4_k_m,detector_pair__1c660b5fb13733451115d56f,token_128_bit_hex,revision_v1_token_128_bit_hex_044,2.0,casual_conversation,casual_neighborhood_chat,nonseg_hex_nibble_b16,hex_nibble,detector_pair__1c660b5fb13733451115d56f__rankcloak,revision_v1_primary_v2_payload_fidelity_v2__19358016c4f7e9c0c14a,full_message,297ea30ac05d6ee925e2e740542e96081d582b20484fb33d58e90572bd6a3dc7,dedup-cluster-1bddae7f3b8e5c7a818a92d2,train,entropy,entropy_gates,historical_deduplicated_fit,not_applicable_historical_fit,historical_mixed_q4,,,near_duplicate_cross_partition_complete_payload_group
direct_subword_calgacus,revision_v1_primary_v2_payload_fidelity_v2__5e3c6307788cf82641bf,confirmatory_primary_v2_payload_fidelity_after_manifest_freeze,0,en,mistral_7b_instruct_v0_3_q4_k_m,detector_pair__1cd16a44f765329d19c02ab2,ed25519_signature_base64,revision_v1_ed25519_signature_base64_028,2.0,professional_communication,professional_schedule_note,direct_subword_calgacus,direct_subword,detector_pair__1cd16a44f765329d19c02ab2__ordinary_control,revision_v1_primary_v2_payload_fidelity_v2__7006b6d30917eb41d810,full_message,6a4af2aef4a88bcf53872c46ff974f6514b5a00a79dbcf0012d3c5028854648a,dedup-cluster-1bddae7f3b8e5c7a818a92d2,train,entropy,entropy_gates,historical_deduplicated_fit,not_applicable_historical_fit,historical_mixed_q4,,,near_duplicate_cross_partition_complete_payload_group
direct_subword_calgacus,revision_v1_primary_v2_payload_fidelity_v2__5e3c6307788cf82641bf,confirmatory_primary_v2_payload_fidelity_after_manifest_freeze,1,en,mistral_7b_instruct_v0_3_q4_k_m,detector_pair__1cd16a44f765329d19c02ab2,ed25519_signature_base64,revision_v1_ed25519_signature_base64_028,2.0,professional_communication,professional_schedule_note,direct_subword_calgacus,direct_subword,detector_pair__1cd16a44f765329d19c02ab2__rankcloak,revision_v1_primary_v2_payload_fidelity_v2__7006b6d30917eb41d810,full_message,2af4dc9fd44e5f9ebb0039d919af4c0d0953f05b2f49bd2194fcd7f52fe1d0de,dedup-cluster-1bddae7f3b8e5c7a818a92d2,train,entropy,entropy_gates,historical_deduplicated_fit,not_applicable_historical_fit,historical_mixed_q4,,,near_duplicate_cross_partition_complete_payload_group
segmented_hex_multi_topic,revision_v1_primary_v2_payload_fidelity_v2__033abda3c194ccce95e0,confirmatory_primary_v2_payload_fidelity_after_manifest_freeze,0,en,llama3_8b_instruct_q4_k_m,detector_pair__1d2ee669273c35846e584d85,token_128_bit_hex,revision_v1_token_128_bit_hex_033,2.0,casual_conversation,casual_neighborhood_chat,segmented_hex_multi_topic,hex_nibble,detector_pair__1d2ee669273c35846e584d85__ordinary_control,revision_v1_primary_v2_payload_fidelity_v2__b0d52804b8f9a0e84492,forced_span,20d69426aa9669f8283dbeeaa7184c61c01007dff72e13b62e027f52ccd94372,dedup-cluster-1bddae7f3b8e5c7a818a92d2,train,entropy,entropy_gates,historical_deduplicated_fit,not_applicable_historical_fit,historical_mixed_q4,,,near_duplicate_cross_partition_complete_payload_group
