boundary_id,trial_id,payload_name,payload_class,model_id,protocol_variant,segment_index,context_sha256,prompt_template_id,forced_token_count,tail_token_count,full_token_count,source_path,source_record_sha256,eligible_ordinary_prefixes,structurally_eligible
revision_v1_primary_v2_payload_fidelity_v2__06cc014075a8ff6c0aaf__segment_3,revision_v1_primary_v2_payload_fidelity_v2__06cc014075a8ff6c0aaf,revision_v1_sha256_hex_001,sha256_hex,llama3_8b_instruct_q4_k_m,segmented_hex_single_topic,3,fc9efd9807617bdba2b4324d8bae693a652717cd88eff3033a22ef03cfdea357,professional_project_update,8,13,21,results/revision_v1/primary_v2/llama3_8b_instruct_q4_k_m/records.jsonl,5e438e12cea37911a026d48760a84d2eb3c1b06358fdfc519ebd820896c6b8a9,117,True
revision_v1_primary_v2_payload_fidelity_v2__06cc014075a8ff6c0aaf__segment_4,revision_v1_primary_v2_payload_fidelity_v2__06cc014075a8ff6c0aaf,revision_v1_sha256_hex_001,sha256_hex,llama3_8b_instruct_q4_k_m,segmented_hex_single_topic,4,fc9efd9807617bdba2b4324d8bae693a652717cd88eff3033a22ef03cfdea357,professional_project_update,8,16,24,results/revision_v1/primary_v2/llama3_8b_instruct_q4_k_m/records.jsonl,5e438e12cea37911a026d48760a84d2eb3c1b06358fdfc519ebd820896c6b8a9,114,True
revision_v1_primary_v2_payload_fidelity_v2__06cc014075a8ff6c0aaf__segment_5,revision_v1_primary_v2_payload_fidelity_v2__06cc014075a8ff6c0aaf,revision_v1_sha256_hex_001,sha256_hex,llama3_8b_instruct_q4_k_m,segmented_hex_single_topic,5,fc9efd9807617bdba2b4324d8bae693a652717cd88eff3033a22ef03cfdea357,professional_project_update,8,8,16,results/revision_v1/primary_v2/llama3_8b_instruct_q4_k_m/records.jsonl,5e438e12cea37911a026d48760a84d2eb3c1b06358fdfc519ebd820896c6b8a9,120,True
revision_v1_primary_v2_payload_fidelity_v2__06cc014075a8ff6c0aaf__segment_6,revision_v1_primary_v2_payload_fidelity_v2__06cc014075a8ff6c0aaf,revision_v1_sha256_hex_001,sha256_hex,llama3_8b_instruct_q4_k_m,segmented_hex_single_topic,6,fc9efd9807617bdba2b4324d8bae693a652717cd88eff3033a22ef03cfdea357,professional_project_update,8,26,34,results/revision_v1/primary_v2/llama3_8b_instruct_q4_k_m/records.jsonl,5e438e12cea37911a026d48760a84d2eb3c1b06358fdfc519ebd820896c6b8a9,104,True
revision_v1_primary_v2_payload_fidelity_v2__06cc014075a8ff6c0aaf__segment_7,revision_v1_primary_v2_payload_fidelity_v2__06cc014075a8ff6c0aaf,revision_v1_sha256_hex_001,sha256_hex,llama3_8b_instruct_q4_k_m,segmented_hex_single_topic,7,fc9efd9807617bdba2b4324d8bae693a652717cd88eff3033a22ef03cfdea357,professional_project_update,8,17,25,results/revision_v1/primary_v2/llama3_8b_instruct_q4_k_m/records.jsonl,5e438e12cea37911a026d48760a84d2eb3c1b06358fdfc519ebd820896c6b8a9,110,True
revision_v1_primary_v2_payload_fidelity_v2__877c651439472cad6a87__segment_0,revision_v1_primary_v2_payload_fidelity_v2__877c651439472cad6a87,revision_v1_sha256_hex_001,sha256_hex,llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic,0,fc9efd9807617bdba2b4324d8bae693a652717cd88eff3033a22ef03cfdea357,professional_project_update,8,31,39,results/revision_v1/primary_v2/llama3_8b_instruct_q4_k_m/records.jsonl,205f3099b069371e94542fb2061a2e9c87ce9c9f825a1d8c2f4d490aec514097,101,True
revision_v1_primary_v2_payload_fidelity_v2__877c651439472cad6a87__segment_1,revision_v1_primary_v2_payload_fidelity_v2__877c651439472cad6a87,revision_v1_sha256_hex_001,sha256_hex,llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic,1,28a4c6a915ab0a8e9626bb7b7eadd481a8eebb5572e858be3e5e8c946d9a9cd3,forum_practical_answer,8,10,18,results/revision_v1/primary_v2/llama3_8b_instruct_q4_k_m/records.jsonl,205f3099b069371e94542fb2061a2e9c87ce9c9f825a1d8c2f4d490aec514097,120,True
revision_v1_primary_v2_payload_fidelity_v2__877c651439472cad6a87__segment_2,revision_v1_primary_v2_payload_fidelity_v2__877c651439472cad6a87,revision_v1_sha256_hex_001,sha256_hex,llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic,2,070a81c1c2c363b4e625bcdc06bcf5f4ed2ddb1bc31896be799416ca97470c04,procedure_simple_meal,8,256,264,results/revision_v1/primary_v2/llama3_8b_instruct_q4_k_m/records.jsonl,205f3099b069371e94542fb2061a2e9c87ce9c9f825a1d8c2f4d490aec514097,101,True
revision_v1_primary_v2_payload_fidelity_v2__877c651439472cad6a87__segment_3,revision_v1_primary_v2_payload_fidelity_v2__877c651439472cad6a87,revision_v1_sha256_hex_001,sha256_hex,llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic,3,fd9fd860a1176177d99f43c848c28112f7d49c410f3768fd8d2f603cdd6c9ae5,narrative_small_discovery,8,25,33,results/revision_v1/primary_v2/llama3_8b_instruct_q4_k_m/records.jsonl,205f3099b069371e94542fb2061a2e9c87ce9c9f825a1d8c2f4d490aec514097,106,True
revision_v1_primary_v2_payload_fidelity_v2__877c651439472cad6a87__segment_4,revision_v1_primary_v2_payload_fidelity_v2__877c651439472cad6a87,revision_v1_sha256_hex_001,sha256_hex,llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic,4,1c6eacf30c081f862e472155f17a3cb5c87d9f1bff6a59f043ebd9bd645bc049,explain_weather_pattern,8,14,22,results/revision_v1/primary_v2/llama3_8b_instruct_q4_k_m/records.jsonl,205f3099b069371e94542fb2061a2e9c87ce9c9f825a1d8c2f4d490aec514097,115,True
revision_v1_primary_v2_payload_fidelity_v2__877c651439472cad6a87__segment_5,revision_v1_primary_v2_payload_fidelity_v2__877c651439472cad6a87,revision_v1_sha256_hex_001,sha256_hex,llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic,5,42048cc2c1346e047690ef46436371e8a737946098cb0550b8dfbdc43ad4da8e,casual_weekend_chat,8,20,28,results/revision_v1/primary_v2/llama3_8b_instruct_q4_k_m/records.jsonl,205f3099b069371e94542fb2061a2e9c87ce9c9f825a1d8c2f4d490aec514097,110,True
revision_v1_primary_v2_payload_fidelity_v2__877c651439472cad6a87__segment_6,revision_v1_primary_v2_payload_fidelity_v2__877c651439472cad6a87,revision_v1_sha256_hex_001,sha256_hex,llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic,6,fc9efd9807617bdba2b4324d8bae693a652717cd88eff3033a22ef03cfdea357,professional_project_update,8,26,34,results/revision_v1/primary_v2/llama3_8b_instruct_q4_k_m/records.jsonl,205f3099b069371e94542fb2061a2e9c87ce9c9f825a1d8c2f4d490aec514097,104,True
revision_v1_primary_v2_payload_fidelity_v2__877c651439472cad6a87__segment_7,revision_v1_primary_v2_payload_fidelity_v2__877c651439472cad6a87,revision_v1_sha256_hex_001,sha256_hex,llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic,7,28a4c6a915ab0a8e9626bb7b7eadd481a8eebb5572e858be3e5e8c946d9a9cd3,forum_practical_answer,8,10,18,results/revision_v1/primary_v2/llama3_8b_instruct_q4_k_m/records.jsonl,205f3099b069371e94542fb2061a2e9c87ce9c9f825a1d8c2f4d490aec514097,120,True
revision_v1_primary_v2_payload_fidelity_v2__7d79ac4d3abd2d1a1323__segment_0,revision_v1_primary_v2_payload_fidelity_v2__7d79ac4d3abd2d1a1323,revision_v1_sha256_hex_002,sha256_hex,llama3_8b_instruct_q4_k_m,segmented_hex_single_topic,0,28a4c6a915ab0a8e9626bb7b7eadd481a8eebb5572e858be3e5e8c946d9a9cd3,forum_practical_answer,8,256,264,results/revision_v1/primary_v2/llama3_8b_instruct_q4_k_m/records.jsonl,80e77fc207e2d8c345058fd83ea3a527918248cb2eb2ea836efbaa435252852a,100,True
revision_v1_primary_v2_payload_fidelity_v2__7d79ac4d3abd2d1a1323__segment_1,revision_v1_primary_v2_payload_fidelity_v2__7d79ac4d3abd2d1a1323,revision_v1_sha256_hex_002,sha256_hex,llama3_8b_instruct_q4_k_m,segmented_hex_single_topic,1,28a4c6a915ab0a8e9626bb7b7eadd481a8eebb5572e858be3e5e8c946d9a9cd3,forum_practical_answer,8,256,264,results/revision_v1/primary_v2/llama3_8b_instruct_q4_k_m/records.jsonl,80e77fc207e2d8c345058fd83ea3a527918248cb2eb2ea836efbaa435252852a,100,True
revision_v1_primary_v2_payload_fidelity_v2__7d79ac4d3abd2d1a1323__segment_2,revision_v1_primary_v2_payload_fidelity_v2__7d79ac4d3abd2d1a1323,revision_v1_sha256_hex_002,sha256_hex,llama3_8b_instruct_q4_k_m,segmented_hex_single_topic,2,28a4c6a915ab0a8e9626bb7b7eadd481a8eebb5572e858be3e5e8c946d9a9cd3,forum_practical_answer,8,19,27,results/revision_v1/primary_v2/llama3_8b_instruct_q4_k_m/records.jsonl,80e77fc207e2d8c345058fd83ea3a527918248cb2eb2ea836efbaa435252852a,110,True
revision_v1_primary_v2_payload_fidelity_v2__7d79ac4d3abd2d1a1323__segment_3,revision_v1_primary_v2_payload_fidelity_v2__7d79ac4d3abd2d1a1323,revision_v1_sha256_hex_002,sha256_hex,llama3_8b_instruct_q4_k_m,segmented_hex_single_topic,3,28a4c6a915ab0a8e9626bb7b7eadd481a8eebb5572e858be3e5e8c946d9a9cd3,forum_practical_answer,8,256,264,results/revision_v1/primary_v2/llama3_8b_instruct_q4_k_m/records.jsonl,80e77fc207e2d8c345058fd83ea3a527918248cb2eb2ea836efbaa435252852a,100,True
revision_v1_primary_v2_payload_fidelity_v2__7d79ac4d3abd2d1a1323__segment_4,revision_v1_primary_v2_payload_fidelity_v2__7d79ac4d3abd2d1a1323,revision_v1_sha256_hex_002,sha256_hex,llama3_8b_instruct_q4_k_m,segmented_hex_single_topic,4,28a4c6a915ab0a8e9626bb7b7eadd481a8eebb5572e858be3e5e8c946d9a9cd3,forum_practical_answer,8,8,16,results/revision_v1/primary_v2/llama3_8b_instruct_q4_k_m/records.jsonl,80e77fc207e2d8c345058fd83ea3a527918248cb2eb2ea836efbaa435252852a,121,True
revision_v1_primary_v2_payload_fidelity_v2__7d79ac4d3abd2d1a1323__segment_5,revision_v1_primary_v2_payload_fidelity_v2__7d79ac4d3abd2d1a1323,revision_v1_sha256_hex_002,sha256_hex,llama3_8b_instruct_q4_k_m,segmented_hex_single_topic,5,28a4c6a915ab0a8e9626bb7b7eadd481a8eebb5572e858be3e5e8c946d9a9cd3,forum_practical_answer,8,15,23,results/revision_v1/primary_v2/llama3_8b_instruct_q4_k_m/records.jsonl,80e77fc207e2d8c345058fd83ea3a527918248cb2eb2ea836efbaa435252852a,116,True
revision_v1_primary_v2_payload_fidelity_v2__7d79ac4d3abd2d1a1323__segment_6,revision_v1_primary_v2_payload_fidelity_v2__7d79ac4d3abd2d1a1323,revision_v1_sha256_hex_002,sha256_hex,llama3_8b_instruct_q4_k_m,segmented_hex_single_topic,6,28a4c6a915ab0a8e9626bb7b7eadd481a8eebb5572e858be3e5e8c946d9a9cd3,forum_practical_answer,8,19,27,results/revision_v1/primary_v2/llama3_8b_instruct_q4_k_m/records.jsonl,80e77fc207e2d8c345058fd83ea3a527918248cb2eb2ea836efbaa435252852a,110,True
revision_v1_primary_v2_payload_fidelity_v2__7d79ac4d3abd2d1a1323__segment_7,revision_v1_primary_v2_payload_fidelity_v2__7d79ac4d3abd2d1a1323,revision_v1_sha256_hex_002,sha256_hex,llama3_8b_instruct_q4_k_m,segmented_hex_single_topic,7,28a4c6a915ab0a8e9626bb7b7eadd481a8eebb5572e858be3e5e8c946d9a9cd3,forum_practical_answer,8,18,26,results/revision_v1/primary_v2/llama3_8b_instruct_q4_k_m/records.jsonl,80e77fc207e2d8c345058fd83ea3a527918248cb2eb2ea836efbaa435252852a,110,True
revision_v1_primary_v2_payload_fidelity_v2__bbcfb4a8110ef560a3cd__segment_0,revision_v1_primary_v2_payload_fidelity_v2__bbcfb4a8110ef560a3cd,revision_v1_sha256_hex_002,sha256_hex,llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic,0,28a4c6a915ab0a8e9626bb7b7eadd481a8eebb5572e858be3e5e8c946d9a9cd3,forum_practical_answer,8,256,264,results/revision_v1/primary_v2/llama3_8b_instruct_q4_k_m/records.jsonl,acc50321221b982147c152193f68246655c002f666bdbb9d5039739087a96090,100,True
revision_v1_primary_v2_payload_fidelity_v2__bbcfb4a8110ef560a3cd__segment_1,revision_v1_primary_v2_payload_fidelity_v2__bbcfb4a8110ef560a3cd,revision_v1_sha256_hex_002,sha256_hex,llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic,1,070a81c1c2c363b4e625bcdc06bcf5f4ed2ddb1bc31896be799416ca97470c04,procedure_simple_meal,8,23,31,results/revision_v1/primary_v2/llama3_8b_instruct_q4_k_m/records.jsonl,acc50321221b982147c152193f68246655c002f666bdbb9d5039739087a96090,110,True
revision_v1_primary_v2_payload_fidelity_v2__bbcfb4a8110ef560a3cd__segment_2,revision_v1_primary_v2_payload_fidelity_v2__bbcfb4a8110ef560a3cd,revision_v1_sha256_hex_002,sha256_hex,llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic,2,fd9fd860a1176177d99f43c848c28112f7d49c410f3768fd8d2f603cdd6c9ae5,narrative_small_discovery,8,11,19,results/revision_v1/primary_v2/llama3_8b_instruct_q4_k_m/records.jsonl,acc50321221b982147c152193f68246655c002f666bdbb9d5039739087a96090,117,True
revision_v1_primary_v2_payload_fidelity_v2__bbcfb4a8110ef560a3cd__segment_3,revision_v1_primary_v2_payload_fidelity_v2__bbcfb4a8110ef560a3cd,revision_v1_sha256_hex_002,sha256_hex,llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic,3,1c6eacf30c081f862e472155f17a3cb5c87d9f1bff6a59f043ebd9bd645bc049,explain_weather_pattern,8,39,47,results/revision_v1/primary_v2/llama3_8b_instruct_q4_k_m/records.jsonl,acc50321221b982147c152193f68246655c002f666bdbb9d5039739087a96090,100,True
revision_v1_primary_v2_payload_fidelity_v2__bbcfb4a8110ef560a3cd__segment_4,revision_v1_primary_v2_payload_fidelity_v2__bbcfb4a8110ef560a3cd,revision_v1_sha256_hex_002,sha256_hex,llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic,4,42048cc2c1346e047690ef46436371e8a737946098cb0550b8dfbdc43ad4da8e,casual_weekend_chat,8,9,17,results/revision_v1/primary_v2/llama3_8b_instruct_q4_k_m/records.jsonl,acc50321221b982147c152193f68246655c002f666bdbb9d5039739087a96090,120,True
revision_v1_primary_v2_payload_fidelity_v2__bbcfb4a8110ef560a3cd__segment_5,revision_v1_primary_v2_payload_fidelity_v2__bbcfb4a8110ef560a3cd,revision_v1_sha256_hex_002,sha256_hex,llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic,5,fc9efd9807617bdba2b4324d8bae693a652717cd88eff3033a22ef03cfdea357,professional_project_update,8,30,38,results/revision_v1/primary_v2/llama3_8b_instruct_q4_k_m/records.jsonl,acc50321221b982147c152193f68246655c002f666bdbb9d5039739087a96090,102,True
revision_v1_primary_v2_payload_fidelity_v2__bbcfb4a8110ef560a3cd__segment_6,revision_v1_primary_v2_payload_fidelity_v2__bbcfb4a8110ef560a3cd,revision_v1_sha256_hex_002,sha256_hex,llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic,6,28a4c6a915ab0a8e9626bb7b7eadd481a8eebb5572e858be3e5e8c946d9a9cd3,forum_practical_answer,8,19,27,results/revision_v1/primary_v2/llama3_8b_instruct_q4_k_m/records.jsonl,acc50321221b982147c152193f68246655c002f666bdbb9d5039739087a96090,110,True
revision_v1_primary_v2_payload_fidelity_v2__bbcfb4a8110ef560a3cd__segment_7,revision_v1_primary_v2_payload_fidelity_v2__bbcfb4a8110ef560a3cd,revision_v1_sha256_hex_002,sha256_hex,llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic,7,070a81c1c2c363b4e625bcdc06bcf5f4ed2ddb1bc31896be799416ca97470c04,procedure_simple_meal,8,10,18,results/revision_v1/primary_v2/llama3_8b_instruct_q4_k_m/records.jsonl,acc50321221b982147c152193f68246655c002f666bdbb9d5039739087a96090,118,True
revision_v1_primary_v2_payload_fidelity_v2__1de2cc5cb285cca44832__segment_0,revision_v1_primary_v2_payload_fidelity_v2__1de2cc5cb285cca44832,revision_v1_sha256_hex_003,sha256_hex,llama3_8b_instruct_q4_k_m,segmented_hex_single_topic,0,070a81c1c2c363b4e625bcdc06bcf5f4ed2ddb1bc31896be799416ca97470c04,procedure_simple_meal,8,256,264,results/revision_v1/primary_v2/llama3_8b_instruct_q4_k_m/records.jsonl,710085e6f91cec542c5e647bfc99866bd989099cab7de390fbd433ca53b6009d,101,True
