plan_id,position,token_id,entropy_bits,threshold_bits,entropy_margin_bits,eligible,token_role,consumed_before,consumed_after,remaining_after,payload_rank,observed_rank,surprisal_nats,rank_pressure_nats,rolling_start,rolling_position_count,rolling_ranks_consumed,rolling_eligible_fraction,rolling_window_full,byte_start,byte_stop
entropy_trial__1019b5cade7e5b86277d14f8,78,42754,4.618700474015968,1.3619193336989834,3.256781140316985,True,payload,38,39,89,7,7,3.1929647009126434,1.4308929443359375,47,32,18,0.5625,True,416,424
entropy_trial__1019b5cade7e5b86277d14f8,79,4573,1.0778491753129251,1.3619193336989834,-0.2840701583860583,False,ordinary_sampled_skip,39,39,89,,1,0.1813331811608343,0.0,48,32,18,0.5625,True,424,436
entropy_trial__1019b5cade7e5b86277d14f8,80,13,2.2884742773576674,1.3619193336989834,0.926554943658684,True,payload,39,40,88,2,2,1.645511414004467,1.0772266387939453,49,32,18,0.5625,True,436,437
entropy_trial__1019b5cade7e5b86277d14f8,81,2055,3.927163189823426,1.3619193336989834,2.5652438561244426,True,payload,40,41,87,7,7,3.5464970416300208,2.252218246459961,50,32,19,0.59375,True,437,440
entropy_trial__1019b5cade7e5b86277d14f8,82,3041,0.00745604276067437,1.3619193336989834,-1.354463290938309,False,ordinary_sampled_skip,41,41,87,,1,0.00045399181054506244,0.0,51,32,19,0.59375,True,440,444
entropy_trial__1019b5cade7e5b86277d14f8,83,11,0.38874955626533303,1.3619193336989834,-0.9731697774336504,False,ordinary_sampled_skip,41,41,87,,1,0.05900993152859968,0.0,52,32,19,0.59375,True,444,445
entropy_trial__1019b5cade7e5b86277d14f8,84,582,1.3212515972262062,1.3619193336989834,-0.040667736472777216,False,ordinary_sampled_skip,41,41,87,,1,0.2702580358251687,0.0,53,32,18,0.5625,True,445,448
entropy_trial__1019b5cade7e5b86277d14f8,85,16045,1.4888781745501425,1.3619193336989834,0.12695884085115905,True,payload,41,42,86,6,6,8.338449850680085,7.744834899902344,54,32,19,0.59375,True,448,457
entropy_trial__1019b5cade7e5b86277d14f8,86,1039,2.72167193512676,1.3619193336989834,1.3597526014277768,True,payload,42,43,85,7,7,3.897541974410238,2.812837600708008,55,32,19,0.59375,True,457,461
entropy_trial__1019b5cade7e5b86277d14f8,87,26967,3.4344222728852585,1.3619193336989834,2.072502939186275,True,payload,43,44,84,2,2,1.2384430237936748,0.2912120819091797,56,32,19,0.59375,True,461,471
entropy_trial__1019b5cade7e5b86277d14f8,88,686,0.8326700269295714,1.3619193336989834,-0.5292493067694121,False,ordinary_sampled_skip,44,44,84,,1,0.10748460099540225,0.0,57,32,18,0.5625,True,471,476
entropy_trial__1019b5cade7e5b86277d14f8,89,1824,2.7448249642731066,1.3619193336989834,1.3829056305741232,True,payload,44,45,83,7,7,3.8209992197179083,3.285184860229492,58,32,18,0.5625,True,476,484
entropy_trial__1019b5cade7e5b86277d14f8,90,22266,4.485398887517866,1.3619193336989834,3.123479553818883,True,payload,45,46,82,4,4,2.72587194256916,1.5057811737060547,59,32,19,0.59375,True,484,492
entropy_trial__1019b5cade7e5b86277d14f8,91,916,3.2002018718907395,1.3619193336989834,1.838282538191756,True,payload,46,47,81,4,4,2.0348534097492,1.041707992553711,60,32,19,0.59375,True,492,497
entropy_trial__1019b5cade7e5b86277d14f8,92,220,0.027616546692352705,1.3619193336989834,-1.3343027870066306,False,ordinary_sampled_skip,47,47,81,,1,0.0021157282085866314,0.0,61,32,18,0.5625,True,497,498
entropy_trial__1019b5cade7e5b86277d14f8,93,18,2.9357316869274297,1.3619193336989834,1.5738123532284463,True,payload,47,48,80,6,6,2.4912640647034685,1.1073799133300781,62,32,19,0.59375,True,498,499
entropy_trial__1019b5cade7e5b86277d14f8,94,17,1.7418264589236103,1.3619193336989834,0.3799071252246269,True,payload,48,49,79,7,7,5.092673519430921,4.567081451416016,63,32,19,0.59375,True,499,500
entropy_trial__1019b5cade7e5b86277d14f8,95,3526,2.5750171076618007,1.3619193336989834,1.2130977739628173,True,payload,49,50,78,2,2,2.0472084993935766,1.384695053100586,64,32,19,0.59375,True,500,508
entropy_trial__1019b5cade7e5b86277d14f8,96,821,3.3034799149050906,1.3619193336989834,1.9415605812061072,True,payload,50,51,77,4,4,2.010821096481628,0.8298206329345703,65,32,19,0.59375,True,508,513
entropy_trial__1019b5cade7e5b86277d14f8,97,3501,0.4661104640047618,1.3619193336989834,-0.8958088696942217,False,ordinary_sampled_skip,51,51,77,,1,0.07961550549347862,0.0,66,32,19,0.59375,True,513,520
entropy_trial__1019b5cade7e5b86277d14f8,98,389,3.748761957656127,1.3619193336989834,2.3868426239571434,True,payload,51,52,76,10,10,4.026358704124391,2.829578399658203,67,32,19,0.59375,True,520,523
entropy_trial__1019b5cade7e5b86277d14f8,99,264,1.229888237309429,1.3619193336989834,-0.13203109638955435,False,ordinary_sampled_skip,52,52,76,,1,0.17915071530167026,0.0,68,32,18,0.5625,True,523,525
entropy_trial__1019b5cade7e5b86277d14f8,100,5792,1.708675743785659,1.3619193336989834,0.34675641008667557,True,payload,52,53,75,4,4,4.954405086044957,4.391225814819336,69,32,19,0.59375,True,525,533
entropy_trial__1019b5cade7e5b86277d14f8,101,19409,1.436171930559654,1.3619193336989834,0.07425259686067065,True,payload,53,54,74,3,3,3.511394824721453,3.2940311431884766,70,32,20,0.625,True,533,537
entropy_trial__1019b5cade7e5b86277d14f8,102,763,0.0009721410926075468,1.3619193336989834,-1.3609471926063759,False,ordinary_sampled_skip,54,54,74,,1,5.368453840404186e-05,0.0,71,32,20,0.625,True,537,541
entropy_trial__1019b5cade7e5b86277d14f8,103,311,2.131735042791289,1.3619193336989834,0.7698157090923057,True,payload,54,55,73,7,7,4.937498680209526,4.230783462524414,72,32,20,0.625,True,541,544
entropy_trial__1019b5cade7e5b86277d14f8,104,2355,4.10177964673923,1.3619193336989834,2.7398603130402464,True,payload,55,56,72,4,4,2.772530669121874,1.5652294158935547,73,32,21,0.65625,True,544,550
entropy_trial__1019b5cade7e5b86277d14f8,105,1181,2.7175325932659393,1.3619193336989834,1.3556132595669559,True,payload,56,57,71,4,4,2.674368720613952,2.014516830444336,74,32,21,0.65625,True,550,554
entropy_trial__1019b5cade7e5b86277d14f8,106,730,2.733079060792466,1.3619193336989834,1.3711597270934828,True,payload,57,58,70,3,3,2.4714050341277236,1.9191913604736328,75,32,21,0.65625,True,554,556
entropy_trial__1019b5cade7e5b86277d14f8,107,1893,0.0031528209640305006,1.3619193336989834,-1.3587665127349529,False,ordinary_sampled_skip,58,58,70,,1,0.00018452576391680964,0.0,76,32,20,0.625,True,556,558
entropy_trial__1019b5cade7e5b86277d14f8,108,82,1.0320728845101905,1.3619193336989834,-0.3298464491887929,False,ordinary_sampled_skip,58,58,70,,1,0.13216948083152147,0.0,77,32,20,0.625,True,558,559
entropy_trial__1019b5cade7e5b86277d14f8,109,11,1.8012763838738237,1.3619193336989834,0.4393570501748403,True,payload,58,59,69,4,4,4.328374717648401,3.362825393676758,78,32,21,0.65625,True,559,560
entropy_trial__1019b5cade7e5b86277d14f8,110,705,5.107418729508771,1.3619193336989834,3.7454993958097873,True,payload,59,60,68,4,4,2.8532768976450527,1.3067665100097656,79,32,21,0.65625,True,560,563
entropy_trial__1019b5cade7e5b86277d14f8,111,504,0.6421631135151776,1.3619193336989834,-0.7197562201838058,False,ordinary_sampled_skip,60,60,68,,1,0.11216105568426471,0.0,80,32,21,0.65625,True,563,568
entropy_trial__1019b5cade7e5b86277d14f8,112,458,2.3977365737446323,1.3619193336989834,1.035817240045649,True,payload,60,61,67,4,4,2.4717728650460273,1.657440185546875,81,32,21,0.65625,True,568,571
entropy_trial__1019b5cade7e5b86277d14f8,113,2856,0.9514418252922556,1.3619193336989834,-0.4104775084067278,False,ordinary_sampled_skip,61,61,67,,1,0.18406893836279892,0.0,82,32,20,0.625,True,571,579
entropy_trial__1019b5cade7e5b86277d14f8,114,21615,3.337171469926888,1.3619193336989834,1.9752521362279047,True,payload,61,62,66,4,4,2.6800367783131165,1.5561504364013672,83,32,21,0.65625,True,579,590
entropy_trial__1019b5cade7e5b86277d14f8,115,315,0.012856475216718193,1.3619193336989834,-1.3490628584822653,False,ordinary_sampled_skip,62,62,66,,1,0.0008373022227026183,0.0,84,32,21,0.65625,True,590,593
entropy_trial__1019b5cade7e5b86277d14f8,116,220,0.4706048604370837,1.3619193336989834,-0.8913144732618997,False,ordinary_sampled_skip,62,62,66,,1,0.058416271988797064,0.0,85,32,21,0.65625,True,593,594
entropy_trial__1019b5cade7e5b86277d14f8,117,17,1.1908580341833566,1.3619193336989834,-0.17106129951562687,False,ordinary_sampled_skip,62,62,66,,1,0.40470098942438426,0.0,86,32,20,0.625,True,594,595
entropy_trial__1019b5cade7e5b86277d14f8,118,23,2.2521771673161335,1.3619193336989834,0.89025783361715,True,payload,62,63,65,4,4,3.1832057775215965,2.365589141845703,87,32,20,0.625,True,595,596
entropy_trial__1019b5cade7e5b86277d14f8,119,3526,0.4205972269533084,1.3619193336989834,-0.941322106745675,False,ordinary_sampled_skip,63,63,65,,1,0.06221432128021931,0.0,88,32,19,0.59375,True,596,604
entropy_trial__1019b5cade7e5b86277d14f8,120,13,1.8074984526683098,1.3619193336989834,0.44557911896932634,True,payload,63,64,64,2,2,1.0137477772965227,0.3126983642578125,89,32,20,0.625,True,604,605
entropy_trial__1019b5cade7e5b86277d14f8,121,5633,1.727445488181803,1.3619193336989834,0.36552615448281967,True,payload,64,65,63,7,7,4.828282084854203,4.541367530822754,90,32,20,0.625,True,605,609
entropy_trial__1019b5cade7e5b86277d14f8,122,468,5.839509820437832,1.3619193336989834,4.4775904867388485,True,payload,65,66,62,5,5,3.5056342876958375,2.1192846298217773,91,32,20,0.625,True,609,611
entropy_trial__1019b5cade7e5b86277d14f8,123,13470,0.08408289063609886,1.3619193336989834,-1.2778364430628846,False,ordinary_sampled_skip,66,66,62,,1,0.009194109284631935,0.0,92,32,19,0.59375,True,611,613
entropy_trial__1019b5cade7e5b86277d14f8,124,15301,3.472760183760994,1.3619193336989834,2.1108408500620106,True,payload,66,67,61,4,4,2.7682464079213,1.6622943878173828,93,32,20,0.625,True,613,622
entropy_trial__1019b5cade7e5b86277d14f8,125,686,2.2309184833532316,1.3619193336989834,0.8689991496542482,True,payload,67,68,60,5,5,4.545776533308228,4.229104995727539,94,32,20,0.625,True,622,627
entropy_trial__1019b5cade7e5b86277d14f8,126,1083,4.713404250361347,1.3619193336989834,3.351484916662364,True,payload,68,69,59,7,7,3.451213037587838,2.0148887634277344,95,32,20,0.625,True,627,632
entropy_trial__1019b5cade7e5b86277d14f8,127,1824,5.105427615575321,1.3619193336989834,3.7435082818763377,True,payload,69,70,58,3,3,2.2212613517641238,0.3145179748535156,96,32,20,0.625,True,632,640
