source_type,source_id,payload_name,cover_prompt_name,alphabet_size,baseline_mode,character_count,token_count,line_count,whitespace_fraction,punctuation_fraction,digit_fraction,alphabetic_fraction,unique_token_fraction,repeated_token_fraction,mean_token_log_probability,median_token_log_probability,mean_generated_rank,p95_generated_rank,fraction_rank_le_16,fraction_rank_le_64
rankcloak,rankcloak_11,sha256_public_test_string,technical_documentation,32.0,,643,103,6,0.14307931570762053,0.015552099533437015,0.0,0.8413685847589425,0.8543689320388349,0.1456310679611651,-4.868110694955689,-4.842386025537953,14.019417475728156,26.89999999999999,0.5922330097087378,1.0
rankcloak,rankcloak_12,sha256_public_test_string,play_dialogue,64.0,,249,86,6,0.15261044176706828,0.1606425702811245,0.01606425702811245,0.6706827309236948,0.872093023255814,0.12790697674418605,-6.145508766664202,-5.849575152834488,28.813953488372093,54.75,0.2441860465116279,1.0
rankcloak,rankcloak_13,sha256_public_test_string,recipe_blog,64.0,,429,86,1,0.17016317016317017,0.016317016317016316,0.0,0.8135198135198135,0.9302325581395349,0.06976744186046513,-5.692960413807393,-5.327619856730699,28.813953488372093,54.75,0.2441860465116279,1.0
rankcloak,rankcloak_14,sha256_public_test_string,forum_reply,64.0,,388,86,10,0.18556701030927836,0.059278350515463915,0.0,0.7551546391752577,0.8255813953488372,0.17441860465116277,-5.7341612594580065,-5.401139943758942,28.813953488372093,54.75,0.2441860465116279,1.0
rankcloak,rankcloak_15,sha256_public_test_string,technical_documentation,64.0,,536,86,3,0.14738805970149255,0.016791044776119403,0.0,0.835820895522388,0.8604651162790697,0.13953488372093026,-5.361465569976207,-5.258436025674718,28.813953488372093,54.75,0.2441860465116279,1.0
rankcloak,rankcloak_16,random_128_bit_hex,play_dialogue,8.0,,370,86,4,0.1810810810810811,0.04054054054054054,0.005405405405405406,0.772972972972973,0.872093023255814,0.12790697674418605,-3.8524571330560935,-3.551421890373314,4.1976744186046515,7.0,1.0,1.0
rankcloak,rankcloak_17,random_128_bit_hex,recipe_blog,8.0,,349,86,1,0.17191977077363896,0.045845272206303724,0.0,0.7822349570200573,0.8255813953488372,0.17441860465116277,-3.841198518831575,-3.2796791169561192,4.1976744186046515,7.0,1.0,1.0
rankcloak,rankcloak_18,random_128_bit_hex,forum_reply,8.0,,429,86,8,0.1655011655011655,0.055944055944055944,0.002331002331002331,0.7738927738927739,0.9069767441860465,0.09302325581395354,-3.913436023028238,-3.417481551626489,4.1976744186046515,7.0,1.0,1.0
rankcloak,rankcloak_19,random_128_bit_hex,technical_documentation,8.0,,462,86,1,0.15584415584415584,0.021645021645021644,0.0,0.8225108225108225,0.7441860465116279,0.2558139534883721,-3.367874107686774,-3.3015493199086734,4.1976744186046515,7.0,1.0,1.0
rankcloak,rankcloak_20,random_128_bit_hex,play_dialogue,16.0,,244,64,12,0.1762295081967213,0.07377049180327869,0.0,0.75,0.953125,0.046875,-4.503016856334821,-3.524850650309933,4.6875,7.0,1.0,1.0
rankcloak,rankcloak_21,random_128_bit_hex,recipe_blog,16.0,,274,64,2,0.18248175182481752,0.025547445255474453,0.010948905109489052,0.781021897810219,0.859375,0.140625,-4.021715539322706,-3.4047429808967458,4.6875,7.0,1.0,1.0
rankcloak,rankcloak_22,random_128_bit_hex,forum_reply,16.0,,310,64,3,0.17096774193548386,0.03225806451612903,0.0,0.7967741935483871,0.765625,0.234375,-3.680721761520008,-3.3462586562934193,4.6875,7.0,1.0,1.0
rankcloak,rankcloak_23,random_128_bit_hex,technical_documentation,16.0,,418,64,7,0.14114832535885166,0.014354066985645933,0.0,0.8444976076555024,0.875,0.125,-3.76133437476416,-3.5437443919539113,4.6875,7.0,1.0,1.0
rankcloak,rankcloak_24,random_128_bit_hex,play_dialogue,32.0,,199,52,4,0.20100502512562815,0.08542713567839195,0.0,0.7135678391959799,0.9038461538461539,0.09615384615384615,-5.087425200045235,-4.941506115934861,14.923076923076923,26.0,0.5192307692307693,1.0
rankcloak,rankcloak_25,random_128_bit_hex,recipe_blog,32.0,,214,52,1,0.1588785046728972,0.07009345794392523,0.0,0.7710280373831776,0.8461538461538461,0.15384615384615385,-5.623239684911349,-5.49517802376819,14.923076923076923,26.0,0.5192307692307693,1.0
rankcloak,rankcloak_26,random_128_bit_hex,forum_reply,32.0,,224,52,6,0.17410714285714285,0.05357142857142857,0.0,0.7723214285714286,0.9230769230769231,0.07692307692307687,-5.274990461645605,-4.951954667984126,14.923076923076923,26.0,0.5192307692307693,1.0
rankcloak,rankcloak_27,random_128_bit_hex,technical_documentation,32.0,,253,52,7,0.20948616600790515,0.02766798418972332,0.011857707509881422,0.7509881422924901,0.75,0.25,-4.871799254935924,-4.763827987435953,14.923076923076923,26.0,0.5192307692307693,1.0
rankcloak,rankcloak_28,random_128_bit_hex,play_dialogue,64.0,,145,43,5,0.15172413793103448,0.1310344827586207,0.0,0.7034482758620689,0.9767441860465116,0.023255813953488413,-6.6857187288554005,-6.213597271550137,27.41860465116279,55.0,0.4186046511627907,1.0
rankcloak,rankcloak_29,random_128_bit_hex,recipe_blog,64.0,,144,43,1,0.1111111111111111,0.11805555555555555,0.013888888888888888,0.7569444444444444,0.9069767441860465,0.09302325581395354,-5.9507899739282575,-5.613536365751518,27.41860465116279,55.0,0.4186046511627907,1.0
rankcloak,rankcloak_30,random_128_bit_hex,forum_reply,64.0,,190,43,1,0.12105263157894737,0.08947368421052632,0.0,0.7894736842105263,0.9767441860465116,0.023255813953488413,-6.007691693997857,-5.690988677573449,27.41860465116279,55.0,0.4186046511627907,1.0
rankcloak,rankcloak_31,random_128_bit_hex,technical_documentation,64.0,,262,43,1,0.14122137404580154,0.019083969465648856,0.007633587786259542,0.8320610687022901,0.9302325581395349,0.06976744186046513,-5.625323017039026,-5.703917296025313,27.41860465116279,55.0,0.4186046511627907,1.0
rankcloak,rankcloak_32,random_256_bit_hex,play_dialogue,8.0,,654,171,13,0.1620795107033639,0.07951070336391437,0.009174311926605505,0.7492354740061162,0.7777777777777778,0.2222222222222222,-3.6678418181729966,-3.4304755188600566,4.029239766081871,7.0,1.0,1.0
rankcloak,rankcloak_33,random_256_bit_hex,recipe_blog,8.0,,628,171,1,0.18312101910828024,0.05573248407643312,0.011146496815286623,0.7468152866242038,0.7602339181286549,0.23976608187134507,-3.553569141667415,-3.2467638445037394,4.029239766081871,7.0,1.0,1.0
rankcloak,rankcloak_34,random_256_bit_hex,forum_reply,8.0,,797,171,13,0.1668757841907152,0.05520702634880803,0.005018820577164366,0.7728983688833124,0.7426900584795322,0.2573099415204678,-3.4983968030011927,-3.2427927669803474,4.029239766081871,7.0,1.0,1.0
rankcloak,rankcloak_35,random_256_bit_hex,technical_documentation,8.0,,962,171,6,0.16424116424116425,0.011434511434511435,0.0,0.8243243243243243,0.6023391812865497,0.39766081871345027,-3.1928869537318634,-3.2101476997345237,4.029239766081871,7.0,1.0,1.0
rankcloak,rankcloak_36,random_256_bit_hex,play_dialogue,16.0,,672,128,10,0.15029761904761904,0.05357142857142857,0.0,0.7961309523809523,0.828125,0.171875,-3.886164279477789,-3.5212951022406287,5.2890625,9.0,1.0,1.0
rankcloak,rankcloak_37,random_256_bit_hex,recipe_blog,16.0,,591,128,3,0.17597292724196278,0.03722504230118443,0.0,0.7868020304568528,0.765625,0.234375,-3.9979496861007098,-3.774877138162436,5.2890625,9.0,1.0,1.0
rankcloak,rankcloak_38,random_256_bit_hex,forum_reply,16.0,,622,128,7,0.18006430868167203,0.022508038585209004,0.0,0.792604501607717,0.71875,0.28125,-3.5331238744959492,-3.4735380785313765,5.2890625,9.0,1.0,1.0
rankcloak,rankcloak_39,random_256_bit_hex,technical_documentation,16.0,,614,128,4,0.14332247557003258,0.02280130293159609,0.003257328990228013,0.8127035830618893,0.71875,0.28125,-3.6426237476989303,-3.5832583873188044,5.2890625,9.0,1.0,1.0
rankcloak,rankcloak_40,random_256_bit_hex,play_dialogue,32.0,,313,103,27,0.17891373801916932,0.134185303514377,0.012779552715654952,0.6549520766773163,0.7184466019417476,0.2815533980582524,-4.940909127212463,-4.867705673507984,13.932038834951456,28.0,0.5922330097087378,1.0
rankcloak,rankcloak_41,random_256_bit_hex,recipe_blog,32.0,,323,103,1,0.26625386996904027,0.04024767801857585,0.0030959752321981426,0.6904024767801857,0.6796116504854369,0.3203883495145631,-4.7964205596052825,-4.742210450814124,13.932038834951456,28.0,0.5922330097087378,1.0
rankcloak,rankcloak_42,random_256_bit_hex,forum_reply,32.0,,459,103,5,0.1830065359477124,0.032679738562091505,0.0,0.775599128540305,0.7572815533980582,0.24271844660194175,-4.574269704563336,-4.620730011215006,13.932038834951456,28.0,0.5922330097087378,1.0
rankcloak,rankcloak_43,random_256_bit_hex,technical_documentation,32.0,,606,103,12,0.15841584158415842,0.036303630363036306,0.0,0.8052805280528053,0.8252427184466019,0.1747572815533981,-4.617145501761858,-4.787589212234453,13.932038834951456,28.0,0.5922330097087378,1.0
rankcloak,rankcloak_44,random_256_bit_hex,play_dialogue,64.0,,300,86,14,0.25666666666666665,0.10333333333333333,0.0,0.64,0.8604651162790697,0.13953488372093026,-5.431908645580875,-5.424062176530283,26.63953488372093,53.75,0.32558139534883723,1.0
rankcloak,rankcloak_45,random_256_bit_hex,recipe_blog,64.0,,284,86,10,0.2323943661971831,0.04225352112676056,0.0,0.7253521126760564,0.7790697674418605,0.22093023255813948,-5.843969697198458,-5.569723277022392,26.63953488372093,53.75,0.32558139534883723,1.0
rankcloak,rankcloak_46,random_256_bit_hex,forum_reply,64.0,,379,86,22,0.17941952506596306,0.0633245382585752,0.005277044854881266,0.7493403693931399,0.8604651162790697,0.13953488372093026,-5.471695132931976,-5.417468275254741,26.63953488372093,53.75,0.32558139534883723,1.0
rankcloak,rankcloak_47,random_256_bit_hex,technical_documentation,64.0,,427,86,12,0.16393442622950818,0.0234192037470726,0.0,0.8079625292740047,0.8953488372093024,0.10465116279069764,-5.4867833220062785,-5.381575445975109,26.63953488372093,53.75,0.32558139534883723,1.0
rankcloak,rankcloak_48,synthetic_uuid_v4_like,play_dialogue,8.0,,341,96,6,0.1906158357771261,0.08211143695014662,0.0,0.7243401759530792,0.8229166666666666,0.17708333333333337,-3.8898482176512843,-3.504107205037217,4.229166666666667,7.0,1.0,1.0
rankcloak,rankcloak_49,synthetic_uuid_v4_like,recipe_blog,8.0,,391,96,1,0.16112531969309463,0.056265984654731455,0.0,0.7800511508951407,0.8541666666666666,0.14583333333333337,-4.13782781434132,-3.6004663394483174,4.229166666666667,7.0,1.0,1.0
rankcloak,rankcloak_50,synthetic_uuid_v4_like,forum_reply,8.0,,412,96,21,0.1820388349514563,0.0825242718446602,0.0048543689320388345,0.720873786407767,0.8020833333333334,0.19791666666666663,-3.83516625633782,-3.322141133841587,4.229166666666667,7.0,1.0,1.0
rankcloak,rankcloak_51,synthetic_uuid_v4_like,technical_documentation,8.0,,570,96,7,0.1543859649122807,0.01929824561403509,0.005263157894736842,0.8210526315789474,0.8020833333333334,0.19791666666666663,-3.324932116116901,-3.1354374552785877,4.229166666666667,7.0,1.0,1.0
rankcloak,rankcloak_52,synthetic_uuid_v4_like,play_dialogue,16.0,,297,72,10,0.20202020202020202,0.03367003367003367,0.0,0.7609427609427609,0.9166666666666666,0.08333333333333337,-4.211351183986394,-3.722046988687664,5.694444444444445,11.800000000000011,1.0,1.0
rankcloak,rankcloak_53,synthetic_uuid_v4_like,recipe_blog,16.0,,305,72,3,0.18032786885245902,0.019672131147540985,0.01639344262295082,0.7836065573770492,0.8472222222222222,0.1527777777777778,-4.485494450165962,-3.996586696008001,5.694444444444445,11.800000000000011,1.0,1.0
rankcloak,rankcloak_54,synthetic_uuid_v4_like,forum_reply,16.0,,343,72,2,0.16909620991253643,0.037900874635568516,0.0,0.793002915451895,0.8611111111111112,0.13888888888888884,-3.886617205295183,-3.5362019055959637,5.694444444444445,11.800000000000011,1.0,1.0
rankcloak,rankcloak_55,synthetic_uuid_v4_like,technical_documentation,16.0,,463,72,6,0.13390928725701945,0.019438444924406047,0.0,0.8466522678185745,0.8611111111111112,0.13888888888888884,-3.9484060085092008,-3.5869907633039997,5.694444444444445,11.800000000000011,1.0,1.0
rankcloak,rankcloak_56,synthetic_uuid_v4_like,play_dialogue,32.0,,290,58,5,0.1482758620689655,0.04482758620689655,0.0,0.8068965517241379,0.9655172413793104,0.03448275862068961,-5.608227257713517,-5.663219756189481,13.793103448275861,27.15,0.6379310344827587,1.0
rankcloak,rankcloak_57,synthetic_uuid_v4_like,recipe_blog,32.0,,249,58,1,0.1927710843373494,0.024096385542168676,0.012048192771084338,0.7710843373493976,0.7931034482758621,0.2068965517241379,-5.081651353860094,-4.777075777444134,13.793103448275861,27.15,0.6379310344827587,1.0
rankcloak,rankcloak_58,synthetic_uuid_v4_like,forum_reply,32.0,,273,58,7,0.15018315018315018,0.05128205128205128,0.0,0.7985347985347986,0.8793103448275862,0.12068965517241381,-5.283965962166191,-4.920646738840577,13.793103448275861,27.15,0.6379310344827587,1.0
rankcloak,rankcloak_59,synthetic_uuid_v4_like,technical_documentation,32.0,,389,58,5,0.13110539845758354,0.02056555269922879,0.0,0.8483290488431876,0.9310344827586207,0.06896551724137934,-5.052942470760835,-4.8551200692644585,13.793103448275861,27.15,0.6379310344827587,1.0
rankcloak,rankcloak_60,synthetic_uuid_v4_like,play_dialogue,64.0,,159,48,12,0.20125786163522014,0.06918238993710692,0.0,0.7295597484276729,0.9791666666666666,0.02083333333333337,-5.68747625083516,-5.576364617942259,29.479166666666668,53.0,0.22916666666666666,1.0
rankcloak,rankcloak_61,synthetic_uuid_v4_like,recipe_blog,64.0,,223,48,1,0.14798206278026907,0.04035874439461883,0.0,0.8116591928251121,0.9375,0.0625,-6.653027756135503,-5.992212815919605,29.479166666666668,53.0,0.22916666666666666,1.0
rankcloak,rankcloak_62,synthetic_uuid_v4_like,forum_reply,64.0,,258,48,6,0.16666666666666666,0.031007751937984496,0.0,0.8023255813953488,0.875,0.125,-5.510316238157017,-5.474249815954017,29.479166666666668,53.0,0.22916666666666666,1.0
rankcloak,rankcloak_63,synthetic_uuid_v4_like,technical_documentation,64.0,,360,48,1,0.12222222222222222,0.005555555555555556,0.002777777777777778,0.8694444444444445,0.9375,0.0625,-5.81600264653089,-5.702579913992931,29.479166666666668,53.0,0.22916666666666666,1.0
baseline,baseline_0,,play_dialogue,,greedy,356,86,7,0.16573033707865167,0.05898876404494382,0.0,0.7752808988764045,0.7441860465116279,0.2558139534883721,-0.55407850267264,-0.3783338759761641,1.0,1.0,1.0,1.0
baseline,baseline_1,,recipe_blog,,greedy,369,86,1,0.17073170731707318,0.02710027100271003,0.0,0.8021680216802168,0.7674418604651163,0.2325581395348837,-0.3399906128706237,-0.13300290183406993,1.0,1.0,1.0,1.0
baseline,baseline_2,,forum_reply,,greedy,400,86,7,0.175,0.0425,0.0,0.7825,0.7441860465116279,0.2558139534883721,-0.3343146599047327,-0.12415440256791577,1.0,1.0,1.0,1.0
baseline,baseline_3,,technical_documentation,,greedy,489,86,5,0.15132924335378323,0.03680981595092025,0.002044989775051125,0.8098159509202454,0.7441860465116279,0.2558139534883721,-0.37116009538269884,-0.25802626521924843,1.0,1.0,1.0,1.0
