payload_name,payload_kind,payload_byte_length,payload_slice_description,encoding_name,alphabet_size,cover_prompt_name,rank_count,generated_token_count,generated_character_count,exact_recovery,generation_seconds,recovery_seconds,mean_generated_rank,median_generated_rank,p95_generated_rank,max_generated_rank,fraction_generated_rank_le_16,fraction_generated_rank_le_64,model_repo_id,model_filename,model_path_relative,notes
random_128_bit_hex,random_hex,32,full payload,fixed_radix_bits,16,play_dialogue,64,64,244,True,12.481715054003871,11.707348730997182,4.6875,4.0,7.0,10,1.0,1.0,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,exact-copy bounded-rank recovery
random_128_bit_hex,random_hex,32,full payload,fixed_radix_bits,16,recipe_blog,64,64,274,True,12.494000131002394,11.35981962698861,4.6875,4.0,7.0,10,1.0,1.0,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,exact-copy bounded-rank recovery
random_128_bit_hex,random_hex,32,full payload,fixed_radix_bits,16,forum_reply,64,64,310,True,12.18183367200254,11.302003092991072,4.6875,4.0,7.0,10,1.0,1.0,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,exact-copy bounded-rank recovery
random_128_bit_hex,random_hex,32,full payload,fixed_radix_bits,16,technical_documentation,64,64,418,True,12.34175281401258,11.651887466010521,4.6875,4.0,7.0,10,1.0,1.0,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,exact-copy bounded-rank recovery
random_128_bit_hex,random_hex,32,full payload,fixed_radix_bits,32,play_dialogue,52,52,199,True,10.333374214009382,9.579934445995605,14.923076923076923,14.0,26.0,29,0.5192307692307693,1.0,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,exact-copy bounded-rank recovery
random_128_bit_hex,random_hex,32,full payload,fixed_radix_bits,32,recipe_blog,52,52,214,True,10.284728993006865,9.376730370000587,14.923076923076923,14.0,26.0,29,0.5192307692307693,1.0,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,exact-copy bounded-rank recovery
random_128_bit_hex,random_hex,32,full payload,fixed_radix_bits,32,forum_reply,52,52,224,True,9.905714647000423,9.692975614001625,14.923076923076923,14.0,26.0,29,0.5192307692307693,1.0,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,exact-copy bounded-rank recovery
random_128_bit_hex,random_hex,32,full payload,fixed_radix_bits,32,technical_documentation,52,52,253,True,10.273651947005419,9.589718589995755,14.923076923076923,14.0,26.0,29,0.5192307692307693,1.0,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,exact-copy bounded-rank recovery
random_128_bit_hex,random_hex,32,full payload,fixed_radix_bits,64,play_dialogue,43,43,145,True,8.662474622993614,8.416941702002077,27.41860465116279,21.0,55.0,55,0.4186046511627907,1.0,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,exact-copy bounded-rank recovery
random_128_bit_hex,random_hex,32,full payload,fixed_radix_bits,64,recipe_blog,43,43,144,True,8.349038981992635,8.038077897988842,27.41860465116279,21.0,55.0,55,0.4186046511627907,1.0,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,exact-copy bounded-rank recovery
random_128_bit_hex,random_hex,32,full payload,fixed_radix_bits,64,forum_reply,43,43,190,True,8.772906234997208,7.962177010005689,27.41860465116279,21.0,55.0,55,0.4186046511627907,1.0,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,exact-copy bounded-rank recovery
random_128_bit_hex,random_hex,32,full payload,fixed_radix_bits,64,technical_documentation,43,43,262,True,8.620727164001437,7.994171843994991,27.41860465116279,21.0,55.0,55,0.4186046511627907,1.0,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,exact-copy bounded-rank recovery
random_256_bit_hex,random_hex,64,full payload,fixed_radix_bits,8,play_dialogue,171,171,654,True,31.41448214300908,28.90425843700359,4.029239766081871,4.0,7.0,8,1.0,1.0,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,exact-copy bounded-rank recovery
random_256_bit_hex,random_hex,64,full payload,fixed_radix_bits,8,recipe_blog,171,171,628,True,31.303711036991444,29.20176458900096,4.029239766081871,4.0,7.0,8,1.0,1.0,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,exact-copy bounded-rank recovery
random_256_bit_hex,random_hex,64,full payload,fixed_radix_bits,8,forum_reply,171,171,797,True,31.39556554000592,28.96127851300116,4.029239766081871,4.0,7.0,8,1.0,1.0,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,exact-copy bounded-rank recovery
random_256_bit_hex,random_hex,64,full payload,fixed_radix_bits,8,technical_documentation,171,171,962,True,31.345134628005326,29.288610508010606,4.029239766081871,4.0,7.0,8,1.0,1.0,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,exact-copy bounded-rank recovery
random_256_bit_hex,random_hex,64,full payload,fixed_radix_bits,16,play_dialogue,128,128,672,True,23.42034971799876,22.60370310000144,5.2890625,5.0,9.0,10,1.0,1.0,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,exact-copy bounded-rank recovery
random_256_bit_hex,random_hex,64,full payload,fixed_radix_bits,16,recipe_blog,128,128,591,True,23.18461000600655,22.389274529996328,5.2890625,5.0,9.0,10,1.0,1.0,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,exact-copy bounded-rank recovery
random_256_bit_hex,random_hex,64,full payload,fixed_radix_bits,16,forum_reply,128,128,622,True,23.326753518005717,21.914652535007917,5.2890625,5.0,9.0,10,1.0,1.0,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,exact-copy bounded-rank recovery
random_256_bit_hex,random_hex,64,full payload,fixed_radix_bits,16,technical_documentation,128,128,614,True,23.93254500499461,23.41147817799356,5.2890625,5.0,9.0,10,1.0,1.0,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,exact-copy bounded-rank recovery
random_256_bit_hex,random_hex,64,full payload,fixed_radix_bits,32,play_dialogue,103,103,313,True,18.974553760010167,18.448328554004547,13.932038834951456,13.0,28.0,29,0.5922330097087378,1.0,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,exact-copy bounded-rank recovery
random_256_bit_hex,random_hex,64,full payload,fixed_radix_bits,32,recipe_blog,103,103,323,True,19.455674231998273,17.526579808996757,13.932038834951456,13.0,28.0,29,0.5922330097087378,1.0,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,exact-copy bounded-rank recovery
random_256_bit_hex,random_hex,64,full payload,fixed_radix_bits,32,forum_reply,103,103,459,True,19.266481258993736,17.903119408001658,13.932038834951456,13.0,28.0,29,0.5922330097087378,1.0,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,exact-copy bounded-rank recovery
random_256_bit_hex,random_hex,64,full payload,fixed_radix_bits,32,technical_documentation,103,103,606,True,19.203232744999696,18.113441886001965,13.932038834951456,13.0,28.0,29,0.5922330097087378,1.0,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,exact-copy bounded-rank recovery
random_256_bit_hex,random_hex,64,full payload,fixed_radix_bits,64,play_dialogue,86,86,300,True,16.157631839989335,15.353998667997075,26.63953488372093,25.0,53.75,58,0.32558139534883723,1.0,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,exact-copy bounded-rank recovery
random_256_bit_hex,random_hex,64,full payload,fixed_radix_bits,64,recipe_blog,86,86,284,True,15.935850666995975,14.997153443007846,26.63953488372093,25.0,53.75,58,0.32558139534883723,1.0,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,exact-copy bounded-rank recovery
random_256_bit_hex,random_hex,64,full payload,fixed_radix_bits,64,forum_reply,86,86,379,True,15.982042752002599,15.068861152001773,26.63953488372093,25.0,53.75,58,0.32558139534883723,1.0,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,exact-copy bounded-rank recovery
random_256_bit_hex,random_hex,64,full payload,fixed_radix_bits,64,technical_documentation,86,86,427,True,16.084482621008647,15.411558417006745,26.63953488372093,25.0,53.75,58,0.32558139534883723,1.0,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,exact-copy bounded-rank recovery
synthetic_uuid_v4_like,uuid,36,full payload,fixed_radix_bits,8,play_dialogue,96,96,341,True,17.920650119995116,16.95851309799764,4.229166666666667,4.0,7.0,8,1.0,1.0,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,exact-copy bounded-rank recovery
synthetic_uuid_v4_like,uuid,36,full payload,fixed_radix_bits,8,recipe_blog,96,96,391,True,18.12084247500752,16.545259200996952,4.229166666666667,4.0,7.0,8,1.0,1.0,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,exact-copy bounded-rank recovery
synthetic_uuid_v4_like,uuid,36,full payload,fixed_radix_bits,8,forum_reply,96,96,412,True,17.63522149300843,16.821952023994527,4.229166666666667,4.0,7.0,8,1.0,1.0,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,exact-copy bounded-rank recovery
synthetic_uuid_v4_like,uuid,36,full payload,fixed_radix_bits,8,technical_documentation,96,96,570,True,18.31625013500161,16.668144699011464,4.229166666666667,4.0,7.0,8,1.0,1.0,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,exact-copy bounded-rank recovery
synthetic_uuid_v4_like,uuid,36,full payload,fixed_radix_bits,16,play_dialogue,72,72,297,True,14.053872484000749,12.989447796004242,5.694444444444445,5.0,11.800000000000011,14,1.0,1.0,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,exact-copy bounded-rank recovery
synthetic_uuid_v4_like,uuid,36,full payload,fixed_radix_bits,16,recipe_blog,72,72,305,True,14.060516668003402,12.92639567500737,5.694444444444445,5.0,11.800000000000011,14,1.0,1.0,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,exact-copy bounded-rank recovery
synthetic_uuid_v4_like,uuid,36,full payload,fixed_radix_bits,16,forum_reply,72,72,343,True,13.48211240299861,12.781272514999728,5.694444444444445,5.0,11.800000000000011,14,1.0,1.0,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,exact-copy bounded-rank recovery
synthetic_uuid_v4_like,uuid,36,full payload,fixed_radix_bits,16,technical_documentation,72,72,463,True,13.812711774997297,13.672700680006528,5.694444444444445,5.0,11.800000000000011,14,1.0,1.0,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,exact-copy bounded-rank recovery
synthetic_uuid_v4_like,uuid,36,full payload,fixed_radix_bits,32,play_dialogue,58,58,290,True,11.299304671003483,10.466774268003064,13.793103448275861,12.0,27.15,29,0.6379310344827587,1.0,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,exact-copy bounded-rank recovery
synthetic_uuid_v4_like,uuid,36,full payload,fixed_radix_bits,32,recipe_blog,58,58,249,True,11.067779293996864,10.481097600990324,13.793103448275861,12.0,27.15,29,0.6379310344827587,1.0,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,exact-copy bounded-rank recovery
synthetic_uuid_v4_like,uuid,36,full payload,fixed_radix_bits,32,forum_reply,58,58,273,True,11.631725687999278,10.346381625000504,13.793103448275861,12.0,27.15,29,0.6379310344827587,1.0,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,exact-copy bounded-rank recovery
synthetic_uuid_v4_like,uuid,36,full payload,fixed_radix_bits,32,technical_documentation,58,58,389,True,11.09413862299698,10.651465569986613,13.793103448275861,12.0,27.15,29,0.6379310344827587,1.0,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,exact-copy bounded-rank recovery
synthetic_uuid_v4_like,uuid,36,full payload,fixed_radix_bits,64,play_dialogue,48,48,159,True,9.402304014001857,9.248280836996855,29.479166666666668,26.0,53.0,58,0.22916666666666666,1.0,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,exact-copy bounded-rank recovery
synthetic_uuid_v4_like,uuid,36,full payload,fixed_radix_bits,64,recipe_blog,48,48,223,True,9.427085481001996,8.768444615998305,29.479166666666668,26.0,53.0,58,0.22916666666666666,1.0,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,exact-copy bounded-rank recovery
synthetic_uuid_v4_like,uuid,36,full payload,fixed_radix_bits,64,forum_reply,48,48,258,True,9.350774149002973,8.855494802992325,29.479166666666668,26.0,53.0,58,0.22916666666666666,1.0,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,exact-copy bounded-rank recovery
synthetic_uuid_v4_like,uuid,36,full payload,fixed_radix_bits,64,technical_documentation,48,48,360,True,9.395748730006744,8.89514839599724,29.479166666666668,26.0,53.0,58,0.22916666666666666,1.0,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,exact-copy bounded-rank recovery
