trial_id,model_id,protocol_variant,payload_name,representation_name,H_bits,alphabet_size_B,theoretical_n_B,observed_n_forced,observed_n_tail,R_B_bits_per_forced_token,observed_rate_bits_per_forced_token,R_effective_bits_per_forced_plus_tail_token,rate_upper_bound_bits_per_forced_token,code_space_slack_bits,literal_padding_bits
revision_v1_smoke_v2__0db20b3bdb040b463217,llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic,revision_v1_token_128_bit_hex_002,hex_nibble,128.0,16,32,32,40,4.0,4.0,1.7777777777777777,4.0,0.0,0
revision_v1_smoke_v2__36afcb3d72b8cefec941,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b8,revision_v1_uuid_v4_014,ascii_b8,288.0,8,96,96,0,3.0,3.0,3.0,3.0,0.0,0
revision_v1_smoke_v2__7441f3543c66805f07dc,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b16,revision_v1_chacha20_poly1305_base64_001,ascii_b16,512.0,16,128,128,0,4.0,4.0,4.0,4.0,0.0,0
revision_v1_smoke_v2__ae6d6bd3328e4ac46bc4,qwen2_5_7b_instruct_q4_k_m,nonseg_hex_nibble_b16,revision_v1_token_128_bit_hex_005,hex_nibble,128.0,16,32,32,0,4.0,4.0,4.0,4.0,0.0,0
revision_v1_smoke_v2__d5b7368fdca1fcb5b317,qwen2_5_7b_instruct_q4_k_m,segmented_hex_single_topic,revision_v1_sha256_hex_003,hex_nibble,256.0,16,64,64,443,4.0,4.0,0.504930966469428,4.0,0.0,0
revision_v1_smoke_v2__b4e1448e16cf3c892770,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,revision_v1_hmac_sha256_hex_015,hex_nibble,256.0,16,64,64,132,4.0,4.0,1.3061224489795917,4.0,0.0,0
revision_v1_smoke_v2__1e6abc2bfbebf2a788c9,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,revision_v1_nonce_96_bit_hex_009,hex_nibble,96.0,16,24,24,120,4.0,4.0,0.6666666666666666,4.0,0.0,0
revision_v1_smoke_v2__2067535280845a8ef6ec,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,revision_v1_nonce_96_bit_hex_010,hex_nibble,96.0,16,24,24,47,4.0,4.0,1.352112676056338,4.0,0.0,0
revision_v1_smoke_v2__c63f896cc62fce22a32d,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,revision_v1_token_128_bit_hex_004,hex_nibble,128.0,16,32,32,84,4.0,4.0,1.103448275862069,4.0,0.0,0
revision_v1_smoke_v2__a8c5599975b14b8304cc,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,revision_v1_sha256_hex_002,hex_nibble,256.0,16,64,64,0,4.0,4.0,4.0,4.0,0.0,0
revision_v1_smoke_v2__a5773b75f3dd0b4755fc,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,revision_v1_nonce_96_bit_hex_007,hex_nibble,96.0,16,24,24,80,4.0,4.0,0.9230769230769231,4.0,0.0,0
revision_v1_smoke_v2__5c0a0354254797fd0a3f,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,revision_v1_nonce_96_bit_hex_008,hex_nibble,96.0,16,24,24,30,4.0,4.0,1.7777777777777777,4.0,0.0,0
revision_v1_smoke_v2__4adab409ab0acd139202,mistral_7b_instruct_v0_3_q4_k_m,nonseg_ascii_b8,revision_v1_uuid_v4_013,ascii_b8,288.0,8,96,96,0,3.0,3.0,3.0,3.0,0.0,0
revision_v1_smoke_v2__6553129685f095c3cb0d,mistral_7b_instruct_v0_3_q4_k_m,nonseg_ascii_b16,revision_v1_aes256_gcm_base64_007,ascii_b16,512.0,16,128,128,0,4.0,4.0,4.0,4.0,0.0,0
revision_v1_smoke_v2__ac10c1c1482262ea42d5,mistral_7b_instruct_v0_3_q4_k_m,nonseg_hex_nibble_b16,revision_v1_nonce_96_bit_hex_011,hex_nibble,96.0,16,24,24,0,4.0,4.0,4.0,4.0,0.0,0
revision_v1_smoke_v2__d994c46cd3b8ee75c35a,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_single_topic,revision_v1_token_128_bit_hex_005,hex_nibble,128.0,16,32,32,115,4.0,4.0,0.8707482993197279,4.0,0.0,0
revision_v1_smoke_v2__3cf404988748c6dc3a39,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_multi_topic,revision_v1_sha256_hex_003,hex_nibble,256.0,16,64,64,204,4.0,4.0,0.9552238805970149,4.0,0.0,0
revision_v1_smoke_v2__efa2da01d4716ff97676,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_multi_topic,revision_v1_nonce_96_bit_hex_008,hex_nibble,96.0,16,24,24,120,4.0,4.0,0.6666666666666666,4.0,0.0,0
revision_v1_smoke_v2__a378c7c386b74f45bf5f,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_multi_topic,revision_v1_sha256_hex_000,hex_nibble,256.0,16,64,64,608,4.0,4.0,0.38095238095238093,4.0,0.0,0
revision_v1_smoke_v2__e3ab5a575fd10301a7b0,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_multi_topic,revision_v1_token_128_bit_hex_004,hex_nibble,128.0,16,32,32,0,4.0,4.0,4.0,4.0,0.0,0
revision_v1_smoke_v2__5dc6121b8ffc78656d90,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_multi_topic,revision_v1_nonce_96_bit_hex_006,hex_nibble,96.0,16,24,24,116,4.0,4.0,0.6857142857142857,4.0,0.0,0
revision_v1_smoke_v2__ed46a6c43fc212de1baa,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_multi_topic,revision_v1_token_128_bit_hex_000,hex_nibble,128.0,16,32,32,51,4.0,4.0,1.5421686746987953,4.0,0.0,0
