source_type,trial_id,condition_name,payload_name,prompt_name,prompt_family,segment_index,token_filter_name,tail_policy,token_count,character_count,line_count,whitespace_fraction,punctuation_fraction,digit_fraction,alphabetic_fraction,unique_token_fraction,repeated_token_fraction,mean_token_log_probability,median_token_log_probability,mean_generated_rank,p95_generated_rank,contains_backtick,contains_bracket_placeholder,contains_url_fragment,contains_latex_fragment,contains_html_fragment,contains_markdown_heading,artifact_count_total,fraction_rank_le_16,fraction_rank_le_64
segmented_full_message,quality_001,segmented_single_topic_fixed_tail40_unfiltered,sha256_public_test_string,recipe_long_specific,recipe,1,none,fixed_tail40,48,193,2,0.16062176165803108,0.046632124352331605,0.0,0.7927461139896373,0.8125,0.1875,-1.2362570589104258,-0.7241550257220304,1.875,6.599999999999994,False,False,False,False,False,False,0,1.0,1.0
segmented_forced_prefix,quality_001,segmented_single_topic_fixed_tail40_unfiltered,sha256_public_test_string,recipe_long_specific,recipe,2,none,fixed_tail40,8,39,1,0.1282051282051282,0.0,0.0,0.8461538461538461,1.0,0.0,-4.762247698523064,-4.34568686678724,7.75,13.599999999999998,False,False,False,False,False,False,0,1.0,1.0
segmented_full_message,quality_001,segmented_single_topic_fixed_tail40_unfiltered,sha256_public_test_string,recipe_long_specific,recipe,2,none,fixed_tail40,48,217,1,0.16129032258064516,0.027649769585253458,0.0,0.8064516129032258,0.8333333333333334,0.16666666666666663,-1.4342907491324317,-0.9225371097654147,2.125,10.299999999999997,False,False,False,False,False,False,0,1.0,1.0
segmented_forced_prefix,quality_001,segmented_single_topic_fixed_tail40_unfiltered,sha256_public_test_string,recipe_long_specific,recipe,3,none,fixed_tail40,8,48,1,0.14583333333333334,0.0,0.0,0.8541666666666666,1.0,0.0,-4.429262881928734,-4.182944655881462,9.25,15.0,False,False,False,False,False,False,0,1.0,1.0
segmented_full_message,quality_001,segmented_single_topic_fixed_tail40_unfiltered,sha256_public_test_string,recipe_long_specific,recipe,3,none,fixed_tail40,48,251,1,0.15139442231075698,0.027888446215139442,0.0,0.8207171314741036,0.7291666666666666,0.27083333333333337,-1.5415106732270285,-0.9045030257756057,2.375,13.299999999999997,False,False,False,False,False,False,0,1.0,1.0
segmented_forced_prefix,quality_001,segmented_single_topic_fixed_tail40_unfiltered,sha256_public_test_string,recipe_long_specific,recipe,4,none,fixed_tail40,8,33,1,0.18181818181818182,0.030303030303030304,0.0,0.7878787878787878,1.0,0.0,-4.453584200926432,-3.797579444313314,6.125,13.199999999999996,False,False,False,False,False,False,0,1.0,1.0
segmented_full_message,quality_001,segmented_single_topic_fixed_tail40_unfiltered,sha256_public_test_string,recipe_long_specific,recipe,4,none,fixed_tail40,48,218,1,0.1743119266055046,0.027522935779816515,0.0,0.7981651376146789,0.7708333333333334,0.22916666666666663,-1.2197320933613545,-0.6581558482951699,1.8541666666666667,6.0,False,False,False,False,False,False,0,1.0,1.0
segmented_forced_prefix,quality_001,segmented_single_topic_fixed_tail40_unfiltered,sha256_public_test_string,recipe_long_specific,recipe,5,none,fixed_tail40,8,39,3,0.15384615384615385,0.07692307692307693,0.0,0.7692307692307693,1.0,0.0,-5.390654834440214,-5.041218189492657,9.75,13.95,False,False,False,False,False,True,1,1.0,1.0
segmented_full_message,quality_001,segmented_single_topic_fixed_tail40_unfiltered,sha256_public_test_string,recipe_long_specific,recipe,5,none,fixed_tail40,48,227,3,0.17180616740088106,0.039647577092511016,0.0,0.788546255506608,0.8541666666666666,0.14583333333333337,-1.4957177000928759,-0.8423691290908533,2.4583333333333335,11.0,False,False,False,False,False,True,1,1.0,1.0
segmented_forced_prefix,quality_001,segmented_single_topic_fixed_tail40_unfiltered,sha256_public_test_string,recipe_long_specific,recipe,6,none,fixed_tail40,8,44,1,0.11363636363636363,0.0,0.0,0.8636363636363636,1.0,0.0,-4.30739662587661,-4.318799696261706,9.25,13.649999999999999,False,False,False,False,False,False,0,1.0,1.0
segmented_full_message,quality_001,segmented_single_topic_fixed_tail40_unfiltered,sha256_public_test_string,recipe_long_specific,recipe,6,none,fixed_tail40,48,213,1,0.1643192488262911,0.018779342723004695,0.0,0.8075117370892019,0.8541666666666666,0.14583333333333337,-1.2960059305875704,-0.6245414901395883,2.375,11.599999999999994,False,False,False,False,False,False,0,1.0,1.0
segmented_forced_prefix,quality_001,segmented_single_topic_fixed_tail40_unfiltered,sha256_public_test_string,recipe_long_specific,recipe,7,none,fixed_tail40,8,46,1,0.15217391304347827,0.0,0.0,0.8478260869565217,1.0,0.0,-4.960133595197018,-3.7899894325268466,8.625,15.649999999999999,False,False,False,False,False,False,0,1.0,1.0
segmented_full_message,quality_001,segmented_single_topic_fixed_tail40_unfiltered,sha256_public_test_string,recipe_long_specific,recipe,7,none,fixed_tail40,48,213,1,0.1784037558685446,0.023474178403755867,0.0,0.7981220657276995,0.7083333333333334,0.29166666666666663,-1.2766309353447112,-0.6327958002288874,2.2708333333333335,11.249999999999993,False,False,False,False,False,False,0,1.0,1.0
segmented_forced_prefix,quality_001,segmented_single_topic_fixed_tail40_unfiltered,sha256_public_test_string,recipe_long_specific,recipe,8,none,fixed_tail40,8,53,1,0.1320754716981132,0.0,0.0,0.8490566037735849,1.0,0.0,-5.392844924955354,-5.2577434712521445,10.75,15.299999999999999,False,False,False,False,False,False,0,1.0,1.0
segmented_full_message,quality_001,segmented_single_topic_fixed_tail40_unfiltered,sha256_public_test_string,recipe_long_specific,recipe,8,none,fixed_tail40,48,218,1,0.17889908256880735,0.027522935779816515,0.0,0.7844036697247706,0.75,0.25,-1.3915566100725958,-0.8274912058982995,2.625,13.0,False,False,False,False,False,False,0,1.0,1.0
segmented_forced_prefix,quality_002,segmented_single_topic_sentence_tail_unfiltered,sha256_public_test_string,recipe_long_specific,recipe,1,none,sentence_tail_min20_max60,8,20,1,0.05,0.15,0.0,0.8,1.0,0.0,-4.3343696657985324,-3.508399250885578,6.25,14.599999999999998,False,False,False,False,False,False,0,1.0,1.0
segmented_full_message,quality_002,segmented_single_topic_sentence_tail_unfiltered,sha256_public_test_string,recipe_long_specific,recipe,1,none,sentence_tail_min20_max60,48,193,2,0.16062176165803108,0.046632124352331605,0.0,0.7927461139896373,0.8125,0.1875,-1.2362570589104258,-0.7241550257220304,1.875,6.599999999999994,False,False,False,False,False,False,0,1.0,1.0
segmented_forced_prefix,quality_002,segmented_single_topic_sentence_tail_unfiltered,sha256_public_test_string,recipe_long_specific,recipe,2,none,sentence_tail_min20_max60,8,39,1,0.1282051282051282,0.0,0.0,0.8461538461538461,1.0,0.0,-4.762247698523064,-4.34568686678724,7.75,13.599999999999998,False,False,False,False,False,False,0,1.0,1.0
segmented_full_message,quality_002,segmented_single_topic_sentence_tail_unfiltered,sha256_public_test_string,recipe_long_specific,recipe,2,none,sentence_tail_min20_max60,58,256,1,0.1640625,0.03125,0.0,0.80078125,0.7931034482758621,0.2068965517241379,-1.2859016883162175,-0.8284058690745226,1.9310344827586208,9.299999999999997,False,False,False,False,False,False,0,1.0,1.0
segmented_forced_prefix,quality_002,segmented_single_topic_sentence_tail_unfiltered,sha256_public_test_string,recipe_long_specific,recipe,3,none,sentence_tail_min20_max60,8,48,1,0.14583333333333334,0.0,0.0,0.8541666666666666,1.0,0.0,-4.429262881928734,-4.182944655881462,9.25,15.0,False,False,False,False,False,False,0,1.0,1.0
segmented_full_message,quality_002,segmented_single_topic_sentence_tail_unfiltered,sha256_public_test_string,recipe_long_specific,recipe,3,none,sentence_tail_min20_max60,48,251,1,0.15139442231075698,0.027888446215139442,0.0,0.8207171314741036,0.7291666666666666,0.27083333333333337,-1.5415106732270285,-0.9045030257756057,2.375,13.299999999999997,False,False,False,False,False,False,0,1.0,1.0
segmented_forced_prefix,quality_002,segmented_single_topic_sentence_tail_unfiltered,sha256_public_test_string,recipe_long_specific,recipe,4,none,sentence_tail_min20_max60,8,33,1,0.18181818181818182,0.030303030303030304,0.0,0.7878787878787878,1.0,0.0,-4.453584200926432,-3.797579444313314,6.125,13.199999999999996,False,False,False,False,False,False,0,1.0,1.0
segmented_full_message,quality_002,segmented_single_topic_sentence_tail_unfiltered,sha256_public_test_string,recipe_long_specific,recipe,4,none,sentence_tail_min20_max60,42,187,1,0.1711229946524064,0.03208556149732621,0.0,0.7967914438502673,0.8095238095238095,0.19047619047619047,-1.2869142825294366,-0.6688753114829904,1.9761904761904763,6.0,False,False,False,False,False,False,0,1.0,1.0
segmented_forced_prefix,quality_002,segmented_single_topic_sentence_tail_unfiltered,sha256_public_test_string,recipe_long_specific,recipe,5,none,sentence_tail_min20_max60,8,39,3,0.15384615384615385,0.07692307692307693,0.0,0.7692307692307693,1.0,0.0,-5.390654834440214,-5.041218189492657,9.75,13.95,False,False,False,False,False,True,1,1.0,1.0
segmented_full_message,quality_002,segmented_single_topic_sentence_tail_unfiltered,sha256_public_test_string,recipe_long_specific,recipe,5,none,sentence_tail_min20_max60,49,228,3,0.17105263157894737,0.043859649122807015,0.0,0.7850877192982456,0.8367346938775511,0.16326530612244894,-1.4653592654784384,-0.8400486584544424,2.4285714285714284,11.0,False,False,False,False,False,True,1,1.0,1.0
segmented_forced_prefix,quality_002,segmented_single_topic_sentence_tail_unfiltered,sha256_public_test_string,recipe_long_specific,recipe,6,none,sentence_tail_min20_max60,8,44,1,0.11363636363636363,0.0,0.0,0.8636363636363636,1.0,0.0,-4.30739662587661,-4.318799696261706,9.25,13.649999999999999,False,False,False,False,False,False,0,1.0,1.0
segmented_full_message,quality_002,segmented_single_topic_sentence_tail_unfiltered,sha256_public_test_string,recipe_long_specific,recipe,6,none,sentence_tail_min20_max60,36,161,1,0.16149068322981366,0.018633540372670808,0.0,0.8074534161490683,0.8888888888888888,0.11111111111111116,-1.4664196886036873,-0.5991875731171667,2.8333333333333335,13.0,False,False,False,False,False,False,0,1.0,1.0
segmented_forced_prefix,quality_002,segmented_single_topic_sentence_tail_unfiltered,sha256_public_test_string,recipe_long_specific,recipe,7,none,sentence_tail_min20_max60,8,46,1,0.15217391304347827,0.0,0.0,0.8478260869565217,1.0,0.0,-4.960133595197018,-3.7899894325268466,8.625,15.649999999999999,False,False,False,False,False,False,0,1.0,1.0
segmented_full_message,quality_002,segmented_single_topic_sentence_tail_unfiltered,sha256_public_test_string,recipe_long_specific,recipe,7,none,sentence_tail_min20_max60,44,197,1,0.17258883248730963,0.025380710659898477,0.0,0.8020304568527918,0.7045454545454546,0.2954545454545454,-1.3525900968432576,-0.6696603382608615,2.3863636363636362,12.250000000000007,False,False,False,False,False,False,0,1.0,1.0
segmented_forced_prefix,quality_002,segmented_single_topic_sentence_tail_unfiltered,sha256_public_test_string,recipe_long_specific,recipe,8,none,sentence_tail_min20_max60,8,53,1,0.1320754716981132,0.0,0.0,0.8490566037735849,1.0,0.0,-5.392844924955354,-5.2577434712521445,10.75,15.299999999999999,False,False,False,False,False,False,0,1.0,1.0
segmented_full_message,quality_002,segmented_single_topic_sentence_tail_unfiltered,sha256_public_test_string,recipe_long_specific,recipe,8,none,sentence_tail_min20_max60,35,162,1,0.1728395061728395,0.030864197530864196,0.0,0.7839506172839507,0.8285714285714286,0.17142857142857137,-1.7379170452696693,-0.8916860064195014,3.2285714285714286,13.299999999999997,False,False,False,False,False,False,0,1.0,1.0
segmented_forced_prefix,quality_003,segmented_multi_topic_sentence_tail_unfiltered,sha256_public_test_string,recipe_long_specific,recipe,1,none,sentence_tail_min20_max60,8,20,1,0.05,0.15,0.0,0.8,1.0,0.0,-4.3343696657985324,-3.508399250885578,6.25,14.599999999999998,False,False,False,False,False,False,0,1.0,1.0
segmented_full_message,quality_003,segmented_multi_topic_sentence_tail_unfiltered,sha256_public_test_string,recipe_long_specific,recipe,1,none,sentence_tail_min20_max60,48,193,2,0.16062176165803108,0.046632124352331605,0.0,0.7927461139896373,0.8125,0.1875,-1.2362570589104258,-0.7241550257220304,1.875,6.599999999999994,False,False,False,False,False,False,0,1.0,1.0
segmented_forced_prefix,quality_003,segmented_multi_topic_sentence_tail_unfiltered,sha256_public_test_string,recipe_forum_exchange_specific,recipe_forum_exchange,2,none,sentence_tail_min20_max60,8,32,3,0.09375,0.3125,0.0,0.59375,1.0,0.0,-4.404262437357757,-4.011582681851354,7.75,13.599999999999998,False,True,False,False,False,False,1,1.0,1.0
segmented_full_message,quality_003,segmented_multi_topic_sentence_tail_unfiltered,sha256_public_test_string,recipe_forum_exchange_specific,recipe_forum_exchange,2,none,sentence_tail_min20_max60,50,218,3,0.14678899082568808,0.0963302752293578,0.0,0.7568807339449541,0.78,0.21999999999999997,-1.021820052503824,-0.4303245584588655,2.08,10.099999999999994,False,True,False,False,False,False,1,1.0,1.0
segmented_forced_prefix,quality_003,segmented_multi_topic_sentence_tail_unfiltered,sha256_public_test_string,recipe_blog,recipe,3,none,sentence_tail_min20_max60,8,30,1,0.1,0.2,0.0,0.7,1.0,0.0,-6.10626795603091,-6.386332138615591,9.25,15.0,False,False,False,False,False,False,0,1.0,1.0
segmented_full_message,quality_003,segmented_multi_topic_sentence_tail_unfiltered,sha256_public_test_string,recipe_blog,recipe,3,none,sentence_tail_min20_max60,41,155,3,0.18064516129032257,0.07741935483870968,0.0,0.7419354838709677,0.8780487804878049,0.12195121951219512,-1.3975435779623349,-0.18567102308264793,2.6097560975609757,14.0,False,False,False,False,False,False,0,1.0,1.0
segmented_forced_prefix,quality_003,segmented_multi_topic_sentence_tail_unfiltered,sha256_public_test_string,grocery_planning_note_specific,grocery_planning,4,none,sentence_tail_min20_max60,8,41,1,0.17073170731707318,0.0,0.0,0.8292682926829268,1.0,0.0,-5.211396224595333,-4.525744129535376,6.125,13.199999999999996,False,False,False,False,False,False,0,1.0,1.0
segmented_full_message,quality_003,segmented_multi_topic_sentence_tail_unfiltered,sha256_public_test_string,grocery_planning_note_specific,grocery_planning,4,none,sentence_tail_min20_max60,38,165,1,0.18181818181818182,0.03636363636363636,0.0,0.7818181818181819,0.868421052631579,0.13157894736842102,-1.5633173122986015,-0.7585038538753182,2.0789473684210527,6.299999999999997,False,False,False,False,False,False,0,1.0,1.0
segmented_forced_prefix,quality_003,segmented_multi_topic_sentence_tail_unfiltered,sha256_public_test_string,plant_care_note_specific,plant_care,5,none,sentence_tail_min20_max60,8,33,3,0.21212121212121213,0.030303030303030304,0.0,0.7575757575757576,1.0,0.0,-4.940561854270624,-4.806884516598259,9.75,13.95,False,False,False,False,False,False,0,1.0,1.0
segmented_full_message,quality_003,segmented_multi_topic_sentence_tail_unfiltered,sha256_public_test_string,plant_care_note_specific,plant_care,5,none,sentence_tail_min20_max60,33,135,3,0.2,0.037037037037037035,0.0,0.762962962962963,0.9393939393939394,0.06060606060606055,-1.6095574751477275,-0.9084830286069447,3.121212121212121,11.399999999999999,False,False,False,False,False,False,0,1.0,1.0
segmented_forced_prefix,quality_003,segmented_multi_topic_sentence_tail_unfiltered,sha256_public_test_string,recipe_long_specific,recipe,6,none,sentence_tail_min20_max60,8,44,1,0.11363636363636363,0.0,0.0,0.8636363636363636,1.0,0.0,-4.30739662587661,-4.318799696261706,9.25,13.649999999999999,False,False,False,False,False,False,0,1.0,1.0
segmented_full_message,quality_003,segmented_multi_topic_sentence_tail_unfiltered,sha256_public_test_string,recipe_long_specific,recipe,6,none,sentence_tail_min20_max60,36,161,1,0.16149068322981366,0.018633540372670808,0.0,0.8074534161490683,0.8888888888888888,0.11111111111111116,-1.4664196886036873,-0.5991875731171667,2.8333333333333335,13.0,False,False,False,False,False,False,0,1.0,1.0
segmented_forced_prefix,quality_003,segmented_multi_topic_sentence_tail_unfiltered,sha256_public_test_string,recipe_forum_exchange_specific,recipe_forum_exchange,7,none,sentence_tail_min20_max60,8,29,2,0.13793103448275862,0.10344827586206896,0.0,0.7586206896551724,1.0,0.0,-6.481398812858405,-6.069758435632163,8.625,15.649999999999999,False,True,False,False,False,False,1,1.0,1.0
segmented_full_message,quality_003,segmented_multi_topic_sentence_tail_unfiltered,sha256_public_test_string,recipe_forum_exchange_specific,recipe_forum_exchange,7,none,sentence_tail_min20_max60,35,135,2,0.1925925925925926,0.05925925925925926,0.0,0.7481481481481481,0.9714285714285714,0.02857142857142858,-1.9105365881118521,-0.6546529807498267,2.742857142857143,13.599999999999994,False,True,False,False,False,False,1,1.0,1.0
segmented_forced_prefix,quality_003,segmented_multi_topic_sentence_tail_unfiltered,sha256_public_test_string,recipe_blog,recipe,8,none,sentence_tail_min20_max60,8,41,1,0.14634146341463414,0.024390243902439025,0.0,0.8292682926829268,1.0,0.0,-5.428859776009953,-5.402283752250124,10.75,15.299999999999999,False,False,False,False,False,False,0,1.0,1.0
segmented_full_message,quality_003,segmented_multi_topic_sentence_tail_unfiltered,sha256_public_test_string,recipe_blog,recipe,8,none,sentence_tail_min20_max60,68,296,1,0.17567567567567569,0.02702702702702703,0.0,0.7972972972972973,0.7941176470588235,0.20588235294117652,-0.9530462331881069,-0.2668060878106431,2.1470588235294117,12.299999999999997,False,False,False,False,False,False,0,1.0,1.0
segmented_forced_prefix,quality_004,segmented_single_topic_sentence_tail_filtered,sha256_public_test_string,recipe_long_specific,recipe,1,safe_text_filter_v1,sentence_tail_min20_max60,8,20,1,0.05,0.15,0.0,0.8,1.0,0.0,-4.3343696657985324,-3.508399250885578,6.25,14.599999999999998,False,False,False,False,False,False,0,1.0,1.0
segmented_full_message,quality_004,segmented_single_topic_sentence_tail_filtered,sha256_public_test_string,recipe_long_specific,recipe,1,safe_text_filter_v1,sentence_tail_min20_max60,48,193,2,0.16062176165803108,0.046632124352331605,0.0,0.7927461139896373,0.8125,0.1875,-1.2362570589104258,-0.7241550257220304,1.875,6.599999999999994,False,False,False,False,False,False,0,1.0,1.0
segmented_forced_prefix,quality_004,segmented_single_topic_sentence_tail_filtered,sha256_public_test_string,recipe_long_specific,recipe,2,safe_text_filter_v1,sentence_tail_min20_max60,8,39,1,0.1282051282051282,0.0,0.0,0.8461538461538461,1.0,0.0,-4.762247698523064,-4.34568686678724,7.75,13.599999999999998,False,False,False,False,False,False,0,1.0,1.0
segmented_full_message,quality_004,segmented_single_topic_sentence_tail_filtered,sha256_public_test_string,recipe_long_specific,recipe,2,safe_text_filter_v1,sentence_tail_min20_max60,58,256,1,0.1640625,0.03125,0.0,0.80078125,0.7931034482758621,0.2068965517241379,-1.2859016883162175,-0.8284058690745226,1.9310344827586208,9.299999999999997,False,False,False,False,False,False,0,1.0,1.0
segmented_forced_prefix,quality_004,segmented_single_topic_sentence_tail_filtered,sha256_public_test_string,recipe_long_specific,recipe,3,safe_text_filter_v1,sentence_tail_min20_max60,8,48,1,0.14583333333333334,0.0,0.0,0.8541666666666666,1.0,0.0,-4.429262881928734,-4.182944655881462,9.25,15.0,False,False,False,False,False,False,0,1.0,1.0
segmented_full_message,quality_004,segmented_single_topic_sentence_tail_filtered,sha256_public_test_string,recipe_long_specific,recipe,3,safe_text_filter_v1,sentence_tail_min20_max60,48,251,1,0.15139442231075698,0.027888446215139442,0.0,0.8207171314741036,0.7291666666666666,0.27083333333333337,-1.5415106732270285,-0.9045030257756057,2.375,13.299999999999997,False,False,False,False,False,False,0,1.0,1.0
segmented_forced_prefix,quality_004,segmented_single_topic_sentence_tail_filtered,sha256_public_test_string,recipe_long_specific,recipe,4,safe_text_filter_v1,sentence_tail_min20_max60,8,33,1,0.18181818181818182,0.030303030303030304,0.0,0.7878787878787878,1.0,0.0,-4.453584200926432,-3.797579444313314,6.125,13.199999999999996,False,False,False,False,False,False,0,1.0,1.0
segmented_full_message,quality_004,segmented_single_topic_sentence_tail_filtered,sha256_public_test_string,recipe_long_specific,recipe,4,safe_text_filter_v1,sentence_tail_min20_max60,42,187,1,0.1711229946524064,0.03208556149732621,0.0,0.7967914438502673,0.8095238095238095,0.19047619047619047,-1.2869142825294366,-0.6688753114829904,1.9761904761904763,6.0,False,False,False,False,False,False,0,1.0,1.0
segmented_forced_prefix,quality_004,segmented_single_topic_sentence_tail_filtered,sha256_public_test_string,recipe_long_specific,recipe,5,safe_text_filter_v1,sentence_tail_min20_max60,8,34,1,0.14705882352941177,0.058823529411764705,0.0,0.7941176470588235,1.0,0.0,-4.671435010782935,-4.582160350251266,9.75,13.95,False,False,False,False,False,False,0,1.0,1.0
segmented_full_message,quality_004,segmented_single_topic_sentence_tail_filtered,sha256_public_test_string,recipe_long_specific,recipe,5,safe_text_filter_v1,sentence_tail_min20_max60,31,131,1,0.183206106870229,0.04580152671755725,0.0,0.7709923664122137,0.8709677419354839,0.12903225806451613,-1.6191441371932689,-0.6636033711112503,3.2580645161290325,11.5,False,False,False,False,False,False,0,1.0,1.0
segmented_forced_prefix,quality_004,segmented_single_topic_sentence_tail_filtered,sha256_public_test_string,recipe_long_specific,recipe,6,safe_text_filter_v1,sentence_tail_min20_max60,8,37,1,0.10810810810810811,0.02702702702702703,0.0,0.8378378378378378,1.0,0.0,-4.458789463226844,-4.323704369194262,9.25,13.649999999999999,False,False,False,False,False,False,0,1.0,1.0
segmented_full_message,quality_004,segmented_single_topic_sentence_tail_filtered,sha256_public_test_string,recipe_long_specific,recipe,6,safe_text_filter_v1,sentence_tail_min20_max60,34,147,1,0.1292517006802721,0.04081632653061224,0.0,0.8163265306122449,0.9117647058823529,0.08823529411764708,-1.7463150578031583,-1.2507197316722571,2.9411764705882355,13.0,False,False,False,False,False,False,0,1.0,1.0
segmented_forced_prefix,quality_004,segmented_single_topic_sentence_tail_filtered,sha256_public_test_string,recipe_long_specific,recipe,7,safe_text_filter_v1,sentence_tail_min20_max60,8,47,1,0.14893617021276595,0.0,0.0,0.851063829787234,1.0,0.0,-5.673534320237441,-5.663070530111996,8.625,15.649999999999999,False,False,False,False,False,False,0,1.0,1.0
segmented_full_message,quality_004,segmented_single_topic_sentence_tail_filtered,sha256_public_test_string,recipe_long_specific,recipe,7,safe_text_filter_v1,sentence_tail_min20_max60,30,143,1,0.16083916083916083,0.027972027972027972,0.0,0.8111888111888111,0.9333333333333333,0.06666666666666665,-2.2169870816634023,-1.53285234093806,3.033333333333333,14.099999999999994,False,False,False,False,False,False,0,1.0,1.0
segmented_forced_prefix,quality_004,segmented_single_topic_sentence_tail_filtered,sha256_public_test_string,recipe_long_specific,recipe,8,safe_text_filter_v1,sentence_tail_min20_max60,8,53,1,0.1320754716981132,0.0,0.0,0.8490566037735849,1.0,0.0,-5.392844924955354,-5.2577434712521445,10.75,15.299999999999999,False,False,False,False,False,False,0,1.0,1.0
segmented_full_message,quality_004,segmented_single_topic_sentence_tail_filtered,sha256_public_test_string,recipe_long_specific,recipe,8,safe_text_filter_v1,sentence_tail_min20_max60,35,162,1,0.1728395061728395,0.030864197530864196,0.0,0.7839506172839507,0.8285714285714286,0.17142857142857137,-1.7379170452696693,-0.8916860064195014,3.2285714285714286,13.299999999999997,False,False,False,False,False,False,0,1.0,1.0
