source_type,trial_id,condition_name,payload_name,prompt_name,prompt_family,segment_index,token_count,character_count,line_count,whitespace_fraction,punctuation_fraction,digit_fraction,alphabetic_fraction,unique_token_fraction,repeated_token_fraction,mean_token_log_probability,median_token_log_probability,mean_generated_rank,p95_generated_rank,fraction_rank_le_16,fraction_rank_le_64
segmented_protocol_message,segmented_004,segmented_single_topic_tail40,sha256_public_test_string,recipe_long_specific,recipe,8,48,218,1,0.17889908256880735,0.027522935779816515,0.0,0.7844036697247706,0.75,0.25,-1.3915566100725958,-0.8274912058982995,2.625,13.0,1.0,1.0
segmented_protocol_message,segmented_005,segmented_multi_topic_tail40,sha256_public_test_string,recipe_long_specific,recipe,1,48,193,2,0.16062176165803108,0.046632124352331605,0.0,0.7927461139896373,0.8125,0.1875,-1.2362570589104258,-0.7241550257220304,1.875,6.599999999999994,1.0,1.0
segmented_protocol_message,segmented_005,segmented_multi_topic_tail40,sha256_public_test_string,recipe_forum_exchange_specific,recipe_forum_exchange,2,48,210,3,0.14761904761904762,0.09523809523809523,0.0,0.7571428571428571,0.7916666666666666,0.20833333333333337,-1.0585225313554292,-0.4412453587813072,2.125,10.299999999999997,1.0,1.0
segmented_protocol_message,segmented_005,segmented_multi_topic_tail40,sha256_public_test_string,car_buying_dialogue_specific,car_buying_dialogue,3,48,186,5,0.1935483870967742,0.06451612903225806,0.0,0.7419354838709677,0.875,0.125,-1.1613896889768696,-0.41656868098274735,2.375,13.299999999999997,1.0,1.0
segmented_protocol_message,segmented_005,segmented_multi_topic_tail40,sha256_public_test_string,recipe_blog,recipe,4,48,214,1,0.18691588785046728,0.014018691588785047,0.0,0.7990654205607477,0.875,0.125,-1.101809708512263,-0.37538795411784953,1.8541666666666667,6.0,1.0,1.0
segmented_protocol_message,segmented_005,segmented_multi_topic_tail40,sha256_public_test_string,recipe_long_specific,recipe,5,48,227,3,0.17180616740088106,0.039647577092511016,0.0,0.788546255506608,0.8541666666666666,0.14583333333333337,-1.4957177000928759,-0.8423691290908533,2.4583333333333335,11.0,1.0,1.0
segmented_protocol_message,segmented_005,segmented_multi_topic_tail40,sha256_public_test_string,recipe_forum_exchange_specific,recipe_forum_exchange,6,48,222,2,0.16216216216216217,0.036036036036036036,0.0,0.8018018018018018,0.8125,0.1875,-1.2202415820083605,-0.4936568406380868,2.375,11.599999999999994,1.0,1.0
segmented_protocol_message,segmented_005,segmented_multi_topic_tail40,sha256_public_test_string,car_buying_dialogue_specific,car_buying_dialogue,7,48,187,5,0.18716577540106952,0.11229946524064172,0.0106951871657754,0.6898395721925134,0.8958333333333334,0.10416666666666663,-1.3826948888631545,-0.7686102640491974,2.2708333333333335,11.249999999999993,1.0,1.0
segmented_protocol_message,segmented_005,segmented_multi_topic_tail40,sha256_public_test_string,recipe_blog,recipe,8,48,214,1,0.16822429906542055,0.02336448598130841,0.0,0.8084112149532711,0.9166666666666666,0.08333333333333337,-1.2035510200303563,-0.3121247116946133,2.625,13.0,1.0,1.0
segmented_protocol_message,segmented_006,single_long_recipe_no_tail,random_128_bit_hex,recipe_long_specific,recipe,1,32,158,1,0.1518987341772152,0.02531645569620253,0.0,0.8164556962025317,0.96875,0.03125,-4.345224120250197,-4.088396570701132,7.25,15.0,1.0,1.0
segmented_protocol_message,segmented_007,single_long_recipe_tail40,random_128_bit_hex,recipe_long_specific,recipe,1,72,330,1,0.1696969696969697,0.030303030303030304,0.0,0.796969696969697,0.8333333333333334,0.16666666666666663,-2.535529303234733,-1.78641821781493,3.7777777777777777,15.0,1.0,1.0
segmented_protocol_message,segmented_008,segmented_single_topic_no_tail,random_128_bit_hex,recipe_long_specific,recipe,1,8,44,1,0.13636363636363635,0.06818181818181818,0.0,0.7954545454545454,1.0,0.0,-5.064991121558935,-5.067582341795838,8.5,13.95,1.0,1.0
segmented_protocol_message,segmented_008,segmented_single_topic_no_tail,random_128_bit_hex,recipe_long_specific,recipe,2,8,33,1,0.15151515151515152,0.030303030303030304,0.0,0.8181818181818182,1.0,0.0,-4.80272000322603,-2.963401016637201,5.875,14.599999999999998,1.0,1.0
segmented_protocol_message,segmented_008,segmented_single_topic_no_tail,random_128_bit_hex,recipe_long_specific,recipe,3,8,38,1,0.15789473684210525,0.02631578947368421,0.0,0.8157894736842105,1.0,0.0,-4.527023892308614,-4.827687549552337,8.5,15.0,1.0,1.0
segmented_protocol_message,segmented_008,segmented_single_topic_no_tail,random_128_bit_hex,recipe_long_specific,recipe,4,8,31,3,0.22580645161290322,0.12903225806451613,0.0,0.6451612903225806,1.0,0.0,-4.042568372063981,-3.8029562282094975,6.125,13.249999999999996,1.0,1.0
segmented_protocol_message,segmented_009,segmented_single_topic_tail40,random_128_bit_hex,recipe_long_specific,recipe,1,48,223,1,0.17040358744394618,0.03587443946188341,0.0,0.7937219730941704,0.7291666666666666,0.27083333333333337,-1.2237828231973886,-0.5280079908855466,2.25,9.599999999999994,1.0,1.0
segmented_protocol_message,segmented_009,segmented_single_topic_tail40,random_128_bit_hex,recipe_long_specific,recipe,2,48,209,1,0.1722488038277512,0.0430622009569378,0.0,0.784688995215311,0.8333333333333334,0.16666666666666663,-1.397032274384136,-0.6889785443483571,1.8125,4.649999999999999,1.0,1.0
segmented_protocol_message,segmented_009,segmented_single_topic_tail40,random_128_bit_hex,recipe_long_specific,recipe,3,48,229,1,0.16593886462882096,0.03056768558951965,0.0,0.8034934497816594,0.875,0.125,-1.346551211704471,-0.734289979018822,2.25,12.649999999999999,1.0,1.0
segmented_protocol_message,segmented_009,segmented_single_topic_tail40,random_128_bit_hex,recipe_long_specific,recipe,4,48,209,3,0.1722488038277512,0.04784688995215311,0.0,0.7799043062200957,0.8333333333333334,0.16666666666666663,-1.0566000638224058,-0.4946258397619445,1.8541666666666667,7.249999999999993,1.0,1.0
segmented_protocol_message,segmented_010,segmented_multi_topic_tail40,random_128_bit_hex,recipe_long_specific,recipe,1,48,223,1,0.17040358744394618,0.03587443946188341,0.0,0.7937219730941704,0.7291666666666666,0.27083333333333337,-1.2237828231973886,-0.5280079908855466,2.25,9.599999999999994,1.0,1.0
segmented_protocol_message,segmented_010,segmented_multi_topic_tail40,random_128_bit_hex,recipe_forum_exchange_specific,recipe_forum_exchange,2,48,190,1,0.18947368421052632,0.05263157894736842,0.0,0.7578947368421053,0.8541666666666666,0.14583333333333337,-0.9882410212399538,-0.2984068321136242,1.8125,4.649999999999999,1.0,1.0
segmented_protocol_message,segmented_010,segmented_multi_topic_tail40,random_128_bit_hex,car_buying_dialogue_specific,car_buying_dialogue,3,48,185,2,0.1837837837837838,0.05945945945945946,0.010810810810810811,0.745945945945946,0.7916666666666666,0.20833333333333337,-1.3632216758233209,-0.6310610655948317,2.25,12.649999999999999,1.0,1.0
segmented_protocol_message,segmented_010,segmented_multi_topic_tail40,random_128_bit_hex,recipe_blog,recipe,4,48,217,1,0.17511520737327188,0.03686635944700461,0.0,0.7880184331797235,0.875,0.125,-1.3568769780499796,-0.501489209934233,1.8541666666666667,7.249999999999993,1.0,1.0
