split_id,regime,held_out_value,detector_name,requested_kind,implementation_kind,n_test_rows,n_payload_groups,positive_rows,negative_rows,analysis_unit,confidence_level,metric,estimate,ci_low,ci_high,bootstrap_resamples_requested,bootstrap_resamples_valid,evidence_status,metric_source,decision_threshold,false_positive_rate_constraint,higher_is_better
held_out_template:casual_hobby_chat,held_out_template,casual_hobby_chat,published_textcnn_equivalent,text_cnn,text_cnn,880,80,440,440,payload_group_id,0.95,specificity,0.875,0.8441802964477383,0.9065217391304348,2000,2000,confirmatory_frozen_upstream,frozen_upstream_payload_group_bootstrap,0.5,,True
held_out_template:casual_hobby_chat,held_out_template,casual_hobby_chat,published_textcnn_equivalent,text_cnn,text_cnn,880,80,440,440,payload_group_id,0.95,tpr_at_fpr_0.01,0.8318181818181818,0.7239978260869565,0.8864259259259258,2000,2000,supplementary_exploratory_post_freeze,recomputed_payload_group_bootstrap,,0.01,True
held_out_template:casual_hobby_chat,held_out_template,casual_hobby_chat,published_textcnn_equivalent,text_cnn,text_cnn,880,80,440,440,payload_group_id,0.95,tpr_at_fpr_0.05,0.8863636363636364,0.8370153664302601,0.9392426397383018,2000,2000,supplementary_exploratory_post_freeze,recomputed_payload_group_bootstrap,,0.05,True
held_out_template:casual_neighborhood_chat,held_out_template,casual_neighborhood_chat,deberta_v3_base_classifier,pretrained_transformer,pretrained_transformer,880,80,440,440,payload_group_id,0.95,balanced_accuracy,0.9761363636363636,0.963330459770115,0.9873599137931034,2000,2000,confirmatory_frozen_upstream,frozen_upstream_payload_group_bootstrap,0.5,,True
held_out_template:casual_neighborhood_chat,held_out_template,casual_neighborhood_chat,deberta_v3_base_classifier,pretrained_transformer,pretrained_transformer,880,80,440,440,payload_group_id,0.95,brier_score,0.01947868921171602,0.00983248231327102,0.0307607418246082,2000,2000,supplementary_exploratory_post_freeze,recomputed_payload_group_bootstrap,,,False
held_out_template:casual_neighborhood_chat,held_out_template,casual_neighborhood_chat,deberta_v3_base_classifier,pretrained_transformer,pretrained_transformer,880,80,440,440,payload_group_id,0.95,f1,0.9756662804171494,0.9621480509540212,0.9872155136132604,2000,2000,confirmatory_frozen_upstream,frozen_upstream_payload_group_bootstrap,0.5,,True
held_out_template:casual_neighborhood_chat,held_out_template,casual_neighborhood_chat,deberta_v3_base_classifier,pretrained_transformer,pretrained_transformer,880,80,440,440,payload_group_id,0.95,pr_auc,0.999255058668972,0.9983302813718185,0.999878091250778,2000,2000,confirmatory_frozen_upstream,frozen_upstream_payload_group_bootstrap,,,True
held_out_template:casual_neighborhood_chat,held_out_template,casual_neighborhood_chat,deberta_v3_base_classifier,pretrained_transformer,pretrained_transformer,880,80,440,440,payload_group_id,0.95,precision,0.9952718676122931,0.987950348609936,1.0,2000,2000,supplementary_exploratory_post_freeze,recomputed_payload_group_bootstrap,0.5,,True
held_out_template:casual_neighborhood_chat,held_out_template,casual_neighborhood_chat,deberta_v3_base_classifier,pretrained_transformer,pretrained_transformer,880,80,440,440,payload_group_id,0.95,recall,0.9568181818181818,0.9318668831168831,0.9790697674418604,2000,2000,confirmatory_frozen_upstream,frozen_upstream_payload_group_bootstrap,0.5,,True
held_out_template:casual_neighborhood_chat,held_out_template,casual_neighborhood_chat,deberta_v3_base_classifier,pretrained_transformer,pretrained_transformer,880,80,440,440,payload_group_id,0.95,roc_auc,0.9992303719008264,0.9982625931069308,0.9998783031668182,2000,2000,confirmatory_frozen_upstream,frozen_upstream_payload_group_bootstrap,,,True
held_out_template:casual_neighborhood_chat,held_out_template,casual_neighborhood_chat,deberta_v3_base_classifier,pretrained_transformer,pretrained_transformer,880,80,440,440,payload_group_id,0.95,specificity,0.9954545454545456,0.9885057471264368,1.0,2000,2000,confirmatory_frozen_upstream,frozen_upstream_payload_group_bootstrap,0.5,,True
held_out_template:casual_neighborhood_chat,held_out_template,casual_neighborhood_chat,deberta_v3_base_classifier,pretrained_transformer,pretrained_transformer,880,80,440,440,payload_group_id,0.95,tpr_at_fpr_0.01,0.9863636363636363,0.9473655292076344,1.0,2000,2000,supplementary_exploratory_post_freeze,recomputed_payload_group_bootstrap,,0.01,True
held_out_template:casual_neighborhood_chat,held_out_template,casual_neighborhood_chat,deberta_v3_base_classifier,pretrained_transformer,pretrained_transformer,880,80,440,440,payload_group_id,0.95,tpr_at_fpr_0.05,0.9954545454545455,0.9858823529411764,1.0,2000,2000,supplementary_exploratory_post_freeze,recomputed_payload_group_bootstrap,,0.05,True
held_out_template:casual_neighborhood_chat,held_out_template,casual_neighborhood_chat,published_textcnn_equivalent,text_cnn,text_cnn,880,80,440,440,payload_group_id,0.95,balanced_accuracy,0.8602272727272727,0.8367816091954023,0.8865185667306111,2000,2000,confirmatory_frozen_upstream,frozen_upstream_payload_group_bootstrap,0.5,,True
held_out_template:casual_neighborhood_chat,held_out_template,casual_neighborhood_chat,published_textcnn_equivalent,text_cnn,text_cnn,880,80,440,440,payload_group_id,0.95,brier_score,0.11640608437077019,0.0939806203386454,0.13971338274059153,2000,2000,supplementary_exploratory_post_freeze,recomputed_payload_group_bootstrap,,,False
held_out_template:casual_neighborhood_chat,held_out_template,casual_neighborhood_chat,published_textcnn_equivalent,text_cnn,text_cnn,880,80,440,440,payload_group_id,0.95,f1,0.8751269035532995,0.8558132915581836,0.896842105263158,2000,2000,confirmatory_frozen_upstream,frozen_upstream_payload_group_bootstrap,0.5,,True
held_out_template:casual_neighborhood_chat,held_out_template,casual_neighborhood_chat,published_textcnn_equivalent,text_cnn,text_cnn,880,80,440,440,payload_group_id,0.95,pr_auc,0.9640179800593832,0.9459858465268648,0.980594206249059,2000,2000,confirmatory_frozen_upstream,frozen_upstream_payload_group_bootstrap,,,True
held_out_template:casual_neighborhood_chat,held_out_template,casual_neighborhood_chat,published_textcnn_equivalent,text_cnn,text_cnn,880,80,440,440,payload_group_id,0.95,precision,0.7908256880733945,0.7592478482003131,0.8245977212270187,2000,2000,supplementary_exploratory_post_freeze,recomputed_payload_group_bootstrap,0.5,,True
held_out_template:casual_neighborhood_chat,held_out_template,casual_neighborhood_chat,published_textcnn_equivalent,text_cnn,text_cnn,880,80,440,440,payload_group_id,0.95,recall,0.9795454545454544,0.9651092512139025,0.9926829268292684,2000,2000,confirmatory_frozen_upstream,frozen_upstream_payload_group_bootstrap,0.5,,True
held_out_template:casual_neighborhood_chat,held_out_template,casual_neighborhood_chat,published_textcnn_equivalent,text_cnn,text_cnn,880,80,440,440,payload_group_id,0.95,roc_auc,0.9706998966942147,0.9580560438074636,0.9821997664280148,2000,2000,confirmatory_frozen_upstream,frozen_upstream_payload_group_bootstrap,,,True
held_out_template:casual_neighborhood_chat,held_out_template,casual_neighborhood_chat,published_textcnn_equivalent,text_cnn,text_cnn,880,80,440,440,payload_group_id,0.95,specificity,0.740909090909091,0.6952166934189405,0.791491601343785,2000,2000,confirmatory_frozen_upstream,frozen_upstream_payload_group_bootstrap,0.5,,True
held_out_template:casual_neighborhood_chat,held_out_template,casual_neighborhood_chat,published_textcnn_equivalent,text_cnn,text_cnn,880,80,440,440,payload_group_id,0.95,tpr_at_fpr_0.01,0.5295454545454545,0.0,0.759561797752809,2000,2000,supplementary_exploratory_post_freeze,recomputed_payload_group_bootstrap,,0.01,True
held_out_template:casual_neighborhood_chat,held_out_template,casual_neighborhood_chat,published_textcnn_equivalent,text_cnn,text_cnn,880,80,440,440,payload_group_id,0.95,tpr_at_fpr_0.05,0.8545454545454545,0.789247311827957,0.9227272727272727,2000,2000,supplementary_exploratory_post_freeze,recomputed_payload_group_bootstrap,,0.05,True
held_out_template:casual_weekend_chat,held_out_template,casual_weekend_chat,deberta_v3_base_classifier,pretrained_transformer,pretrained_transformer,880,80,440,440,payload_group_id,0.95,balanced_accuracy,0.9897727272727272,0.9824742268041238,0.9956521739130436,2000,2000,confirmatory_frozen_upstream,frozen_upstream_payload_group_bootstrap,0.5,,True
held_out_template:casual_weekend_chat,held_out_template,casual_weekend_chat,deberta_v3_base_classifier,pretrained_transformer,pretrained_transformer,880,80,440,440,payload_group_id,0.95,brier_score,0.008167134949092035,0.0033760195291915743,0.01425683825748841,2000,2000,supplementary_exploratory_post_freeze,recomputed_payload_group_bootstrap,,,False
held_out_template:casual_weekend_chat,held_out_template,casual_weekend_chat,deberta_v3_base_classifier,pretrained_transformer,pretrained_transformer,880,80,440,440,payload_group_id,0.95,f1,0.9896907216494846,0.9822887314705496,0.9956427015250544,2000,2000,confirmatory_frozen_upstream,frozen_upstream_payload_group_bootstrap,0.5,,True
held_out_template:casual_weekend_chat,held_out_template,casual_weekend_chat,deberta_v3_base_classifier,pretrained_transformer,pretrained_transformer,880,80,440,440,payload_group_id,0.95,pr_auc,0.999896497111289,0.9996967460134786,1.0,2000,2000,confirmatory_frozen_upstream,frozen_upstream_payload_group_bootstrap,,,True
held_out_template:casual_weekend_chat,held_out_template,casual_weekend_chat,deberta_v3_base_classifier,pretrained_transformer,pretrained_transformer,880,80,440,440,payload_group_id,0.95,precision,0.9976905311778291,0.9928225362293898,1.0,2000,2000,supplementary_exploratory_post_freeze,recomputed_payload_group_bootstrap,0.5,,True
held_out_template:casual_weekend_chat,held_out_template,casual_weekend_chat,deberta_v3_base_classifier,pretrained_transformer,pretrained_transformer,880,80,440,440,payload_group_id,0.95,recall,0.9818181818181818,0.9674418604651164,0.9931818181818182,2000,2000,confirmatory_frozen_upstream,frozen_upstream_payload_group_bootstrap,0.5,,True
held_out_template:casual_weekend_chat,held_out_template,casual_weekend_chat,deberta_v3_base_classifier,pretrained_transformer,pretrained_transformer,880,80,440,440,payload_group_id,0.95,roc_auc,0.999896694214876,0.999696928433715,1.0,2000,2000,confirmatory_frozen_upstream,frozen_upstream_payload_group_bootstrap,,,True
held_out_template:casual_weekend_chat,held_out_template,casual_weekend_chat,deberta_v3_base_classifier,pretrained_transformer,pretrained_transformer,880,80,440,440,payload_group_id,0.95,specificity,0.9977272727272728,0.9929411764705882,1.0,2000,2000,confirmatory_frozen_upstream,frozen_upstream_payload_group_bootstrap,0.5,,True
held_out_template:casual_weekend_chat,held_out_template,casual_weekend_chat,deberta_v3_base_classifier,pretrained_transformer,pretrained_transformer,880,80,440,440,payload_group_id,0.95,tpr_at_fpr_0.01,1.0,0.9851063829787234,1.0,2000,2000,supplementary_exploratory_post_freeze,recomputed_payload_group_bootstrap,,0.01,True
held_out_template:casual_weekend_chat,held_out_template,casual_weekend_chat,deberta_v3_base_classifier,pretrained_transformer,pretrained_transformer,880,80,440,440,payload_group_id,0.95,tpr_at_fpr_0.05,1.0,1.0,1.0,2000,2000,supplementary_exploratory_post_freeze,recomputed_payload_group_bootstrap,,0.05,True
held_out_template:casual_weekend_chat,held_out_template,casual_weekend_chat,published_textcnn_equivalent,text_cnn,text_cnn,880,80,440,440,payload_group_id,0.95,balanced_accuracy,0.7943181818181818,0.7639455602536999,0.8263752052545156,2000,2000,confirmatory_frozen_upstream,frozen_upstream_payload_group_bootstrap,0.5,,True
held_out_template:casual_weekend_chat,held_out_template,casual_weekend_chat,published_textcnn_equivalent,text_cnn,text_cnn,880,80,440,440,payload_group_id,0.95,brier_score,0.17932967047387435,0.15119986715931932,0.20871274955501629,2000,2000,supplementary_exploratory_post_freeze,recomputed_payload_group_bootstrap,,,False
held_out_template:casual_weekend_chat,held_out_template,casual_weekend_chat,published_textcnn_equivalent,text_cnn,text_cnn,880,80,440,440,payload_group_id,0.95,f1,0.8267942583732057,0.8055540873854827,0.8500011938872971,2000,2000,confirmatory_frozen_upstream,frozen_upstream_payload_group_bootstrap,0.5,,True
held_out_template:casual_weekend_chat,held_out_template,casual_weekend_chat,published_textcnn_equivalent,text_cnn,text_cnn,880,80,440,440,payload_group_id,0.95,pr_auc,0.95696905919746,0.938708806348718,0.9729149255384718,2000,2000,confirmatory_frozen_upstream,frozen_upstream_payload_group_bootstrap,,,True
held_out_template:casual_weekend_chat,held_out_template,casual_weekend_chat,published_textcnn_equivalent,text_cnn,text_cnn,880,80,440,440,payload_group_id,0.95,precision,0.7140495867768595,0.6814130512986545,0.748673256545145,2000,2000,supplementary_exploratory_post_freeze,recomputed_payload_group_bootstrap,0.5,,True
held_out_template:casual_weekend_chat,held_out_template,casual_weekend_chat,published_textcnn_equivalent,text_cnn,text_cnn,880,80,440,440,payload_group_id,0.95,recall,0.9818181818181818,0.9698893473368342,0.9928571428571428,2000,2000,confirmatory_frozen_upstream,frozen_upstream_payload_group_bootstrap,0.5,,True
held_out_template:casual_weekend_chat,held_out_template,casual_weekend_chat,published_textcnn_equivalent,text_cnn,text_cnn,880,80,440,440,payload_group_id,0.95,roc_auc,0.957735020661157,0.9416160930278108,0.9725303422007604,2000,2000,confirmatory_frozen_upstream,frozen_upstream_payload_group_bootstrap,,,True
held_out_template:casual_weekend_chat,held_out_template,casual_weekend_chat,published_textcnn_equivalent,text_cnn,text_cnn,880,80,440,440,payload_group_id,0.95,specificity,0.6068181818181818,0.546338840807763,0.671268472906404,2000,2000,confirmatory_frozen_upstream,frozen_upstream_payload_group_bootstrap,0.5,,True
held_out_template:casual_weekend_chat,held_out_template,casual_weekend_chat,published_textcnn_equivalent,text_cnn,text_cnn,880,80,440,440,payload_group_id,0.95,tpr_at_fpr_0.01,0.5590909090909091,0.0,0.7489016064257028,2000,2000,supplementary_exploratory_post_freeze,recomputed_payload_group_bootstrap,,0.01,True
held_out_template:casual_weekend_chat,held_out_template,casual_weekend_chat,published_textcnn_equivalent,text_cnn,text_cnn,880,80,440,440,payload_group_id,0.95,tpr_at_fpr_0.05,0.8,0.7434708498023715,0.8584406511091904,2000,2000,supplementary_exploratory_post_freeze,recomputed_payload_group_bootstrap,,0.05,True
held_out_template:explain_biological_process,held_out_template,explain_biological_process,deberta_v3_base_classifier,pretrained_transformer,pretrained_transformer,880,80,440,440,payload_group_id,0.95,balanced_accuracy,0.9897727272727272,0.9813953488372094,0.9965527037617554,2000,2000,confirmatory_frozen_upstream,frozen_upstream_payload_group_bootstrap,0.5,,True
held_out_template:explain_biological_process,held_out_template,explain_biological_process,deberta_v3_base_classifier,pretrained_transformer,pretrained_transformer,880,80,440,440,payload_group_id,0.95,brier_score,0.008354665173298227,0.0027562397380191664,0.015226843742054161,2000,2000,supplementary_exploratory_post_freeze,recomputed_payload_group_bootstrap,,,False
held_out_template:explain_biological_process,held_out_template,explain_biological_process,deberta_v3_base_classifier,pretrained_transformer,pretrained_transformer,880,80,440,440,payload_group_id,0.95,f1,0.9896907216494846,0.9811728201592178,0.9965407787637156,2000,2000,confirmatory_frozen_upstream,frozen_upstream_payload_group_bootstrap,0.5,,True
held_out_template:explain_biological_process,held_out_template,explain_biological_process,deberta_v3_base_classifier,pretrained_transformer,pretrained_transformer,880,80,440,440,payload_group_id,0.95,pr_auc,0.9997262407303564,0.9991376953952674,1.0,2000,2000,confirmatory_frozen_upstream,frozen_upstream_payload_group_bootstrap,,,True
held_out_template:explain_biological_process,held_out_template,explain_biological_process,deberta_v3_base_classifier,pretrained_transformer,pretrained_transformer,880,80,440,440,payload_group_id,0.95,precision,0.9976905311778291,0.9928225362293898,1.0,2000,2000,supplementary_exploratory_post_freeze,recomputed_payload_group_bootstrap,0.5,,True
held_out_template:explain_biological_process,held_out_template,explain_biological_process,deberta_v3_base_classifier,pretrained_transformer,pretrained_transformer,880,80,440,440,payload_group_id,0.95,recall,0.9818181818181818,0.9655151128139634,0.9953488372093025,2000,2000,confirmatory_frozen_upstream,frozen_upstream_payload_group_bootstrap,0.5,,True
held_out_template:explain_biological_process,held_out_template,explain_biological_process,deberta_v3_base_classifier,pretrained_transformer,pretrained_transformer,880,80,440,440,payload_group_id,0.95,roc_auc,0.9997210743801652,0.999112168053904,1.0,2000,2000,confirmatory_frozen_upstream,frozen_upstream_payload_group_bootstrap,,,True
held_out_template:explain_biological_process,held_out_template,explain_biological_process,deberta_v3_base_classifier,pretrained_transformer,pretrained_transformer,880,80,440,440,payload_group_id,0.95,specificity,0.9977272727272728,0.9926829268292684,1.0,2000,2000,confirmatory_frozen_upstream,frozen_upstream_payload_group_bootstrap,0.5,,True
held_out_template:explain_biological_process,held_out_template,explain_biological_process,deberta_v3_base_classifier,pretrained_transformer,pretrained_transformer,880,80,440,440,payload_group_id,0.95,tpr_at_fpr_0.01,0.9954545454545455,0.9816091954022989,1.0,2000,2000,supplementary_exploratory_post_freeze,recomputed_payload_group_bootstrap,,0.01,True
held_out_template:explain_biological_process,held_out_template,explain_biological_process,deberta_v3_base_classifier,pretrained_transformer,pretrained_transformer,880,80,440,440,payload_group_id,0.95,tpr_at_fpr_0.05,1.0,0.9912087912087912,1.0,2000,2000,supplementary_exploratory_post_freeze,recomputed_payload_group_bootstrap,,0.05,True
held_out_template:explain_biological_process,held_out_template,explain_biological_process,published_textcnn_equivalent,text_cnn,text_cnn,880,80,440,440,payload_group_id,0.95,balanced_accuracy,0.5659090909090909,0.5463391768292684,0.5872129778134189,2000,2000,confirmatory_frozen_upstream,frozen_upstream_payload_group_bootstrap,0.5,,True
held_out_template:explain_biological_process,held_out_template,explain_biological_process,published_textcnn_equivalent,text_cnn,text_cnn,880,80,440,440,payload_group_id,0.95,brier_score,0.41851861173598637,0.39806829623910195,0.43824958606333275,2000,2000,supplementary_exploratory_post_freeze,recomputed_payload_group_bootstrap,,,False
held_out_template:explain_biological_process,held_out_template,explain_biological_process,published_textcnn_equivalent,text_cnn,text_cnn,880,80,440,440,payload_group_id,0.95,f1,0.6958598726114649,0.6858105556462807,0.706676990860065,2000,2000,confirmatory_frozen_upstream,frozen_upstream_payload_group_bootstrap,0.5,,True
held_out_template:explain_biological_process,held_out_template,explain_biological_process,published_textcnn_equivalent,text_cnn,text_cnn,880,80,440,440,payload_group_id,0.95,pr_auc,0.6693642318239709,0.6408383594707558,0.6987252921671255,2000,2000,confirmatory_frozen_upstream,frozen_upstream_payload_group_bootstrap,,,True
held_out_template:explain_biological_process,held_out_template,explain_biological_process,published_textcnn_equivalent,text_cnn,text_cnn,880,80,440,440,payload_group_id,0.95,precision,0.5355392156862745,0.5243435939450686,0.5480155457656054,2000,2000,supplementary_exploratory_post_freeze,recomputed_payload_group_bootstrap,0.5,,True
held_out_template:explain_biological_process,held_out_template,explain_biological_process,published_textcnn_equivalent,text_cnn,text_cnn,880,80,440,440,payload_group_id,0.95,recall,0.9931818181818182,0.9849428338097184,1.0,2000,2000,confirmatory_frozen_upstream,frozen_upstream_payload_group_bootstrap,0.5,,True
held_out_template:explain_biological_process,held_out_template,explain_biological_process,published_textcnn_equivalent,text_cnn,text_cnn,880,80,440,440,payload_group_id,0.95,roc_auc,0.7204209710743802,0.6880257206298955,0.7523582857272323,2000,2000,confirmatory_frozen_upstream,frozen_upstream_payload_group_bootstrap,,,True
held_out_template:explain_biological_process,held_out_template,explain_biological_process,published_textcnn_equivalent,text_cnn,text_cnn,880,80,440,440,payload_group_id,0.95,specificity,0.1386363636363636,0.1010263157894736,0.1804347826086956,2000,2000,confirmatory_frozen_upstream,frozen_upstream_payload_group_bootstrap,0.5,,True
held_out_template:explain_biological_process,held_out_template,explain_biological_process,published_textcnn_equivalent,text_cnn,text_cnn,880,80,440,440,payload_group_id,0.95,tpr_at_fpr_0.01,0.0,0.0,0.0,2000,2000,supplementary_exploratory_post_freeze,recomputed_payload_group_bootstrap,,0.01,True
held_out_template:explain_biological_process,held_out_template,explain_biological_process,published_textcnn_equivalent,text_cnn,text_cnn,880,80,440,440,payload_group_id,0.95,tpr_at_fpr_0.05,0.0,0.0,0.0,2000,2000,supplementary_exploratory_post_freeze,recomputed_payload_group_bootstrap,,0.05,True
held_out_template:explain_everyday_system,held_out_template,explain_everyday_system,deberta_v3_base_classifier,pretrained_transformer,pretrained_transformer,880,80,440,440,payload_group_id,0.95,balanced_accuracy,0.9931818181818182,0.9875,0.9977777777777778,2000,2000,confirmatory_frozen_upstream,frozen_upstream_payload_group_bootstrap,0.5,,True
held_out_template:explain_everyday_system,held_out_template,explain_everyday_system,deberta_v3_base_classifier,pretrained_transformer,pretrained_transformer,880,80,440,440,payload_group_id,0.95,brier_score,0.006873901709574289,0.0026163706612788874,0.011773612515009527,2000,2000,supplementary_exploratory_post_freeze,recomputed_payload_group_bootstrap,,,False
held_out_template:explain_everyday_system,held_out_template,explain_everyday_system,deberta_v3_base_classifier,pretrained_transformer,pretrained_transformer,880,80,440,440,payload_group_id,0.95,f1,0.9931350114416476,0.9873417721518988,0.9977728285077953,2000,2000,confirmatory_frozen_upstream,frozen_upstream_payload_group_bootstrap,0.5,,True
held_out_template:explain_everyday_system,held_out_template,explain_everyday_system,deberta_v3_base_classifier,pretrained_transformer,pretrained_transformer,880,80,440,440,payload_group_id,0.95,pr_auc,0.9995332088883244,0.9988902979594676,0.9999512235716256,2000,2000,confirmatory_frozen_upstream,frozen_upstream_payload_group_bootstrap,,,True
held_out_template:explain_everyday_system,held_out_template,explain_everyday_system,deberta_v3_base_classifier,pretrained_transformer,pretrained_transformer,880,80,440,440,payload_group_id,0.95,precision,1.0,1.0,1.0,2000,2000,supplementary_exploratory_post_freeze,recomputed_payload_group_bootstrap,0.5,,True
held_out_template:explain_everyday_system,held_out_template,explain_everyday_system,deberta_v3_base_classifier,pretrained_transformer,pretrained_transformer,880,80,440,440,payload_group_id,0.95,recall,0.9863636363636364,0.975,0.9955555555555556,2000,2000,confirmatory_frozen_upstream,frozen_upstream_payload_group_bootstrap,0.5,,True
held_out_template:explain_everyday_system,held_out_template,explain_everyday_system,deberta_v3_base_classifier,pretrained_transformer,pretrained_transformer,880,80,440,440,payload_group_id,0.95,roc_auc,0.9994886363636364,0.9987570637349572,0.999950634977866,2000,2000,confirmatory_frozen_upstream,frozen_upstream_payload_group_bootstrap,,,True
held_out_template:explain_everyday_system,held_out_template,explain_everyday_system,deberta_v3_base_classifier,pretrained_transformer,pretrained_transformer,880,80,440,440,payload_group_id,0.95,specificity,1.0,1.0,1.0,2000,2000,confirmatory_frozen_upstream,frozen_upstream_payload_group_bootstrap,0.5,,True
