payload_name,payload_class,representation_name,rank_count,mean_rank,median_rank,p95_rank,max_rank,fraction_rank_le_8,fraction_rank_le_16,fraction_rank_le_64,model_repo_id,model_filename,model_path_relative,notes
paper_sha256_hex_000,sha256_hex,raw_subword_rank_pressure,40,2004.725,10.5,809.5999999999972,74858,0.475,0.575,0.75,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,diagnostic baseline only; no cover generation
paper_random_256_bit_hex_002,random_256_bit_hex,raw_subword_rank_pressure,39,403.84615384615387,9.0,1140.6000000000006,8862,0.48717948717948717,0.5641025641025641,0.717948717948718,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,diagnostic baseline only; no cover generation
paper_random_256_bit_hex_003,random_256_bit_hex,raw_subword_rank_pressure,40,175.15,14.5,745.3999999999996,2753,0.375,0.525,0.675,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,diagnostic baseline only; no cover generation
paper_random_256_bit_hex_004,random_256_bit_hex,raw_subword_rank_pressure,37,2920.4324324324325,16.0,3287.199999999957,88398,0.40540540540540543,0.5135135135135135,0.6216216216216216,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,diagnostic baseline only; no cover generation
paper_nonce_96_bit_hex_000,nonce_96_bit_hex,raw_subword_rank_pressure,15,6533.4,25.0,29844.999999999905,92936,0.4,0.4666666666666667,0.6666666666666666,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,diagnostic baseline only; no cover generation
paper_nonce_96_bit_hex_001,nonce_96_bit_hex,raw_subword_rank_pressure,13,800.6153846153846,65.0,3396.1999999999916,6884,0.23076923076923078,0.23076923076923078,0.46153846153846156,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,diagnostic baseline only; no cover generation
paper_nonce_96_bit_hex_002,nonce_96_bit_hex,raw_subword_rank_pressure,14,8077.214285714285,32.0,39396.19999999996,110839,0.21428571428571427,0.35714285714285715,0.6428571428571429,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,diagnostic baseline only; no cover generation
paper_nonce_96_bit_hex_003,nonce_96_bit_hex,raw_subword_rank_pressure,17,75.70588235294117,10.0,317.79999999999995,377,0.4117647058823529,0.5882352941176471,0.7058823529411765,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,diagnostic baseline only; no cover generation
paper_nonce_96_bit_hex_004,nonce_96_bit_hex,raw_subword_rank_pressure,13,9242.692307692309,39.0,49799.59999999987,105662,0.3076923076923077,0.38461538461538464,0.5384615384615384,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,diagnostic baseline only; no cover generation
paper_uuid_v4_like_000,uuid_v4_like,raw_subword_rank_pressure,24,88.125,11.5,230.85,1017,0.4166666666666667,0.5833333333333334,0.7083333333333334,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,diagnostic baseline only; no cover generation
paper_uuid_v4_like_001,uuid_v4_like,raw_subword_rank_pressure,27,83.92592592592592,10.0,604.5999999999996,853,0.4074074074074074,0.6666666666666666,0.8148148148148148,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,diagnostic baseline only; no cover generation
paper_uuid_v4_like_002,uuid_v4_like,raw_subword_rank_pressure,22,5193.863636363636,20.5,875.55,110839,0.36363636363636365,0.5,0.5909090909090909,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,diagnostic baseline only; no cover generation
paper_uuid_v4_like_003,uuid_v4_like,raw_subword_rank_pressure,24,100.66666666666667,9.0,417.59999999999997,1181,0.4583333333333333,0.6666666666666666,0.75,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,diagnostic baseline only; no cover generation
paper_uuid_v4_like_004,uuid_v4_like,raw_subword_rank_pressure,23,5320.826086956522,13.0,28601.899999999958,88398,0.4782608695652174,0.5217391304347826,0.6956521739130435,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,diagnostic baseline only; no cover generation
paper_hmac_like_hex_000,hmac_like_hex,raw_subword_rank_pressure,32,398.1875,75.5,1263.95,3671,0.28125,0.34375,0.4375,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,diagnostic baseline only; no cover generation
paper_hmac_like_hex_001,hmac_like_hex,raw_subword_rank_pressure,40,196.575,9.5,1161.15,1198,0.5,0.55,0.675,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,diagnostic baseline only; no cover generation
paper_hmac_like_hex_002,hmac_like_hex,raw_subword_rank_pressure,30,699.9,245.0,1689.7999999999975,7430,0.13333333333333333,0.26666666666666666,0.4,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,diagnostic baseline only; no cover generation
paper_hmac_like_hex_003,hmac_like_hex,raw_subword_rank_pressure,37,192.1891891891892,18.0,1072.5999999999997,1273,0.3783783783783784,0.4864864864864865,0.6486486486486487,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,diagnostic baseline only; no cover generation
paper_hmac_like_hex_004,hmac_like_hex,raw_subword_rank_pressure,36,433.5,31.0,1084.25,9123,0.3611111111111111,0.4722222222222222,0.5833333333333334,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,diagnostic baseline only; no cover generation
paper_ciphertext_like_base64_000,ciphertext_like_base64,raw_subword_rank_pressure,53,490.8301886792453,22.0,1162.8,16343,0.20754716981132076,0.37735849056603776,0.7358490566037735,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,diagnostic baseline only; no cover generation
paper_ciphertext_like_base64_001,ciphertext_like_base64,raw_subword_rank_pressure,47,769.5957446808511,36.0,5019.399999999977,11902,0.1276595744680851,0.3404255319148936,0.6382978723404256,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,diagnostic baseline only; no cover generation
paper_ciphertext_like_base64_002,ciphertext_like_base64,raw_subword_rank_pressure,46,3342.804347826087,38.5,4235.0,122143,0.08695652173913043,0.21739130434782608,0.5652173913043478,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,diagnostic baseline only; no cover generation
paper_ciphertext_like_base64_003,ciphertext_like_base64,raw_subword_rank_pressure,46,2690.8478260869565,44.5,1592.0,106258,0.06521739130434782,0.15217391304347827,0.5652173913043478,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,diagnostic baseline only; no cover generation
paper_ciphertext_like_base64_004,ciphertext_like_base64,raw_subword_rank_pressure,44,2886.818181818182,65.5,1615.8500000000004,106258,0.13636363636363635,0.2727272727272727,0.5,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,diagnostic baseline only; no cover generation
