q8_plan_id,q4_plan_id,source_trial_id,payload_name,payload_class,codec,supported,invalid_rank_count,exact_payload_recovery,decode_success
quantization_trial__0713048fc134c422f09bfc18,quantization_trial__5f77c06ceef859e6585ffa88,revision_v1_primary_v2_payload_fidelity_v2__1d7c6f7fc1e077651f69,revision_v1_uuid_v4_030,uuid_v4,ascii_b16,True,1,False,False
quantization_trial__072c6bcd957d65ae744bac05,quantization_trial__fc6ae2ac7c223cc3484d991f,revision_v1_primary_v2_payload_fidelity_v2__3c020101cde544d480b6,revision_v1_ed25519_signature_base64_010,ed25519_signature_base64,ascii_b8,True,13,False,False
quantization_trial__07ac9f118c2e0af1cc7e187c,quantization_trial__a41a23f3757cabf577b429fe,revision_v1_primary_v2_payload_fidelity_v2__f77aa71eb99e5fada2f7,revision_v1_hmac_sha256_hex_028,hmac_sha256_hex,ascii_b8,True,10,False,False
quantization_trial__07ca57f7b18784c150ec8eb1,quantization_trial__e3f286c7bb5f9c627f027d09,revision_v1_primary_v2_payload_fidelity_v2__2833e313a1e8536dcee0,revision_v1_ed25519_signature_base64_031,ed25519_signature_base64,ascii_b8,True,13,False,False
quantization_trial__08adebfbb06896fc9966a926,quantization_trial__9ab1fb4fff345bf2fe499a75,revision_v1_primary_v2_payload_fidelity_v2__688603553c597c6fefcc,revision_v1_nonce_96_bit_hex_002,nonce_96_bit_hex,ascii_b8,True,6,False,False
quantization_trial__08e0cb45827e7b8525e00eeb,quantization_trial__d28a6353210e843d07f5c652,revision_v1_primary_v2_payload_fidelity_v2__30694ebe34108261555d,revision_v1_chacha20_poly1305_base64_021,chacha20_poly1305_base64,ascii_b8,True,13,False,False
quantization_trial__09013ec8b61caaaf8bc3474d,quantization_trial__3adaf4cc29ccc99b56e2b8ac,revision_v1_primary_v2_payload_fidelity_v2__b631489c29354ed1f8a1,revision_v1_sha256_hex_023,sha256_hex,ascii_b8,True,8,False,False
quantization_trial__09251ed45e2361cb9b34a630,quantization_trial__8953ccca067792a8448d12e1,revision_v1_primary_v2_payload_fidelity_v2__665add6e166b9331044d,revision_v1_nonce_96_bit_hex_020,nonce_96_bit_hex,ascii_b8,True,2,False,False
quantization_trial__099d301beff7c0573a466246,quantization_trial__1d751ce6d340f20d746a4b52,revision_v1_primary_v2_payload_fidelity_v2__850d8de872858717f41a,revision_v1_sha256_hex_058,sha256_hex,ascii_b8,True,2,False,False
quantization_trial__099d47aca458c2059e75919e,quantization_trial__248379ac156cb6855e9d54a6,revision_v1_primary_v2_payload_fidelity_v2__9e8bc804c7dbf11e703c,revision_v1_ed25519_signature_base64_018,ed25519_signature_base64,ascii_b8,True,7,False,False
quantization_trial__09dacb6f273faf3169ebca48,quantization_trial__ba2b304e3dff79f722003b43,revision_v1_primary_v2_payload_fidelity_v2__927e3cc0e2b99b1ff769,revision_v1_uuid_v4_052,uuid_v4,ascii_b16,True,0,False,True
quantization_trial__0a08a4c4485ae1a78e5cd533,quantization_trial__35b3e3606d4f0e6fad37be07,revision_v1_primary_v2_payload_fidelity_v2__62dc6b57aa0b0fc13a7d,revision_v1_uuid_v4_057,uuid_v4,ascii_b8,True,3,False,False
quantization_trial__0a275b55a836359aac5247cd,quantization_trial__634eed2b65b9b3af08ea5a2f,revision_v1_primary_v2_payload_fidelity_v2__d1af197400a57d279bcf,revision_v1_aes256_gcm_base64_019,aes256_gcm_base64,ascii_b16,True,1,False,False
quantization_trial__0a4cb18afdd3668ff2dac66f,quantization_trial__a720e7873c5e8454db5c6c3f,revision_v1_primary_v2_payload_fidelity_v2__38b58b19eb97128e53d6,revision_v1_sha256_hex_023,sha256_hex,ascii_b16,True,0,False,True
quantization_trial__0a833432cdcc2ec462134429,quantization_trial__4e88561d6b22e37a7930b60f,revision_v1_primary_v2_payload_fidelity_v2__619fdffde5c61b9a8841,revision_v1_chacha20_poly1305_base64_020,chacha20_poly1305_base64,ascii_b16,True,1,False,False
quantization_trial__0a8cfff9a0dc9f32c6ffe8d8,quantization_trial__0ee491c1870f114762ea49b8,revision_v1_primary_v2_payload_fidelity_v2__86c4f5dfd2443c3552d7,revision_v1_token_128_bit_hex_009,token_128_bit_hex,ascii_b16,True,1,False,False
quantization_trial__0ac738cba2c35f51b5215964,quantization_trial__4d4f251fe72a1138b0d959c1,revision_v1_primary_v2_payload_fidelity_v2__d9153f6d5757f36c56aa,revision_v1_uuid_v4_006,uuid_v4,ascii_b16,True,1,False,False
quantization_trial__0ad3aa816cd62310b69959a2,quantization_trial__b5f85c5a5b188d080bf95501,revision_v1_primary_v2_payload_fidelity_v2__567b9459ad89c4f309dc,revision_v1_uuid_v4_002,uuid_v4,ascii_b8,True,5,False,False
quantization_trial__0aecbe4d743e96be80e1fc50,quantization_trial__060d5c4eb7d5b0c7d7e78a05,revision_v1_primary_v2_payload_fidelity_v2__c1635b184066e61f0421,revision_v1_uuid_v4_055,uuid_v4,ascii_b8,True,8,False,False
quantization_trial__0b2ef4a8d7d2f3771dd94879,quantization_trial__c506ab16925af3ccf490105e,revision_v1_primary_v2_payload_fidelity_v2__7091cf86f359667ce4dd,revision_v1_token_128_bit_hex_053,token_128_bit_hex,ascii_b8,True,5,False,False
quantization_trial__0b3724c0b3b11227ee4509d4,quantization_trial__7bdd759bda435a9417dee646,revision_v1_primary_v2_payload_fidelity_v2__7f925f49ca311b602c74,revision_v1_ed25519_signature_base64_044,ed25519_signature_base64,ascii_b16,True,4,False,False
quantization_trial__0b437bf8c723c871ba9db636,quantization_trial__fb9533968a4f462761dcbc81,revision_v1_primary_v2_payload_fidelity_v2__5659b4b6d8c72f5b9b02,revision_v1_aes256_gcm_base64_023,aes256_gcm_base64,ascii_b16,True,3,False,False
quantization_trial__0b477304a475fa71ee76f7dc,quantization_trial__93386656bb29155140173d4f,revision_v1_primary_v2_payload_fidelity_v2__5a2c00dc85240a7549c8,revision_v1_aes256_gcm_base64_013,aes256_gcm_base64,ascii_b16,True,1,False,False
quantization_trial__0ba73ad1741785c5c05a4ccf,quantization_trial__3f3b68af5378952aae244311,revision_v1_primary_v2_payload_fidelity_v2__45b61a5f8a7844ebf395,revision_v1_token_128_bit_hex_045,token_128_bit_hex,ascii_b8,True,3,False,False
quantization_trial__0be46d268ead780d1f3ca91b,quantization_trial__eb289e8994495b6f8e763f53,revision_v1_primary_v2_payload_fidelity_v2__3475e528567852c9cb5c,revision_v1_token_128_bit_hex_022,token_128_bit_hex,ascii_b8,True,1,False,False
quantization_trial__0c6dd96075bf05846d1d1d47,quantization_trial__9d8815121924d69b67d80747,revision_v1_primary_v2_payload_fidelity_v2__f0197ac3d32ccba9b1df,revision_v1_chacha20_poly1305_base64_000,chacha20_poly1305_base64,ascii_b8,True,11,False,False
quantization_trial__0c839ff2fadca7a766269916,quantization_trial__05cc33fd436ab649f2536db9,revision_v1_primary_v2_payload_fidelity_v2__3df0635baaaea59371ed,revision_v1_ed25519_signature_base64_045,ed25519_signature_base64,ascii_b8,True,12,False,False
quantization_trial__0c9c658744318d10abe1ccec,quantization_trial__9d124effe978d1ad672cc2be,revision_v1_primary_v2_payload_fidelity_v2__74408931586bcaaacd60,revision_v1_token_128_bit_hex_000,token_128_bit_hex,ascii_b8,True,7,False,False
quantization_trial__0ca598dc07b889d30ad3ffcb,quantization_trial__05bf227240d2048fa6a171ce,revision_v1_primary_v2_payload_fidelity_v2__6c78c5053c9bf3869cb7,revision_v1_aes256_gcm_base64_044,aes256_gcm_base64,ascii_b8,True,7,False,False
quantization_trial__0cc21776a408dcc3dca48df9,quantization_trial__b6ec59e9e3d12f0fe7154fdd,revision_v1_primary_v2_payload_fidelity_v2__8a77fc297b084d33e5e3,revision_v1_chacha20_poly1305_base64_015,chacha20_poly1305_base64,ascii_b16,True,1,False,False
quantization_trial__0d225bee6b358241b32f5d20,quantization_trial__5be13868df0d553d5b8548ad,revision_v1_primary_v2_payload_fidelity_v2__d25b6daa5c9426c438ad,revision_v1_aes256_gcm_base64_040,aes256_gcm_base64,ascii_b8,True,15,False,False
quantization_trial__0d4a0435459d68b930ae7da5,quantization_trial__70790990d6a811afd3856542,revision_v1_primary_v2_payload_fidelity_v2__e6409913abba066bcfa3,revision_v1_token_128_bit_hex_013,token_128_bit_hex,ascii_b16,True,1,False,False
quantization_trial__0d5cc5268af26965f307e925,quantization_trial__593abab655d0696b64b0a039,revision_v1_primary_v2_payload_fidelity_v2__b144f223e3e308a56a55,revision_v1_nonce_96_bit_hex_016,nonce_96_bit_hex,ascii_b8,True,4,False,False
quantization_trial__0d5ef6bd1f1cf7e16fdde969,quantization_trial__040700f6178b08c3174d0f22,revision_v1_primary_v2_payload_fidelity_v2__96397b0e9d4119325462,revision_v1_token_128_bit_hex_007,token_128_bit_hex,ascii_b8,True,1,False,False
quantization_trial__0dbe761b26bf45dc89d47355,quantization_trial__92c15299e1f20adfbc86fa33,revision_v1_primary_v2_payload_fidelity_v2__fb358f64fe8d192e257b,revision_v1_hmac_sha256_hex_038,hmac_sha256_hex,ascii_b8,True,10,False,False
quantization_trial__0dc839ddd2df477d120f0875,quantization_trial__8036ba11fd735430118bb1a8,revision_v1_primary_v2_payload_fidelity_v2__5c54b51bdc952bd2756f,revision_v1_token_128_bit_hex_044,token_128_bit_hex,ascii_b16,True,1,False,False
quantization_trial__0e28649177608464f0617edd,quantization_trial__c356a849228a6d8b8f847b18,revision_v1_primary_v2_payload_fidelity_v2__1860eb4128c9e9a6ab5b,revision_v1_ed25519_signature_base64_010,ed25519_signature_base64,ascii_b16,True,12,False,False
quantization_trial__0e57d5942b7ede93742f2506,quantization_trial__0e77c8e0739469f91cbbad1a,revision_v1_primary_v2_payload_fidelity_v2__3e96cc8fd0e96324faae,revision_v1_ed25519_signature_base64_017,ed25519_signature_base64,ascii_b16,True,3,False,False
quantization_trial__0e6c3a9baa2d77969bc3a0d4,quantization_trial__bc05fe9b4b6dd4ce3374f1f8,revision_v1_primary_v2_payload_fidelity_v2__992689d1ee44270fb153,revision_v1_uuid_v4_044,uuid_v4,ascii_b16,True,1,False,False
quantization_trial__0e72ddcd5f3b68f88125d3c1,quantization_trial__d2d0ca5d15891744ded9266a,revision_v1_primary_v2_payload_fidelity_v2__002b15e560abadc435fb,revision_v1_aes256_gcm_base64_026,aes256_gcm_base64,ascii_b8,True,11,False,False
quantization_trial__0ec52433d213298fdb025627,quantization_trial__7f2840a1591f49a79b943688,revision_v1_primary_v2_payload_fidelity_v2__85fc0047c17a7fc1d450,revision_v1_aes256_gcm_base64_034,aes256_gcm_base64,ascii_b16,True,5,False,False
quantization_trial__0f336919960825546c929b86,quantization_trial__bba46123ea95a4ee0072949c,revision_v1_primary_v2_payload_fidelity_v2__f4fd6677dd257d803c67,revision_v1_chacha20_poly1305_base64_002,chacha20_poly1305_base64,ascii_b16,True,5,False,False
quantization_trial__0f361278f8b5c246ad122483,quantization_trial__4a0ee411c68542d708f1f28d,revision_v1_primary_v2_payload_fidelity_v2__9e01074e25c91ea822e9,revision_v1_nonce_96_bit_hex_047,nonce_96_bit_hex,ascii_b16,True,1,False,False
quantization_trial__1005ae457ac2e8c8002b7a4d,quantization_trial__041447cdd2729469d261349a,revision_v1_primary_v2_payload_fidelity_v2__921289ea2d2eafee8f25,revision_v1_nonce_96_bit_hex_032,nonce_96_bit_hex,ascii_b16,True,0,False,True
quantization_trial__10a5d339093cee2eb13b0e33,quantization_trial__af99e35f42c4c49d159084cb,revision_v1_primary_v2_payload_fidelity_v2__848abc790db30e37d378,revision_v1_nonce_96_bit_hex_022,nonce_96_bit_hex,ascii_b16,True,0,False,True
quantization_trial__10ab44384110a561b2d2b19e,quantization_trial__c3d59fcb444889a8bca95c51,revision_v1_primary_v2_payload_fidelity_v2__d1f15021f83d7372d359,revision_v1_chacha20_poly1305_base64_030,chacha20_poly1305_base64,ascii_b16,True,1,False,False
quantization_trial__10df0ff35fdb0951ecbd24cb,quantization_trial__c9e8513679da8b7cd270c5cb,revision_v1_primary_v2_payload_fidelity_v2__851cde1cc9656a10682a,revision_v1_aes256_gcm_base64_045,aes256_gcm_base64,ascii_b16,True,2,False,False
quantization_trial__10e75edd409595cca7615040,quantization_trial__3352efb596babeadf8769176,revision_v1_primary_v2_payload_fidelity_v2__c86670dfdea19cf6cce1,revision_v1_chacha20_poly1305_base64_005,chacha20_poly1305_base64,ascii_b8,True,10,False,False
quantization_trial__11300c21f7f1e1f75efe699a,quantization_trial__da9591f368e928383ce26b2a,revision_v1_primary_v2_payload_fidelity_v2__5b89e3676e9105bc0f76,revision_v1_uuid_v4_002,uuid_v4,ascii_b16,True,2,False,False
quantization_trial__116ed961ae8a4dad4fa71994,quantization_trial__86712c9466681c1ff1aeddf0,revision_v1_primary_v2_payload_fidelity_v2__aff81b240b075a58cdc5,revision_v1_nonce_96_bit_hex_036,nonce_96_bit_hex,ascii_b16,True,1,False,False
quantization_trial__11f607bb2ebc9fd2b20bbfbd,quantization_trial__ed2478d470f2c6192fdb8229,revision_v1_primary_v2_payload_fidelity_v2__8dbf61755cd8f9f9b499,revision_v1_nonce_96_bit_hex_003,nonce_96_bit_hex,ascii_b8,True,0,False,True
quantization_trial__121e8244fede7dcf9a050e34,quantization_trial__63ea8005112fd1d177099dbb,revision_v1_primary_v2_payload_fidelity_v2__64dbc944b35e32ca4c1b,revision_v1_token_128_bit_hex_056,token_128_bit_hex,ascii_b8,True,5,False,False
quantization_trial__12551d045726bfe0a9e8268a,quantization_trial__7e707001da8264b9a013f231,revision_v1_primary_v2_payload_fidelity_v2__f2b5529dad324bfe5c30,revision_v1_nonce_96_bit_hex_048,nonce_96_bit_hex,ascii_b16,True,0,False,True
quantization_trial__125bc5a52bc57328f0fd7d55,quantization_trial__5dfb9fae84433acf98097522,revision_v1_primary_v2_payload_fidelity_v2__889115d30cc95d7bdba8,revision_v1_sha256_hex_027,sha256_hex,ascii_b16,True,0,False,True
quantization_trial__128dc212a9b37a4b50575604,quantization_trial__65147ee69f13f4be9d85b2c6,revision_v1_primary_v2_payload_fidelity_v2__760deee59928640f3a0d,revision_v1_ed25519_signature_base64_013,ed25519_signature_base64,ascii_b8,True,13,False,False
quantization_trial__1290a3ae31a2dda779f022ed,quantization_trial__4b646bed9eabadbdafd18799,revision_v1_primary_v2_payload_fidelity_v2__a8b136ca4dadf12673d1,revision_v1_sha256_hex_045,sha256_hex,ascii_b16,True,1,False,False
quantization_trial__12e9178f1ec0b75c3d3309eb,quantization_trial__7ad8dafc06100346115580d1,revision_v1_primary_v2_payload_fidelity_v2__9450b2ada422bd139b6d,revision_v1_sha256_hex_040,sha256_hex,ascii_b8,True,6,False,False
quantization_trial__1317db218b20dc6058699b1d,quantization_trial__211767b82231f879a9883d27,revision_v1_primary_v2_payload_fidelity_v2__9afa9e3028a9e1103611,revision_v1_ed25519_signature_base64_055,ed25519_signature_base64,ascii_b16,True,4,False,False
quantization_trial__139599926b40fd22c9848457,quantization_trial__5faa2fbe0235aad7dd5894f7,revision_v1_primary_v2_payload_fidelity_v2__6845eb8bfcfcd3c5aa42,revision_v1_ed25519_signature_base64_038,ed25519_signature_base64,ascii_b16,True,6,False,False
quantization_trial__140ea479a08c48f01419ef1b,quantization_trial__4eac50ea026c7887fc157ccb,revision_v1_primary_v2_payload_fidelity_v2__de8563b538d8143bbdf6,revision_v1_sha256_hex_029,sha256_hex,ascii_b16,True,1,False,False
quantization_trial__141036cd24a6d55297f2d61b,quantization_trial__7430feddfbb84b117849df37,revision_v1_primary_v2_payload_fidelity_v2__9be96dc77055ac8c1cfe,revision_v1_ed25519_signature_base64_056,ed25519_signature_base64,ascii_b16,True,2,False,False
quantization_trial__1434b9437590eff1814c8a62,quantization_trial__fbab0d37e288dcd16bf9fff8,revision_v1_primary_v2_payload_fidelity_v2__91007feab2b6408ddd9c,revision_v1_uuid_v4_059,uuid_v4,ascii_b16,True,0,False,True
quantization_trial__1475293ed4ec22ff16d8d884,quantization_trial__c0e7eb8b4282d5ee346949ab,revision_v1_primary_v2_payload_fidelity_v2__e81f03122558e1f8f850,revision_v1_hmac_sha256_hex_027,hmac_sha256_hex,ascii_b8,True,10,False,False
quantization_trial__14fa392e6fb4c7d297c07c6b,quantization_trial__e2947959948a448921781777,revision_v1_primary_v2_payload_fidelity_v2__f6003d6a4ed28f29a843,revision_v1_uuid_v4_019,uuid_v4,ascii_b16,True,1,False,False
quantization_trial__151e2394ee9839d2880ca466,quantization_trial__9de9b4e813e066654cc2ce77,revision_v1_primary_v2_payload_fidelity_v2__20cbe31678e16e2d0c10,revision_v1_uuid_v4_014,uuid_v4,ascii_b16,True,1,False,False
quantization_trial__1522fa378256c7e37082eca0,quantization_trial__c39617a450f61d6e75f99434,revision_v1_primary_v2_payload_fidelity_v2__db49ac386a4a3f8ebc5a,revision_v1_token_128_bit_hex_006,token_128_bit_hex,ascii_b8,True,4,False,False
quantization_trial__1566cbdcc5cf91d9983d2e85,quantization_trial__d4266dc26cf3ed82c31e9382,revision_v1_primary_v2_payload_fidelity_v2__c81921d8018e985cccec,revision_v1_hmac_sha256_hex_033,hmac_sha256_hex,ascii_b8,True,9,False,False
quantization_trial__15854a44dacf846cc57bffd5,quantization_trial__bcba7d5aef175ae784c9a6bc,revision_v1_primary_v2_payload_fidelity_v2__0d7e5b0ae3107505e3e1,revision_v1_aes256_gcm_base64_046,aes256_gcm_base64,ascii_b16,True,4,False,False
quantization_trial__15acf3b18b6408d2f0c4498a,quantization_trial__d6f0c92ca1ef62319f855784,revision_v1_primary_v2_payload_fidelity_v2__bc81525d5403860eafb0,revision_v1_ed25519_signature_base64_014,ed25519_signature_base64,ascii_b8,True,13,False,False
quantization_trial__15b9f9231a9118fae5b7ef7d,quantization_trial__ec49844a88f0f4f162b8c151,revision_v1_primary_v2_payload_fidelity_v2__1945286089006ec7385a,revision_v1_nonce_96_bit_hex_058,nonce_96_bit_hex,ascii_b8,True,1,False,False
quantization_trial__167a24428e8aa7c25c29c518,quantization_trial__b0765e8731f7dc2f1994e4f6,revision_v1_primary_v2_payload_fidelity_v2__8e430356e795b66d09ec,revision_v1_sha256_hex_053,sha256_hex,ascii_b16,True,0,False,True
quantization_trial__1683c851b994ad88962200cb,quantization_trial__335a31cd71b283fc1535b880,revision_v1_primary_v2_payload_fidelity_v2__204fbb2816d89cd6aa59,revision_v1_hmac_sha256_hex_006,hmac_sha256_hex,ascii_b8,True,7,False,False
quantization_trial__1686224d34e757af8f6c368a,quantization_trial__839e64d0d4b9288f19bc2b03,revision_v1_primary_v2_payload_fidelity_v2__456d68b1339daf3da095,revision_v1_ed25519_signature_base64_004,ed25519_signature_base64,ascii_b8,True,22,False,False
quantization_trial__172b574aabb135bed338f75a,quantization_trial__d083b224df692e1fe3c622a0,revision_v1_primary_v2_payload_fidelity_v2__ad5257e8dcb837a52a93,revision_v1_chacha20_poly1305_base64_022,chacha20_poly1305_base64,ascii_b16,True,1,False,False
quantization_trial__17c1ea3ee05cf4f46d07c7f0,quantization_trial__54a25836a21a0386977c49db,revision_v1_primary_v2_payload_fidelity_v2__73c929fa5e52a1a97d15,revision_v1_token_128_bit_hex_006,token_128_bit_hex,ascii_b16,True,0,False,True
quantization_trial__18b79efd1a9af6ae8f2292c0,quantization_trial__bfeb6232e9e7293bc63b6203,revision_v1_primary_v2_payload_fidelity_v2__6a2e9f7d6568c314e33a,revision_v1_chacha20_poly1305_base64_001,chacha20_poly1305_base64,ascii_b8,True,8,False,False
quantization_trial__18e02cacccfaa9d33636dd12,quantization_trial__14486e5890506e706345a430,revision_v1_primary_v2_payload_fidelity_v2__066dac80e5ec2d94e11a,revision_v1_nonce_96_bit_hex_039,nonce_96_bit_hex,ascii_b8,True,2,False,False
quantization_trial__19400f18518a91da05b67167,quantization_trial__3c1d5956f7683ed4c662a6bb,revision_v1_primary_v2_payload_fidelity_v2__8488651439804839d3bc,revision_v1_ed25519_signature_base64_026,ed25519_signature_base64,ascii_b16,True,8,False,False
quantization_trial__19970b9c11136773e20416ba,quantization_trial__662a5afd775e0361ce0aff99,revision_v1_primary_v2_payload_fidelity_v2__343e708917f5a936f7bb,revision_v1_nonce_96_bit_hex_009,nonce_96_bit_hex,ascii_b16,True,0,False,True
quantization_trial__19d068dbbadbda98a6123f3c,quantization_trial__bb50ba7fa2b656c8682fdac8,revision_v1_primary_v2_payload_fidelity_v2__c7ea61d98ffb15c12a1b,revision_v1_chacha20_poly1305_base64_059,chacha20_poly1305_base64,ascii_b16,True,6,False,False
